OTU	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
ASV_1	0.0734595882679662	0.0866707594525297	2.55314276991184	0.605033881897386	0.0956463211590917	0.074703009984695	1.3764128887092	4.00694087858774	0.0875885203130824	0.0886082959517085	0.684408004446915	0.97431700378035	2.03083121975788	0.41274716836245	1.31957242904534	0.252664543335528	12.1068877326043	7.55785192106854	2.34886948577854	0.0335576725889744	0.0758861707438842	4.24242424242424	0.107845780533837	7.9404422253923	8.6729419446107	2.07585546781527	7.58651438762561	0.100656061831581	3.88033500347438	0.035421426420842
ASV_2	2.24141329081038	2.94319453974215	0.427431973438156	1.72946608086976	0.127528428212122	5.78310618759566	14.8715875331798	2.29119818687253	11.3920983973164	8.42332613390929	4.23672873818788	1.54331813398807	3.6605328008922	3.83758878863505	1.89273866568375	0.838063379655166	0.231060940118176	0.0476373696843108	0.695701059362977	9.04752139301628	2.80778831752371	2.0054775156816	4.06039363709895	5.36911554921541	3.60193699330758	3.04897503389966	1.968652467675	0.0718971870225577	2.46132465347621	0.0141685705683368
ASV_4	0.0412090373210542	0.0830594778086743	0.062969888944014	0.106113634671234	0.0336533352226434	0.205888783616354	0.161724119746163	0.0602014979549197	0.0726798360044726	0.0793782651234055	0.352626459143969	0.171479792665342	0.557624161315273	0.40122864273373	0.560265388868411	0.0765110941086457	0.0440955992591939	0.0549661957895894	0.0298659545686126	0.206938980965342	0.0559161258112831	0.0583090379008746	0.0557203199424822	0.0356633380884451	0.0235776338937556	0.0697934115019542	0.0737387248345166	0.095263772804889	0.0694876202318692	0.116890707188778
ASV_15	2.81654811603032	0.0613917879455419	0.727015990535435	3.78658127932087	0.0549080732579971	3.85358210043	0.0457046425369592	3.18359686243958	0.165859112933284	0.121836406933599	9.32983602001112	4.74297517440274	4.20196787365316	1.43021693223267	1.24216734242536	3.45011654596893	0.49563453567334	0.731050404001539	0.476098452240825	0.0298290423013106	0.655017473789316	3.02676914921813	17.2517300260627	1.20542082738944	0.734533978997769	1.99409747148441	0.245224131426416	0.115035499236092	0.0621731338916725	0.0549032109523051
ASV_3	1.587443785498	2.02954028384674	13.3591573483952	1.29198004319011	3.63987388855432	0.204066758982581	0.0527361260041837	0.0761371885900455	0.111815132314573	0.103376345276993	0.232768204558088	0.190966132740949	0.100732106560178	0.122864273373008	0.0534463693328419	16.3680361559403	0.151688861451627	0.111764598105498	0.117706997417473	0.0633867148902851	0.203694458312531	0.16609241099037	0.188730115934214	0.0998573466476462	0.0816148865553077	0.113663555874611	0.120039784614329	0.233665857823313	0.0640017554767216	0.0814692807679365
ASV_6	1.22552093598266	0.987685529594453	3.43281303667519	2.31216025020478	1.61004640617804	2.50528387143794	1.48540088245118	0.632115728526657	0.948565039135296	1.69647966624209	0.255350194552529	0.303986905179469	0.15469573507456	0.120944519101555	0.208256542572798	1.19570826141884	2.12540788429315	1.42545667747669	1.88682560039353	1.41687950931225	3.52670993509735	2.32706069440763	0.781881908870316	1.50855920114123	4.243974100876	0.672010847890245	0.315533148129094	0.0215691561067673	0.396810883955674	0.0283371411366736
ASV_9	0.0573343127945102	0.0433353797262649	1.39869480593825	0.299724476878397	0.0425094760707074	0.0273303695065957	0.78928401919595	2.26463870248066	0.0409988818486769	0.0553801849698178	0.368260144524736	0.481312599867493	1.00732106560178	0.286043386446535	0.689273866568375	0.138787566057543	6.76073727841961	4.18842411916671	1.18585407845962	0.0167788362944872	0.0639041437843235	2.40303913773301	0.0683023276714299	4.24750356633381	4.70101746558572	1.214405360134	4.05391501183249	0.0557203199424822	1.85787953040998	0.00708428528416839
ASV_8	0.121835414688334	19.130764508324	0.10494981490669	0.351850472857249	23.7309150164724	0.0273303695065957	0.0720727055390511	0.0566602333693362	0.0708162504658964	1.20359602001071	0	0.019486340075607	0.00179878761714604	4.60549049721636	0.217471433837081	0.101421682888205	0.0828997266072846	0.120925630737097	0.108922893132587	8.29620239005201	0.0659011482775836	0.00353388108490149	0.00539228902669183	0.00534950071326676	0.00362732829134701	0.0498524367871101	0.0102891243955139	0.0125820077289476	0.00914310792524595	0.0673007101995997
ASV_12	1.34914804794582	1.20436242822578	0.062969888944014	0.997840494452305	0.536682135392681	2.90248524160047	2.12702374883541	0.0424951750270021	2.12262392843832	1.5414151483266	3.78161478599222	3.29903737480026	4.58870721133956	3.16567479362642	5.00184297825286	0.0551591608690237	2.30002645735956	1.79556239579325	1.82182322868537	2.41988105669382	0.0678981527708437	2.55499602438378	1.60869955962973	1.39621968616262	0.339155195240945	0.528435829943368	4.2082518777652	0.0826817650759414	0.910653549354497	0.0301082124577157
ASV_7	0.00537509182448534	0.0794481961648189	0.041979925962676	0.0130314989947129	0.00354245633922562	0	0.0246101921352857	0.0283301166846681	0.0409988818486769	0.0129220431596242	0.0173707615341857	0.0136404380529249	0	0.0710309080437704	0.0276446737928492	0.00177932776996851	0.0176382397036776	0.0109932391579179	0.0122977459988405	0.0335576725889744	0.017973040439341	0.0123685837971552	0.0143794374045115	0.00891583452211127	0.0018136641456735	0.313073303023052	0.655074253181054	18.7705581019143	1.28003510953443	30.5084745762712
