Family	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0609177073441671	0.0397240980824094	0.112582528718086	0.0335095688435475	0.0389670197314818	0.0145761970701844	0.00527361260041837	0.00354126458558351	0.0093179276928811	0.0129220431596242	0.0330044469149528	0.0272808761058498	0.00719515046858417	0.0115185256287195	0.0165868042757095	0.245547232255654	0.0194020636740453	0.0238186848421554	0.00702728342790886	0.0167788362944872	0.379430853719421	0.0353388108490149	0.0503280309157904	0.0374465049928673	0.35729183669768	0.0398819494296881	0.130328909009843	0.0772894760492496	0.0640017554767216	0.0035421426420842
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.096751652840736	0.142645624932288	0.265236804945999	0.0651574949735647	0.0478231605795459	0	0.0070314834672245	0.00885316146395878	0	0.00553801849698178	0	0	0	0	0	0.0266899165495276	0.00352764794073551	0.00183220652631965	0.00527046257093164	0.00186431514383191	0.00199700449326011	0	0.00359485935112789	0.00178316690442225	0.00362732829134701	0.00199409747148441	0	0.00359485935112789	0.00548586475514757	0.00885535660521049
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae	0.0573343127945102	0.0613917879455419	0.0248063198870358	0.0465410678382605	0.0177122816961281	0.0218642956052766	0.0210944504016735	0.00885316146395878	0.0093179276928811	0.0461501541415148	0.00347415230683713	0.0077945360302428	0.00179878761714604	0.00383950854290651	0.00368595650571323	0.0284692443194961	0.0246935355851486	0.062295021894868	0.0614887299942025	0.0876228117600999	0.0239640539191213	0.0229702270518597	0.00179742967556394	0.00356633380884451	0.0253912980394291	0.0119645848289064	0.00514456219775697	0.00179742967556394	0.0237720806056395	0
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	0.00537509182448534	0.0126394857534939	0.124031599435179	0.00372328542706084	0.00708491267845124	0.00182202463377305	0	0.00177063229279176	0.00186358553857622	0.00923003082830297	0.00694830461367426	0.13835301453681	0.00359757523429209	0.0307160683432521	0.00737191301142646	0.0409245387092756	0.00352764794073551	0.00183220652631965	0	0.0242360968698149	0.131802296555167	0.144889124480961	0.0503280309157904	0.00356633380884451	0.0489689319331846	0.00398819494296881	0.00685941626367596	0.00359485935112789	0.00182862158504919	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	1.40827405801516	2.84749557617999	0.959813761783002	1.58984287735498	2.27779942612207	1.53596676627068	0.652170091585072	0.517024629495193	0.972791651136787	1.63186945044396	1.46088104502501	6.19860477805059	0.56841688701815	3.10040314839701	0.794323626981202	0.94126439031334	1.34403386542023	1.35033620989758	0.960981008766536	1.60331102369545	5.59560659011483	5.03754748652708	1.25999820257032	0.795292439372325	2.37771369497796	4.38900853473718	2.51569091470316	42.8597106138222	0.985627034341513	37.0968598905478
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae	8.14505581137011	10.5973059838937	26.5828340266382	23.7973788070593	14.185766410429	23.7428030026966	13.5303320618067	5.29773182003293	10.9672008945211	14.4689963264477	6.19615063924402	6.42269768892007	2.54348569064451	6.70954117872912	4.45079248064873	12.5478194338179	13.7913396243055	14.8390406566628	16.2822157024648	18.5928149294357	27.3889166250624	19.1200636098595	6.74395614271592	8.89087018544936	23.3781308377315	14.9098667942889	6.23349452961553	2.10119529073425	8.33668580623926	2.08100880222447
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae	0.00716678909931378	0.0036112816438554	0.0267144983398847	0.0335095688435475	0.00354245633922562	0.0291523941403688	0.0193365795348674	0.0283301166846681	0.0540439806187104	0.059072197301139	0.0364785992217899	0.0370240461436533	0.0161890885543144	0.0403148397005183	0.0313306302985625	0.0587178164089607	0.0229297116147808	0.0219864783158358	0.0368932379965215	0.0111858908629915	0.0998502246630055	0.104249492004594	0.00179742967556394	0.0160485021398003	0.0399006112048171	0.0797638988593763	0.0137188325273519	0.00359485935112789	0.0329151885308854	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.225753856628384	0.689754793976382	0.187001488379193	0.729763943703924	0.343618264904885	1.31732381021791	0.768189568794276	0.426722382562813	1.57100260901975	2.51241439146407	1.48867426347971	3.242526988581	0.613386577446801	3.1579957765406	1.29192775525249	0.174374121456914	0.197548284681189	0.278495392000586	0.472584810526871	0.4381140588005	3.57264103844234	1.26512942839473	0.248045295227824	0.285306704707561	0.665614741462176	1.73087660524846	0.596769214939809	8.37422485845241	0.603445123066233	12.9181942156811
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	0.266962893949438	0.507385070961684	2.45200931191085	1.51723881152729	0.341847036735272	5.38043874353181	0.488688100972103	0.16112753864405	0.249720462169214	0.662716213472153	0.821637020566982	3.25227015861881	0.291403593977659	1.74697638702246	0.576852193144121	3.93943168271027	0.414498633036423	1.27704794884479	1.64087068041672	0.339305356177408	2.10883674488268	3.61162646876933	0.582367214882718	0.32453637660485	1.68126666303934	3.68908032224615	0.536749322632644	0.0197717264312034	1.0221994660425	0.0814692807679365
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae	0.157669360184903	0.386407135892528	0.686944243025608	1.0406582768635	0.154096850756314	1.02215581954668	0.457046425369592	0.343502664801601	0.475214312336936	1.63740746894095	1.99590050027793	2.82746794497058	0.478477506160848	1.79305048953734	0.908588278658312	0.66724791373819	0.617338389628715	0.577145055790689	0.903005920486288	0.618952627752195	0.834747878182726	2.19984097535118	0.17794553788083	0.224679029957204	1.65950269329126	1.46765573901252	0.800836848784168	0.104250921182709	0.954540467395677	0.0637585675575155
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	0.0286671563972551	0.0198620490412047	0.0496126397740717	0.111698562811825	0.0442807042403202	0.038262517309234	0.00527361260041837	0.0513483364909609	0.00186358553857622	0.00184600616566059	0.039952751528627	0.0857398963326708	0.00899393808573022	0.0844691879439432	0.0350165868042757	0.0782904218786143	0.0617338389628715	0.0329797174737536	0.0298659545686126	0.0354219877328064	0.0619071392910634	0.0795123244102836	0.00359485935112789	0.0320970042796006	0.0507825960788581	0.0438701443726569	0.0120039784614329	0.00539228902669183	0.0164575942654427	0.0053132139631263
