Species	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas|Unassigned	0.116460322863849	0.0613917879455419	0.0725107812082586	0.141484846228312	0.0673066704452868	0.158516143138255	0.0791041890062756	0.155815641765675	0.0354081252329482	0.0258440863192483	0.32657031684269	0.208503838808995	0.17268361124602	0.0844691879439432	0.0884629561371176	0.20284336577641	0.0546785430814005	0.0604628153685483	0.0544614465662936	0.0596580846026212	0.0758861707438842	0.171393232617722	0.882537970701896	0.194365192582026	0.288372599162087	0.197415649676956	0.16977055252598	0.0233665857823313	0.422411586146363	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Unassigned	0.00179169727482844	0.0036112816438554	0.114490707170935	0.00372328542706084	0	0.036440492675461	0	0.378915310657436	0.00745434215430488	0	0.217134519177321	0	0.266220567337614	0.00191975427145325	0	0	0	0	0	0.00186431514383191	0.00199700449326011	0.00176694054245075	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hespellia|Unassigned	0.180961424757673	0.101115886027951	0.062969888944014	0.13217663266066	0.0974175493287045	0.165804241673347	0.0457046425369592	0.309860651238557	0.093179276928811	0.138450462424545	0.279669260700389	0.120815308468763	0.23204360261184	0.220771741217124	0.309620346479912	0.346968915143859	0.27515653937737	0.185052859158284	0.203791219409357	0.0503365088834617	0.0818771842236645	0.0335718703065642	0.312752763548126	0.105206847360913	0.00544099243702051	0.153545505304299	0.0188633947251089	0.00359485935112789	0.0841165929122627	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella|Unassigned	0.551842760647161	3.86407135892528	0.223256878983323	0.701839303000968	2.25477345991711	0.522921069892865	0.606465449048113	2.21683163057528	1.47968691762952	2.61948274907238	1.06482768204558	0.596282006313574	1.5235731117227	3.13303897101171	1.81533357906377	0.122773616127827	1.80086427374548	1.20192748126569	3.13416840884735	2.70325695855627	0.0898652021967049	0.222634508348794	0.0700997573469938	0.146219686162625	0.35729183669768	0.315067400494536	0.306958877799499	0.0521254605913544	0.596130636726036	0.0885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix|Unassigned	10.1499650619031	23.1049799573869	3.47097660573217	9.21140814654851	26.134471642637	6.1584432621529	8.50809499534164	9.6641110540574	10.7994781960492	7.76430193276846	11.3743746525848	8.35574262442028	13.8650549529617	16.2104050681513	18.842609657206	2.85226241525951	6.75897345444925	5.34637864380073	5.95562270515276	14.5379294916013	2.26660009985022	6.07474158494567	8.20346903927384	8.93188302425107	2.77671980702613	9.57366196059663	12.8802688891175	0.616518378718433	9.69352302234576	0.437454616297398
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis|Unassigned	2.2862057226811	1.99523310823011	1.41396023356104	2.37545610246482	1.10170392149917	2.20282778223162	2.19382284177404	1.27839651539565	1.53745806932538	1.1666758966975	1.12909949972207	2.22534003663432	0.974942888493156	2.64734114033404	1.96461481754515	5.30951406558602	4.0426845400829	2.81793363747962	2.96375678572056	3.97471988664964	10.0609086370444	4.78840887004152	4.61220454749708	1.3141940085592	5.90166313002158	2.15362526920316	1.9960901327297	0.170755819178575	2.06634239110558	0.228468200414431
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnotalea|Unassigned	0.361922849515346	0.0018056408219277	0.0248063198870358	0.128453347233599	0.00354245633922562	0.00546607390131915	0.11777734807601	0.0106237937567505	0.18263138278047	0.0775322589577449	0	0.0077945360302428	0.00539636285143813	0.0671913995008639	0.00552893475856985	0.00355865553993701	0.0123467677925743	0.439729566316715	0.28987544140124	0.00559294543149574	0	0.00176694054245075	0.00359485935112789	0.158701854493581	0.00906832072836752	0.0498524367871101	0.00514456219775697	0.00179742967556394	0.0256007021906887	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora|Unassigned	7.72759034633508	4.4256256545448	4.24760523604167	9.16300543599672	0.853731977753374	14.0386998032213	21.5778648900452	11.0859287851692	15.0093179276929	11.3898580421259	22.344010561423	12.4361822362524	15.0180778155523	8.36436936072183	7.03280501290085	12.5122328784185	2.82917364846988	4.44676523937778	3.40998928339277	12.1404202166334	6.11882176734898	8.60500044173514	31.2806686438393	13.9069186875892	9.67589821716814	11.0353354071947	15.3805261172274	0.528444324615799	8.39337307537578	0.373696048739883
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia|Unassigned	0.204253489330443	0.281679968220722	0.0706026027554097	0.351850472857249	0.162952991604378	0.036440492675461	0.441225587568337	0.396621633585353	0.672754379426016	0.267670894020786	0.248401889938855	0.208503838808995	0.34536722249204	0.449222499520061	0.425727976409878	0.290030426504866	0.338654202310609	0.703567306106744	0.440962035101281	0.570480434012566	0.818771842236645	0.584857319551197	0.328929630628202	0.784593437945792	0.531403594682337	0.344978862566802	0.0703090167026786	0.00539228902669183	0.245035292396591	0.0017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mediterraneibacter|Unassigned	0.0842097719169369	0.252789715069878	0.0553371751326184	0.135899918087721	0.171809132452443	0.0601268129145106	0.126566702410041	0.0531189687837527	0.0726798360044726	0.0443041479758542	0.0364785992217899	0.0077945360302428	0.0215854514057525	0.0268765598003456	0.0202727607814228	0.101421682888205	0.149925037481259	0.221696989684677	0.135275205987245	0.328119465314417	0.0639041437843235	0.0353388108490149	0.174350678529703	0.00891583452211127	0.0018136641456735	0.0239291696578129	0.0154336865932709	0	0.0182862158504919	0.0053132139631263
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Merdimonas|Unassigned	0.395965097737086	0.166118955617349	0.118307064076632	0.478442177377318	0.0832477239718021	0.160338167772028	0.275985726088562	0.221329036598969	0.596347372344391	0.225212752210592	0.804266259032796	0.41700767761799	0.59539870127534	0.345555768861586	0.394397346111316	0.183270760306756	0.472704824058559	0.31147510947434	0.560425853375731	0.197617405246183	0.403394907638542	0.114851135259299	0.56079805877595	0.187232524964337	0.214012369189474	0.14955731036133	0.15262201186679	0.0413408825379707	0.195662509600263	0.0637585675575155
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Muricomes|Unassigned	0.168419543833874	0.474883536166986	0.288134946380185	0.299724476878397	0.154096850756314	0.153050069236936	0.441225587568337	0.212475875135011	0.223630264629146	0.197522659725683	0.140703168426904	0.165633890642659	0.152896947457414	0.263006335189096	0.215628455584224	0.163698154837103	0.343945674221713	0.393924403158724	0.574480420231549	0.344898301608904	0.237643534697953	0.240303913773302	0.257032443605644	0.174750356633381	0.467925349583764	0.42075456648321	0.567616695819186	0.0143794374045115	0.797279011081447	0.0106264279262526
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Unassigned	2.97780087076488	0.608500956989636	0.530473609891997	1.06113634671234	0.600446349498742	1.59062750528387	1.43266475644699	1.52274377180091	1.5281401416325	1.07622159458013	1.20553085047248	0.950933395689622	1.206986491105	1.44365521213285	2.51566531514928	1.18147363925909	2.49757474204074	2.44416350611041	1.30356107587709	0.863177911594176	1.1163255117324	1.71923314780458	1.54578952098499	1.39265335235378	1.12447177031757	0.430725053840632	1.09750660218815	0.0413408825379707	1.31477891965037	0.0283371411366736
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Schaedlerella|Unassigned	0.505258631501621	1.79300133617421	0.217532343624776	0.461687392955544	0.873215487619115	0.318854310910283	0.564276548244766	0.509942100324026	0.547894148341409	0.40427535027967	0.500277932184547	0.664484196578199	0.600795064126779	0.487617584949126	0.888315517876889	0.70283446913756	0.694946644324896	0.905110024001905	0.627185045940865	0.902328529614646	0.435346979530704	0.422298789645728	0.310955333872562	0.472539229671897	0.38812412717413	0.289144133365239	0.190348801317008	0.0557203199424822	0.475441612112789	0.0743849954837681
