OTUID	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
ASV_159	4	31	8	8	17	10	14	4	3	5	2	3	16	35	7	6	34	6	51	5	62	1	14	3	15	10	2	11	27	8	7	20	23	28	12	8	17	31	12	7	55	49	67	5	23
ASV_108	3	2	1	14	2	12	0	24	7	5	7	4	0	2	0	2	1	17	9	363	3	75	3	9	4	15	15	4	4	4	12	4	18	11	6	6	17	5	5	6	5	1	2	7	6
ASV_105	9	3	4	4	0	3	1	4	11	5	4	2	2	0	1	31	39	2	11	7	8	2	2	2	1	3	30	2	3	4	32	14	18	7	20	3	20	143	39	10	93	2	45	100	3
ASV_272	59	99	5	4	7	11	33	3	20	65	24	2	36	46	130	1	5	1	2	1	0	1	32	5	74	16	2	3	1	8	4	7	0	2	2	2	2	3	3	4	0	1	8	0	6
ASV_134	143	6	11	3	22	15	4	27	13	52	44	25	10	21	9	6	5	0	0	1	1	0	64	76	72	24	16	18	27	11	1	1	2	0	1	1	1	1	1	3	10	0	0	0	0
ASV_1046	16	32	30	23	66	45	32	13	1	13	0	47	85	1	76	0	5	9	45	1	12	2	10	3	8	53	1	18	23	34	1	1	1	6	1	7	2	3	1	2	1	3	0	7	1
ASV_127	12	39	5	13	4	14	6	18	24	38	17	27	11	7	37	13	38	60	20	0	44	1	18	22	16	16	84	34	9	11	23	5	5	6	2	0	4	5	13	2	9	5	7	10	4
ASV_120	4	2	1	0	1	1	0	15	3	5	8	0	0	0	1	2	19	5	3	1	5	2	5	6	3	38	7	11	3	2	2	6	96	134	56	204	115	2	4	1	0	3	9	8	7
ASV_167	39	38	7	37	13	31	21	8	54	112	12	7	41	44	15	13	2	8	13	2	5	0	40	22	63	5	3	1	17	14	6	9	4	7	2	10	4	4	1	1	0	3	8	1	5
ASV_183	5	0	2	3	4	2	1	0	2	3	2	0	0	62	3	0	0	21	1	1	6	2	6	2	3	2	0	1	3	3	8	0	4	36	185	2	3	158	32	8	87	5	5	18	6
ASV_123	4	6	9	5	2	2	3	2	4	2	1	1	4	5	9	2	8	11	21	0	11	0	10	8	11	8	0	7	4	5	5	34	75	6	80	41	29	13	36	48	66	37	4	12	29
ASV_149	102	21	0	0	0	0	0	59	11	19	47	18	54	20	37	9	11	1	13	0	11	0	15	70	28	34	5	47	38	16	0	0	0	0	1	0	0	1	1	0	0	0	2	1	2
ASV_139	18	15	3	9	4	11	6	8	30	32	12	10	6	1	8	3	25	11	13	0	6	3	10	17	15	9	17	45	8	15	14	3	41	42	23	33	58	9	15	5	8	8	10	7	7
ASV_150	10	40	4	5	5	6	6	6	8	15	15	30	17	27	29	13	29	11	10	14	7	13	11	10	8	15	52	30	20	37	7	14	6	6	7	6	10	11	12	7	6	28	23	33	29
ASV_141	8	15	9	5	3	17	6	5	3	21	2	40	14	13	55	1	32	7	1	0	9	0	27	19	31	21	0	33	2	8	16	11	9	7	7	13	13	16	40	3	33	9	22	8	19
ASV_137	2	6	12	42	4	4	29	4	53	0	2	4	22	54	7	1	2	15	1	0	28	0	8	39	41	1	1	13	2	212	1	1	1	0	1	4	2	6	11	0	22	1	3	1	1
ASV_144	6	46	14	36	42	54	9	69	3	23	74	15	15	6	31	1	4	20	19	0	15	2	5	5	5	66	2	3	2	5	5	1	15	3	4	2	4	12	16	4	12	10	3	3	2
ASV_1505	39	11	14	13	18	9	8	27	8	36	53	13	14	32	13	11	12	6	10	0	3	2	33	32	22	33	8	3	22	16	14	12	2	5	13	18	10	3	4	13	21	14	9	4	6
ASV_174	18	16	28	18	25	21	23	12	4	12	12	16	6	36	15	50	1	17	2	1	6	0	30	18	20	8	12	3	31	14	7	32	3	2	14	1	8	1	4	18	12	32	10	11	55
ASV_1497	1	12	13	30	44	21	51	3	17	2	3	11	27	60	10	16	4	17	2	0	19	1	20	27	9	2	1	15	14	39	33	8	0	5	5	2	2	8	17	24	28	5	3	3	17
ASV_140	10	12	15	14	49	7	9	21	4	7	17	7	10	51	14	6	28	4	4	1	12	0	37	11	60	7	1	42	17	5	5	6	4	19	9	68	16	5	6	10	5	0	6	0	7
ASV_131	6	19	3	8	3	7	1	7	14	13	8	2	11	3	13	9	23	8	4	0	8	0	13	20	16	14	6	19	2	7	8	15	2	7	4	2	3	27	9	9	55	31	41	101	13
ASV_143	30	11	54	14	22	65	30	25	11	30	26	27	9	26	16	0	12	12	29	0	11	0	12	30	18	11	5	13	22	7	3	1	1	12	1	3	4	4	3	14	7	3	1	0	3
ASV_151	18	11	17	5	8	17	10	17	20	52	26	51	22	7	16	8	19	17	5	1	5	0	32	25	57	40	34	24	5	14	4	4	2	5	2	3	3	4	3	2	2	11	8	4	6
ASV_196	13	6	4	9	17	5	10	2	6	6	0	5	8	16	19	12	6	13	7	0	15	2	7	7	4	2	12	5	13	14	10	42	8	11	8	4	7	29	7	28	22	50	49	9	39
ASV_133	52	8	11	15	27	20	26	6	5	20	1	36	2	44	16	21	13	10	2	5	8	0	6	14	11	3	60	9	46	9	2	5	7	9	18	0	7	3	4	3	4	7	7	1	9
ASV_148	40	6	7	32	8	17	31	18	24	7	39	4	12	11	7	23	8	4	1	0	17	1	12	9	12	12	4	26	9	8	31	8	22	3	13	9	65	5	13	20	14	12	10	2	8
ASV_152	0	4	1	0	1	1	0	3	7	1	0	3	4	0	0	9	19	22	6	0	12	7	2	5	1	2	5	7	5	3	59	17	18	30	20	18	41	21	47	17	43	15	29	54	18
ASV_165	1	1	2	0	2	2	1	0	1	2	1	0	1	1	1	2	0	0	1	3	1	1	2	1	0	0	0	1	2	3	1	0	8	3	3	2	0	39	2	123	346	0	4	0	0
ASV_164	1	0	2	2	39	0	0	0	2	0	1	0	1	7	0	0	0	3	4	0	0	0	1	1	10	0	1	4	0	1	1	0	6	10	3	496	0	0	1	0	0	0	0	1	0
ASV_1610	2	4	14	12	34	8	12	4	21	5	1	8	15	41	1	9	5	10	50	2	10	0	31	37	7	1	0	13	6	28	56	16	3	19	2	1	9	3	21	16	21	1	0	0	2
ASV_177	6	2	1	0	1	1	2	0	3	0	2	0	0	0	1	8	2	0	0	1	1	0	0	2	0	2	1	2	3	1	62	3	8	0	1	0	0	227	9	116	55	9	5	1	3
ASV_176	18	21	23	21	15	43	45	6	0	36	5	1	36	17	70	3	14	5	4	0	2	1	31	56	40	37	1	26	2	11	0	0	0	0	0	1	0	0	1	4	0	1	1	0	0
ASV_619	64	3	8	26	32	18	18	6	5	16	1	26	7	52	23	11	6	10	8	4	7	0	8	12	7	6	60	9	48	9	0	3	9	6	14	0	7	2	3	1	3	10	3	0	8
ASV_191	2	3	4	4	1	3	2	2	11	6	2	1	2	0	2	2	1	3	4	2	34	3	1	1	1	3	3	3	3	3	1	2	106	17	3	139	9	5	5	1	7	42	2	106	25
ASV_180	1	4	10	5	9	7	8	3	3	9	2	1	8	6	9	0	1	7	6	0	8	1	5	8	2	6	0	4	0	8	18	55	0	37	1	0	8	9	20	50	36	54	27	11	65
ASV_145	3	7	3	5	0	4	1	10	17	12	8	6	12	7	20	14	15	7	6	0	5	1	14	10	4	17	16	17	1	5	8	16	4	5	4	1	2	34	19	7	36	23	37	81	23
ASV_156	0	0	0	0	1	0	0	0	0	1	3	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	34	23	36	364	3	2	0	1	2	18	2	42	48
ASV_197	10	1	6	13	4	8	4	0	5	11	1	9	4	12	3	23	19	5	18	1	12	5	11	18	11	5	35	7	49	4	11	25	11	6	5	13	32	12	2	36	6	22	22	2	32
ASV_173	14	52	13	10	27	19	42	61	2	16	34	8	5	12	31	1	6	4	3	0	1	1	28	7	26	54	0	1	0	0	2	8	6	1	0	10	12	3	3	18	12	2	5	2	5
ASV_147	1	0	3	4	0	2	0	0	2	0	0	0	1	2	0	1	1	2	7	190	1	298	1	0	1	1	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_170	1	10	7	3	11	13	8	0	3	5	0	2	4	4	7	2	11	21	16	1	28	0	9	8	10	2	1	6	1	5	11	53	19	16	19	5	42	20	11	48	26	35	27	7	34
ASV_158	0	10	2	3	25	3	1	21	6	1	10	3	5	21	6	26	43	30	5	2	12	0	4	5	6	29	80	34	25	59	4	4	4	6	6	6	16	0	5	5	6	2	2	2	2
ASV_193	18	23	27	15	19	12	23	1	1	0	0	9	6	35	19	17	4	0	30	0	31	1	0	1	2	1	3	18	34	16	1	8	10	25	15	87	7	5	4	6	17	12	5	0	0
ASV_187	2	47	10	15	25	21	12	14	4	15	29	17	6	34	25	3	6	14	4	0	16	1	17	9	36	7	8	19	17	17	5	8	1	0	7	4	13	6	1	5	4	0	4	1	8
ASV_166	0	130	6	0	76	1	4	4	0	0	1	21	2	42	32	1	0	33	7	0	14	1	2	4	8	3	56	9	29	32	2	3	2	1	3	2	0	2	4	1	0	1	1	1	4
ASV_1446	14	3	57	20	35	11	5	1	3	20	0	38	0	16	2	36	11	26	6	1	6	1	2	4	3	0	3	12	124	17	0	0	1	16	5	14	3	1	0	0	1	7	0	0	0
ASV_239	110	5	3	1	10	14	2	17	5	42	18	27	6	16	9	3	1	0	0	0	2	2	27	39	51	27	9	13	26	8	0	0	4	2	10	0	1	3	1	3	1	0	0	0	2
ASV_217	2	1	2	1	2	0	0	0	0	29	0	0	0	0	0	0	0	2	0	1	3	0	0	0	1	0	0	2	0	0	33	25	14	37	43	15	45	21	22	44	34	44	16	29	28
ASV_162	19	39	11	3	44	2	3	4	23	13	28	25	11	21	22	13	48	28	3	0	4	0	29	18	34	16	3	1	6	22	6	1	3	9	1	16	6	0	11	0	0	2	0	0	0
ASV_222	1	0	2	0	0	2	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	12	48	121	40	22	0	13	21	17	62	17	21	36	3	22
ASV_256	1	13	8	17	3	16	8	19	0	0	0	2	10	3	20	1	18	11	11	0	11	1	22	10	8	38	26	34	26	14	19	16	11	19	1	4	14	7	6	15	3	5	16	0	24
ASV_198	1	1	19	66	17	63	33	3	25	2	3	1	2	22	1	0	9	10	67	1	70	0	10	14	8	1	0	15	3	11	6	2	2	5	9	2	0	2	4	15	5	2	1	0	2
ASV_226	53	12	7	6	8	28	7	26	10	31	10	12	5	28	13	15	3	5	5	3	3	1	16	27	44	10	14	6	16	9	3	10	4	2	9	3	8	1	1	4	7	8	10	3	11
ASV_215	1	0	0	3	0	0	1	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	1	1	0	21	8	95	3	1	0	0	2	109	16	13	166
ASV_220	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	28	94	87	79	5	162	1	3	0	5	2	1	0	11
ASV_171	16	5	1	0	17	0	0	32	14	1	19	17	4	17	0	27	4	18	1	0	0	1	10	8	6	10	29	0	0	0	21	12	5	11	16	4	27	16	14	19	36	27	3	7	9
ASV_210	8	4	1	0	17	1	1	11	1	21	1	8	5	38	27	13	25	18	23	1	27	2	8	31	5	5	17	19	38	47	1	8	6	5	3	9	3	3	2	12	7	6	2	1	1
ASV_1413	2	1	4	7	19	2	5	1	4	5	0	0	36	26	1	2	47	20	37	1	25	0	14	8	3	3	3	12	1	73	9	38	1	24	0	1	9	6	27	15	19	0	5	1	0
ASV_1035	15	11	51	1	63	1	0	0	10	23	0	6	30	49	30	10	0	30	0	0	43	0	7	16	15	0	1	2	1	68	1	0	11	1	14	14	1	0	1	0	0	1	0	0	0
ASV_172	3	7	23	43	11	16	15	6	2	5	2	10	2	7	7	4	28	28	39	0	31	0	6	4	10	3	2	44	0	8	6	7	8	6	9	5	8	9	18	15	17	6	10	10	5
ASV_189	20	4	3	6	5	35	1	1	0	5	4	9	1	0	4	15	5	42	52	21	26	4	1	2	2	7	3	21	17	4	34	5	12	7	13	0	10	25	16	13	19	3	18	25	8
ASV_208	4	1	1	2	6	2	0	4	2	17	1	12	2	85	18	23	26	59	5	0	10	0	13	15	6	8	22	10	88	43	1	0	1	3	0	5	1	0	0	3	2	0	0	0	0
ASV_1027	16	7	31	1	36	0	0	0	8	14	0	6	18	42	19	32	1	75	1	2	80	1	3	13	5	0	1	0	0	41	0	0	17	1	12	6	1	0	0	0	0	0	0	0	2
ASV_205	6	22	17	12	15	20	21	8	3	11	14	18	6	15	25	8	3	12	9	0	14	0	19	10	17	20	11	10	6	7	9	5	10	10	13	17	11	2	6	11	3	9	12	3	12
ASV_203	11	8	14	180	13	23	13	3	21	5	6	4	4	1	2	11	0	8	18	4	7	3	84	0	6	2	0	4	2	4	2	0	1	1	1	2	5	0	6	1	3	0	1	0	4
ASV_216	9	7	39	12	23	11	19	4	0	17	5	2	9	6	24	3	0	0	0	2	0	2	18	6	26	8	0	0	2	0	12	23	18	2	10	4	6	11	3	32	41	21	24	3	5
ASV_314	11	1	7	3	12	5	3	3	5	7	6	8	6	11	5	1	2	3	13	0	11	2	11	7	12	7	2	8	22	4	2	24	41	28	8	7	22	9	2	41	4	33	24	3	24
ASV_1314	1	3	7	4	1	4	1	2	1	1	0	0	1	3	0	1	0	6	77	3	92	2	2	0	1	0	1	1	3	28	14	7	5	10	5	39	3	17	5	60	18	0	5	0	4
ASV_223	33	9	12	5	13	23	22	11	4	13	23	13	9	15	21	22	5	8	3	0	6	3	14	11	5	7	14	11	5	4	4	2	14	9	20	11	23	5	2	4	5	11	6	3	10
ASV_1440	10	21	42	35	15	35	37	0	10	5	0	16	2	18	4	4	11	20	9	0	4	1	1	2	2	0	31	0	3	16	1	1	56	32	26	1	3	1	1	2	1	0	0	1	0
ASV_182	15	4	4	6	1	5	1	4	20	12	21	5	2	2	5	4	6	5	7	1	5	0	5	8	10	22	16	22	0	5	10	7	17	18	21	24	27	8	13	4	4	3	17	9	6
ASV_238	2	5	5	7	5	8	3	5	4	3	2	1	5	3	0	3	6	2	20	4	3	0	3	4	25	5	2	2	2	8	9	10	57	11	41	7	21	4	8	7	16	64	21	10	8
ASV_231	2	13	22	27	23	20	16	0	1	0	0	2	25	7	13	14	15	8	17	2	10	0	13	6	3	9	13	22	23	24	0	14	7	5	0	0	6	2	1	3	5	6	8	0	2
ASV_184	13	3	6	5	10	7	5	10	6	11	12	14	13	4	2	8	4	14	3	8	4	12	15	12	12	7	8	3	5	4	13	8	10	14	9	12	11	20	14	14	14	6	7	23	17
ASV_179	2	14	13	33	1	19	28	1	0	27	19	3	12	0	19	1	10	5	30	0	17	0	17	14	32	18	0	14	27	22	11	7	16	6	1	7	15	6	1	0	4	1	6	1	3
ASV_1054	8	8	0	0	0	0	1	12	70	22	16	23	12	1	1	10	9	4	0	0	0	0	12	15	13	10	20	3	8	10	39	6	0	0	0	2	1	23	43	11	10	2	14	10	13
ASV_169	40	9	15	17	16	16	20	13	4	29	1	37	6	47	18	11	7	9	3	1	1	0	11	5	13	7	41	3	30	2	2	1	3	2	1	1	1	0	0	1	0	4	0	1	0
ASV_168	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	29	27	0	10	9	2	12	86	25	2	57	16	28	118	17
ASV_800	14	9	13	13	10	11	12	7	7	5	3	11	5	10	10	26	6	8	20	0	12	0	9	8	9	7	22	12	25	11	5	18	10	13	8	3	12	4	2	2	0	15	5	2	12
ASV_1582	9	5	10	12	5	23	18	5	4	6	2	27	18	3	14	5	7	12	5	1	10	2	5	8	4	4	27	4	9	4	2	23	17	10	22	0	13	5	2	7	7	14	23	5	22
ASV_573	0	31	52	29	75	22	33	3	2	14	1	3	4	30	7	1	1	1	1	2	2	3	0	15	15	1	1	0	3	30	1	18	10	2	0	2	8	1	2	0	5	5	0	2	0
ASV_240	0	7	0	10	1	4	12	2	1	3	1	0	2	3	4	0	13	6	3	1	14	1	4	5	3	3	12	15	10	18	3	36	28	24	36	9	33	5	4	28	6	15	37	6	17
ASV_219	137	6	11	4	10	5	27	0	39	43	8	1	2	67	8	1	1	0	0	0	0	0	5	1	4	13	1	0	0	4	3	6	1	4	4	0	3	4	9	4	2	0	5	0	10
ASV_268	7	18	6	5	2	4	3	24	4	9	18	5	18	5	14	5	12	6	3	0	19	0	10	12	7	27	16	9	4	9	17	9	3	3	1	1	3	10	13	25	15	6	16	1	2
ASV_246	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	12	1	0	0	1	0	0	0	1	0	0	0	53	12	26	37	1	0	10	5	18	157	7	15	2	6	21
ASV_1318	0	5	5	16	15	10	10	3	1	3	4	6	7	0	7	1	0	0	104	1	26	0	3	4	1	2	1	1	2	8	28	3	2	22	5	26	3	8	6	20	13	2	1	2	6
ASV_175	42	5	9	13	19	18	15	19	3	16	2	31	7	39	11	16	7	10	5	0	5	0	8	1	4	2	52	4	48	2	1	1	3	1	0	0	0	0	0	3	0	1	2	0	1
ASV_255	5	9	6	8	4	8	11	1	2	2	0	1	8	7	11	4	2	6	9	0	7	1	2	5	6	4	2	3	10	6	5	26	40	7	18	28	17	15	7	18	8	9	22	6	10
ASV_200	1	8	6	9	5	9	4	9	0	1	0	5	9	2	15	0	20	4	20	3	10	0	22	11	7	37	31	27	19	10	8	7	9	7	2	7	15	5	4	20	3	5	18	4	17
ASV_195	0	0	3	1	1	1	1	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1	0	1	0	6	41	31	5	30	0	64	23	7	42	8	44	56	0	3
ASV_188	4	5	6	5	2	8	7	22	4	6	5	18	6	3	5	12	9	23	4	0	5	2	9	2	7	14	6	7	7	2	11	17	3	29	4	1	43	15	11	22	23	9	8	3	18
ASV_213	1	3	2	1	0	2	1	3	1	2	0	2	1	2	1	1	0	4	4	2	62	1	2	0	0	2	2	2	5	13	8	15	12	100	55	11	50	0	1	1	2	3	4	38	6
ASV_227	1	24	17	39	8	9	20	10	1	1	5	2	5	15	10	5	2	40	36	0	77	0	12	12	6	1	9	15	11	10	1	0	2	2	1	3	1	1	1	0	1	0	0	0	0
ASV_199	3	10	2	1	0	2	1	9	8	15	17	9	7	3	4	5	8	6	5	0	6	0	4	12	8	17	29	6	5	5	24	7	5	7	3	2	7	31	29	11	17	5	13	1	5
ASV_185	3	3	18	15	4	2	0	1	1	8	2	7	12	0	18	0	1	72	8	2	47	12	0	1	4	0	9	28	0	0	3	2	12	6	12	8	12	14	9	6	8	2	10	4	3
ASV_536	7	2	1	1	0	0	2	9	34	16	19	21	13	1	4	12	15	4	0	2	1	0	16	12	17	12	16	8	3	9	23	6	1	0	1	0	0	13	26	19	11	3	13	10	10
ASV_230	1	0	0	1	1	0	2	0	5	0	0	1	0	2	0	5	0	2	1	0	4	0	2	0	0	1	6	0	5	0	25	21	4	18	11	3	15	37	8	24	21	30	40	16	66
ASV_190	1	0	1	7	1	1	1	23	3	4	2	5	1	2	1	2	0	17	3	206	3	17	2	3	2	5	8	5	4	2	11	2	7	7	5	2	13	1	2	7	7	3	4	0	4
ASV_192	7	8	11	21	11	13	9	12	11	12	4	5	24	6	9	28	9	12	11	0	13	3	9	10	16	4	13	7	6	4	1	12	2	12	2	5	5	3	3	11	4	11	11	2	8
ASV_250	0	2	12	2	36	9	16	0	5	19	1	0	7	147	33	0	1	0	5	0	9	1	4	1	13	1	4	0	0	11	0	4	2	2	0	0	0	0	0	1	3	17	2	1	2
ASV_244	7	8	19	29	29	18	19	1	1	1	2	6	17	7	10	7	14	11	23	0	18	0	9	5	1	5	13	36	24	21	0	17	2	1	2	5	4	1	0	1	0	4	6	0	1
ASV_186	2	2	2	0	3	0	0	0	0	1	0	1	1	1	0	2	0	0	3	2	0	0	3	1	2	1	0	0	0	2	79	11	18	0	0	9	4	54	52	45	41	5	12	3	6
ASV_211	5	10	9	21	4	11	5	5	6	19	14	20	13	4	5	11	28	15	3	2	17	1	10	4	8	14	33	8	4	8	8	7	11	10	5	12	11	1	4	5	4	4	6	5	3
ASV_1439	1	24	1	0	3	45	0	109	0	3	43	2	1	1	4	3	0	0	0	1	0	1	1	1	0	110	0	0	0	0	0	0	0	1	0	41	0	0	0	0	0	0	0	1	0
ASV_450	18	7	19	3	17	8	11	8	8	13	3	11	11	24	29	25	5	8	1	0	5	1	20	11	15	5	16	10	23	21	1	1	1	1	1	0	2	2	5	3	2	0	3	0	2
ASV_318	3	2	1	8	0	1	0	0	2	1	2	2	1	2	1	0	0	1	2	0	4	2	0	7	4	0	0	1	0	1	20	21	19	7	0	17	15	1	27	83	1	38	19	4	68
ASV_228	3	1	1	1	1	0	1	1	7	3	5	2	3	1	2	3	4	5	0	0	4	0	2	0	1	1	9	8	1	6	35	3	7	13	6	7	23	32	26	31	28	2	6	87	0
ASV_254	13	6	6	1	7	9	4	15	3	14	18	12	3	16	2	0	2	1	12	1	4	2	26	38	38	0	5	9	20	9	1	10	18	2	2	4	14	2	0	4	1	9	7	1	11
ASV_260	4	6	14	7	17	9	25	9	2	12	9	5	16	18	16	5	2	8	3	1	5	1	7	5	13	10	3	5	8	3	9	3	0	8	14	1	1	11	10	10	6	27	20	0	10
ASV_290	8	2	0	4	8	6	4	2	38	4	4	1	2	190	1	1	3	51	3	1	2	3	11	3	9	1	3	2	2	2	0	1	8	1	0	4	1	0	4	1	0	0	1	0	1
ASV_423	2	35	32	21	44	12	54	0	0	44	0	63	0	36	7	0	0	1	4	1	0	1	0	0	0	0	0	1	0	9	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_249	0	26	65	84	9	47	21	0	0	11	0	2	6	0	13	0	4	16	2	1	1	0	3	12	5	2	0	6	25	7	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2
ASV_209	1	17	3	10	1	5	4	3	10	10	2	0	4	0	10	1	22	38	13	0	29	3	23	32	21	16	0	21	1	3	8	4	2	4	1	0	2	6	13	9	9	5	8	6	11
ASV_229	6	3	5	1	2	5	0	12	15	23	22	12	18	2	3	7	14	9	4	0	9	0	9	14	13	34	6	13	0	2	4	1	6	8	8	10	8	9	7	3	9	2	4	0	2
ASV_264	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	176	1	4	0	12	0	0	1	1	118	0	4	0	6	11
ASV_218	16	4	2	5	5	5	4	18	4	8	42	1	7	1	7	3	7	2	0	0	36	0	10	2	4	34	0	1	3	4	13	3	8	11	3	4	8	4	17	8	5	3	6	4	3
ASV_214	8	12	14	8	14	13	19	0	6	5	0	14	5	4	9	10	7	9	13	0	10	1	6	9	11	4	14	8	12	9	18	6	0	1	4	1	3	9	18	4	11	4	7	7	4
ASV_253	0	15	0	11	0	22	51	11	0	0	5	21	76	0	27	0	0	0	0	0	39	1	1	32	17	0	1	0	0	20	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_202	0	2	15	1	63	1	1	0	0	32	1	0	0	11	25	0	0	0	2	0	0	1	9	40	55	0	1	0	2	55	0	1	2	2	1	4	2	1	0	1	0	0	0	0	0
ASV_252	2	19	5	8	2	5	6	3	6	8	10	29	16	4	8	3	22	8	8	0	4	0	12	8	16	23	10	16	1	9	12	1	0	3	3	0	5	5	10	1	4	4	1	3	3
ASV_266	2	1	0	7	4	1	0	1	2	1	2	4	0	3	2	2	6	0	4	0	4	0	11	7	8	2	1	3	4	6	9	56	2	2	6	6	1	10	0	13	22	8	27	2	60
ASV_236	0	33	1	13	5	11	8	18	1	3	24	6	7	7	27	0	21	9	7	1	8	0	15	14	12	16	1	20	8	7	1	0	3	3	2	3	3	1	2	1	2	2	3	0	1
ASV_235	1	1	1	0	0	0	1	3	12	2	3	6	0	2	0	1	6	11	1	0	5	3	1	2	1	0	13	3	5	1	22	5	9	7	6	7	25	19	15	16	34	2	1	72	0
ASV_204	4	14	6	9	2	8	6	3	12	7	0	7	2	6	2	9	5	27	5	1	2	0	3	3	10	4	19	5	4	4	9	2	15	18	16	9	21	7	10	9	19	5	8	7	6
ASV_269	9	5	6	11	5	5	1	5	11	10	6	11	5	3	3	11	7	6	4	9	3	11	1	14	11	4	11	7	9	6	16	7	3	9	10	7	7	15	17	5	13	7	11	10	5
ASV_233	0	26	10	4	5	15	26	26	6	0	36	6	11	11	16	2	4	6	6	0	6	0	3	8	17	2	55	2	1	7	0	0	0	0	0	0	1	0	1	0	0	0	2	2	0
ASV_234	5	12	19	12	11	12	17	14	0	9	22	9	16	5	30	5	9	6	5	0	15	0	10	8	8	11	1	18	9	22	0	2	3	2	0	6	3	0	6	1	0	0	0	0	0
ASV_225	1	10	3	1	0	1	2	2	2	2	1	14	10	1	24	4	3	41	9	4	8	1	11	9	18	9	7	9	3	1	6	8	2	8	2	9	4	14	7	3	12	3	10	2	5
ASV_293	13	9	38	10	23	11	11	10	1	22	3	0	10	4	16	1	1	1	0	1	0	0	8	6	19	11	0	1	0	0	5	15	11	2	11	2	5	9	2	3	6	7	9	2	11
ASV_207	1	8	6	35	0	23	9	12	4	18	4	2	6	0	3	4	0	27	0	0	5	0	1	14	3	0	27	0	3	1	0	7	13	26	8	21	27	0	0	0	6	11	1	3	0
ASV_248	5	0	0	4	3	0	0	0	0	1	0	1	1	0	0	0	1	2	1	2	216	0	8	1	6	0	0	0	0	0	2	0	0	20	7	0	1	2	12	7	12	1	0	1	0
ASV_281	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	23	55	20	38	15	27	12	16	2	41	33	28	23	0
ASV_1553	9	16	20	11	28	26	25	7	0	5	1	19	35	12	31	0	2	2	5	0	4	0	3	3	3	19	0	7	12	6	0	0	1	3	0	0	0	0	0	0	1	0	0	2	1
ASV_309	4	55	10	4	23	13	3	0	1	15	0	6	24	2	42	0	3	6	15	0	12	0	6	2	5	0	0	1	2	9	0	0	0	0	1	3	0	3	0	0	0	0	1	0	0
ASV_263	3	24	6	6	1	4	5	8	11	6	7	29	21	4	14	4	14	3	6	0	4	0	10	8	10	7	10	10	0	7	4	1	2	2	1	4	3	4	12	2	6	1	2	3	1
ASV_277	3	17	7	8	7	8	10	2	7	8	6	18	6	23	13	13	4	6	4	2	17	0	11	3	13	13	5	3	8	18	3	1	1	9	2	2	5	1	8	4	2	1	3	1	0
ASV_243	6	5	1	7	1	4	1	3	8	5	10	7	1	1	6	2	10	5	5	0	4	0	2	2	10	8	4	25	6	4	13	3	27	20	26	15	28	7	5	2	6	4	5	5	5
ASV_288	0	1	0	0	0	0	0	0	4	2	1	1	1	0	0	10	0	1	2	1	1	2	1	2	3	26	0	0	0	0	3	8	15	8	32	15	24	4	14	15	5	32	23	33	4
ASV_411	2	6	6	1	7	4	9	4	0	7	3	3	4	4	0	2	2	1	4	0	3	3	1	9	2	1	1	3	8	3	1	3	10	63	28	2	65	1	6	4	2	4	3	0	2
ASV_276	0	16	24	20	10	9	5	0	0	9	0	5	15	5	22	0	6	30	8	0	9	0	9	15	6	0	1	12	55	17	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0
ASV_1605	8	2	27	20	16	3	8	0	2	13	1	14	1	13	0	17	1	9	0	2	0	2	1	5	3	0	2	11	85	11	0	1	0	4	0	1	1	1	0	1	0	10	1	4	4
ASV_1652	2	0	1	22	1	4	1	1	6	3	1	0	0	0	2	3	1	15	4	177	1	24	2	3	1	1	16	2	4	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
