Family	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Acidobacteria|Acidobacteria_Gp15|Unassigned|Unassigned	0.0637337023818195	0.00346482338062817	0.0123324113387713	0.0751019850820148	0.00174052285306506	0.0306356905795251	0.0276582136251275	0.33296724369367	0.0480060918075121	0.039866447401206	0.0363545912021889	0.0219579139981702	0.029508765839264	0.0728931087976375	0.0495986185866231	0	0	0	0	0.00186431514383191	0	0	0.00179742967556394	0.00178316690442225	0	0	0	0.00359485935112789	0.00182862158504919	0
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.291354068031175	1.44656376141226	0.445728581244164	0.0682745318927407	1.01472482333693	0.0272317249595779	0.409687289322201	0.882101703188466	0.0546276217119966	0.0996661185030149	0.143504965271798	0.109789569990851	0.206561360874848	0.0149524325738744	0.159817771001341	0.245547232255654	0.0194020636740453	0.0238186848421554	0.00702728342790886	0.0167788362944872	0.379430853719421	0.0353388108490149	0.0503280309157904	0.0374465049928673	0.35729183669768	0.0398819494296881	0.130328909009843	0.0772894760492496	0.0640017554767216	0.0035421426420842
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.34962488163741	1.2178854182908	0.401684255034266	0.0477921723249185	0.835450969471229	0.21615181686665	0.252381199329288	1.08780921499922	0.160572100183747	0.255809704157738	0.0344411916652316	0.0969807868252516	0.112827634091304	0.0261667570042801	0.110219152414718	0.0284692443194961	0.00352764794073551	0.00366441305263929	0.00527046257093164	0.00559294543149574	0.00998502246630055	0.00883470271225373	0.00898714837781972	0.00178316690442225	0.010881984874041	0.00398819494296881	0	0.00359485935112789	0.00548586475514757	0.00885535660521049
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae	0.398790880617671	1.03424977911751	0.209650992759113	0.390871695085941	1.11915619452083	0.374436218194196	0.179778388563329	0.549134459494796	0.180436689897201	0.112954934303417	0.0420947898130609	0.0365965233302836	0.0451310536365214	0.0242977029325458	0.0661314914488308	0.0729524385687087	0.058206191022136	0.0494695762106305	0.115950176560496	0.0671153451779489	0.0339490763854219	0.0282710486792119	0.00898714837781972	0.00534950071326676	0.0362732829134701	0.0299114620722661	0.0257228109887849	0.0107845780533837	0.0347438101159346	0.00708428528416839
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	0.00728385170077937	0.0121268818321986	0.00880886524197953	0.0341372659463704	0.0104431371183904	0.0306356905795251	0.0155577451641342	0.0313791119711312	0.0480060918075121	0.0348831414760552	0.0631421847195913	0.0384263494967978	0.00520742926575247	0.0859764872997776	0.113893124161875	0.0409245387092756	0.00352764794073551	0.00183220652631965	0	0.0242360968698149	0.131802296555167	0.144889124480961	0.0503280309157904	0.00356633380884451	0.0489689319331846	0.00398819494296881	0.00685941626367596	0.00359485935112789	0.00182862158504919	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	0.595454876538714	0.43656774595915	0.532055460615564	0.483042313141141	0.485605876005152	0.444217513403115	0.392400905806496	0.338197095688859	0.370805674651128	0.551485855716682	1.09446453513958	0.828911253430924	0.397500433952439	0.396239463207671	0.924003894410052	0.953719684703119	1.35285298527207	1.36865827516078	0.968008292194445	1.6126325994146	5.62556165751373	5.05698383249404	1.27437763997484	0.79885877318117	2.40673232130874	4.42689638669538	2.54312857975786	42.6224498966478	1.00939911494715	36.7461877689815
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae	25.1875591812951	22.2251095750394	31.0688677084618	12.0231450663116	18.4425801510774	10.8484384307718	19.9173710867949	19.0924463504349	13.2827889883958	10.4167704855401	14.1151483841341	20.0530649588289	11.5518139211942	23.1893538680074	21.0151183937396	12.7471041440544	13.9130434782609	14.9874493852947	16.4122204458811	19.1110945394209	27.4328507239141	19.2366816856613	6.78889188460501	8.9425820256776	23.5903295427753	14.9577251336045	6.26779161093391	2.14792846229891	8.35131477891965	2.18904415280803
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae	0.910481462597421	0.670443324151551	1.38651538908758	0.529127622168741	0.614404567131966	0.842481490936942	0.689726702276617	1.1871764029078	0.650565313115595	0.302320559459145	0.574019861087194	0.591033851784081	0.713417809408089	0.435489598714091	1.12239836875654	0.174374121456914	0.197548284681189	0.278495392000586	0.472584810526871	0.4381140588005	3.57264103844234	1.26512942839473	0.248045295227824	0.285306704707561	0.665614741462176	1.73087660524846	0.596769214939809	8.37422485845241	0.603445123066233	12.9181942156811
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	2.08864447519848	0.947629194601805	2.88049893412731	1.30745728574598	1.00080064051241	0.798229937877628	1.60417639025739	1.460871990656	2.11061265705441	0.378731250311457	6.10757132196774	6.0384263494968	3.48724179829891	2.36809150888735	5.04803718059408	3.97145958256971	0.433900696710468	1.28804118800271	1.64789796384463	0.3504912470404	2.12680978532202	3.63813057690609	0.598544081962793	0.328102710413695	1.6975896403504	3.69107441971764	0.550468155159996	0.0287588748090231	1.02951395238269	0.116890707188778
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae	0.52625828538131	0.337820279611247	0.51619950318	0.650314916278355	0.492567967417412	1.1096927921028	0.563536102611973	1.13662116695431	1.11076164147726	0.6677629939702	1.99567571704648	2.33851784080512	2.40930394028814	2.30267461637665	4.36284144974925	0.66724791373819	0.617338389628715	0.577145055790689	0.903005920486288	0.618952627752195	0.834747878182726	2.19984097535118	0.17794553788083	0.224679029957204	1.65950269329126	1.46765573901252	0.800836848784168	0.104250921182709	0.954540467395677	0.0637585675575155
