Family	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	0.00910481462597421	0.00346482338062817	0.00704709219358362	0.00341372659463704	0.00522156855919518	0.00340396561994724	0.0051859150547114	0.00174328399839618	0.00165538247612111	0.0116277138253517	0.0153071962956585	0.0164684354986276	0.00867904877625412	0.00934527035867148	0.020206844609365	0.0782904218786143	0.0617338389628715	0.0329797174737536	0.0298659545686126	0.0354219877328064	0.0619071392910634	0.0795123244102836	0.00359485935112789	0.0320970042796006	0.0507825960788581	0.0438701443726569	0.0120039784614329	0.00539228902669183	0.0164575942654427	0.0053132139631263
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00355865553993701	0.185201516888615	0.0183220652631965	0.0421637005674531	0.0111858908629915	0	0.00353388108490149	0	0	0.0253912980394291	0	0.00171485406591899	0	0	0.00885535660521049
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.0943043718083308	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	4.10445043338918	8.41952081492646	1.56093092087877	1.31599160223258	3.86396073380444	0.539528550761637	2.833238258224	8.33987064832732	1.16207849823702	0.882045148751682	1.86747794807034	1.0576395242452	2.14893247700052	0.469132572005308	1.05810386318129	0.507108414441024	0.0670253108739748	0.197878304842522	0.137032026844223	0.233039392978989	0.613080379430854	1.75103807756869	0.185135256583086	0.0374465049928673	0.268422293559679	4.76589295684773	1.44905168570155	2.16770018873012	4.38503456094796	0.628730318969945
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae	0.0855852574841576	0.0589019974706789	0.0475678723066895	0.0256029494597778	0.0539562084450169	0.049357501489235	0.134833791422497	0.0749612119310357	0.0480060918075121	0.0315609375259547	0.172205958326158	0.0695333943275389	0.0538101024127756	0.0616787843672317	0.235134191818065	0	0	0	0.00175682085697721	0.00186431514383191	0	0.00176694054245075	0	0	0	0	0	0.00179742967556394	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	0.0182096292519484	0.0329158221159676	0.00704709219358362	0.00682745318927407	0.0087026142653253	0.00680793123989448	0.0224722985704161	0.0889074839182051	0.0115876773328478	0.0166110197505025	0.0191339953695731	0.00731930466605672	0.0156222877972574	0.0018690540717343	0.0055109576207359	0.0391452109393071	0.00176382397036776	0.00366441305263929	0.00351364171395443	0	0.0259610584123814	0.0600759784433254	0.0161768670800755	0.112339514978602	0.17592542213033	0.00199409747148441	0	0.00179742967556394	0	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	0.344161992861825	0.110874348180102	0.211412765807509	0.0614470787034666	0.240192153722978	4.42855927155136	1.22214731456032	9.05461708766975	3.69646906917843	0.214282154781482	10.8585423722327	1.45471180237877	5.12931782676619	4.29321720277368	0.238808163565222	0.0943043718083308	0.0546785430814005	0.0971069458949413	0.0755432968500202	0.0540651391711255	0.0778831752371443	0.113084194716848	0.0359485935112789	0.0374465049928673	0.0616645809528991	0.0398819494296881	0.0377267894502178	0.0215691561067673	0.0146289726803935	0.118661778509821
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XI	0.0437031102046762	0.0294509987353395	0.036997234016314	0.052912762216874	0.0330699342082362	0.0204237937196834	0.00864319175785234	0.0139462719871694	0.0132430598089689	0.0315609375259547	0.0440081893500182	0.0311070448307411	0.0260371463287624	0.0242977029325458	0.0257178022301009	0.0355865553993701	0.0194020636740453	0.0183220652631965	0.0193250294267494	0.00745726057532765	0.0239640539191213	0.0282710486792119	0.0269614451334592	0.0196148359486448	0.0163229773110615	0.00997048735742203	0.00857427032959495	0.030556304484587	0.0201148374355411	0.0301082124577157
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.253113846602083	0.379398160178785	0.239601134581843	0.3686824722208	0.503011104535803	0.362522338524381	0.307697626579543	0.40618517162631	0.233408929133076	0.20265444095613	0.0382679907391462	0.0494053064958829	0.0624891511890297	0.0411191895781545	0.0569465620809376	0.140566893827512	0.18872916482935	0.247347881053152	0.207304861123311	0.572344749156397	0.309535696455317	0.300379892216627	0.0916689134537611	0.108773181169757	0.250285652102944	0.139586823003908	0.0720238707685976	0.0521254605913544	0.230406319716198	0.0301082124577157
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	1.95025129288368	1.23174471181332	1.40589489261993	0.662262959359585	0.487346398858217	0.187218109097098	0.210893878891597	0.472429963565364	0.278104255988346	0.172754605405226	0.168379159252243	0.0567246111619396	0.0451310536365214	0.0149524325738744	0.0257178022301008	0.0533798330990552	2.66161037128495	2.99565767053262	0.989090142478172	1.4485728667574	0.091862206689965	1.9047619047619	0.0988586321560169	0.098074179743224	1.68852131962203	0.223338916806253	0.125184346812086	0.138402085018424	1.00391325019201	0.0885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae	0.140214145240003	0.109141936489787	0.179700850936382	0.0921706180552	0.107912416890034	0.0527614671091822	0.0605023423049664	0.0993671879085822	0.0811137413299343	0.0664440790020099	0.0727091824043778	0.104300091491308	0.0815830584967887	0.0691550006541689	0.090012307805353	0.117435632817921	0.0370403033777229	0.0971069458949413	0.0702728342790886	0.0577937694587893	0.0898652021967049	0.0812792649527343	0.0557203199424822	0.0534950071326676	0.0417142753504906	0.0558347292015634	0.0480159138457317	0.0683023276714299	0.0274293237757379	0.0867824947310628
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	38.1600990603831	31.4138211804653	35.8344638043727	59.3049652653319	44.6740000696209	44.9800017019828	41.5253504814258	22.5580949392466	48.4563558410171	61.7946545738443	41.2739414117062	49.0375114364135	55.1813921194237	50.7336037231557	41.6793724856256	50.1788224408818	62.6316253637887	56.6591546199088	52.5904323536129	54.2385204795019	41.0544183724413	46.0058309037901	75.0984092747371	71.2393009985735	47.8898017665089	50.642099385818	71.4545392187125	4.37853868967377	62.9777273890941	3.89458583497157
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.0946900721101318	0.0381130571869099	0.00880886524197953	0	0.0348104570613012	0.013615862479789	0.0414873204376912	0.00174328399839618	0.0430399443791488	0.0514941612265577	0.0937565773109083	0.0768526989935956	0.0104148585315049	0.050464459936826	0.156143799254184	0.010675966619811	0.137578269688685	0.197878304842522	0.326768679397762	0.149145211506553	0.00599101347978033	0.153723827193215	0.215691561067673	0.176533523537803	0.0997515280120427	0.0618170216160166	0.222931028569469	0.0107845780533837	0.173719050579673	0.0053132139631263
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	1.10714545851846	1.12953242208478	1.04649319074717	1.00022189222865	1.2253280885578	0.328482682324909	0.499576483603865	1.08606593100082	0.576073101690146	0.362120230560954	0.311884124524042	0.408051235132662	0.308974136434647	0.224286488608115	0.409647849808035	1.09250725076066	0.985977599435576	2.57608237600542	3.38715061225207	2.12531926396838	1.85122316525212	2.27405247813411	0.639884964500764	0.634807417974322	2.3613907176669	0.717875089734386	0.451006619336694	7.24364159252269	0.674761364883151	2.45293377964331
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	8.10874790589264	12.8718188590337	6.38818907348355	6.85476300203117	9.2456573954816	5.46506680282529	4.2610935366212	3.64695012464481	5.262460891589	4.12783840799987	4.8141132349846	5.83897529734675	3.99756986634265	4.31751490570622	8.7863034333266	4.19031689827583	8.21941970191375	8.41349236885982	10.2861861176016	8.19552937228509	6.5481777333999	7.64731866772683	5.17659746562416	8.10271041369472	6.84839581406315	9.29249421711733	5.78420276434475	0.386447380246248	8.85235709322313	0.39671997591343
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.874062204093525	1.13299724546541	0.773418368245803	1.06849642412139	1.26710063703136	0.968428218874989	1.19448910093519	1.82173177832401	1.80436689897201	1.15778807661002	1.28580448883531	0.550777676120769	0.555459121680264	1.24479001177504	0.720098462442824	0.117435632817921	0.319252138636564	0.30964290294802	0.34082324625358	0.384048919629374	0.0998502246630055	0.263274140825161	0.158173811449627	0.278174037089872	0.344596187677966	0.309085108080083	1.32043763075762	0.0395434528624068	1.19226127345207	0.0637585675575155
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.549930803408843	0.661781265699981	1.10463170134423	0.570092341304385	1.03909214327984	0.318270785465067	0.546249719096268	0.634555375416209	0.711814464732076	0.289031743658743	0.696477431452462	1.46386093321135	0.61100503384829	0.299048651477487	0.325146499623418	0.208181349086315	0.051150895140665	0.113596804631818	0.0579750882802481	0.13609500549973	0.0399400898652022	0.0265041081367612	0.0179742967556394	0.0499286733238231	0.0217639697480821	0.0119645848289064	0.0154336865932709	0.0107845780533837	0.230406319716198	0.054903210952305
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.673756282322092	1.49853611212168	0.801606737020137	0.663969822656903	1.64479409614648	0.563356310101268	0.803816833480268	1.66832278646514	0.607525368736447	0.727562665072009	0.145418364808756	0.12259835315645	0.135393160909564	0.104667028017121	0.119404081782611	2.31846408426896	0.892494929006085	2.02275600505689	3.63661917394283	2.42733831726915	2.53020469296056	2.02668080219101	0.810640783679339	0.987874465049929	3.80869470591436	0.213368429448831	0.125184346812086	0.240855576525568	0.221263211790952	0.208986415882968
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae	0.0145677034015587	0.0138592935225127	0.0264265957259386	0.0221892228651407	0.0261078427959759	0.0221257765296571	0.00864319175785234	0.0313791119711312	0.0165538247612111	0.019933223700603	0.0153071962956585	0.0128087831655993	0.0225655268182607	0.0112143244304058	0.0238808163565222	0.0498211775591182	0.0423317752888262	0.0366441305263929	0.0685160134221113	0.0186431514383191	0.0139790314528208	0.0229702270518597	0.00179742967556394	0.00713266761768902	0.018136641456735	0.0279173646007817	0.00857427032959495	0	0.0219434590205903	0
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.187559181295069	0.138592935225127	0.153274255210444	0.174100056326489	0.368990844849793	0.214449834056676	0.0276582136251275	0.0714746439342433	0.0993229485672665	0.114616036278467	0.0937565773109083	0.137236962488564	0.197882312098594	0.050464459936826	0.350864301853519	0.27401647657515	0.0934826704294911	0.0787848806317448	0.0404068797104759	0.0727082906094446	0.277583624563155	0.00530082162735224	0	0.00534950071326676	0.0507825960788581	0.163515992661721	0.00685941626367596	0.00179742967556394	0	0.0035421426420842
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0.216694588098186	0.168043933960466	0.118038794242526	0.0785157116766518	0.0992098026247085	0.217853799676623	0.11063285450051	0.146435855865279	0.206922809515138	0.0498330592515075	0.229607944434877	0.300091491308326	0.154487068217323	0.0859764872997776	0.224112276576593	0.0284692443194961	0.0352764794073551	0.0384763370527126	0.0527046257093164	0.0801655511847723	0.0279580629056415	0.0883470271225373	0.00718971870225577	0.0160485021398003	0.0798012224096342	0.0299114620722661	0.272661796481119	0.744135885683473	0.0402296748710822	0.722597098985176
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.52625828538131	0.452159451171977	0.762847729955427	0.732244354549644	0.231489539457653	18.4597055569739	15.2396757074452	9.98553074281331	9.39429555198729	9.91013438314978	0.357805713411017	0.591033851784081	0.727304287450095	1.09339663196456	2.59933501111376	1.22773616127827	1.79733662580474	1.98427966800418	1.47572951986086	2.37140886295419	0.744882675986021	1.03719409841859	1.81360654264402	1.30527817403709	0.825217186281444	1.05288346494377	2.45395616833008	0.267817021659028	0.656475149032659	0.184191417388378
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned	0.023672518027533	0.0433102922578522	0.0281883687743345	0.0187754962705037	0.027848365649041	0.0663773295889711	0.0311154903282684	0.0400955319631121	0.0182092072373322	0.019933223700603	0.145418364808756	0.0365965233302836	0.0433952438812706	0.0411191895781545	0.128589011150504	0.00355865553993701	0	0.00183220652631965	0	0	0.00199700449326011	0	0	0	0	0.00199409747148441	0	0.00359485935112789	0	0.0017710713210421
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.00546288877558453	0.00346482338062817	0.00704709219358362	0.0204823595678222	0.00174052285306506	0.0340396561994724	0.00172863835157047	0	0.00496614742836332	0.0116277138253517	0.0382679907391462	0.0365965233302836	0.00173580975525082	0	0	0.00177932776996851	0.0176382397036776	0.0109932391579179	0.0122977459988405	0.0335576725889744	0.017973040439341	0.0123685837971552	0.0143794374045115	0.00891583452211127	0.0018136641456735	0.313073303023052	0.655074253181054	18.7705581019143	1.28003510953443	30.5084745762712
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned	0.502585767353777	0.107409524799473	0.304786737372492	0.141669653677437	0.0626588227103422	0.81354778316739	0.598108869643382	5.63603716681485	0.993229485672665	0.244181990332386	5.35560530394352	0.843549862763037	3.21471966672453	0.289703381118816	1.16832301559601	0.0676144552588032	0.0211658876444131	0.0439729566316715	0.0298659545686126	0.0111858908629915	0.0439340988517224	0.0424065730188179	0.0251640154578952	0.0124821683309558	0.0362732829134701	0.00797638988593762	0.0188633947251089	0.0143794374045115	0.0128003510953443	0.0920957086941891
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	4.6252458299949	3.74547407445905	4.95586758513768	2.72244695922304	2.29574964319281	0.651859416219896	0.376843160642362	1.83916461830797	2.12220033438726	1.07141077390741	0.340585117578402	1.03019213174748	0.288144419371637	0.160738650169149	1.06912577842276	16.3680361559403	0.151688861451627	0.111764598105498	0.117706997417473	0.0633867148902851	0.203694458312531	0.16609241099037	0.188730115934214	0.0998573466476462	0.0816148865553077	0.113663555874611	0.120039784614329	0.233665857823313	0.0640017554767216	0.0814692807679365
