Family	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned	0.00910481462597421	0.00346482338062817	0.00704709219358362	0.00341372659463704	0.00522156855919518	0.00340396561994724	0.0051859150547114	0.00174328399839618	0.00165538247612111	0.0116277138253517	0.0153071962956585	0.0164684354986276	0.00867904877625412	0.00934527035867148	0.020206844609365	0.0286671563972551	0.0198620490412047	0.0496126397740717	0.111698562811825	0.0442807042403202	0.038262517309234	0.00527361260041837	0.0513483364909609	0.00186358553857622	0.00184600616566059	0.039952751528627	0.0857398963326708	0.00899393808573022	0.0844691879439432	0.0350165868042757
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00358339454965689	0	0.0248063198870358	0.035371211557078	0.00531368450883843	0.00546607390131915	0	0	0.016772269847186	0.00184600616566059	0.00868538076709283	0.0370240461436533	0.00359757523429209	0.0307160683432521	0
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	20.647519395123	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	4.10445043338918	8.41952081492646	1.56093092087877	1.31599160223258	3.86396073380444	0.539528550761637	2.833238258224	8.33987064832732	1.16207849823702	0.882045148751682	1.86747794807034	1.0576395242452	2.14893247700052	0.469132572005308	1.05810386318129	0.499883539677136	0.297930735618071	0.129756134793726	0.474718891950257	0.180665273300507	0.482836527949858	0.771705310527889	0.0619721302477115	0.806932538203504	0.21782872754795	0.991870483602001	0.812580381152812	0.25902541686903	0.464580533691688	0.184297825285662
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae	0.0855852574841576	0.0589019974706789	0.0475678723066895	0.0256029494597778	0.0539562084450169	0.049357501489235	0.134833791422497	0.0749612119310357	0.0480060918075121	0.0315609375259547	0.172205958326158	0.0695333943275389	0.0538101024127756	0.0616787843672317	0.235134191818065	0.00179169727482844	0.0018056408219277	0	0.00186164271353042	0	0.00182202463377305	0	0	0	0.00369201233132119	0.00173707615341857	0.0019486340075607	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	0.344161992861825	0.110874348180102	0.211412765807509	0.0614470787034666	0.240192153722978	4.42855927155136	1.22214731456032	9.05461708766975	3.69646906917843	0.214282154781482	10.8585423722327	1.45471180237877	5.12931782676619	4.29321720277368	0.238808163565222	0.0824180746421085	0.0722256328771081	0.0782353165668053	0.0986670638171122	0.115129831024833	0.0783470592522411	0.0457046425369592	0.065513394833295	0.0633619083115915	0.0609182034667996	0.0486381322957198	0.0701508242721852	0.0377745399600669	0.0364753311576118	0.0331736085514191
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XI	0.0437031102046762	0.0294509987353395	0.036997234016314	0.052912762216874	0.0330699342082362	0.0204237937196834	0.00864319175785234	0.0139462719871694	0.0132430598089689	0.0315609375259547	0.0440081893500182	0.0311070448307411	0.0260371463287624	0.0242977029325458	0.0257178022301009	0.0394173400462258	0.0288902531508432	0.0400717475098271	0.0204780698488346	0.0141698253569025	0.0327964434079149	0.0123050960676429	0.014165058342334	0.0093179276928811	0.0147680493252847	0.0208449138410228	0.0350754121360926	0.0143903009371683	0.0115185256287195	0.00921489126428308
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.253113846602083	0.379398160178785	0.239601134581843	0.3686824722208	0.503011104535803	0.362522338524381	0.307697626579543	0.40618517162631	0.233408929133076	0.20265444095613	0.0382679907391462	0.0494053064958829	0.0624891511890297	0.0411191895781545	0.0569465620809376	0.18454481930733	0.303347658083854	0.0782353165668053	0.158239630650086	0.230259662049665	0.114787551927702	0.270712113488143	0.113320466738672	0.188222139396198	0.234442783038895	0.0694830461367426	0.0837912623251101	0.0935369560915943	0.0998272221155692	0.0571323258385551
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	1.93568358948212	1.22135024167143	1.39180070823277	0.657142369467629	0.476903261739827	0.161688366947494	0.193607495375892	0.449767271586214	0.264861196179377	0.159465789604824	0.1568987620305	0.0457456541628545	0.0364520048602673	0.0112143244304058	0.0165328728622077	0.732804185404834	0.702394279729876	1.96542380643438	2.43316702658426	0.244429487406568	0.318854310910283	0.479898746638072	0.0548896010765444	0.0894521058516586	0.0756862527920843	0.0364785992217899	0.0935344323629136	0.0125915133200223	0.0287963140717988	0.0276446737928492
Bacteria|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae	0.140214145240003	0.109141936489787	0.179700850936382	0.0921706180552	0.107912416890034	0.0527614671091822	0.0605023423049664	0.0993671879085822	0.0811137413299343	0.0664440790020099	0.0727091824043778	0.104300091491308	0.0815830584967887	0.0691550006541689	0.090012307805353	0.120043717413506	0.0650030695893973	0.0954089226424455	0.0837739221088689	0.0566793014276099	0.0783470592522411	0.0404310299365409	0.0442658073197939	0.0484532240029817	0.0572261911354784	0.0694830461367426	0.0623562882419424	0.043170902811505	0.0710309080437704	0.0405455215628456
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	38.3185228348751	31.5922595845677	35.7816106129208	59.1103828494376	44.8567549691927	44.8098034209854	41.6083251223012	22.5755277792305	48.290817593405	61.7498048205179	41.279681610317	48.9954254345837	55.342822426662	50.5317458834084	41.7491779488216	46.4587103363016	57.4482683904518	32.8950883486624	48.2630873482761	48.5281093910518	44.8801107790977	63.6612934413838	72.7782991306195	60.7491613865076	50.04891916339	69.5872707059477	57.7029502318874	74.3942582699261	64.5459781148013	73.0740877257648
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.0946900721101318	0.0381130571869099	0.00880886524197953	0	0.0348104570613012	0.013615862479789	0.0414873204376912	0.00174328399839618	0.0430399443791488	0.0514941612265577	0.0937565773109083	0.0768526989935956	0.0104148585315049	0.050464459936826	0.156143799254184	0.0286671563972551	0.0198620490412047	0.00763271381139564	0.230843696477772	0.242658259236955	0.0109321478026383	0.0738305764058572	0.00354126458558351	0.191949310473351	0.12368241309926	0.13375486381323	0.337113683308001	0.0107927257028763	0.23612977538875	0.204570586067084
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	1.10714545851846	1.12953242208478	1.04649319074717	0.995101302336696	1.2253280885578	0.328482682324909	0.499576483603865	1.08606593100082	0.576073101690146	0.355475822660753	0.309970724987085	0.408051235132662	0.308974136434647	0.224286488608115	0.409647849808035	0.757887947252432	0.464049691235419	0.635423424798687	0.547322957777943	0.667753019944029	3.29968661176299	2.66669010494489	0.830426545319334	0.708162504658964	3.85630688006498	0.307462479155086	0.346856853345805	0.183476336948896	0.23612977538875	0.296719498709915
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	8.28720227256173	12.9116643279109	6.3688095699512	6.95717479987028	9.38838026943294	5.5161262871245	4.30085221870732	3.54235308474104	5.31543313082488	4.22750452650288	4.8810822187781	5.91948764867338	4.03575768095817	4.42218193372334	8.86529382589048	6.66690555963664	10.1874255173161	4.61206732053582	6.5604289224812	8.55680328739948	5.53713286203629	6.26505176929703	9.65348726030065	9.75214312336936	11.5320005168817	9.16655086158977	9.76460501188667	10.3754069756984	8.86926473411403	9.72355326207151
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.87224124116833	1.12780001039447	0.768133049100615	1.06166897093212	1.26187906847217	0.965024253255042	1.13398675863023	1.81998849432561	1.80436689897201	1.04317204033156	1.28580448883531	0.483074107959744	0.553723311925013	1.2373137954881	0.716424490695666	0.143335781986276	0.184175363836626	0.125939777888028	0.210365626628937	0.134613340890574	0.19131258654617	0.200397278815898	0.10092604068913	0.272083488632128	0.210444702885308	0.165022234574764	0.292295101134105	0.275214505423345	0.295642157803801	0.226686325101364
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.549930803408843	0.661781265699981	1.10463170134423	0.570092341304385	1.03909214327984	0.318270785465067	0.546249719096268	0.634555375416209	0.711814464732076	0.289031743658743	0.696477431452462	1.46386093321135	0.61100503384829	0.299048651477487	0.325146499623418	0.0609177073441671	0.164313314795421	0.129756134793726	0.0968054211035818	0.0690778986148996	0.0218642956052766	0.0123050960676429	0.0283301166846681	0.0484532240029817	0.0239980801535877	0.0243190661478599	0.0370240461436533	0.0233842390228986	0.00767901708581302	0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.673756282322092	1.49853611212168	0.801606737020137	0.663969822656903	1.64479409614648	0.563356310101268	0.803816833480268	1.66832278646514	0.607525368736447	0.727562665072009	0.145418364808756	0.12259835315645	0.135393160909564	0.104667028017121	0.119404081782611	4.6046619963091	5.31941786139901	9.32526809907263	3.1703775411423	4.62821920719827	5.3676845710954	2.64559565454322	1.23236007578306	1.1908311591502	6.11212641450222	0.604502501389661	0.691765072684049	0.15469573507456	0.479938567863314	0.394397346111316
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Sporomusaceae	0.0145677034015587	0.0138592935225127	0.0264265957259386	0.0221892228651407	0.0261078427959759	0.0221257765296571	0.00864319175785234	0.0313791119711312	0.0165538247612111	0.019933223700603	0.0153071962956585	0.0128087831655993	0.0225655268182607	0.0112143244304058	0.0238808163565222	0.0179169727482844	0.0325015347946986	0.0171736060756402	0.0632958522600343	0.00885614084806405	0.0455506158443262	0.042188900803347	0.0159356906351258	0.0298173686172195	0.0239980801535877	0.0225819899944414	0.0175377060680463	0.00899393808573022	0.00575926281435976	0.0221157390342794
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.187559181295069	0.138592935225127	0.153274255210444	0.174100056326489	0.368990844849793	0.214449834056676	0.0276582136251275	0.0714746439342433	0.0993229485672665	0.114616036278467	0.0937565773109083	0.137236962488564	0.197882312098594	0.050464459936826	0.350864301853519	0.232920645727698	0.388212776714456	0.183185131473495	0.0093082135676521	0.129299656381735	0.163982217039574	0.0386731590697347	0.138109318837757	0.00186358553857622	0.0350741171475513	0.00694830461367426	0.0058459020226821	0.129512708434515	0.00191975427145325	0.00184297825285662
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	0.0746225819413352	0.128087831655993	0.0867904877625412	0.0728931087976375	0.0863383360581957	0	0	0.00190817845284891	0	0	0	0	0	0	0	0.0729571984435798	0.113020772438521	0.0773478675372799	0.00767901708581302	0.00184297825285662
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0.203947847621822	0.142057758605755	0.112753475097338	0.0665676685954222	0.085285619800188	0.165092332567441	0.0743314491175301	0.109826891898959	0.153950570279263	0.0348831414760552	0.223867745824005	0.292772186642269	0.149279638951571	0.082238379156309	0.2149273472087	0.0430007345958827	0.0343071756166263	0.0343472121512804	0.0335095688435475	0.0265684225441921	0.0473726404780993	0.0210944504016735	0.00531189687837527	0.0149086843086098	0.0147680493252847	0.01215953307393	0.0370240461436533	0.00179878761714604	0.00959877135726627	0.0147438260228529
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.52625828538131	0.452159451171977	0.762847729955427	0.732244354549644	0.231489539457653	18.4597055569739	15.2396757074452	9.98553074281331	9.39429555198729	9.91013438314978	0.357805713411017	0.591033851784081	0.727304287450095	1.09339663196456	2.59933501111376	1.54444305090212	2.13426745151854	0.513300003816357	1.6587236577556	2.88533068829927	0.756140223015815	1.52758978325452	2.83301166846681	2.59038389862095	1.38450462424544	1.983740967204	1.78689738493316	2.56327235443311	1.67786523325014	1.97198673055658
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned	0.023672518027533	0.0433102922578522	0.0281883687743345	0.0187754962705037	0.027848365649041	0.0663773295889711	0.0311154903282684	0.0400955319631121	0.0182092072373322	0.019933223700603	0.145418364808756	0.0365965233302836	0.0433952438812706	0.0411191895781545	0.128589011150504	0.00358339454965689	0.0018056408219277	0.00763271381139564	0.00186164271353042	0.00354245633922562	0.0036440492675461	0	0	0.00372717107715244	0	0	0	0.00359757523429209	0.00191975427145325	0
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned	0.502585767353777	0.107409524799473	0.304786737372492	0.141669653677437	0.0626588227103422	0.81354778316739	0.598108869643382	5.63603716681485	0.993229485672665	0.244181990332386	5.35560530394352	0.843549862763037	3.21471966672453	0.289703381118816	1.16832301559601	0.0394173400462258	0.0379184572604817	0.0572453535854673	0.0688807804006255	0.0655354422756739	0.0291523941403688	0.028125933868898	0.0159356906351258	0.0242266120014909	0.0295360986505695	0.0347415230683713	0.0370240461436533	0.0233842390228986	0.0115185256287195	0.0147438260228529
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	4.6252458299949	3.74547407445905	4.95586758513768	2.72244695922304	2.29574964319281	0.651859416219896	0.376843160642362	1.83916461830797	2.12220033438726	1.07141077390741	0.340585117578402	1.03019213174748	0.288144419371637	0.160738650169149	1.06912577842276	1.587443785498	2.02954028384674	13.3591573483952	1.29198004319011	3.63987388855432	0.204066758982581	0.0527361260041837	0.0761371885900455	0.111815132314573	0.103376345276993	0.232768204558088	0.190966132740949	0.100732106560178	0.122864273373008	0.0534463693328419
