Genus	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides	0.0109257775511691	0.0138592935225127	0.0105706382903754	0.0204823595678222	0.00348104570613012	0.0340396561994724	0.0138291068125637	0.0540418039502815	0.0132430598089689	0.0116277138253517	0.055488586571762	0.0237877401646844	0.0312445755945148	0.00373810814346859	0.0257178022301008	0.0501675236951965	0.0902820410963851	0.0343472121512804	0.057710924119443	0.0797052676325764	0.0929232563224255	0.0263680630020919	0.0513483364909609	0.0689526649273202	0.0683022281294419	0.0955391884380211	0.442339919716279	0.0125915133200223	0.197734689959685	0.0903059343899742
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	0.191201107145459	0.192297697624864	0.264265957259386	0.215064775462133	0.167090193894246	0.660369330269764	0.454631886463033	0.920453951153182	0.486682447979606	0.141193667879271	0.363545912021889	0.35864592863678	0.548515882659261	0.325215408481767	0.666825872109043	0.0304588536720836	0.455021487125781	0.00572453535854673	0.385360041700797	0.0354245633922562	0.978427228336127	0.532634872642256	0.246117888698054	1.20760342899739	2.06198888704288	1.29933296275709	2.65598815230523	0.563020524166712	2.83931656747936	1.11684482123111
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Unassigned	0.69924976327482	0.452159451171976	1.10110815524744	0.291873623841467	0.438611758972395	0.134456641987916	0.212622517243168	0.209194079807541	0.142362892946415	0.149499177754522	0.114803972217439	0.188472095150961	0.109356014580802	0.100928919873652	0.38944100519867	0.125418809237991	0.120977935069156	0.129756134793726	0.277384764316032	0.212547380353537	0.23321915312295	0.19512366621548	0.118632363617048	0.285128587402162	0.37289324546344	0.0781684269038355	0.0662535562570638	0.0323781771086288	0.0844691879439432	0.0755621083671213
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	0.775730206133003	0.27545345875994	0.493296453550854	0.669090412548859	0.57437254151147	0.250191473066122	0.910992411277637	0.786221083276677	0.83762353291728	0.109632730353316	4.94039760442378	3.22781335773102	2.78771046693282	2.15688839878138	4.26731818432316	0.0573343127945102	0.146256906576144	0.879670266763348	0.685084518579194	0.0637642141060611	0.526565119160411	0.19512366621548	0.136338686544965	0.093179276928811	0.132912443927563	0.104224569205114	0.19486340075607	0.043170902811505	0.132463044730275	0.0995208256542573
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	1.31291426906548	0.672175735841865	2.38720248057645	0.638366873197126	0.42642809900094	0.548038464811505	0.693183978979758	0.674650907379321	1.27298912413713	0.26909851995814	1.16717371754396	2.81061299176578	0.699531331366082	0.211203110105975	0.780718996270919	0.225753856628384	0.397240980824094	1.61622714956303	0.856355648223993	0.292252647986114	4.87938196924422	0.302353789090653	0.0478070719053774	0.169586284010436	0.550109837366857	0.731309060589216	3.07299582992322	0.255427841634738	1.62411211364945	0.49023221525986
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	0.511690581979751	0.337820279611247	0.514437730131604	0.650314916278355	0.492567967417412	0.859501319036678	0.489204653494442	0.981468891097049	1.08427552185933	0.543180345841431	1.93253353232689	2.23970722781336	2.34160735983336	2.30267461637665	4.18832779175928	0.157669360184903	0.386407135892528	0.685036064572759	1.0406582768635	0.154096850756314	1.02215581954668	0.45353068363598	0.343502664801601	0.469623555721208	1.63556146277529	1.75444691495275	2.78264936279668	0.359757523429209	1.60491457093492	0.827497235532621
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Rikenella	0.0145677034015587	0	0.00176177304839591	0	0	0.250191473066122	0.0743314491175301	0.15515227585726	0.0264861196179377	0.124582648128769	0.0631421847195913	0.0988106129917658	0.0676965804547822	0	0.17451365798997	0	0	0.00190817845284891	0	0	0	0.00351574173361225	0	0.00559075661572866	0.00184600616566059	0.241453585325181	0.0448185821738961	0.118719982731639	0.188135918602419	0.0810910431256911
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned	0.00910481462597421	0.00346482338062817	0.00704709219358362	0.00341372659463704	0.00522156855919518	0.00340396561994724	0.0051859150547114	0.00174328399839618	0.00165538247612111	0.0116277138253517	0.0153071962956585	0.0164684354986276	0.00867904877625412	0.00934527035867148	0.020206844609365	0.0286671563972551	0.0198620490412047	0.0496126397740717	0.111698562811825	0.0442807042403202	0.038262517309234	0.00527361260041837	0.0513483364909609	0.00186358553857622	0.00184600616566059	0.039952751528627	0.0857398963326708	0.00899393808573022	0.0844691879439432	0.0350165868042757
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00358339454965689	0	0.0248063198870358	0.035371211557078	0.00531368450883843	0.00546607390131915	0	0	0.016772269847186	0.00184600616566059	0.00868538076709283	0.0370240461436533	0.00359757523429209	0.0307160683432521	0
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	20.647519395123	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	3.48532303882293	7.43551097482806	1.03239900636	1.0138767986072	3.18863786681519	0.408475874393669	2.26451624055731	7.4839182051148	1.01474945786224	0.712612747296557	1.06576354208522	0.521500457456542	1.058843950703	0.104667028017121	0.420669765049507	0.193503305681472	0.0956989635621682	0.10494981490669	0.0502643532653213	0.0797052676325764	0.038262517309234	0.0246101921352857	0.00531189687837527	0.00186358553857622	0.00923003082830297	0.0104224569205114	0.0214349740831677	0.00899393808573022	0.00767901708581302	0.00552893475856985
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	0.269502512928837	0.744937026835057	0.412254893324642	0.187754962705037	0.461238556062241	0.071483278018892	0.382029075697073	0.657218067395359	0.0645599165687232	0.116277138253517	0.637162045806785	0.435498627630375	0.973789272695713	0.34390594919911	0.562117677315061	0.179169727482844	0.184175363836626	0.0228981414341869	0.392806612554918	0.0814764958021892	0.377159099191021	0.73479002232496	0.0566602333693362	0.765933656354827	0.182754610400399	0.967551417454141	0.705405510736973	0.201464213120357	0.249568055288923	0.164025064504239
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus	0.34962488163741	0.239072813263344	0.11627702119413	0.114359840920341	0.214084310927002	0.0595693983490767	0.186692941969611	0.198734375817164	0.0827691238060554	0.0531552632016079	0.164552360178329	0.10064043915828	0.116299253601805	0.0205595947890772	0.0753164208167239	0.12721050651282	0.018056408219277	0.00190817845284891	0.0316479261300171	0.0194835098657409	0.0674149114496028	0.0123050960676429	0	0.0391352963101006	0.0258440863192483	0.0138966092273485	0.0857398963326708	0.0485672656629432	0.207333461316951	0.0147438260228529
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella	0.0855852574841576	0.0589019974706789	0.0475678723066895	0.0256029494597778	0.0539562084450169	0.049357501489235	0.134833791422497	0.0749612119310357	0.0480060918075121	0.0315609375259547	0.172205958326158	0.0695333943275389	0.0538101024127756	0.0616787843672317	0.235134191818065	0.00179169727482844	0.0018056408219277	0	0.00186164271353042	0	0.00182202463377305	0	0	0	0.00369201233132119	0.00173707615341857	0.0019486340075607	0	0	0
