Order	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Acidobacteria|Acidobacteria_Gp15|Unassigned	0.0637337023818195	0.00346482338062817	0.0123324113387713	0.0751019850820148	0.00174052285306506	0.0306356905795251	0.0276582136251275	0.33296724369367	0.0480060918075121	0.039866447401206	0.0363545912021889	0.0219579139981702	0.029508765839264	0.0728931087976375	0.0495986185866231	0	0	0	0	0.00186431514383191	0	0	0.00179742967556394	0.00178316690442225	0	0	0	0.00359485935112789	0.00182862158504919	0
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	0.291354068031175	1.44656376141226	0.445728581244164	0.0682745318927407	1.01472482333693	0.0272317249595779	0.409687289322201	0.882101703188466	0.0546276217119966	0.0996661185030149	0.143504965271798	0.109789569990851	0.206561360874848	0.0149524325738744	0.159817771001341	0.245547232255654	0.0194020636740453	0.0238186848421554	0.00702728342790886	0.0167788362944872	0.379430853719421	0.0353388108490149	0.0503280309157904	0.0374465049928673	0.35729183669768	0.0398819494296881	0.130328909009843	0.0772894760492496	0.0640017554767216	0.0035421426420842
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.34962488163741	1.2178854182908	0.401684255034266	0.0477921723249185	0.835450969471229	0.21615181686665	0.252381199329288	1.08780921499922	0.160572100183747	0.255809704157738	0.0344411916652316	0.0969807868252516	0.112827634091304	0.0261667570042801	0.110219152414718	0.0284692443194961	0.00352764794073551	0.00366441305263929	0.00527046257093164	0.00559294543149574	0.00998502246630055	0.00883470271225373	0.00898714837781972	0.00178316690442225	0.010881984874041	0.00398819494296881	0	0.00359485935112789	0.00548586475514757	0.00885535660521049
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales	0.398790880617671	1.03424977911751	0.209650992759113	0.390871695085941	1.11915619452083	0.374436218194196	0.179778388563329	0.549134459494796	0.180436689897201	0.112954934303417	0.0420947898130609	0.0365965233302836	0.0451310536365214	0.0242977029325458	0.0661314914488308	0.0729524385687087	0.058206191022136	0.0494695762106305	0.115950176560496	0.0671153451779489	0.0339490763854219	0.0282710486792119	0.00898714837781972	0.00534950071326676	0.0362732829134701	0.0299114620722661	0.0257228109887849	0.0107845780533837	0.0347438101159346	0.00708428528416839
Bacteria|Actinobacteria|Unassigned|Unassigned	0.00728385170077937	0.0121268818321986	0.00880886524197953	0.0341372659463704	0.0104431371183904	0.0306356905795251	0.0155577451641342	0.0313791119711312	0.0480060918075121	0.0348831414760552	0.0631421847195913	0.0384263494967978	0.00520742926575247	0.0859764872997776	0.113893124161875	0.0409245387092756	0.00352764794073551	0.00183220652631965	0	0.0242360968698149	0.131802296555167	0.144889124480961	0.0503280309157904	0.00356633380884451	0.0489689319331846	0.00398819494296881	0.00685941626367596	0.00359485935112789	0.00182862158504919	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	29.317503095637	24.6210349427438	36.3911840876658	14.9965009302405	21.0411807707035	14.0464641307123	23.1723971028021	23.2170562906403	17.5271896571703	12.3286988588229	23.9021870156707	29.8664226898445	18.5679569519181	28.7011943255518	32.4926061318588	18.5921958684009	16.5764176735162	18.5327690137232	20.433583387502	22.1667070601614	39.654518222666	31.4762788232176	9.09139929900243	10.6116262482168	30.0705515352667	26.3180984286512	10.7709983880372	53.2830053024175	11.9646710309768	52.03938862618
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00355865553993701	0.185201516888615	0.0183220652631965	0.0421637005674531	0.0111858908629915	0	0.00353388108490149	0	0	0.0253912980394291	0	0.00171485406591899	0	0	0.00885535660521049
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.0943043718083308	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421
Bacteria|Firmicutes|Bacilli|Lactobacillales	4.10445043338918	8.41952081492646	1.56093092087877	1.31599160223258	3.86396073380444	0.539528550761637	2.833238258224	8.33987064832732	1.16207849823702	0.882045148751682	1.86747794807034	1.0576395242452	2.14893247700052	0.469132572005308	1.05810386318129	0.507108414441024	0.0670253108739748	0.197878304842522	0.137032026844223	0.233039392978989	0.613080379430854	1.75103807756869	0.185135256583086	0.0374465049928673	0.268422293559679	4.76589295684773	1.44905168570155	2.16770018873012	4.38503456094796	0.628730318969945
Bacteria|Firmicutes|Clostridia|Clostridiales	51.7299147789351	49.2004920049201	47.2842268458977	70.0684452182225	58.9201796219584	57.1815164666837	50.0354370862072	39.9595558112372	61.2160439669586	68.5187953688477	59.8492241164878	59.1491308325709	66.0788057628884	61.3759976076108	52.7545603174312	56.2783580363339	75.3082282388218	71.7290532988878	68.3561427241264	67.3707563526539	50.218671992012	58.8603233501193	81.6320661454121	80.9111982881598	59.8001342111468	61.505942410465	79.5400761395205	12.3842904646356	75.3977251947482	7.22597098985176
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	0.673756282322092	1.49853611212168	0.801606737020137	0.663969822656903	1.64479409614648	0.563356310101268	0.803816833480268	1.66832278646514	0.607525368736447	0.727562665072009	0.145418364808756	0.12259835315645	0.135393160909564	0.104667028017121	0.119404081782611	2.31846408426896	0.892494929006085	2.02275600505689	3.63661917394283	2.42733831726915	2.53020469296056	2.02668080219101	0.810640783679339	0.987874465049929	3.80869470591436	0.213368429448831	0.125184346812086	0.240855576525568	0.221263211790952	0.208986415882968
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.0145677034015587	0.0138592935225127	0.0264265957259386	0.0221892228651407	0.0261078427959759	0.0221257765296571	0.00864319175785234	0.0313791119711312	0.0165538247612111	0.019933223700603	0.0153071962956585	0.0128087831655993	0.0225655268182607	0.0112143244304058	0.0238808163565222	0.0498211775591182	0.0423317752888262	0.0366441305263929	0.0685160134221113	0.0186431514383191	0.0139790314528208	0.0229702270518597	0.00179742967556394	0.00713266761768902	0.018136641456735	0.0279173646007817	0.00857427032959495	0	0.0219434590205903	0
Bacteria|Firmicutes|Negativicutes|Veillonellales	0.187559181295069	0.138592935225127	0.153274255210444	0.174100056326489	0.368990844849793	0.214449834056676	0.0276582136251275	0.0714746439342433	0.0993229485672665	0.114616036278467	0.0937565773109083	0.137236962488564	0.197882312098594	0.050464459936826	0.350864301853519	0.27401647657515	0.0934826704294911	0.0787848806317448	0.0404068797104759	0.0727082906094446	0.277583624563155	0.00530082162735224	0	0.00534950071326676	0.0507825960788581	0.163515992661721	0.00685941626367596	0.00179742967556394	0	0.0035421426420842
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.216694588098186	0.168043933960466	0.118038794242526	0.0785157116766518	0.0992098026247085	0.217853799676623	0.11063285450051	0.146435855865279	0.206922809515138	0.0498330592515075	0.229607944434877	0.300091491308326	0.154487068217323	0.0859764872997776	0.224112276576593	0.0284692443194961	0.0352764794073551	0.0384763370527126	0.0527046257093164	0.0801655511847723	0.0279580629056415	0.0883470271225373	0.00718971870225577	0.0160485021398003	0.0798012224096342	0.0299114620722661	0.272661796481119	0.744135885683473	0.0402296748710822	0.722597098985176
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	0.52625828538131	0.452159451171977	0.762847729955427	0.732244354549644	0.231489539457653	18.4597055569739	15.2396757074452	9.98553074281331	9.39429555198729	9.91013438314978	0.357805713411017	0.591033851784081	0.727304287450095	1.09339663196456	2.59933501111376	1.22773616127827	1.79733662580474	1.98427966800418	1.47572951986086	2.37140886295419	0.744882675986021	1.03719409841859	1.81360654264402	1.30527817403709	0.825217186281444	1.05288346494377	2.45395616833008	0.267817021659028	0.656475149032659	0.184191417388378
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned	0.023672518027533	0.0433102922578522	0.0281883687743345	0.0187754962705037	0.027848365649041	0.0663773295889711	0.0311154903282684	0.0400955319631121	0.0182092072373322	0.019933223700603	0.145418364808756	0.0365965233302836	0.0433952438812706	0.0411191895781545	0.128589011150504	0.00355865553993701	0	0.00183220652631965	0	0	0.00199700449326011	0	0	0	0	0.00199409747148441	0	0.00359485935112789	0	0.0017710713210421
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.00546288877558453	0.00346482338062817	0.00704709219358362	0.0204823595678222	0.00174052285306506	0.0340396561994724	0.00172863835157047	0	0.00496614742836332	0.0116277138253517	0.0382679907391462	0.0365965233302836	0.00173580975525082	0	0	0.00177932776996851	0.0176382397036776	0.0109932391579179	0.0122977459988405	0.0335576725889744	0.017973040439341	0.0123685837971552	0.0143794374045115	0.00891583452211127	0.0018136641456735	0.313073303023052	0.655074253181054	18.7705581019143	1.28003510953443	30.5084745762712
Bacteria|Unassigned|Unassigned|Unassigned	0.502585767353777	0.107409524799473	0.304786737372492	0.141669653677437	0.0626588227103422	0.81354778316739	0.598108869643382	5.63603716681485	0.993229485672665	0.244181990332386	5.35560530394352	0.843549862763037	3.21471966672453	0.289703381118816	1.16832301559601	0.0676144552588032	0.0211658876444131	0.0439729566316715	0.0298659545686126	0.0111858908629915	0.0439340988517224	0.0424065730188179	0.0251640154578952	0.0124821683309558	0.0362732829134701	0.00797638988593762	0.0188633947251089	0.0143794374045115	0.0128003510953443	0.0920957086941891
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	4.6252458299949	3.74547407445905	4.95586758513768	2.72244695922304	2.29574964319281	0.651859416219896	0.376843160642362	1.83916461830797	2.12220033438726	1.07141077390741	0.340585117578402	1.03019213174748	0.288144419371637	0.160738650169149	1.06912577842276	16.3680361559403	0.151688861451627	0.111764598105498	0.117706997417473	0.0633867148902851	0.203694458312531	0.16609241099037	0.188730115934214	0.0998573466476462	0.0816148865553077	0.113663555874611	0.120039784614329	0.233665857823313	0.0640017554767216	0.0814692807679365
