OTU	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15
ASV_1	5.53390632966713	0.83502243473139	5.44564049259174	3.43250209090754	3.25999930379086	0.0340396561994724	0.579093847776107	0.0714746439342433	0.0811137413299343	4.95174498762479	2.1334404837074	3.16193961573651	0.0867904877625412	0.0448572977216231	6.43496151514595	0.0734595882679662	0.0866707594525297	2.55314276991184	0.605033881897386	0.0956463211590917	0.074703009984695	1.3764128887092	4.00694087858774	0.0875885203130824	0.0886082959517085	0.684408004446915	0.97431700378035	2.03083121975788	0.41274716836245	1.31957242904534
ASV_2	0.0291354068031175	0.0433102922578522	0.019379503532355	0.0256029494597778	0.0348104570613012	0.17870819504723	0.121004684609933	0.193504523821976	0.0993229485672665	0.101327220478065	0.50513747775673	0.118938700823422	0.1058843950703	3.16991570566136	0.181861601484285	2.24141329081038	2.94319453974215	0.427431973438156	1.72946608086976	0.127528428212122	5.78310618759566	14.8715875331798	2.29119818687253	11.3920983973164	8.42332613390929	4.23672873818788	1.54331813398807	3.6605328008922	3.83758878863505	1.89273866568375
ASV_4	0.0983319979605215	0.0277185870450254	0.0317119148711263	0.0460853090276	0.0348104570613012	18.3967321930049	15.1878165568981	9.94194864285341	9.31649257560959	9.86860683377353	0.281269731932725	0.494053064958829	0.630098941156049	0.962562846943162	2.51483366092915	0.0412090373210542	0.0830594778086743	0.062969888944014	0.106113634671234	0.0336533352226434	0.205888783616354	0.161724119746163	0.0602014979549197	0.0726798360044726	0.0793782651234055	0.352626459143969	0.171479792665342	0.557624161315273	0.40122864273373	0.560265388868411
ASV_15	0.0400611843542866	0.0467751156384803	0.0405207801131058	0.102411797839111	0.0487346398858217	0.709726831758999	0.0449445971408322	0.280668723741785	0.259895048751014	0.117938240228568	0.143504965271798	0.671546203110704	0.151015448706822	0.314001084051362	0.110219152414718	2.81654811603032	0.0613917879455419	0.727015990535435	3.78658127932087	0.0549080732579971	3.85358210043	0.0457046425369592	3.18359686243958	0.165859112933284	0.121836406933599	9.32983602001112	4.74297517440274	4.20196787365316	1.43021693223267	1.24216734242536
ASV_3	4.6252458299949	3.74547407445905	4.95586758513768	2.72244695922304	2.29574964319281	0.651859416219896	0.376843160642362	1.83916461830797	2.12220033438726	1.07141077390741	0.340585117578402	1.03019213174748	0.288144419371637	0.160738650169149	1.06912577842276	1.587443785498	2.02954028384674	13.3591573483952	1.29198004319011	3.63987388855432	0.204066758982581	0.0527361260041837	0.0761371885900455	0.111815132314573	0.103376345276993	0.232768204558088	0.190966132740949	0.100732106560178	0.122864273373008	0.0534463693328419
ASV_6	4.58700560856581	4.32583199071427	4.98405595391202	1.44912693942342	1.88846729557559	0.23997957620628	1.31549378554513	0.774018095287903	1.53453955536427	0.622913240643843	0.0727091824043778	0.0713632204940531	0.069432390210033	0.0897145954432462	0.137773940518397	1.22552093598266	0.987685529594453	3.43281303667519	2.31216025020478	1.61004640617804	2.50528387143794	1.48540088245118	0.632115728526657	0.948565039135296	1.69647966624209	0.255350194552529	0.303986905179469	0.15469573507456	0.120944519101555	0.208256542572798
ASV_9	3.12659334255955	0.505864213571713	3.0549144659185	2.00215064775462	1.77533331012636	0.0204237937196834	0.300783073173261	0.0505552359534892	0.0264861196179377	2.62288001860434	1.19204791152441	1.70539798719122	0.0468668633917723	0.0299048651477487	3.59865532634054	0.0573343127945102	0.0433353797262649	1.39869480593825	0.299724476878397	0.0425094760707074	0.0273303695065957	0.78928401919595	2.26463870248066	0.0409988818486769	0.0553801849698178	0.368260144524736	0.481312599867493	1.00732106560178	0.286043386446535	0.689273866568375
ASV_8	0.00364192585038969	0.0450427039481662	0	0	0.00174052285306506	0.0204237937196834	0.0242009369219866	0.0662447919390548	0.0215199721895744	0.0182721217255527	0.0669689837935059	0.0292772186642269	0.00520742926575247	0.0448572977216231	0.00367397174715726	0.121835414688334	19.130764508324	0.10494981490669	0.351850472857249	23.7309150164724	0.0273303695065957	0.0720727055390511	0.0566602333693362	0.0708162504658964	1.20359602001071	0	0.019486340075607	0.00179878761714604	4.60549049721636	0.217471433837081
ASV_12	0.107436812586496	0.0866205845157043	0.0264265957259386	0.136549063785481	0.0818045740940578	0.0408475874393669	0.0345727670314094	0.0261492599759427	0.0264861196179377	0.0282387335758542	0.0516617874978474	0.12259835315645	0.201353931609096	0.0336429732912173	0.0624575197016735	1.34914804794582	1.20436242822578	0.062969888944014	0.997840494452305	0.536682135392681	2.90248524160047	2.12702374883541	0.0424951750270021	2.12262392843832	1.5414151483266	3.78161478599222	3.29903737480026	4.58870721133956	3.16567479362642	5.00184297825286
ASV_5	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	20.647519395123	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377
ASV_13	0.737489984703911	1.15032136236855	1.34599460897447	0.426715824329629	0.778013715320082	0.263807335545911	0.615395253159087	0.33296724369367	0.402257941697429	0.26577631600804	0.522358073589346	0.834400731930467	0.560666550946016	0.897145954432462	1.15362712860738	0.247254223926325	0.418908670687227	1.87192306224478	2.02360562960757	0.329448439547983	1.90583776692661	1.19535218942816	0.52410715866636	1.10324263883712	2.19490133097045	0.9449694274597	0.767761798978916	0.298598744446243	1.27471683624496	0.976778474014007
ASV_26	0.264039624153252	0.133395700154185	0.121562340339317	1.85023981429327	0.751905872524106	0.67228320993958	0.625767083268509	0.207450795809145	1.26636759423265	1.13785485290942	1.13081912634177	0.349496797804209	0.322860614476653	3.17552286787657	1.05626687730771	0.551842760647161	3.86407135892528	0.223256878983323	0.701839303000968	2.25477345991711	0.522921069892865	0.606465449048113	2.21683163057528	1.47968691762952	2.61948274907238	1.06482768204558	0.596282006313574	1.5235731117227	3.13303897101171	1.81533357906377
ASV_11	1.9411464782577	1.27505500407117	1.8921442539772	1.45083380272074	1.27058168273749	1.85005531444132	2.6984044668015	1.6874989104475	1.52295187803142	1.3488148037408	0.214300748139219	0.404391582799634	0.130185731643812	0.588752032596303	0.620901225269578	0.63426083528927	1.12491423206096	3.92703125596306	2.08131655372701	1.37447305961954	1.2371547263319	0.722484926257317	0.285071799139473	0.188222139396198	0.348895165309852	0.0486381322957198	0.0759967262948673	0.0683539294515497	0.0556728738721444	0.0423884998157022
ASV_14	0.291354068031175	0.601146856538988	0.362925247969557	0.331131479679792	0.865039857973335	0.0442515530593141	0.145205621531919	0.634555375416209	0.0513168567597543	0.149499177754522	0.0191339953695731	0.00914913083257091	0.0104148585315049	0.0168214866456087	0.0110219152414718	3.7983982226363	4.64230255317612	8.02770675113537	2.4052423858813	4.19249707747352	2.80591793601049	1.46782217378311	0.244347256405262	0.465896384644055	3.08652230898451	0.486381322957198	0.592384738298453	0.109726044645909	0.345555768861586	0.304091411721342
