OTU	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
ASV_1	5.53390632966713	0.83502243473139	5.44564049259174	3.43250209090754	3.25999930379086	0.0340396561994724	0.579093847776107	0.0714746439342433	0.0811137413299343	4.95174498762479	2.1334404837074	3.16193961573651	0.0867904877625412	0.0448572977216231	6.43496151514595	0.252664543335528	12.1068877326043	7.55785192106854	2.34886948577854	0.0335576725889744	0.0758861707438842	4.24242424242424	0.107845780533837	7.9404422253923	8.6729419446107	2.07585546781527	7.58651438762561	0.100656061831581	3.88033500347438	0.035421426420842
ASV_2	0.0291354068031175	0.0433102922578522	0.019379503532355	0.0256029494597778	0.0348104570613012	0.17870819504723	0.121004684609933	0.193504523821976	0.0993229485672665	0.101327220478065	0.50513747775673	0.118938700823422	0.1058843950703	3.16991570566136	0.181861601484285	0.838063379655166	0.231060940118176	0.0476373696843108	0.695701059362977	9.04752139301628	2.80778831752371	2.0054775156816	4.06039363709895	5.36911554921541	3.60193699330758	3.04897503389966	1.968652467675	0.0718971870225577	2.46132465347621	0.0141685705683368
ASV_4	0.0983319979605215	0.0277185870450254	0.0317119148711263	0.0460853090276	0.0348104570613012	18.3967321930049	15.1878165568981	9.94194864285341	9.31649257560959	9.86860683377353	0.281269731932725	0.494053064958829	0.630098941156049	0.962562846943162	2.51483366092915	0.0765110941086457	0.0440955992591939	0.0549661957895894	0.0298659545686126	0.206938980965342	0.0559161258112831	0.0583090379008746	0.0557203199424822	0.0356633380884451	0.0235776338937556	0.0697934115019542	0.0737387248345166	0.095263772804889	0.0694876202318692	0.116890707188778
ASV_15	0.0400611843542866	0.0467751156384803	0.0405207801131058	0.102411797839111	0.0487346398858217	0.709726831758999	0.0449445971408322	0.280668723741785	0.259895048751014	0.117938240228568	0.143504965271798	0.671546203110704	0.151015448706822	0.314001084051362	0.110219152414718	3.45011654596893	0.49563453567334	0.731050404001539	0.476098452240825	0.0298290423013106	0.655017473789316	3.02676914921813	17.2517300260627	1.20542082738944	0.734533978997769	1.99409747148441	0.245224131426416	0.115035499236092	0.0621731338916725	0.0549032109523051
ASV_3	4.6252458299949	3.74547407445905	4.95586758513768	2.72244695922304	2.29574964319281	0.651859416219896	0.376843160642362	1.83916461830797	2.12220033438726	1.07141077390741	0.340585117578402	1.03019213174748	0.288144419371637	0.160738650169149	1.06912577842276	16.3680361559403	0.151688861451627	0.111764598105498	0.117706997417473	0.0633867148902851	0.203694458312531	0.16609241099037	0.188730115934214	0.0998573466476462	0.0816148865553077	0.113663555874611	0.120039784614329	0.233665857823313	0.0640017554767216	0.0814692807679365
ASV_6	4.58700560856581	4.32583199071427	4.98405595391202	1.44912693942342	1.88846729557559	0.23997957620628	1.31549378554513	0.774018095287903	1.53453955536427	0.622913240643843	0.0727091824043778	0.0713632204940531	0.069432390210033	0.0897145954432462	0.137773940518397	1.19570826141884	2.12540788429315	1.42545667747669	1.88682560039353	1.41687950931225	3.52670993509735	2.32706069440763	0.781881908870316	1.50855920114123	4.243974100876	0.672010847890245	0.315533148129094	0.0215691561067673	0.396810883955674	0.0283371411366736
ASV_9	3.12659334255955	0.505864213571713	3.0549144659185	2.00215064775462	1.77533331012636	0.0204237937196834	0.300783073173261	0.0505552359534892	0.0264861196179377	2.62288001860434	1.19204791152441	1.70539798719122	0.0468668633917723	0.0299048651477487	3.59865532634054	0.138787566057543	6.76073727841961	4.18842411916671	1.18585407845962	0.0167788362944872	0.0639041437843235	2.40303913773301	0.0683023276714299	4.24750356633381	4.70101746558572	1.214405360134	4.05391501183249	0.0557203199424822	1.85787953040998	0.00708428528416839
ASV_8	0.00364192585038969	0.0450427039481662	0	0	0.00174052285306506	0.0204237937196834	0.0242009369219866	0.0662447919390548	0.0215199721895744	0.0182721217255527	0.0669689837935059	0.0292772186642269	0.00520742926575247	0.0448572977216231	0.00367397174715726	0.101421682888205	0.0828997266072846	0.120925630737097	0.108922893132587	8.29620239005201	0.0659011482775836	0.00353388108490149	0.00539228902669183	0.00534950071326676	0.00362732829134701	0.0498524367871101	0.0102891243955139	0.0125820077289476	0.00914310792524595	0.0673007101995997
ASV_12	0.107436812586496	0.0866205845157043	0.0264265957259386	0.136549063785481	0.0818045740940578	0.0408475874393669	0.0345727670314094	0.0261492599759427	0.0264861196179377	0.0282387335758542	0.0516617874978474	0.12259835315645	0.201353931609096	0.0336429732912173	0.0624575197016735	0.0551591608690237	2.30002645735956	1.79556239579325	1.82182322868537	2.41988105669382	0.0678981527708437	2.55499602438378	1.60869955962973	1.39621968616262	0.339155195240945	0.528435829943368	4.2082518777652	0.0826817650759414	0.910653549354497	0.0301082124577157
ASV_7	0.00546288877558453	0.00346482338062817	0.00704709219358362	0.0204823595678222	0.00174052285306506	0.0340396561994724	0.00172863835157047	0	0.00496614742836332	0.0116277138253517	0.0382679907391462	0.0365965233302836	0.00173580975525082	0	0	0.00177932776996851	0.0176382397036776	0.0109932391579179	0.0122977459988405	0.0335576725889744	0.017973040439341	0.0123685837971552	0.0143794374045115	0.00891583452211127	0.0018136641456735	0.313073303023052	0.655074253181054	18.7705581019143	1.28003510953443	30.5084745762712
ASV_5	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.0943043718083308	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421
ASV_13	0.737489984703911	1.15032136236855	1.34599460897447	0.426715824329629	0.778013715320082	0.263807335545911	0.615395253159087	0.33296724369367	0.402257941697429	0.26577631600804	0.522358073589346	0.834400731930467	0.560666550946016	0.897145954432462	1.15362712860738	0.581840180779701	1.38989328864979	1.17261217684457	1.81830958697142	1.14655381345663	5.8971542685971	2.31292517006803	0.481711153051137	0.757845934379458	1.8136641456735	1.45967934912659	0.903728092739308	0.607531230340613	1.61650148118348	0.341816764961125
ASV_26	0.264039624153252	0.133395700154185	0.121562340339317	1.85023981429327	0.751905872524106	0.67228320993958	0.625767083268509	0.207450795809145	1.26636759423265	1.13785485290942	1.13081912634177	0.349496797804209	0.322860614476653	3.17552286787657	1.05626687730771	0.122773616127827	1.80086427374548	1.20192748126569	3.13416840884735	2.70325695855627	0.0898652021967049	0.222634508348794	0.0700997573469938	0.146219686162625	0.35729183669768	0.315067400494536	0.306958877799499	0.0521254605913544	0.596130636726036	0.0885535660521049
ASV_11	1.9411464782577	1.27505500407117	1.8921442539772	1.45083380272074	1.27058168273749	1.85005531444132	2.6984044668015	1.6874989104475	1.52295187803142	1.3488148037408	0.214300748139219	0.404391582799634	0.130185731643812	0.588752032596303	0.620901225269578	1.8362662586075	0.947173472087486	2.27010388611004	1.55127281671088	1.32739238240832	2.16874687968048	0.553052389787084	0.557203199424823	0.905848787446505	1.01021092914014	0.398819494296881	0.164625990328223	0.0700997573469938	0.199319752770362	0.201902130598799
ASV_14	0.291354068031175	0.601146856538988	0.362925247969557	0.331131479679792	0.865039857973335	0.0442515530593141	0.145205621531919	0.634555375416209	0.0513168567597543	0.149499177754522	0.0191339953695731	0.00914913083257091	0.0104148585315049	0.0168214866456087	0.0110219152414718	1.60673297628156	0.359820089955022	0.793345425896407	2.05196676094939	1.36654300042879	0.523215177234149	0.174927113702624	0.141996944369552	0.0802425106990014	0.714583673395361	0.073781606444923	0.0154336865932709	0.0736946166981217	0.038401053286033	0.00885535660521049
