Species	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella|Unassigned	7.57520576881055	7.23281880706131	10.341607794084	4.07598955399662	5.76461168935148	1.74793634584291	3.35528704039828	4.76265188361836	2.45824297703984	1.92355608710819	9.34312993896256	12.9313815187557	7.29560840131922	16.9934396202082	12.6605066407039	3.24905250796249	3.73754299320928	4.20124956485095	5.10532141037578	6.52137437312403	12.7948077883175	7.45648908914215	2.72310595847937	2.9083452211127	7.78061918493933	5.9463986599665	2.97698665843537	1.30673137413499	4.40332077679845	1.04138993677275
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Unassigned	9.06475344161993	6.57623477643227	10.5230704180687	4.53001519108335	5.270303199081	4.22091736873458	6.50659475531124	4.59878318776912	4.25929911105961	3.55309712463248	1.89809234066165	2.94419030192132	1.49626800902621	3.03160570435303	4.14056615904624	4.46611270262095	3.63700502689832	5.0917019366423	4.42718855958258	5.56498070433826	6.8437343984024	4.45975792914568	2.05446211916959	2.87446504992867	6.72325298801168	2.01603254367073	1.05806495867202	0.24624786555226	1.12825951797535	0.46402068611303
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum|Unassigned	8.39828101099862	8.19603970687594	9.93639999295291	3.30790107020329	7.0787064434156	3.49417070887584	8.31302183270238	8.29977511636421	5.43627605158172	3.75409046361356	2.08177869620956	2.67520585544373	1.86946710640514	1.96250677532101	3.06776640887632	4.77037775128556	6.18573066407972	5.26759376316898	6.31577098083308	6.2976565558642	7.34697953070394	6.92640692640693	1.87831401096432	2.96540656205421	8.78176179335111	6.73207306373136	2.09726652261893	0.503280309157904	2.70087408111765	0.591537821228061
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Unassigned|Unassigned	0.149318959865977	0.220016284669889	0.267789503356178	0.109239251028385	0.328958819229296	1.38541400731853	1.74246745838303	1.43123616268326	1.1289708487146	1.18602681018588	0.792147408300327	1.50228728270814	0.890470404443673	1.20180176812515	1.14627918511307	0.26156118218537	0.352764794073551	0.426904120632478	0.563939495089686	0.727082906094446	0.447329006490265	0.394027740966516	0.133009795991732	0.194365192582026	0.304695576473149	0.263220866235942	0.1354734712076	0.0916689134537611	0.118860403028197	0.0920957086941891
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides|Unassigned	0.0200305921771433	0.0259861753547113	0.0211412765807509	0.0221892228651407	0.0087026142653253	0.0476555186792613	0.0224722985704161	0.0575283719470739	0.0215199721895744	0.0116277138253517	0.0956699768478656	0.0439158279963403	0.0555459121680264	0.00934527035867148	0.0661314914488308	0.0871870607284568	0.051150895140665	0.056798402315909	0.0421637005674531	0.102537332910755	0.55317024463305	0.167859351532821	0.0539228902669183	0.0249643366619116	0.0671055733899197	0.526441732471883	0.312103439997256	8.24121506246068	0.153604213144132	12.8650620760498
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Unassigned	0.191201107145459	0.192297697624864	0.264265957259386	0.215064775462133	0.167090193894246	0.660369330269764	0.454631886463033	0.920453951153182	0.486682447979606	0.141193667879271	0.363545912021889	0.35864592863678	0.548515882659261	0.325215408481767	0.666825872109043	0.014234622159748	0.0194020636740453	0.031147510947434	0.344336887967534	0.0242360968698149	2.71392910634049	0.881703330682923	0.0611126089691741	0.151569186875892	0.281117942579393	1.12666507138869	0.236649861096821	0.113238069560528	0.404125370295871	0.0265660698156315
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Unassigned|Unassigned	0.69924976327482	0.452159451171976	1.10110815524744	0.291873623841467	0.438611758972395	0.134456641987916	0.212622517243168	0.209194079807541	0.142362892946415	0.149499177754522	0.114803972217439	0.188472095150961	0.109356014580802	0.100928919873652	0.38944100519867	0.0729524385687087	0.126995325866479	0.190549478737243	0.0860842219918835	0.31134062901993	0.305541687468797	0.215566746178991	0.133009795991732	0.108773181169757	0.317391225492863	0.0777698013878918	0.0480159138457317	0.0197717264312034	0.0457155396262297	0.0265660698156315
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia|Unassigned	1.31291426906548	0.672175735841865	2.38720248057645	0.638366873197126	0.42642809900094	0.548038464811505	0.693183978979758	0.674650907379321	1.27298912413713	0.26909851995814	1.16717371754396	2.81061299176578	0.699531331366082	0.211203110105975	0.780718996270919	2.82201384317005	0.165799453214569	0.756701295370014	1.20869274960032	0.169652678088704	1.5217174238642	3.02500220867568	0.508672598184596	0.174750356633381	0.741788635580463	1.28021057669299	0.209212196042117	0.00539228902669183	0.128003510953443	0.0230239271735473
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Unassigned	0.775730206133003	0.27545345875994	0.493296453550854	0.669090412548859	0.57437254151147	0.250191473066122	0.910992411277637	0.786221083276677	0.83762353291728	0.109632730353316	4.94039760442378	3.22781335773102	2.78771046693282	2.15688839878138	4.26731818432316	1.14944573939965	0.268101243495899	0.531339892632698	0.439205214244303	0.180838568951696	0.605092361457813	0.613128368230409	0.0898714837781972	0.153352353780314	0.955801004769937	2.41086384302465	0.341255959117879	0.0233665857823313	0.901510441429251	0.0938667800152312
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Unassigned	0.511690581979751	0.337820279611247	0.514437730131604	0.650314916278355	0.492567967417412	0.859501319036678	0.489204653494442	0.981468891097049	1.08427552185933	0.543180345841431	1.93253353232689	2.23970722781336	2.34160735983336	2.30267461637665	4.18832779175928	0.66724791373819	0.617338389628715	0.577145055790689	0.903005920486288	0.618952627752195	0.834747878182726	2.19984097535118	0.17794553788083	0.222895863052782	1.65950269329126	1.46765573901252	0.800836848784168	0.104250921182709	0.952711845810628	0.0637585675575155
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Rikenella|Unassigned	0.0145677034015587	0	0.00176177304839591	0	0	0.250191473066122	0.0743314491175301	0.15515227585726	0.0264861196179377	0.124582648128769	0.0631421847195913	0.0988106129917658	0.0676965804547822	0	0.17451365798997	0	0	0	0	0	0	0	0	0.00178316690442225	0	0	0	0	0.00182862158504919	0
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unassigned|Unassigned|Unassigned	0.00910481462597421	0.00346482338062817	0.00704709219358362	0.00341372659463704	0.00522156855919518	0.00340396561994724	0.0051859150547114	0.00174328399839618	0.00165538247612111	0.0116277138253517	0.0153071962956585	0.0164684354986276	0.00867904877625412	0.00934527035867148	0.020206844609365	0.0782904218786143	0.0617338389628715	0.0329797174737536	0.0298659545686126	0.0354219877328064	0.0619071392910634	0.0795123244102836	0.00359485935112789	0.0320970042796006	0.0507825960788581	0.0438701443726569	0.0120039784614329	0.00539228902669183	0.0164575942654427	0.0053132139631263
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis|Unassigned	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00355865553993701	0.185201516888615	0.0183220652631965	0.0421637005674531	0.0111858908629915	0	0.00353388108490149	0	0	0.0253912980394291	0	0.00171485406591899	0	0	0.00885535660521049
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum|Unassigned	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.0943043718083308	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Unassigned	3.48532303882293	7.43551097482806	1.03239900636	1.0138767986072	3.18863786681519	0.408475874393669	2.26451624055731	7.4839182051148	1.01474945786224	0.712612747296557	1.06576354208522	0.521500457456542	1.058843950703	0.104667028017121	0.420669765049507	0.373658831693386	0	0.00549661957895894	0.0122977459988405	0.020507466582151	0.0479281078382426	0.0247371675943105	0.0143794374045115	0.00178316690442225	0.00725465658269402	0.0398819494296881	0.121754638680248	1.74889907432372	0.13531799729364	0.0796982094468944
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Unassigned	0.269502512928837	0.744937026835057	0.412254893324642	0.187754962705037	0.461238556062241	0.071483278018892	0.382029075697073	0.657218067395359	0.0645599165687232	0.116277138253517	0.637162045806785	0.435498627630375	0.973789272695713	0.34390594919911	0.562117677315061	0.0302485720894646	0.0564423670517682	0.177724033053006	0.115950176560496	0.123044799492906	0.529206190713929	1.49836557999823	0.0575177496180462	0.021398002853067	0.204944048461106	4.35311478025046	0.855712178893576	0.208501842365417	4.02296748710822	0.513610683102208
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Unassigned	0.34962488163741	0.239072813263344	0.11627702119413	0.114359840920341	0.214084310927002	0.0595693983490767	0.186692941969611	0.198734375817164	0.0827691238060554	0.0531552632016079	0.164552360178329	0.10064043915828	0.116299253601805	0.0205595947890772	0.0753164208167239	0.103201010658173	0.0105829438222065	0.0146576522105572	0.00878410428488607	0.0894871269039318	0.035946080878682	0.227935329976146	0.113238069560528	0.014265335235378	0.0562235885158786	0.372896227167584	0.471584868127722	0.210299272040981	0.2267490765461	0.035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Unassigned	0.0855852574841576	0.0589019974706789	0.0475678723066895	0.0256029494597778	0.0539562084450169	0.049357501489235	0.134833791422497	0.0749612119310357	0.0480060918075121	0.0315609375259547	0.172205958326158	0.0695333943275389	0.0538101024127756	0.0616787843672317	0.235134191818065	0	0	0	0.00175682085697721	0.00186431514383191	0	0.00176694054245075	0	0	0	0	0	0.00179742967556394	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto|Unassigned	0.0182096292519484	0.0329158221159676	0.00704709219358362	0.00682745318927407	0.0087026142653253	0.00680793123989448	0.0224722985704161	0.0889074839182051	0.0115876773328478	0.0166110197505025	0.0191339953695731	0.00731930466605672	0.0156222877972574	0.0018690540717343	0.0055109576207359	0.0391452109393071	0.00176382397036776	0.00366441305263929	0.00351364171395443	0	0.0259610584123814	0.0600759784433254	0.0161768670800755	0.112339514978602	0.17592542213033	0.00199409747148441	0	0.00179742967556394	0	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus|Unassigned	0.344161992861825	0.110874348180102	0.211412765807509	0.0614470787034666	0.240192153722978	4.42855927155136	1.22214731456032	9.05461708766975	3.69646906917843	0.214282154781482	10.8585423722327	1.45471180237877	5.12931782676619	4.29321720277368	0.238808163565222	0.0943043718083308	0.0546785430814005	0.0971069458949413	0.0755432968500202	0.0540651391711255	0.0778831752371443	0.113084194716848	0.0359485935112789	0.0374465049928673	0.0616645809528991	0.0398819494296881	0.0377267894502178	0.0215691561067673	0.0146289726803935	0.118661778509821
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila|Unassigned	0.156602811566757	0.155917052128268	0.167368439597611	0.252615768003141	0.160128102481986	0.120840779508127	0.155577451641342	0.0104597039903771	0.0496614742836332	0.101327220478065	0.0229607944434877	0.0311070448307411	0.0190939073077591	0.0112143244304058	0.020206844609365	0.0836284051885198	0.153452685421995	0.203374924421481	0.158113877127949	0.398963440780029	0.219670494258612	0.14135524339606	0.0665048979958659	0.0891583452211127	0.152347788236574	0.0677993140304698	0.0514456219775697	0.00718971870225577	0.177376293749771	0.0017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter|Unassigned	0.0965110350353267	0.223481108050517	0.0722326949842321	0.116066704217659	0.342883002053817	0.241681559016254	0.152120174938201	0.395725467635933	0.183747454849443	0.101327220478065	0.0153071962956585	0.0182982616651418	0.0433952438812706	0.0299048651477487	0.0367397174715726	0.0569384886389922	0.0352764794073551	0.0439729566316715	0.049190983995362	0.173381308376368	0.0898652021967049	0.159024648820567	0.0251640154578952	0.0196148359486448	0.0979378638663692	0.0717875089734386	0.0205782487910279	0.0449357418890986	0.0530300259664265	0.0283371411366736
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XI|Unassigned|Unassigned	0.0437031102046762	0.0294509987353395	0.036997234016314	0.052912762216874	0.0330699342082362	0.0204237937196834	0.00864319175785234	0.0139462719871694	0.0132430598089689	0.0315609375259547	0.0440081893500182	0.0311070448307411	0.0260371463287624	0.0242977029325458	0.0257178022301009	0.0355865553993701	0.0194020636740453	0.0183220652631965	0.0193250294267494	0.00745726057532765	0.0239640539191213	0.0282710486792119	0.0269614451334592	0.0196148359486448	0.0163229773110615	0.00997048735742203	0.00857427032959495	0.030556304484587	0.0201148374355411	0.0301082124577157
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Unassigned	1.95025129288368	1.23174471181332	1.40589489261993	0.662262959359585	0.487346398858217	0.187218109097098	0.210893878891597	0.472429963565364	0.278104255988346	0.172754605405226	0.168379159252243	0.0567246111619396	0.0451310536365214	0.0149524325738744	0.0257178022301008	0.0533798330990552	2.66161037128495	2.99565767053262	0.989090142478172	1.4485728667574	0.091862206689965	1.9047619047619	0.0988586321560169	0.098074179743224	1.68852131962203	0.223338916806253	0.125184346812086	0.138402085018424	1.00391325019201	0.0885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae|Hydrogenispora|Unassigned	0.140214145240003	0.109141936489787	0.179700850936382	0.0921706180552	0.107912416890034	0.0527614671091822	0.0605023423049664	0.0993671879085822	0.0811137413299343	0.0664440790020099	0.0727091824043778	0.104300091491308	0.0815830584967887	0.0691550006541689	0.090012307805353	0.117435632817921	0.0370403033777229	0.0971069458949413	0.0702728342790886	0.0577937694587893	0.0898652021967049	0.0812792649527343	0.0557203199424822	0.0534950071326676	0.0417142753504906	0.0558347292015634	0.0480159138457317	0.0683023276714299	0.0274293237757379	0.0867824947310628
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor|Unassigned	0.178454366669095	0.195762521005492	0.320642694808055	0.296994213733422	0.445573850384656	0.885031061186282	0.305968988227973	0.123773163886129	0.144018275422536	0.264115214032989	1.09637793467654	0.570905763952425	0.617948272869293	0.196250677532101	0.589672465418741	0.761552285546521	1.88376400035276	1.0535187526338	1.89209606296446	0.542515706855087	0.593110334498253	0.554819330329534	0.75671789341242	1.90977175463623	0.525962602245316	0.604211533859775	0.83170422197071	0.106048350858273	3.82181911275281	0.0991799939783575
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Unassigned	0.227620365649355	0.197494932695806	3.39317489121051	0.568385478007066	0.268040519372019	2.38788188239299	0.330169925149959	0.130746299879713	0.743266731778377	0.629557648544044	0.449648891184968	2.25251601097896	0.682173233813574	0.261667570042801	1.35753256057461	0.546253625380331	0.58206191022136	0.718224958317301	0.690430596792045	1.46162307276422	0.443334997503744	0.371057513914657	0.801653635301519	0.581312410841655	0.310136568910169	0.35295525245274	0.423568954281991	0.0575177496180462	3.1708298284753	0.0779271381258523
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter|Unassigned	0.0473450360550659	0.0155917052128268	0.0334736879195222	0.0307235393517333	0.0330699342082362	0.0119138796698153	0.0103718301094228	0.00871641999198089	0.0314522670463011	0.0149499177754522	0.0746225819413352	0.0567246111619396	0.069432390210033	0.0112143244304058	0.0587835479545162	0.00177932776996851	0.0987741423405944	0.223529196210997	0.122977459988405	0.00932157571915957	0.0159760359460809	0.226168389433696	0.780084479194752	0.333452211126961	0.141465803362533	0.478583393156257	0.121754638680248	0.0179742967556394	0.208462860695608	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Unassigned	0.151139922791172	0.0675640559222494	0.507390637938021	0.116066704217659	0.156647056775855	0.146370521657731	0.055316427250255	0.0889074839182051	0.0695260639970865	0.0581385691267587	0.00574019861087194	0.0969807868252516	0.029508765839264	0.00560716221520289	0.18737255910502	0.010675966619811	0.00176382397036776	0.00183220652631965	0.00878410428488607	0.00559294543149574	0.00399400898652022	0	0.00359485935112789	0.00178316690442225	0.00906832072836752	0.00199409747148441	0.00514456219775697	0	0	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotaenia|Unassigned	0.11654162721247	1.28371706252274	1.71420517608922	0.689572772116681	0.941622863508198	4.90000850991405	5.6077028124946	1.70667503442986	2.48472909665778	6.50155313034667	1.50201863651149	1.72186642268984	0.696059711855581	0.207465001962507	0.843176515972592	0.0587178164089607	0.0564423670517682	0.0787848806317448	0.0509478048523392	0.100673017766923	0.0399400898652022	0.0300379892216627	0.0269614451334592	0.0677603423680457	0.021763969748082	0.0259232671292973	0.0342970813183798	0.0197717264312034	0.0713162418169184	0.0850114234100207
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Unassigned	0.0892271833345473	0.0710288793028775	0.209650992759113	0.098998071244474	0.0661398684164723	0.0255297421496043	0.0829746408753824	0.0278925439743389	0.0645599165687232	0.0664440790020099	0.0956699768478656	0.0878316559926807	0.0260371463287624	0.125226622806198	0.0881753219317743	0.0907457162683938	0.0705529588147103	0.111764598105498	0.0527046257093164	0.329983780458249	0.0678981527708437	0.0901139676649881	0.253437584254516	0.115905848787447	0.0725465658269402	0.0658052165589854	0.0463010597798127	0.0143794374045115	0.314522912628461	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Unassigned	0.11654162721247	0.0952826429672747	0.163844893500819	0.397699148275215	0.243673199429109	0.14126457322781	0.257567114384	0.0941373359133937	0.283070403416709	0.33222039501005	2.10473949065304	1.72003659652333	1.31400798472487	0.0915836495149805	0.338005400738468	0.0711731107987402	0.308669194814358	0.379266750948167	0.238927636548901	0.322526519882921	0.976535197204194	0.181994875872427	0.190527545609778	0.438659058487874	0.295627255744781	0.173486480019143	0.125184346812086	0.938258290644378	0.24869253556669	0.487044613286577
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Caecibacterium|Unassigned	0.284070216330396	0.0363806454965958	0.459822765631331	0.488162903033096	0.107912416890034	0.0561654327291294	0.103718301094228	0.0104597039903771	0.00827691238060554	0.189365625155728	0.086102979163079	0.184812442817932	0.0867904877625412	0.162607704240884	0.00734794349431453	0	0	0	0	0	0	0	0.00179742967556394	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa|Unassigned	0.968752276203656	2.77878835126379	0.325928013953243	1.5942103196955	1.04257318898597	2.79125180835674	3.2895987830386	2.27149904991022	2.10564650962605	1.56475806049733	0.487916881924115	0.825251601097896	1.10918243360528	0.487823112722651	0.839502544225435	1.09072792299069	0.536202486991798	0.52034665347478	0.639482791939706	0.412013646786853	1.52770843734398	0.879936390140472	3.28929630628202	1.59950071326676	0.796198559950668	0.634122995932041	0.363549061974826	0.0575177496180462	0.581501664045642	0.0690717815206418
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea|Unassigned	0.00364192585038969	0.0415778805675381	0.00176177304839591	0.00170686329731852	0.57089149580534	0	0.0121004684609933	0.00174328399839618	0	0.00498330592515074	0	0.00731930466605672	0	0	0	0	0	0	0	0	0	0	0	0.00178316690442225	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella|Unassigned	5.32085366741933	1.07409524799473	3.33503638061345	4.00259443221192	2.79876074772862	1.62198961790486	1.58343273003855	0.400955319631121	1.14055852604744	4.26737097390409	3.18198342996001	3.26623970722781	13.4612046519701	4.09883557931331	5.01864540661682	1.43591751036458	8.93729605785343	6.24232763517104	3.72621703764867	2.19616323943399	1.69945082376435	5.25134729216362	4.87283185045385	8.05456490727532	6.26076863086494	4.61832974395788	8.88294406146037	0.377460231868428	5.46209267454193	0.315250695145494
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Enterocloster|Unassigned	8.21618471847913	4.71215979765431	3.26456545867761	6.16348336661717	8.21178682076096	1.25095736533061	1.18411727082577	1.53931977058383	8.59309043354467	1.20762113586153	2.58691617396629	2.15919487648673	2.54296129144246	5.15298207577145	1.29874901262009	3.53730360669739	3.26483816915072	5.80443027538064	3.81932854306846	5.246182814743	1.03045431852222	2.57443237035074	1.58353554417183	9.44186875891583	2.22355224259572	5.93443407513759	7.85917618410673	0.341511638357149	10.5511465457338	0.398491047234472
