Species	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	MD10	MD11	MD12	MD13	MD14	MD15
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena|Unassigned	0.0473450360550659	0.0467751156384803	0.0510914184034813	0.0375509925410074	0.0435130713266265	0.013615862479789	0.0138291068125637	0.0104597039903771	0.0165538247612111	0.00830550987525124	0.030614392591317	0.0256175663311985	0.0104148585315049	0.0242977029325458	0.0312287598508367	0.0124552943897795	0.00529147191110327	0.0146576522105572	0.00702728342790886	0.00745726057532765	0.0299550673989016	0.0300379892216627	0.0287588748090231	0.0392296718972896	0.0399006112048171	0.0139586823003908	0.0120039784614329	0.0287588748090231	0.0237720806056395	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas|Unassigned	0.0182096292519484	0.0502399390191085	0.0281883687743345	0.155324560055985	0.114874508302294	0.107224917028338	0.0829746408753824	0.0453253839583006	0.0827691238060554	0.297337253533994	0.0688823833304632	0.0640439158279963	0.0815830584967888	0.0691550006541689	0.17451365798997	0.204622693546378	0.058206191022136	0.0604628153685483	0.0544614465662936	0.065251030034117	0.0778831752371443	0.173160173160173	0.882537970701896	0.194365192582026	0.288372599162087	0.197415649676956	0.16977055252598	0.0233665857823313	0.424240207731412	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hespellia|Unassigned	0.0364192585038969	0.0277185870450254	0.0317119148711263	0.179220646218444	0.121836599714554	0.328482682324909	0.0968037476879462	0.115056743894148	0.446953268552699	0.345509210810452	0.0382679907391462	0.0640439158279963	0.135393160909564	0.0168214866456087	0.106545180667561	0.346968915143859	0.27515653937737	0.185052859158284	0.203791219409357	0.0503365088834617	0.0818771842236645	0.0335718703065642	0.312752763548126	0.105206847360913	0.00544099243702051	0.153545505304299	0.0188633947251089	0.00359485935112789	0.0841165929122627	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella|Unassigned	0.264039624153252	0.133395700154185	0.121562340339317	1.85023981429327	0.751905872524106	0.67228320993958	0.625767083268509	0.207450795809145	1.26636759423265	1.13785485290942	1.13081912634177	0.349496797804209	0.322860614476653	3.17552286787657	1.05626687730771	0.122773616127827	1.80086427374548	1.20192748126569	3.13416840884735	2.70325695855627	0.0898652021967049	0.222634508348794	0.0700997573469938	0.146219686162625	0.35729183669768	0.315067400494536	0.306958877799499	0.0521254605913544	0.596130636726036	0.0885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix|Unassigned	4.07167310073567	4.11447776449595	3.52530786984021	11.1714202809497	4.54102412364674	6.4964683856693	6.87825200089889	2.90605442532643	7.90610670595441	9.31545987608179	8.52036813807091	7.59560841720037	10.4929699704912	14.8907537895071	6.41108069878943	2.97503603138734	6.85598377281947	5.32255995895857	5.98197501800741	14.5099647644438	2.31652521218173	6.18959272020497	8.39040172553249	8.85520684736091	2.8202477465223	9.58562654542554	13.0123126521933	0.605733800665049	9.87821380243572	0.499442112533872
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis|Unassigned	0.996066720081579	1.73587651369471	0.961928084424164	3.94626794340041	6.32331952518537	1.2067058122713	2.48059603450362	0.700800167355264	1.4981211408896	2.23418215644258	1.10785833189828	0.622140896614822	1.47370248220795	0.342036895127376	1.22343259180337	5.32730734328571	4.06208660375694	2.83259128969017	2.98835227771824	3.98963440780029	10.072890664004	4.81137909709338	4.63736856295497	1.32489300998573	5.91254511489562	2.15561936667464	2.00637925712522	0.18693268625865	2.07182825586073	0.258576412872146
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnotalea|Unassigned	0.00182096292519484	0.00173241169031409	0	0.00170686329731852	0.0087026142653253	0.0221257765296571	0.00345727670314094	0.0122029879887733	0.00165538247612111	0	0.00191339953695731	0.00731930466605672	0.00173580975525082	0.121488514662729	0	0.00355865553993701	0.0123467677925743	0.439729566316715	0.28987544140124	0.00559294543149574	0	0.00176694054245075	0.00359485935112789	0.158701854493581	0.00906832072836752	0.0498524367871101	0.00514456219775697	0.00179742967556394	0.0256007021906887	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora|Unassigned	2.59487216840265	6.39259913725898	5.65176793925407	10.364073941318	4.80036202875344	11.3181856863246	5.38125118843887	7.11085542945801	9.27510801370657	10.2639491038355	3.81531867669288	15.0594693504117	5.99895851414685	12.5581743079827	4.33161268989841	12.4570737175495	2.82388217655878	4.4577584785357	3.39417789567998	12.0770335017431	6.11482775836246	8.57672939305592	31.2123663161679	13.6840228245364	9.65413424742006	10.863843024647	15.3376547655794	0.526646894940235	8.30194199612332	0.402033189876556
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia|Unassigned	0.0528079248306504	0.0363806454965958	0.0475678723066895	0.0716882584873777	0.0504751627388868	0.0255297421496043	0.0328441286798389	0.0209194079807541	0.0711814464732076	0.0448497533263567	0.0631421847195913	0.0969807868252516	0.0503384829022739	0.063547838438966	0.157980785127762	0.290030426504866	0.338654202310609	0.703567306106744	0.440962035101281	0.570480434012566	0.818771842236645	0.584857319551197	0.328929630628202	0.784593437945792	0.531403594682337	0.344978862566802	0.0703090167026786	0.00539228902669183	0.245035292396591	0.0017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mediterraneibacter|Unassigned	0.0910481462597422	0.0710288793028775	0.214936311904301	0.208237322272859	0.102690848330839	0.0868011233086546	0.11236149285208	0.0627582239422624	0.0976675660911454	0.101327220478065	0.0172205958326158	0.0731930466605673	0.0520742926575247	0.0280358110760144	0.135936954644819	0.112097649508016	0.153452685421995	0.227193609263636	0.156357056270972	0.329983780458249	0.0659011482775836	0.0406396324763672	0.181540397231958	0.00891583452211127	0.00725465658269402	0.0319055595437505	0.0222931028569469	0.00539228902669183	0.0274293237757378	0.0141685705683368
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Merdimonas|Unassigned	0.267681550003642	0.377665748488471	0.192033262275154	0.809053202928977	0.541302607303234	0.633137605310186	0.636138913377932	0.109826891898959	0.599248456355841	0.777395724323516	0.828501999502516	0.477584629460201	0.784586009373373	0.257929461899333	0.439039623785293	0.186829415846693	0.474468648028927	0.31147510947434	0.562182674232709	0.197617405246183	0.405391912131802	0.114851135259299	0.56079805877595	0.189015691868759	0.214012369189474	0.14955731036133	0.15262201186679	0.0431383122135346	0.197491131185313	0.0637585675575155
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Muricomes|Unassigned	0.122004515988054	0.0744937026835057	0.0458060992582935	0.145083380272074	0.198419605249417	0.0663773295889711	0.240280730868295	0.0226626919791503	0.115876773328478	0.126243750103819	0.091843177773951	0.0475754803293687	0.140600590175317	0.0130833785021401	0.0422506750923085	0.163698154837103	0.343945674221713	0.393924403158724	0.574480420231549	0.344898301608904	0.237643534697953	0.240303913773302	0.257032443605644	0.174750356633381	0.467925349583764	0.42075456648321	0.567616695819186	0.0143794374045115	0.797279011081447	0.0106264279262526
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Murimonas|Unassigned	0.00364192585038969	0.28411551721151	0.0493296453550854	0.0187754962705037	0.0121836599714554	0.0340396561994724	0.160763366696054	0.0244059759775465	0.0513168567597543	0.0714273849271607	0.030614392591317	0.00731930466605672	0.0138864780420066	0	0.0110219152414718	0.00177932776996851	0.00705529588147103	0.0384763370527126	0.00878410428488607	0.0745726057532765	0	0.00353388108490149	0	0.00178316690442225	0.0018136641456735	0	0.00342970813183798	0	0.0402296748710822	0.00885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Unassigned	0.0145677034015587	0.0259861753547113	0.0334736879195222	0.0238960861624592	0.0783235283879277	0.142966556037784	0.226451624055731	0.0209194079807541	0.544620834643844	0.139532565904221	0.0229607944434877	0.0311070448307411	0.0312445755945148	0.031773919219483	0.0495986185866231	1.11919716731019	2.35823264838169	2.275600505689	1.07868800618401	0.784876675553235	1.10234648027958	1.71216538563477	1.49905634942033	1.36590584878745	1.10633512886084	0.408789981654303	1.08550262372672	0.0359485935112789	1.29832132538492	0.0265660698156315
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Ruminococcus2|Unassigned	0.069196591157404	0.109141936489787	0.230792269339864	0.510352125898237	0.219305879486198	0.525912688281848	0.388943629103355	0.381779195648763	1.16538926318926	0.129565954053919	0.317624323134914	0.150045745654163	0.433952438812706	0.175691082743024	0.25534103642743	0.11921496058789	0.0211658876444131	0.0183220652631965	0.0193250294267494	0.208803296109174	0.0159760359460809	0.0106016432547045	0.00539228902669183	0.00178316690442225	0.00725465658269402	0.00598229241445322	0.0102891243955139	0.0143794374045115	0.0128003510953443	0.0106264279262526
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Schaedlerella|Unassigned	0.395148954767281	0.431370510888207	0.144465389968464	0.566678614709748	0.701430709785219	0.406773891583695	0.717384915901744	0.2736955877482	1.06937707957424	1.02656102058105	0.210473949065304	0.131747483989021	0.284672799861135	0.155131487953947	0.135936954644819	0.70283446913756	0.694946644324896	0.905110024001905	0.627185045940865	0.902328529614646	0.435346979530704	0.422298789645728	0.310955333872562	0.472539229671897	0.38812412717413	0.289144133365239	0.190348801317008	0.0557203199424822	0.475441612112789	0.0743849954837681
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Sellimonas|Unassigned	0.0145677034015587	0.00692964676125635	0.00352354609679181	0.00170686329731852	0.174052285306506	0.022125776529657	0.0051859150547114	0.0209194079807541	0.01489844228509	0.00664440790020099	0.0248741939804451	0.0329368709972553	0.0104148585315049	0.018690540717343	0.0165328728622077	0.0124552943897795	0.319252138636564	0.267502152842668	0.498937123381529	0.870635172169503	1.36395406889666	0.0159024648820567	0.0143794374045115	0.119472182596291	0.0435279394961641	0.701922309962511	0.394416435161368	0.0197717264312034	0.960026332150825	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Stomatobaculum|Unassigned	0.318668511909098	0.195762521005492	0.398160708937475	0.585454110980252	0.325477773523166	1.00076589226449	0.719113554253315	0.0906507679166013	0.367494909698886	1.24084317536254	0.244915140730536	0.199451052150046	0.355840999826419	0.0672859465824346	1.07647372191708	0.00711731107987402	0.158744157333098	0.0769526741054252	0.0808137594209519	0.0633867148902851	0.00399400898652022	0.00883470271225373	0.00539228902669183	0.00713266761768902	0.00544099243702051	0.0338996570152349	0.0548753301094077	0.0107845780533837	0.0658303770617708	0.017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Syntrophococcus|Unassigned	0.0546288877558453	0.0415778805675381	0.0581385105970649	0.0358441292436889	0.0191457513837157	0.0102118968598417	0.101989662742658	0.00871641999198089	0.0331076495224222	0.0597996711018089	0.0229607944434877	0.0164684354986276	0.0416594341260198	0.00560716221520289	0.0330657457244154	0.0124552943897795	0.58206191022136	0.0641272284211876	0.92057412905606	0.316933574451425	0.0219670494258612	0.0229702270518597	0.0143794374045115	0.0927246790299572	0.0634782450985727	0.00199409747148441	0.0154336865932709	0.00539228902669183	0.00548586475514757	0.0106264279262526
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned|Unassigned	13.0053172117416	6.68710912461237	10.315181198358	14.173792820933	10.6589619521704	7.64190281678155	9.79792217670141	4.00780991231281	8.1643463722293	19.3667879271108	13.0130302508467	11.035681610247	13.8291963200833	7.91731304786648	15.3645498466117	18.3964698137044	25.5454625628362	21.7281371956247	20.3264173152264	5.53888029232461	11.400898652022	12.6300909974379	13.8222342050867	20.9664764621969	15.30913905363	12.0283959479939	19.3246904688411	0.808843354003775	13.0161284423801	0.811150665037281
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1|Unassigned|Unassigned	0.0946900721101318	0.0381130571869099	0.00880886524197953	0	0.0348104570613012	0.013615862479789	0.0414873204376912	0.00174328399839618	0.0430399443791488	0.0514941612265577	0.0937565773109083	0.0768526989935956	0.0104148585315049	0.050464459936826	0.156143799254184	0.010675966619811	0.137578269688685	0.197878304842522	0.326768679397762	0.149145211506553	0.00599101347978033	0.153723827193215	0.215691561067673	0.176533523537803	0.0997515280120427	0.0618170216160166	0.222931028569469	0.0107845780533837	0.173719050579673	0.0053132139631263
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Unassigned	0	0	0	0.00512058989195555	0	0	0	0	0	0.00664440790020099	0.00191339953695731	0	0	0	0	0.00177932776996851	0.00705529588147103	0	0	0.00186431514383191	0	0	0	0	0	0.00997048735742203	0.0257228109887849	6.62892064347982	0.00914310792524595	1.77992667764731
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia|Unassigned	0.29317503095637	0.479878038217002	0.345307517485598	0.353320702544933	0.466460124621436	0.0544634499191558	0.0864319175785234	0.400955319631121	0.0629045340926021	0.0797328948024119	0.00574019861087194	0.00182982616651418	0.00520742926575247	0.0112143244304058	0.00367397174715726	0.797138840945891	0.765499603139607	2.2939225709522	3.18160257198573	1.90905870728388	1.60559161258113	1.98074034808729	0.413408825379707	0.460057061340941	2.17095598237118	0.516471245114461	0.282950920876633	0.352296216410533	0.512014043813773	0.350672121566335
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Unassigned|Unassigned	0.813970427562095	0.649654383867782	0.70118567326157	0.641780599791763	0.758867963936366	0.274019232405753	0.413144566025342	0.685110611369698	0.513168567597543	0.275742927858341	0.304230526376213	0.406221408966148	0.303766707168894	0.21307216417771	0.405973878060878	0.293589082044803	0.213422700414499	0.282159805053226	0.205548040266334	0.21439624154067	0.245631552670994	0.293312130046824	0.226476139121057	0.174750356633381	0.190434735295718	0.191433357262503	0.142332887471276	0.262424732632336	0.153604213144132	0.322334980429662
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio|Unassigned	0.0710175540825989	0.256396930166485	0.0440443262098976	0.512058989195555	0.13750130539214	0.566760275721215	0.691455340628187	0.0453253839583006	0.0281415020940588	0.446836431288517	0.367372711095804	0.0567246111619396	0.322860614476653	0.00934527035867148	0.637434098131785	0.00711731107987402	0.0952464943998589	0.0751204675791055	0.158113877127949	0.0354219877328064	0.0419370943584623	0.0547751568159731	0.0143794374045115	0.0249643366619116	0.141465803362533	0.0418760469011725	0.0325822272524608	0.00179742967556394	0.0896024576674103	0.017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acutalibacter|Unassigned	0.0564498506810401	0.0381130571869099	0.199080354468737	0.349906975950296	0.109652939743099	0.137860607607863	0.129647876367785	0.144692571866883	0.203612044562896	0.20099333898108	0.176032757400073	0.182982616651418	0.118035063357056	0.0579406762237632	0.169002700369234	0.0391452109393071	0.186965340858982	0.262005533263709	0.421637005674531	0.288968847293947	0.595107338991513	0.0848131460376358	0.00179742967556394	0.130171184022825	0.0906832072836752	0.0717875089734386	0.0720238707685976	0.0197717264312034	0.131660754123542	0.0212528558525052
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus|Unassigned	0.149318959865977	0.0242537636643972	0.142703616920068	0.175806919623807	0.0191457513837157	0.0459535358692877	0.0155577451641342	0.0366089639663198	0.0264861196179377	0.0215943256756532	0.0478349884239328	0.0292772186642269	0.0312445755945148	0.0934527035867148	0.0440876609658872	0.0373658831693386	0.169327101155305	0.192381685263563	0.0421637005674531	0.283375901862451	0.00998502246630055	0.0371057513914657	0.030556304484587	0.0570613409415121	0.0308322904764496	0.0358937544867193	0.0531604760434887	0.00539228902669183	0.0512014043813773	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Butyricicoccus|Unassigned	0.0910481462597422	0.020788940283769	0.0334736879195222	0.136549063785481	0.13750130539214	0.175304229427283	0.105446939445799	0.0278925439743389	0.076147593901571	0.106310526403216	0.0287009930543597	0.0439158279963403	0.109356014580802	0.106536082088855	0.139610926391976	0.169036138147008	0.283975659229209	0.371937924842888	0.198520756838425	0.270325695855627	0.0798801797304044	0.0777453838678328	0.141996944369552	0.12660485021398	0.107006184594737	0.0578288266730478	0.0754535789004356	0.00179742967556394	0.0256007021906887	0.0141685705683368
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Cellulosibacter|Unassigned	0.058270813606235	0.0450427039481662	0.0704709219358362	0.0443784457302815	0.0748424826817976	0.0578674155391031	0.0224722985704161	0.0244059759775465	0.0480060918075121	0.0382053454261557	0.0631421847195913	0.0512351326623971	0.0243013365735115	0.0205595947890772	0.0532725903337803	0.0373658831693386	0.0335126554369874	0.031147510947434	0.0210818502837266	0.0298290423013106	0.0239640539191213	0.0388726919339164	0.0215691561067673	0.0303138373751783	0.0344596187677966	0.0119645848289064	0.0377267894502178	0.0377460231868428	0.0420582964561314	0.0673007101995997
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium_IV|Unassigned	0.659188578920533	0.623668208513071	0.954880992230581	0.90975813747077	0.952066000626588	0.665475278699685	0.630952998323221	0.468943395568572	0.802860500918737	0.549824753741632	0.723265024969864	0.433668801463861	0.284672799861135	0.250453245612396	0.530888917464225	0.752655646696678	0.987741423405944	0.908774437054545	1.30531789673407	1.05333805626503	0.778831752371443	0.902906617192331	0.357688505437225	0.579529243937232	1.28770154342819	1.02696019781447	0.529889906368968	0.0287588748090231	0.788135903156201	0.0495899969891788
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Dysosmobacter|Unassigned	0.1766334037439	0.252932106785857	0.459822765631331	0.525713895574103	0.737981689699586	0.350608458854566	0.0898891942816643	0.109826891898959	0.309556523034647	0.33554259896015	0.977747163385186	0.192131747483989	0.768963721576115	0.366334598059922	0.538236860958539	0.0533798330990552	0.169327101155305	0.152073141684531	0.24595491997681	0.240496653554317	0.0279580629056415	0.160791589363018	0.181540397231958	0.119472182596291	0.165043437256289	0.221344819334769	0.28809548307439	0.00898714837781972	0.261492886662034	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flavonifractor|Unassigned	0.101973923810911	0.020788940283769	0.093373971564983	0.0290166760544148	0.0452535941796916	0.0374436218194196	0.0224722985704161	0.0122029879887733	0.0430399443791488	0.0182721217255527	0.114803972217439	0.212259835315645	0.0347161951050165	0.19998878567557	0.123078053529768	0.163698154837103	0.40920716112532	0.26200553326371	0.365418738251261	0.283375901862451	0.956565152271593	0.0494743351886209	0.104250921182709	0.281740370898716	0.487875655186173	0.307091010608599	0.0463010597798127	0.00898714837781972	0.0548586475514757	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter|Unassigned	1.05615849661301	0.663513677390295	1.15572311974771	1.12652977623022	1.31061370835799	0.682495106799421	0.689726702276617	0.25103289576905	0.890595772153156	0.739190378897361	0.841895796261217	1.26623970722781	0.768963721576115	1.54196960918079	1.76350643863549	1.47328339353392	3.67404533027604	3.42805841074406	4.22164051931624	2.85613080035049	1.68347478781827	2.75819418676562	1.63206614541206	3.98002853067047	2.299726136714	2.92534099066762	1.72171348218267	0.113238069560528	3.39940752660644	0.0867824947310628
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Harryflintia|Unassigned	0.29317503095637	0.128198465083242	0.174415531791195	0.122894157406933	0.15490653392279	0.0646753467789975	0.0950751093363757	0.078447779927828	0.117532155804599	0.101327220478065	0.086102979163079	0.0768526989935956	0.124978302378059	0.155131487953946	0.117567095909032	0.177932776996851	0.0828997266072846	0.115429011158138	0.147572951986086	0.0801655511847723	0.337493759360959	0.173160173160173	0.194122404960906	0.144436519258203	0.13965213921686	0.151551407832815	0.209212196042117	0.00539228902669183	0.164575942654427	0.0035421426420842
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Intestinimonas|Unassigned	0.274965401704421	0.233875578192402	0.297739645178908	0.319183436598563	0.283705225049605	0.153178452897626	0.150391536586631	0.196991091818768	0.198645897134533	0.129565954053919	0.112890572680481	0.265324794144556	0.0729040097205346	0.263536624114536	0.266362951668902	0.0729524385687087	0.167563277184937	0.197878304842522	0.20203439855238	0.246089598985813	0.0858711932101847	0.192596519127131	0.0683023276714299	0.0802425106990014	0.324645882075557	0.145569115418362	0.183489385053332	0.0125820077289476	0.166404564239476	0.0336503550997999
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Lawsonibacter|Unassigned	1.29470463981353	0.590752386397103	0.828033332746076	0.836363015686074	0.710133324050545	0.565058292911242	0.409687289322201	0.193504523821976	0.922048039199457	0.358798026610854	0.445822092111054	0.283623055809698	0.258635653532373	0.396239463207671	0.567628634935797	0.341630931833953	0.77079107505071	1.06451199179171	1.55654327928181	0.855720651018848	0.381427858212681	0.957681774008305	0.544621191695875	0.893366619115549	0.42983840252462	1.1246709739172	1.05977981273794	0.0575177496180462	1.08985846468932	0.0247949984945894
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Monoglobus|Unassigned	0.123825478913249	0.164579110579838	0.093373971564983	0.0426715824329629	0.135760782539075	0.0289337077695515	0.0432159587892617	0.0801910639262242	0.0165538247612111	0.0149499177754522	0.00956699768478656	0.0292772186642269	0.0190939073077591	0.0018690540717343	0.069805463195988	0	0.0423317752888262	0.0476373696843108	0.00878410428488607	0.0167788362944872	0.00399400898652022	0.0618429189857761	0.0107845780533837	0.00891583452211127	0.0362732829134701	0.0159527797718752	0.00514456219775697	0	0.00548586475514757	0.00885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Neglecta|Unassigned	0.0892271833345473	0.136860523534813	0.118038794242526	0.233840271732637	0.261078427959759	0.224661730916518	0.0674168957112483	0.048811951955093	0.294658080749557	0.141193667879271	0.0937565773109083	0.289112534309241	0.0676965804547821	0.0373810814346859	0.365560188842148	0.0693937830287717	0.0987741423405944	0.056798402315909	0.112436534846542	0.134230690355898	0.0978532201697454	0.0724445622404806	0.107845780533837	0.0659771754636234	0.105192520449063	0.175480577490628	0.123469492746167	0.00359485935112789	0.0987455655926563	0.00885535660521049
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter|Unassigned	0.134751256464418	0.0692964676125634	0.144465389968464	0.110946114325704	0.14098235109827	0.263807335545911	0.22126570900102	0.029635827972735	0.248307371418166	0.161126891579874	0.308057325450127	0.466605672461116	0.272522131574379	0.328953516625236	0.47026838363613	0.270457821035213	0.257518299673693	0.403085435790322	0.525289436236187	0.240496653554317	0.694957563654518	0.869334746885767	0.9023096971331	0.761412268188302	0.330086874512578	0.909308446996889	0.459580889666289	0.0233665857823313	0.764363822550561	0.017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Papillibacter|Unassigned	0.00910481462597421	0.0103944701418845	0.00528531914518772	0.0238960861624592	0.0104431371183904	0.00510594842992086	0.00864319175785234	0.00174328399839618	0.00331076495224222	0.0116277138253517	0.00765359814782925	0.0128087831655993	0.00173580975525082	0.0224286488608115	0.0183698587357863	0.00889663884984253	0.051150895140665	0.0861137067370234	0.024595491997681	0.0559294543149574	0	0.00530082162735224	0.0233665857823313	0.0855920114122682	0.021763969748082	0.00997048735742203	0.00514456219775697	0.00179742967556394	0.0841165929122627	0.0017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Phocea|Unassigned	0.251292883676888	0.195762521005492	0.294216099082116	0.26456381108437	0.172311762453441	0.192324057527019	0.0916178326332348	0.134232867876506	0.183747454849443	0.167771299480075	0.202820350917475	0.139066788655078	0.0781114389862871	0.194381623460367	0.33616841486489	0.209960676856284	0.179910044977511	0.320636142105938	0.286361799687286	0.249818229273476	0.429355966050924	0.42583267073063	0.346903927383841	0.199714693295292	0.186807407004371	0.660046263061338	0.348115375381555	0.0179742967556394	0.448012288337052	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Unassigned	0.147497996940782	0.105677113109159	0.197318581420341	0.0102411797839111	0.205381696661677	0.224661730916518	0.172863835157047	0.106340323902167	0.0728368289493287	0.0963439145529144	0.0248741939804451	0.0128087831655993	0.0156222877972574	0.0261667570042801	0.0165328728622077	0.0213519332396221	0.246935355851486	0.130086663368695	0.0263523128546582	0.2628684352803	0.0199700449326011	0.0565420973584239	0.00898714837781972	0.0427960057061341	0.244844659665923	0.063811119087501	0.113180368350653	0.00539228902669183	0.539443367589511	0.0123974992472947
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruthenibacterium|Unassigned	0.058270813606235	0.174973580721723	0.221983404097884	0.107532387731067	0.100950325477774	0.115734831078206	0.0760600874691006	0.0209194079807541	0.0132430598089689	0.0548163651766582	0.0650555842565486	0.0439158279963403	0.0121506682867558	0.0915836495149805	0.0257178022301009	0.00711731107987402	0.0158744157333098	0.00732882610527859	0.00878410428488607	0.00186431514383191	0.0339490763854219	0	0.0215691561067673	0.00178316690442225	0.00362732829134701	0	0.00171485406591899	0.00179742967556394	0.00182862158504919	0.0017710713210421
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Unassigned|Unassigned	3.01187267827227	9.11595031443272	0.859745247617202	0.972912079471555	3.54544505169353	0.907156837715939	0.527234697228993	1.63520039049562	0.763131321491831	0.433547615488115	0.116717371754396	1.75114364135407	0.61100503384829	0.153262433882212	2.53320351966493	0.277575132115087	0.296322427021783	0.300481870316422	0.407582438818714	0.710304069799959	0.265601597603595	0.667903525046382	0.461939426619933	0.488587731811698	0.380869470591436	1.33604530589455	0.418424392084234	0.030556304484587	0.645503419522364	0.0106264279262526
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned|Unassigned	0.874062204093525	1.13299724546541	0.773418368245803	1.06849642412139	1.26710063703136	0.968428218874989	1.19448910093519	1.82173177832401	1.80436689897201	1.15778807661002	1.28580448883531	0.550777676120769	0.555459121680264	1.24479001177504	0.720098462442824	0.117435632817921	0.319252138636564	0.30964290294802	0.34082324625358	0.384048919629374	0.0998502246630055	0.263274140825161	0.158173811449627	0.278174037089872	0.344596187677966	0.309085108080083	1.32043763075762	0.0395434528624068	1.19226127345207	0.0637585675575155
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae|Unassigned|Unassigned	0.101973923810911	0.0589019974706789	0.0634238297422526	0.0802225749739703	0.271521565078149	0.0085099140498681	0.195336133727463	0.108083607900563	0.195335132182291	0.0797328948024119	0.0191339953695731	0.0256175663311985	0.100676965804548	0.00373810814346859	0.154306813380605	0.0284692443194961	0.0158744157333098	0.0293153044211143	0.0210818502837266	0	0.0199700449326011	0.0106016432547045	0.00718971870225577	0.0124821683309558	0.00725465658269402	0.00598229241445322	0	0.00179742967556394	0.00182862158504919	0.00885535660521049
