OTUID	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
ASV_1507	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	2	1	5	0	0	0	1	2	2	7	0	0	0	3	0	1	0	1
ASV_1509	0	2	1	0	0	1	0	1	0	1	0	4	1	3	1	0	0	0	0	1	1	2	1	2	0	2	0	2	0	1	1	0	1	0	3	1	1	0	0	1	0	0	2	0	0
ASV_1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1376	1	0	2	2	1	0	0	0	0	0	0	1	0	0	0	2	1	1	2	2	3	0	1	0	0	1	0	1	3	0	0	4	0	2	0	0	0	0	0	1	1	3	0	0	1
ASV_1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	1	0	10	6	0	3	1	0	0	1	0	2	1
ASV_1475	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	4	0	0	1	1	0	1	0	1	0	2	2	2	0	1	0	0	1	0	0	2	3	2	1	1	0	0	0	2	2
ASV_1556	0	1	0	0	0	1	1	1	0	2	2	1	0	1	1	2	3	1	0	2	0	1	1	0	0	0	0	1	0	0	1	1	1	2	0	1	2	1	2	0	2	0	0	1	0
ASV_1557	1	1	0	2	0	1	1	1	0	2	3	0	1	0	1	0	1	0	0	0	0	3	0	0	1	1	0	0	0	2	2	1	1	0	2	0	0	2	0	0	2	0	2	1	1
ASV_1560	1	0	0	0	1	0	1	2	1	1	2	0	0	0	1	2	0	1	1	1	1	0	1	1	2	2	0	1	0	0	1	0	1	1	0	2	0	1	2	1	2	0	2	0	0
ASV_1588	3	0	1	1	1	1	0	0	1	0	0	0	2	3	3	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	2	1	0	1	0	1	0	2	1	0	0	3	0	1	0
ASV_1594	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1622	3	2	0	0	1	3	0	2	0	1	3	0	0	1	2	1	1	1	1	0	1	2	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	2
ASV_1219	1	0	2	0	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	2	0	1	1	5	1	0	0	0	0	3	1	3	0	0	0
ASV_1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	16	0	0	0	13	0
ASV_1287	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	0	1	0	0	1	1	1	0	0	0	1	1	2	3	3	0	4	1	6
ASV_1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	2	0	0	2	11	0	3	9
ASV_1451	0	0	0	1	0	2	1	0	1	1	1	1	1	0	0	2	0	2	2	3	0	5	0	0	1	1	0	0	0	0	0	1	1	0	2	1	3	0	0	0	0	1	0	0	1
ASV_1565	0	1	0	0	0	0	0	0	2	0	1	1	0	0	1	1	1	1	2	2	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	3	1	0	2	5	1	2	1	0
ASV_1600	0	4	0	0	0	0	1	1	0	5	0	1	1	0	0	0	0	0	1	0	1	2	1	0	1	0	2	1	0	0	0	0	0	1	2	1	2	1	1	0	0	1	3	0	1
ASV_1620	1	0	0	0	1	1	0	0	1	1	1	2	0	0	0	1	0	0	0	2	1	2	1	1	0	0	1	1	0	0	2	0	1	2	1	0	0	3	2	3	0	0	1	0	2
ASV_1657	0	0	1	0	0	1	0	0	2	0	1	0	0	1	0	3	0	1	0	0	1	1	0	0	0	1	0	0	0	1	4	1	1	1	1	0	0	2	2	3	4	0	1	1	0
ASV_1163	1	0	0	0	1	0	1	0	0	0	0	3	1	0	1	0	0	0	0	3	2	0	0	0	0	0	1	1	0	0	1	0	0	1	2	2	0	0	0	3	3	0	2	4	1
ASV_1197	0	0	0	0	0	2	2	0	0	3	0	1	0	1	2	0	0	0	0	0	1	1	4	2	1	0	0	2	1	1	0	0	1	0	1	2	0	0	1	2	2	0	1	0	0
ASV_1243	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	1	1	0	0	8	2	5	4	1	1	3	1
ASV_1251	0	1	1	0	0	0	0	2	0	0	0	1	1	0	0	1	0	1	1	0	1	2	1	1	0	2	0	1	0	0	2	0	1	1	0	1	0	2	3	3	1	1	1	0	1
ASV_1313	0	1	0	0	0	2	3	3	1	1	0	0	1	0	2	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	2	3	0	0	0	0	1	1	1	3	0	1	1
ASV_1381	0	2	0	1	0	2	0	0	3	0	0	5	0	0	1	0	2	2	0	1	0	0	0	0	0	2	3	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	3
ASV_1385	0	2	0	0	0	0	0	0	1	3	2	2	0	0	1	2	0	0	0	1	0	2	0	1	2	1	2	1	1	2	0	0	1	0	0	2	0	0	0	0	1	0	1	2	1
ASV_1400	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	11	1	3	5	3	0	2	0	0	0	3	1	0
ASV_1420	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2	0	2	0	1	1	0	1	0	1	0	0	1	1	2	8	1	4	0	0	1	0	0	2	1	0	1
ASV_1502	2	1	0	0	0	3	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	2	0	1	0	1	1	0	3	1	2	0	1	2	1	1	0	0	2	0	4
ASV_1508	1	0	0	1	2	0	0	1	2	0	2	3	2	0	0	0	1	1	0	0	1	0	0	1	2	1	0	1	0	1	0	0	0	1	0	1	2	3	1	0	0	3	0	0	0
ASV_1181	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1	6	0	9	2	0	1
ASV_1252	0	5	0	0	0	1	2	0	1	2	2	0	0	0	4	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	2	2	0	1	0	0	3	0	0	0	0	1	0	1
ASV_1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	3	11	1	0	2	0	0	0	2	2	1	0
ASV_1344	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	7	2	0	0	0	14	4	0
ASV_1369	0	0	1	0	0	1	2	1	1	1	1	0	0	0	1	0	1	0	2	2	0	0	0	0	1	1	0	1	1	2	0	0	0	2	1	0	0	2	3	2	0	1	0	0	2
ASV_1415	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	2	2	0	2	1	1	1	2	2	3	1	0	1	2	1
ASV_1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	12	7
ASV_1536	1	0	1	1	0	1	0	1	2	0	1	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	2	2	1	0	0	3	2	0	0	2	1	1	1
ASV_1334	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	5	9	0	0	0	0	0	0	0	0
ASV_1504	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	2	1	1	0	0	1	3	2	1	2	5	2	0	1	1	1	1
ASV_1224	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	7	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_1233	8	0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	1	3	0	0	2	1	0	0	0	1	0	0	0	1	2	2	0	2	0	0	1	0
ASV_1280	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	4	0	1	1	0	1	0	2	5	3	0	0	0
ASV_1333	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	2	2	1	0	0	0	0	0	1	1	2	2	2	3	0	3
ASV_1339	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	1	3	0	2	0	1	1	0	4	0	1	0	0	0	0	0	3	1	0	1	0	0	1	1
ASV_1362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	10	0	0	0	0	7	1	6	0
ASV_1434	5	0	1	2	0	1	1	3	1	0	6	0	0	3	0	1	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1459	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	2	4	0	0	1	1	1	0	1	1	0	3	1	0	0	0	1	1	0	1	1
ASV_1555	1	0	0	1	2	0	0	1	0	0	0	1	0	1	0	1	2	0	1	0	2	1	0	0	1	0	0	0	1	1	1	0	4	0	1	1	2	2	2	0	0	0	0	1	0
ASV_1211	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	8	4	1	0	0	0	1	0	1	0	1	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	1	0	3	1	7	2	8	0	0	0	1	1	0	0	0
ASV_1401	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	11	0	1	1	0	2	1	4	2
ASV_1483	3	2	0	1	0	2	2	0	1	1	2	2	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	2	1	0	1	1	0	0	0	0	1	0
ASV_1564	0	1	0	0	0	0	0	0	0	9	0	1	1	0	0	3	0	0	0	0	1	4	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0
ASV_1626	0	0	0	2	0	3	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	2	1	1	2	1	1	0	0	0	0	3	0	4	1	0	0	0	1	0	0	1	1	0	1
ASV_1656	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	8	1	1	2	0	3	9	1
ASV_1325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	2	0	0	4	1	14	0
ASV_1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1371	0	2	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	1	2	3	0	0	0	0	3	0	0	0	0	1	2	2	0	0	0	0	0	0	0
ASV_1461	0	0	0	0	1	0	1	0	1	0	1	2	1	0	1	2	0	1	0	1	1	4	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	1	1	0	1	1	1
ASV_1245	1	1	2	1	0	1	2	2	2	0	2	2	1	1	1	0	0	0	1	0	0	0	1	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1328	2	0	1	2	0	1	1	0	1	1	1	2	0	0	2	2	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2
ASV_1361	0	3	0	1	0	0	0	0	1	3	0	4	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	3	0	0	1	1	0	0	1	0	0	1	1	3	0	0
ASV_1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	13	1	3	1	2	1	0	1	1	0	0	0	0
ASV_1476	5	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	4	0	0	1	2	0	0	2	0	0	0	0	0	1	1	3	1	1	0	0	0	0
ASV_1506	1	0	0	0	0	0	2	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	3	0	3	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	2	1	0	1	1
ASV_1534	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	1	5	3	1	1	0	0	1	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	1
ASV_1539	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	7	3	0	7	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ASV_1545	0	0	2	2	0	6	0	1	0	0	0	0	0	0	0	0	0	4	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0
ASV_1299	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	3	1	0	0	0	0	1	0	0
ASV_1341	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	5	2	2	2	0	0	1	1
ASV_1373	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	8	2	0	4	0	4	0	1
ASV_1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	10	0	12
ASV_1547	1	0	2	1	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	2	0	1	0	0	1	1	0	0	1	1	1	3	0	1	1	0	0	0
ASV_1551	2	2	0	1	1	0	0	0	0	1	2	1	1	1	0	1	0	0	1	0	2	0	0	0	2	2	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0
ASV_1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	8	1	4	0	1	3	0	0	2	0	1
ASV_1631	0	1	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	2	1	0	1	1	0	2	1	1	2	0	0	1	0	2
ASV_1402	2	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	2	1	2	2	0	0	1	0	0	0	1	1	2	0	0	0	1	0	0	1	0	1
ASV_1409	0	1	0	0	0	1	0	0	0	1	1	3	2	0	0	1	0	1	0	0	0	2	1	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	2	1
ASV_1457	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	2	4	0	0	0	0	0	1	2	0	2	0	2	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
ASV_1462	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1487	1	1	0	0	1	0	1	0	0	2	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	2	3	1	0	1	0	0	1	0	1	3
ASV_1538	0	2	1	0	5	0	1	0	0	0	0	0	2	2	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1
ASV_1623	0	0	1	1	0	2	0	0	1	0	0	2	0	3	3	1	0	1	0	1	1	1	0	1	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0
ASV_1404	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	3	1	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	5	0	1	2
ASV_1411	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	3	2	0	0	2	1	2	0	2
ASV_1452	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	2	1	2	4	0	1	1	0
ASV_1453	0	1	1	2	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	0	0	1	2	4	0	1	0	0
ASV_1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	23	0	0	0	0	0	0	0	0
ASV_1477	2	3	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	4	0	0	1	1	0	0	0	0	1	0	0	2	0	0
ASV_1544	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	1	0	0	0	1	0	0	0	2	2	0	1	0	1	1	3	0	1	2	0	0	1	0
ASV_1634	0	0	0	0	0	0	0	1	0	1	1	1	2	1	1	2	0	0	0	1	0	1	1	0	0	0	3	4	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0
ASV_1384	0	0	0	0	0	0	0	0	2	2	0	1	2	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	2	3	1
ASV_1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	5	0	1	3	1	6
ASV_1417	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	2	2	0	3	0
ASV_1489	0	2	0	0	0	0	0	1	0	2	0	0	0	0	3	1	0	1	0	1	0	1	0	1	1	0	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	3	1	0	0
ASV_1490	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	3	1	1	8	0	0	2	0	0
ASV_1580	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10
ASV_1598	0	3	1	1	2	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	2	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1
ASV_1529	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0	0	0	0	3	0	11
ASV_1587	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	3	0	1	0	0	0	1	1	0	2	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	3	1
ASV_1630	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	3	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	3	1	1	2	0	1	0	0	1
ASV_1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	7	2	0
ASV_1383	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	6	1	0	4	1	0	4	1
ASV_1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	20	0	0
ASV_1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	10	0	2	2	0	0	1
ASV_1595	1	0	0	0	1	0	0	1	0	0	0	2	2	1	0	0	1	2	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1
ASV_1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	13	0	0	0	0	0	0	1	0	1	0	0	5	0
ASV_1436	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	1	0	2	4	1	1	1	1	1	0
ASV_1543	0	0	12	0	1	0	3	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1597	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	2	3	0	0	0	0
ASV_1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	3	0	0	0	0	0	1	1	2	1
ASV_1535	1	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	2	3	0	0	0
ASV_1632	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	2	1	0	0	1	1	2	0	0	0	0	0	1	0	2	0	0	2	0	2	0	1	0	0
ASV_1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	1	0	1	0	0
ASV_1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	0	8	0	0	0	0	2	1
ASV_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	0	2	0	1	1	7	1
ASV_1589	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	3	1	1	0	0	0
ASV_1590	2	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	3	0	0	1	0	0
ASV_1592	3	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0
ASV_1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	3	0	0	1	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	1	0	1	0	2	1	0	1	0	4	1
ASV_1480	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	2	1
ASV_1606	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	4	0	0	0	0	3	1	0	0
ASV_1619	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1
ASV_1500	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	1	0
ASV_1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1559	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	1	3	0	0	0	0	0	0
ASV_1609	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0
ASV_1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	2	3	0	0	0	2	0	0	1	2	0
