OTUID	All	HMAT	LMAT	MD	NC
ASV_748	0.007943	0.0000000	0.0000000	0.0000000	0.0317732
ASV_923	0.007486	0.006654080	0.010076243	0.005934926	0.007279492
ASV_880	0.008461	0.0092557095	0.0055076694	0.0007862192	0.0182950427
ASV_882	0.007856	0.0000000000	0.0306339764	0.0007890193	0.0000000000
ASV_827	0.007847	0.000000000	0.000000000	0.000825075	0.030561287
ASV_817	0.007284	0.005298682	0.007715208	0.007517261	0.008604878
ASV_1375	0.007265	0.006461755	0.010780330	0.004866045	0.006950422
ASV_864	0.007249	0.007783575	0.008077542	0.005990195	0.007143074
ASV_727	0.007088	0.0121389860	0.0142098098	0.0011581312	0.0008467103
ASV_691	0.007272	0.009678584	0.017201210	0.000000000	0.002206267
ASV_1243	0.007075	0.013045288	0.005242603	0.002010523	0.008002899
ASV_413	0.006363	0.0003765287	0.0008681210	0.0004042952	0.0238035830
ASV_607	0.007004	0.0008136829	0.0054838501	0.0020241357	0.0196949350
ASV_798	0.006937	0.006399615	0.015470765	0.003618498	0.002260698
ASV_789	0.007078	0.003225231	0.008109925	0.006350657	0.010624373
ASV_795	0.007419	0.00000000	0.00000000	0.00000000	0.02967656
ASV_934	0.007295	0.014106981	0.013456924	0.001616094	0.000000000
ASV_598	0.007013	0.0003765287	0.0276761852	0.0000000000	0.0000000000
ASV_651	0.00665	0.006756544	0.005655801	0.012790584	0.001396326
ASV_890	0.006974	0.006319199	0.009089756	0.003989110	0.008496125
ASV_826	0.008179	0.001259859	0.002597525	0.001183020	0.027675530
ASV_700	0.007798	0.0000000000	0.0000000000	0.0004042952	0.0307876586
ASV_886	0.007631	0.010795698	0.003793477	0.005085279	0.010849821
ASV_911	0.007209	0.008332660	0.007118785	0.005742573	0.007640293
ASV_790	0.006805	0.004172170	0.005366089	0.003645740	0.014037431
ASV_913	0.006895	0.013302850	0.005152462	0.002848103	0.006277872
ASV_917	0.006687	0.001129586	0.006559952	0.009998545	0.009058913
ASV_556	0.006643	0.003396818	0.013742883	0.004531010	0.004901598
ASV_770	0.006468	0.001590838	0.002255637	0.003170672	0.018854121
ASV_871	0.006564	0.005547773	0.005168603	0.007949442	0.007590420
ASV_1197	0.007599	0.0137014631	0.0022263196	0.0004042952	0.0140655948
ASV_1003	0.007731	0.00000000	0.00000000	0.00000000	0.03092306
ASV_792	0.007202	0.0004068414	0.0019708677	0.0007974048	0.0256333862
ASV_339	0.007019	0.001722800	0.002899006	0.001598929	0.021853476
ASV_685	0.006255	0.003473481	0.012781443	0.006257523	0.002509132
ASV_815	0.00635	0.005009236	0.011898648	0.005605700	0.002886844
ASV_1256	0.006374	0.004387457	0.005674225	0.006421571	0.009012850
ASV_829	0.006254	0.011311429	0.003415728	0.010289459	0.000000000
ASV_698	0.006316	0.022256856	0.001777051	0.001229370	0.000000000
ASV_1139	0.006398	0.006518128	0.004590972	0.005963344	0.008518200
ASV_741	0.006339	0.009473885	0.010155959	0.003203909	0.002523205
ASV_1495	0.007609	0.00000000	0.00000000	0.00000000	0.03043638
ASV_545	0.00623	0.004706125	0.007606470	0.003973144	0.008634078
ASV_652	0.006025	0.004250262	0.012055402	0.001569492	0.006223006
ASV_868	0.006337	0.0013249947	0.0004393596	0.0020236885	0.0215604167
ASV_774	0.006343	0.007298854	0.007711953	0.004446017	0.005915846
ASV_877	0.006223	0.0147929975	0.0019919638	0.0008059511	0.0072995905
ASV_960	0.008826	0.00000000	0.00000000	0.00000000	0.03530551
ASV_803	0.006094	0.0058436290	0.0008752502	0.0097486701	0.0079101853
ASV_634	0.007358	0.01791028	0.00000000	0.00000000	0.01152136
ASV_1010	0.006438	0.008517733	0.004564852	0.002767250	0.009900252
ASV_866	0.006007	0.001270918	0.019194819	0.002021261	0.001539150
ASV_1049	0.006925	0.0035190307	0.0004103372	0.0000000000	0.0237710806
ASV_821	0.005931	0.008581765	0.006849975	0.003231508	0.005060078
ASV_1105	0.006206	0.0224601068	0.0011712894	0.0008059511	0.0003871557
ASV_1099	0.006062	0.004668621	0.004643190	0.008430021	0.006506362
ASV_872	0.006138	0.0020860851	0.0216769787	0.0004042952	0.0003839980
ASV_983	0.006739	0.00000000	0.00000000	0.00000000	0.02695659
ASV_1100	0.005849	0.006503521	0.005915983	0.003997048	0.006977794
ASV_773	0.005849	0.004562161	0.008792929	0.010042516	0.000000000
ASV_729	0.005636	0.007530574	0.009638422	0.000000000	0.005375972
ASV_1081	0.005694	0.001667033	0.001668888	0.002845464	0.016593976
ASV_1173	0.005862	0.005689181	0.009824496	0.002745074	0.005187985
ASV_725	0.006083	0.008862562	0.003326481	0.002834278	0.009308570
ASV_835	0.005757	0.003811170	0.006943992	0.004955106	0.007318593
ASV_875	0.005642	0.005491349	0.004184217	0.011493070	0.001400443
ASV_891	0.005585	0.006777517	0.008583391	0.001181701	0.005796339
ASV_1213	0.005731	0.004760535	0.006205282	0.006662191	0.005295052
ASV_810	0.006374	0.014301720	0.003543696	0.001199933	0.006452030
ASV_419	0.005166	0.000000000	0.000000000	0.001230922	0.019433831
ASV_881	0.005902	0.005264168	0.002176496	0.008164833	0.008003669
ASV_783	0.005848	0.005513259	0.003955124	0.007116555	0.006805225
ASV_1129	0.005811	0.003061705	0.003979395	0.006816468	0.009386449
ASV_706	0.005404	0.0046009674	0.0146962171	0.0019335376	0.0003871557
ASV_781	0.00558	0.010864043	0.006538494	0.002041940	0.002875468
ASV_967	0.006177	0.012300796	0.004483025	0.002034427	0.005888632
ASV_964	0.005852	0.012080074	0.004781442	0.001613647	0.004932627
ASV_1126	0.005516	0.007967870	0.006511957	0.003195899	0.004388459
ASV_1077	0.005688	0.000000000	0.007960553	0.006510113	0.008279439
ASV_870	0.006239	0.00000000	0.00000000	0.00000000	0.02495627
ASV_1204	0.005298	0.007793142	0.005311940	0.001164769	0.006923412
ASV_996	0.006792	0.0004153686	0.0008693097	0.0000000000	0.0258820190
ASV_1037	0.006205	0.0000000000	0.0000000000	0.0003931096	0.0244271797
ASV_921	0.0067	0.00000000	0.00000000	0.00000000	0.02680132
ASV_988	0.00523	0.007899967	0.002050009	0.009907072	0.001061725
ASV_855	0.005328	0.013399126	0.004285038	0.002398333	0.001230708
ASV_888	0.005942	0.0009131337	0.0008787192	0.0000000000	0.0219749817
ASV_1016	0.005245	0.00000000	0.02098177	0.00000000	0.00000000
ASV_645	0.005464	0.0024566187	0.0070446965	0.0007936578	0.0115603892
ASV_808	0.005004	0.001267234	0.005729269	0.010636923	0.002382702
ASV_1045	0.005491	0.001233562	0.008109431	0.005016388	0.007606582
ASV_1148	0.005685	0.010295197	0.004822948	0.001648383	0.005974491
ASV_1002	0.005661	0.000000000	0.001278458	0.000825075	0.020539824
ASV_1123	0.005389	0.007219344	0.004972811	0.001631026	0.007733159
ASV_1221	0.005214	0.004945020	0.005460282	0.003609024	0.006841447
ASV_887	0.00563	0.0003765287	0.0021964031	0.0007923382	0.0191550488
ASV_901	0.005087	0.005924420	0.010060997	0.001586424	0.002777118
ASV_1117	0.005071	0.005423793	0.004949049	0.001197953	0.008712261
ASV_1267	0.005296	0.006566883	0.006692815	0.002411499	0.005511236
ASV_918	0.005144	0.001281135	0.006138417	0.005660133	0.007495490
ASV_793	0.006425	0.0004977650	0.0003904298	0.0000000000	0.0248113355
ASV_924	0.004867	0.003618172	0.005035025	0.006208227	0.004607976
ASV_903	0.004992	0.0000000000	0.0004589725	0.0004207798	0.0190888433
ASV_908	0.005205	0.000000000	0.001308375	0.008507846	0.011001878
ASV_784	0.005164	0.004376630	0.004612166	0.006861710	0.004806184
ASV_830	0.00541	0.0009394299	0.0012111042	0.0007862192	0.0187036922
ASV_955	0.005114	0.002910813	0.008518493	0.003174754	0.005850897
ASV_777	0.005053	0.009040265	0.004758563	0.006414743	0.000000000
ASV_819	0.004861	0.011267188	0.001727227	0.006450275	0.000000000
ASV_800	0.005012	0.00000000	0.00183589	0.00000000	0.01821261
ASV_953	0.004898	0.002563940	0.003836758	0.008695820	0.004497434
ASV_1086	0.005856	0.00000000	0.00000000	0.00000000	0.02342278
ASV_1481	0.004631	0.000000000	0.000000000	0.018140385	0.000383998
ASV_905	0.004945	0.007061267	0.012718052	0.000000000	0.000000000
ASV_760	0.00519	0.015938641	0.001708509	0.001583997	0.001528539
ASV_752	0.004853	0.007661167	0.004012172	0.006800251	0.000939929
ASV_786	0.004966	0.0003765287	0.0157639300	0.0033385681	0.0003839980
ASV_1249	0.005021	0.003777930	0.003533775	0.006660678	0.006112241
ASV_1059	0.005756	0.0153783102	0.0004091486	0.0000000000	0.0072368263
ASV_1273	0.005273	0.00000000	0.00000000	0.00000000	0.02109025
ASV_568	0.004771	0.0004153686	0.0004589725	0.0000000000	0.0182079702
ASV_693	0.005015	0.0038572554	0.0003904298	0.0003893626	0.0154215740
ASV_746	0.00503	0.005088839	0.008376745	0.002399441	0.004253411
ASV_753	0.006018	0.00000000	0.00000000	0.00000000	0.02407115
ASV_801	0.004836	0.00000000	0.00000000	0.00000000	0.01934325
ASV_1032	0.004748	0.004998509	0.006970520	0.002774511	0.004248056
ASV_1374	0.004669	0.003376751	0.007196624	0.001604676	0.006498591
ASV_1326	0.004749	0.005076281	0.002153708	0.007809734	0.003954870
ASV_850	0.004614	0.002649989	0.002262860	0.013544444	0.000000000
ASV_928	0.005488	0.0000000000	0.0000000000	0.0004207798	0.0215322126
ASV_1195	0.004643	0.005495032	0.001705040	0.007819954	0.003550277
ASV_1151	0.004615	0.004210353	0.006771426	0.004700862	0.002779331
ASV_1366	0.004814	0.004379323	0.007028764	0.004861553	0.002988031
ASV_818	0.005065	0.0029387991	0.0044265775	0.0007890193	0.0121065307
ASV_986	0.004748	0.011243570	0.002621796	0.005127619	0.000000000
ASV_1189	0.006287	0.0000000	0.0000000	0.0000000	0.0251467
ASV_734	0.004805	0.006193889	0.005021317	0.003148423	0.004855358
ASV_1033	0.004847	0.004976597	0.006867702	0.002410624	0.005131132
ASV_823	0.005139	0.0004416649	0.0009298260	0.0008415596	0.0183413903
ASV_860	0.005026	0.0000000000	0.0000000000	0.0007936578	0.0193103390
ASV_854	0.005629	0.00000000	0.00167364	0.00000000	0.02084304
ASV_1172	0.004865	0.008318666	0.001640160	0.003526580	0.005973772
ASV_846	0.00459	0.004390483	0.004451720	0.003595180	0.005921824
ASV_954	0.004724	0.0008485063	0.0168729416	0.0004042952	0.0007711538
ASV_843	0.006441	0.00000000	0.00000000	0.00000000	0.02576261
ASV_948	0.004651	0.005939021	0.005159494	0.004712492	0.002792652
ASV_998	0.005208	0.00000000	0.00000000	0.00000000	0.02083369
ASV_1131	0.004862	0.005103391	0.006722129	0.001994038	0.005627248
ASV_922	0.005262	0.0012794450	0.0004393596	0.0032246770	0.0161025295
ASV_919	0.005901	0.0011754689	0.0004589725	0.0007974048	0.0211722115
ASV_1265	0.004514	0.003466523	0.002926839	0.005518266	0.006145145
ASV_1410	0.004841	0.007290823	0.003415434	0.002002585	0.006654095
ASV_1143	0.004613	0.002649989	0.005053527	0.003620997	0.007128839
ASV_968	0.005213	0.0143221546	0.0004649130	0.0003860437	0.0056808615
ASV_1063	0.004541	0.003487770	0.005926287	0.004897910	0.003850498
ASV_1376	0.004626	0.004703799	0.004184217	0.007202009	0.002412770
ASV_1027	0.004765	0.0013270179	0.0000000000	0.0004207798	0.0173130161
ASV_927	0.004626	0.002114899	0.003687497	0.001218185	0.011484689
ASV_1021	0.004268	0.002991519	0.004659810	0.008178237	0.001241126
ASV_848	0.004468	0.004704286	0.005083019	0.005456280	0.002629984
ASV_1149	0.004491	0.002952360	0.006882266	0.003972606	0.004158731
ASV_863	0.004337	0.009576170	0.004403404	0.001967920	0.001399484
ASV_799	0.005191	0.0009394299	0.0003904298	0.0004029756	0.0190319511
ASV_1116	0.004483	0.004084188	0.005754354	0.002778844	0.005315786
ASV_1302	0.004329	0.002972441	0.004802541	0.006051797	0.003487320
ASV_1026	0.00433	0.0059242928	0.0053360969	0.0051236597	0.0009367713
ASV_736	0.004372	0.00000000	0.00000000	0.00000000	0.01748693
ASV_833	0.004717	0.0024408282	0.0012274457	0.0004042952	0.0147959558
ASV_894	0.004303	0.00000000	0.00000000	0.00000000	0.01721236
ASV_1043	0.004158	0.0073275217	0.0037985236	0.0050468320	0.0004595546
ASV_1223	0.004188	0.004180656	0.005841438	0.002087414	0.004641202
ASV_963	0.004306	0.005600329	0.005578940	0.002428431	0.003615399
ASV_1171	0.00444	0.007013506	0.001258845	0.002805733	0.006682884
ASV_1102	0.004426	0.0093473798	0.0034438565	0.0008085905	0.0041042848
ASV_943	0.004233	0.009791574	0.003612217	0.001189195	0.002339413
ASV_970	0.003975	0.006777517	0.004130752	0.000000000	0.004991974
ASV_987	0.004361	0.0170548877	0.0000000000	0.0000000000	0.0003871557
ASV_1183	0.005146	0.0000000000	0.0008496968	0.0019913989	0.0177446651
ASV_574	0.003783	0.00000000	0.00000000	0.00000000	0.01513019
ASV_602	0.003836	0.00000000	0.00000000	0.00000000	0.01534521
ASV_676	0.003763	0.0000000000	0.0004589725	0.0000000000	0.0145919253
ASV_831	0.004256	0.007718808	0.004742322	0.002351164	0.002211093
ASV_974	0.004682	0.001311448	0.002267518	0.002008971	0.013138503
ASV_1225	0.00423	0.0079275426	0.0069791369	0.0015474939	0.0004668142
ASV_884	0.005034	0.00000000	0.00000000	0.00000000	0.02013786
ASV_1350	0.004837	0.0013425880	0.0008494022	0.0007960851	0.0163611945
ASV_1009	0.004235	0.0009046065	0.0099621263	0.0044536876	0.0016176562
ASV_1181	0.005349	0.000497765	0.000000000	0.000000000	0.020897839
ASV_1194	0.003942	0.001628193	0.008049087	0.004384721	0.001704767
ASV_1070	0.005645	0.00000000	0.00000000	0.00000000	0.02258126
ASV_1008	0.004045	0.008510645	0.001650169	0.002810963	0.003206943
ASV_898	0.00433	0.0000000000	0.0000000000	0.0004042952	0.0169142298
ASV_1334	0.003908	0.003461473	0.003274377	0.006744997	0.002152975
ASV_999	0.00484	0.0013270179	0.0004091486	0.0000000000	0.0176220105
ASV_938	0.004908	0.00000000	0.00000000	0.00000000	0.01963181
ASV_1082	0.003964	0.001324995	0.000000000	0.012787452	0.001742610
ASV_1241	0.004558	0.000000000	0.000464913	0.001230922	0.016536720
ASV_989	0.004257	0.009723769	0.001667699	0.001161450	0.004473571
ASV_1090	0.003906	0.007804431	0.002996376	0.002041940	0.002780275
ASV_1141	0.004088	0.004075661	0.003124143	0.005337831	0.003813213
ASV_1145	0.003716	0.0004416649	0.0026209018	0.0118006613	0.0000000000
ASV_1301	0.004062	0.005216276	0.003009051	0.001961801	0.006059409
ASV_1237	0.004178	0.0003765287	0.0004589725	0.0007974048	0.0150805665
ASV_1000	0.003963	0.002593410	0.003642428	0.004474562	0.005142995
ASV_961	0.003552	0.00000000	0.00000000	0.00000000	0.01420793
ASV_845	0.003791	0.007633992	0.002977658	0.003531489	0.001019587
ASV_1435	0.00374	0.0000000	0.0000000	0.0000000	0.0149592
ASV_1422	0.004007	0.004400106	0.002672009	0.004071819	0.004882198
ASV_1044	0.003854	0.001259859	0.005211687	0.003562211	0.005381697
ASV_1394	0.003861	0.004590241	0.001717818	0.004723912	0.004413466
ASV_985	0.003862	0.0057505640	0.0008740616	0.0055258430	0.0032975166
ASV_1127	0.00384	0.0008833298	0.0125346005	0.0007791533	0.0011614672
ASV_1234	0.003836	0.0049844237	0.0008206744	0.0052558380	0.0042827410
ASV_926	0.003746	0.0053997923	0.0091975290	0.0000000000	0.0003871557
ASV_1085	0.004165	0.00000000	0.00000000	0.00000000	0.01666036
ASV_1030	0.003578	0.003729515	0.002107354	0.005933888	0.002541075
ASV_1388	0.003693	0.002131311	0.003992559	0.005463009	0.003184883
ASV_1349	0.003922	0.0000000000	0.0000000000	0.0004207798	0.0152666875
ASV_906	0.004058	0.0009394299	0.0000000000	0.0000000000	0.0152924237
ASV_1300	0.003597	0.003091654	0.003670750	0.002357711	0.005268842
ASV_1174	0.003548	0.002649989	0.004513709	0.003931096	0.003097246
ASV_737	0.003616	0.0117808109	0.0022948623	0.0003893626	0.0000000000
ASV_851	0.003778	0.0003765287	0.0131930232	0.0000000000	0.0015423075
ASV_1046	0.003742	0.001757624	0.004029605	0.004594289	0.004585326
ASV_1297	0.003573	0.002153739	0.004279586	0.004846781	0.003011047
ASV_1222	0.003634	0.0003765287	0.0137752266	0.0000000000	0.0003839980
ASV_1138	0.003828	0.002654036	0.003428798	0.003660673	0.005567448
ASV_1147	0.003696	0.002404520	0.003452479	0.004034211	0.004891627
ASV_1104	0.003464	0.0008570335	0.0033795736	0.0052919283	0.0043288983
ASV_981	0.003627	0.003748684	0.010758914	0.000000000	0.000000000
ASV_1103	0.003637	0.009140189	0.002516599	0.002890118	0.000000000
ASV_1058	0.003458	0.01383261	0.00000000	0.00000000	0.00000000
ASV_548	0.003752	0.006444162	0.001337692	0.002431070	0.004795587
ASV_949	0.003745	0.003486972	0.000464913	0.003552864	0.007473717
ASV_902	0.003914	0.0004416649	0.0049116116	0.0004042952	0.0098987929
ASV_1411	0.003718	0.006919868	0.001797947	0.002837578	0.003314971
ASV_1165	0.003354	0.0038594635	0.0025106585	0.0062003601	0.0008467103
ASV_1114	0.003585	0.003939682	0.002157777	0.004309425	0.003934050
ASV_1255	0.00383	0.007786291	0.001673640	0.001578039	0.004283269
ASV_1072	0.003437	0.003337092	0.001688795	0.004717039	0.004006689
ASV_1353	0.003569	0.002906096	0.005607069	0.002846336	0.002917606
ASV_910	0.003748	0.002208325	0.005672553	0.001582304	0.005530374
ASV_969	0.003798	0.0007833702	0.0013947390	0.0007903390	0.0122234800
ASV_977	0.003672	0.002125131	0.004798292	0.000000000	0.007764951
ASV_1041	0.003294	0.0008833298	0.0016413489	0.0000000000	0.0106501710
ASV_991	0.003428	0.007264379	0.002504715	0.001183020	0.002759248
ASV_1168	0.003469	0.003949051	0.003076405	0.004005433	0.002845222
ASV_1075	0.0034	0.0054628356	0.0052238845	0.0008237554	0.0020887654
ASV_861	0.003454	0.0007530574	0.0043623762	0.0011966334	0.0075047011
ASV_980	0.003572	0.002058799	0.002231366	0.005741753	0.004256569
ASV_1340	0.003396	0.002481543	0.006331985	0.003618051	0.001151994
ASV_984	0.003535	0.0041333302	0.0048845616	0.0004207798	0.0047020463
ASV_1023	0.003575	0.003256386	0.003093838	0.004342842	0.003605542
ASV_1025	0.0033	0.005647972	0.003515081	0.002807480	0.001227551
ASV_1066	0.003578	0.0004068414	0.0009298260	0.0035042635	0.0094700029
ASV_1178	0.003454	0.0004224115	0.0055444581	0.0044092523	0.0034415935
ASV_941	0.003597	0.01438748	0.00000000	0.00000000	0.00000000
ASV_1156	0.003351	0.008525155	0.001240127	0.003636907	0.000000000
ASV_1109	0.00403	0.0000000000	0.0000000000	0.0003931096	0.0157261565
ASV_1239	0.004776	0.00000000	0.00000000	0.00000000	0.01910452
ASV_292	0.003437	0.0074790561	0.0045213630	0.0008138894	0.0009336284
ASV_355	0.003265	0.0052013577	0.0022067067	0.0048038906	0.0008467103
ASV_839	0.003421	0.004517235	0.003929665	0.001234669	0.004003323
ASV_945	0.003844	0.0000000000	0.0000000000	0.0007824722	0.0145948379
ASV_840	0.00417	0.008548300	0.000000000	0.000000000	0.008132726
ASV_896	0.003316	0.004250883	0.003999394	0.003161588	0.001852738
ASV_1015	0.003763	0.0004416649	0.0000000000	0.0003860437	0.0142224093
ASV_936	0.004048	0.0013249947	0.0000000000	0.0003893626	0.0144757370
ASV_1029	0.003563	0.004423870	0.001666805	0.001214438	0.006948047
ASV_1097	0.00312	0.004894873	0.004130752	0.000000000	0.003455982
ASV_1472	0.00324	0.003370247	0.004806707	0.002013822	0.002769858
ASV_1433	0.003335	0.0000000000	0.0017284160	0.0003893626	0.0112216329
ASV_1210	0.003472	0.0000000000	0.0004091486	0.0000000000	0.0134774295
ASV_1310	0.003115	0.0000000000	0.0009179449	0.0115416322	0.0000000000
ASV_489	0.003547	0.0000000000	0.0021559888	0.0007936578	0.0112370887
ASV_920	0.003347	0.001225035	0.000000000	0.000000000	0.012161322
ASV_1150	0.003257	0.002576150	0.001561719	0.004330104	0.004559239
ASV_1306	0.003169	0.0008181936	0.0086877148	0.0007862192	0.0023856522
ASV_1080	0.003088	0.0023968205	0.0049514265	0.0007787252	0.0042239784
ASV_1135	0.003457	0.000000000	0.003426226	0.000000000	0.010401166
ASV_1409	0.003797	0.009089212	0.000000000	0.000000000	0.006099545
ASV_1380	0.003346	0.00000000	0.01338363	0.00000000	0.00000000
ASV_1188	0.003706	0.00000000	0.00000000	0.00000000	0.01482292
ASV_1112	0.004252	0.0004068414	0.0017237584	0.0000000000	0.0148764680
ASV_1432	0.003249	0.0007918973	0.0122047067	0.0000000000	0.0000000000
ASV_679	0.002987	0.001220524	0.001285587	0.002006544	0.007436322
ASV_933	0.003013	0.002182028	0.005127203	0.001647511	0.003097246
ASV_876	0.003068	0.0026712661	0.0013330340	0.0077166705	0.0005527733
ASV_1293	0.00353	0.0004068414	0.0012784582	0.0012144376	0.0112196352
ASV_929	0.003602	0.0008292529	0.0008553428	0.0003893626	0.0123339449
ASV_1013	0.003048	0.0047531289	0.0046878436	0.0019754139	0.0007743114
ASV_849	0.003008	0.002635701	0.006325967	0.000000000	0.003071984
ASV_1073	0.002926	0.0048440254	0.0009179449	0.0050931311	0.0008508122
ASV_1463	0.00313	0.002615166	0.004318109	0.002032074	0.003553418
ASV_1064	0.003007	0.0000000000	0.0115681214	0.0000000000	0.0004595546
ASV_1415	0.003106	0.007068662	0.002510659	0.001611294	0.001233866
ASV_730	0.003113	0.0000000000	0.0004393596	0.0007923382	0.0112212009
ASV_1092	0.00279	0.0025016449	0.0000000000	0.0081069187	0.0005527733
ASV_904	0.003115	0.002103345	0.004296919	0.002456974	0.003604276
ASV_1459	0.003054	0.004613532	0.005773779	0.000000000	0.001829721
ASV_1278	0.002928	0.0075484265	0.0024289461	0.0007974048	0.0009367713
ASV_1055	0.002934	0.008053701	0.000898332	0.002782182	0.000000000
ASV_1192	0.003462	0.002602446	0.002096755	0.001229370	0.007919281
ASV_1393	0.002994	0.0008640764	0.0053924639	0.0051655638	0.0005527733
ASV_1056	0.002887	0.0054857815	0.0029078260	0.0023853809	0.0007679961
ASV_452	0.002874	0.001493295	0.005656404	0.004346577	0.000000000
ASV_1042	0.002929	0.0011754689	0.0004393596	0.0015657453	0.0085353597
ASV_1078	0.003163	0.0097688241	0.0008485082	0.0000000000	0.0020331815
ASV_931	0.002688	0.003388758	0.002753835	0.000000000	0.004611134
ASV_1047	0.002957	0.0034288488	0.0065156985	0.0012069989	0.0006777272
ASV_950	0.002987	0.001750914	0.002125778	0.002473905	0.005596695
ASV_1342	0.002833	0.001590838	0.004291970	0.002767017	0.002683691
ASV_1186	0.003861	0.00000000	0.00000000	0.00000000	0.01544589
ASV_1486	0.0037	0.00000000	0.00000000	0.00000000	0.01480133
ASV_942	0.002686	0.0029170135	0.0069574164	0.0004029756	0.0004668142
ASV_1004	0.003221	0.0000000000	0.0000000000	0.0003893626	0.0124934402
ASV_1035	0.002919	0.002080075	0.002134096	0.001165197	0.006298384
ASV_1458	0.002787	0.0047902240	0.0053822605	0.0004207798	0.0005527733
ASV_1140	0.002839	0.002627407	0.004299099	0.001597163	0.002830702
ASV_1074	0.002728	0.0068442359	0.0004589725	0.0036105569	0.0000000000
ASV_1031	0.002714	0.0091381101	0.0008752502	0.0008415596	0.0000000000
ASV_1051	0.003325	0.000000000	0.003911338	0.000000000	0.009388967
ASV_1088	0.002717	0.0054966560	0.0045292674	0.0000000000	0.0008435526
ASV_1321	0.00269	0.004618346	0.002859191	0.001976734	0.001306265
ASV_1329	0.002906	0.002958894	0.005195951	0.001175063	0.002292226
ASV_1230	0.00277	0.00000000	0.01108084	0.00000000	0.00000000
ASV_1160	0.002562	0.0000000000	0.0000000000	0.0004042952	0.0098445106
ASV_1491	0.002467	0.0000000000	0.0000000000	0.0004042952	0.0094634423
ASV_946	0.002617	0.00000000	0.00000000	0.00000000	0.01046909
ASV_962	0.00266	0.0053538545	0.0020572351	0.0007862192	0.0024435467
ASV_1134	0.00247	0.001270918	0.001285587	0.005404612	0.001919990
ASV_1244	0.002693	0.006429582	0.002553548	0.000000000	0.001790741
ASV_1271	0.002967	0.00000000	0.00000000	0.00000000	0.01186921
ASV_1170	0.002803	0.001272402	0.001264491	0.004460949	0.004215905
ASV_1125	0.002667	0.0039749841	0.0004589725	0.0027540839	0.0034810189
ASV_1132	0.002979	0.0011947223	0.0017493118	0.0007923382	0.0081812444
ASV_1351	0.002555	0.003379292	0.000000000	0.005441457	0.001399484
ASV_1164	0.00295	0.002779783	0.002982604	0.001592615	0.004445952
ASV_1344	0.002457	0.0000000000	0.0000000000	0.0094426328	0.0003871557
ASV_542	0.002598	0.003895792	0.002994793	0.001213118	0.002289276
ASV_669	0.002606	0.0000000000	0.0004393596	0.0000000000	0.0099858615
ASV_912	0.002564	0.004984424	0.005272315	0.000000000	0.000000000
ASV_1431	0.00285	0.0000000000	0.0008681210	0.0004042952	0.0101273246
ASV_916	0.002641	0.0004153686	0.0056635328	0.0020171413	0.0024684684
ASV_1014	0.002556	0.0062560562	0.0030265873	0.0003893626	0.0005527733
ASV_889	0.00254	0.002483685	0.001719006	0.004853615	0.001105547
ASV_1155	0.002572	0.0046286904	0.0048039331	0.0000000000	0.0008539699
ASV_1028	0.002445	0.0004068414	0.0032731885	0.0035675098	0.0025306579
ASV_1212	0.002589	0.004120787	0.001669183	0.001190514	0.003377160
ASV_1050	0.002649	0.000000000	0.003904298	0.002820829	0.003869413
ASV_1124	0.002578	0.0060666427	0.0013330340	0.0004042952	0.0025091320
ASV_1253	0.002505	0.0007530574	0.0033290663	0.0020682905	0.0038700630
ASV_1094	0.002576	0.0051575892	0.0023425787	0.0023361757	0.0004668142
ASV_990	0.003051	0.007461846	0.000000000	0.000000000	0.004744090
ASV_1118	0.002579	0.000000000	0.002753835	0.000000000	0.007563489
ASV_1219	0.002934	0.003618426	0.001264491	0.001262339	0.005590493
ASV_1493	0.002757	0.00000000	0.00000000	0.00000000	0.01102931
ASV_813	0.002478	0.0066356779	0.0008983320	0.0007754064	0.0016040960
ASV_952	0.002522	0.005181247	0.001779523	0.001561626	0.001565101
ASV_909	0.002513	0.0086217011	0.0008787192	0.0000000000	0.0005527733
ASV_1314	0.002308	0.000000000	0.000000000	0.000000000	0.009231841
ASV_951	0.00245	0.0043903527	0.0004393596	0.0049695943	0.0000000000
ASV_885	0.0024	0.000000000	0.003982469	0.005617462	0.000000000
ASV_1466	0.002374	0.0044007004	0.0031539686	0.0004042952	0.0015359921
ASV_1299	0.002437	0.0025393035	0.0008553428	0.0032029620	0.0031505054
ASV_1007	0.002461	0.0047300648	0.0029636877	0.0015963616	0.0005527733
ASV_1153	0.002494	0.0032160952	0.0017047450	0.0007787252	0.0042761354
ASV_1232	0.003018	0.00000000	0.00000000	0.00000000	0.01207191
ASV_1093	0.00246	0.004062679	0.002544433	0.001572811	0.001658320
ASV_1470	0.00242	0.001682603	0.002623373	0.002739151	0.002633350
ASV_1474	0.002451	0.0022591722	0.0063829197	0.0003931096	0.0007679961
ASV_1208	0.002442	0.000000000	0.000000000	0.000000000	0.009766759
ASV_1377	0.002461	0.0004224115	0.0090308322	0.0003893626	0.0000000000
ASV_1418	0.002306	0.0039594867	0.0035541024	0.0003931096	0.0013176264
ASV_1270	0.002504	0.003091654	0.000000000	0.000000000	0.006925019
ASV_1071	0.00224	0.0035962164	0.0000000000	0.0044282124	0.0009367713
ASV_1327	0.002351	0.002595913	0.002979135	0.001594810	0.002232634
ASV_1054	0.002353	0.003551600	0.001752781	0.001245855	0.002859919
