OTUID	All	HMAT	LMAT	MD	NC
ASV_561	0.03236	0.03236841	0.02980678	0.02173322	0.04553044
ASV_1254	0.030369	0.04950491	0.01891863	0.04285080	0.01019993
ASV_405	0.032369	0.03661152	0.04354620	0.02189253	0.02742483
ASV_372	0.031453	0.04008219	0.03221077	0.02876338	0.02475461
ASV_294	0.032398	0.081345849	0.009993999	0.001186767	0.037064936
ASV_361	0.031857	0.02350380	0.04889858	0.02084167	0.03418485
ASV_1215	0.03013	0.02604598	0.05855893	0.02504660	0.01086876
ASV_382	0.031318	0.01191744	0.03701417	0.02996103	0.04638022
ASV_313	0.028158	0.0417542799	0.0017166292	0.0683923144	0.0007679961
ASV_469	0.033019	0.0000000000	0.0004393596	0.0008068235	0.1308290715
ASV_273	0.028524	0.024289005	0.006875136	0.076988617	0.005944230
ASV_343	0.029841	0.03622185	0.02089557	0.05165866	0.01058813
ASV_442	0.030363	0.0008640764	0.1113239444	0.0051208712	0.0041437140
ASV_437	0.033856	0.073909573	0.013429666	0.004330324	0.043752558
ASV_264	0.029504	0.01456656	0.02771783	0.04151724	0.03421616
ASV_309	0.029765	0.01877396	0.01731702	0.02907571	0.05389433
ASV_327	0.029842	0.059929491	0.038727685	0.015419164	0.005292647
ASV_377	0.029027	0.03912150	0.05110149	0.02588544	0.00000000
ASV_376	0.028406	0.02666657	0.01703088	0.05480909	0.01511910
ASV_397	0.030431	0.007156050	0.035022209	0.005194843	0.074349455
ASV_507	0.028208	0.02763024	0.03605238	0.01742418	0.03172487
ASV_418	0.028813	0.03555630	0.02418298	0.03508133	0.02043330
ASV_1434	0.02937	0.0004153686	0.0008182971	0.0020230281	0.1142213744
ASV_454	0.030382	0.001687977	0.003515470	0.001176383	0.115148484
ASV_394	0.028669	0.003297368	0.008543622	0.007227538	0.095609069
ASV_464	0.029127	0.02722080	0.02265529	0.01627069	0.05036220
ASV_488	0.030578	0.04958016	0.01254867	0.01395797	0.04622429
ASV_408	0.026935	0.02295303	0.03488104	0.02604773	0.02385957
ASV_334	0.026229	0.032588925	0.015236991	0.053000892	0.004090951
ASV_448	0.026032	0.022002809	0.010064155	0.065990457	0.006070768
ASV_381	0.026991	0.010240397	0.044075452	0.048083769	0.005563375
ASV_477	0.026932	0.02611179	0.01531202	0.04577042	0.02053522
ASV_449	0.024815	0.0008448229	0.0765729190	0.0212911398	0.0005527733
ASV_467	0.026528	0.01731908	0.03920212	0.02148562	0.02810340
ASV_438	0.026303	0.018509255	0.032419637	0.046993729	0.007290215
ASV_429	0.025507	0.019342221	0.010480030	0.068716156	0.003488041
ASV_374	0.028822	0.0038875681	0.0004393596	0.0000000000	0.1109598035
ASV_323	0.025742	0.02574231	0.03041676	0.02512173	0.02168773
ASV_344	0.02553	0.028337903	0.021555820	0.046723794	0.005502294
ASV_371	0.025711	0.0235801185	0.0508773618	0.0276168721	0.0007711538
ASV_612	0.027062	0.03086455	0.02270300	0.01854354	0.03613769
ASV_421	0.025591	0.01285580	0.01497385	0.03967533	0.03486092
ASV_512	0.025565	0.02407799	0.04174914	0.01458162	0.02185181
ASV_456	0.026701	0.02150622	0.03375883	0.01512112	0.03641982
ASV_385	0.024547	0.026371754	0.015752058	0.052638845	0.003424139
ASV_411	0.026023	0.01656270	0.02648740	0.01951132	0.04152874
ASV_491	0.02831	0.0000000000	0.0000000000	0.0004207798	0.1128190757
ASV_626	0.025667	0.02167967	0.02821180	0.01708354	0.03569127
ASV_391	0.024741	0.044699604	0.023246937	0.027279546	0.003736683
ASV_479	0.025849	0.02035100	0.03806490	0.01671552	0.02826335
ASV_386	0.025229	0.03218305	0.03273955	0.00477688	0.03121547
ASV_416	0.024337	0.0004416649	0.0012887618	0.0007787252	0.0948389406
ASV_307	0.024588	0.01451669	0.02081600	0.03531381	0.02770504
ASV_430	0.024758	0.006134036	0.015679041	0.009990848	0.067228851
ASV_427	0.024228	0.03105884	0.02372462	0.01536461	0.02676208
ASV_450	0.023294	0.014781009	0.018682368	0.057755221	0.001956359
ASV_796	0.02419	0.01725588	0.02305838	0.01017034	0.04627619
ASV_487	0.022765	0.01154770	0.00927495	0.03931226	0.03092649
ASV_446	0.022108	0.033832505	0.032129382	0.014330901	0.008138924
ASV_502	0.025433	0.005989459	0.006694174	0.011848929	0.077200523
ASV_342	0.023738	0.01059709	0.03126819	0.01787532	0.03521025
ASV_444	0.023593	0.03162954	0.03235839	0.01597753	0.01440466
ASV_484	0.021947	0.028270218	0.009021608	0.049337573	0.001158309
ASV_417	0.024272	0.009110933	0.019854472	0.008408380	0.059715491
ASV_513	0.022214	0.020527508	0.012883925	0.052554249	0.002889028
ASV_499	0.021509	0.004948335	0.055528291	0.001226731	0.024333159
ASV_466	0.024878	0.004680832	0.008267996	0.010003492	0.076558698
ASV_539	0.026406	0.0004068414	0.0060436345	0.0003931096	0.0987816285
ASV_439	0.02302	0.005627120	0.014781098	0.006790612	0.064880181
ASV_495	0.02167	0.014530799	0.015260451	0.048204583	0.008683286
ASV_765	0.022398	0.00000000	0.00000000	0.00000000	0.08959105
ASV_617	0.022511	0.01773795	0.02633657	0.02633385	0.01963364
ASV_481	0.022101	0.0450952646	0.0285070948	0.0144145051	0.0003871557
ASV_644	0.022162	0.02109183	0.01670872	0.02856662	0.02228169
ASV_440	0.022675	0.01753589	0.02195750	0.01038374	0.04082470
ASV_837	0.021467	0.01405995	0.02469494	0.03402571	0.01308750
ASV_589	0.022724	0.01800123	0.02170868	0.02431594	0.02686979
ASV_370	0.021871	0.040773185	0.004974079	0.009295776	0.032442424
ASV_628	0.021838	0.02159383	0.02444461	0.01507898	0.02623416
ASV_525	0.02478	0.0083251908	0.0012310116	0.0007960851	0.0887678017
ASV_152	0.022199	0.007747437	0.004773722	0.000825075	0.075449182
ASV_494	0.022302	0.02748704	0.02228685	0.01596059	0.02347238
ASV_608	0.020503	0.0008485063	0.0071052102	0.0012168649	0.0728422402
ASV_648	0.02161	0.009190573	0.032062826	0.044165393	0.001019587
ASV_412	0.022315	0.006690927	0.018989500	0.010997790	0.052582141
ASV_414	0.021238	0.022324026	0.021757062	0.008887539	0.031984830
ASV_516	0.021646	0.01990303	0.01219539	0.03323750	0.02124861
ASV_569	0.021598	0.01904788	0.04229216	0.01020293	0.01484922
ASV_555	0.020851	0.024234418	0.008530348	0.044426737	0.006213888
ASV_221	0.020933	0.003408881	0.002578113	0.001958427	0.075787615
ASV_546	0.021191	0.02010427	0.01843218	0.02937058	0.01685748
ASV_606	0.02063	0.0250421485	0.0004091486	0.0561504958	0.0009191092
ASV_517	0.020737	0.021459295	0.016769418	0.041145605	0.003574015
ASV_509	0.021423	0.013180454	0.008537771	0.012488730	0.051483071
ASV_501	0.01915	0.0000000000	0.0757923081	0.0008059511	0.0000000000
ASV_526	0.022182	0.0004068414	0.0000000000	0.0003893626	0.0879333428
ASV_577	0.022467	0.009147047	0.018387299	0.003175292	0.059156840
ASV_455	0.02112	0.02649985	0.02315592	0.01138051	0.02344373
ASV_893	0.022387	0.0000000000	0.0109809638	0.0003860437	0.0781793373
ASV_462	0.020541	0.01590433	0.02547092	0.02524832	0.01553860
ASV_492	0.023597	0.00000000	0.00000000	0.00000000	0.09438708
ASV_311	0.021247	0.0239440297	0.0319176417	0.0007791533	0.0283476193
ASV_475	0.020801	0.010529383	0.007414514	0.017304901	0.047957086
ASV_496	0.022186	0.0016211503	0.0013828579	0.0004207798	0.0853176841
ASV_399	0.020777	0.01305723	0.01257342	0.03511396	0.02236171
ASV_814	0.020159	0.01219213	0.04168269	0.01865158	0.00811096
ASV_485	0.020753	0.02096559	0.02146787	0.01918413	0.02139487
ASV_519	0.020681	0.01970320	0.01802559	0.01877448	0.02621934
ASV_336	0.019822	0.052845027	0.008551846	0.007148990	0.010740139
ASV_348	0.018378	0.029482037	0.003555385	0.038218331	0.002257541
ASV_592	0.020298	0.01147145	0.02353594	0.01682092	0.02936342
ASV_538	0.020374	0.006930373	0.033522235	0.012357585	0.028684759
ASV_392	0.019118	0.026764319	0.006185769	0.007064385	0.036457798
ASV_563	0.024014	0.0000000000	0.0000000000	0.0004042952	0.0956513888
ASV_1294	0.020949	0.012463679	0.009946485	0.012985224	0.048402260
ASV_511	0.019173	0.0142853041	0.0568126494	0.0007890193	0.0048039839
ASV_476	0.019114	0.017067804	0.022340301	0.008306026	0.028743129
ASV_802	0.021785	0.0009131337	0.0013632451	0.0003893626	0.0844740465
ASV_534	0.019303	0.024316112	0.028454066	0.008840136	0.015601585
ASV_637	0.018177	0.01068064	0.01005258	0.01501324	0.03696262
ASV_529	0.01892	0.02273337	0.02226878	0.01214279	0.01853529
ASV_643	0.01768	0.01435647	0.01313462	0.03291780	0.01031030
ASV_768	0.018317	0.02690117	0.01732150	0.01343764	0.01560809
ASV_527	0.020479	0.007281200	0.006355948	0.003937442	0.064339583
ASV_528	0.018967	0.009285676	0.057281537	0.007681609	0.001618808
ASV_662	0.019146	0.01864536	0.01617454	0.01430159	0.02746444
ASV_600	0.019216	0.009296366	0.041969809	0.001589296	0.024008894
ASV_1011	0.016746	0.007455425	0.005786924	0.050792590	0.002949051
ASV_401	0.018481	0.007674186	0.012059887	0.010934441	0.043255361
ASV_447	0.018073	0.026935566	0.023273365	0.012995767	0.009088408
ASV_478	0.018268	0.008979845	0.008323252	0.037487876	0.018280720
ASV_1275	0.017451	0.000000000	0.000000000	0.002018837	0.067784388
ASV_459	0.018117	0.004526419	0.006432900	0.002787696	0.058722491
ASV_621	0.016929	0.0004416649	0.0000000000	0.0004207798	0.0668524736
ASV_566	0.01798	0.003358678	0.012033512	0.029481018	0.027045204
ASV_498	0.017249	0.031097766	0.016234800	0.020433961	0.001227551
ASV_625	0.021777	0.0004068414	0.0000000000	0.0000000000	0.0867023204
ASV_610	0.021007	0.0000000000	0.0000000000	0.0007936578	0.0832355893
ASV_325	0.017593	0.0305117248	0.0132110071	0.0003860437	0.0262618065
ASV_388	0.017228	0.022731918	0.015470639	0.023098459	0.007611032
ASV_486	0.017766	0.009838754	0.006127235	0.012678311	0.042419480
ASV_458	0.017141	0.018526057	0.006123794	0.030540327	0.013372705
ASV_461	0.017482	0.007600304	0.017608969	0.002006332	0.042711724
ASV_689	0.017032	0.004400600	0.054195146	0.005646986	0.003885822
ASV_713	0.017322	0.01137892	0.01665620	0.01621694	0.02503427
ASV_504	0.017861	0.0008307373	0.0071885867	0.0012131180	0.0622107731
ASV_603	0.02021	0.001296705	0.000000000	0.000000000	0.079543354
ASV_398	0.019974	0.05075278	0.00000000	0.00000000	0.02914227
ASV_557	0.016567	0.033122499	0.015603494	0.016381037	0.001161467
ASV_547	0.016026	0.03215272	0.01800311	0.01394894	0.00000000
ASV_571	0.01698	0.025517920	0.016041759	0.007616205	0.018743200
ASV_241	0.016108	0.002467124	0.010376824	0.045697973	0.005889450
ASV_536	0.017621	0.002472189	0.010206740	0.003541085	0.054265367
ASV_764	0.016401	0.018914289	0.024502740	0.016055401	0.006133458
ASV_540	0.018112	0.0004153686	0.0000000000	0.0000000000	0.0720307117
ASV_506	0.017287	0.009361742	0.004906822	0.015811138	0.039067064
ASV_675	0.018162	0.0000000000	0.0000000000	0.0004042952	0.0722433621
ASV_523	0.015721	0.017242523	0.026349052	0.007570889	0.011720053
ASV_524	0.018404	0.0011987388	0.0015804379	0.0004207798	0.0704166210
ASV_460	0.015873	0.01716848	0.01776389	0.02400690	0.00455145
ASV_549	0.017214	0.008245893	0.006157252	0.008240029	0.046213231
ASV_627	0.020451	0.0009955301	0.0004393596	0.0000000000	0.0803675760
ASV_642	0.018845	0.0000000000	0.0000000000	0.0008072708	0.0745745702
ASV_869	0.017938	0.0000000000	0.0000000000	0.0008085905	0.0709423039
ASV_463	0.015493	0.023541552	0.018129567	0.013054355	0.007245751
ASV_971	0.016253	0.01823468	0.01390467	0.01038132	0.02249294
ASV_576	0.016553	0.012131380	0.004044569	0.024025055	0.026012657
ASV_520	0.015755	0.015825757	0.023869790	0.014992374	0.008331952
ASV_562	0.015676	0.003072401	0.028088541	0.030602666	0.000939929
ASV_641	0.016884	0.039803446	0.008983774	0.002768624	0.015979527
ASV_565	0.016416	0.001324995	0.015482647	0.003988076	0.044868211
ASV_656	0.015402	0.0000000000	0.0217815764	0.0391481970	0.0006777272
ASV_707	0.017178	0.0229402785	0.0000000000	0.0004207798	0.0453500335
ASV_535	0.015726	0.011040534	0.006430626	0.004345147	0.041087318
ASV_696	0.015367	0.01215601	0.02089599	0.01357338	0.01484343
ASV_579	0.015616	0.009608638	0.010041842	0.027146412	0.015667464
ASV_717	0.01571	0.01155471	0.01814068	0.01327628	0.01986950
ASV_966	0.015218	0.01545880	0.01181755	0.01671650	0.01687842
ASV_533	0.015859	0.000000000	0.045396217	0.004632525	0.013405391
ASV_618	0.017183	0.014564627	0.012103323	0.008462487	0.033600765
ASV_572	0.015107	0.008116315	0.019357341	0.017695463	0.015258787
ASV_661	0.0147	0.007876638	0.013517355	0.016433044	0.020974299
ASV_567	0.014149	0.002792603	0.017056504	0.022405790	0.014343047
ASV_473	0.014984	0.013364494	0.007232765	0.015210985	0.024129150
ASV_559	0.01546	0.019262068	0.020623438	0.008916012	0.013038007
ASV_646	0.013747	0.0013114479	0.0000000000	0.0532905420	0.0003871557
ASV_480	0.015527	0.009573244	0.006031875	0.010229955	0.036271296
ASV_659	0.014858	0.000497765	0.052683681	0.003167853	0.003081457
ASV_521	0.014472	0.026329355	0.004747965	0.021790114	0.005021407
ASV_630	0.014112	0.005336538	0.003324104	0.019508846	0.028278390
ASV_584	0.014767	0.016177431	0.020669316	0.009244646	0.012977689
ASV_531	0.017351	0.0004224115	0.0004649130	0.0003931096	0.0681224378
ASV_543	0.01483	0.01538513	0.01121088	0.01725163	0.01547393
ASV_1476	0.014133	0.007570071	0.005954704	0.039101228	0.003904514
ASV_657	0.018187	0.0000000000	0.0004103372	0.0007862192	0.0715526172
ASV_680	0.015352	0.0401566824	0.0204442915	0.0004207798	0.0003871557
ASV_711	0.016972	0.0000000000	0.0000000000	0.0004207798	0.0674684179
ASV_1001	0.014883	0.017867157	0.031908720	0.008430704	0.001327085
ASV_335	0.015862	0.0007989402	0.0013180788	0.0008250750	0.0605076792
ASV_483	0.013834	0.003840201	0.010438159	0.039610067	0.001448881
ASV_992	0.014089	0.008918026	0.011026461	0.019485144	0.016927994
ASV_639	0.013989	0.01607891	0.01110798	0.01687763	0.01189291
ASV_554	0.015171	0.0000000000	0.0000000000	0.0004042952	0.0602784088
ASV_674	0.014801	0.0000000000	0.0003904298	0.0231766204	0.0356380936
ASV_551	0.013996	0.009563073	0.011229792	0.035191455	0.000000000
ASV_390	0.01342	0.010598330	0.003472681	0.037005532	0.002604033
ASV_474	0.014013	0.006802191	0.018102541	0.023626388	0.007521625
ASV_629	0.01346	0.010722923	0.010008493	0.030772899	0.002337214
ASV_838	0.013737	0.010912076	0.012548665	0.024952054	0.006536416
ASV_599	0.015115	0.0000000000	0.0004393596	0.0000000000	0.0600215313
ASV_647	0.01377	0.004285085	0.023719948	0.021412951	0.005660154
ASV_106	0.013702	0.011329962	0.038041037	0.002340779	0.003097246
ASV_508	0.014113	0.005399214	0.002821753	0.011095689	0.037134898
ASV_522	0.015089	0.0012516644	0.0025476072	0.0008085905	0.0557484418
ASV_745	0.015484	0.00000000	0.00000000	0.00000000	0.06193411
ASV_865	0.013869	0.027627528	0.015350306	0.004380506	0.008116841
ASV_635	0.013411	0.00176666	0.02582690	0.01248238	0.01356775
ASV_396	0.01502	0.002049763	0.001190008	0.017165044	0.039673256
ASV_515	0.013173	0.016055967	0.012596022	0.020264154	0.003776194
ASV_844	0.013272	0.029822716	0.010459741	0.005616516	0.007190823
ASV_594	0.013724	0.011162718	0.012824383	0.006419608	0.024491072
ASV_750	0.013053	0.000000000	0.000000000	0.001572383	0.050639137
ASV_500	0.013217	0.009138480	0.019336889	0.001197953	0.023194849
ASV_620	0.013208	0.013308287	0.023648731	0.008463175	0.007411788
ASV_671	0.01317	0.0521287565	0.0000000000	0.0000000000	0.0005527733
ASV_690	0.013644	0.00000000	0.00000000	0.00000000	0.05457594
ASV_532	0.013632	0.0036568419	0.0008494022	0.0004042952	0.0496157401
ASV_609	0.012491	0.007466476	0.001376917	0.037936103	0.003183924
ASV_733	0.012636	0.009793444	0.029013702	0.006744035	0.004993995
ASV_709	0.013784	0.0000000000	0.0004649130	0.0004042952	0.0542687013
ASV_587	0.01414	0.002991519	0.009497095	0.011207524	0.032861901
ASV_537	0.0133	0.036282156	0.003741670	0.001185448	0.011992042
ASV_1448	0.012572	0.007135682	0.015425097	0.018522078	0.009203612
ASV_560	0.01432	0.0026499894	0.0004091486	0.0000000000	0.0542196022
ASV_653	0.013617	0.008563410	0.012229331	0.005615121	0.028060148
ASV_687	0.012968	0.008749126	0.011357644	0.015277319	0.016487417
ASV_595	0.011769	0.01587934	0.01737241	0.00000000	0.01382393
ASV_779	0.015769	0.002036519	0.004244623	0.003966506	0.052829207
ASV_1180	0.011776	0.00000000	0.01157428	0.03344497	0.00208447
ASV_575	0.011571	0.005514934	0.021796403	0.017102297	0.001870400
ASV_649	0.012288	0.021296826	0.004266714	0.016627721	0.006960104
ASV_797	0.012003	0.004698516	0.015060585	0.010455693	0.017798551
ASV_785	0.01175	0.0000000000	0.0003904298	0.0299670583	0.0166415733
ASV_997	0.012685	0.0008570335	0.0148412148	0.0055097865	0.0295330405
ASV_650	0.012268	0.026647766	0.007678946	0.005990716	0.008752656
ASV_403	0.013662	0.004093833	0.002945264	0.003595839	0.044013915
ASV_550	0.011803	0.028993313	0.011653297	0.005499732	0.001064883
ASV_780	0.012184	0.0011684261	0.0406371121	0.0003931096	0.0065391126
ASV_605	0.011916	0.017227222	0.015887631	0.005534145	0.009015564
ASV_616	0.011713	0.021993371	0.016414445	0.008446061	0.000000000
ASV_1038	0.013435	0.0000000000	0.0003904298	0.0004207798	0.0529286868
ASV_490	0.011461	0.009024846	0.031765154	0.005053843	0.000000000
ASV_721	0.011384	0.012205673	0.010716855	0.014095212	0.008518906
ASV_660	0.013437	0.0347928283	0.0008740616	0.0004207798	0.0176586351
ASV_682	0.015327	0.0000000000	0.0004103372	0.0008237554	0.0600745129
ASV_654	0.011669	0.0462867658	0.0003904298	0.0000000000	0.0000000000
ASV_681	0.011453	0.0000000000	0.0000000000	0.0004207798	0.0453910439
ASV_732	0.012559	0.0008570335	0.0004393596	0.0004207798	0.0485182757
ASV_588	0.012131	0.0008181936	0.0275457891	0.0016831192	0.0184759717
ASV_726	0.013177	0.0007833702	0.0074207865	0.0045402681	0.0399623566
ASV_678	0.013595	0.002374208	0.003968502	0.003215523	0.044822542
ASV_591	0.010972	0.014084312	0.003935123	0.023268963	0.002598249
ASV_1251	0.011758	0.020839542	0.007808629	0.007202456	0.011181727
ASV_636	0.011315	0.010608632	0.013995878	0.009122793	0.011533624
ASV_684	0.011296	0.012813847	0.028814694	0.003556771	0.000000000
ASV_493	0.011026	0.007455919	0.018893540	0.016648772	0.001105547
ASV_597	0.011301	0.018678990	0.016117813	0.004070875	0.006334738
ASV_668	0.010802	0.013905455	0.025468514	0.000000000	0.003833059
ASV_842	0.012823	0.0000000000	0.0013828579	0.0003893626	0.0495203847
ASV_638	0.010953	0.010898184	0.008311839	0.013919128	0.010682090
ASV_664	0.011189	0.033918272	0.005633722	0.001576130	0.003626778
ASV_758	0.011352	0.00000000	0.00000000	0.00000000	0.04540859
ASV_564	0.010987	0.016966593	0.008964266	0.010353164	0.007662031
ASV_788	0.011303	0.01449408	0.01017212	0.00832036	0.01222711
ASV_806	0.011074	0.005547588	0.014354133	0.011791622	0.012603327
ASV_1496	0.01263	0.0013114479	0.0007995783	0.0020175172	0.0463914160
ASV_775	0.010629	0.0029736372	0.0374621960	0.0016211602	0.0004595546
ASV_640	0.0107	0.010232279	0.013709782	0.007953241	0.010905402
ASV_776	0.011106	0.008579904	0.011474095	0.008151863	0.016216408
ASV_705	0.010552	0.006174606	0.026916483	0.004715885	0.004401297
ASV_619	0.011023	0.004097008	0.004703876	0.004016313	0.031276372
ASV_778	0.010584	0.00000000	0.00000000	0.00000000	0.04233744
ASV_1280	0.010967	0.016591367	0.016664086	0.002814919	0.007796203
ASV_692	0.010868	0.005934843	0.016449287	0.006716305	0.014371361
ASV_857	0.01056	0.0004224115	0.0067446968	0.0189178467	0.0161560478
ASV_704	0.010394	0.018496547	0.013796820	0.005545704	0.003735738
ASV_624	0.010071	0.010673889	0.021024092	0.004432120	0.004155588
ASV_708	0.010486	0.005201837	0.005938789	0.025231191	0.005571037
ASV_759	0.010374	0.012424146	0.006417745	0.014515326	0.008138828
ASV_611	0.010287	0.0117946994	0.0162468003	0.0126394519	0.0004668142
ASV_655	0.009621	0.0071436633	0.0008297894	0.0300434213	0.0004668142
ASV_703	0.010474	0.0000000000	0.0000000000	0.0004207798	0.0414762474
ASV_1034	0.010126	0.006231887	0.009944596	0.006921082	0.017405026
ASV_812	0.010057	0.0058940497	0.0330754706	0.0007974048	0.0004595546
ASV_807	0.012077	0.000497765	0.000000000	0.000000000	0.047811441
ASV_633	0.010483	0.011547886	0.002567515	0.001969240	0.025849220
ASV_811	0.010789	0.003670071	0.005746447	0.007056762	0.026683151
ASV_631	0.010088	0.018296140	0.010905242	0.007487572	0.003661126
ASV_976	0.01005	0.007907229	0.009678668	0.008476037	0.014140020
ASV_699	0.009926	0.0004416649	0.0327663559	0.0003931096	0.0061018519
ASV_735	0.010805	0.00000000	0.00000000	0.00000000	0.04322115
ASV_762	0.01064	0.0004977650	0.0004393596	0.0000000000	0.0416239254
ASV_1285	0.010138	0.0149793281	0.0179016391	0.0067449413	0.0009263688
ASV_834	0.009877	0.006604020	0.011599421	0.008964501	0.012341014
ASV_623	0.009945	0.017559951	0.018707871	0.003512095	0.000000000
ASV_816	0.00968	0.012255013	0.011986128	0.006763477	0.007714262
ASV_782	0.009623	0.005327789	0.017089781	0.013998675	0.002074053
ASV_581	0.010064	0.001315959	0.008375746	0.001206999	0.029357109
ASV_578	0.009636	0.011710323	0.015036944	0.009672291	0.002125134
ASV_900	0.009888	0.007180743	0.008689415	0.008858545	0.014822862
ASV_1146	0.009728	0.013130867	0.006947054	0.009010841	0.009822266
ASV_935	0.009495	0.009662042	0.008659382	0.010366139	0.009292234
ASV_443	0.00872	0.0008570335	0.0012878677	0.0004042952	0.0323313914
ASV_497	0.010725	0.005343305	0.006387736	0.001585549	0.029584578
ASV_601	0.009553	0.012082152	0.015677121	0.009143793	0.001310367
ASV_995	0.009387	0.009479746	0.011222170	0.007563166	0.009282043
ASV_697	0.009253	0.010107044	0.004782634	0.015364968	0.006756907
ASV_622	0.00937	0.0127488364	0.0095226816	0.0146548497	0.0005527733
ASV_791	0.009736	0.018783245	0.006260252	0.004817771	0.009081149
ASV_683	0.01	0.0007833702	0.0392170972	0.0000000000	0.0000000000
ASV_688	0.009402	0.009897956	0.009539109	0.009818139	0.008354456
ASV_1424	0.009508	0.002893758	0.013326317	0.009262064	0.012549594
ASV_731	0.010391	0.016546049	0.003479613	0.005191663	0.016345623
ASV_445	0.010551	0.0008570335	0.0008485082	0.0000000000	0.0404989181
ASV_739	0.009683	0.007658980	0.004254532	0.008728815	0.018091109
ASV_1091	0.009383	0.007338594	0.012646722	0.009308224	0.008239793
ASV_1144	0.009285	0.006975902	0.009088567	0.011470743	0.009606526
ASV_585	0.009171	0.009036689	0.021118673	0.000000000	0.006527967
ASV_1101	0.009179	0.003372064	0.006118337	0.014854627	0.012369859
ASV_1024	0.009321	0.015374852	0.011148452	0.005911607	0.004849811
ASV_895	0.008861	0.012954850	0.001376917	0.018650254	0.002461001
ASV_715	0.009063	0.0000000000	0.0331246608	0.0023585116	0.0007679961
ASV_666	0.010471	0.0000000000	0.0003904298	0.0008237554	0.0406711703
ASV_772	0.008351	0.0011947223	0.0004589725	0.0011830205	0.0305683297
ASV_380	0.008405	0.004975896	0.002675383	0.001975359	0.023995360
ASV_514	0.008267	0.0129191526	0.0004589725	0.0196882311	0.0000000000
ASV_744	0.00851	0.0004416649	0.0104914945	0.0177866485	0.0053211279
ASV_632	0.008657	0.021139827	0.012308951	0.001179329	0.000000000
ASV_677	0.008769	0.005690566	0.009782955	0.018497391	0.001105547
ASV_580	0.008836	0.0009046065	0.0032879521	0.0121901665	0.0189618186
ASV_852	0.009112	0.005698295	0.012688914	0.006455573	0.011605536
ASV_767	0.008995	0.009998709	0.004854156	0.015216716	0.005911731
ASV_841	0.01092	0.0003765287	0.0004393596	0.0000000000	0.0428656013
ASV_558	0.008795	0.0343090098	0.0004649130	0.0004042952	0.0000000000
ASV_702	0.010091	0.0007918973	0.0028691997	0.0003931096	0.0363081650
ASV_747	0.008454	0.009681804	0.010402250	0.005527457	0.008202669
ASV_1142	0.008359	0.005878928	0.007875781	0.018158123	0.001521280
ASV_695	0.008926	0.004656677	0.004236497	0.014422037	0.012387165
ASV_1076	0.008619	0.005877214	0.011403321	0.007026091	0.010168700
ASV_614	0.008624	0.018556751	0.007929868	0.005462918	0.002548320
ASV_956	0.008654	0.006318548	0.012405472	0.005668536	0.010221987
ASV_1261	0.008299	0.006321511	0.003538847	0.019541421	0.003792395
ASV_743	0.008583	0.012004631	0.014638510	0.007689798	0.000000000
ASV_227	0.008583	0.0008307373	0.0084104081	0.0149899628	0.0101005262
ASV_663	0.00816	0.011383751	0.008168649	0.012703501	0.000383998
ASV_761	0.008958	0.015756295	0.009563588	0.001206999	0.009305204
ASV_694	0.008393	0.006418041	0.006758551	0.009953991	0.010441347
ASV_755	0.008761	0.004152260	0.007128079	0.008293293	0.015471169
ASV_722	0.008581	0.01021323	0.02410927	0.00000000	0.00000000
ASV_822	0.008183	0.008391633	0.011010983	0.005123963	0.008206771
ASV_723	0.008387	0.004333441	0.005293804	0.015715318	0.008203999
ASV_541	0.007282	0.0004416649	0.0000000000	0.0004042952	0.0282834479
ASV_670	0.007758	0.008894397	0.009449284	0.009956179	0.002730670
ASV_820	0.008026	0.008480926	0.011201562	0.003597018	0.008822979
ASV_832	0.007675	0.0000000000	0.0302793709	0.0004207798	0.0000000000
ASV_794	0.008075	0.003974984	0.015699928	0.012623394	0.000000000
ASV_596	0.008109	0.0215208242	0.0041520074	0.0008101424	0.0059521996
ASV_751	0.007787	0.0275811846	0.0008494022	0.0016136471	0.0011055465
ASV_757	0.008072	0.0086907767	0.0107522871	0.0004207798	0.0124230145
ASV_847	0.007964	0.010825460	0.007095126	0.004796828	0.009138753
ASV_686	0.007914	0.008554711	0.003618882	0.013754994	0.005727934
ASV_828	0.008035	0.002969415	0.029171646	0.000000000	0.000000000
ASV_756	0.007636	0.012736548	0.011232186	0.003569721	0.003003787
ASV_738	0.007753	0.009275561	0.011324469	0.004039278	0.006374679
ASV_673	0.007451	0.007907103	0.011913671	0.000000000	0.009983949
ASV_878	0.007795	0.001286488	0.003992559	0.014016307	0.011883477
ASV_714	0.007689	0.020306385	0.009437756	0.000000000	0.001012328
ASV_728	0.008392	0.018763094	0.005314012	0.002828767	0.006662943
ASV_716	0.008247	0.0000000000	0.0004103372	0.0000000000	0.0325765676
ASV_957	0.00805	0.0016444202	0.0021734216	0.0008101424	0.0275735344
ASV_720	0.008003	0.0079315747	0.0008787192	0.0004207798	0.0227807513
ASV_749	0.008376	0.001822760	0.000000000	0.001210246	0.030470751
ASV_719	0.007594	0.016388373	0.003719680	0.002945459	0.007321338
ASV_975	0.008435	0.0004068414	0.0000000000	0.0000000000	0.0333313239
ASV_470	0.007832	0.0009955301	0.0052593468	0.0011905144	0.0238822306
ASV_672	0.007183	0.003367729	0.003889053	0.011909225	0.009565351
ASV_1231	0.007338	0.004546049	0.004203015	0.011694145	0.008909492
