OTUID	ANC	BMD	CLMAT	DHMAT
ASV_807	0.0239057203	0.0000000000	0.0002107890	0.0002488825
ASV_1033	0.006057186	0.003855755	0.006061304	0.004342014
ASV_1267	0.005543189	0.004092229	0.006440347	0.004513943
ASV_952	0.007573332	0.002621248	0.003009113	0.006503140
ASV_727	0.0008281827	0.0025566352	0.0090340004	0.0078915677
ASV_819	0.0003972158	0.0075496406	0.0024777974	0.0090512238
ASV_855	0.002347614	0.002370566	0.004030586	0.010786305
ASV_877	0.004227424	0.001625300	0.002974788	0.011077498
ASV_888	0.0159666572	0.0008224766	0.0015438785	0.0021046021
ASV_909	0.0055774760	0.0000000000	0.0006867569	0.0127958841
ASV_917	0.007288046	0.005401752	0.005111451	0.002225942
ASV_920	0.0164617554	0.0008233258	0.0002285124	0.0014409872
ASV_1374	0.007866750	0.002576988	0.006644839	0.002291706
ASV_799	0.0193240432	0.0004027274	0.0002129617	0.0004697150
ASV_926	0.005935931	0.001600026	0.009224127	0.002699896
ASV_823	0.0178635530	0.0004207798	0.0007146334	0.0002208325
ASV_918	0.006034294	0.003853641	0.005890869	0.003858459
ASV_922	0.014515682	0.002016036	0.001114496	0.002263787
ASV_934	0.001378658	0.001410529	0.009522309	0.008461148
ASV_1002	0.0180070568	0.0008181599	0.0006973409	0.0002089917
ASV_1213	0.005973487	0.004968349	0.004509538	0.003778308
ASV_1326	0.003177128	0.006161769	0.001385539	0.008390578
ASV_1116	0.003461161	0.006696971	0.005357572	0.003887307
ASV_1123	0.005952718	0.003228113	0.004220979	0.006131660
ASV_800	0.017223766	0.000000000	0.001001394	0.000000000
ASV_810	0.003788289	0.003503471	0.004578255	0.008602666
ASV_848	0.001500797	0.006386782	0.002772556	0.008663264
ASV_1003	0.0206770060	0.0000000000	0.0006550102	0.0000000000
ASV_860	0.0186287097	0.0003968289	0.0002107890	0.0000000000
ASV_1314	0.01744068	0.00000000	0.00000000	0.00000000
ASV_827	0.0192495979	0.0004125375	0.0000000000	0.0000000000
ASV_919	0.0182695035	0.0008050998	0.0004578041	0.0005877344
ASV_1265	0.007007721	0.003965316	0.003966136	0.002926726
ASV_1410	0.004346908	0.006452072	0.002958968	0.004903899
ASV_793	0.0198403198	0.0000000000	0.0002129617	0.0004620112
ASV_850	0.000000000	0.011187339	0.003196990	0.003347764
ASV_882	0.0002089812	0.0035945609	0.0167094417	0.0000000000
ASV_924	0.003999406	0.003876742	0.005260014	0.004677910
ASV_1077	0.004511329	0.004884854	0.005621244	0.003486805
ASV_1221	0.005004516	0.004233578	0.004909667	0.003924194
ASV_928	0.0183342550	0.0002103899	0.0000000000	0.0000000000
ASV_792	0.0151988750	0.0003987024	0.0033852838	0.0004001240
ASV_1070	0.0200553734	0.0002000032	0.0000000000	0.0000000000
ASV_1081	0.009858507	0.002655371	0.001547589	0.003076428
ASV_1143	0.004505593	0.003459462	0.005059537	0.004623142
ASV_845	0.0007187749	0.0038495965	0.0046237868	0.0083200219
ASV_870	0.01853781	0.00000000	0.00000000	0.00000000
ASV_968	0.002840431	0.006030504	0.002005927	0.007977488
ASV_1063	0.004142998	0.003651902	0.005547280	0.003980427
ASV_1173	0.004193350	0.002943021	0.006859361	0.003668645
ASV_1225	0.0008045169	0.0040185110	0.0063889609	0.0063594087
ASV_1376	0.001392190	0.005647520	0.004056012	0.006444741
ASV_1491	0.0159398841	0.0002021476	0.0002103647	0.0000000000
ASV_854	0.0167975709	0.0001904631	0.0019878414	0.0000000000
ASV_1195	0.003843371	0.004502919	0.003581806	0.004760416
ASV_825	0.0148923151	0.0000000000	0.0002231719	0.0002011182
ASV_902	0.0069937063	0.0002021476	0.0028898499	0.0075925363
ASV_975	0.0183094373	0.0004049338	0.0000000000	0.0002034207
ASV_1223	0.005636956	0.003972584	0.003624323	0.003561920
ASV_959	0.011020432	0.001464487	0.002302150	0.001015606
ASV_1008	0.002405515	0.003025905	0.002156412	0.008978403
ASV_1249	0.004170948	0.004370836	0.003923071	0.004522259
ASV_1435	0.0158860272	0.0000000000	0.0002074555	0.0000000000
ASV_951	0.0000000000	0.0034872860	0.0006777351	0.0120574785
ASV_1149	0.003096778	0.005580465	0.005914544	0.002111429
ASV_1204	0.005551518	0.002106090	0.003333390	0.005151298
ASV_933	0.001548623	0.006764014	0.006169281	0.001895414
ASV_953	0.004199450	0.005741162	0.003849983	0.002508515
ASV_963	0.002783558	0.005049307	0.003899387	0.004855023
ASV_1046	0.003681796	0.004349486	0.002862447	0.005644340
ASV_907	0.0000000000	0.0147923983	0.0006866429	0.0002131287
ASV_1151	0.003131676	0.002540894	0.005575101	0.004552665
ASV_1411	0.002426812	0.004531149	0.002294952	0.007184265
ASV_876	0.003223903	0.004899520	0.002895150	0.004600284
ASV_884	0.01709423	0.00000000	0.00000000	0.00000000
ASV_912	0.006379866	0.002000032	0.004558726	0.002701203
ASV_1171	0.005991380	0.002472222	0.003468373	0.004105439
ASV_1293	0.010788249	0.002214552	0.003048447	0.000400124
ASV_1350	0.0111214584	0.0006036617	0.0004633103	0.0046936583
ASV_1422	0.004704471	0.004325842	0.003639521	0.003635409
ASV_839	0.003340372	0.004493787	0.004861164	0.003264160
ASV_989	0.003397322	0.003670843	0.003321553	0.006080556
ASV_1165	0.001563789	0.004277743	0.005205911	0.004311011
ASV_1172	0.005064838	0.002381704	0.003762126	0.004761731
ASV_898	0.0158090860	0.0002021476	0.0000000000	0.0000000000
ASV_903	0.0140392757	0.0002103899	0.0004693908	0.0004142469
ASV_908	0.0087570888	0.0059813967	0.0009421713	0.0000000000
ASV_1052	0.01465638	0.00000000	0.00000000	0.00000000
ASV_1312	0.01433206	0.00000000	0.00000000	0.00000000
ASV_1366	0.003263740	0.004052202	0.004041327	0.004265107
ASV_818	0.008467633	0.001615086	0.003691131	0.002309503
ASV_937	0.01472146	0.00000000	0.00000000	0.00000000
ASV_986	0.000000000	0.003812858	0.003373726	0.008331449
ASV_991	0.002375728	0.003224658	0.004469781	0.005478759
ASV_1090	0.002769184	0.002441851	0.002695312	0.007222405
ASV_1114	0.003105029	0.003794917	0.003224111	0.005248799
ASV_1141	0.002092411	0.005343521	0.002151633	0.005958791
ASV_1168	0.005435336	0.003006436	0.003155149	0.003598916
ASV_846	0.003564679	0.004571847	0.003071635	0.003843351
ASV_1302	0.003461722	0.004286179	0.004531796	0.002716297
ASV_996	0.0161091368	0.0004171739	0.0004741689	0.0002076843
ASV_1059	0.003618413	0.003150846	0.002194552	0.007689155
ASV_1085	0.0146965473	0.0006208681	0.0000000000	0.0000000000
ASV_1102	0.003438801	0.002802421	0.003789953	0.005087937
ASV_887	0.0117845878	0.0008157975	0.0022712928	0.0008112251
ASV_943	0.002517946	0.001609377	0.002596000	0.007967120
ASV_970	0.003122931	0.003047410	0.002253137	0.005733174
ASV_1026	0.0004683856	0.0040341948	0.0037643865	0.0064328377
ASV_1030	0.004585618	0.003977042	0.002649268	0.002886545
ASV_1145	0.0003935613	0.0093885796	0.0031298605	0.0012620544
ASV_1297	0.003045895	0.004833296	0.003612171	0.002935000
ASV_1388	0.002709699	0.003538825	0.003735233	0.004521784
ASV_885	0.0003941415	0.0082507832	0.0021722558	0.0035618772
ASV_904	0.003598997	0.004475615	0.003832838	0.002861181
ASV_945	0.0145653768	0.0003912361	0.0000000000	0.0000000000
ASV_954	0.0003855769	0.0002021476	0.0144415984	0.0006373819
ASV_1044	0.003667430	0.002991965	0.003468438	0.004309408
ASV_1222	0.0001919990	0.0007618525	0.0136713801	0.0006145218
ASV_1488	0.0132323049	0.0002014878	0.0000000000	0.0000000000
ASV_840	0.004066363	0.004962003	0.002847549	0.004274150
ASV_896	0.0009263688	0.0052314818	0.0034498682	0.0048638689
ASV_1004	0.0140200014	0.0001946813	0.0000000000	0.0000000000
ASV_1015	0.0139460438	0.0001930219	0.0000000000	0.0002208325
ASV_1075	0.002864437	0.001774976	0.004533582	0.005014023
ASV_861	0.006917053	0.002616519	0.003439929	0.001184460
ASV_936	0.0139341219	0.0001946813	0.0000000000	0.0006624974
ASV_1035	0.007997220	0.002005633	0.002438994	0.001245317
ASV_1255	0.002323272	0.004943642	0.002665232	0.004729489
ASV_1334	0.003862898	0.003995821	0.003940417	0.001931855
ASV_1394	0.003177941	0.004330447	0.001604381	0.004727092
ASV_929	0.0127944012	0.0001946813	0.0004665506	0.0008168629
ASV_932	0.0002763866	0.0008035575	0.0000000000	0.0125653129
ASV_960	0.0190145795	0.0002159342	0.0000000000	0.0000000000
ASV_1037	0.0143402615	0.0001965548	0.0002074555	0.0002011182
ASV_1273	0.0139337768	0.0003904663	0.0000000000	0.0000000000
ASV_843	0.0168742	0.0000000	0.0000000	0.0000000
ASV_948	0.001801153	0.003379045	0.003881756	0.004778537
ASV_1027	0.0129760766	0.0002103899	0.0000000000	0.0006635090
ASV_1105	0.0007800426	0.0008079094	0.0008492498	0.0114431821
ASV_1301	0.004178634	0.003415724	0.003116663	0.003026547
ASV_1431	0.0121225511	0.0002021476	0.0006843096	0.0004022364
ASV_1495	0.01616083	0.00000000	0.00000000	0.00000000
ASV_1009	0.0008088281	0.0028643314	0.0071746381	0.0031900030
ASV_1072	0.004352499	0.003336768	0.003122058	0.002279496
ASV_1237	0.0122101571	0.0003987024	0.0002503486	0.0003935441
ASV_897	0.011074155	0.001010256	0.001075715	0.000000000
ASV_927	0.0074840851	0.0007995554	0.0024506634	0.0026781037
ASV_980	0.004077763	0.004268741	0.002522209	0.002645868
ASV_1138	0.004129533	0.003679674	0.002502621	0.003152249
ASV_1147	0.003044188	0.004224075	0.003187054	0.002850467
ASV_1459	0.002472021	0.002194660	0.006129149	0.002512046
ASV_921	0.01530696	0.00000000	0.00000000	0.00000000
ASV_946	0.0125547	0.0000000	0.0000000	0.0000000
ASV_1353	0.003038410	0.003425458	0.004118902	0.002470143
ASV_873	0.0107013744	0.0003977944	0.0004471062	0.0000000000
ASV_987	0.0001935779	0.0012337150	0.0000000000	0.0115552578
ASV_999	0.0127695767	0.0002012396	0.0004339610	0.0006635090
ASV_916	0.002428614	0.003418482	0.005686280	0.001450425
ASV_1019	0.01166168	0.00000000	0.00000000	0.00000000
ASV_1029	0.006415457	0.001840017	0.001949778	0.002618333
ASV_1150	0.002870252	0.004587778	0.003200043	0.001903187
ASV_1340	0.001321645	0.003204732	0.006118081	0.002044264
ASV_998	0.0132454941	0.0000000000	0.0000000000	0.0002011182
ASV_1013	0.002683554	0.002991430	0.004024589	0.002376564
ASV_1014	0.003186791	0.001798398	0.003559811	0.003530240
ASV_1097	0.002563916	0.002285558	0.002253137	0.004791853
ASV_849	0.003207842	0.001523705	0.003450527	0.004088524
ASV_910	0.004079515	0.001392398	0.005050211	0.002297578
ASV_983	0.01387186	0.00000000	0.00000000	0.00000000
ASV_984	0.003163127	0.001629727	0.003094138	0.004731493
ASV_1023	0.002569166	0.003563362	0.002352028	0.003850518
ASV_1067	0.01120062	0.00000000	0.00000000	0.00000000
ASV_1086	0.01361456	0.00000000	0.00000000	0.00000000
ASV_1104	0.003346874	0.004563126	0.003362203	0.000625220
ASV_1306	0.0021523156	0.0009872701	0.0088920888	0.0004090968
ASV_1458	0.002015633	0.003365669	0.003373863	0.003219894
ASV_889	0.003174432	0.002832430	0.003265254	0.002476481
ASV_985	0.002996949	0.003561022	0.002049154	0.003465392
ASV_1018	0.0101569053	0.0008021572	0.0000000000	0.0000000000
ASV_1025	0.001574470	0.002750213	0.002584707	0.004689712
ASV_1066	0.007729916	0.001752132	0.001988408	0.000400124
ASV_1080	0.002947914	0.001735836	0.003148333	0.003936233
ASV_1127	0.0007665381	0.0005951958	0.0107297083	0.0004416649
ASV_1135	0.0100960809	0.0004000064	0.0018688506	0.0000000000
ASV_1140	0.002851351	0.002863820	0.003400494	0.002913566
ASV_1161	0.01135937	0.00000000	0.00000000	0.00000000
ASV_1234	0.0058571806	0.0026279190	0.0004476406	0.0024922118
ASV_1278	0.001420634	0.001413482	0.002160520	0.006668071
ASV_1349	0.0118112872	0.0002103899	0.0000000000	0.0000000000
ASV_938	0.01327057	0.00000000	0.00000000	0.00000000
ASV_962	0.001626601	0.001823316	0.002609551	0.005780383
ASV_969	0.0091014558	0.0008001033	0.0018571948	0.0005928033
ASV_978	0.001988603	0.002991646	0.002954993	0.003986034
ASV_1000	0.003325390	0.003627763	0.003051356	0.001702400
ASV_1040	0.01087336	0.00000000	0.00000000	0.00000000
ASV_1078	0.001432104	0.003925179	0.001777076	0.005097541
ASV_1110	0.0088576230	0.0004051820	0.0002396507	0.0013177069
ASV_1134	0.0053892404	0.0039875965	0.0007012295	0.0008444506
ASV_1155	0.002745533	0.001400022	0.005138885	0.002314345
ASV_906	0.011630066	0.000000000	0.000000000	0.000469715
ASV_1028	0.0014730858	0.0075451003	0.0017853755	0.0002034207
ASV_1055	0.000000000	0.004033459	0.002208425	0.005064361
ASV_1082	0.001080286	0.007817904	0.001328961	0.001064685
ASV_1178	0.002114938	0.002815709	0.004518552	0.002213364
ASV_1192	0.005907431	0.001640487	0.002860469	0.001907758
ASV_1300	0.003971585	0.002401425	0.002624594	0.002152640
ASV_941	0.0000000000	0.0028483562	0.0006855372	0.0081980730
ASV_977	0.005066750	0.002220200	0.002827615	0.001661505
ASV_1005	0.006390053	0.000400249	0.002131954	0.001804580
ASV_1174	0.002678030	0.001965548	0.004951490	0.001324995
ASV_1212	0.002889479	0.001188200	0.001536163	0.005582151
ASV_1228	0.0010855298	0.0004034118	0.0009191630	0.0084610201
ASV_1409	0.003049772	0.003568020	0.001314253	0.004544606
ASV_1016	0.00000000	0.00000000	0.01166365	0.00000000
ASV_1017	0.0089111565	0.0007938781	0.0007229797	0.0002089917
ASV_1189	0.0137442490	0.0000000000	0.0000000000	0.0002131287
ASV_1466	0.0009769772	0.0007735370	0.0023427131	0.0067177734
ASV_931	0.003768435	0.001714168	0.001502092	0.003612538
ASV_1050	0.001934706	0.003854745	0.002129617	0.003016409
ASV_1299	0.004968347	0.001802721	0.001317111	0.002479518
ASV_1472	0.001969155	0.003187948	0.003505363	0.002087106
ASV_1047	0.0003388636	0.0020059947	0.0048257316	0.0037255581
ASV_1073	0.0013597117	0.0025465656	0.0005006972	0.0057577279
ASV_1163	0.008971868	0.001079671	0.001053945	0.000000000
ASV_1207	0.0000000000	0.0099877114	0.0002129617	0.0000000000
ASV_1282	0.0014834164	0.0028710194	0.0008729156	0.0053465850
ASV_1380	0.000000	0.000000	0.011661	0.000000
ASV_1418	0.003649992	0.001187031	0.003008572	0.002614992
ASV_950	0.004124556	0.002265209	0.002644347	0.001666661
ASV_981	0.000000000	0.000000000	0.007151325	0.003885378
ASV_1241	0.0102937676	0.0008191553	0.0002535889	0.0000000000
ASV_1012	0.0005532463	0.0023747543	0.0033516199	0.0038023881
ASV_1020	0.009488475	0.001400022	0.000000000	0.000000000
ASV_1074	0.0000000000	0.0029852959	0.0008822913	0.0060684684
ASV_1107	0.005254679	0.002002439	0.001124079	0.001435600
ASV_1181	0.0115935693	0.0000000000	0.0002190422	0.0006511190
ASV_1196	0.0082177597	0.0004068588	0.0000000000	0.0010217877
ASV_1270	0.004906121	0.000000000	0.004004991	0.001545827
ASV_1463	0.002380457	0.002455371	0.002984366	0.002522615
ASV_1481	0.000191999	0.009286127	0.000000000	0.000000000
ASV_1031	0.0004155136	0.0004207798	0.0018484837	0.0072079415
ASV_1048	0.00000000	0.00000000	0.00000000	0.00989228
ASV_1051	0.0076965165	0.0000000000	0.0030096260	0.0002131287
ASV_1088	0.001243342	0.000607637	0.003318161	0.004805639
ASV_1115	0.001633850	0.003066902	0.001450324	0.003923994
ASV_1124	0.001823246	0.001397554	0.002966100	0.003862289
ASV_1156	0.000000000	0.003457103	0.001094677	0.005276492
ASV_1253	0.001935032	0.003248724	0.002034897	0.002644648
ASV_1338	0.0086837878	0.0001904631	0.0008444801	0.0002011182
ASV_925	0.001986530	0.000000000	0.004652208	0.003253099
ASV_973	0.009501607	0.000000000	0.000000000	0.000000000
ASV_1007	0.000672378	0.002633461	0.003572223	0.002963972
ASV_1041	0.0079560457	0.0000000000	0.0008952812	0.0004416649
ASV_1064	0.0002297773	0.0000000000	0.0098749330	0.0000000000
ASV_1069	0.0094409832	0.0002103899	0.0000000000	0.0000000000
ASV_1071	0.001781168	0.002620965	0.001729058	0.003217644
ASV_1238	0.009179509	0.000000000	0.000000000	0.000000000
ASV_1321	0.001756150	0.001803144	0.001977379	0.003929148
ASV_1364	0.001348673	0.003112067	0.001775122	0.003721019
ASV_1393	0.001746846	0.002988404	0.003819522	0.001268128
ASV_1415	0.001564512	0.002242226	0.002199272	0.003735449
ASV_961	0.008798075	0.000000000	0.000000000	0.000000000
ASV_1036	0.0083026196	0.0001965548	0.0004469922	0.0002112057
ASV_1109	0.0101365554	0.0001965548	0.0002190422	0.0000000000
ASV_1183	0.009607216	0.001199394	0.000463471	0.000000000
ASV_1188	0.01046499	0.00000000	0.00000000	0.00000000
ASV_1327	0.001701767	0.001204264	0.003100345	0.003529405
ASV_1054	0.002202809	0.001623947	0.002263648	0.003207142
ASV_1056	0.0009853162	0.0024073994	0.0017935424	0.0039655190
ASV_1087	0.0090149241	0.0000000000	0.0000000000	0.0001882644
ASV_1094	0.0008086056	0.0013840221	0.0012777702	0.0058036938
ASV_1242	0.0075611637	0.0002012396	0.0004633103	0.0004541623
ASV_1342	0.002149202	0.002387228	0.002973442	0.001832904
ASV_1347	0.008851767	0.000000000	0.000000000	0.000000000
ASV_1389	0.000000000	0.003185224	0.001336847	0.004524802
ASV_1406	0.002490054	0.002478066	0.002377973	0.002458037
ASV_1068	0.008477169	0.000000000	0.000000000	0.000000000
ASV_1153	0.0031567040	0.0009930632	0.0028350543	0.0022233642
ASV_1244	0.0018837986	0.0004000064	0.0020499709	0.0048625239
ASV_1271	0.0084534094	0.0002159342	0.0002107890	0.0006033547
ASV_990	0.002569116	0.002085869	0.001752338	0.003730923
ASV_1065	0.008317706	0.000000000	0.000210789	0.000000000
ASV_1118	0.0070403696	0.0000000000	0.0015020917	0.0001967033
ASV_1232	0.0094988988	0.0000000000	0.0002190422	0.0000000000
ASV_1370	0.002840651	0.001987077	0.001529005	0.002416906
ASV_1397	0.0009007185	0.0026734751	0.0021745367	0.0032743547
ASV_1433	0.0077741025	0.0001946813	0.0009427724	0.0000000000
ASV_1057	0.002507012	0.001226146	0.003697242	0.001411286
ASV_1170	0.0034917131	0.0030418058	0.0006897226	0.0016328894
ASV_1177	0.0000000000	0.0002036942	0.0004526124	0.0076503058
ASV_1266	0.005730424	0.000401491	0.002002123	0.001423005
ASV_1329	0.0017108166	0.0009792343	0.0041115316	0.0023078926
ASV_1345	0.008380402	0.000000000	0.000000000	0.000000000
ASV_1108	0.002536765	0.004429058	0.001359246	0.000406398
ASV_1122	0.0051725220	0.0006000096	0.0011688660	0.0014681108
ASV_1187	0.0078248039	0.0000000000	0.0000000000	0.0004320382
ASV_1190	0.0000000000	0.0006043216	0.0024728498	0.0058080954
ASV_993	0.001547093	0.000606862	0.002803175	0.003938830
ASV_1083	0.0004853678	0.0026259679	0.0030717883	0.0019724750
ASV_1093	0.001233987	0.002240595	0.002033412	0.002847569
ASV_1112	0.0084272276	0.0000000000	0.0009402318	0.0010076159
ASV_1125	0.0032590411	0.0013770419	0.0004693908	0.0030171042
ASV_1166	0.002464163	0.002593607	0.001608813	0.001435574
ASV_1210	0.0083046255	0.0000000000	0.0002231719	0.0000000000
ASV_1248	0.0032340099	0.0007845321	0.0027142996	0.0016474163
ASV_1470	0.002839644	0.001773273	0.002063298	0.001448818
ASV_1098	0.002508690	0.002026497	0.002097391	0.001274466
ASV_1103	0.000000000	0.001445059	0.001372690	0.005374519
ASV_1186	0.009602941	0.000000000	0.000000000	0.000201094
ASV_1219	0.002795247	0.002490790	0.001127807	0.002428290
ASV_1224	0.003078193	0.001591664	0.002229988	0.001034125
ASV_1239	0.010519943	0.000000000	0.000000000	0.000201094
ASV_1322	0.002337515	0.002604739	0.001844037	0.001229970
ASV_1365	0.0027687517	0.0008063628	0.0032530768	0.0014644119
ASV_1386	0.000669948	0.002809716	0.001224566	0.003315477
ASV_1412	0.003263682	0.002890828	0.001970078	0.001068048
ASV_1443	0.0007432181	0.0021273196	0.0020471971	0.0028507735
ASV_1095	0.003080660	0.001232842	0.002386245	0.001222906
ASV_1132	0.0054690098	0.0005974087	0.0015997100	0.0007940644
ASV_1176	0.0000000000	0.0002000032	0.0050205426	0.0028155845
ASV_1274	0.007951776	0.000000000	0.000000000	0.000000000
ASV_1319	0.000000000	0.001196571	0.001104119	0.005336539
ASV_1355	0.001375583	0.000396558	0.002231164	0.003778984
ASV_1432	0.000000000	0.000000000	0.007492753	0.001002484
ASV_1483	0.007893172	0.000000000	0.000000000	0.000000000
ASV_1130	0.0009509576	0.0000000000	0.0000000000	0.0065788089
ASV_1226	0.002110211	0.001590486	0.002460441	0.001246106
ASV_1272	0.006158834	0.000000000	0.001254983	0.000000000
ASV_1296	0.0021629357	0.0007618525	0.0020027889	0.0026463516
ASV_1351	0.0012571554	0.0029244229	0.0009140496	0.0022841463
ASV_1354	0.0045671780	0.0004051820	0.0009251879	0.0021208472
ASV_1414	0.001377964	0.002048198	0.002558589	0.001858437
ASV_1450	0.001884597	0.001003577	0.001809622	0.003154334
ASV_1475	0.0044306776	0.0014309257	0.0007309981	0.0012623469
ASV_972	0.006869847	0.000000000	0.000000000	0.000000000
ASV_1133	0.0064181934	0.0000000000	0.0002396507	0.0001882644
ASV_1152	0.0024398455	0.0011427788	0.0002503486	0.0031116872
ASV_1162	0.007180397	0.000000000	0.000000000	0.000000000
ASV_1201	0.002420286	0.001607027	0.001726762	0.001709557
ASV_1230	0.0001970707	0.0000000000	0.0075206740	0.0002011182
ASV_1269	0.0044176428	0.0027065887	0.0002074555	0.0000000000
ASV_1335	0.002106405	0.001227207	0.002423093	0.001510560
ASV_1474	0.0005929792	0.0013393336	0.0036890481	0.0019578266
ASV_1494	0.006897485	0.000000000	0.000000000	0.000000000
ASV_1058	0.000000000	0.000000000	0.000000000	0.006916305
ASV_1167	0.0008486724	0.0008002554	0.0009052248	0.0045470443
ASV_1252	0.0006878011	0.0026832647	0.0002535889	0.0035714265
ASV_1263	0.002059743	0.001000016	0.002548299	0.001453790
ASV_1268	0.0010112114	0.0041598250	0.0016074081	0.0002052798
ASV_1284	0.001422763	0.000818183	0.002299471	0.002776801
ASV_1325	0.0000000000	0.0004000064	0.0012245664	0.0054289553
ASV_1330	0.002293209	0.000985111	0.001986442	0.001850697
ASV_1407	0.0045689906	0.0008233258	0.0008571216	0.0006200967
ASV_1440	0.0008294264	0.0010132334	0.0009240236	0.0043249666
ASV_1137	0.0023139844	0.0007845321	0.0015507740	0.0023086358
ASV_1164	0.002617762	0.001417175	0.001626875	0.001984416
ASV_1209	0.0059717368	0.0002000032	0.0002396507	0.0000000000
ASV_1217	0.0009339814	0.0015668111	0.0020725546	0.0022496687
ASV_1240	0.005602421	0.000000000	0.001339032	0.000000000
ASV_1359	0.0008450275	0.0031663913	0.0002231719	0.0029262971
ASV_1372	0.001908973	0.001190479	0.003150107	0.000623053
ASV_1419	0.003111375	0.001216570	0.001092344	0.001707257
ASV_1471	0.0017043073	0.0018211906	0.0029393562	0.0006382651
ASV_1084	0.0064397315	0.0000000000	0.0002503486	0.0000000000
ASV_1193	0.001087370	0.001419322	0.002458979	0.001856897
ASV_1198	0.0037554682	0.0006068620	0.0017206327	0.0008113173
ASV_1208	0.006673192	0.000000000	0.000000000	0.000000000
ASV_1233	0.0001858045	0.0046000736	0.0020027889	0.0000000000
ASV_1260	0.002831722	0.001366316	0.001397969	0.001275687
ASV_1315	0.0062686847	0.0001904631	0.0000000000	0.0001882644
ASV_1387	0.002509028	0.001858333	0.001179011	0.001256060
ASV_1420	0.0008540152	0.0012173086	0.0023900102	0.0023082874
ASV_1456	0.0025564583	0.0018020482	0.0009832389	0.0014634409
ASV_1465	0.0032264546	0.0014150333	0.0013142658	0.0008044729
ASV_1121	0.0011482526	0.0019628934	0.0008880998	0.0022740512
ASV_1154	0.0004841434	0.0010137350	0.0018520914	0.0033365990
ASV_1310	0.0000000000	0.0057708161	0.0005006972	0.0000000000
ASV_1316	0.001930335	0.000000000	0.002509536	0.002284495
ASV_1320	0.0003698718	0.0021982031	0.0009486519	0.0028882577
ASV_1157	0.0015784054	0.0008000128	0.0028172362	0.0012461059
ASV_1205	0.0022005441	0.0022143432	0.0006537994	0.0010139142
ASV_1206	0.0058695268	0.0000000000	0.0004633103	0.0000000000
ASV_1227	0.001250307	0.001604675	0.001973641	0.001464915
ASV_1283	0.002650456	0.001842787	0.001167132	0.001033823
ASV_1287	0.0012310688	0.0000000000	0.0007114862	0.0042858576
ASV_1362	0.0029811048	0.0006064428	0.0007510458	0.0022399365
ASV_1444	0.0007432181	0.0025233884	0.0015995868	0.0012237270
ASV_1482	0.0057269619	0.0001946813	0.0000000000	0.0000000000
ASV_1489	0.006366199	0.000000000	0.000000000	0.000000000
ASV_1061	0.0016209029	0.0009523157	0.0022531375	0.0013924436
ASV_1136	0.0015632112	0.0029961092	0.0009280837	0.0010655559
ASV_1160	0.0055141117	0.0002021476	0.0000000000	0.0000000000
ASV_1175	0.0007605053	0.0012046266	0.0025749453	0.0015873753
ASV_1202	0.0010865230	0.0018389015	0.0025987936	0.0008100297
ASV_1216	0.0030213231	0.0008216314	0.0013448652	0.0012661087
ASV_1371	0.0007681806	0.0008000128	0.0025304585	0.0021162876
ASV_1425	0.001728116	0.001167694	0.001582410	0.001652706
ASV_1439	0.0018493173	0.0008017400	0.0008649264	0.0025394896
ASV_1464	0.0028110745	0.0007850605	0.0013099165	0.0012855420
ASV_1486	0.007806716	0.000000000	0.000000000	0.000000000
ASV_1236	0.0003736362	0.0052223391	0.0000000000	0.0000000000
ASV_1264	0.0009744149	0.0009887547	0.0017784315	0.0022333866
ASV_1303	0.0000000000	0.0014016802	0.0004428625	0.0039903571
ASV_1363	0.0016142165	0.0005809295	0.0008846247	0.0026732962
ASV_1404	0.0009766252	0.0020058000	0.0009391261	0.0018737809
ASV_1169	0.0015978734	0.0000000000	0.0002129617	0.0038462610
ASV_1295	0.001533611	0.000000000	0.001001394	0.003510860
ASV_1317	0.0012398521	0.0023353448	0.0011643982	0.0008254447
ASV_1337	0.0038749059	0.0000000000	0.0004767609	0.0020111822
ASV_1401	0.0003818124	0.0010053722	0.0004628226	0.0037018202
ASV_1402	0.0014972364	0.0014410490	0.0007011435	0.0020626097
ASV_1447	0.0009336284	0.0020640785	0.0012333979	0.0017257194
ASV_1461	0.0023359856	0.0008233975	0.0013101923	0.0014668732
ASV_1318	0.0013579307	0.0002014878	0.0006223666	0.0031977329
ASV_1323	0.0007676005	0.0008019001	0.0011763159	0.0027134598
ASV_1344	0.0001935779	0.0049372506	0.0000000000	0.0000000000
ASV_1358	0.0015878185	0.0022726514	0.0004665506	0.0012822312
ASV_1369	0.000389394	0.001206614	0.002101084	0.001820342
ASV_1377	0.0000000000	0.0001946813	0.0055482751	0.0002112057
ASV_1449	0.0013326332	0.0007925522	0.0022497298	0.0012487403
ASV_1493	0.005919483	0.000000000	0.000000000	0.000000000
ASV_1199	0.001933944	0.000000000	0.002451830	0.001044971
ASV_1286	0.000402559	0.001429304	0.002464628	0.001054058
ASV_1298	0.0000000000	0.0012485043	0.0009074753	0.0031383398
ASV_1307	0.0002763866	0.0027795112	0.0021250781	0.0000000000
ASV_1324	0.0000000000	0.0028461459	0.0004298312	0.0018360449
ASV_1331	0.0020879929	0.0017959654	0.0008885803	0.0004153686
ASV_1333	0.000581393	0.001212595	0.001641497	0.001897511
ASV_1408	0.0013779574	0.0007679442	0.0008810672	0.0020278252
