OTUID	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_9	0.10385932	2.13171490	2.40199190	0.29411765	0.89719626	0.75259699	0.69989140	1.30067568	4.31620032	1.24892228	2.34745991	0.75230436	6.43222439	0.30122544	0.52634020	0.29047976	1.12359551	1.19668610	0.17348144	2.11219123	0.62941108	1.15961297	0.74628698	1.79169417	3.31920413	3.91334386	5.38034291	1.98157841	1.39442231	0.30190815	0.16010091	0.21760681	0.34108165	0.54028125	1.23082504	0.17049513	0.09222911	0.73404725	0.35293793	0.50081258	0.28093645	0.74783632	1.97218608	0.08777209	0.15475490	0.46305708	0.14210566
ASV_14	 0.75534049	 0.14295029	 0.03173363	 0.16368286	 0.06728972	 0.31799873	 0.03620128	 1.24034749	 0.05575831	 0.01231679	 0.34943105	 0.27787819	 0.07908473	 0.03194815	 0.04405491	 0.03982384	 0.73649549	 1.03489637	 2.83112064	 1.13182607	 0.08561842	 0.94541694	 0.01472935	 0.06110826	 0.05095777	 0.02714173	 0.03863801	 1.20448884	 1.44242308	 0.02830389	 0.54579856	 3.04165961	 0.42051162	 0.05049357	 0.04145937	 1.03218672	 0.80641347	 1.47738623	 3.50180605	 1.17740705	 5.35340022	 1.72254432	 0.67908263	 6.60547698	11.66982715	 2.35594407	 0.95734337
ASV_15	0.56414493	0.16050559	0.27095640	0.46803069	0.29408100	1.26404494	1.75696875	2.17181467	0.52970397	1.68493657	1.30215333	0.46313031	0.20298413	3.65121745	1.91986644	1.81081334	0.33180002	0.05300008	0.02650411	0.05507669	4.43364572	0.66967034	0.04909783	0.77974139	0.32196048	0.10116463	1.08427916	0.72452175	2.03523256	2.32563625	2.84542985	2.72492082	1.60962504	5.49370093	0.44309701	0.17740709	0.12060729	0.34611722	0.11580776	0.17246526	1.90189521	0.30249559	0.09759271	0.13291203	0.18091066	0.95096113	0.15706415
ASV_13	0.06137142	0.18558459	0.15134502	0.06905371	1.14641745	5.23902904	2.42789912	0.66843629	0.36749797	0.22909225	3.79595616	0.29595156	4.85052987	2.04468177	3.73307364	6.34604573	0.65103185	1.19389662	2.14201383	1.34662518	0.96031471	5.37952089	2.86485823	0.15888147	0.07180414	0.12337150	0.09900990	0.29712248	0.28800461	0.12736750	0.02425771	0.03626780	0.03037028	0.16915348	0.01036484	0.11289542	0.21520125	0.10917791	0.08271983	0.06633279	0.01337793	0.05321682	0.18705270	0.23071522	0.26155758	0.74089133	0.17950188
ASV_21	0.23840434	0.08276070	2.00410096	0.25575448	2.29034268	0.25174899	2.57270424	2.64720077	0.40804947	0.45079443	0.16127587	0.23495391	0.59840776	5.31480340	1.25672417	1.17597451	1.59364553	0.55789562	1.00474664	0.38002919	3.45944695	1.16453702	1.21026145	0.64041456	0.13665949	0.34297276	0.56508090	0.21484241	1.27922047	2.22421398	1.17164758	1.62721536	0.25230697	1.04269232	0.06996269	0.30643043	0.31688975	0.59467119	0.66727328	0.92865908	1.73913043	0.82346021	0.37817176	0.48400040	1.19662591	0.56018613	0.41883773
ASV_19	2.27310280	0.33856648	1.46462920	0.77493606	1.07912773	0.99904600	1.20429589	1.70366795	2.26328062	1.79825102	0.45097512	2.24335803	0.68540096	1.51069122	0.02782415	0.09136057	2.38544102	0.23989512	0.73970556	0.31118332	0.02314011	0.98727134	0.42224132	0.97039916	0.04632525	0.03947888	1.66143444	0.05942450	0.61200979	1.43878105	0.16980400	0.51016707	0.28501343	0.52008382	0.03368574	0.05068774	0.03074304	3.60751702	0.23988750	2.47089649	3.80156076	0.49855754	1.89492518	2.22690340	0.37925848	2.02389826	0.08725786
ASV_12	0.023604390	2.131714902	5.243372553	0.570332481	0.032398754	0.037099852	0.021720767	0.048262548	0.973236010	0.539475305	0.098557477	6.519971083	0.039542363	0.018256087	0.013912076	0.025768366	0.015081819	3.782532288	1.734814351	0.894996282	0.129584635	0.472708472	0.090830981	4.363129721	0.979779029	0.071555468	6.051678339	0.082280072	8.140930255	0.110856900	0.012128857	0.009671414	0.007008527	1.012396173	0.041459370	0.018431906	0.151350329	0.004645869	0.000000000	0.016583198	0.002229654	0.014004425	0.016265452	0.258300732	0.021796465	0.002258815	0.102216350
ASV_17	1.671190841	2.199428199	0.043938876	0.892583120	0.024922118	0.174899300	1.860745746	0.287162162	2.037712895	2.736790245	1.612758713	0.661937466	0.036906206	0.061614295	0.013912076	0.067934783	0.027650001	0.231526681	0.093969111	0.228568281	0.009256045	0.093556885	0.513072297	0.317762949	2.897644361	0.051816028	0.224583434	0.047996709	0.120001920	2.830388943	1.271104211	3.111777364	5.345169957	2.004594915	6.301824212	0.052991729	0.101688502	0.127761388	0.060661207	1.233789924	0.833890747	0.134442484	0.032530904	0.007523322	0.111161970	0.038399855	0.069806288
ASV_20	0.62551635	1.88343281	0.03661573	0.25831202	2.55950156	0.05299979	0.94847351	0.18581081	1.75131792	2.11109743	0.19412836	0.09714441	1.13618390	0.42901805	1.15006492	0.78710645	0.86217731	0.81452760	0.56140520	0.36350618	0.01619808	0.55887929	0.39278262	1.50081885	5.32045491	4.17242400	0.60854866	0.89136745	0.13200211	0.83732340	1.57189986	1.64897604	1.25919869	1.46431367	0.96652156	0.05299173	0.07094547	0.09291737	0.04135991	0.08291599	0.14269788	0.07002213	0.03253090	0.02006219	0.07410798	0.17392876	0.01745157
ASV_29	0.86392069	2.10914380	0.03173363	0.41176471	2.29532710	0.09804961	1.03294316	0.16167954	1.95914436	2.09878064	0.24788699	0.09036689	0.92529130	0.45868419	0.98080134	0.60672789	0.77168640	0.76431700	0.53249163	0.41032137	0.06016429	0.56380333	0.40505708	1.20261054	4.58619971	3.68387288	0.52885776	0.73823509	0.13440215	0.70523858	1.33660004	1.34916221	1.47179068	1.45926431	1.02611940	0.08063959	0.07331032	0.08362564	0.03584526	0.12271566	0.25641026	0.09803098	0.01626545	0.05015548	0.08936550	0.44046893	0.03988931
ASV_22	1.734922696	0.042634298	0.031733633	1.166240409	0.017445483	1.669493322	1.028116327	0.538127413	1.472526358	0.017243503	0.155302691	0.024850895	0.023725418	0.031948153	0.030142831	1.309501499	0.040218184	2.089319088	0.657783775	0.771073720	0.023140113	0.428392053	0.351049466	1.598592066	0.030111412	0.394788788	1.304032842	1.071926496	1.456823309	3.799797155	4.162623714	4.458521724	1.020908772	1.896033730	0.057006633	0.073727623	0.061486071	0.074333899	0.030330604	0.036483035	0.013377926	0.008402655	0.036597267	0.012538870	0.013077879	0.027105780	0.029916980
ASV_23	0.6396790	1.2990921	0.3759215	0.2225064	0.6479751	0.3232987	0.6057681	0.8494208	0.9960462	1.0247567	0.9318161	1.3600217	0.3848790	2.4805459	1.3193285	1.5671852	0.5555137	0.3319479	0.6192323	0.3194448	1.9807937	0.2412783	0.6996440	1.0486177	1.4963056	1.6556455	0.3936247	0.5508194	0.2016032	0.3608746	0.5263924	0.3941101	1.4764630	0.5049357	1.4199834	0.1543672	0.1395261	0.4297429	0.3942978	0.5207124	0.4258640	0.6414027	0.3944372	0.5466948	0.6211992	0.5172686	0.4961233
ASV_16	 0.016523073	 0.032602699	 0.029292584	 0.033248082	 0.311526480	11.010705957	 0.096536744	 1.013513514	 0.002534469	 0.009853430	 0.032852492	 0.054220134	 0.086993199	 0.225919080	 4.025227231	 1.567185157	 1.824900083	 0.039052693	 0.031323037	 1.905653623	 0.555362721	 0.056626536	 0.019639131	 0.004888661	 0.006948787	 0.002467430	 0.009659503	 0.015998903	 0.000000000	 0.011793287	 0.024257714	 0.007253560	 0.002336176	 0.005049357	 0.012956053	 0.317950372	 0.191552760	 0.657390416	 8.252681501	 0.686544393	 0.033444816	 0.845867294	 3.139232271	 0.090279868	 0.023976111	 0.140046532	 0.107202513
ASV_28	0.69868996	1.60756383	0.03661573	0.37595908	1.68473520	0.14574942	0.88331121	0.20028958	1.48773317	1.76130065	0.13738315	0.06099765	0.70649022	0.37881381	0.79530699	0.64655172	0.55048639	0.90100142	0.47948341	0.33596784	0.03008215	0.51948691	0.37559838	1.45926523	3.54156533	2.81040268	0.49504950	0.79537403	0.10560169	0.93402835	2.07888609	1.80855437	1.14939843	1.44411624	0.72294776	0.05759971	0.05912122	0.11614672	0.04135991	0.08954927	0.13600892	0.09803098	0.01626545	0.08777209	0.13949737	0.13101127	0.04487547
ASV_25	0.89696684	0.04012640	0.19284285	0.95140665	0.39875389	0.44254823	0.88572463	0.60328185	4.88138686	0.92868580	0.31359197	1.80056027	0.10017399	4.37005089	1.14774624	1.33526987	3.26018651	0.47979023	1.61916006	1.31357916	0.61784103	0.05908856	1.08015220	0.06844125	0.07643666	0.55517173	0.02173388	1.19306105	0.05520088	0.02830389	0.43178731	0.53918131	0.23828992	0.10098715	0.13474295	0.03225583	0.01891879	0.01626054	0.07444785	0.03648304	0.19397993	0.89908411	0.02846454	0.01253887	0.14821596	0.05872919	0.01745157
ASV_30	0.042487903	0.007523700	0.009764195	0.035805627	0.022429907	0.018549926	0.050681791	0.043436293	0.025344688	0.004926715	0.029865902	0.063256823	0.034270048	0.111818534	0.016230755	0.009370315	0.105572732	0.005578956	0.669831097	0.063338198	0.032396159	0.123101165	0.154658156	0.002444330	0.009265050	0.014804580	0.007244627	0.009142230	0.076801229	0.014151945	0.082476227	0.055610629	0.046723514	0.040394860	0.057006633	3.585005645	5.699285816	2.687635021	0.363967243	1.840734967	1.520624303	0.137243369	0.471698113	4.228107132	3.286906864	2.423708523	3.158734512
ASV_26	1.21090523	0.92290716	0.78113558	0.91815857	0.80000000	0.77114692	1.41426330	1.20656371	0.83130576	0.52223180	1.43356330	2.14847280	0.32161122	2.01273362	1.02717492	1.74522114	0.64851821	0.39052693	1.27701612	1.15110291	1.03667708	0.56872738	1.39437830	0.43020215	0.33354180	0.05181603	0.35740159	0.37026033	0.47760764	0.86798594	0.35658840	0.38202084	0.19857493	0.35597970	0.51046849	0.08294358	0.01891879	0.09756324	0.12132241	0.13929886	0.18729097	0.37531860	0.14232271	0.28087070	0.16347348	0.07679971	0.09723019
ASV_24	0.19827688	1.05833375	0.62979056	0.33503836	0.64049844	1.07854569	1.41909014	0.67808880	0.40298054	0.48528144	1.40369740	0.36146756	0.87784046	0.47922229	0.69096643	0.24597076	0.63846367	1.77131859	0.95173843	1.99653017	0.48362837	1.31718246	1.56622069	0.67707951	0.28258402	1.32500987	0.77758995	0.74966288	1.02721644	0.35143996	0.60644285	0.27079958	0.26398785	0.70186069	0.51824212	0.35251020	0.60776616	0.22300170	0.12132241	0.40463003	0.08249721	0.19606196	0.41476903	0.23823854	0.04795222	0.14456416	0.65817357
ASV_27	5.733506432	0.067713297	0.058585168	3.649616368	0.067289720	1.852342591	0.007240256	0.723938224	0.182481752	0.004926715	0.011946361	0.020332550	0.007908473	0.025102120	0.020868114	1.581240630	0.037704547	0.315211024	0.563814664	2.114945061	0.016198079	0.044316419	0.517982079	0.024443304	0.032427675	0.009869720	0.014489254	0.029712248	0.554408871	0.021227917	0.014554628	0.019342827	0.088774676	0.108561186	0.007773632	0.080639587	0.007094547	0.062719227	0.308820691	1.698119465	2.258639911	0.089628323	0.117924528	0.075233223	0.082826566	6.460210973	0.029916980
ASV_119	0.45792517	0.92290716	0.77137138	0.29923274	1.82180685	0.10599958	0.76022686	0.58397683	0.07096513	1.19472841	0.47486784	0.82233870	0.92001898	0.73024349	1.36338342	0.41463643	0.89988186	0.48257971	0.39274269	0.09363038	1.70079833	0.49240466	0.58180925	1.22949818	1.78815463	1.01411370	0.84762135	0.40454369	0.39600634	0.96940821	0.82476227	0.12814623	1.61663357	1.20679644	1.24378109	0.05529572	0.09932365	0.07433390	0.03033060	0.02984976	0.09587514	0.18205753	0.02033182	0.05015548	0.10898232	0.15134061	0.03241006
ASV_157	0.7458987	0.8075438	0.2538691	1.7544757	1.1214953	0.5246979	0.8036684	0.9266409	0.4080495	0.8892721	1.0124541	0.6845292	0.6906733	0.6868853	0.4614172	0.3888681	0.4097227	0.6722642	0.4240657	0.9583345	0.4790003	0.8444740	1.2544495	0.8824033	0.5906469	1.4804580	0.6423569	0.5211071	0.6240100	1.0472439	0.6015913	0.3771851	0.5419928	0.2979121	1.0598051	0.1474552	0.1158776	0.3252108	0.1985276	0.4875460	0.4414716	0.5041593	0.3659727	0.2231919	0.3291266	0.2032934	0.3365660
ASV_34	0.000000000	0.012539499	0.002441049	0.015345269	0.022429907	0.042399830	0.012067093	0.004826255	0.010137875	0.007390073	0.005973180	0.031628411	0.036906206	0.036512175	0.027824151	0.007027736	0.007540909	0.013947390	0.009637858	0.016523008	0.032396159	0.032006303	0.009819565	0.017110313	0.002316262	0.012337150	0.016904129	0.029712248	0.050400806	0.028303889	0.036386571	0.021760681	0.023361757	0.017672751	0.023320896	0.470013594	0.558104337	5.024506957	2.779386219	2.577028954	1.698996656	2.691650562	3.598731295	4.541578895	2.412868633	0.103905491	2.547929496
ASV_32	0.40599552	0.30345589	0.58585168	1.43734015	1.40062305	1.79404282	0.74815977	0.62017375	0.54237632	0.45818451	1.42460353	0.84041207	0.55359308	0.97670067	0.83008718	0.33264618	0.71890003	0.16178973	0.46743609	0.46264423	0.77519380	0.32991112	0.53762121	0.55975166	0.63465592	0.46634426	0.24873219	0.29255137	0.34560553	0.94346298	1.02367553	0.94779854	1.18444107	0.77760105	0.52083333	0.04607976	0.01182424	0.06039629	0.01930129	0.08954927	0.17837235	0.01120354	0.01626545	0.04263216	0.10026374	0.06324682	0.01994465
ASV_31	0.011802195	0.002507900	0.021969438	0.000000000	0.007476636	0.047699809	2.077953421	0.048262548	0.025344688	0.036950363	2.744676403	1.990330743	0.055359308	0.025102120	0.009274717	0.018740630	0.022622728	1.085106976	0.185528757	0.005507669	0.004628023	0.182189724	0.812569044	1.383490993	0.030111412	1.283063561	0.883844482	0.107421205	1.836029376	0.299549496	0.885406559	3.297952078	1.357318070	1.315357621	0.033685738	0.043775776	0.059121222	0.199772352	0.041359914	0.693177672	1.772575251	0.162451335	0.211450878	0.007523322	0.006538939	0.015811705	0.027423899
ASV_37	0.016523073	0.042634298	0.080554606	0.025575448	0.032398754	0.023849905	0.021720767	0.038610039	0.015206813	0.034487006	0.062718394	0.018073378	0.055359308	0.013692065	0.009274717	0.023425787	0.027650001	0.044631649	0.055417681	0.044061355	0.037024181	0.009848093	0.017184240	0.034220625	0.013897575	0.037011449	0.060371891	0.034283363	0.043200691	0.002358657	0.009703086	0.014507121	0.011680878	0.025246787	0.038868159	0.057599705	0.070945467	2.197495877	4.207681915	6.560313091	1.645484950	9.326947315	3.871177619	0.075233223	0.098084091	0.070023266	0.117174840
ASV_38	0.313938393	1.474645132	1.457306059	1.728900256	0.403738318	0.736697053	0.248582117	0.451254826	0.134326845	0.630619534	1.475375564	0.295951563	1.328623399	0.399351909	0.139120757	0.084332834	0.216172737	1.534212949	0.462617160	1.649546994	0.518338540	0.110791048	0.164477722	0.327540270	0.321960485	2.196012633	0.236657812	0.212556853	1.435222964	0.332570701	0.759266447	0.244203196	0.334073122	0.462016208	0.738495025	0.025343870	0.035472733	0.046458687	0.016543966	0.066332792	0.017837235	0.044814161	0.032530904	0.017554419	0.004359293	0.020329335	0.029916980
ASV_39	0.009441756	0.002507900	0.031733633	0.017902813	0.017445483	1.285244859	0.057922047	0.248552124	0.002534469	0.000000000	0.029865902	0.004518344	0.021089260	0.041076196	0.051010944	0.060907046	0.007540909	0.044631649	0.016866251	0.994134332	0.009256045	0.049240466	0.054007610	0.095328885	0.002316262	0.000000000	0.021733881	0.018284460	0.014400230	0.037738519	0.058218513	0.087042723	0.016353230	0.030296145	0.038868159	1.177337972	0.283781866	3.103440266	0.383268536	8.022951146	0.124860647	0.047615046	4.261548471	0.812518808	1.867957017	1.452418061	0.366483010
ASV_40	0.007081317	1.991272508	0.021969438	0.000000000	0.022429907	0.018549926	0.019307349	0.014478764	0.000000000	0.009853430	0.002986590	0.011295861	0.021089260	0.335455603	6.394917455	0.046851574	0.047759093	0.039052693	0.036141966	0.057830529	2.376489645	0.054164512	0.073646741	2.268338589	0.032427675	0.705684959	0.033808259	1.773592668	3.321653146	0.030662547	1.258975354	0.009671414	0.002336176	0.020197430	0.005182421	0.020735894	0.014189093	0.009291737	0.013786638	0.000000000	0.006688963	0.002800885	0.000000000	0.007523322	0.015257525	0.004517630	0.034903144
ASV_1214	0.95361737	1.00065205	0.56144120	0.68286445	0.89221184	0.21199915	0.39580065	0.31611969	0.52463504	1.69971671	0.25087358	0.42924273	0.34533664	0.40847995	0.72110926	0.19911919	0.52032275	0.18410555	0.83608414	0.25610663	1.00196691	0.44808824	0.49097827	0.52064237	0.99830913	0.54283458	0.32600821	0.24684022	0.20400326	0.60853362	0.51183776	0.16683189	1.12136433	0.76497766	0.84214345	0.11519941	0.08040486	0.10220911	0.03308793	0.15256542	0.11148272	0.21846904	0.06099545	0.15798977	0.24412040	0.19877572	0.05983396
ASV_57	0.136905464	0.055173797	0.068349363	0.107416880	0.022429907	0.037099852	0.036201279	0.021718147	0.093775345	0.120704520	0.062718394	0.033887584	0.044814678	0.041076196	0.006956038	0.032796102	0.020109092	0.011157912	0.139748934	0.038553686	0.020826102	0.120639141	0.044188045	0.017110313	0.025478887	0.022206869	0.041052886	0.020570018	0.007200115	0.044814492	0.036386571	0.060446336	0.032706460	0.037870181	0.038868159	2.483699283	0.257768529	0.299658529	0.170954311	2.298431229	1.175027871	0.159650450	0.203318152	1.762965192	3.600775954	4.870005195	1.470918202
ASV_48	0.03540659	0.17555299	0.19528389	0.07672634	0.09719626	0.09274963	0.13997828	0.13754826	0.10644769	0.21677546	0.13738315	0.24399060	0.25834344	0.31035348	0.31070302	0.25065592	0.26393183	0.51605345	0.28190733	0.72150470	0.43503413	0.65736022	1.23481036	0.86284862	0.52115906	0.70075010	0.47090075	0.56453272	1.08481736	0.12500884	0.10673394	0.05077492	0.06541292	0.34588099	0.18656716	1.01836279	0.87972379	0.26249158	0.34466595	2.66989486	0.16499443	0.79825225	1.04912167	0.78994884	0.15693455	0.84253800	0.72797986
ASV_46	0.29505488	0.01755530	0.01464629	0.09207161	0.05732087	0.20404918	0.50681791	0.29681467	0.13686131	0.33255327	0.22698086	0.96240737	0.05008699	0.43586408	0.26201076	1.06821589	0.10054546	0.06415800	0.40238055	0.45162889	0.13652667	0.48501859	0.80765926	0.41309183	1.66307646	0.29609159	0.41535861	1.29819670	0.21120338	1.10856900	1.24684650	1.04451268	0.68917183	0.36355374	0.43791459	0.15206322	0.03783758	0.12311552	0.19577026	0.32171404	0.78706800	0.41453099	0.40663630	0.36362724	0.50567798	0.30494003	0.15706415
ASV_42	1.37613596	0.28088479	0.29292584	0.23273657	0.70031153	0.21199915	1.55665500	1.46718147	0.80596107	0.42616086	0.79144641	0.23947226	0.23725418	1.07710915	0.32925246	0.42634933	0.64097730	0.34589528	0.46984555	0.22856828	0.59701493	0.47763252	0.33141034	0.34465058	0.50726148	0.23934070	0.34049746	0.23998354	0.62160995	0.49531806	0.61857171	0.98648420	0.76626562	0.66399051	0.31094527	0.02534387	0.01655394	0.03948988	0.04963190	0.07296607	0.21627648	0.04201328	0.02846454	0.02256997	0.12641949	0.09938786	0.02243774
ASV_35	0.22188127	0.18809249	0.68837573	0.97953964	0.08971963	0.21464914	0.52371184	0.14720077	0.28386050	0.23401897	0.41513604	0.66645581	0.42178521	0.30807147	0.24809868	0.11712894	0.74655003	0.64436944	0.21444233	1.65230083	0.35635775	0.86663220	0.67018534	0.42775782	0.22699372	0.94255823	1.18811881	0.42282815	1.44722316	0.22878977	0.20861634	0.07737131	0.09578320	0.21712237	0.04145937	0.33868627	0.66925223	0.72243258	0.25091681	0.33166396	0.13600892	0.66100888	0.43510085	0.24826964	0.15693455	0.10842312	0.40387924
ASV_45	0.004720878	0.005015800	0.000000000	0.015345269	0.027414330	0.074199703	0.004826837	0.002413127	0.002534469	0.022170218	0.000000000	0.009036689	0.026361575	0.057050273	0.002318679	0.002342579	0.000000000	0.011157912	0.000000000	0.008261504	0.011570057	0.059088559	0.017184240	0.002444330	0.000000000	0.009869720	0.002414876	0.018284460	0.026400422	0.037738519	0.021831943	0.009671414	0.007008527	0.025246787	0.015547264	3.313135037	1.771271816	0.065042161	0.082719828	0.189048456	0.046822742	0.070022127	0.085393624	0.042632160	2.567623531	8.522509092	1.879783601
ASV_33	0.283252685	0.333550685	0.248986965	0.342710997	0.695327103	1.825842697	0.304090745	0.371621622	1.059407948	0.583815741	0.570438730	0.246249774	0.790847261	0.312635494	0.658504916	0.826930285	0.165900008	2.594214622	0.660193239	0.572797621	0.229087123	1.171923086	1.551491347	0.383759869	0.122761911	0.355309909	0.260806568	0.223984641	0.880814093	0.382102507	0.191635940	0.120892671	0.060740568	1.030068924	0.253938640	0.020735894	0.037837582	0.023229343	0.019301293	0.003316640	0.004459309	0.005601770	0.008132726	0.010031096	0.004359293	0.015811705	0.009972327
