ID	group	Group
664	ASV_1128	MDmodel_5	MD
665	ASV_144	MDmodel_2	MD
666	ASV_160	MDmodel_28	MD
667	ASV_63	MDmodel_9	MD
668	ASV_190	MDmodel_55	MD
669	ASV_193	MDmodel_23	MD
670	ASV_187	MDmodel_4	MD
671	ASV_387	MDmodel_34	MD
672	ASV_228	MDmodel_39	MD
673	ASV_301	MDmodel_45	MD
674	ASV_429	MDmodel_49	MD
675	ASV_331	MDmodel_14	MD
676	ASV_131	MDmodel_54	MD
677	ASV_94	MDmodel_35	MD
678	ASV_90	MDmodel_15	MD
679	ASV_188	MDmodel_37	MD
680	ASV_435	MDmodel_31	MD
681	ASV_334	MDmodel_20	MD
682	ASV_366	MDmodel_41	MD
683	ASV_400	MDmodel_52	MD
684	ASV_484	MDmodel_34	MD
685	ASV_460	MDmodel_43	MD
686	ASV_479	MDmodel_53	MD
687	ASV_280	MDmodel_26	MD
688	ASV_589	MDmodel_29	MD
689	ASV_481	MDmodel_16	MD
690	ASV_1448	MDmodel_19	MD
691	ASV_67	NCmodel_7	NC
692	ASV_6	NCmodel_7	NC
693	ASV_180	NCmodel_7	NC
694	ASV_428	NCmodel_7	NC
695	ASV_466	NCmodel_7	NC
696	ASV_71	NCmodel_7	NC
697	ASV_615	NCmodel_7	NC
698	ASV_143	NCmodel_7	NC
699	ASV_765	NCmodel_7	NC
700	ASV_583	NCmodel_7	NC
701	ASV_240	NCmodel_3	NC
702	ASV_893	NCmodel_4	NC
703	ASV_531	NCmodel_6	NC
704	ASV_453	NCmodel_6	NC
705	ASV_1275	NCmodel_7	NC
706	ASV_276	NCmodel_3	NC
707	ASV_1	NCmodel_6	NC
708	ASV_21	NCmodel_6	NC
709	ASV_141	NCmodel_7	NC
710	ASV_874	NCmodel_7	NC
711	ASV_766	NCmodel_7	NC
712	ASV_676	NCmodel_2	NC
713	ASV_669	NCmodel_3	NC
714	ASV_315	NCmodel_3	NC
715	ASV_190	NCmodel_7	NC
716	ASV_115	NCmodel_7	NC
717	ASV_690	NCmodel_4	NC
718	ASV_269	NCmodel_4	NC
719	ASV_193	NCmodel_4	NC
720	ASV_46	NCmodel_7	NC
721	ASV_55	NCmodel_7	NC
722	ASV_263	NCmodel_3	NC
723	ASV_72	NCmodel_2	NC
724	ASV_341	NCmodel_7	NC
725	ASV_51	NCmodel_3	NC
726	ASV_306	NCmodel_6	NC
727	ASV_399	NCmodel_4	NC
728	ASV_516	NCmodel_4	NC
729	ASV_37	NCmodel_2	NC
730	ASV_262	NCmodel_7	NC
731	ASV_171	NCmodel_6	NC
732	ASV_500	NCmodel_6	NC
733	ASV_1434	NCmodel_7	NC
734	ASV_736	NCmodel_7	NC
735	ASV_206	NCmodel_7	NC
736	ASV_552	NCmodel_7	NC
737	ASV_73	NCmodel_2	NC
738	ASV_560	NCmodel_3	NC
739	ASV_178	NCmodel_4	NC
740	ASV_549	NCmodel_4	NC
741	ASV_30	NCmodel_7	NC
742	ASV_52	NCmodel_3	NC
743	ASV_81	NCmodel_7	NC
744	ASV_237	NCmodel_7	NC
745	ASV_103	NCmodel_2	NC
746	ASV_287	NCmodel_2	NC
747	ASV_359	NCmodel_4	NC
748	ASV_522	NCmodel_6	NC
749	ASV_210	NCmodel_7	NC
750	ASV_1003	NCmodel_4	NC
751	ASV_36	NCmodel_7	NC
752	ASV_76	NCmodel_6	NC
753	ASV_1280	NCmodel_7	NC
754	ASV_868	NCmodel_6	NC
755	ASV_130	NCmodel_7	NC
756	ASV_745	NCmodel_7	NC
757	ASV_3	NCmodel_1	NC
758	ASV_224	NCmodel_2	NC
759	ASV_244	NCmodel_10	NC
760	ASV_182	NCmodel_2	NC
761	ASV_411	NCmodel_3	NC
762	ASV_378	NCmodel_7	NC
763	ASV_541	NCmodel_2	NC
764	ASV_750	NCmodel_7	NC
765	ASV_165	NCmodel_3	NC
766	ASV_338	NCmodel_7	NC
767	ASV_137	NCmodel_10	NC
768	ASV_289	NCmodel_6	NC
769	ASV_88	NCmodel_4	NC
770	ASV_695	NCmodel_6	NC
771	ASV_599	NCmodel_4	NC
772	ASV_90	NCmodel_5	NC
773	ASV_61	NCmodel_9	NC
774	ASV_108	NCmodel_4	NC
775	ASV_443	NCmodel_2	NC
776	ASV_42	NCmodel_6	NC
777	ASV_730	NCmodel_1	NC
778	ASV_278	NCmodel_7	NC
779	ASV_602	NCmodel_2	NC
780	ASV_148	NCmodel_5	NC
781	ASV_142	NCmodel_5	NC
782	ASV_139	NCmodel_5	NC
783	ASV_201	NCmodel_1	NC
784	ASV_175	NCmodel_6	NC
785	ASV_166	NCmodel_3	NC
786	ASV_254	NCmodel_7	NC
787	ASV_339	NCmodel_4	NC
788	ASV_31	NCmodel_30	NC
789	ASV_1427	NCmodel_30	NC
790	ASV_842	NCmodel_2	NC
791	ASV_421	NCmodel_10	NC
792	ASV_330	NCmodel_10	NC
793	ASV_574	NCmodel_2	NC
794	ASV_68	NCmodel_1	NC
795	ASV_23	NCmodel_7	NC
796	ASV_157	NCmodel_3	NC
797	ASV_24	NCmodel_9	NC
798	ASV_129	NCmodel_9	NC
799	ASV_563	NCmodel_7	NC
800	ASV_422	NCmodel_2	NC
801	ASV_417	NCmodel_23	NC
802	ASV_9	NCmodel_2	NC
803	ASV_1357	NCmodel_7	NC
804	ASV_242	NCmodel_7	NC
805	ASV_225	NCmodel_3	NC
806	ASV_470	NCmodel_3	NC
807	ASV_85	NCmodel_5	NC
808	ASV_62	NCmodel_7	NC
809	ASV_121	NCmodel_4	NC
810	ASV_49	NCmodel_30	NC
811	ASV_496	NCmodel_35	NC
812	ASV_326	NCmodel_35	NC
813	ASV_687	NCmodel_7	NC
814	ASV_720	NCmodel_3	NC
815	ASV_657	NCmodel_2	NC
816	ASV_135	NCmodel_6	NC
817	ASV_396	NCmodel_6	NC
818	ASV_527	NCmodel_8	NC
819	ASV_805	NCmodel_2	NC
820	ASV_707	NCmodel_2	NC
821	ASV_253	NCmodel_7	NC
822	ASV_75	NCmodel_6	NC
823	ASV_475	NCmodel_10	NC
824	ASV_172	NCmodel_2	NC
825	ASV_111	NCmodel_4	NC
826	ASV_418	NCmodel_4	NC
827	ASV_14	NCmodel_9	NC
828	ASV_100	NCmodel_2	NC
829	ASV_27	NCmodel_7	NC
830	ASV_118	NCmodel_1	NC
831	ASV_35	NCmodel_1	NC
832	ASV_604	NCmodel_9	NC
833	ASV_540	NCmodel_7	NC
834	ASV_296	NCmodel_4	NC
835	ASV_711	NCmodel_2	NC
836	ASV_96	NCmodel_2	NC
837	ASV_1294	NCmodel_10	NC
838	ASV_10	NCmodel_5	NC
839	ASV_430	NCmodel_5	NC
840	ASV_22	NCmodel_5	NC
841	ASV_492	NCmodel_1	NC
842	ASV_325	NCmodel_1	NC
843	ASV_1277	NCmodel_1	NC
844	ASV_321	NCmodel_1	NC
845	ASV_319	NCmodel_8	NC
846	ASV_335	NCmodel_2	NC
847	ASV_681	NCmodel_1	NC
848	ASV_454	NCmodel_35	NC
849	ASV_239	NCmodel_9	NC
850	ASV_173	NCmodel_9	NC
851	ASV_749	NCmodel_3	NC
852	ASV_1309	NCmodel_30	NC
853	ASV_1467	NCmodel_30	NC
854	ASV_256	NCmodel_7	NC
855	ASV_247	NCmodel_7	NC
856	ASV_796	NCmodel_1	NC
857	ASV_188	NCmodel_8	NC
858	ASV_1368	NCmodel_4	NC
859	ASV_506	NCmodel_3	NC
860	ASV_419	NCmodel_2	NC
861	ASV_365	NCmodel_3	NC
862	ASV_504	NCmodel_4	NC
863	ASV_394	NCmodel_36	NC
864	ASV_459	NCmodel_36	NC
865	ASV_532	NCmodel_36	NC
866	ASV_367	NCmodel_5	NC
867	ASV_1038	NCmodel_1	NC
868	ASV_307	NCmodel_6	NC
869	ASV_457	NCmodel_6	NC
870	ASV_1496	NCmodel_34	NC
871	ASV_666	NCmodel_34	NC
872	ASV_700	NCmodel_34	NC
873	ASV_79	NCmodel_3	NC
874	ASV_565	NCmodel_4	NC
875	ASV_70	NCmodel_4	NC
876	ASV_174	NCmodel_4	NC
877	ASV_619	NCmodel_4	NC
878	ASV_16	NCmodel_1	NC
879	ASV_56	NCmodel_10	NC
880	ASV_124	NCmodel_4	NC
881	ASV_152	NCmodel_30	NC
882	ASV_161	NCmodel_35	NC
883	ASV_109	NCmodel_8	NC
884	ASV_350	NCmodel_8	NC
885	ASV_114	NCmodel_3	NC
886	ASV_265	NCmodel_36	NC
887	ASV_469	NCmodel_6	NC
888	ASV_524	NCmodel_34	NC
889	ASV_32	NCmodel_4	NC
890	ASV_608	NCmodel_6	NC
891	ASV_246	NCmodel_23	NC
892	ASV_807	NCmodel_1	NC
893	ASV_432	NCmodel_2	NC
894	ASV_26	NCmodel_10	NC
895	ASV_526	NCmodel_8	NC
896	ASV_538	NCmodel_8	NC
897	ASV_869	NCmodel_1	NC
898	ASV_424	NCmodel_1	NC
899	ASV_702	NCmodel_1	NC
900	ASV_235	NCmodel_5	NC
901	ASV_476	NCmodel_3	NC
902	ASV_264	NCmodel_5	NC
903	ASV_92	NCmodel_5	NC
904	ASV_380	NCmodel_2	NC
905	ASV_525	NCmodel_2	NC
906	ASV_286	NCmodel_9	NC
907	ASV_29	NCmodel_15	NC
908	ASV_144	NCmodel_1	NC
909	ASV_266	NCmodel_2	NC
910	ASV_47	NCmodel_2	NC
911	ASV_603	NCmodel_12	NC
912	ASV_802	NCmodel_7	NC
913	ASV_566	NCmodel_7	NC
914	ASV_407	NCmodel_2	NC
915	ASV_189	NCmodel_2	NC
916	ASV_965	NCmodel_5	NC
917	ASV_1446	NCmodel_7	NC
918	ASV_288	NCmodel_8	NC
919	ASV_568	NCmodel_2	NC
920	ASV_337	NCmodel_8	NC
921	ASV_732	NCmodel_8	NC
922	ASV_1390	NCmodel_4	NC
923	ASV_502	NCmodel_3	NC
924	ASV_145	NCmodel_6	NC
925	ASV_205	NCmodel_17	NC
926	ASV_675	NCmodel_11	NC
927	ASV_499	NCmodel_7	NC
928	ASV_232	NCmodel_5	NC
929	ASV_314	NCmodel_5	NC
930	ASV_28	NCmodel_8	NC
931	ASV_762	NCmodel_1	NC
932	ASV_379	NCmodel_10	NC
933	ASV_215	NCmodel_8	NC
934	ASV_233	NCmodel_6	NC
935	ASV_358	NCmodel_4	NC
936	ASV_535	NCmodel_10	NC
937	ASV_480	NCmodel_10	NC
938	ASV_80	NCmodel_3	NC
939	ASV_318	NCmodel_11	NC
940	ASV_461	NCmodel_4	NC
941	ASV_57	NCmodel_23	NC
942	ASV_48	NCmodel_8	NC
943	ASV_89	NCmodel_18	NC
944	ASV_159	NCmodel_9	NC
945	ASV_131	NCmodel_2	NC
946	ASV_7	NCmodel_1	NC
947	ASV_107	NCmodel_2	NC
948	ASV_82	NCmodel_5	NC
949	ASV_221	NCmodel_8	NC
950	ASV_309	NCmodel_2	NC
951	ASV_128	NCmodel_2	NC
952	ASV_332	NCmodel_14	NC
953	ASV_409	NCmodel_4	NC
954	ASV_91	NCmodel_4	NC
955	ASV_393	NCmodel_17	NC
956	ASV_202	NCmodel_4	NC
957	ASV_445	NCmodel_35	NC
958	ASV_209	NCmodel_12	NC
959	ASV_310	NCmodel_5	NC
960	ASV_395	NCmodel_7	NC
961	ASV_64	NCmodel_7	NC
962	ASV_491	NCmodel_1	NC
963	ASV_132	NCmodel_30	NC
964	ASV_200	NCmodel_4	NC
965	ASV_1200	NCmodel_4	NC
966	ASV_833	NCmodel_4	NC
967	ASV_772	NCmodel_24	NC
968	ASV_127	NCmodel_2	NC
969	ASV_163	NCmodel_18	NC
970	ASV_630	NCmodel_18	NC
971	ASV_231	NCmodel_5	NC
972	ASV_184	NCmodel_6	NC
973	ASV_979	NCmodel_22	NC
974	ASV_793	NCmodel_20	NC
975	ASV_25	NCmodel_9	NC
976	ASV_703	NCmodel_1	NC
977	ASV_439	NCmodel_1	NC
978	ASV_401	NCmodel_9	NC
979	ASV_117	NCmodel_29	NC
980	ASV_997	NCmodel_8	NC
981	ASV_119	NCmodel_16	NC
982	ASV_342	NCmodel_33	NC
983	ASV_320	NCmodel_2	NC
984	ASV_477	NCmodel_3	NC
985	ASV_1214	NCmodel_7	NC
986	ASV_151	NCmodel_14	NC
987	ASV_633	NCmodel_14	NC
988	ASV_366	NCmodel_17	NC
989	ASV_20	NCmodel_15	NC
990	ASV_370	NCmodel_12	NC
991	ASV_473	NCmodel_5	NC
992	ASV_992	NCmodel_25	NC
993	ASV_412	NCmodel_2	NC
994	ASV_440	NCmodel_1	NC
995	ASV_252	NCmodel_21	NC
996	ASV_150	NCmodel_30	NC
997	ASV_405	NCmodel_3	NC
998	ASV_693	NCmodel_3	NC
999	ASV_836	NCmodel_9	NC
1000	ASV_104	NCmodel_7	NC
1001	ASV_87	NCmodel_19	NC
1002	ASV_974	NCmodel_28	NC
1003	ASV_581	NCmodel_3	NC
1004	ASV_508	NCmodel_31	NC
1005	ASV_735	NCmodel_11	NC
1006	ASV_626	NCmodel_27	NC
1007	ASV_894	NCmodel_7	NC
1008	ASV_811	NCmodel_13	NC
1009	ASV_744	NCmodel_2	NC
1010	ASV_479	NCmodel_32	NC
1011	ASV_1070	NCmodel_26	NC
1012	ASV_8	NCmodel_24	NC
1013	ASV_34	NCmodel_4	NC
1014	ASV_154	NCmodel_5	NC
1015	ASV_275	NCmodel_8	NC
1016	ASV_63	NCmodel_22	NC
1017	ASV_195	NCmodel_20	NC
1018	ASV_15	NCmodel_15	NC
1019	ASV_208	NCmodel_29	NC
1020	ASV_216	NCmodel_12	NC
1021	ASV_2	NCmodel_16	NC
1022	ASV_17	NCmodel_2	NC
1023	ASV_227	NCmodel_33	NC
1024	ASV_191	NCmodel_8	NC
1025	ASV_13	NCmodel_2	NC
1026	ASV_308	NCmodel_8	NC
1027	ASV_125	NCmodel_8	NC
1028	ASV_415	NCmodel_11	NC
1029	ASV_218	NCmodel_23	NC
1030	ASV_402	NCmodel_5	NC
1031	ASV_284	NCmodel_10	NC
1032	ASV_97	NCmodel_17	NC
1033	ASV_413	NCmodel_2	NC
1034	ASV_274	NCmodel_2	NC
1035	ASV_170	NCmodel_25	NC
1036	ASV_153	NCmodel_21	NC
1037	ASV_383	NCmodel_23	NC
1038	ASV_65	NCmodel_4	NC
1039	ASV_110	NCmodel_19	NC
1040	ASV_554	NCmodel_7	NC
1041	ASV_642	NCmodel_4	NC
1042	ASV_120	NCmodel_3	NC
1043	ASV_610	NCmodel_8	NC
1044	ASV_587	NCmodel_28	NC
1045	ASV_486	NCmodel_31	NC
1046	ASV_59	NCmodel_27	NC
1047	ASV_509	NCmodel_4	NC
1048	ASV_726	NCmodel_13	NC
1049	ASV_361	NCmodel_32	NC
1050	ASV_373	NCmodel_26	NC
