"z","module","p","roles","label","role_7"
1.71389194277163,"5",0.285374554102259,"Peripherals","","peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.71389194277163,"5",0.285374554102259,"Peripherals","","peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
1.71389194277163,"5",0.285374554102259,"Peripherals","","peripheral"
0.808856087067018,"5",0.297520661157025,"Peripherals","","peripheral"
1.71389194277163,"5",0.285374554102259,"Peripherals","","peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
0.808856087067018,"5",0.297520661157025,"Peripherals","","peripheral"
0.291692740950094,"5",0.197530864197531,"Peripherals","","peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
1.06743776012548,"5",0,"Peripherals","","ultra peripheral"
0.291692740950094,"5",0.197530864197531,"Peripherals","","peripheral"
0.808856087067018,"5",0.297520661157025,"Peripherals","","peripheral"
1.19672859665471,"5",0,"Peripherals","","ultra peripheral"
-0.484052278225292,"5",0,"Peripherals","","ultra peripheral"
-0.871924787812984,"5",0,"Peripherals","","ultra peripheral"
-0.871924787812984,"5",0,"Peripherals","","ultra peripheral"
-0.22547060516683,"5",0.375,"Peripherals","","peripheral"
-0.0961797686375987,"5",0,"Peripherals","","ultra peripheral"
0.938146923596249,"5",0,"Peripherals","","ultra peripheral"
0.938146923596249,"5",0.375,"Peripherals","","peripheral"
-0.22547060516683,"5",0.375,"Peripherals","","peripheral"
0.938146923596249,"5",0.375,"Peripherals","","peripheral"
-0.0961797686375987,"5",0.48,"Peripherals","","peripheral"
0.938146923596249,"5",0.375,"Peripherals","","peripheral"
0.938146923596249,"5",0,"Peripherals","","ultra peripheral"
0.938146923596249,"5",0,"Peripherals","","ultra peripheral"
-0.871924787812984,"5",0.13265306122449,"Peripherals","","peripheral"
-0.742633951283754,"5",0.32,"Peripherals","","peripheral"
-0.742633951283754,"5",0,"Peripherals","","ultra peripheral"
-0.742633951283754,"5",0,"Peripherals","","ultra peripheral"
-0.742633951283754,"5",0.13265306122449,"Peripherals","","peripheral"
-0.613343114754523,"5",0,"Peripherals","","ultra peripheral"
-0.613343114754523,"5",0.32,"Peripherals","","peripheral"
-0.354761441696061,"5",0,"Peripherals","","ultra peripheral"
-0.354761441696061,"5",0.63905325443787,"Connectors","ASV_222","non hub connector"
-1.38908813392991,"5",0,"Peripherals","","ultra peripheral"
-1.51837897045914,"5",0,"Peripherals","","ultra peripheral"
-0.0961797686375987,"5",0,"Peripherals","","ultra peripheral"
0.291692740950094,"5",0.300554016620499,"Peripherals","","peripheral"
