OTUID	HDA	HDB	HDC	MDA	MDB	MDC	NCA	NCB	NCC
ASV_694	0.0014525602	0.0010749019	0.0007071728	0.0003664413	0.0011615346	0.0007024567	0.0415402323	0.0416474498	0.0022161744
ASV_807	0.0095816024	0.0072766956	0.0003597575	0.0158681848	0.0235614527	0.0011633633	0.0320216309	0.0020408765	0.0022122578
ASV_633	0.0022385965	0.0011146354	0.0007371420	0.0025106826	0.0018589661	0.0003429708	0.0185943913	0.0469435252	0.0152581872
ASV_782	0.008372689	0.005824580	0.022031671	0.006405453	0.012326729	0.008374387	0.000000000	0.002353840	0.027921702
ASV_798	0.003917171	0.004699952	0.006246324	0.002112387	0.002584429	0.003727270	0.006275766	0.004060094	0.061382191
ASV_723	0.012259532	0.007676515	0.004013325	0.010063083	0.009148864	0.004368607	0.013664455	0.007503826	0.024771186
ASV_746	0.005847359	0.001780602	0.002647317	0.005002089	0.012658552	0.006274929	0.035441314	0.010193661	0.011285679
ASV_884	0.014358204	0.009390173	0.007135242	0.010849146	0.005777432	0.009337983	0.014000385	0.010184310	0.011700315
ASV_663	0.0094865627	0.0141984227	0.0162389591	0.0173024089	0.0003627328	0.0003542143	0.0104490181	0.0095396537	0.0152355524
ASV_1000	0.000000000	0.000000000	0.000719515	0.000000000	0.000000000	0.000000000	0.051444990	0.012399512	0.025848531
ASV_1607	0.035781243	0.002489819	0.010002767	0.005393709	0.006126296	0.007690021	0.003885201	0.002368491	0.018274263
ASV_734	0.0264364281	0.0098369055	0.0072210474	0.0196934932	0.0115700728	0.0065809675	0.0035117418	0.0006779481	0.0074773757
ASV_788	0.0003583395	0.0003692012	0.0000000000	0.0010951699	0.0000000000	0.0000000000	0.0261303732	0.0232434644	0.0400777633
ASV_659	0.0000000000	0.0000000000	0.0011034659	0.0003513642	0.0725561705	0.0248960921	0.0000000000	0.0000000000	0.0000000000
ASV_851	0.0088904204	0.0025186881	0.0007494843	0.0074746677	0.0010727527	0.0015000957	0.0038370301	0.0247604694	0.0401230365
ASV_691	0.0468078069	0.0000000000	0.0000000000	0.0419921354	0.0003627328	0.0006971851	0.0000000000	0.0000000000	0.0003673972
ASV_732	0.0000000000	0.0003727171	0.0301012073	0.0003664413	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0615160132
ASV_1165	0.014119487	0.013695801	0.002961701	0.008634775	0.017953979	0.002512162	0.024799765	0.004747446	0.001816780
ASV_628	0.0000000000	0.0007242913	0.0000000000	0.0000000000	0.0000000000	0.0003594859	0.0197742476	0.0537240351	0.0125816308
ASV_789	0.0018429717	0.0061592910	0.0114409801	0.0078350798	0.0052116246	0.0007645438	0.0062190471	0.0158893751	0.0352172620
ASV_890	0.008803978	0.008431104	0.001858284	0.009835643	0.021770583	0.003035422	0.030061446	0.005443621	0.001815319
ASV_678	0.004789062	0.005472298	0.002232656	0.011196749	0.009057553	0.004922827	0.027700305	0.015181491	0.007969479
ASV_929	0.0373680156	0.0276231022	0.0168570053	0.0014054567	0.0010695074	0.0007417903	0.0010418318	0.0006768042	0.0028603543
ASV_681	0.0026043498	0.0000000000	0.0003685957	0.0040225803	0.0032333144	0.0000000000	0.0204290574	0.0370330092	0.0193776989
ASV_1625	0.016472265	0.002176429	0.001837104	0.023874326	0.010230567	0.001140610	0.006296732	0.005734619	0.021781374
ASV_668	0.0007306680	0.0003515742	0.0003474152	0.0000000000	0.0003566334	0.0003988195	0.0440283837	0.0365894160	0.0022132813
ASV_1570	0.0086411589	0.0007419183	0.0284654587	0.0039331846	0.0067693165	0.0394206408	0.0003523546	0.0000000000	0.0018966849
ASV_683	0.0062365871	0.0010749019	0.0003685957	0.0057119927	0.0003533881	0.0003594859	0.0077514907	0.0210807089	0.0446418584
ASV_692	0.001097009	0.005100861	0.005855120	0.002167141	0.004397385	0.002507156	0.023151245	0.007174572	0.036825566
ASV_698	0.0069080170	0.0124594593	0.0003597575	0.0057877571	0.0213764378	0.0007084285	0.0183221556	0.0118761061	0.0093226086
ASV_795	0.0007399751	0.0003692012	0.0003685957	0.0000000000	0.0007189719	0.0003594859	0.0038971285	0.0594693607	0.0167546779
ASV_736	0.007316697	0.003587830	0.003302550	0.003940787	0.003081956	0.002895101	0.021184013	0.006400929	0.035061843
ASV_700	0.009800381	0.005151143	0.005258590	0.012374641	0.016296048	0.003383398	0.010489686	0.005083572	0.019308338
ASV_810	0.004723855	0.001806264	0.002623124	0.005340575	0.009583811	0.005836840	0.006633705	0.018951949	0.030094545
ASV_1430	0.0000000000	0.0000000000	0.0003839509	0.0000000000	0.0000000000	0.0843062419	0.0000000000	0.0000000000	0.0003826799
ASV_841	0.008118905	0.005863489	0.004085905	0.005068379	0.006138729	0.020760615	0.006980722	0.013316135	0.015578448
ASV_682	0.0062448202	0.0036439189	0.0011691804	0.0057828631	0.0076609309	0.0003657243	0.0055562093	0.0243736476	0.0300510604
ASV_719	0.012753008	0.016403391	0.002613544	0.005741438	0.018500073	0.005053950	0.004535101	0.014303202	0.005148192
ASV_903	0.007335535	0.004006080	0.002281484	0.009007070	0.007746798	0.010985914	0.025952642	0.012396074	0.004425539
ASV_1351	0.0000000000	0.0007336062	0.0023325849	0.0003558656	0.0003994009	0.0804713369	0.0000000000	0.0000000000	0.0000000000
ASV_707	0.0003723285	0.0003644049	0.0000000000	0.0000000000	0.0003994009	0.0000000000	0.0142527540	0.0203731040	0.0471460642
ASV_758	0.0025682408	0.0007268436	0.0007283532	0.0102987994	0.0138544244	0.0041594515	0.0154883405	0.0133013752	0.0226811551
ASV_1335	0.0089058434	0.0191826490	0.0255832410	0.0157591929	0.0057175459	0.0051118319	0.0028026927	0.0003322204	0.0011160423
ASV_725	0.0000000000	0.0003541265	0.0291396739	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0561981949
ASV_722	0.013482097	0.012305920	0.017114504	0.011531649	0.008995043	0.007921050	0.002801067	0.001709800	0.009288849
ASV_655	0.0072864615	0.0040083238	0.0007679017	0.0079026772	0.0069052322	0.0036196112	0.0261070637	0.0098193259	0.0165696064
ASV_661	0.0007222563	0.0000000000	0.0003685957	0.0000000000	0.0000000000	0.0814619845	0.0000000000	0.0003322204	0.0000000000
ASV_686	0.0022339713	0.0105522378	0.0045207066	0.0053573527	0.0007100215	0.0028678757	0.0235030042	0.0135137996	0.0194685381
ASV_728	0.057421574	0.006137957	0.002637738	0.001418961	0.010338411	0.003843402	0.001063030	0.001011954	0.001094784
ASV_735	0.012671771	0.020794662	0.014122360	0.010793432	0.014713085	0.004407305	0.001383204	0.001986459	0.003282073
ASV_831	0.0000000000	0.0007336062	0.0007437084	0.0014144595	0.0010820990	0.0000000000	0.0254990007	0.0235944175	0.0275070638
ASV_671	0.0000000000	0.0017841184	0.0000000000	0.0003728630	0.0003627328	0.0003542143	0.0434713968	0.0303878051	0.0028820215
ASV_738	0.0007194676	0.0014345105	0.0000000000	0.0040130238	0.0018287886	0.0100256575	0.0211411311	0.0074609643	0.0348057649
ASV_741	0.0029381447	0.0003644049	0.0000000000	0.0014434333	0.0067723979	0.0007086951	0.0109957701	0.0249296202	0.0336366732
ASV_676	0.0018807884	0.0029067968	0.0025685191	0.0010814934	0.0585864821	0.0215139612	0.0003523546	0.0000000000	0.0000000000
ASV_712	0.0000000000	0.0010877326	0.0000000000	0.0014264358	0.0007222188	0.0003542143	0.0297252759	0.0156702874	0.0331465013
ASV_1635	0.0033022288	0.0025443496	0.0018040723	0.0051052541	0.0007588868	0.0018760968	0.0115483314	0.0105614080	0.0450377964
ASV_747	0.009172353	0.014833485	0.004766564	0.011970743	0.007326563	0.005462411	0.007748389	0.016042329	0.004335292
ASV_797	0.008085182	0.004363414	0.006907731	0.009046168	0.012921674	0.006689095	0.004577250	0.004369348	0.025716573
ASV_756	0.0007166789	0.0007082529	0.0003685957	0.0003513642	0.0000000000	0.0003542143	0.0634833482	0.0118162415	0.0007333624
ASV_832	0.004676713	0.004722962	0.002937507	0.005722080	0.003586699	0.017777886	0.006794491	0.011587234	0.022392204
ASV_1241	0.0000000000	0.0000000000	0.0003474152	0.0000000000	0.0000000000	0.0776519533	0.0000000000	0.0003322204	0.0003673972
ASV_1013	0.007253915	0.009034597	0.006370894	0.011090735	0.006343379	0.007994456	0.014448408	0.007454022	0.008098546
ASV_695	0.012343933	0.003235670	0.006372817	0.006129379	0.005169646	0.005075102	0.019275956	0.009553970	0.010619790
ASV_704	0.004055074	0.002954565	0.001121142	0.003922908	0.001426142	0.001883302	0.035258176	0.018455635	0.006946519
ASV_767	0.0000000000	0.0007288099	0.0007494843	0.0010769920	0.0007128740	0.0010909346	0.0412279336	0.0013254499	0.0291826439
ASV_774	0.005253092	0.016450165	0.020106522	0.007819751	0.018332420	0.003251017	0.000000000	0.003036195	0.003706028
ASV_809	0.010565349	0.005747635	0.006562788	0.005805588	0.010255038	0.006491460	0.015109911	0.007742563	0.008890394
ASV_1575	0.000000000	0.000000000	0.000000000	0.000372863	0.000000000	0.075229475	0.000000000	0.000000000	0.000000000
ASV_708	0.0000000000	0.0003644049	0.0000000000	0.0003513642	0.0000000000	0.0000000000	0.0303661784	0.0382767458	0.0040222572
ASV_745	0.0003816357	0.0003541265	0.0011392111	0.0007328826	0.0003594859	0.0003657243	0.0079791455	0.0208424037	0.0428015270
ASV_765	0.0003723285	0.0000000000	0.0219159799	0.0000000000	0.0000000000	0.0542202175	0.0000000000	0.0000000000	0.0000000000
ASV_799	0.011168692	0.009395047	0.009552133	0.009886669	0.004308603	0.008684870	0.015300294	0.004027221	0.002212258
ASV_811	0.0003723285	0.0003692012	0.0003597575	0.0000000000	0.0003594859	0.0003542143	0.0280704234	0.0081218401	0.0361178570
ASV_1432	0.0007222563	0.0000000000	0.0015320001	0.0003664413	0.0003994009	0.0704198140	0.0000000000	0.0000000000	0.0007486451
ASV_737	0.0000000000	0.0003515742	0.0000000000	0.0000000000	0.0439681358	0.0251821020	0.0034889291	0.0006914553	0.0020829717
ASV_740	0.0022000060	0.0007207754	0.0007160109	0.0007328826	0.0003627328	0.0638909816	0.0059848999	0.0003322204	0.0049393208
ASV_1346	0.0000000000	0.0003727171	0.0000000000	0.0000000000	0.0000000000	0.0728410736	0.0003413727	0.0003403966	0.0000000000
ASV_1418	0.0045610140	0.0099393054	0.0111625614	0.0130406438	0.0239429091	0.0060935970	0.0013899364	0.0003310765	0.0041050553
ASV_862	0.001476221	0.018727690	0.009417102	0.008260697	0.008944055	0.008025215	0.003568364	0.004741390	0.011503041
ASV_727	0.0014292640	0.0157753642	0.0025623948	0.0007027283	0.0299502023	0.0021866725	0.0090728295	0.0048207267	0.0069816867
ASV_750	0.0344166060	0.0333299132	0.0022026865	0.0007242272	0.0003533881	0.0003429708	0.0006894772	0.0006779481	0.0003673972
ASV_761	0.002540263	0.003610353	0.007010722	0.004767959	0.002234289	0.008961349	0.015696607	0.016347312	0.010299657
ASV_1578	0.0000000000	0.0000000000	0.0031062625	0.0000000000	0.0007128740	0.0678865851	0.0000000000	0.0003457277	0.0000000000
ASV_733	0.005806875	0.003976308	0.003804646	0.006129946	0.001084952	0.009254009	0.022100852	0.007094200	0.011980795
ASV_955	0.0003611282	0.0000000000	0.0003474152	0.0000000000	0.0000000000	0.0699963486	0.0000000000	0.0000000000	0.0003826799
ASV_1193	0.0000000000	0.0014418591	0.0003685957	0.0007178055	0.0011248666	0.0003542143	0.0014162402	0.0177215929	0.0487200199
ASV_717	0.0043798686	0.0036474348	0.0011334352	0.0038921072	0.0003594859	0.0007024567	0.0199423184	0.0214142899	0.0141906819
ASV_1113	0.008547739	0.008014404	0.007043753	0.007582334	0.004763360	0.005928654	0.012992781	0.010298694	0.005875579
ASV_701	0.0032377391	0.0003727171	0.0000000000	0.0065267002	0.0007621337	0.0022212027	0.0419485438	0.0089388928	0.0051830242
ASV_1128	0.0007153738	0.0000000000	0.0030851314	0.0000000000	0.0003994009	0.0640038078	0.0000000000	0.0006779481	0.0011238879
ASV_1442	0.003998400	0.007251542	0.004786462	0.006782563	0.006247711	0.007250797	0.012201719	0.008198661	0.012545385
ASV_773	0.0007166789	0.0007159791	0.0011153169	0.0028374950	0.0043567418	0.0081739088	0.0052437682	0.0103411389	0.0359243812
ASV_840	0.0025592410	0.0007336062	0.0014931927	0.0010769920	0.0010662622	0.0066294095	0.0273130356	0.0112374868	0.0163631543
ASV_739	0.0086396912	0.0117041414	0.0007525465	0.0227544780	0.0033070416	0.0003594859	0.0091224764	0.0095207312	0.0029412952
ASV_755	0.010477647	0.007662790	0.004130930	0.007843377	0.005080080	0.006598983	0.015393376	0.005802737	0.005918546
ASV_858	0.000000000	0.000000000	0.000000000	0.001105746	0.000000000	0.000000000	0.054021002	0.007757303	0.003322324
ASV_791	0.007285987	0.005447036	0.004447836	0.004991386	0.003708902	0.004346755	0.011556962	0.010228875	0.015783496
ASV_1011	0.007563712	0.004352858	0.007358186	0.006809255	0.002891805	0.005439859	0.016812763	0.007777699	0.008026297
ASV_753	0.0014600309	0.0014908684	0.0014954645	0.0010755914	0.0463590942	0.0148986509	0.0000000000	0.0003310765	0.0014291183
ASV_775	0.007263939	0.008311786	0.010120096	0.008998367	0.004287376	0.002890629	0.013054416	0.006475354	0.005811951
ASV_838	0.009543926	0.007611823	0.006894996	0.008188460	0.005393081	0.006056444	0.012084180	0.004758000	0.006208481
ASV_854	0.007633293	0.010547572	0.003384160	0.006845264	0.009170405	0.002878152	0.007697643	0.011882472	0.006617822
ASV_688	0.0000000000	0.0000000000	0.0003597575	0.0010970902	0.0000000000	0.0000000000	0.0439073088	0.0143881743	0.0043604793
ASV_748	0.0039847752	0.0043493027	0.0007794536	0.0075976317	0.0074735741	0.0049589997	0.0150481230	0.0080786120	0.0132089544
ASV_768	0.0003542456	0.0014242320	0.0003597575	0.0007287286	0.0007128740	0.0007530338	0.0000000000	0.0006714731	0.0623497074
ASV_1135	0.0003583395	0.0010726578	0.0003474152	0.0018012192	0.0011155218	0.0003429708	0.0201735460	0.0214335420	0.0171596599
ASV_804	0.0000000000	0.0043012569	0.0007736777	0.0018088213	0.0003566334	0.0011072480	0.0143809125	0.0345168457	0.0066797410
ASV_826	0.005557015	0.004709497	0.003345701	0.003240592	0.006440792	0.007169718	0.009159915	0.008496080	0.018511406
ASV_709	0.0000000000	0.0007159791	0.0003685957	0.0000000000	0.0003566334	0.0000000000	0.0039511225	0.0496099828	0.0081250469
ASV_716	0.0033629960	0.0124392800	0.0092889521	0.0095794072	0.0168033095	0.0110217605	0.0003464823	0.0034084050	0.0003659652
ASV_921	0.0204154823	0.0003727171	0.0033364208	0.0181999037	0.0000000000	0.0093263730	0.0125373164	0.0000000000	0.0007298419
ASV_1226	0.000000000	0.000000000	0.000737142	0.000000000	0.000000000	0.063646805	0.000000000	0.000000000	0.000000000
ASV_1431	0.0003611282	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0636293227	0.0000000000	0.0000000000	0.0000000000
ASV_864	0.0003816357	0.0032603287	0.0011422733	0.0003728630	0.0007067762	0.0007199386	0.0006878550	0.0013523503	0.0572545328
ASV_920	0.007277518	0.006149807	0.006316240	0.009005370	0.005820198	0.007172830	0.010513418	0.006124270	0.005507744
ASV_1016	0.008768669	0.003594215	0.005831962	0.004763771	0.002950408	0.004800521	0.021782389	0.003775816	0.007428989
ASV_1514	0.0000000000	0.0000000000	0.0003897268	0.0003527648	0.0007527890	0.0617384225	0.0003464823	0.0000000000	0.0000000000
ASV_882	0.0000000000	0.0003541265	0.0000000000	0.0014219344	0.0007988018	0.0003657243	0.0140402770	0.0254698638	0.0198419227
ASV_749	0.0010709245	0.0003644049	0.0000000000	0.0031924318	0.0003566334	0.0000000000	0.0177194085	0.0366573580	0.0014479215
ASV_784	0.0003542456	0.0007419183	0.0010545880	0.0007242272	0.0003566334	0.0000000000	0.0006962091	0.0043188651	0.0566017671
ASV_787	0.015182170	0.007008690	0.014773795	0.011828308	0.007954296	0.002580754	0.001365491	0.002012718	0.001108605
ASV_870	0.009284075	0.004596126	0.007193378	0.007388751	0.012345102	0.004186308	0.006247324	0.004132285	0.008191770
ASV_780	0.0033244056	0.0051274387	0.0010545880	0.0046911866	0.0032182630	0.0007024567	0.0303746864	0.0110001891	0.0022196658
ASV_893	0.007008092	0.004699258	0.006062187	0.007203397	0.004326897	0.006891441	0.011549434	0.009465810	0.005497194
ASV_1118	0.000000000	0.000000000	0.000000000	0.000372863	0.000000000	0.061045090	0.000000000	0.000000000	0.000000000
ASV_1202	0.0003611282	0.0003541265	0.0015262242	0.0000000000	0.0003594859	0.0590856576	0.0000000000	0.0000000000	0.0000000000
ASV_757	0.001091796	0.002947802	0.011750793	0.002535850	0.012252760	0.005916102	0.009407377	0.007884129	0.008627509
ASV_1078	0.004355844	0.005477494	0.004634544	0.003968140	0.003641742	0.006268961	0.011800701	0.008083188	0.012206548
ASV_1429	0.0000000000	0.0000000000	0.0000000000	0.0003728630	0.0003594859	0.0597346326	0.0000000000	0.0000000000	0.0000000000
ASV_778	0.008377373	0.005392475	0.003042820	0.006814104	0.005067493	0.001804433	0.015686495	0.008989232	0.005095303
ASV_764	0.0010989027	0.0007057006	0.0007494843	0.0014295366	0.0003994009	0.0003542143	0.0240701457	0.0137777024	0.0167845364
ASV_790	0.0000000000	0.0003541265	0.0003685957	0.0028695696	0.0039940090	0.0059157093	0.0034921736	0.0103710525	0.0321005939
ASV_914	0.005516941	0.012253425	0.010079513	0.006422888	0.013853540	0.006223515	0.001074868	0.001689818	0.003231053
ASV_932	0.0036292700	0.0010723496	0.0014962549	0.0014096586	0.0010788538	0.0442667552	0.0013899364	0.0026929539	0.0007319305
ASV_1548	0.0010983146	0.0192475488	0.0063768971	0.0035647299	0.0092724679	0.0196220420	0.0000000000	0.0003403966	0.0007476216
ASV_772	0.0010765020	0.0014062967	0.0003897268	0.0021662599	0.0003594859	0.0007530338	0.0275990557	0.0215515197	0.0018458842
ASV_1278	0.006480915	0.005375573	0.004451881	0.007551833	0.004118044	0.004456317	0.010880956	0.005104081	0.009986581
ASV_806	0.0014893142	0.0007185314	0.0007494843	0.0007086303	0.0042857000	0.0028460240	0.0085478541	0.0168884026	0.0213878199
ASV_833	0.005099196	0.004738683	0.008090044	0.007517239	0.006779784	0.002613849	0.007026018	0.004380484	0.011854599
ASV_1653	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05720145	0.00000000	0.00000000	0.00000000
ASV_860	0.0007539642	0.0003515742	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0191433492	0.0229748589	0.0130174055
ASV_863	0.0007539642	0.0003515742	0.0000000000	0.0014328575	0.0003533881	0.0000000000	0.0119871063	0.0322167623	0.0087260991
ASV_1392	0.0068999310	0.0010675533	0.0007071728	0.0051153894	0.0073305239	0.0011125197	0.0258368347	0.0057657909	0.0025970264
ASV_931	0.015922509	0.001460450	0.005630198	0.014083130	0.004879780	0.006304187	0.002100608	0.003043510	0.003651748
ASV_952	0.0007427639	0.0036811393	0.0095035228	0.0014359583	0.0076828101	0.0043171278	0.0007055652	0.0101866228	0.0186879606
ASV_1014	0.006168592	0.005438316	0.004713391	0.004328380	0.005062098	0.003637093	0.009822936	0.009146852	0.007447165
ASV_751	0.0040479670	0.0088267911	0.0088746885	0.0082348240	0.0137878031	0.0088294848	0.0010402096	0.0030850616	0.0007131272
ASV_869	0.0000000000	0.0010598271	0.0003474152	0.0010675967	0.0007588868	0.0007086951	0.0396319744	0.0050377781	0.0055835839
ASV_779	0.0100426304	0.0025773292	0.0003597575	0.0025372026	0.0093009061	0.0021691907	0.0108335716	0.0135345895	0.0040567517
ASV_849	0.0025933735	0.0011146354	0.0011269181	0.0043827861	0.0007222188	0.0072744193	0.0137261420	0.0084826866	0.0154945360
ASV_828	0.0000000000	0.0003692012	0.0000000000	0.0021232622	0.0434601171	0.0078684030	0.0000000000	0.0009966612	0.0007412080
ASV_887	0.0040337923	0.0003727171	0.0037719141	0.0035711968	0.0143479005	0.0048847267	0.0111868974	0.0080422774	0.0051645108
ASV_792	0.002939393	0.001462694	0.002209204	0.002840816	0.000752789	0.003355639	0.016112072	0.009530700	0.015476421
ASV_1015	0.011870672	0.003194556	0.002158545	0.004278946	0.008260875	0.007851457	0.004569146	0.004864148	0.008243948
ASV_880	0.006629245	0.007218601	0.003741154	0.004288830	0.003583452	0.004650126	0.011205284	0.006451831	0.006629543
ASV_889	0.007269695	0.006547599	0.004082794	0.006492186	0.003964560	0.003586314	0.009088828	0.009105103	0.003287421
ASV_936	0.0032860392	0.0003515742	0.0003474152	0.0046601200	0.0011582877	0.0000000000	0.0007004592	0.0145686616	0.0286655008
ASV_783	0.0055292608	0.0042926365	0.0025742458	0.0039230807	0.0000000000	0.0003542143	0.0048600002	0.0151862543	0.0159583116
ASV_812	0.0007358813	0.0000000000	0.0000000000	0.0000000000	0.0007988018	0.0000000000	0.0000000000	0.0344037818	0.0168214866
ASV_898	0.0040671694	0.0007233277	0.0003897268	0.0024987541	0.0011216197	0.0006859416	0.0024655701	0.0301478056	0.0102169761
ASV_1533	0.007259800	0.003645191	0.003311388	0.005750441	0.006162176	0.004739336	0.009112930	0.006432131	0.006281358
ASV_794	0.0003816357	0.0003644049	0.0000000000	0.0003728630	0.0000000000	0.0003542143	0.0094010855	0.0327290658	0.0079846429
ASV_1521	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05219958	0.00000000	0.00000000	0.00000000
ASV_866	0.0010709245	0.0000000000	0.0011634045	0.0003558656	0.0003594859	0.0003594859	0.0059462349	0.0292642172	0.0126980119
ASV_1516	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05119562	0.00000000	0.00000000	0.00000000
ASV_822	0.0000000000	0.0000000000	0.0135765475	0.0000000000	0.0000000000	0.0385938581	0.0000000000	0.0000000000	0.0003659652
ASV_852	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.038388362	0.007702185	0.003323389
ASV_949	0.0000000000	0.0003727171	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0161414931	0.0110843110	0.0236957571
ASV_1028	0.002876565	0.001437063	0.001133435	0.023736817	0.001066655	0.002485038	0.010810250	0.004683988	0.001852298
ASV_1254	0.005792169	0.006142436	0.010537520	0.003943760	0.001773431	0.013032087	0.002099752	0.001026521	0.006908823
ASV_815	0.0026062998	0.0048241795	0.0362997271	0.0074610364	0.0003994009	0.0000000000	0.0000000000	0.0006621530	0.0000000000
ASV_845	0.002923791	0.001447341	0.001558907	0.001790124	0.003039189	0.006154656	0.010160062	0.009733514	0.014016156
ASV_958	0.007766514	0.002184741	0.003897402	0.005747688	0.004013424	0.004705339	0.010478757	0.005726329	0.006256797
ASV_962	0.003219835	0.003215491	0.004802010	0.007511464	0.004637519	0.005362224	0.009041326	0.007026359	0.005560764
ASV_1010	0.006516672	0.001070106	0.002918599	0.003567576	0.013064075	0.003210313	0.008416911	0.001708123	0.010238555
ASV_1348	0.0000000000	0.0000000000	0.0003474152	0.0000000000	0.0000000000	0.0496462729	0.0003413727	0.0000000000	0.0000000000
ASV_823	0.0003723285	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0007084285	0.0010689018	0.0206879140	0.0264285605
ASV_814	0.0000000000	0.0003692012	0.0000000000	0.0050238053	0.0050522845	0.0065023654	0.0027640206	0.0210017814	0.0086182743
ASV_906	0.005014769	0.003984351	0.002278422	0.004326759	0.009085660	0.004136698	0.007726675	0.005085555	0.008479179
ASV_976	0.0046975843	0.0112361793	0.0003897268	0.0083584349	0.0123675151	0.0010626428	0.0024766419	0.0064037498	0.0029964209
ASV_984	0.004026154	0.004990919	0.006234331	0.008251821	0.006512320	0.007172765	0.005562370	0.003021628	0.004042084
ASV_1036	0.007759995	0.006498759	0.004796140	0.005724788	0.003592799	0.004659500	0.005664011	0.004765277	0.006259430
ASV_1389	0.0000000000	0.0000000000	0.0003685957	0.0000000000	0.0000000000	0.0487027389	0.0000000000	0.0003322204	0.0000000000
ASV_785	0.0014665493	0.0003644049	0.0031062625	0.0071432294	0.0026797026	0.0027586413	0.0162441737	0.0071393220	0.0089287470
ASV_796	0.009322977	0.006991072	0.003812694	0.005438014	0.001432242	0.004221539	0.004126027	0.004399849	0.010459248
ASV_881	0.0017974987	0.0003541265	0.0003597575	0.0007223069	0.0014322403	0.0123713713	0.0196985901	0.0064643927	0.0059222436
ASV_892	0.005493869	0.004381310	0.004115825	0.005717313	0.005470454	0.007138567	0.008004937	0.004424964	0.004466039
ASV_896	0.006944016	0.004776181	0.004862346	0.004776301	0.003208917	0.008774145	0.004569662	0.003368614	0.008558308
ASV_853	0.005797568	0.003231151	0.004487184	0.007978097	0.002627196	0.005481126	0.007731923	0.006755977	0.004739272
ASV_836	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.026969773	0.007794554	0.012531610
ASV_1387	0.001869057	0.001809472	0.002221055	0.005009691	0.001831641	0.020162808	0.009565166	0.004335585	0.002609854
ASV_808	0.004869255	0.002598472	0.002635765	0.003199689	0.001505578	0.012896404	0.005305691	0.005103302	0.010231088
ASV_861	0.0054174616	0.0048184196	0.0073551292	0.0065038624	0.0133355825	0.0065168103	0.0007004592	0.0006943845	0.0032554239
ASV_1008	0.0003611282	0.0007159791	0.0306673389	0.0003728630	0.0003566334	0.0003542143	0.0028383562	0.0010266049	0.0107847131
ASV_1602	0.005880691	0.007136135	0.004055936	0.004930303	0.007882140	0.008281975	0.002464800	0.001998067	0.005148967
ASV_839	0.001437630	0.002496582	0.001526224	0.002146162	0.002221699	0.008131640	0.014342662	0.012584840	0.002170326
ASV_875	0.006201195	0.003602905	0.001834091	0.006474716	0.005715975	0.002236549	0.006631515	0.009795773	0.004785091
ASV_1083	0.006524730	0.002501686	0.004109058	0.002919289	0.005547034	0.008374294	0.006306940	0.006524111	0.004823898
ASV_818	0.0025950427	0.0014720086	0.0003839509	0.0000000000	0.0000000000	0.0011302681	0.0262862038	0.0119162068	0.0022487993
ASV_1203	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0466508	0.0000000	0.0000000	0.0000000
ASV_1541	0.001423865	0.002149804	0.002190344	0.001426436	0.004062290	0.003233067	0.009511253	0.003401487	0.020204017
ASV_871	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0466730829	0.0000000000	0.0000000000	0.0003826799
ASV_978	0.0007084913	0.0018469612	0.0011634045	0.0025065286	0.0065094677	0.0276417152	0.0038294421	0.0017127291	0.0014652929
ASV_844	0.002551827	0.004369482	0.008500808	0.005759489	0.002855136	0.003677927	0.005969817	0.003721817	0.009516559
ASV_900	0.0032949438	0.0021446992	0.0022787707	0.0007086303	0.0240442951	0.0122542670	0.0006878550	0.0000000000	0.0010681347
ASV_886	0.001836453	0.003987142	0.003363328	0.001412759	0.001472155	0.001074419	0.003478803	0.011929750	0.017910839
ASV_974	0.006609325	0.004028186	0.004010513	0.005082055	0.005104160	0.003900495	0.005249170	0.005720082	0.006586588
ASV_1363	0.005446699	0.008768189	0.003786577	0.006917049	0.006527368	0.004323035	0.002077791	0.006519421	0.001802929
ASV_803	0.006156982	0.011255994	0.007002331	0.005410440	0.008843546	0.002967161	0.001046942	0.002346724	0.001434100
ASV_820	0.0056133242	0.0065536676	0.0049396122	0.0050064631	0.0097541940	0.0030124016	0.0094717361	0.0017179761	0.0003673972
ASV_1001	0.0018207950	0.0000000000	0.0007736777	0.0014068573	0.0007588868	0.0003542143	0.0097096956	0.0158106314	0.0141417631
ASV_827	0.0000000000	0.0000000000	0.0000000000	0.0029764825	0.0233556991	0.0193543969	0.0000000000	0.0003403966	0.0000000000
