OTUID	HDA	HDB	HDC	MDA	MDB	MDC	NCA	NCB	NCC
ASV_383	0.008154175	0.015412805	0.012750428	0.011565910	0.061912579	0.059766829	0.031889301	0.006121455	0.132092200
ASV_331	0.001116986	0.147727388	0.144678196	0.001061395	0.002310478	0.005859861	0.013444426	0.008496248	0.013544194
ASV_370	0.0187370960	0.0655149222	0.0825711211	0.0230637403	0.0811321288	0.0521608227	0.0010375818	0.0000000000	0.0007333624
ASV_357	0.0516161759	0.0018296510	0.0007794536	0.0711478153	0.0039803934	0.0474293273	0.0972980829	0.0263740100	0.0233384113
ASV_390	0.0014799503	0.0025420751	0.0039797532	0.0021386867	0.0010695090	0.0003988195	0.0087092018	0.0272479101	0.2805154166
ASV_447	0.001098315	0.003271510	0.007372899	0.001070570	0.123555075	0.160681966	0.005548764	0.002022038	0.042181346
ASV_374	0.087398693	0.047243662	0.003077383	0.062742248	0.007833532	0.007108905	0.046169070	0.032998891	0.027520548
ASV_1297	0.0036286819	0.0010723496	0.0051194556	0.0021827376	0.0003627328	0.0017825814	0.0509186067	0.0044011914	0.2577410425
ASV_368	0.0003542456	0.0010675533	0.0003474152	0.0025243591	0.0003533881	0.0000000000	0.1599512590	0.1118965192	0.0350587276
ASV_656	0.100784663	0.071024752	0.007291731	0.065915019	0.061970798	0.010654947	0.002476642	0.001034781	0.001130302
ASV_950	0.009907888	0.015665218	0.021198034	0.011784962	0.015435070	0.031920658	0.046896209	0.090222457	0.072084665
ASV_364	0.045752030	0.034658405	0.032171400	0.057697441	0.066667521	0.035417650	0.024905065	0.008817368	0.014705765
ASV_379	0.061432635	0.092580969	0.005107310	0.130618336	0.021038124	0.001090935	0.004188383	0.002368910	0.002570348
ASV_1077	0.003746525	0.011371202	0.290641511	0.001461611	0.003742324	0.007427920	0.003186457	0.002372564	0.003983586
ASV_353	0.011303420	0.024380680	0.022496627	0.031786145	0.058022277	0.009523875	0.063457522	0.029070421	0.063006260
ASV_360	0.007422919	0.077922120	0.018512073	0.070930274	0.053304288	0.035606527	0.009774810	0.037110520	0.000741208
ASV_428	0.001116986	0.051433904	0.024104515	0.003924481	0.082765243	0.082347064	0.027378287	0.012826669	0.027049302
ASV_1540	0.01419330	0.01647225	0.02908662	0.01368049	0.03349882	0.01031681	0.05950218	0.11410401	0.01104237
ASV_404	0.031540420	0.084182088	0.066452622	0.070601837	0.022137506	0.011999474	0.014650001	0.003370399	0.005936722
ASV_365	0.0130548031	0.0000000000	0.0003897268	0.0085809947	0.0010662622	0.0006971851	0.0225589892	0.2157834727	0.0359814838
ASV_1230	0.005479079	0.000000000	0.026340855	0.003279308	0.016797833	0.253087243	0.002451340	0.002700627	0.000741208
ASV_481	0.0003583395	0.0350423703	0.2681147328	0.0035722980	0.0022004734	0.0051374554	0.0007004592	0.0006768042	0.0044358694
ASV_416	0.069702426	0.022093070	0.004436133	0.072996901	0.067359498	0.010578336	0.022850144	0.011158755	0.031344212
ASV_403	0.005773505	0.024299613	0.009420971	0.060949793	0.120136366	0.061230624	0.004844197	0.002698842	0.018281389
ASV_1552	0.01998794	0.04214897	0.05237865	0.04447627	0.05324913	0.02933220	0.01053198	0.02122321	0.03487220
ASV_448	0.003589150	0.001437063	0.003351428	0.002139568	0.002188273	0.002877886	0.024672751	0.019183427	0.252888483
ASV_1022	0.011612966	0.033953476	0.025121649	0.058120545	0.066476281	0.040874704	0.014722005	0.006652584	0.042622423
ASV_443	0.0007358813	0.0007031483	0.0011210929	0.0007393043	0.0011094224	0.0003542143	0.0610889827	0.0929922991	0.1387869493
ASV_371	0.010891130	0.006886560	0.001475074	0.006037876	0.006115379	0.003923747	0.142484583	0.054658698	0.058520895
ASV_454	0.002232609	0.004025634	0.002169115	0.002541704	0.005049112	0.003546981	0.016636062	0.184308049	0.059012843
ASV_1486	0.0736337609	0.0525704654	0.0919832660	0.0371574764	0.0192635166	0.0168485259	0.0000000000	0.0006714731	0.0028735192
ASV_1424	0.028538390	0.003626014	0.001444315	0.027461247	0.010999513	0.001865820	0.068584811	0.031259021	0.118317385
ASV_382	0.01126559	0.02098799	0.01721771	0.03985528	0.02711275	0.03150310	0.06233359	0.01322765	0.07027828
ASV_1627	0.061207441	0.054398776	0.006568662	0.041352394	0.069877602	0.015577504	0.033378233	0.004793185	0.001486333
ASV_361	0.0007125851	0.0003515742	0.0000000000	0.0003728630	0.0000000000	0.0000000000	0.1174709309	0.1328723682	0.0240120181
ASV_494	0.01364267	0.03694696	0.03103085	0.02366132	0.02409147	0.02337814	0.05012476	0.03161893	0.05137712
ASV_369	0.0007399751	0.0000000000	0.0007525465	0.0003527648	0.0003594859	0.2773057957	0.0017119730	0.0006861242	0.0003826799
ASV_395	0.05671739	0.01170888	0.03495051	0.03372687	0.01343735	0.03834950	0.04081957	0.02870709	0.02469523
ASV_381	0.004396674	0.082144225	0.091221810	0.004955155	0.048809174	0.021623560	0.007655927	0.023759455	0.001455767
ASV_967	0.022464694	0.047900201	0.050379551	0.034553058	0.068927584	0.040224999	0.004578072	0.000672617	0.013493648
ASV_380	0.01211005	0.04787858	0.03626948	0.02695837	0.03994563	0.03309957	0.03211534	0.01287023	0.04245722
ASV_367	0.002587629	0.008753761	0.004324205	0.008193794	0.012185746	0.001422395	0.132742102	0.056154750	0.047684706
ASV_358	0.026527249	0.005858532	0.003780011	0.012242454	0.007619213	0.184957582	0.008038492	0.022695052	0.003644488
ASV_413	0.0271940739	0.0148333329	0.1662023257	0.0601208380	0.0024895504	0.0139980759	0.0006962091	0.0000000000	0.0033531086
ASV_1470	0.004023002	0.001791189	0.008161043	0.003575399	0.000000000	0.004682254	0.010461147	0.024247074	0.224775375
ASV_375	0.017116387	0.107485762	0.030544203	0.045337237	0.027204678	0.020560029	0.011824765	0.006086181	0.012599340
ASV_1240	0.003703309	0.025096074	0.051399987	0.061430514	0.051450680	0.071500392	0.001746541	0.008664192	0.001843429
ASV_401	0.0029548657	0.0010886962	0.0014866264	0.0067932632	0.0018255417	0.0007417903	0.1170612999	0.0678916549	0.0705533845
ASV_1090	0.0017918758	0.0000000000	0.0022941259	0.0003527648	0.0000000000	0.2650610637	0.0006827453	0.0010048374	0.0014898531
ASV_488	0.022256211	0.032443922	0.063106095	0.016840057	0.011569104	0.006167399	0.047900213	0.041646394	0.028418251
ASV_400	0.008840630	0.007660216	0.004460277	0.009175079	0.002894658	0.006137745	0.091956949	0.104523387	0.031693165
ASV_391	0.020427842	0.006067687	0.013633245	0.073682122	0.045059323	0.099187767	0.004840186	0.006775432	0.003229183
ASV_697	0.028685414	0.049172153	0.068460711	0.037564212	0.036095066	0.027436274	0.004922016	0.005070681	0.015508885
ASV_419	0.028532712	0.046296532	0.038028878	0.025797315	0.040396683	0.025098841	0.041448501	0.018295159	0.002456783
ASV_337	0.030570875	0.002937255	0.037397375	0.014104098	0.075910944	0.003254218	0.014560000	0.032092356	0.061329115
ASV_436	0.03989716	0.01814794	0.01481013	0.02289920	0.02342776	0.01986184	0.05004192	0.03810748	0.03743854
ASV_743	0.038487640	0.058836051	0.046951906	0.024220294	0.058560245	0.018638679	0.004897574	0.007726714	0.010258133
ASV_848	0.005089031	0.004708573	0.006317623	0.009772075	0.011465665	0.047002447	0.005635173	0.028719300	0.144037580
ASV_386	0.019080299	0.024859622	0.037218568	0.044526934	0.056297527	0.008894114	0.033524472	0.010446294	0.029260596
ASV_409	0.025220916	0.076566271	0.060240909	0.055092904	0.017077475	0.011378821	0.009083236	0.004386456	0.003344648
ASV_649	0.061884326	0.023030657	0.010470872	0.027397662	0.065454164	0.009112709	0.043915525	0.009200653	0.013648234
ASV_366	0.0062453516	0.0069253991	0.0003685957	0.0125209458	0.0060996027	0.0059549779	0.1972914471	0.0138951904	0.0029623349
ASV_373	0.0048271207	0.0029004424	0.0011634045	0.0031650788	0.0000000000	0.0003594859	0.1119266524	0.1200992698	0.0054335665
ASV_414	0.006731513	0.017979856	0.001510869	0.023106417	0.024362125	0.007087713	0.112042185	0.036768895	0.025922528
ASV_617	0.0007194676	0.0000000000	0.0019255302	0.0003513642	0.0014717609	0.2484726230	0.0024419804	0.0016845706	0.0011224560
ASV_402	0.027966126	0.056317373	0.029691442	0.045100528	0.031155229	0.019632463	0.027174216	0.014651748	0.008455849
ASV_1368	0.002187322	0.024769583	0.048262531	0.002471353	0.039901630	0.043229936	0.020395754	0.018387655	0.057424712
ASV_406	0.049783243	0.012074992	0.040196649	0.029304128	0.083147716	0.024923823	0.004516531	0.004743349	0.011834234
ASV_459	0.0142324813	0.0046322048	0.0003685957	0.1117896799	0.1196248484	0.0010909346	0.0000000000	0.0030449289	0.0003659652
ASV_415	0.007854121	0.002923143	0.001871368	0.006540136	0.002234287	0.001787853	0.109286285	0.112153537	0.004339250
ASV_497	0.018058948	0.037469705	0.046672395	0.034188994	0.051230270	0.030619058	0.002800211	0.013124588	0.024874662
ASV_1238	0.0150579467	0.0335276767	0.0335457337	0.0198579076	0.0578690947	0.0886249950	0.0021098776	0.0006632969	0.0089062333
ASV_1242	0.0057930647	0.0018447257	0.0197191195	0.0010554931	0.0042215544	0.2194922308	0.0006937273	0.0003457277	0.0022640820
ASV_393	0.0525373440	0.0420625129	0.0555837020	0.0483751860	0.0356116305	0.0156988220	0.0024310020	0.0003310765	0.0011224560
ASV_498	0.03262042	0.05218267	0.01991247	0.04804523	0.01334657	0.00780812	0.02761095	0.02595374	0.02449046
ASV_467	0.0011449071	0.0007159791	0.2517690447	0.0003664413	0.0007193662	0.0014772773	0.0003641926	0.0006644408	0.0014987222
ASV_440	0.050824222	0.019718812	0.050834472	0.047658384	0.045578785	0.016607444	0.005650405	0.004723252	0.014001359
ASV_437	0.061328200	0.026923835	0.053397218	0.022540074	0.050267343	0.009197242	0.008389983	0.008554793	0.012172562
ASV_1549	0.01557793	0.03300820	0.03702786	0.02442784	0.00582423	0.01072027	0.03170033	0.04230674	0.04588413
ASV_422	0.0010917962	0.0011028074	0.0007371420	0.0007242272	0.0003533881	0.0003594859	0.0543228570	0.0677439068	0.1184724863
ASV_424	0.0003583395	0.0010932148	0.0045410473	0.0018171294	0.0007560343	0.0014959924	0.0300718371	0.1049290360	0.0947880479
ASV_483	0.013942717	0.047204242	0.053322171	0.015506372	0.029099220	0.063903829	0.011573536	0.006808832	0.007629576
ASV_546	0.0107635625	0.0007185314	0.0018040723	0.0010951699	0.0217937658	0.0024790663	0.0309042934	0.0634383701	0.1076399798
ASV_1491	0.009918136	0.085322339	0.027314723	0.010367818	0.040661912	0.034423922	0.001757523	0.001375178	0.032844101
ASV_384	0.031229545	0.017213456	0.006037601	0.031128109	0.011196175	0.007087279	0.088124352	0.038133627	0.008153891
ASV_1209	0.0323520636	0.0582347147	0.0635820130	0.0171137542	0.0328062403	0.0190270124	0.0010460819	0.0003310765	0.0174701274
ASV_418	0.0000000000	0.0007419183	0.0007071728	0.0003728630	0.0011155202	0.0017706378	0.0548200895	0.0956050649	0.0787910229
ASV_1031	0.0007194676	0.0254327041	0.0205624973	0.0010783926	0.0054089195	0.0185215835	0.0486993659	0.0317655491	0.0845847604
ASV_426	0.003993942	0.002184463	0.001873689	0.093639357	0.002578331	0.126263099	0.004573059	0.002030298	0.002218263
ASV_429	0.01166073	0.01677212	0.01637319	0.02120470	0.02313934	0.01579230	0.02562311	0.02925644	0.07909711
ASV_408	0.040309136	0.026383375	0.039359097	0.059298440	0.032167306	0.024212230	0.006254572	0.003701392	0.007144431
ASV_420	0.037664026	0.053396981	0.008947661	0.026474153	0.050973123	0.041684176	0.007033617	0.011321837	0.003372687
ASV_477	0.005204131	0.003667297	0.007550350	0.022786664	0.003925427	0.002103065	0.037822187	0.128897232	0.012782017
ASV_566	0.023756540	0.010230496	0.002236410	0.026133534	0.001426142	0.010502948	0.073609249	0.068390648	0.012568418
ASV_442	0.004376352	0.002929906	0.004344845	0.005018832	0.003337219	0.004475299	0.004599214	0.093308390	0.108276196
ASV_475	0.0003723285	0.0217815923	0.2115323992	0.0007328826	0.0010759996	0.0022542979	0.0003413727	0.0006914553	0.0021763315
ASV_432	0.0238741580	0.0737429735	0.0455356152	0.0071024515	0.0785385187	0.0003657243	0.0020811818	0.0030358912	0.0022172395
ASV_421	0.001075018	0.002180947	0.004128659	0.002553680	0.005766416	0.008557252	0.097556931	0.060988945	0.039629162
ASV_430	0.0392564219	0.0918594480	0.0132826289	0.0292985322	0.0459931459	0.0090499867	0.0003413727	0.0003403966	0.0018473161
ASV_469	0.007969232	0.051083069	0.004853758	0.015495353	0.043807565	0.013965581	0.016110166	0.070935611	0.002229629
ASV_446	0.016177963	0.006230824	0.008512703	0.007586756	0.003352662	0.006396841	0.027262693	0.053162278	0.096920013
ASV_456	0.004027095	0.001799501	0.001169180	0.002500107	0.004489800	0.001804433	0.027052592	0.077802203	0.105984457
ASV_535	0.006677620	0.012364878	0.012229919	0.015708390	0.006116165	0.041002664	0.026465787	0.065528692	0.037843812
ASV_482	0.035186342	0.039819773	0.047344015	0.039786755	0.025202075	0.025519638	0.006979709	0.006761950	0.002554467
ASV_464	0.015595748	0.021908060	0.029809680	0.031628810	0.006138104	0.061699349	0.016485714	0.011937254	0.031705217
ASV_1071	0.0265528791	0.0043035009	0.0003839509	0.0303573051	0.0232537104	0.0025680102	0.1084694045	0.0119571846	0.0162886526
ASV_542	0.032663576	0.009840491	0.015752273	0.062881776	0.032321017	0.044527951	0.010116710	0.005408233	0.014109445
ASV_781	0.0057738623	0.0007288099	0.0007371420	0.0039296434	0.0018870003	0.0028726142	0.0074061563	0.1069480696	0.0931246099
ASV_412	0.045122151	0.027856052	0.054314053	0.078678405	0.015655505	0.001417390	0.002446234	0.001344090	0.002231061
ASV_1337	0.0186339273	0.0245769041	0.1022548872	0.0288314997	0.0222220281	0.0248635147	0.0003523546	0.0000000000	0.0029342541
ASV_405	0.006547784	0.007355794	0.002263415	0.006497915	0.203152475	0.008047193	0.002091401	0.001011954	0.005064737
ASV_427	0.01263375	0.02976975	0.01380615	0.02504072	0.03205831	0.01842273	0.04078439	0.02433781	0.02650600
ASV_434	0.002949288	0.003584622	0.002206191	0.001420534	0.003970658	0.003946500	0.090043321	0.022994178	0.093933191
ASV_1228	0.0000000000	0.0000000000	0.0011123040	0.0000000000	0.0000000000	0.2189698645	0.0000000000	0.0003322204	0.0000000000
ASV_394	0.019763357	0.004755447	0.003429534	0.005412660	0.004452743	0.157768687	0.005939600	0.016023746	0.002593506
ASV_1573	0.0022139951	0.0011028074	0.0100483230	0.0021487427	0.0067099854	0.1997781211	0.0000000000	0.0003322204	0.0000000000
ASV_1479	0.0089105821	0.0558905297	0.0247155082	0.0195834440	0.0316000366	0.0727230319	0.0010426915	0.0003310765	0.0099620615
ASV_1637	0.024541746	0.011272927	0.026429826	0.055436766	0.085228160	0.013786968	0.002082038	0.000672617	0.002216174
ASV_453	0.0000000000	0.0014191274	0.0007583225	0.0000000000	0.0003566334	0.0003594859	0.0512233233	0.0684390617	0.0940688535
ASV_462	0.015350988	0.040823291	0.037916525	0.054959714	0.005706713	0.011488411	0.014031413	0.006120311	0.034550853
ASV_493	0.050901367	0.045871262	0.037361927	0.045908389	0.017438951	0.004541756	0.005962222	0.003363840	0.008089310
ASV_895	0.010620941	0.045666734	0.034069524	0.058075735	0.007882007	0.012040331	0.011270103	0.005447053	0.031947206
ASV_652	0.033632350	0.021640769	0.019003412	0.037157733	0.010840718	0.004284733	0.021308866	0.030824152	0.034883200
ASV_684	0.0010765020	0.0018097799	0.0041009119	0.0018043200	0.0000000000	0.0007252103	0.0452708651	0.0902932568	0.0612775939
ASV_526	0.02860545	0.01667051	0.01820881	0.02001859	0.02302687	0.01986482	0.03922681	0.01756345	0.03023358
ASV_524	0.044660092	0.026338150	0.034735436	0.051317847	0.013022500	0.021827646	0.005585433	0.002717566	0.015539232
ASV_452	0.02164679	0.02326694	0.03038916	0.03737044	0.02665326	0.01068757	0.03316057	0.00983557	0.01948726
ASV_476	0.0010805958	0.0007288099	0.0010845573	0.0003527648	0.0000000000	0.0007530338	0.0652351407	0.1012347367	0.0349086844
ASV_458	0.011680665	0.028698425	0.028447955	0.011609337	0.040056048	0.052594845	0.010924017	0.018402139	0.008812288
ASV_466	0.024723394	0.084562029	0.097054968	0.000372863	0.000752789	0.000000000	0.000000000	0.000000000	0.000347162
ASV_449	0.0014641247	0.0003541265	0.0011268688	0.0000000000	0.0003994009	0.0003542143	0.0560840583	0.0251796013	0.1256067413
ASV_455	0.0007306680	0.0007419183	0.1974029327	0.0055801020	0.0003566334	0.0122399551	0.0000000000	0.0013576814	0.0018277376
ASV_471	0.025133923	0.021580568	0.026876448	0.006627253	0.006481276	0.008415790	0.063133267	0.019456812	0.028387599
ASV_504	0.0033219810	0.0021729130	0.0025531146	0.0029270631	0.0007189719	0.0014336388	0.0115830194	0.1109524840	0.0649960694
ASV_555	0.009526318	0.012364392	0.002613544	0.018516612	0.029761452	0.003006163	0.042413204	0.042061572	0.041963162
ASV_473	0.0000000000	0.0003644049	0.0015262242	0.0007223069	0.0003566334	0.2128786140	0.0003464823	0.0000000000	0.0003738108
ASV_479	0.007386753	0.042330652	0.011139371	0.009617418	0.078095768	0.001466734	0.014740522	0.029277282	0.009891120
ASV_495	0.01479077	0.02440975	0.03389698	0.01742631	0.02161190	0.01441621	0.03406313	0.01553536	0.02829662
ASV_539	0.030041616	0.005883777	0.022591854	0.031589991	0.022492214	0.016958536	0.017131073	0.010133354	0.046708455
ASV_564	0.018846619	0.030083192	0.052105502	0.022396802	0.022809861	0.011936513	0.006962862	0.017072281	0.023392478
ASV_1204	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2006315295	0.0003413727	0.0000000000	0.0000000000
ASV_1205	0.000000000	0.000000000	0.001121142	0.000000000	0.000000000	0.199501528	0.000000000	0.000000000	0.000000000
ASV_1554	0.0029599006	0.0370842247	0.0441023787	0.0028832461	0.0018075647	0.0003542143	0.0915997719	0.0040934393	0.0147709719
ASV_508	0.006965995	0.003972792	0.001846384	0.006022279	0.002148752	0.003615040	0.083641541	0.045470796	0.042436502
ASV_1117	0.0067147916	0.0007336062	0.0096355416	0.0039815168	0.0081361278	0.1702236250	0.0000000000	0.0013698465	0.0003673972
ASV_1386	0.016417932	0.002537279	0.004517104	0.018098972	0.013528980	0.003282944	0.054701011	0.012299660	0.076022128
ASV_441	0.02794882	0.03149813	0.01539773	0.04319125	0.01280320	0.01168702	0.02063013	0.01972703	0.01715533
ASV_461	0.022403406	0.037666154	0.033851791	0.038910221	0.030881525	0.026378042	0.004540880	0.004422677	0.003687852
ASV_470	0.011535125	0.023249127	0.027862009	0.011835830	0.014063888	0.011816670	0.003476321	0.004076308	0.094413305
ASV_565	0.017485476	0.021471733	0.016843989	0.009377793	0.033576443	0.018178223	0.045255127	0.012552802	0.024434656
ASV_543	0.001434841	0.016961143	0.012479280	0.014697795	0.016485101	0.010993278	0.070204079	0.043118022	0.005122798
ASV_425	0.014908919	0.037987054	0.032267441	0.030342627	0.052369252	0.025998556	0.000000000	0.006130243	0.000000000
ASV_439	0.003232340	0.002157530	0.002580812	0.011285244	0.021278075	0.015025459	0.090343233	0.029661063	0.015119779
ASV_485	0.022505487	0.010928332	0.011769902	0.011422300	0.079430086	0.059163179	0.002130160	0.003058047	0.000741208
ASV_557	0.01971811	0.01943448	0.01509590	0.02193337	0.02233822	0.01931599	0.03066123	0.01838225	0.02777159
ASV_531	0.012236528	0.038138080	0.001791730	0.057421883	0.039974358	0.012629894	0.008302808	0.017540743	0.005515998
ASV_509	0.003301109	0.006468996	0.002253738	0.009726228	0.004668010	0.028463976	0.009377780	0.039524763	0.088314145
ASV_496	0.001083384	0.002886926	0.024182038	0.001822718	0.002517586	0.103502015	0.004870508	0.036053126	0.016117913
ASV_472	0.043034441	0.017819263	0.021235846	0.028044547	0.009581295	0.026290480	0.018346370	0.003693017	0.025230482
ASV_631	0.037621733	0.045380168	0.039588534	0.018550674	0.016650431	0.008595724	0.004563789	0.008770067	0.015904025
ASV_664	0.005546281	0.009710109	0.016778593	0.017822947	0.009773662	0.067562602	0.016222722	0.009807686	0.038425200
ASV_486	0.012218073	0.016589168	0.024692256	0.005009877	0.019334649	0.029655265	0.026381212	0.041713037	0.012256490
ASV_551	0.0055849281	0.0500348732	0.0654981571	0.0603796875	0.0018377390	0.0007314486	0.0055921158	0.0017198454	0.0003673972
ASV_563	0.007413911	0.017436050	0.008977600	0.007437131	0.003235849	0.002823270	0.046334910	0.081248345	0.008522205
ASV_569	0.005077512	0.005453699	0.037801989	0.007976315	0.036665491	0.023976549	0.019650028	0.007103520	0.047871241
ASV_530	0.011297295	0.042875402	0.036744927	0.019900267	0.013119439	0.008273461	0.019607292	0.028256268	0.009232390
ASV_549	0.008139897	0.009612766	0.101623271	0.017390026	0.001475400	0.018047872	0.001381582	0.001333626	0.035085433
ASV_599	0.0014613360	0.0021821887	0.0011180800	0.0061297259	0.1327946122	0.0595938322	0.0000000000	0.0003486568	0.0014745704
ASV_499	0.02689948	0.01813342	0.01183609	0.01612728	0.01610867	0.01348720	0.02714608	0.02320920	0.03545632
ASV_444	0.0148050757	0.0042702131	0.0000000000	0.0112667865	0.0003533881	0.0071463701	0.1030658470	0.0345238118	0.0076948138
ASV_431	0.01215507	0.01093444	0.01728581	0.01118907	0.01927116	0.01960641	0.05413990	0.02418157	0.01827944
ASV_576	0.01145630	0.02376128	0.01860061	0.01719594	0.03785520	0.01162214	0.01380197	0.01324361	0.03849378
ASV_457	0.012782178	0.008704852	0.008303681	0.016283791	0.010117717	0.009523579	0.037322620	0.030268259	0.051056682
ASV_500	0.0007265742	0.0024788852	0.0137360091	0.0031622775	0.0007988018	0.0010847611	0.0003523546	0.0006797333	0.1681609293
ASV_614	0.026253796	0.022579428	0.021025355	0.045979032	0.018841585	0.010940364	0.008036683	0.008408376	0.023178531
ASV_520	0.023037635	0.026584569	0.023500694	0.023310950	0.014724348	0.006949627	0.019975839	0.008819849	0.036423114
ASV_635	0.003306155	0.055846263	0.028453519	0.014968439	0.019938742	0.024488679	0.010949368	0.011402791	0.011828915
ASV_873	0.0176794935	0.0610419130	0.0110868522	0.0100601998	0.0639023055	0.0128793370	0.0006894772	0.0017209053	0.0029456202
ASV_597	0.021879320	0.022853563	0.003971456	0.066910107	0.006511594	0.009467456	0.011467282	0.028563018	0.006669865
ASV_503	0.018518220	0.050870951	0.037601643	0.034287954	0.014760899	0.007690552	0.008018584	0.003345787	0.003708525
ASV_590	0.033176769	0.040479199	0.022906548	0.039722847	0.024245184	0.011661536	0.001046938	0.004654686	0.002646762
ASV_492	0.019324236	0.042676285	0.040273688	0.026900768	0.023864260	0.011653924	0.003883672	0.001684487	0.009578784
ASV_433	0.0010942208	0.0000000000	0.0003685957	0.0003728630	0.0007161193	0.0010846962	0.0312746890	0.0958267374	0.0420625997
ASV_484	0.012446434	0.006903601	0.003075503	0.013928546	0.017665312	0.003090102	0.051659222	0.058687809	0.006585286
ASV_632	0.005072523	0.006890762	0.011041331	0.012996130	0.007587924	0.003985069	0.027603552	0.039732591	0.059259804
ASV_583	0.01930217	0.01337429	0.01121373	0.01285185	0.01718402	0.01002615	0.03276238	0.02841025	0.02995320
ASV_538	0.0018149935	0.0014325442	0.0018587262	0.0014158601	0.0007560343	0.0007252103	0.0165986934	0.0223608213	0.1280610217
ASV_648	0.0050983385	0.0043258464	0.0040674878	0.0083065615	0.0007222188	0.1371725608	0.0051906791	0.0054005295	0.0036765272
ASV_522	0.002200902	0.001413954	0.001118080	0.002179984	0.000752789	0.002136796	0.041877113	0.061519657	0.052655218
ASV_615	0.012726426	0.007175074	0.011012687	0.009646561	0.010846736	0.010380547	0.018646821	0.026692964	0.063700528
ASV_513	0.003299626	0.011979252	0.004185093	0.009923372	0.010310394	0.004733364	0.032335627	0.038358166	0.054765725
ASV_533	0.029452747	0.035309813	0.022603902	0.046765787	0.015941222	0.014080408	0.001037582	0.004386761	0.002236043
ASV_957	0.017120090	0.001802709	0.001091124	0.029756534	0.014073563	0.001196458	0.015558135	0.010927118	0.080241823
ASV_1528	0.034458723	0.022967111	0.004515180	0.043405975	0.013960030	0.011209167	0.001388314	0.006061006	0.030640429
ASV_1091	0.0000000000	0.0000000000	0.0003685957	0.0000000000	0.0000000000	0.1665303383	0.0003413727	0.0000000000	0.0000000000
ASV_523	0.0003583395	0.0007419183	0.0000000000	0.0003728630	0.0021455086	0.0006859416	0.1232328638	0.0256163638	0.0119394024
ASV_1518	0.0000000000	0.0000000000	0.0007160109	0.0010920691	0.0000000000	0.1641050397	0.0000000000	0.0000000000	0.0007486451
ASV_1649	0.0007153738	0.0003692012	0.0011634045	0.0003527648	0.0000000000	0.1633121238	0.0000000000	0.0000000000	0.0000000000
ASV_834	0.026479681	0.026187299	0.011676223	0.049361806	0.025032202	0.005183027	0.012068022	0.008725304	0.001816780
ASV_521	0.015217346	0.049188432	0.032211204	0.038725384	0.011332996	0.006320702	0.008689585	0.001681642	0.003325436
ASV_525	0.010938732	0.041699473	0.024723514	0.011145757	0.029353411	0.006089064	0.007701127	0.012110827	0.020891118
ASV_1105	0.0043506309	0.0025552227	0.0007313661	0.0031981615	0.0014811056	0.0024953149	0.0793116126	0.0332902461	0.0334116620
ASV_1347	0.0000000000	0.0000000000	0.0003474152	0.0007457261	0.0000000000	0.1604577565	0.0003413727	0.0000000000	0.0000000000
ASV_515	0.0011123037	0.0003515742	0.0000000000	0.0026100412	0.0003594859	0.0000000000	0.0313115619	0.1163677438	0.0046967127
ASV_518	0.01372930	0.01959666	0.03873606	0.02209667	0.01392196	0.01081488	0.01430906	0.01212274	0.01783229
ASV_578	0.004032365	0.002189537	0.002613544	0.004276726	0.002944310	0.004391627	0.088794273	0.019977092	0.027715166
ASV_1265	0.0025072496	0.0007268436	0.0092764760	0.0000000000	0.0007588868	0.1448387293	0.0003413727	0.0000000000	0.0033055679
ASV_474	0.041557154	0.021455998	0.004118588	0.052913869	0.015537868	0.008535731	0.014101694	0.003060390	0.001478487
ASV_512	0.004496927	0.006401704	0.002139145	0.006209819	0.028278417	0.010081399	0.036524727	0.013089285	0.054890221
ASV_622	0.1072037616	0.0000000000	0.0014320218	0.0007027283	0.0003566334	0.0013831267	0.0017685948	0.0027058745	0.0464010428
ASV_894	0.0037046144	0.0330261231	0.0675095921	0.0485680977	0.0007621337	0.0025245733	0.0034736935	0.0016962927	0.0007145591
ASV_626	0.0007632714	0.0014350965	0.0026780767	0.0068572401	0.0160803038	0.0126839802	0.0238144390	0.0181898696	0.0772201982
ASV_645	0.007036434	0.008748001	0.002205749	0.032649487	0.009176504	0.004643621	0.011620914	0.057957269	0.022566625
ASV_541	0.008452279	0.009821870	0.013137241	0.019290320	0.017855885	0.027350830	0.017858090	0.010946081	0.036052985
ASV_744	0.02136936	0.01012506	0.01000847	0.01024118	0.00934440	0.01827074	0.04315707	0.01123748	0.02533021
ASV_579	0.0007166789	0.0022113661	0.0019071128	0.0021185884	0.0003994009	0.0025349150	0.1174231563	0.0047232522	0.0213052198
ASV_1454	0.009949389	0.051499775	0.030192799	0.012130834	0.018612211	0.021908518	0.005592019	0.002700627	0.006297705
ASV_616	0.044732474	0.018340420	0.017204613	0.023554778	0.019612984	0.007874641	0.012810372	0.009368787	0.005149363
ASV_506	0.0007446571	0.0344025808	0.0291341726	0.0113266263	0.0481252417	0.0250727044	0.0043077271	0.0033311356	0.0029864867
ASV_1428	0.0029520770	0.0007336062	0.0089098530	0.0021275912	0.0038746584	0.1359685886	0.0003641926	0.0016979939	0.0007564907
ASV_1055	0.0003816357	0.0000000000	0.0006948305	0.0000000000	0.0003994009	0.1532768038	0.0000000000	0.0000000000	0.0000000000
