OTUID	All	HDC	MDC	NCC
ASV_784	0.027588	0.001158051	0.000000000	0.081607007
ASV_186	0.027452	0.006712249	0.003653793	0.071991215
ASV_770	0.027188	0.03065540	0.02926828	0.02164165
ASV_164	0.026288	0.01032744	0.02241098	0.04612451
ASV_932	0.025226	0.001279836	0.073178782	0.001219884
ASV_635	0.026111	0.02438747	0.03783632	0.01610999
ASV_62	0.026578	0.04474243	0.01207014	0.02292124
ASV_341	0.025952	0.02733176	0.01386429	0.03666018
ASV_634	0.02602	0.0006495447	0.0774116471	0.0000000000
ASV_219	0.025823	0.048434249	0.003120097	0.025916018
ASV_425	0.026691	0.03793916	0.04213264	0.00000000
ASV_506	0.026508	0.034560026	0.041188697	0.003775857
ASV_360	0.025649	0.0223118102	0.0540222114	0.0006123286
ASV_743	0.02624	0.03835578	0.02927582	0.01108878
ASV_1491	0.026136	0.020326781	0.055584559	0.002495484
ASV_684	0.025688	0.0050360656	0.0006095405	0.0714189361
ASV_466	0.024339	0.07301809	0.00000000	0.00000000
ASV_431	0.026097	0.02698143	0.02969920	0.02160902
ASV_437	0.026413	0.062068126	0.014729594	0.002442155
ASV_458	0.025886	0.02474211	0.04236920	0.01054809
ASV_957	0.025638	0.001218943	0.001994097	0.073702146
ASV_762	0.025437	0.01737617	0.01308583	0.04584964
ASV_308	0.025732	0.068735376	0.006019560	0.002442155
ASV_631	0.025696	0.059867090	0.005444492	0.011775138
ASV_608	0.025196	0.02022441	0.01878887	0.03657554
ASV_752	0.025152	0.003026539	0.001845858	0.070582401
ASV_419	0.024775	0.03249274	0.04183140	0.00000000
ASV_632	0.025013	0.009860573	0.001883780	0.063293883
ASV_586	0.025111	0.040096220	0.032072522	0.003163528
ASV_266	0.024424	0.03344275	0.02925728	0.01057118
ASV_304	0.024267	0.01364882	0.02830496	0.03084728
ASV_315	0.024177	0.01187010	0.02562548	0.03503569
ASV_375	0.023891	0.02565033	0.03307721	0.01294408
ASV_584	0.024479	0.034735576	0.006849735	0.031852826
ASV_346	0.023419	0.001299089	0.002603638	0.066352792
ASV_393	0.02317	0.042696283	0.025565560	0.001247742
ASV_570	0.023797	0.02610107	0.03348810	0.01180300
ASV_540	0.023408	0.01434000	0.02260814	0.03327726
ASV_534	0.023451	0.019335675	0.002472634	0.048545925
ASV_237	0.023639	0.009841320	0.054881922	0.006194927
ASV_311	0.02245	0.056984858	0.001790699	0.008574206
ASV_402	0.023075	0.02653906	0.03153127	0.01115565
ASV_168	0.022774	0.0018588616	0.0006646992	0.0657986087
ASV_526	0.022992	0.02247962	0.01288653	0.03361101
ASV_471	0.022975	0.03255175	0.01402632	0.02234632
ASV_609	0.024135	0.001279836	0.071124951	0.000000000
ASV_652	0.022776	0.022678415	0.004779793	0.040870609
ASV_504	0.022827	0.0030265389	0.0006095405	0.0648451313
ASV_1454	0.022384	0.025605328	0.034743125	0.006802482
ASV_768	0.022636	0.0000000000	0.0006646992	0.0672445227
ASV_358	0.021242	0.004457040	0.054352640	0.004916941
ASV_565	0.022569	0.02197424	0.01657825	0.02915357
ASV_657	0.022507	0.01209128	0.03200636	0.02342292
ASV_582	0.022436	0.032088015	0.026579102	0.008639468
ASV_614	0.02201	0.02053412	0.01585494	0.02964093
ASV_1581	0.022118	0.002527659	0.001845858	0.061980337
ASV_557	0.021983	0.01787629	0.01914396	0.02892911
ASV_452	0.021719	0.02813948	0.01722226	0.01979512
ASV_492	0.021848	0.038077067	0.019423206	0.008043064
ASV_562	0.0215	0.001299089	0.005503101	0.057698223
ASV_605	0.021667	0.00122857	0.01231146	0.05146010
ASV_421	0.021374	0.003868388	0.011874299	0.048379602
ASV_572	0.021282	0.008862814	0.008861069	0.046122081
ASV_436	0.021384	0.01618610	0.01943699	0.02853009
ASV_525	0.021102	0.03022164	0.01014844	0.02293556
ASV_518	0.021297	0.03045245	0.01742566	0.01601288
ASV_1526	0.021728	0.001228570	0.001752777	0.062202722
ASV_610	0.021109	0.001218943	0.021351139	0.040755967
ASV_412	0.021768	0.060469978	0.002362317	0.002472399
ASV_520	0.021347	0.02881266	0.01039321	0.02483542
ASV_499	0.020546	0.013028151	0.007675805	0.040935090
ASV_637	0.020529	0.008734536	0.025586901	0.027265645
ASV_832	0.020537	0.003097058	0.028449096	0.030066197
ASV_490	0.020315	0.031548359	0.026262591	0.003133284
ASV_789	0.020639	0.01302815	0.00127424	0.04761315
ASV_1570	0.021101	0.045614183	0.014526195	0.003161141
ASV_1230	0.02084	0.0396306026	0.0222785005	0.0006123286
ASV_615	0.020075	0.007502832	0.001828622	0.050894179
ASV_1370	0.019934	0.01359003	0.04621197	0.00000000
ASV_251	0.020091	0.01552693	0.02241230	0.02233278
ASV_522	0.019866	0.0006495447	0.0006095405	0.0583399716
ASV_745	0.020113	0.0012990893	0.0006095405	0.0584289478
ASV_1180	0.020692	0.0591035022	0.0023623171	0.0006099421
ASV_498	0.019844	0.02223269	0.01063453	0.02666447
ASV_147	0.019388	0.026803134	0.025699999	0.005661398
ASV_394	0.018384	0.003887641	0.048767463	0.002497870
ASV_1637	0.019758	0.03498212	0.02237914	0.00191340
ASV_660	0.019535	0.002578926	0.019581781	0.036444239
ASV_555	0.019209	0.002527659	0.003230415	0.051868659
ASV_771	0.019133	0.02928455	0.00188378	0.02622989
ASV_329	0.019124	0.010702423	0.003712402	0.042958315
ASV_416	0.019123	0.002508406	0.017040203	0.037820899
ASV_1635	0.019005	0.001807595	0.001329398	0.053879170
ASV_730	0.018503	0.034332575	0.015648090	0.005526883
ASV_811	0.018523	0.0000000	0.0000000	0.0555676
ASV_1611	0.018671	0.01732803	0.01447449	0.02421116
ASV_731	0.018656	0.01783129	0.01897849	0.01915732
ASV_692	0.018942	0.002386621	0.002989094	0.051450858
ASV_822	0.018521	0.0127983618	0.0421547975	0.0006099421
ASV_553	0.018169	0.00000000	0.00000000	0.05450762
ASV_644	0.018519	0.0005790254	0.0006646992	0.0543137428
ASV_680	0.018503	0.019254280	0.008254979	0.027998951
ASV_404	0.01764	0.027932146	0.019408766	0.005577825
ASV_400	0.018561	0.004376894	0.003691715	0.047614513
ASV_583	0.018234	0.009666157	0.014340033	0.030696056
ASV_1008	0.017388	0.03841761	0.00000000	0.01374664
ASV_576	0.017923	0.01821801	0.01639208	0.01915970
ASV_1105	0.017752	0.001218943	0.000000000	0.052036825
ASV_303	0.018313	0.024995312	0.026865900	0.003077568
ASV_894	0.017497	0.0500505619	0.0018286216	0.0006123286
ASV_321	0.017798	0.016548325	0.008933464	0.027912991
ASV_427	0.017518	0.018125109	0.030704546	0.003724914
ASV_703	0.017541	0.01408680	0.01229768	0.02623838
ASV_954	0.01632	0.0006495447	0.0476718309	0.0006377998
ASV_374	0.017453	0.005128971	0.008306032	0.038924340
ASV_441	0.017368	0.01529299	0.01947836	0.01733227
ASV_551	0.016976	0.0490965537	0.0012190811	0.0006123286
ASV_650	0.017366	0.016918926	0.009800907	0.025377716
ASV_298	0.017102	0.01569998	0.01825518	0.01735058
ASV_788	0.017014	0.00000000	0.00000000	0.05104195
ASV_530	0.016708	0.030205518	0.013789102	0.006129665
ASV_741	0.016737	0.000000000	0.001181159	0.049029053
ASV_352	0.016634	0.01797656	0.00782815	0.02409711
ASV_658	0.01655	0.010043252	0.004487418	0.035118478
ASV_367	0.016348	0.002965646	0.001181159	0.044896405
ASV_611	0.016354	0.01830779	0.01279345	0.01796052
ASV_769	0.015997	0.02138770	0.01547916	0.01112302
ASV_115	0.015801	0.014368880	0.029315869	0.003717754
ASV_587	0.016129	0.002527659	0.000571618	0.045287433
ASV_1618	0.016169	0.02106188	0.01118546	0.01626044
ASV_989	0.015545	0.001158051	0.045476984	0.000000000
ASV_307	0.016053	0.001797969	0.001752777	0.044608823
ASV_533	0.015737	0.023076647	0.022277846	0.001857684
ASV_672	0.015781	0.018412431	0.009690589	0.019240892
ASV_1601	0.016045	0.01491903	0.02019888	0.01301811
ASV_647	0.015607	0.016726621	0.009487191	0.020607224
ASV_699	0.015191	0.009547505	0.026666754	0.009358455
ASV_414	0.015456	0.001289463	0.008861069	0.036216560
ASV_528	0.015694	0.008987733	0.000571618	0.037522166
ASV_604	0.015153	0.03140105	0.00000000	0.01405891
ASV_978	0.015219	0.001939007	0.041276380	0.002442155
ASV_286	0.015136	0.023716565	0.019216357	0.002474786
ASV_1540	0.015332	0.024872504	0.011264759	0.009859352
ASV_519	0.015171	0.01511031	0.01603765	0.01436374
ASV_665	0.015317	0.019871812	0.005503101	0.020576980
ASV_1041	0.015281	0.011403234	0.009725062	0.024713664
ASV_165	0.015214	0.009454600	0.004817715	0.031370241
ASV_529	0.015322	0.007464326	0.031087861	0.007414811
ASV_1242	0.01553	0.03165128	0.01116478	0.00377347
ASV_759	0.015412	0.001868488	0.001828622	0.042537585
ASV_738	0.014651	0.00000000	0.01611907	0.02783341
ASV_797	0.015017	0.006072331	0.008179134	0.030800327
ASV_409	0.014379	0.021088485	0.018964701	0.003082341
ASV_742	0.014845	0.009723917	0.025542093	0.009267722
ASV_636	0.014859	0.019376066	0.016557561	0.008644241
ASV_952	0.014891	0.015239609	0.005406569	0.024025703
ASV_1554	0.014895	0.038580102	0.000000000	0.006104194
ASV_1499	0.014596	0.001228570	0.001236317	0.041322951
ASV_773	0.014696	0.001858862	0.012442467	0.029786600
ASV_493	0.014172	0.028806008	0.007569593	0.006139211
ASV_476	0.014403	0.0018075954	0.0006646992	0.0407366361
ASV_602	0.014195	0.011780328	0.008619748	0.022186330
ASV_1407	0.014564	0.0005790254	0.0005716180	0.0425423583
ASV_649	0.013993	0.01378023	0.01341678	0.01478107
ASV_744	0.014094	0.013668069	0.004466732	0.024148286
ASV_568	0.014022	0.016115583	0.009249975	0.016701625
ASV_877	0.014069	0.007026339	0.015341930	0.019837295
ASV_696	0.014441	0.001279836	0.040792906	0.001250128
ASV_659	0.013845	0.0006399181	0.0408943437	0.0000000000
ASV_40	0.013898	0.005036066	0.004542577	0.032116542
ASV_702	0.013809	0.012685181	0.006222959	0.022518237
ASV_767	0.01375	0.0006495447	0.0012190811	0.0393800879
ASV_1254	0.013528	0.012721576	0.020530645	0.007331238
ASV_365	0.013914	0.0006495447	0.0005716180	0.0405199141
ASV_667	0.013567	0.003615191	0.019257730	0.017828390
ASV_618	0.013424	0.001299089	0.030842450	0.008129024
ASV_782	0.013439	0.023906985	0.013358168	0.003052097
ASV_938	0.013207	0.015833505	0.022539853	0.001247742
ASV_590	0.013178	0.01686766	0.01825518	0.00441127
ASV_646	0.013123	0.01718386	0.01035529	0.01182847
ASV_724	0.013191	0.014256721	0.008013658	0.017302021
ASV_627	0.013145	0.012378606	0.006570492	0.020486247
ASV_623	0.013498	0.030341312	0.005740972	0.004411270
ASV_737	0.013596	0.00000000	0.04078946	0.00000000
ASV_968	0.013204	0.00122857	0.00127424	0.03711044
ASV_317	0.013171	0.007272021	0.019110800	0.013129538
ASV_508	0.012962	0.001878115	0.001883780	0.035123013
ASV_793	0.012892	0.02003524	0.01061385	0.00802714
ASV_824	0.012815	0.004946293	0.002565715	0.030933238
ASV_726	0.012604	0.01182408	0.01978798	0.00619970
ASV_926	0.012758	0.0044794266	0.0331840660	0.0006099421
ASV_1049	0.013313	0.00000000	0.03993925	0.00000000
ASV_361	0.012509	0.00000000	0.00000000	0.03752796
ASV_591	0.012601	0.00000000	0.00000000	0.03780259
ASV_723	0.012624	0.002447514	0.004910796	0.030515133
ASV_676	0.012565	0.002437887	0.035257459	0.000000000
ASV_1519	0.012726	0.02398502	0.01419179	0.00000000
ASV_1111	0.012452	0.003087432	0.025608242	0.008660166
ASV_545	0.012245	0.011210929	0.018089703	0.007435509
ASV_433	0.012193	0.0000000000	0.0006095405	0.0359703746
ASV_700	0.012298	0.005736876	0.004449496	0.026706645
ASV_682	0.012296	0.0019486340	0.0006095405	0.0343307798
ASV_862	0.012053	0.00661285	0.01277621	0.01676849
ASV_1548	0.012445	0.004632203	0.032703403	0.000000000
ASV_992	0.011662	0.004447414	0.022940566	0.007597883
ASV_1063	0.011791	0.007352167	0.011405443	0.016615665
ASV_560	0.011995	0.017638990	0.012125301	0.006220398
ASV_810	0.011942	0.003157951	0.008547353	0.024120428
ASV_815	0.011976	0.0359265	0.0000000	0.0000000
ASV_1387	0.012653	0.003087432	0.033014323	0.001857684
ASV_1284	0.0118	0.01353666	0.02186416	0.00000000
ASV_543	0.011636	0.015913651	0.017132629	0.001862457
ASV_578	0.011711	0.002527659	0.006129878	0.026475017
ASV_933	0.011584	0.021665399	0.008123975	0.004963110
ASV_826	0.011921	0.003148324	0.008971386	0.023642615
ASV_886	0.011799	0.004376894	0.001790699	0.029228381
ASV_1040	0.011733	0.0006495447	0.0000000000	0.0345491073
ASV_566	0.011533	0.00372735	0.01455313	0.01631854
ASV_645	0.011703	0.001218943	0.001219081	0.032671311
ASV_642	0.011539	0.005685610	0.007992971	0.020938589
ASV_571	0.011364	0.011930993	0.019687339	0.002474786
ASV_706	0.011367	0.019538469	0.007655119	0.006906754
ASV_607	0.011574	0.007515592	0.003581398	0.023624304
ASV_757	0.011845	0.017127350	0.009860170	0.008548735
ASV_177	0.011616	0.005727250	0.004411573	0.024709434
ASV_368	0.011184	0.0005790254	0.0000000000	0.0329726695
ASV_714	0.011316	0.003595938	0.004432260	0.025920791
ASV_776	0.011372	0.011982259	0.008526667	0.013607351
ASV_1193	0.011639	0.00000000	0.00000000	0.03491662
ASV_536	0.011112	0.011578396	0.018031749	0.003724914
ASV_399	0.011042	0.001939007	0.001236317	0.029950036
ASV_503	0.010862	0.016658213	0.012817587	0.003110199
ASV_616	0.011183	0.014736347	0.013124402	0.005689256
ASV_710	0.01122	0.007634244	0.001236317	0.024790859
ASV_711	0.011434	0.0018781147	0.0006646992	0.0317602496
ASV_806	0.011124	0.0006495447	0.0041530162	0.0285698831
ASV_1627	0.010911	0.007291274	0.024165076	0.001275600
ASV_705	0.010964	0.008702523	0.009838829	0.014351809
ASV_663	0.011153	0.01856748	0.00000000	0.01489011
ASV_1406	0.010661	0.005746503	0.003027016	0.023210429
ASV_640	0.0105	0.026589306	0.000000000	0.004912167
ASV_831	0.010673	0.0006399181	0.0000000000	0.0313800251
ASV_716	0.010883	0.0136680690	0.0183696009	0.0006099421
ASV_827	0.010553	0.00000000	0.03165818	0.00000000
ASV_600	0.010731	0.011473753	0.005207276	0.015511204
ASV_760	0.010502	0.015281248	0.013086480	0.003138057
ASV_884	0.010312	0.009464226	0.007844732	0.013625663
ASV_790	0.010305	0.000000000	0.009859515	0.021054793
ASV_1541	0.010507	0.001807595	0.003027016	0.026685709
ASV_1464	0.010794	0.002376994	0.030003889	0.000000000
ASV_439	0.009949	0.003087432	0.015579146	0.011181121
ASV_873	0.010262	0.006235756	0.021465562	0.003084728
ASV_923	0.010131	0.025451530	0.002472634	0.002467626
ASV_758	0.010083	0.000000000	0.006333276	0.023916658
ASV_1003	0.009932	0.026824499	0.002971858	0.000000000
ASV_847	0.009966	0.028647987	0.000000000	0.001250128
ASV_919	0.009739	0.0006495447	0.0062877982	0.0222786691
ASV_340	0.009553	0.0005790254	0.0005716180	0.0275078812
ASV_729	0.009825	0.008254909	0.012587257	0.008632308
ASV_722	0.009708	0.009130883	0.012611393	0.007382180
ASV_712	0.009825	0.00000000	0.00000000	0.02947593
ASV_1388	0.009129	0.0000000000	0.0267494991	0.0006377998
ASV_264	0.009684	0.002518033	0.001181159	0.025352007
ASV_734	0.009554	0.009592505	0.010968279	0.008101167
ASV_1317	0.009134	0.000000000	0.020547881	0.006853425
ASV_1074	0.009652	0.0005790254	0.0000000000	0.0283762458
ASV_912	0.009423	0.000000	0.000000	0.028269
ASV_384	0.009387	0.007605365	0.010613845	0.009940539
ASV_531	0.009272	0.002386621	0.019261180	0.006167069
ASV_593	0.009242	0.009873333	0.013551231	0.004302225
ASV_713	0.009275	0.005045692	0.009783670	0.012995022
ASV_961	0.009299	0.002569299	0.002417476	0.022909309
ASV_521	0.008878	0.012982129	0.009935360	0.003717754
ASV_690	0.008994	0.008938578	0.006884208	0.011158037
ASV_577	0.008642	0.001919754	0.020310011	0.003697056
ASV_677	0.008625	0.0228255608	0.0006095405	0.0024397682
ASV_949	0.0091	0.00000000	0.00000000	0.02729906
ASV_845	0.009046	0.002598179	0.006698045	0.017841928
ASV_1021	0.008945	0.018473324	0.008361191	0.000000000
ASV_1206	0.00906	0.0005790254	0.0000000000	0.0266023735
ASV_1639	0.008396	0.00000000	0.02518912	0.00000000
ASV_561	0.008543	0.006335155	0.016156995	0.003135670
ASV_763	0.009098	0.020017233	0.002896013	0.004381026
ASV_1488	0.008815	0.007668369	0.017525640	0.001250128
ASV_840	0.008802	0.001289463	0.009859515	0.015255711
ASV_753	0.009311	0.001878115	0.024831085	0.001224657
ASV_896	0.008853	0.004447414	0.014033218	0.008078082
ASV_355	0.008918	0.018087852	0.006832499	0.001832213
ASV_1528	0.008533	0.006296649	0.018082802	0.001219884
ASV_651	0.008704	0.003746603	0.006219508	0.016146618
ASV_809	0.008592	0.009738788	0.004246097	0.011791063
ASV_1442	0.008616	0.006763515	0.006718732	0.012364382
ASV_1007	0.008723	0.0088115482	0.0006646992	0.0166920789
ASV_1117	0.008756	0.0136019317	0.0120535611	0.0006123286
ASV_693	0.008435	0.007525219	0.002417476	0.015363150
ASV_841	0.008483	0.004367268	0.007400667	0.013681378
ASV_655	0.008492	0.001279836	0.002455398	0.021741149
ASV_751	0.008606	0.0104908649	0.0147158079	0.0006099421
ASV_935	0.008356	0.001279836	0.004724634	0.019062593
ASV_1138	0.008483	0.00000000	0.00000000	0.02544775
ASV_1265	0.008547	0.015460793	0.006405671	0.003773470
ASV_1428	0.008565	0.0148497549	0.0102077033	0.0006377998
ASV_603	0.008328	0.001279836	0.001938939	0.021766620
ASV_1000	0.008263	0.00000000	0.00000000	0.02479008
ASV_1607	0.00785	0.007018824	0.010420128	0.006111353
ASV_791	0.008247	0.00741306	0.00428402	0.01304358
ASV_849	0.008001	0.0006495447	0.0091458884	0.0142077469
ASV_796	0.008441	0.005125838	0.007035898	0.013159783
ASV_844	0.008207	0.008683269	0.006129878	0.009808410
ASV_1087	0.008223	0.000000000	0.002603638	0.022065353
ASV_454	0.007914	0.003615191	0.001752777	0.018375456
ASV_479	0.007914	0.0124223571	0.0006646992	0.0106547526
ASV_544	0.008133	0.001868488	0.000000000	0.022531776
ASV_630	0.008076	0.000000000	0.001329398	0.022898938
ASV_681	0.008036	0.00000000	0.00000000	0.02410689
ASV_686	0.008005	0.003878015	0.004779793	0.015358377
ASV_814	0.008	0.00000000	0.01083728	0.01316217
ASV_900	0.007664	0.002569299	0.020423778	0.000000000
ASV_1073	0.008023	0.011757941	0.001181159	0.011130179
ASV_430	0.007717	0.006165237	0.014484168	0.002500257
ASV_1573	0.008225	0.015518553	0.009157548	0.000000000
ASV_746	0.007832	0.003797869	0.008678357	0.011021134
ASV_735	0.007892	0.012641430	0.007345508	0.003689897
ASV_775	0.007859	0.012011139	0.004817715	0.006749153
ASV_893	0.007859	0.008904454	0.009115521	0.005557127
ASV_833	0.007886	0.006843661	0.004356415	0.012459107
ASV_881	0.007734	0.00000000	0.01942945	0.00377347
ASV_1312	0.007889	0.002518033	0.003082175	0.018067177
ASV_821	0.008197	0.012312469	0.009784325	0.002495484
ASV_904	0.00781	0.007413060	0.003082175	0.012934534
ASV_1172	0.007809	0.00000000	0.00000000	0.02342769
ASV_116	0.007439	0.0067346355	0.0149454688	0.0006377998
ASV_480	0.007668	0.009841320	0.006977289	0.006185380
ASV_656	0.007367	0.0054836790	0.0159783875	0.0006377998
ASV_469	0.007699	0.006875674	0.013751179	0.002470013
ASV_695	0.007696	0.006994326	0.003691715	0.012403392
ASV_717	0.007673	0.001289463	0.000571618	0.021159064
ASV_785	0.007803	0.005177104	0.004597735	0.013635209
ASV_1038	0.00772	0.001868488	0.000000000	0.021291194
ASV_77	0.007152	0.001797969	0.017769087	0.001887928
ASV_670	0.007485	0.011262195	0.007531671	0.003662039
ASV_643	0.007365	0.002386621	0.009156894	0.010550481
ASV_638	0.007661	0.007582978	0.015401193	0.000000000
ASV_761	0.007457	0.008072231	0.001938939	0.012359609
ASV_1602	0.007324	0.003717723	0.012032220	0.006222785
ASV_855	0.007477	0.0030874316	0.0006646992	0.0186795055
ASV_320	0.007423	0.015386914	0.001938939	0.004942412
ASV_597	0.00712	0.001807595	0.015779094	0.003773470
ASV_675	0.007157	0.001868488	0.007290350	0.012313440
ASV_1625	0.007216	0.002447514	0.001901016	0.017299634
ASV_1013	0.007266	0.006376795	0.007975735	0.007445055
ASV_774	0.007139	0.013414872	0.004228861	0.003773470
ASV_1016	0.007242	0.005493306	0.005630654	0.010601424
ASV_1078	0.006934	0.006510318	0.006897339	0.007394113
ASV_792	0.007184	0.001868488	0.005592732	0.014089937
ASV_830	0.007375	0.005087332	0.004652894	0.012385080
ASV_994	0.007171	0.011037877	0.004893560	0.005580212
ASV_1047	0.006733	0.012159533	0.008040575	0.000000000
ASV_1272	0.007228	0.004376894	0.015418430	0.001887928
ASV_575	0.006956	0.00000000	0.00000000	0.02086933
ASV_1113	0.007071	0.008712149	0.006312590	0.006187767
ASV_1048	0.007091	0.005119345	0.016154869	0.000000000
ASV_424	0.006901	0.005125838	0.002493321	0.013083369
ASV_477	0.006792	0.008897961	0.002324395	0.009153904
ASV_474	0.00685	0.005036066	0.013627076	0.001885542
ASV_754	0.006853	0.001228570	0.001828622	0.017501018
ASV_674	0.006797	0.0184509372	0.0006646992	0.0012755997
ASV_929	0.00674	0.017154981	0.001236317	0.001829826
ASV_1011	0.006769	0.007422686	0.003691715	0.009193695
ASV_887	0.006863	0.005087332	0.008141211	0.007361482
ASV_1155	0.006775	0.000000000	0.001714854	0.018610252
ASV_484	0.006694	0.005125838	0.004559813	0.010396873
ASV_505	0.006527	0.001218943	0.001219081	0.017144420
ASV_798	0.006677	0.006213370	0.004432260	0.009383926
ASV_1335	0.006392	0.009395818	0.007920577	0.001860071
ASV_799	0.006521	0.006194116	0.011505425	0.001862457
ASV_920	0.006575	0.006885301	0.004817715	0.008022366
ASV_882	0.006658	0.0000000000	0.0006095405	0.0193634746
ASV_1278	0.00669	0.003807496	0.003268337	0.012995022
ASV_783	0.006649	0.003676084	0.000000000	0.016272368
ASV_823	0.006552	0.00000000	0.00000000	0.01965743
ASV_808	0.006592	0.003778616	0.004373651	0.011622311
ASV_861	0.006489	0.005515692	0.010262207	0.003689897
ASV_1285	0.006628	0.007582978	0.000000000	0.012301507
ASV_1071	0.00641	0.0006399181	0.0019010163	0.0166896923
ASV_405	0.006552	0.001929381	0.012222487	0.005503798
ASV_1418	0.006447	0.005413160	0.010155995	0.003771083
ASV_911	0.006486	0.013530164	0.005927134	0.000000000
ASV_1283	0.006569	0.0190952373	0.0000000000	0.0006123286
ASV_280	0.00617	0.0043256283	0.0006646992	0.0135190046
ASV_523	0.006243	0.000000000	0.001143236	0.017584591
ASV_516	0.006186	0.00000000	0.00000000	0.01855692
ASV_606	0.006183	0.001158051	0.001274240	0.016117154
ASV_755	0.006215	0.004457040	0.007438589	0.006749153
ASV_1014	0.006188	0.006641730	0.002493321	0.009430095
ASV_958	0.00606	0.005281748	0.004872874	0.008024753
ASV_1010	0.006103	0.004264736	0.002989094	0.011056152
ASV_1001	0.00621	0.001289463	0.000000000	0.017339425
ASV_846	0.006279	0.004405774	0.001329398	0.013101680
ASV_977	0.006273	0.003797869	0.005668577	0.009351295
ASV_1493	0.006145	0.008593497	0.000000000	0.009842646
ASV_1234	0.006252	0.007656631	0.006684259	0.004413656
ASV_1044	0.005961	0.003887641	0.010860742	0.003135670
ASV_1656	0.006106	0.0006399181	0.0176766753	0.0000000000
ASV_444	0.005879	0.000000000	0.008950045	0.008685637
ASV_834	0.005939	0.009719535	0.006849735	0.001247742
ASV_733	0.006027	0.004527560	0.003598634	0.009954077
ASV_748	0.005962	0.001299089	0.000000000	0.016585421
ASV_931	0.006025	0.0069558199	0.0105069785	0.0006123286
ASV_836	0.005983	0.00000000	0.00000000	0.01794859
ASV_325	0.005662	0.000000000	0.003429708	0.013556409
ASV_302	0.005747	0.000000000	0.002493321	0.014748435
ASV_678	0.005834	0.001878115	0.007015211	0.008609224
ASV_736	0.005815	0.004904654	0.001274240	0.011264695
ASV_914	0.00581	0.007058352	0.010372525	0.000000000
ASV_866	0.005757	0.001939007	0.000000000	0.015332906
ASV_924	0.005723	0.005393907	0.003802033	0.007973810
ASV_1054	0.00572	0.0036055643	0.0129423450	0.0006123286
ASV_559	0.005569	0.003807496	0.010451820	0.002446928
ASV_787	0.005579	0.011210929	0.004301256	0.001224657
ASV_880	0.005579	0.005036066	0.003009780	0.008690411
ASV_1533	0.005562	0.004904654	0.004339178	0.007442669
ASV_839	0.005576	0.001929381	0.012962377	0.001836986
ASV_1002	0.005536	0.003087432	0.003581398	0.009940539
ASV_856	0.005621	0.001939007	0.006904894	0.008019980
ASV_937	0.005544	0.001939007	0.003505553	0.011188281
ASV_1414	0.00557	0.003756229	0.003653793	0.009300353
ASV_916	0.005523	0.015996930	0.000571618	0.000000000
ASV_868	0.005606	0.001939007	0.001938939	0.012939307
ASV_1231	0.005579	0.0006495447	0.0006095405	0.0154793545
ASV_588	0.0053	0.004405774	0.002951171	0.008541575
ASV_962	0.005325	0.004405774	0.004170252	0.007398886
ASV_1498	0.005293	0.005096958	0.005867870	0.004914554
ASV_930	0.005394	0.003778616	0.010544901	0.001857684
ASV_1355	0.005406	0.00000000	0.00000000	0.01621665
ASV_1331	0.005559	0.015348634	0.001329398	0.000000000
ASV_1372	0.005337	0.004264736	0.000000000	0.011744894
ASV_550	0.005289	0.0012990893	0.0006646992	0.0139018539
ASV_838	0.005039	0.005992185	0.001714854	0.007410038
ASV_1135	0.00508	0.0005790254	0.0005716180	0.0140899370
ASV_984	0.005098	0.006763515	0.003619321	0.004912167
ASV_892	0.005137	0.006245383	0.004170252	0.004995741
ASV_853	0.005176	0.005036066	0.005575496	0.004916941
ASV_1189	0.0051	0.002386621	0.003064939	0.009849806
ASV_917	0.005119	0.001929381	0.000571618	0.012856515
ASV_975	0.005195	0.0006399181	0.0043943371	0.0105504811
ASV_1023	0.005157	0.00000000	0.00000000	0.01546981
ASV_1151	0.005217	0.01068004	0.00000000	0.00497027
ASV_1217	0.00506	0.006439799	0.000000000	0.008741353
ASV_1474	0.00511	0.0000000	0.0000000	0.0153313
ASV_885	0.004956	0.003727350	0.008695593	0.002444541
ASV_666	0.004966	0.003157951	0.004301256	0.007437896
ASV_707	0.005067	0.00000000	0.00000000	0.01520054
ASV_854	0.00492	0.003826749	0.003598634	0.007336011
ASV_974	0.004876	0.004885400	0.002324395	0.007417197
ASV_874	0.004999	0.001868488	0.005059036	0.008070922
ASV_915	0.004933	0.007473953	0.002989094	0.004337243
ASV_1167	0.00499	0.004476293	0.000000000	0.010492379
ASV_944	0.004708	0.003087432	0.002438162	0.008599677
ASV_558	0.004819	0.004405774	0.005723735	0.004327697
ASV_596	0.004806	0.0051963574	0.0006646992	0.0085558948
ASV_898	0.00485	0.0006495447	0.0011432360	0.0127559969
ASV_906	0.004827	0.002598179	0.006295353	0.005587371
ASV_1062	0.004771	0.001158051	0.000000000	0.013155009
ASV_899	0.004746	0.003138698	0.005575496	0.005524496
ASV_878	0.004881	0.00000000	0.01464341	0.00000000
ASV_1396	0.004758	0.0000000	0.0000000	0.0142754
ASV_922	0.004668	0.006104344	0.007899890	0.000000000
ASV_1033	0.004794	0.0018588616	0.0119122218	0.0006099421
ASV_1456	0.004819	0.0057785160	0.0006646992	0.0080128201
ASV_918	0.004695	0.00000000	0.00000000	0.01408356
ASV_1152	0.004769	0.002447514	0.001994097	0.009864125
