OTUID	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_472	8	0	0	2	4	76	3	15	7	8	10	5	3	2	1	6	0	8	8	12	2	5	8	0	6	1	3	1	1	11	2	8	8	1	10	0	2	2	1	4	0	0	0	0	0	18	2
ASV_233	28	0	2	1	0	19	21	5	1	17	1	0	0	1	0	0	0	15	5	1	1	2	6	1	0	0	1	2	0	43	43	13	5	8	0	1	0	0	0	2	0	0	1	0	6	18	0
ASV_338	0	2	0	2	0	1	17	0	0	10	2	3	0	1	0	1	1	0	3	0	0	0	1	0	5	15	1	4	3	12	8	2	1	4	19	1	0	4	7	4	27	65	6	4	4	14	4
ASV_383	5	10	3	0	0	7	22	0	6	6	6	2	3	5	22	0	2	10	0	4	1	2	23	3	7	11	4	2	2	4	15	0	6	6	1	0	5	7	19	1	5	13	4	2	3	2	28
ASV_257	2	0	2	5	19	0	22	31	15	0	10	5	9	0	9	13	13	4	0	0	2	8	0	0	0	0	0	2	0	1	3	2	0	0	0	5	2	13	2	17	9	6	4	1	13	11	14
ASV_221	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	3	27	19	10	5	37	9	0	19	78	8	6
ASV_228	4	4	0	6	1	2	24	17	4	23	2	1	12	4	10	2	2	15	5	5	0	9	5	7	8	0	8	5	0	9	8	20	6	14	1	1	0	1	1	1	3	1	1	0	3	0	0
ASV_315	3	3	4	2	0	0	0	0	0	0	0	0	0	7	0	0	8	53	6	3	43	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0	1	12	10	8	25	61	14	4	9	0	0
ASV_289	2	21	0	1	2	0	10	1	4	67	1	0	3	4	3	0	2	4	0	0	0	0	4	2	18	6	4	1	5	11	1	5	0	7	9	0	1	0	2	4	26	11	0	4	6	5	5
ASV_323	1	2	10	0	4	1	0	3	0	2	0	1	1	7	1	0	2	1	4	6	3	6	5	3	2	133	1	7	6	3	2	1	2	1	3	2	0	1	0	1	2	4	0	6	4	7	3
ASV_278	1	4	4	0	5	10	15	7	0	1	8	7	1	12	16	6	10	3	9	8	4	1	4	10	3	1	1	2	8	15	11	7	9	3	2	0	2	1	3	4	7	3	10	0	0	2	4
ASV_261	1	13	2	13	6	6	13	7	6	7	16	9	5	1	2	1	2	4	5	10	3	5	8	4	6	8	7	6	15	6	15	4	2	18	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_292	0	0	0	0	0	0	1	2	0	269	3	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_277	1	4	5	2	2	0	1	3	0	8	1	3	9	5	4	3	2	2	4	8	4	5	4	6	5	10	7	7	7	3	2	2	4	1	1	7	7	9	8	14	3	8	24	21	8	6	13
ASV_471	16	35	1	11	5	15	9	9	19	1	1	0	1	1	0	0	1	8	7	9	1	15	6	0	0	3	1	3	12	24	18	1	17	12	1	0	0	0	0	0	1	0	0	1	0	0	0
ASV_250	0	2	9	0	81	26	0	4	0	0	0	0	66	17	22	0	11	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_994	0	0	0	35	0	5	18	69	2	4	0	7	0	2	0	0	0	0	1	2	0	10	25	0	0	0	0	1	11	15	4	7	0	18	0	0	0	0	1	0	0	1	0	0	0	0	0
ASV_243	0	2	33	14	15	0	6	3	0	0	12	6	9	2	0	1	1	5	1	11	0	4	7	9	1	29	4	0	16	12	8	1	10	0	4	0	0	7	0	0	0	0	1	1	0	0	0
ASV_272	0	8	7	1	5	2	8	10	4	4	7	19	5	4	7	4	1	17	7	18	5	5	17	17	10	3	6	2	12	6	4	0	0	6	4	0	3	0	3	0	1	3	2	0	0	4	0
ASV_301	8	3	8	12	15	9	20	15	3	5	8	1	12	8	4	2	6	3	5	4	3	4	15	12	0	9	6	5	2	9	3	16	4	16	3	0	0	0	0	1	1	0	0	0	2	0	0
ASV_290	1	1	5	3	1	6	3	2	0	0	0	4	2	2	1	1	3	8	7	20	2	30	15	2	1	6	4	2	4	6	6	3	1	2	4	10	6	11	10	22	2	8	20	3	1	8	3
ASV_259	11	6	7	14	11	13	8	8	10	10	10	4	9	3	8	16	7	3	6	3	6	4	3	3	2	1	3	0	2	4	2	5	2	18	7	2	0	0	0	1	1	0	0	0	2	4	1
ASV_254	2	1	5	4	6	0	11	0	13	3	4	1	3	33	6	21	13	0	2	1	7	0	0	1	7	7	4	0	6	7	4	4	1	20	1	2	1	1	1	5	2	4	4	0	1	1	1
ASV_310	0	2	0	0	1	2	6	1	1	2	1	4	4	2	0	2	1	5	3	2	1	2	5	1	2	8	6	4	0	7	3	7	5	3	1	1	12	2	4	5	6	13	2	23	23	17	4
ASV_313	47	22	1	64	2	2	0	0	0	31	9	9	0	0	0	0	0	0	0	0	0	0	0	3	44	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_265	1	0	9	6	2	1	0	0	0	0	1	0	0	2	0	0	0	1	0	4	1	0	1	3	0	71	1	1	2	0	2	0	1	0	3	42	5	8	3	32	7	8	6	17	9	1	13
ASV_326	15	2	0	9	1	4	9	17	25	35	4	6	0	6	4	1	0	3	11	5	6	6	0	10	1	0	4	1	1	6	11	6	5	17	1	1	0	2	0	10	9	1	1	5	0	0	0
ASV_307	1	2	0	0	0	0	5	4	3	4	2	1	0	14	3	0	5	0	1	2	0	0	10	14	15	83	3	10	3	1	1	0	2	2	0	4	1	2	1	9	12	2	6	5	6	4	1
ASV_283	2	1	3	2	2	5	9	13	1	2	1	1	1	4	14	5	5	2	9	5	17	1	0	0	0	2	0	5	3	14	33	12	3	1	1	2	1	2	2	4	2	0	1	7	7	0	1
ASV_287	9	7	3	1	3	2	9	11	9	4	4	8	2	19	10	3	5	4	2	8	6	8	11	5	23	6	4	1	2	6	5	2	9	13	5	0	0	1	5	5	6	8	4	0	1	0	0
ASV_269	2	0	4	4	8	10	8	12	4	7	1	1	7	6	12	1	8	6	14	8	7	8	1	10	0	13	0	3	2	6	10	5	1	8	0	2	1	1	1	1	4	1	0	2	9	6	0
ASV_335	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	3	8	15	0	4	16	99	26	28
ASV_295	2	10	10	0	3	1	5	6	2	4	10	11	2	4	10	4	0	9	10	7	7	7	32	13	2	6	5	9	11	4	5	3	1	4	0	0	1	0	1	3	0	2	3	1	0	4	3
ASV_260	1	1	11	3	3	8	18	23	0	0	21	24	3	1	1	17	0	16	11	19	0	9	22	1	0	7	2	1	7	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_354	6	1	3	5	0	5	0	2	2	3	3	0	9	1	6	1	1	1	3	6	1	7	3	0	0	2	3	1	3	6	0	2	2	5	0	39	2	1	9	8	1	0	1	16	7	53	17
ASV_248	0	1	12	10	6	3	8	10	2	1	3	1	5	12	8	4	19	2	4	2	20	0	2	8	11	5	2	1	15	5	1	6	14	1	11	1	1	0	0	5	3	1	0	0	1	0	1
ASV_318	0	2	6	0	0	3	3	5	6	8	5	1	5	14	13	5	7	1	0	8	1	1	18	16	4	6	2	4	36	1	1	2	0	0	17	0	2	7	14	3	4	0	5	3	3	3	3
ASV_271	7	0	0	20	2	0	28	5	1	8	28	8	3	1	2	0	1	0	4	21	0	28	11	7	0	0	7	1	1	23	5	0	13	0	3	0	0	0	0	1	0	0	0	1	0	0	1
ASV_339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	7	20	3	0	19	74	75	7
ASV_253	6	5	2	4	9	2	18	10	3	6	4	2	5	11	5	0	7	0	7	4	7	7	4	3	2	9	2	2	2	5	11	4	11	3	8	3	2	5	0	14	6	7	7	3	11	10	5
ASV_242	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	179	2	0	0	0	1	0	25	0	0	4
ASV_288	0	8	2	2	4	9	4	3	4	6	14	2	3	0	1	5	3	8	4	12	2	6	6	3	1	4	4	4	1	1	1	1	6	1	1	16	5	11	21	10	5	10	16	14	4	5	11
ASV_300	0	0	2	0	2	1	6	1	0	2	7	0	0	5	5	3	1	1	2	0	2	4	5	31	49	3	6	6	6	11	7	15	5	1	1	0	4	0	0	2	15	2	0	0	2	0	4
ASV_336	21	0	1	86	2	32	3	0	0	1	0	4	0	1	1	0	0	0	0	1	0	3	1	0	0	0	6	11	26	1	1	0	0	0	1	0	3	4	0	1	0	1	0	3	3	1	4
ASV_351	19	3	1	8	5	7	14	4	5	2	5	2	1	4	3	1	5	2	4	8	8	1	8	10	1	5	5	0	3	5	10	11	4	41	3	0	0	0	1	3	2	0	0	0	3	1	1
ASV_258	14	9	0	5	0	35	13	10	0	4	4	9	4	7	2	22	6	9	27	8	1	3	4	9	8	1	13	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_249	4	5	6	5	2	9	9	2	7	5	0	3	22	0	1	1	0	13	2	5	5	3	5	2	2	4	2	3	6	2	1	1	1	3	8	22	6	9	0	13	2	7	5	3	2	9	12
ASV_366	4	7	2	2	8	4	9	0	5	5	4	1	8	1	8	0	5	5	2	3	2	7	10	0	3	3	4	4	6	0	9	0	2	7	2	1	8	9	18	0	2	6	3	2	2	6	16
ASV_317	3	1	1	0	21	25	19	2	6	4	11	3	3	0	2	0	0	13	10	22	2	9	15	4	2	0	0	0	3	11	6	5	10	12	9	7	1	0	0	1	2	0	0	4	0	1	1
ASV_435	0	6	10	5	10	1	9	0	3	7	3	1	7	3	10	1	3	4	6	3	6	1	5	1	2	6	7	5	8	0	6	2	8	4	8	3	7	2	6	2	7	5	16	2	2	1	3
ASV_402	0	0	1	1	1	0	6	1	3	10	0	1	0	0	0	1	0	2	3	3	0	0	0	0	5	3	2	1	2	11	12	3	1	4	12	3	3	6	6	9	23	22	11	13	8	10	16
ASV_1454	1	0	8	7	0	0	0	3	0	0	0	6	7	15	17	15	36	2	11	14	4	8	13	0	5	0	2	17	0	2	4	1	3	2	4	0	1	0	0	0	0	0	0	1	0	0	1
ASV_302	0	1	0	1	0	0	8	5	1	0	3	1	0	2	2	3	1	12	2	7	1	21	20	15	4	11	8	1	5	0	0	0	0	0	0	3	4	4	4	14	7	5	8	10	3	4	14
ASV_305	2	10	13	19	8	17	1	7	20	3	5	2	23	0	3	1	4	10	1	17	2	1	2	3	3	17	2	6	3	4	1	0	1	3	6	1	4	2	0	0	1	0	0	1	0	2	8
ASV_270	11	0	5	8	21	13	16	19	8	15	12	1	8	3	2	0	11	2	1	2	1	3	8	6	3	18	4	0	1	1	1	5	7	2	6	0	0	0	0	5	0	0	0	1	1	2	0
ASV_314	3	3	0	5	0	5	3	3	5	1	11	4	0	0	0	7	0	0	0	1	1	1	0	0	11	2	0	6	2	1	5	1	13	2	18	2	3	5	8	6	4	20	4	10	15	7	6
ASV_341	1	0	4	1	3	5	6	10	7	0	0	1	1	0	8	1	1	0	0	1	0	2	0	0	0	1	2	0	0	1	4	2	0	4	0	9	0	10	7	23	26	36	11	13	16	12	3
ASV_1128	1	1	0	1	0	1	14	1	0	1	6	0	0	1	0	1	0	10	1	0	0	1	4	10	0	15	9	1	13	8	17	52	7	16	3	0	1	2	1	2	6	0	0	0	1	0	1
ASV_252	0	2	6	3	4	8	5	5	2	4	11	1	9	6	4	5	6	9	7	13	3	9	5	5	3	2	2	4	8	1	4	4	5	7	6	5	1	1	2	2	0	2	15	2	4	7	2
ASV_332	3	0	0	0	0	1	0	13	8	1	3	7	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	2	7	5	0	2	0	1	2	14	9	38	4	4	8	6	35	18	3
ASV_874	5	2	3	4	2	5	5	12	3	2	2	5	1	1	2	2	1	2	2	1	6	4	3	3	4	4	1	0	0	7	6	3	9	7	1	1	0	7	2	6	3	17	3	2	17	17	7
ASV_267	1	0	3	0	1	31	0	5	0	0	0	0	33	2	12	0	68	1	1	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	9	11	0	1	2	0	6	5
ASV_281	4	1	0	19	1	12	9	24	4	15	7	2	11	14	1	1	3	2	3	4	3	1	0	2	0	0	3	5	2	16	4	1	7	9	0	0	0	0	0	1	3	0	1	0	2	2	0
ASV_465	3	4	4	10	5	4	10	0	4	4	2	6	7	2	7	0	0	4	1	5	5	0	5	0	3	7	0	10	5	0	3	1	2	4	5	14	6	2	14	3	4	8	1	2	5	1	7
ASV_407	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	2	0	0	0	0	1	1	3	4	1	0	0	0	1	1	0	4	0	0	0	37	34	24	27	33	19	12	20	1
ASV_280	0	1	6	2	4	0	11	2	2	0	1	3	1	4	0	3	0	6	2	109	4	9	1	1	0	0	1	2	10	1	1	6	2	4	1	2	0	0	0	1	0	0	0	0	1	0	0
ASV_299	1	0	3	5	17	0	3	5	13	3	1	1	1	15	3	4	9	0	19	0	17	6	1	7	2	4	1	1	3	1	6	4	0	10	1	0	0	0	0	3	3	0	0	1	3	1	3
ASV_330	3	3	4	1	6	8	10	18	2	3	2	5	4	11	14	11	8	0	3	1	5	5	6	9	4	6	4	3	0	4	3	16	9	7	1	0	2	6	2	2	6	5	1	3	4	3	2
ASV_282	0	1	0	0	0	0	19	0	0	0	0	0	0	0	38	138	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1
ASV_303	6	7	6	13	11	19	3	4	5	2	9	9	8	2	3	12	2	1	1	5	1	2	4	5	2	8	2	1	2	4	1	10	9	2	9	0	0	0	0	0	0	1	0	0	0	2	0
ASV_294	26	0	0	0	1	11	0	2	31	0	5	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	36	0	0	0	0	1	0	0	3	7	0	0	16	1	0	6	12	1	25	2
ASV_246	0	0	0	0	0	1	5	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	18	1	1	0	0	2	1	13	0	9	14	15	42	10	16	19	23	5	4	4	7
ASV_286	10	12	8	23	8	3	6	2	4	0	10	0	14	2	4	3	3	4	2	2	3	0	2	2	0	8	1	0	0	0	8	1	1	3	8	2	3	2	1	0	1	2	0	3	1	1	9
ASV_322	4	3	2	7	15	22	6	6	3	7	5	6	8	1	2	2	5	19	9	10	4	12	3	3	1	3	1	3	4	2	1	2	1	4	6	0	0	0	3	3	2	2	2	0	1	2	0
ASV_365	63	0	0	0	0	7	15	1	0	1	0	0	0	0	1	0	0	0	0	5	1	5	14	0	2	0	0	0	0	1	36	19	0	14	0	1	0	5	1	4	4	1	2	1	11	0	0
ASV_325	0	0	0	0	0	15	0	31	1	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	16	0	0	0	0	0	0	11	3	0	0	1	3	5	0	27	33	14	2
ASV_1400	9	22	5	5	8	7	5	3	4	1	9	2	7	7	2	5	3	1	0	2	0	1	3	6	2	2	6	1	1	7	3	5	5	6	15	1	2	3	1	1	4	3	2	0	1	2	2
ASV_396	1	2	0	1	0	0	4	75	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	15	4	1	1	0	2	0	1	0	0	1	23	23	4	2	1	19	11	1
ASV_337	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	1	0	0	0	0	52	0	0	1	1	0	0	0	0	0	0	1	2	0	16	13	3	2	4	68	1	24	12	3
ASV_316	0	1	0	0	0	4	20	0	0	1	2	7	0	0	5	1	0	0	0	0	1	0	0	0	0	7	1	4	0	5	13	60	0	24	0	1	1	1	1	12	0	1	2	0	0	4	0
ASV_378	0	2	3	0	13	1	5	1	24	0	0	0	0	11	7	0	0	0	3	0	1	4	1	0	0	0	1	0	0	0	0	1	1	3	0	1	1	9	3	11	17	8	6	2	7	6	4
ASV_331	9	0	10	1	15	4	10	13	1	8	9	1	9	2	1	1	2	3	2	1	4	4	2	16	0	8	1	2	1	12	3	5	14	3	8	0	0	0	0	3	2	0	0	0	1	1	0
ASV_296	11	1	1	6	1	37	0	0	0	0	0	0	0	1	0	0	23	5	0	59	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	4	13	11	0	3	9	6	3	0	4
ASV_350	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	22	18	9	2	8	103	4	41	16	4
ASV_387	6	11	0	3	0	1	7	3	12	20	5	0	0	0	0	0	0	4	0	0	0	0	1	4	12	1	0	5	2	24	8	2	0	2	25	0	0	1	0	0	0	0	0	0	0	0	0
ASV_312	8	12	2	12	8	0	2	2	11	0	4	2	18	8	4	2	12	0	1	0	6	0	1	3	7	5	4	0	0	0	3	8	0	8	2	1	0	1	0	2	1	0	0	0	1	0	1
ASV_380	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	14	21	0	0	1	0	0	0	33	11	1	58
ASV_420	7	4	5	1	4	11	2	2	8	2	0	2	4	10	5	5	5	4	2	3	2	6	5	4	7	2	4	7	2	2	4	3	11	3	5	2	1	7	3	4	9	2	4	2	0	1	2
ASV_311	0	19	6	0	1	0	0	0	1	0	0	0	18	55	2	1	21	1	2	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	5	2	5	0	2	3	0	3	0	4
ASV_327	1	0	30	1	2	1	0	3	1	0	3	1	2	3	1	0	17	0	2	29	8	0	0	0	0	0	0	0	1	0	0	1	3	3	71	0	0	0	0	0	1	0	2	1	3	0	0
ASV_308	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	80	27	2	1	7	15	6	19	3	13
ASV_544	3	1	7	1	4	0	11	0	2	1	5	2	3	1	5	1	3	1	10	1	7	0	8	0	2	0	3	1	1	1	10	1	1	1	8	0	3	0	7	0	8	1	10	3	11	1	10
ASV_1477	2	0	0	5	0	0	15	1	2	2	4	10	3	0	2	0	0	2	3	0	0	1	5	5	0	3	10	0	12	7	7	24	7	15	0	1	1	1	1	5	14	0	2	2	0	1	3
ASV_321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	28	29	7	4	7	73	13	9	0	0	11
ASV_340	1	7	0	4	0	1	10	16	4	16	0	0	12	2	11	0	2	6	6	1	0	0	2	2	6	0	1	6	0	5	5	9	2	9	0	1	1	0	0	1	0	0	1	0	2	0	0
ASV_357	0	0	1	0	0	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	16	5	83	1	90	0	0	0	2	0
ASV_367	0	6	4	3	1	2	2	0	3	3	2	4	5	9	3	0	4	2	3	9	3	8	6	6	1	7	4	4	4	3	3	4	7	2	3	4	2	0	5	6	1	3	9	1	2	3	3
ASV_370	5	8	6	0	10	0	0	0	3	9	2	4	2	19	8	4	3	0	0	0	13	0	0	0	8	1	2	0	0	0	0	0	0	0	5	2	4	5	1	3	1	2	1	9	10	2	7
ASV_421	4	0	1	4	0	1	2	5	3	0	1	2	3	3	5	0	1	1	2	1	5	0	2	6	7	24	1	4	6	3	5	1	4	3	3	2	2	6	3	4	1	6	1	8	12	5	3
ASV_530	3	4	3	4	15	6	6	11	4	2	4	2	5	7	3	3	3	0	2	0	6	7	5	5	5	9	3	3	1	5	4	8	3	9	4	1	0	1	1	0	0	0	2	0	0	0	0
ASV_329	5	10	1	7	18	9	3	8	16	5	4	1	8	5	2	0	5	2	1	6	2	0	2	10	7	0	4	0	0	4	2	1	2	1	24	1	0	0	0	0	0	0	0	0	0	1	0
ASV_431	1	0	1	0	3	0	1	0	1	0	6	0	5	1	3	0	0	1	22	4	4	0	1	0	1	0	3	1	5	0	0	0	1	2	2	3	6	2	7	4	14	21	62	1	6	0	5
ASV_510	0	5	4	2	5	2	4	2	1	4	2	6	5	5	3	0	1	5	1	5	2	1	7	0	1	2	0	6	7	0	9	0	4	7	3	12	5	2	5	0	0	4	4	7	4	2	8
ASV_324	3	0	1	3	1	2	5	4	1	2	3	5	0	14	4	0	1	1	4	2	6	1	4	9	5	3	2	3	2	4	1	5	2	0	0	2	0	13	7	3	5	2	9	3	17	2	2
ASV_375	1	2	6	3	8	4	6	5	4	4	2	2	12	7	1	0	6	5	7	4	6	4	5	3	1	4	5	1	5	6	3	0	0	1	1	2	2	1	1	5	1	1	6	4	1	1	1
ASV_334	3	4	3	3	6	4	9	23	5	3	3	6	2	14	3	4	4	0	6	0	9	1	1	9	2	4	0	4	0	5	5	5	9	9	3	0	0	1	0	1	4	0	0	0	2	0	1
ASV_345	13	2	0	8	0	7	2	4	7	1	8	2	1	0	1	0	3	2	5	0	2	10	0	5	1	3	0	1	5	20	12	1	13	1	7	0	3	1	0	2	4	1	1	1	0	2	1
ASV_360	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	2	5	0	5	50	1	22	10	3	0	0	1	1	0	13	6	11	4	1	1	0	0	0	1	1	1	0	1	0	0	0	1
ASV_1399	1	10	1	34	4	13	0	2	0	9	6	0	19	0	1	0	2	7	2	16	6	2	0	1	0	5	1	2	1	3	7	0	4	4	11	1	0	0	0	0	0	0	0	0	0	0	0
ASV_319	1	4	1	3	0	6	3	0	7	2	3	4	13	2	1	3	2	6	2	4	1	2	1	4	4	3	4	1	2	0	0	0	1	2	2	13	2	2	0	7	2	5	2	7	1	5	4
ASV_363	0	1	0	0	2	0	10	5	4	0	0	4	1	3	5	4	0	6	4	1	0	11	5	8	0	9	9	0	10	0	0	0	0	0	0	6	10	7	10	10	3	6	2	4	3	1	8
ASV_333	9	4	3	5	8	13	16	5	8	2	5	0	23	1	8	4	4	0	0	0	4	6	0	0	1	5	0	0	2	6	10	5	0	2	0	0	0	1	0	2	0	0	0	1	0	0	0
ASV_359	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	14	11	23	22	3	3	14	73	3	1	4	12
ASV_410	0	0	1	2	6	5	1	0	1	0	0	3	5	5	7	7	11	15	11	17	17	17	0	0	0	0	0	5	1	3	2	1	0	0	5	7	7	3	0	0	0	0	0	4	2	1	0
ASV_348	18	25	0	37	3	0	0	0	0	18	5	13	2	0	0	0	2	1	0	1	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_347	5	1	1	2	1	0	10	6	3	2	4	10	1	6	3	5	3	3	4	3	1	1	8	5	3	7	2	6	7	3	7	2	3	10	0	1	0	0	0	0	0	1	0	0	1	2	1
ASV_352	5	0	6	6	5	1	8	3	5	4	13	4	4	4	1	0	5	1	1	5	3	0	2	5	2	4	3	2	5	13	8	13	14	7	10	1	0	0	0	1	2	0	0	0	0	1	0
ASV_404	2	0	2	0	3	4	6	4	1	2	10	10	1	2	2	6	3	1	4	3	4	2	6	9	2	3	2	8	5	2	4	2	3	15	0	0	0	0	1	2	0	0	1	0	0	2	0
ASV_1215	1	1	2	7	2	4	4	2	4	6	2	0	3	2	0	3	0	1	31	8	5	27	1	0	2	0	2	0	2	2	3	1	5	3	3	1	2	2	0	2	0	0	1	1	2	5	3
ASV_349	3	4	0	4	5	8	6	4	5	5	5	2	5	7	6	2	2	4	2	3	1	3	4	6	3	2	2	2	0	3	2	5	3	7	4	0	1	0	0	0	0	1	1	0	1	1	0
ASV_379	1	8	1	0	3	4	4	6	5	4	16	11	3	3	1	2	0	5	2	7	1	1	4	8	3	2	3	3	2	2	1	0	3	0	2	6	6	0	3	4	1	3	7	1	1	2	3
ASV_466	0	0	0	0	0	1	2	0	2	0	1	0	2	0	0	0	1	0	3	2	0	0	2	1	3	1	0	0	2	1	2	0	0	1	0	4	1	4	6	2	6	26	6	17	32	7	2
ASV_482	1	12	0	0	5	9	3	2	4	4	1	0	4	6	2	1	7	9	1	2	1	5	4	0	6	2	0	2	3	2	3	2	2	5	1	3	3	7	5	3	3	4	2	0	2	4	2
ASV_393	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	24	16	34	0	8	26	10	3	3	9	8
ASV_320	0	1	2	0	8	1	0	5	0	0	8	1	7	9	14	49	1	1	0	0	3	0	1	0	1	0	0	1	0	0	1	0	1	0	3	0	0	3	18	6	0	3	6	0	0	2	0
ASV_343	2	6	1	5	3	0	9	3	5	7	3	1	1	3	1	1	1	1	2	2	2	4	0	5	4	15	2	1	0	5	7	5	10	6	14	0	0	0	0	3	2	0	1	1	2	0	0
ASV_344	14	0	3	6	3	5	6	6	1	0	4	3	0	5	4	0	2	1	4	2	7	4	2	2	3	4	3	2	1	3	9	0	8	6	6	0	0	0	0	0	1	0	1	1	0	2	2
ASV_518	0	1	0	5	0	3	0	1	1	0	0	5	1	0	0	0	3	3	0	17	1	0	4	0	1	4	1	6	2	2	3	4	6	9	5	14	7	5	1	5	2	1	2	3	0	2	1
ASV_355	0	0	0	131	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
ASV_400	4	0	0	5	0	0	0	0	0	0	2	1	19	4	0	0	8	5	9	26	0	0	16	1	0	17	12	1	0	1	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_361	1	10	4	4	1	0	3	0	1	0	2	1	5	6	4	4	1	5	4	7	2	2	4	4	1	13	3	3	4	2	3	2	1	3	1	4	4	1	3	9	0	1	6	1	1	4	2
ASV_372	11	2	2	3	4	5	0	4	10	2	0	4	1	1	1	7	13	3	1	8	3	2	0	4	9	1	2	4	2	2	1	3	5	1	5	4	5	4	0	8	9	0	2	0	1	2	0
ASV_384	1	1	5	1	7	4	3	0	3	1	6	2	11	2	3	0	2	2	5	5	1	1	5	2	4	5	9	3	8	3	3	0	0	1	2	3	7	4	9	2	2	3	2	1	3	2	1
ASV_356	1	3	3	3	1	9	3	2	0	0	5	3	2	10	11	9	4	6	2	14	3	13	14	3	1	3	3	1	5	3	2	1	1	2	3	2	1	3	2	3	1	1	2	3	0	0	6
ASV_342	3	1	0	1	0	0	3	3	2	2	0	1	1	1	1	9	0	1	5	2	0	3	3	1	1	0	1	1	0	1	0	1	4	9	0	2	3	1	2	3	1	10	1	14	15	1	35
ASV_369	5	0	10	4	2	10	6	5	1	1	2	13	0	9	3	12	5	2	1	1	2	3	1	0	0	1	1	6	0	5	2	5	2	9	1	2	2	1	1	6	0	0	0	2	0	1	7
ASV_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	5	142	1	0	3	7	1
ASV_406	4	2	4	8	1	1	4	3	7	3	4	7	0	2	0	2	7	8	2	5	2	3	4	3	5	4	3	5	1	2	2	3	2	1	2	8	0	3	6	8	3	2	3	5	2	0	0
