Species	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum|Unassigned	0.457925174082379	1.17369714600993	1.4328955719377	0.820971867007673	1.0417445482866	1.52639389442442	1.67249909496802	0.875965250965251	0.557583130575831	0.844931641827811	1.89947137353284	1.61530815109344	1.23108556967364	1.0154948540654	1.18484511222408	1.22282608695652	0.671140939597315	2.03352952662557	1.57097077319712	2.94109547544956	0.976512784912646	2.45463722086811	2.68565115993617
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Unassigned|Unassigned	0.0684527322081907	0.11787129457792	0.0952008983059122	0.104859335038363	0.0797507788161994	0.137799448802205	0.296850488717268	0.0844594594594595	0.0278791565287916	0.0665106540214312	0.307618791625601	0.248508946322068	0.118627089154848	0.125510599940668	0.108977926173252	0.260026236881559	0.0377045471683885	0.167368685318977	0.175890899453052	0.421336711370584	0.106444521578156	0.354531353866608	0.314226095495274
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Unassigned	0.0165230732916322	0.0100315995385464	0.017087340721574	0.0127877237851662	0.0149532710280374	0.12189951240195	0.0748159768311814	0.0265444015444015	0.0253446877534469	0.024633575563493	0.0328524923095302	0.0225917223929152	0.0369062055148416	0.015974076356085	0.0139120756816917	0.0210832083958021	0.0326772742126034	0.0920527769254373	0.0433703587692456	0.0385536860077658	0.0277681360638667	0.0615505822685083	0.0564625015343071
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia|Unassigned	0.103859317833117	2.13171490194111	2.4019918957184	0.294117647058824	0.897196261682243	0.752596989612042	0.699891396162664	1.30067567567568	4.316200324412	1.2489222810691	2.34745990502643	0.752304355684077	6.43222438972953	0.301225439857603	0.526340196624003	0.29047976011994	1.12359550561798	1.19668610003068	0.173481435076982	2.1121912262826	0.629411084114312	1.1596129699387	0.746286976801277
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Unassigned	0.221881269916204	0.188092491347745	0.688375726211981	0.979539641943734	0.0897196261682243	0.214649141403434	0.52371183781827	0.147200772200772	0.283860502838605	0.234018967853184	0.415136039184063	0.666455810590999	0.421785205883904	0.308071472581639	0.248098682990169	0.117128935532234	0.746550033934092	0.644369438478061	0.214442329470159	1.65230082890425	0.356357746152956	0.866632198340596	0.670185344298515
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Unassigned	0.280892245957748	0.298440086271756	0.329541571058927	0.514066496163683	0.216822429906542	0.73934704261183	1.08603837335586	0.207528957528958	0.904805352798054	0.396600566572238	0.501747155272825	0.309506596782939	1.26799177518849	0.166586796284886	0.204043776664812	0.339673913043478	0.389613654073348	1.86616084130659	0.534901091487362	0.735273868862391	0.356357746152956	0.866632198340596	0.508162513808764
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned|Unassigned	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum|Unassigned	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Unassigned	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Unassigned	0.179393367166293	0.270853187540753	0.25875115949812	0.219948849104859	0.256697819314642	0.394848420606318	0.50440448895861	0.499517374517375	0.400446066504461	0.391673851459539	0.567452139891885	0.395355141876017	0.477144514156166	0.460966203418452	0.104340567612688	0.0773050974512744	0.0527863660357439	0.0557895617729923	0.0554176806495916	0.0523228595819679	0.0485942381117667	0.100942954920354	0.407511967595434
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Melissococcus|Unassigned	0	0	0.17087340721574	0	0.0199376947040498	0.0344498622005512	0	0	0.00760340632603406	0	0.206074724487053	0.00451834447858305	0.0500869931987135	0.0251021199881335	0	0	0.00251363647789257	0.00557895617729923	0.0819217887863528	0.00275383471484042	0.0185120907092445	0.022158209616663	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Unassigned	0.405995515165821	1.55239002859006	0.0756725089098277	0.0383631713554987	0.446105919003115	0.211999152003392	0.0337878605044045	0.386100386100386	1.0492700729927	0.820298066264318	0.283726069945943	0.153623712271824	0.202984130331629	0.600168868807193	0.159988870339455	0.0983883058470765	0.0226227283010331	0.139473904432481	0.0144567862564152	0.652658827417178	0.314705542057156	0.0443164192333259	0.20130109242666
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Unassigned	0.0542900979582202	0.0175552991924562	0.0366157301176585	0.040920716112532	0.0598130841121495	0.0052999788000848	0.103777000120671	0.0916988416988417	0.0380170316301703	0.024633575563493	0.0418122629394021	0.115217784203868	0.123899404228397	0.0342301636201821	0.0718790576887405	0.0562218890554723	0.0879772767262399	0.0223158247091969	0.0409608943931764	0.0495690248671275	0.0370241814184889	0.0418543959425856	0.0589173929053639
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Unassigned	0.00708131712498525	0.0225710989617294	0.0463799248157008	0.00767263427109974	0.0224299065420561	0.0185499258002968	0.0265476046820321	0.0337837837837838	0.0912408759124088	0.160118241162705	0.0746647552489323	0.0248508946322068	0.0922655137871039	0.219073047169165	0.148395473938045	0.107758620689655	0.0201090918231405	0.00278947808864961	0.0096378575042768	0.118414892738138	0.00925604535462224	0.022158209616663	0.257763593960967
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Unassigned	0.273810928832763	0.338566484425942	0.419860372015818	0.227621483375959	0.351401869158878	0.59624761500954	0.207554000241342	0.132722007722008	0.174878345498783	0.115777805148417	0.218021085326882	0.1332911621182	0.221437233089049	0.262431254421396	0.194769059543684	0.107758620689655	0.163386371063017	0.181316075762225	0.127701611931668	0.20102993418335	0.1457827143353	0.206809956422188	0.505707622437707
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto|Unassigned	0.167591171957984	0.0326026985002759	0.0463799248157008	0.0639386189258312	0.176947040498442	0.103349586601654	0.320984674791843	0.176158301158301	0.522100567721006	0.327626554994457	0.125436788818206	0.0225917223929152	2.21700848842727	0.107254512676571	0.505472083101465	0.69106071964018	0.462509111932232	3.50916343552121	1.68421559887237	1.89739211852505	0.650237186162212	2.14688430952557	3.17417454277648
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus|Unassigned	0	0	0.00244104867451057	0.030690537084399	0.0398753894080997	0.0158999364002544	0.0289610232894896	0	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0429242725465389	0.0500869931987135	0.00684603272403642	0.0417362270450751	0	0.00502727295578513	0.00278947808864961	0.0048189287521384	0.101891884449095	0.0532222607890779	0.00984809316296132	0.044188044679023
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila|Unassigned	0.127463708249734	0.0501579976927321	0.0268515354196163	0.130434782608696	0.122118380062305	0.0556497774008904	0.067575721008809	0.123069498069498	0.0481549067315491	0.0763640842468284	0.0866111160887615	0.047442617025122	0.0738124110296831	0.285251363501518	0.134483398256353	0.0679347826086956	0.0728954578588844	0.0390526932410946	0.0650555381538684	0.0688458678710104	0.0509082494504223	0.0640126055592486	0.110470111697557
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter|Unassigned	0.028325268499941	0.070221196769825	0.068349362886296	0.071611253196931	0.0598130841121495	0.12189951240195	0.0699891396162664	0.0772200772200772	0.0709651257096513	0.0591205813523833	0.0686915748290177	0.0564793059822881	0.0606316233458111	0.123228589032656	0.1669449081803	0.107758620689655	0.0728954578588845	0.103210689280036	0.0530082162735224	0.137691735742021	0.0416522040958001	0.130487234409238	0.174297287345035
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Unassigned	0.429599905582438	0.095300195616191	1.13508763364741	1.01023017902813	0.735202492211838	3.32573669705321	2.10450102570291	2.36245173745174	0.255981346309813	0.251262470747629	4.78750410656154	1.5452738116754	2.80487161912796	9.32201455922959	6.32535707660916	11.8745314842579	11.7311414423246	1.42542330329995	1.74686167265017	7.06358604356567	1.2079139187782	1.37134697294236	9.42432797348717
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor|Unassigned	4.1779771037413	1.14611024727893	0.739637748376703	3.18158567774936	1.22866043613707	1.54229383082468	5.53879570411488	5.60328185328185	1.95914436334144	2.50769799236359	1.54406713854792	1.34420748237846	1.30226182316655	3.2518655439173	2.87284362826934	2.6845952023988	2.53123193323782	2.8620045189545	3.90574175360817	2.15900641643489	1.72393844729839	2.53095994288106	3.51785933472444
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter|Unassigned	0.0259648294582792	0.0978080955008276	0.0439388761411903	0.0332480818414322	0.00498442367601246	0.052999788000848	0.188246651381682	0.00723938223938224	0.0582927818329278	0.0911442295849243	0.050772033569274	0.0180733779143322	0.0210892602941952	0.0273841308961457	0.208681135225376	0.0163980509745127	0.0477590930799588	0.111579123545985	0.024094643760692	0.0302921818632446	0.0115700566932778	0.029544279488884	0.230759788879342
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum|Unassigned	0.106219756874779	0.351105983849125	0.00732314602353171	0.143222506393862	0.0448598130841121	0.129849480602078	0.178592976951852	0.441602316602317	0.215429845904298	0.0024633575563493	0.00895977062987187	0.00451834447858305	0.0316338904412928	0.00912804363204856	0.0278241513633834	0.00468515742128936	0.0075409094336777	0.424000669474741	0.257812688239404	0.685704843995263	0.0115700566932778	0.568727380161016	0.552350558487787
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Unassigned	0.970140446122979	1.01319155339319	0.622467412000195	0.741687979539642	0.907165109034268	1.79139283442866	0.509231326173525	3.83204633204633	0.585462287104623	1.71449685921912	0.361377415404832	0.501536237122718	0.387515157905836	0.495196367038634	0.827768503060657	0.278766866566717	0.628409119473142	0.811738123797038	8.31506156181481	2.10117588742324	1.06444521578156	4.79355934707142	2.22658647354855
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter|Unassigned	0	0.00501579976927321	0.0561441195137431	0.00255754475703325	0.406230529595016	0.0741997032011872	0.0337878605044045	0.0217181467181467	0.040551500405515	0.0147801453380958	0.0179195412597438	0.0225917223929152	0.234618020772921	0.0775883708724128	0.09506585049156	0.0421664167916042	0.0904909132041324	0.00278947808864961	0.0771028600342144	0.459890397378349	0.1457827143353	0.268360538690696	0.0810114152448754
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Unassigned	0.0401274637082497	0.150473993078196	0.00244104867451057	0.0051150895140665	0.064797507788162	0.103349586601654	0.0386146977193194	0.0217181467181467	0.0937753446877534	0.0911442295849242	0.00597318041991458	0.00903668895716609	0.0711762534929087	0.120946578124643	0.0417362270450751	0.0117128935532234	0.0829500037704547	0.136684426343831	0.012047321880346	0.0165230082890425	0.0347101700798334	0.105867001501834	0.0392782619369093
