Class	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93
Bacteria|Actinobacteria|Actinobacteria	0.299775758291042	0.619451271505241	0.47112239418054	0.145780051150895	0.598130841121495	0.659847360610558	0.127911186195246	0.477799227799228	0.235705596107056	0.28328611898017	1.58289281127736	0.91948310139165	0.405968260663257	0.310353483489651	0.222593210907067	0.234257871064468	0.658572757207853	0.563474573907222	0.226489651350505	0.514967091675158	0.175864861737823	0.489942634857326	0.608813060022094
Bacteria|Actinobacteria|Coriobacteriia	0.00236043904166175	0.00752369965390982	0.0244104867451057	0	0.0996884735202492	0.0211999152003392	0.00241341860745746	0.0506756756756757	0.0202757502027575	0.0024633575563493	0.164262461547651	0.0112958611964576	0.0606316233458111	0.0867164145044613	0.111296605453534	0.426349325337331	0.00502727295578513	0.00278947808864961	0.0024094643760692	0.00275383471484042	0.0462802267731112	0	0.00490978274211366
Bacteria|Bacteroidetes|Bacteroidia	3.84043432078367	10.8893012990921	12.1124835229214	8.36572890025576	6.90591900311526	10.8676065295739	9.41474598769157	6.08590733590734	8.96188158961882	6.98115531469393	13.3829107308186	6.82721850713898	17.5515368798439	5.89671618630337	5.9358189575218	4.36656671664168	6.61086393685745	16.025551619292	7.06214008625882	18.5938919946025	6.63658451926414	12.4381416648201	13.0968454645882
Bacteria|Bacteroidetes|Flavobacteriia	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027
Bacteria|Deferribacteres|Deferribacteres	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683
Bacteria|Firmicutes|Bacilli	0.963059128997994	2.25209409640367	1.06673827076112	0.554987212276215	1.20623052959502	1.32234471062116	1.07155786171111	1.29343629343629	1.89578264395783	1.63074270230324	1.60081235253711	0.939815651545274	1.42352506985817	1.78453253006549	0.702559821925431	0.47085832083958	0.387100017595455	0.43236910374069	0.363829120786449	1.10428772065101	0.610898993405068	0.465322401949922	1.44838590892353
Bacteria|Firmicutes|Clostridia	88.0467366930249	63.2517429904198	50.9398037396866	83.0664961636829	74.7688473520249	71.7617129531482	79.0008446965126	80.4150579150579	72.9698905109489	82.4461140534549	63.0140668398889	69.0425628049883	58.0112827542574	79.6102325369115	72.3149693934335	74.2363193403298	68.788175854008	59.1927250411448	81.6447003831048	66.1333406768926	69.2953835473794	66.0905532166334	69.3408616668712
Bacteria|Firmicutes|Erysipelotrichia	0.632597663165349	12.7927973115313	5.43377434946053	0.281329923273657	9.42803738317757	7.80686877252491	2.94919753831302	3.42664092664093	9.97313463098135	3.09890380588742	13.7024758832841	5.26387131754925	10.586808667686	6.19794162616097	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20474761104838	3.45713293995141	14.2304946204791	9.26966981711059
Bacteria|Firmicutes|Negativicutes	0.0118021952083087	0	0.0122052433725528	0	0.0274143302180685	0.116599533601866	0.0458549535416918	0.0555019305019305	0.0177412814274128	0.0024633575563493	0.0746647552489323	0.0903668895716609	0	0.168868807192898	0.257373400111297	0.388868065967016	0.268959103134505	0.309632067840107	0.250584295111197	0.338721669925371	0.201318986463034	0.307752911342541	0.0319135878237388
Bacteria|Proteobacteria|Alphaproteobacteria	0.0330461465832645	0.00250789988463661	0.0195283893960846	0	0.00249221183800623	0.0079499682001272	0.0579220465789791	0.142374517374517	0.0228102189781022	0	0.0119463608398292	0.00677751671787457	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934
Bacteria|Proteobacteria|Deltaproteobacteria	1.02679098312286	0.418819280734313	0.34418786310599	0.997442455242967	1.05919003115265	0.39749841000636	0.47544346566912	0.697393822393822	0.783150851581508	0.63800960709447	0.358390825194875	0.490240375926261	0.403332103126483	0.440428105246343	0.303746985716936	0.855041229385307	0.394640927029133	0.231526681357918	0.525263233983085	0.206537603613031	0.53685063056809	0.100942954920354	0.211120657910887
Bacteria|Proteobacteria|Gammaproteobacteria	0.254927416499469	0.473993078196318	0.468681345506029	0.388746803069054	0.366355140186916	0.6624973500106	0.284783395679981	0.723938223938224	0.293998377939984	0.349796773001601	0.50772033569274	0.41568769202964	0.466599884009068	0.387941854362064	0.470691893897236	0.988568215892054	0.590704572304753	0.834053948506234	0.720429848444691	0.99138049734255	0.631725095452968	0.704138661151735	0.112925003068614
Bacteria|Verrucomicrobia|Verrucomicrobiae	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274
