Family	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae	0.280892245957748	0.298440086271756	0.329541571058927	0.514066496163683	0.216822429906542	0.73934704261183	1.08603837335586	0.207528957528958	0.904805352798054	0.396600566572238	0.501747155272825	0.309506596782939	1.26799177518849	0.166586796284886	0.204043776664812	0.339673913043478	0.389613654073348	1.86616084130659	0.534901091487362	0.735273868862391	0.356357746152956	0.866632198340596	0.508162513808764
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae	0.179393367166293	0.270853187540753	0.42962456671386	0.219948849104859	0.276635514018692	0.429298282806869	0.50440448895861	0.499517374517375	0.408049472830495	0.391673851459539	0.773526864378939	0.3998734863546	0.52723150735488	0.486068323406586	0.104340567612688	0.0773050974512744	0.0553000025136365	0.0613685179502915	0.137339469435944	0.0550766942968083	0.0671063288210112	0.123101164537017	0.407511967595434
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.467366930249026	1.59251642674424	0.158668163843187	0.0869565217391304	0.528348909657321	0.235849056603774	0.164112465307108	0.511583011583012	1.17852798053528	1.00504988299052	0.400203088134277	0.293692391107898	0.419149048347129	0.85347207959654	0.38026340196624	0.262368815592204	0.130709096850413	0.164579207230327	0.0650555381538684	0.820642745022444	0.360985768830267	0.108329024792575	0.517982079292991
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.273810928832763	0.338566484425942	0.419860372015818	0.227621483375959	0.351401869158878	0.59624761500954	0.207554000241342	0.132722007722008	0.174878345498783	0.115777805148417	0.218021085326882	0.1332911621182	0.221437233089049	0.262431254421396	0.194769059543684	0.107758620689655	0.163386371063017	0.181316075762225	0.127701611931668	0.20102993418335	0.1457827143353	0.206809956422188	0.505707622437707
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	0.167591171957984	0.0326026985002759	0.0463799248157008	0.0639386189258312	0.176947040498442	0.103349586601654	0.320984674791843	0.176158301158301	0.522100567721006	0.327626554994457	0.125436788818206	0.0225917223929152	2.21700848842727	0.107254512676571	0.505472083101465	0.69106071964018	0.462509111932232	3.50916343552121	1.68421559887237	1.89739211852505	0.650237186162212	2.14688430952557	3.17417454277648
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	0	0	0.00244104867451057	0.030690537084399	0.0398753894080997	0.0158999364002544	0.0289610232894896	0	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0429242725465389	0.0500869931987135	0.00684603272403642	0.0417362270450751	0	0.00502727295578513	0.00278947808864961	0.0048189287521384	0.101891884449095	0.0532222607890779	0.00984809316296132	0.044188044679023
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.155788976749675	0.120379194462557	0.0952008983059122	0.202046035805627	0.181931464174455	0.177549289802841	0.137564860625075	0.200289575289575	0.1191200324412	0.135484665599212	0.155302690917779	0.10392192300741	0.134444034375494	0.408479952534173	0.301428306436654	0.175693403298351	0.145790915717769	0.14226338252113	0.118063754427391	0.206537603613031	0.0925604535462224	0.194499839968486	0.284767399042592
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.429599905582438	0.095300195616191	1.13508763364741	1.01023017902813	0.735202492211838	3.32573669705321	2.10450102570291	2.36245173745174	0.255981346309813	0.251262470747629	4.78750410656154	1.5452738116754	2.80487161912796	9.32201455922959	6.32535707660916	11.8745314842579	11.7311414423246	1.42542330329995	1.74686167265017	7.06358604356567	1.2079139187782	1.37134697294236	9.42432797348717
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	75.9117195798419	55.9938807242815	42.1154127813309	68.1585677749361	59.6834890965732	42.2858808564766	60.4030409074454	60.6563706563707	61.757400648824	73.0976721271092	42.2781710121554	57.2903488161937	42.755839088944	55.5806576755437	50.7373400111297	46.4673913043478	43.2295201467964	41.4125917040922	68.0890538033395	44.6121223804147	55.2331366423696	53.0369057291282	44.9785197005033
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.0613714150832055	0.0777448964237348	0.0976419469804228	0.00255754475703325	0.00249221183800623	0	0.00724025582237239	0.00241312741312741	0.0633617193836172	0.00492671511269861	0.20906131469701	0.17847460690403	0.052723150735488	0.212227014445129	0.0881098126507142	0.0281109445277361	0.10808636854938	0.00278947808864961	0.0024094643760692	0.00550766942968083	0.499826449149601	0	0.00245489137105683
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_2	0.219520830874543	0.198124090886292	0.175755504564761	0.240409207161125	0.229283489096573	0.0900996396014416	0.234101604923374	0.253378378378378	0.16220600162206	0.135484665599212	0.0119463608398292	0.00225917223929152	0.205620287868403	0.205380981721093	0.197087738823966	0.0609070464767616	0.155845461629339	0.0613685179502915	0.134930005059875	0.101891884449095	0.0115700566932778	0.0812467685944309	0.137473916779183
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0.434320783665762	0.403771881426493	0.436947712737392	0.485933503836317	1.12398753894081	2.85933856264575	0.480270302884035	0.56949806949807	1.45225060827251	0.913905653405592	0.836245258788042	0.332098319175854	1.74777244688143	0.759909632368043	1.62539417547765	1.86235007496252	0.384586381117563	7.00437948059918	1.37821362311158	1.22270261338914	0.57850283466389	1.87852377083487	3.33865226463729
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	10.0011802195208	5.10608416512013	6.31011082360982	12.3913043478261	11.5090342679128	11.3843544625822	14.2826113189333	14.7080115830116	7.67437145174371	6.81364700086218	13.9473762805006	8.6887764323152	7.01745136289345	11.088291002031	7.62381747356706	9.76855322338831	9.49400497700023	5.35300845211861	8.10784762547286	8.81502492220417	8.93208376721046	6.79518428244331	7.46532465938382
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.665643809748613	1.22385514370266	0.524825465019772	0.480818414322251	1.08660436137072	11.5195039219843	1.00156872209485	1.48648648648649	0.960563665855637	0.761177484911935	0.660036436400561	0.835893728537864	1.02546528180524	1.91917117363821	4.8692264885921	3.30772113943029	3.07166377598472	0.278947808864961	0.378285907042864	2.10668355685292	2.03632997801689	0.576113450033237	0.490978274211366
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.632597663165349	12.7927973115313	5.43377434946053	0.281329923273657	9.42803738317757	7.80686877252491	2.94919753831302	3.42664092664093	9.97313463098135	3.09890380588742	13.7024758832841	5.26387131754925	10.586808667686	6.19794162616097	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20474761104838	3.45713293995141	14.2304946204791	9.26966981711059
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned	0	0	0	0	0.0274143302180685	0.0238499046003816	0.0458549535416918	0.0313706563706564	0	0.0024633575563493	0.0537586237792312	0.0813302006144948	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.0118021952083087	0	0.0122052433725528	0	0	0.092749629001484	0	0.0241312741312741	0.0177412814274128	0	0.020906131469701	0.00903668895716609	0	0.0798703817804249	0.208681135225376	0.260026236881559	0.253877284267149	0.306842589751458	0.250584295111197	0.33046016578085	0.180492884415134	0.307752911342541	0.029458696452682
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	0.0330461465832645	0.00250789988463661	0.0195283893960846	0	0.00249221183800623	0.0079499682001272	0.0579220465789791	0.142374517374517	0.0228102189781022	0	0.0119463608398292	0.00677751671787457	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae	0.0613714150832055	0.0752369965390982	0.0585851681882537	0.135549872122762	0.0897196261682243	0.140449438202247	0.036201279111862	0.0337837837837838	0.0658961881589619	0.0468037935706368	0.0806379356688469	0.1332911621182	0.0632677808825855	0.0273841308961457	0.0255054720831015	0.224887556221889	0.0276500012568182	0.0167368685318977	0.0289135725128304	0.0523228595819679	0.0277681360638667	0.014772139744442	0.0245489137105683
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.965419568039655	0.343582284195215	0.285602694917737	0.861892583120205	0.969470404984424	0.257048971804113	0.439242186557258	0.663610038610039	0.717254663422547	0.591205813523833	0.277752889526028	0.356949213808061	0.340064322243897	0.413043974350197	0.278241513633834	0.630153673163418	0.366990925772315	0.21478981282602	0.496349661470255	0.154214744031063	0.509082494504223	0.0861708151759116	0.186571744200319
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.254927416499469	0.473993078196318	0.468681345506029	0.388746803069054	0.366355140186916	0.6624973500106	0.284783395679981	0.723938223938224	0.293998377939984	0.349796773001601	0.50772033569274	0.41568769202964	0.466599884009068	0.387941854362064	0.470691893897236	0.988568215892054	0.590704572304753	0.834053948506234	0.720429848444691	0.99138049734255	0.631725095452968	0.704138661151735	0.112925003068614
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274
