Genus	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix	11.1219486476512	14.0229570297346	6.91893897236134	5.73463268365817	7.16135032551592	5.53432452788083	5.38515288051466	3.31010932723818	11.7065833622585	5.6897358249009	7.75745673253958	8.39112503743981	8.08068864399565	7.60064112987526	4.38690820856426	11.7939703492421	17.8037904124861	10.8198190628239	4.04196486662329	13.905607382887	16.8203317421914	12.7623048948522	10.6629104235746
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira	0	0	0.00231867928028195	0.00468515742128936	0.0100545459115703	0.340316326815253	0.710791990940414	0.702227852284306	0.00231401133865556	0.182189723514784	0.0270038050816251	0.011519941017902	0	0	0.00275732759809193	0.0895492686809724	0.0133779264214047	0.00560177015937036	0.0081327260897853	0.0626943524927275	0.0348743433815035	0.00677644507691265	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis	1.05709917224653	1.69325209374501	7.06965312557967	0.569246626686657	0.811904582359299	0.906580378811125	0.650555381538684	1.23922562167819	2.99664468355895	1.08329024792575	1.46557014852093	0.935419210653642	1.10911412760725	5.84450277590653	3.15714009981526	3.24035687041889	2.20958751393534	3.59353555723609	4.15175666883539	5.74029491423413	3.06894221757231	0.456280635178785	4.17591184463115
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnotalea	0.0316338904412928	0.00684603272403642	0.0231867928028195	0	0.0100545459115703	0	0.0289135725128304	0.236829785476276	0	0.288056725016619	0.127654351294955	0.0046079764071608	0	0	0	0.00331663958077676	0.00222965440356745	0	0	0.0100310963988364	0.00653893938403191	0	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	14.3037907945379	14.1484676296753	16.7130402522723	7.78438905547226	15.8258552648116	5.53711400596948	12.849673517577	4.79442623853716	20.8862663427051	12.4923061772164	7.91211488891617	7.17231527774578	4.27564678617036	1.12894608469419	2.54225604544076	1.80425193194256	5.25529542920847	2.61322577934627	1.11011711125569	4.70959975925369	10.1418949846335	12.2179304736735	6.24516965420957
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia	0.326883534560025	3.90452066360877	2.0427564459284	1.97479385307346	0.500213659100621	0.209210856648721	0.20962340071802	0.275383471484042	4.68587296077751	1.07836620134426	0.414876641708604	0.216574891136557	0.146620630941683	0.418128179516365	0.154410345493148	0.25538124771981	2.07803790412486	0.330504439402851	0.117924528301887	0.193098605677601	0.289892979358748	1.04809017189582	0.19944653586298
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mediterraneibacter	0.775030315811673	0.68232126149563	0.542570951585977	0.295164917541229	0.261418193700827	0.14784233869843	0.334915548273619	0.217552942472393	0.504454471826912	0.196961863259226	0.235669571621456	0.29260650185471	0.326349146289552	0.234616367395294	0.85752888300659	0.212264933169712	0.787068004459309	0.137243368904574	0.540826284970722	1.30655030594844	0.736720503934262	0.670868062614353	1.15678990800529
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Merdimonas	0.0500869931987135	0.435864083430319	0.262010758671861	1.06821589205397	0.100545459115703	0.0641579960389411	0.402380550803556	0.451628893233828	0.136526668980678	0.485018588275845	0.807659261077697	0.152063221436306	0.0378375821784988	0.123115519524263	0.195770259464527	0.321714039335345	0.787068004459309	0.414530991793407	0.406636304489265	0.363627244457819	0.505677979031801	0.304940028461069	0.157064146992097
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Muricomes	0.680128644487795	0.175714839916935	0.248098682990169	0	0.120654550938843	0.00557895617729923	0	0.00275383471484042	0.261483281268078	0.00246202329074033	0	0	0.00236484888615617	0.00232293433064647	0	0	0	0	0	0	0.00217964646134397	0.0045176300512751	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium	0.013180787683872	0.38337783254604	0.0370988684845112	0.0281109445277361	0.0301636377347108	0.00836843426594884	0.0096378575042768	0.00826150414452125	0.168922827721856	0.0172341630351823	0.014729348226341	0.0161279174250628	0.054391524381592	0.109177913540384	0.0689331899522982	0.116082385327186	0.115942028985507	0.327703554323166	0.0569290826284971	0.0877720934898184	0.246300050131869	0.0248469652820131	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia	0.144988664522592	0.0775883708724128	0.59358189575218	0.0843328335832084	0.540431842746902	0.697369522162403	0.578271450256608	0.60033596783521	0.0462802267731112	0.248664352364773	0.486068491469253	0.246526737783103	0.106418199877028	0.989570024855397	0.711390520307718	0.679911114059235	2.04013377926421	3.19861076100048	1.19144437215355	4.39612799679005	1.19226661435515	0.390774999435296	0.785320734960485
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Ruminococcus2	0	0	0	0	0	0	0	0.00275383471484042	0.00694203401596668	0	0	0.0138239292214824	0.00236484888615617	0.227647564403354	0.181983621474067	0.0563828728732049	0.0445930880713489	0.0756238971514999	0.935263500325309	0.0376166114956365	0.337845201508315	0.11971719635879	0.0573408790606068
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Schaedlerella	0.585226973163916	1.28933616302686	0.271285475792988	0.351386806596702	0.447427293064877	0.284526765042261	0.515625376478809	0.872965604604412	0.851556172625246	0.228968166038851	0.780655455996072	0.497661451973366	0.584117674880575	0.959371878556993	2.15623018170789	0.713077509867003	1.32441471571906	1.96061955577963	1.78513337670787	1.08335841107433	0.935068331916563	0.463057080255698	0.939891800254294
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Sellimonas	0.00790847261032319	0.613860934255266	0.048692264885921	0.135869565217391	0.0301636377347108	0.267789896510363	0.012047321880346	0.415829041940903	0.00694203401596668	0.356993377157348	0.0122744568552842	0.011519941017902	0.0094593955446247	0.00929173732258589	0.00827198279427579	0.00994991874233027	0.00445930880713489	0.00560177015937036	0	0.0100310963988364	0.0108982323067198	0.020329335230738	0.0124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Stomatobaculum	0.0685400959561343	0.422172017982246	0.176219625301428	0.187406296851574	0.17595455345248	0.0753159083935396	0.219261258222297	0.214799107757552	0.131898646303367	0.162493537188862	0.139928808150239	0.0645116697002511	0.0472969777231235	0.155636600153314	0.137866379904596	0.238798049815926	0.285395763656633	0.347309749880962	0.207384515289525	0.290901795566255	0.69748686763007	0.293645953332882	0.174515718880108
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Syntrophococcus	0.0026361575367744	0.015974076356085	0.09506585049156	0.00468515742128936	0	0	0.0048189287521384	0.00275383471484042	0	0.0123101164537017	0.014729348226341	0.0023039882035804	0.0638509199262167	0.102209110548445	0.0358452587751951	0.0165831979038838	0.0133779264214047	0.0252079657171666	0.0365972674040338	0.193098605677601	0.108982323067198	0.0835761559485894	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned	4.88743607317973	7.43707354921156	4.73474309033575	11.438811844078	6.39469119975869	13.5624424670144	22.7549815675975	14.1106490788423	3.20027768136064	11.1923578797055	7.8875659752056	6.42351911158215	5.09624934966656	20.9157007131408	8.22510822510822	18.6096646877384	13.5652173913043	13.2537881970703	17.8594664931685	13.6748921657137	13.2784062425075	15.6626233877708	5.78394954002643
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1|Desulfitobacterium	0.052723150735488	0.212227014445129	0.0881098126507142	0.0281109445277361	0.10808636854938	0.00278947808864961	0.0024094643760692	0.00550766942968083	0.499826449149601	0	0.00245489137105683	0.046079764071608	0.0449321288369673	0.0185834746451718	0.00551465519618386	0.189048456104275	0.0981047937569677	0.0196061955577963	0.0284645413142485	0.0300932891965092	0.0959044442991347	0.108423121230602	0.029916980379447
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_2|Pelotomaculum	0.205620287868403	0.205380981721093	0.197087738823966	0.0609070464767616	0.155845461629339	0.0613685179502915	0.134930005059875	0.101891884449095	0.0115700566932778	0.0812467685944309	0.137473916779183	0.11519941017902	0.0283781866338741	0.00696880299193942	0.00827198279427579	0.152565420715731	0.182831661092531	0.120438058426463	0.00406636304489265	0.0526632560938911	0.246300050131869	0.0338822253845633	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia	1.74777244688143	0.759909632368043	1.62539417547765	1.86235007496252	0.384586381117563	7.00437948059918	1.37821362311158	1.22270261338914	0.57850283466389	1.87852377083487	3.33865226463729	0.0253438702393844	0.0520266754954358	0.0348440149596971	0.0413599139713789	0.0198998374846605	0.020066889632107	0.0196061955577963	0.0121990891346779	0.0175544186979637	0.00871858584537588	0.0316234103589257	0.0324100620777343
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Unassigned	0.013180787683872	0.00684603272403642	0.0185494342422556	0	0	0	0	0.0110153388593617	0.00462802267731112	0.00738606987222099	0.0245489137105683	3.8315323825542	5.14354632738968	0.664359218564891	0.708633192709626	0.198998374846605	0.020066889632107	0.16245133462174	0.26024723487313	0.478984853044438	0.237581464286493	0.797361704050055	6.13048789608835
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio	0.026361575367744	0.141484676296753	0.104340567612688	2.54169790104948	0.0703818213809919	0.401684844765544	0.238536973230851	0.448875058518988	0.0370241814184889	0.241278282492552	0.702098932122253	0.0368638112572864	0.0449321288369673	0.190480615113011	0.0965064659332175	0.198998374846605	0.0535117056856187	0.190460185418592	0.313109954456734	0.268331828668874	0.0501318686109113	0.284610693230331	0.0548477973623196
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acutalibacter	0.171350239890336	0.600168868807193	0.248098682990169	0.47085832083958	0.346881833949174	0.0976317331027365	0.192757150085536	0.0908765455897337	0.0601642948050445	0.113253071374055	0.179207070087149	0.0391677994608668	0.0236484888615617	0.19744941810495	0.427385777704249	0.212264933169712	0.20958751393534	0.154048679382685	0.268379960962915	0.0300932891965092	0.12641949475795	0.300422398409794	0.109695594724639
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaeromassilibacillus	0.0105446301470976	0.0753063599644006	0.0370988684845112	0.0117128935532234	0.0150818188673554	0.0167368685318977	0.0337325012649688	0.0165230082890425	0.0370241814184889	0.0172341630351823	0.0319135878237388	0.00691196461074119	0.0118242444307809	0.11846965086297	0.0606612071580224	0.0232164770654373	0.0557413600891862	0.0252079657171666	0.0935263500325309	0.0652021265924366	0.132958434141982	0.0135528901538253	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus	0.421785205883904	0.200816959905068	0.122890001854943	0.0515367316341829	0.258904557222934	0.122737035900583	0.125292147555598	0.148707074601382	0.317019553395812	0.273284585272177	0.110470111697557	0.0046079764071608	0.00236484888615617	0.00696880299193942	0.00275732759809193	0.0729660707770887	0.0133779264214047	0.00280088507968518	0.00406636304489265	0.0100310963988364	0.0108982323067198	0	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Butyricicoccus	0.126535561765171	0.449556148878392	0.199406418104248	0.0421664167916042	0.155845461629339	0.153421294875729	0.0578271450256608	0.165230082890425	0.122642600948745	0.0960189083388729	0.0957407634712164	0.0737276225145727	0.364186728468051	0.564473042347093	0.507348278048915	0.467646180889523	0.889632107023411	1.79256645099852	0.309043591411841	0.268331828668874	1.24021883650472	0.43369248492241	0.186981127371544
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium_IV	0.632677808825855	1.2026197485224	0.809219068818401	1.10335457271364	0.91999095090868	0.608106223325616	0.975833072308026	0.578305290116487	1.57121369894713	0.544107147253613	0.540076101632503	0.156671197843467	0.0780400132431538	0.0975632418871518	0.0468745691675628	0.381413551789327	0.198439241917503	0.131641598745203	0.0528627195836044	0.1103420603872	0.100263737221823	0.140046531589528	0.129640248310937
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Colidextribacter	0.363789740074867	0.385659843454052	0.681691708402894	1.44302848575712	0.334313651559711	0.7196853468716	1.15895236488929	0.715997025858508	0.2915654286706	0.713986754314696	1.04332883269915	0.147455245029145	0.0378375821784988	0.234616367395294	0.173711638679792	0.374780272627774	0.176142697881828	0.182057530179537	0.19925178919974	0.210653024375564	0.31822838335622	0.149081791692078	0.167036473785246
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Dysosmobacter	0.126535561765171	0.333173592569772	0.310703023557781	0.0609070464767616	0.29409546791343	0.0753159083935396	0.14938679131629	0.156968578745904	0.222145088510934	0.0960189083388729	0.0319135878237388	0.0506877404787687	0.014189093316937	0.0278752119677577	0.0110293103923677	0.0563828728732049	0.11371237458194	0.0196061955577963	0.0081327260897853	0.1103420603872	0.309509797510844	0.144564161640803	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium	0.139716349449043	0.150612719928801	0.194769059543684	0.072619940029985	0.155845461629339	0.156210772964378	0.0771028600342144	0.145953239886542	0.0948744648848779	0.115715094664796	0.235669571621456	0.126719351196922	0.132431537624746	0.146344862830728	0.295034052995836	0.119399024907963	0.153846153846154	0.131641598745203	0.182986337020169	0.125388704985455	0.0784672726083829	0.106164306204965	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flavonifractor	0.427057520957452	0.928778439560941	0.359395288443702	0.117128935532234	0.560540934570043	0.245474071801166	0.395152157675349	1.71563902734558	0.55767673261599	0.243740305783293	0.382963053884866	0.0483837522751884	0.0212836399754056	0.0534274896048689	0.038602586373287	0.109449106165633	0.249721293199554	0.0448141612749629	0.0609954456733897	0.0351088373959274	0.302970858126812	0.0858349709742269	0.0349031437760215
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter	1.9876627827279	3.07386869309235	1.97087738823966	1.04947526236882	2.54882738858306	0.931685681608971	1.53482880755608	2.63266598738744	2.61020479000347	1.83913139818303	1.2397201423837	0.193535009100753	0.113512746535496	0.223001695742061	0.104778448727493	0.925342443036715	1.12820512820513	0.126039828585833	0.121990891346779	0.218176346674692	1.08328429128795	0.530821531024824	0.219391189449278
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Gemmiger	0.0474508356619392	0.00228201090801214	0.136802077536635	0.0327961019490255	0.0301636377347108	0.050210605595693	0.0216851793846228	0.06609203315617	0.0393381927571445	0.00246202329074033	0.189026635571376	0.0506877404787687	0.0472969777231235	0.00464586866129294	0.110293103923677	0.0232164770654373	0.0334448160535117	0.0364115060359073	0.0365972674040338	0.0225699668973819	0.0196168181520957	0.00677644507691265	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Harryflintia	0.00790847261032319	0.015974076356085	0.0370988684845112	0.0773050974512744	0.0201090918231405	0.00278947808864961	0.0096378575042768	0.0165230082890425	0.00694203401596668	0.0196961863259226	0.00981956548422732	0.0138239292214824	0.00236484888615617	0.0255522776371112	0.038602586373287	0.0265331166462141	0.0334448160535117	0.0476150463546481	0.0203318152244632	0.0175544186979637	0.0326946969201595	0.00677644507691265	0.0149584901897235
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Intestinimonas	0.524595349818105	0.620706966979302	0.491560007419774	0.426349325337331	0.527863660357439	0.259421462244414	0.609594487145508	0.178999256464627	0.740483628369779	0.492404658148066	0.451700012274457	0.237310784968781	0.163174573144776	0.15795953448396	0.0551465519618386	0.265331166462141	0.265328874024526	0.134442483824889	0.126057254391672	0.163005316481091	0.0653893938403191	0.257504912922681	0.431303133803695
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Lawsonibacter	0.231981863236147	0.241893156249287	0.129846039695789	0.665292353823088	0.384586381117563	0.175737119584926	0.096378575042768	0.101891884449095	0.337845655443712	0.0984809316296132	0.0932858721001596	0.0737276225145727	0.0449321288369673	0.220678761411415	0.0496318967656547	0.364830353885443	0.187290969899666	0.145646024143629	0.0609954456733897	0.0300932891965092	0.0588504544562872	0.0745408958460392	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Monoglobus	0	0	0.00231867928028195	0	0	0.00278947808864961	0.0265041081367612	0.0385536860077658	0	0	0.0515527187921934	0.023039882035804	0.0331078844061864	0.0603962925968083	0.0992637935313095	0.00663327916155351	0	0.0392123911155925	0.0406636304489265	0.0426321596950547	0.0108982323067198	0.00225881502563755	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Neglecta	0.0738124110296831	0.312635494397663	0.09506585049156	0.377155172413793	0.0502727295578513	0.086473820748138	0.106016432547045	0.0468151901522871	0.0509082494504223	0.0566265356870276	0.10065054621333	0.0138239292214824	0.0378375821784988	0.144021928500081	0.0634185347561144	0.169148618619615	0.173913043478261	0.661008878805703	0.431034482758621	0.0626943524927275	0.276815100590684	0.0813173409229518	0.0997232679314901
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	0.403332103126483	1.08167317039775	0.58198849935077	0.36075712143928	0.824472764748762	0.373790063879048	0.966195214803749	0.473659570952551	0.652551197500868	0.310214934633282	0.346139683319013	0.0552957168859295	0.0378375821784988	0.0603962925968083	0.0606612071580224	0.666644555736128	0.686733556298774	0.0840265523905554	0.0650618087182824	0.0927876416892366	0.294252272281436	0.268798988050869	0.029916980379447
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Phocea	0.0711762534929087	0.0456402181602428	0.0904284919309961	0.119471514242879	0.0879772767262399	0.0390526932410946	0.0409608943931764	0.0165230082890425	0.0856184195302557	0.0615505822685083	0.044188044679023	0.0253438702393844	0.00236484888615617	0.00232293433064647	0.00275732759809193	0.0298497562269908	0.0111482720178372	0.00560177015937036	0	0	0.0196168181520957	0.0406586704614759	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus	0.384879000369062	0.629835010611351	0.345483212762011	0.107758620689655	0.894854586129754	0.0976317331027365	0.318049297641134	0.46264423209319	0.242971190558834	0.243740305783293	0.343684791947956	0.0391677994608668	0.0094593955446247	0.102209110548445	0.176468966277883	0.155882060296508	0.164994425863991	0.0504159314343332	0.081327260897853	0.0952954157889457	0.0283354039974716	0.131011271486978	0.117174839819501
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruthenibacterium	0.0052723150735488	0.00228201090801214	0.0139120756816917	0.0819902548725637	0	0.0278947808864961	0.0313230368888996	0.0110153388593617	0.00462802267731112	0.022158209616663	0.0392782619369093	0.0322558348501256	0.0307430355200303	0.00696880299193942	0.038602586373287	0.0364830353885443	0.020066889632107	0.0644203568327592	0.0325309043591412	0.102818738088073	0.178731009830206	0.0135528901538253	0.32659370247563
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Unassigned	0.39542363051616	0.324045548937724	0.498516045260619	0.384182908545727	0.640977301862605	0.532790314932076	0.496349661470255	0.388290694792499	0.321647576073123	0.908486594283182	1.03350926721493	0.154367209639887	0.139526084283214	0.541243699040628	0.774809055063832	0.404630028854764	0.316610925306577	0.352911520040333	1.23210800260247	0.198114153877019	0.453366463959546	0.176187571999729	0.316621375682481
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned	1.04128222702589	2.04239976267087	4.9457429048414	3.38971139430285	3.08423195837418	0.29010572121956	0.383104835795003	2.12320656514196	2.09186625014463	0.585961543196199	0.513072296550878	1.49528834412368	4.58780683914298	3.76083068131664	10.108362974605	2.08616629630858	1.58305462653289	4.80631879673977	5.48145738451529	2.36232320192597	0.941607271300595	0.964514015947234	1.79751190446511
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae|Vallitalea	0.0026361575367744	0.00228201090801214	0.0046373585605639	0.00468515742128936	0	0.00278947808864961	0	0.00275383471484042	0	0.00246202329074033	0.00245489137105683	0.359422159758542	0.5935770704252	1.43325048200887	1.53307414453911	0.24543132897748	0.30546265328874	0.305296473685685	0.841737150292778	0.190590831577891	0.0632097473789751	0.198775722256104	0.877564757797113
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Allobaculum	0	0	0	0	0	0	0	0.00275383471484042	0.00231401133865556	0	0.00245489137105683	0.133631315807663	0.165539422030932	0.00232293433064647	0	0	0.00222965440356745	0.00280088507968518	0.00406636304489265	0.180559735179055	0.135138080603326	0.243952022768855	0.184488045673257
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Amedibacillus	0.0105446301470976	0.203098970813081	0.0370988684845112	0.508339580209895	0.0854636402483473	0.0195263466205473	0.0216851793846228	0.0247845124335637	0.0370241814184889	0.00246202329074033	0.0220940223395115	0.0391677994608668	0.0378375821784988	0.188157680782364	0.267460777014917	0.321714039335345	0.0668896321070234	0.285690278127888	0.231782693558881	0.0451399337947638	0.0610301009176312	0.0090352601025502	0.107202513026352
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Breznakia	0	0.00228201090801214	0	0	0	0	0	0	0	0	0	0.271870608022487	0.0638509199262167	0	0	0.212264933169712	0.00445930880713489	0.00280088507968518	0.0406636304489265	0.0150466445982546	0	0.0338822253845633	0.0249308169828725
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	5.73100648494754	3.95700691449305	4.40549063253571	6.46083208395802	0.26393183017872	16.2849730815364	2.76847456810351	3.83333792305786	2.46210806432951	8.84851170692075	6.38762734748987	0.599036932930903	0.603036465969825	0.620223466282608	2.44574957950754	0.0961825478425259	0.0423634336677815	0.490154888944907	0.821405335068315	0.564249172434547	0.3073301510495	0.804138149126968	0.588367280795792
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	4.85052986766489	2.04468177357888	3.73307364125394	6.34604572713643	0.651031847774175	1.19389662194203	2.14201383032552	1.34662517555696	0.960314705542057	5.37952089026762	2.86485823002332	0.11289542197544	0.215201248640212	0.109177913540384	0.0827198279427579	0.0663327916155351	0.0133779264214047	0.0532168165140184	0.187052700065062	0.230715217173237	0.261557575361276	0.740891328409117	0.179501882276682
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned|Unassigned	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella	0.0052723150735488	0.0889984254124735	0.208681135225376	0.264711394302849	0.276500012568182	0.331947892549304	0.250584295111197	0.451628893233828	0.1874349184311	0.322525051086983	0.0589173929053639	0.17510310347211	0.0472969777231235	0.146344862830728	0.0358452587751951	0.0895492686809724	0.0423634336677815	0.030809735876537	0.0528627195836044	0.0551710301936002	0.0239761110747837	0.11068193625624	0.00498616339657451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae|Reyranella	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	0	0.00228201090801214	0.0046373585605639	0.00468515742128936	0.00251363647789257	0.0251053027978465	0.0096378575042768	0.0468151901522871	0.00231401133865556	0.00492404658148066	0.014729348226341	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Vampirovibrio	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium	0.0632677808825855	0.0273841308961457	0.0255054720831015	0.224887556221889	0.0276500012568182	0.0167368685318977	0.0289135725128304	0.0523228595819679	0.0277681360638667	0.014772139744442	0.0245489137105683	0.00921595281432159	0	0.00232293433064647	0	0.00331663958077676	0.00222965440356745	0.00280088507968518	0	0.0025077740997091	0.00217964646134397	0.00677644507691265	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0.26361575367744	0.397069897994112	0.255054720831015	0.557533733133433	0.329286378603926	0.164579207230327	0.428884658940318	0.0853688761600529	0.465116279069767	0.0738606987222099	0.164477721860808	0.0714236343109923	0.040202431064655	0.0464586866129295	0.00827198279427579	0.013266558323107	0.0133779264214047	0.0140044253984259	0.0081327260897853	0.0526632560938911	0.0326946969201595	0.106164306204965	0.0523547156640323
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0.0553593082722623	0.015974076356085	0.00927471712112781	0.0281109445277361	0.0301636377347108	0.0585790398616419	0.0578271450256608	0.0440613554374466	0.0370241814184889	0.0123101164537017	0.0196391309684546	0.0575997050895099	0.0733103154708414	3.34270250180027	6.32255218242479	9.47895592185997	2.48160535117057	14.0436377895415	6.07921275211451	0.100310963988364	0.12641949475795	0.090352601025502	0.12714716661265
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter	0.0105446301470976	0.00912804363204856	0.0881098126507142	0.114786356821589	0.0854636402483473	0.106000167368685	0.0867407175384912	0.101891884449095	0.0856184195302557	0.108329024792575	0.00736467411317049	0.101375480957537	0.14189093316937	0.104532044879091	0	0.00663327916155351	0.00445930880713489	0.00280088507968518	0.00406636304489265	0.0025077740997091	0.00217964646134397	0.00225881502563755	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella	0.102810143934202	0.0570502727003035	0.09506585049156	0.121814092953523	0.110600005027273	0.21757929091467	0.0867407175384912	0.195522264753669	0.1874349184311	0.201885909840707	0.00981956548422732	0.0575997050895099	0.0993236532185593	0.0627192269274548	0.00275732759809193	0.00331663958077676	0.00668896321070234	0.0364115060359073	0.0081327260897853	0.0200621927976728	0.0305150504588156	0.0406586704614759	0.00498616339657451
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Pseudescherichia	0.134444034375494	0.0935624472284978	0.0208681135225376	0.40058095952024	0.075409094336777	0.103210689280036	0.139748933812014	0.245091289620797	0.122642600948745	0.113253071374055	0.0343684791947956	0.0299518466465452	0.106418199877028	0.0743338985806871	0.0165439655885516	0.361513714304667	0.040133779264214	0.0980309777889813	0.126057254391672	0.0401243855953456	0.0501318686109113	0.0790585258973143	0.00249308169828725
