Genus	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	6.43222438972953	0.301225439857603	0.526340196624003	0.29047976011994	1.12359550561798	1.19668610003068	0.173481435076982	2.1121912262826	0.629411084114312	1.1596129699387	0.746286976801277	0.170495127064949	0.0922291065600908	0.734047248484285	0.352937932555767	0.50081257669729	0.280936454849498	0.747836316275943	1.97218607677293	0.0877720934898184	0.154754898755422	0.463057080255698	0.142105656802373
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes	1.26799177518849	0.166586796284886	0.204043776664812	0.339673913043478	0.389613654073348	1.86616084130659	0.534901091487362	0.735273868862391	0.356357746152956	0.866632198340596	0.508162513808764	0.942331175264383	0.435132195052736	0.150990731492021	0.0799625003446659	0.497495937116514	0.1917502787068	0.224070806374814	0.170787247885491	0.253285184070619	0.111161969528542	0.264281357999593	0.396399990027673
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027	0.472317581733982	0.312160052972615	0.290366791330809	0.281247415005377	0.583728566216709	0.0423634336677815	0.092429207629611	0.524560832791152	0.308456214264219	0.0675690403016631	0.140046531589528	0.241828924733864
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis	0.0052723150735488	0.00684603272403642	0.113615284733816	0.00234257871064468	0	0	0	0.00275383471484042	0	0	0	0.251134714190263	0.156080026486308	0.220678761411415	0.763779744671464	0.198998374846605	0.272017837235229	0.484553118785536	0.418835393623943	0.100310963988364	0.0675690403016631	0.126493641435703	0.206925780957842
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683	0.0184319056286432	0.0094593955446247	0.00696880299193942	0.0165439655885516	0.149248781134954	0.0557413600891862	0.00560177015937036	0	0	0.0305150504588156	0.275575433127781	0.221884271147566
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978	0.00921595281432159	0.014189093316937	0.00696880299193942	0.176468966277883	0.192365095685052	0.11371237458194	0.145646024143629	0.166720884840599	0.137927575484	0.102443383683167	0.180705202051004	0.164543392086959
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus	0.477144514156166	0.460966203418452	0.104340567612688	0.0773050974512744	0.0527863660357439	0.0557895617729923	0.0554176806495916	0.0523228595819679	0.0485942381117667	0.100942954920354	0.407511967595434	0.253438702393844	0.27195762190796	0.313596134637274	0.250916811426366	0.202315014427382	0.153846153846154	0.145646024143629	0.178919973975276	0.100310963988364	0.071928333224351	0.164893496871541	0.147091820198948
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Melissococcus	0.0500869931987135	0.0251021199881335	0	0	0.00251363647789257	0.00557895617729923	0.0819217887863528	0.00275383471484042	0.0185120907092445	0.022158209616663	0	0.0023039882035804	0.0307430355200303	0.0209064089758183	0.00827198279427579	0.00331663958077676	0.00445930880713489	0	0.227716330513988	0.0025077740997091	0.0196168181520957	0.10164667615369	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.202984130331629	0.600168868807193	0.159988870339455	0.0983883058470765	0.0226227283010331	0.139473904432481	0.0144567862564152	0.652658827417178	0.314705542057156	0.0443164192333259	0.20130109242666	0.103679469161118	0.0283781866338741	0.91523612627471	1.17462155678716	1.25037312195284	0.198439241917503	0.193261070498277	0.565224463240078	0.253285184070619	0.14821595937139	0.481127600460798	0.289197477001321
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus	0.142352506985817	0.0387941854362064	0.0765164162493044	0.0679347826086956	0.0980318226378101	0.0223158247091969	0.0433703587692456	0.0550766942968083	0.0393381927571445	0.0443164192333259	0.0589173929053639	0.0645116697002511	0.108783048763184	0.715463773839114	0.319850001378664	0.119399024907963	0.211817168338907	0.0840265523905554	0.8295380611581	0.1103420603872	0.143856666448702	0.0745408958460392	0.122161003216075
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus	0.0632677808825855	0.134638643572716	0.097384529771842	0.0819902548725637	0.0201090918231405	0.00278947808864961	0.0096378575042768	0.06609203315617	0.00694203401596668	0.00984809316296132	0.186571744200319	0.0023039882035804	0.0165539422030932	0.0650421612581012	0.107535776325585	0.0331663958077676	0.0758082497212932	0.00840265523905554	0.0365972674040338	0.0175544186979637	0.0217964646134397	0.0271057803076506	0.0174515718880108
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.224073390625824	0.271559298053445	0.199406418104248	0.128841829085457	0.17595455345248	0.186895031939524	0.142158398188083	0.20102993418335	0.148096725673956	0.219120072875889	0.527801644777219	0.225790843950879	0.323984297403396	0.506399684080931	0.468745691675628	0.361513714304667	0.245261984392419	0.310898243845055	0.443233571893299	0.228207443073528	0.174371716907518	0.325269363691807	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella	0.0026361575367744	0.00228201090801214	0	0	0	0	0	0	0	0.00246202329074033	0.00245489137105683	0.156671197843467	0.16080972425862	0.209064089758183	0.270218104613009	0.0331663958077676	0.0334448160535117	0.109234518107722	0.642485361093038	0.0200621927976728	0.0152575252294078	0.0383998554358384	0.114681758121214
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto	2.21700848842727	0.107254512676571	0.505472083101465	0.69106071964018	0.462509111932232	3.50916343552121	1.68421559887237	1.89739211852505	0.650237186162212	2.14688430952557	3.17417454277648	0.046079764071608	0.0898642576739346	0.0557504239355153	0.521134916039375	0.394680110112434	0.256410256410256	0.324902669243481	0.41476903057905	0.235730765372655	0.294252272281436	0.325269363691807	0.0847647777417666
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Unassigned	0.0052723150735488	0.00228201090801214	0	0	0	0	0	0	0	0	0	0.0253438702393844	0.307430355200303	0.00929173732258589	0.0303306035790112	0.00994991874233027	0.0535117056856187	0.761840741674369	0.0081327260897853	0.0275855150968001	0.0196168181520957	0.0677644507691265	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	0.0500869931987135	0.0182560872640971	0.0440549063253571	0.00702773613193403	0.00502727295578513	0.00278947808864961	0.0072283931282076	0.107399553878776	0.0532222607890779	0.014772139744442	0.0466429360500798	18.5355850978043	21.1275599489193	5.04773630049479	11.9447431549342	4.54711286524493	0.274247491638796	0.126039828585833	3.11890045543266	2.99428227505266	0.11552126245123	2.1413566443044	8.2147041958565
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila	0.0738124110296831	0.285251363501518	0.134483398256353	0.0679347826086956	0.0728954578588844	0.0390526932410946	0.0650555381538684	0.0688458678710104	0.0509082494504223	0.0640126055592486	0.110470111697557	0.0023039882035804	0.00236484888615617	0.0139376059838788	0.0165439655885516	0.013266558323107	0.00445930880713489	0.00560177015937036	0.0203318152244632	0.00752332229912729	0.0108982323067198	0.0112940751281878	0.0598339607588941
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Bacilliculturomica	0.0052723150735488	0	0	0.0210832083958021	0.00502727295578513	0.00278947808864961	0.0048189287521384	0.00550766942968083	0	0.00492404658148066	0	0.0506877404787687	0.125336990966277	0.304304397314688	0.0579038795599305	0.11276574574641	0.0691192865105908	0.0784247822311851	0.187052700065062	0.0401243855953456	0.0261557575361276	0.0316234103589257	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter	0.0606316233458111	0.123228589032656	0.1669449081803	0.107758620689655	0.0728954578588845	0.103210689280036	0.0530082162735224	0.137691735742021	0.0416522040958001	0.130487234409238	0.174297287345035	0.023039882035804	0.014189093316937	0.0139376059838788	0.0137866379904596	0.0232164770654373	0.0156075808249721	0.0252079657171666	0.0243981782693559	0.0200621927976728	0.00435929292268794	0.0090352601025502	0.0673132058537558
Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae|Defluviitalea	0	0	0	0	0	0	0	0	0	0.00246202329074033	0	0.023039882035804	0.0094593955446247	0.267137448024344	0.195770259464527	0.11276574574641	0.0334448160535117	0.0672212419124443	0.581489915419649	0.0125388704985455	0.0283354039974716	0.0767997108716767	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	2.77851004376022	9.2855023847014	6.31840103876832	11.8698463268366	11.7336550788025	1.38079165388156	1.7444522082741	7.06633987828051	1.2079139187782	1.37627101952384	9.40959862526083	0.0645116697002511	0.108783048763184	2.39959116355781	0.292276725397745	0.0795993499386422	0.0512820512820513	0.0700221269921295	0.150455432661028	0.50155481994182	0.246300050131869	0.0564703756409388	1.49834210067064
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor	1.28908103548268	3.20850733666507	2.83342608050454	2.63071589205397	2.50860920493678	2.84526765042261	3.86959978796713	2.13146806928648	1.70079833391184	2.49895364010144	3.46139683319013	0.916987305024998	0.636144350376011	1.36123951775883	1.13050431521769	1.63841995290372	2.30992196209588	2.0978629246842	1.34189980481457	1.4871100411275	3.35665555046971	2.86869508255969	1.67784398294732
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter	0.0210892602941952	0.0273841308961457	0.208681135225376	0.0163980509745127	0.0477590930799588	0.111579123545985	0.024094643760692	0.0302921818632446	0.0115700566932778	0.029544279488884	0.230759788879342	0.0253438702393844	0.0260133377477179	0.0418128179516365	0.190255604268343	0.00663327916155351	0.0356744704570792	0.103632747948352	0.0447299934938191	0.0326010632962183	0.0174371716907518	0.0293645953332882	0.219391189449278
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum	0.0316338904412928	0.00912804363204856	0.0278241513633834	0.00468515742128936	0.0075409094336777	0.424000669474741	0.257812688239404	0.685704843995263	0.0115700566932778	0.568727380161016	0.552350558487787	0.00691196461074119	0.00236484888615617	0.00929173732258589	0	0	0	0.00280088507968518	0	0	0	0.00225881502563755	0.00498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna	0.39542363051616	0.499760388854659	0.827768503060657	0.281109445277361	0.630922755951034	0.814527601885687	8.31988049056695	2.11769889571228	1.07138724979752	4.79355934707142	2.23149625629066	6.05488099900928	5.4013148559807	5.8584403818904	5.85104916315107	2.3680806606746	4.74024526198439	1.14836288267092	4.01350032530904	7.2775604373558	1.90937030013732	9.00363669219128	6.90583630425569
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter	0.234618020772921	0.0775883708724128	0.09506585049156	0.0421664167916042	0.0904909132041324	0.00278947808864961	0.0771028600342144	0.459890397378349	0.1457827143353	0.268360538690696	0.0810114152448754	0.0046079764071608	0.00236484888615617	0.00464586866129294	0.0110293103923677	0.00663327916155351	0.0289855072463768	0.00560177015937036	0.00406636304489265	0	0.0239761110747837	0.0316234103589257	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.0711762534929087	0.120946578124643	0.0417362270450751	0.0117128935532234	0.0829500037704547	0.136684426343831	0.012047321880346	0.0165230082890425	0.0347101700798334	0.105867001501834	0.0392782619369093	0.0299518466465452	0.0591212221539044	0.106854979209738	0.0689331899522982	0.0431163145500978	0.0624303232998885	0.0868274374702406	0.0325309043591412	0.0125388704985455	0.0414132827655354	0.103905491179327	0.0448754705691705
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotaenia	0.242526493383245	0.157458752652838	0.0139120756816917	0.667634932533733	0.301636377347108	0.357053195347151	0.349372334530034	0.206537603613031	0.00462802267731112	0.440702169042519	0.387872836626979	0.011519941017902	0	0.00232293433064647	0.00275732759809193	0.00994991874233027	0.0111482720178372	0.00840265523905554	0.00406636304489265	0.00752332229912729	0.00217964646134397	0.56244494138375	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum	0.0026361575367744	0	0	0	0	0	0	0	0	0	0	0.0207358938322236	0.040202431064655	0.102209110548445	0.0992637935313095	0.0298497562269908	0.00891861761426979	0.030809735876537	0.0772608978529603	0.0376166114956365	0.0261557575361276	0.0135528901538253	0.0648201241554686
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	1.38398270680656	0.730243490563885	0.575032461509924	0.332646176911544	1.18895005404318	1.14647549443499	0.549357877743778	1.76245421749787	0.856184195302557	2.34384617278479	1.79207070087149	0.705020390295602	0.494253417206641	0.464586866129295	0.333636639369123	0.749560545255547	0.341137123745819	0.949500042013276	0.386304489264802	0.448891563847929	0.945966564223283	0.397551444512209	0.620777342873526
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Caecibacterium	0.0026361575367744	0	0.00695603784084585	0	0.00251363647789257	0	0	0	0.00231401133865556	0.00984809316296132	0.00490978274211366	0.00921595281432159	0	0.00232293433064647	0.0275732759809193	0.0530662332924281	0.301003344481605	0.030809735876537	0.0081327260897853	0.16802086468051	0.782493079622485	0.648279912357977	0.0423823888708833
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa	0.313702746876153	0.698295337851715	0.466054535336672	0.995595952023988	1.12359550561798	1.19668610003068	3.48408548779606	1.7239005314901	0.263797292606734	1.33441662358126	0.508162513808764	1.33861714628021	1.09256018540415	2.09760970057376	4.41723881214327	1.71138602368081	6.74024526198439	2.78407976920707	1.90712426805465	7.83679406159093	14.6297870485407	2.7128368457907	2.3659345316746
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVb	0	0	0	0	0	0	0	0	0	0	0.00245489137105683	0.0023039882035804	0.00236484888615617	0.0301981462984041	0.0303306035790112	0.0331663958077676	0.0356744704570792	0.176455760020166	0.0528627195836044	0.0300932891965092	0.167832777523486	0.0225881502563755	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cuneatibacter	0.0632677808825855	0.228201090801214	0.11825264329438	0.126499250374813	0.120654550938843	0.0725264303048899	0.110835361299183	0.110153388593617	0.0740483628369779	0.125563187827757	0.122744568552842	0.108287445568279	0.106418199877028	0.301981462984041	0.347423277359583	0.596995124539816	1.58751393534002	0.613393832451054	0.317176317501627	1.64760758350888	1.37535691710805	0.399810259537846	0.845154695719379
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea	0.0184531027574208	0.00684603272403642	0.00695603784084585	0.00234257871064468	0.00502727295578513	0	0.0072283931282076	0.228568281331754	0.00925604535462224	0	0.00245489137105683	0.023039882035804	0.0094593955446247	0.0116146716532324	0.0689331899522982	0.013266558323107	0.020066889632107	0.00280088507968518	0.0243981782693559	0.0025077740997091	0.0130778787680638	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella	1.70559392629304	1.09992925766185	2.16332776850306	6.64121064467766	1.71178644144484	2.17300343105805	2.06250150591523	2.31872882989563	2.19368274904547	3.45175665361794	2.57272615686756	1.34092113448379	0.692900723643759	0.987247090524751	1.38142112664406	1.54887068422275	7.32664437012263	5.55415511301571	1.75666883539362	4.18296719831478	5.08729484077683	2.78737774163674	2.39335843035576
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Enterocloster	1.34444034375494	0.90595833048082	1.61611945835652	2.82749250374813	1.66654098484277	3.36968953108873	2.1275570440691	3.21372511221877	1.0204790003471	2.09271979712928	2.55799680864122	0.63820473239177	0.449321288369673	0.669005087226184	0.694846554719166	3.00487546018374	5.21739130434783	1.56009298938465	0.683148991541965	1.12599057076939	1.68704636108023	7.61898308147546	0.486150931166014
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Extibacter	0.0026361575367744	0	0.0115933964014098	0	0.00502727295578513	0	0.0072283931282076	0.00275383471484042	0.00231401133865556	0.00246202329074033	0.00981956548422732	0.0138239292214824	0.0378375821784988	0.0232293433064647	0.0248159483828274	0.0795993499386422	0.0936454849498328	0.061619471753074	0.0609954456733897	0.190590831577891	0.374899191351163	0.0135528901538253	0.134626411707512
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena	0.363789740074867	2.62887656602999	1.54655907994806	2.3332083958021	0.826986401226655	0.563474573907222	1.96612293087247	1.78448489521659	1.51104940414208	0.812467685944309	2.18976310298269	0.131327327604083	0.0496618266092797	0.146344862830728	0.195770259464527	0.212264933169712	0.269788182831661	0.574181441335462	0.19925178919974	0.433844919249674	0.324767322740251	0.133270086512615	0.244322006432151
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalimonas	0.210892602941952	0.269277287145433	0.306065664997218	0.0538793103448276	0.188522735841943	0.0753159083935396	0.137339469435944	0.184506925894308	0.136526668980678	0.172341630351823	0.208665766539831	1.30175333502292	0.24121458638793	0.713140839508467	0.576281468001213	0.739610626513217	1.27982162764771	1.12875668711313	0.410702667534157	0.747316681713311	1.22714095773666	1.00969031645999	0.703049038917005
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Falcatimonas	0.013180787683872	0.00912804363204856	0.187813021702838	0.0421664167916042	0.0201090918231405	0.0195263466205473	0.024094643760692	0.0220306777187233	0.00462802267731112	0.406233842972154	0.0171842395973978	0.00921595281432159	0.0118242444307809	0.0255522776371112	0.286762070201561	0.0431163145500978	0.490523968784838	0.495756659104277	0.638418998048146	0.173036412879928	0.189629242136925	0.490162860563349	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Frisingicoccus	0.039542363051616	0.100408479952534	0.0556483027267668	0.199119190404798	0.0527863660357439	0.0530000836843427	0.0891501819145604	0.06609203315617	0.0555362721277334	0.0492404658148066	0.0736467411317049	0.488445499159044	0.167904270917088	0.970986550210226	0.846499572614222	1.00494179297536	0.811594202898551	2.80648684984455	1.39882888744307	0.692145651519711	0.664792170709911	1.31914797497233	0.206925780957842
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Fusicatenibacter	0.0738124110296831	0.0273841308961457	0.0811537748098683	0.00937031484257871	0.0150818188673554	0.0306842589751458	0.0192757150085536	0.0688458678710104	0.0439662154344556	0.0123101164537017	0.0589173929053639	0.1175033983826	0.0614860710400605	0.0255522776371112	0.132351724708413	0.0298497562269908	0.0312151616499443	0.0504159314343333	0.0487963565387118	0.0376166114956365	0.0457725756882234	0.0180705202051004	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella	0.811936521326514	0.177996850824947	0.155351511778891	0.0304535232383808	0.223713646532438	0.0167368685318977	0.0626460737777992	0.0302921818632446	0.650237186162212	0.0196961863259226	0.0540076101632503	0.0967675045503767	0.151350328713995	0.0487816209435759	0.405327156919514	0.34824715598156	0.494983277591973	0.268884967649777	0.374105400130124	0.315979536563346	0.815187776542645	0.560186126358112	0.124654084914363
