OTU	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_1	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
ASV_2	2.30378850466187	4.89542057481065	12.7764487623883	1.50383631713555	14.5545171339564	0.169599321602714	4.66272474960782	5.58638996138996	0.24330900243309	5.33316910949624	3.96917838903324	7.29034881619375	0.200446973711495	0.326349146289552	0.171897140467839	0.118565086717953	0.13266558323107	0.1917502787068	0.887880570260202	0.154521795705921	0.0476477078944729	0.370539898428475	0.501456935691536	0.124654084914363
ASV_3	0.568865809040482	12.6072127200682	5.25557779622126	0.209718670076726	8.26417445482866	2.54663981344075	0.511644744780982	2.71476833976834	9.59803325223033	2.8377879049144	9.88860018516859	4.92499548165552	0.0760316107181531	0.0969588043324032	0.617900531951962	2.43472026911517	0.0928659082617492	0.0423634336677815	0.487354003865221	0.817338972023422	0.0426321596950547	0.0392336363041915	0.0406586704614759	0.0324100620777343
ASV_11	3.16534875486841	4.62707528715454	0.104965093003954	1.82864450127877	0.0598130841121495	0.352448590205639	3.35706528297333	0.395752895752896	4.29085563665856	7.27183150634315	2.59236030224293	1.08666184709922	0.271870608022487	0.212836399754056	0.281075054008223	0.0965064659332175	0.892176047228948	0.74247491638796	0.16245133462174	0.0772608978529603	0.0275855150968001	0.366180605505787	0.0971290461024147	0.186981127371544
ASV_8	0.0165230732916322	0.012539499423183	0.0610262168627642	0.0588235294117647	0.0149532710280374	1.57939368242527	0.113430674550501	3.51592664092664	0.0608272506082725	0.0147801453380958	0.11050383776842	0.0722935116573288	5.71389074487939	5.28307241167289	5.73300192803549	5.74351338682549	2.07289973798547	4.39910813823857	0.845867294064924	3.7613858165257	6.8637777109038	0.505677979031801	8.38472137516659	6.46206776196056
ASV_10	4.54384515519887	0.115363394693284	0.0707904115608065	3.17391304347826	0.0772585669781931	3.7311850752597	2.14552914202969	1.07625482625483	3.5558596918086	0.0492671511269861	0.433055580443807	0.0451834447858305	0.218878879340138	0.205741853095587	0.213709958419475	0.0579038795599305	0.102815827004079	0.0624303232998885	0.0476150463546481	0.109791802212101	0.0401243855953456	0.0239761110747837	0.0745408958460392	0.0623270424571813
ASV_1385	12.5787796530155	7.34563876210062	0.168432358541229	10.3631713554987	0.0996884735202492	0.166949332202671	0.0917099070833836	0.082046332046332	11.2454379562044	12.6789013425299	0.164262461547651	0.137809506596783	0.0714236343109923	0.00472969777231235	0.00696880299193942	0.00827198279427579	0.00331663958077676	0.0691192865105908	0.0644203568327592	0.0365972674040338	0.0326010632962183	0.00435929292268794	0.0090352601025502	0.0149584901897235
ASV_6	0	0	0.00244104867451057	0.030690537084399	0.0398753894080997	0.0158999364002544	0.0289610232894896	0	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0429242725465389	18.1139552565491	20.5647259140141	2.4390810471788	11.5835332395842	0.397996749693211	0.127090301003344	0.0812256673108702	2.32595966167859	2.70839602768583	0.0980840907604786	1.82738135574078	7.91304131036374
ASV_4	0.351705417207601	0.00752369965390982	1.01059415124738	0.879795396419437	0.0299065420560748	0.0211999152003392	0.229274767708459	0.685328185328185	0.0456204379562044	0.0270969331198423	1.31708628259117	1.45038857762516	0.034559823053706	0.0212836399754056	0.0487816209435759	0.0413599139713789	0.0464329541308746	0.0267558528428094	0.00560177015937036	0.0284645413142485	0.0200621927976728	0.00653893938403191	0.00677644507691265	0.0448754705691706
ASV_7	4.41166056886581	0.621959171389878	0.0829956549333594	7.85677749360614	0.0448598130841121	2.00339198643205	1.72559430433209	1.7253861003861	0.734995944849959	2.68013302130804	0.355404234984918	2.41731429604193	0.548349192452135	0.127701839852433	0.116146716532324	0.286762070201561	0.0895492686809724	0.361204013377926	0.39492479623561	0.0894599869876383	0.687130103320293	0.557989494104056	0.512751010819724	0.511081748148887
