Genus	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira	0.0146659822541615	0.0023162624788641	0	0	0	0.612009792156675	0.00235865745217822	0	0	0	0	0	0.011519941017902	0	0	0.00275732759809193	0.0895492686809724	0.0133779264214047	0.00560177015937036	0.0081327260897853	0.0626943524927275	0.0348743433815035	0.00677644507691265	0.00747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis	3.844931680966	0.928821254024506	2.748716936439	0.961120502294132	2.74038351655886	4.20006720107522	2.25487652428238	2.06190568600815	0.851084407263232	1.13771755636024	0.64379307733091	1.73870232172471	0.935419210653642	1.10911412760725	5.84682571023717	3.15714009981526	3.24035687041889	2.20958751393534	3.59353555723609	4.15175666883539	5.74029491423413	3.06894221757231	0.46079826523006	4.17591184463115
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnotalea	0.063552589768033	0.00463252495772821	0.00986971969996052	0.0917652740883844	0.00914223024706877	0.0192003072049153	0.219355143052574	0.041238113720163	0.0120892671486255	0.114472608340147	0.00252467873463102	0.0544154228855721	0.0046079764071608	0	0	0	0.00331663958077676	0.00222965440356745	0	0	0.0100310963988364	0.00653893938403191	0	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	14.7124245312997	21.3281449053807	13.5708645874457	12.0188360299445	6.3538500217128	6.19689915038641	12.5008844965446	9.61090626819328	9.71493508063541	22.7426702488027	14.1306268777298	25.8369610281924	7.1584913485243	4.28037648394268	1.09642500406514	2.53398406264648	1.79430201320023	5.25975473801561	2.60482312410722	1.08978529603123	4.69455311465543	10.113559580636	12.1637189130582	6.23270424571813
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia	0.904402239006624	0.755101568109698	0.150513225424398	1.13740642356919	0.795374031494983	2.34963759420151	3.37995612897139	3.90791771783427	3.97253318503832	2.89452166802944	5.82443384079376	1.38629767827529	0.216574891136557	0.146620630941683	0.418128179516365	0.154410345493148	0.25538124771981	2.07803790412486	0.330504439402851	0.117924528301887	0.193098605677601	0.289892979358748	1.04809017189582	0.19944653586298
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mediterraneibacter	0.0977732150277432	0.352071896787344	0.0468811685748125	0.115914030427433	0.0731378419765502	0.177602841645466	0.540132556548812	0.325053366970697	0.210353248386083	0.193902581474127	0.141382009139337	1.20232172470978	0.283390549040389	0.309795204086459	0.1649283374759	0.824440951829487	0.205631654008159	0.775919732441471	0.123238943506148	0.548959011060507	1.29150366135019	0.721462978704854	0.639244652255427	1.12936600932413
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Merdimonas	0.413091833492215	1.66307645982443	0.296091590998816	0.415358609031635	1.29819669508377	0.211203379254068	1.10856900252376	1.24684649718611	1.04451268164124	0.689171825721294	0.363553737786867	0.437914593698176	0.152063221436306	0.0378375821784988	0.123115519524263	0.195770259464527	0.321714039335345	0.787068004459309	0.414530991793407	0.406636304489265	0.363627244457819	0.505677979031801	0.304940028461069	0.157064146992097
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium	0.0317762948840165	0.0694878743659231	0.111034346624556	0.00482975126780971	0.0731378419765502	0.012000192003072	0.0259452319739604	0.0291092567436445	0.0483570685945018	0.0210255811237005	0.0100987149385241	0.0207296849087894	0.0161279174250628	0.054391524381592	0.109177913540384	0.0689331899522982	0.116082385327186	0.115942028985507	0.327703554323166	0.0569290826284971	0.0877720934898184	0.246300050131869	0.0248469652820131	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia	0.0586639290166459	0.0602228244504667	0.113501776549546	0.127988408596957	0.0937078600324549	1.14241827869246	0.221713800504753	0.28138948185523	0.0942962837592785	0.0794299731339797	0.401423918806332	0.142516583747927	0.246526737783103	0.106418199877028	0.989570024855397	0.711390520307718	0.679911114059235	2.04013377926421	3.19861076100048	1.19144437215355	4.39612799679005	1.19226661435515	0.390774999435296	0.785320734960485
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Ruminococcus2	0.00244433037569358	0	0	0.00724462690171456	0	0.00480007680122882	0.00235865745217822	0	0.00241785342972509	0.00233617568041117	0	0.00518242122719735	0.0138239292214824	0.00236484888615617	0.227647564403354	0.181983621474067	0.0563828728732049	0.0445930880713489	0.0756238971514999	0.935263500325309	0.0376166114956365	0.337845201508315	0.11971719635879	0.0573408790606068
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Schaedlerella	0.322651609591552	0.250156347717323	0.471279115673115	0.214923931417532	0.877654103718602	0.640810252964047	0.634478854635941	0.839316902775082	0.418288643342441	0.292021960051396	0.315584841828877	0.487147595356551	0.497661451973366	0.584117674880575	0.959371878556993	2.15623018170789	0.713077509867003	1.32441471571906	1.96061955577963	1.78513337670787	1.08335841107433	0.935068331916563	0.463057080255698	0.939891800254294
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Sellimonas	0	0.0115813123943205	0.019739439399921	0.00241487563390485	0.00914223024706877	0.312004992079873	0.922235063801684	0.591888220454104	0.159578326361856	0.151851419226726	0.325683556767401	0.00259121061359867	0.011519941017902	0.0094593955446247	0.00929173732258589	0.00827198279427579	0.00994991874233027	0.00445930880713489	0.00560177015937036	0	0.0100310963988364	0.0108982323067198	0.020329335230738	0.0124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Stomatobaculum	0.241988707193664	0.159822111041623	0.264015001973944	0.0724462690171456	0.102850090279524	1.95603129650074	0.481166120244357	0.587036677663497	0.476317125655843	0.303702838453452	0.39637456133707	0.101057213930348	0.0760316107181531	0.0567563732677482	0.160282468814607	0.162682328287424	0.278597724785248	0.318840579710145	0.364115060359073	0.235849056603774	0.290901795566255	0.706205453475446	0.307198843486707	0.177008800578395
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Syntrophococcus	0	0.0138975748731846	0	0.0120743781695243	0.00228555756176719	0.00240003840061441	0.00235865745217822	0.00727731418591112	0.00483570685945018	0.014017054082467	0	0.189158374792703	0.0023039882035804	0.0638509199262167	0.102209110548445	0.0358452587751951	0.0165831979038838	0.0133779264214047	0.0252079657171666	0.0365972674040338	0.193098605677601	0.108982323067198	0.0835761559485894	0.0249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned	15.291730830339	11.8314687420378	7.85382945124358	14.4047331562425	6.65554361986607	19.0779052464839	21.2774488760997	22.2152144381913	21.0038927440219	10.8935871977573	13.7090055290464	6.82265754560531	6.41660714697141	5.02293903419571	20.783293456294	8.12308710397882	18.5366986169613	13.5830546265329	13.2817970478671	17.7212101496422	13.750125388705	13.3873885655747	15.7710465090014	5.77148413153499
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1|Desulfitobacterium	0.0244433037569358	0.00926504991545642	0.0468811685748125	0.082105771552765	0.164560144447238	0.00240003840061441	0	0.00242577139530371	0.00241785342972509	0.467235136082233	0	0.222844112769486	0.046079764071608	0.0449321288369673	0.0185834746451718	0.00551465519618386	0.189048456104275	0.0981047937569677	0.0196061955577963	0.0284645413142485	0.0300932891965092	0.0959044442991347	0.108423121230602	0.029916980379447
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_2|Pelotomaculum	0.36909388672973	0.238575035323003	0.273884721673904	0.099009900990099	0.0159989029323703	0.156002496039937	0.181616623817723	0.30079565301766	0.377185135037114	0.0116808784020558	0.330732914236663	0.0129560530679934	0.11519941017902	0.0283781866338741	0.00696880299193942	0.00827198279427579	0.152565420715731	0.182831661092531	0.120438058426463	0.00406636304489265	0.0526632560938911	0.246300050131869	0.0338822253845633	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia	0.469311432133167	0.176035948393672	0.498420844848006	0.403284230862111	0.299408040591502	1.11361781788509	0.448144915913862	0.230448282553852	0.14265335235378	0.098119378577269	1.28506147592719	0.318718905472637	0.0253438702393844	0.0520266754954358	0.0348440149596971	0.0413599139713789	0.0198998374846605	0.020066889632107	0.0196061955577963	0.0121990891346779	0.0175544186979637	0.00871858584537588	0.0316234103589257	0.0324100620777343
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Unassigned	0	0	0	0	0.00914223024706877	0.0168002688043009	0.00707597235653466	0.0315350281389482	0.0145071205783505	0.0210255811237005	0.0100987149385241	0.015547263681592	3.8315323825542	5.14354632738968	0.664359218564891	0.708633192709626	0.198998374846605	0.020066889632107	0.16245133462174	0.26024723487313	0.478984853044438	0.237581464286493	0.797361704050055	6.13048789608835
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio	0.23221138569089	0.0115813123943205	0.00986971969996052	0.318763583675441	0.409114803556328	0.14160226563625	0.0542491214000991	0.0703473704638075	0.154742619502406	0.028034108164934	0.0555429321618824	0.0544154228855721	0.0322558348501256	0.0449321288369673	0.190480615113011	0.0909918107370337	0.198998374846605	0.0535117056856187	0.187659300338907	0.313109954456734	0.263316280469455	0.0501318686109113	0.284610693230331	0.0498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acutalibacter	0.109994866906211	0.0023162624788641	0.00246742992499013	0.140062786766482	0.141704568829566	0.0744011904190467	0.063683751208812	0.356588395109645	0.0362678014458764	0.142506716505081	0.0504935746926204	0.0103648424543947	0.0391677994608668	0.0236484888615617	0.19744941810495	0.427385777704249	0.212264933169712	0.20958751393534	0.154048679382685	0.268379960962915	0.0300932891965092	0.12641949475795	0.300422398409794	0.109695594724639
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaeromassilibacillus	0.0611082593923395	0.044008987098418	0.0468811685748125	0.0120743781695243	0.0251411331794391	0.0240003840061441	0.0495318064957426	0.0218319425577334	0.0314320945864262	0.0373788108865787	0.0126233936731551	0.00259121061359867	0.00691196461074119	0.0118242444307809	0.11846965086297	0.0606612071580224	0.0232164770654373	0.0557413600891862	0.0252079657171666	0.0935263500325309	0.0652021265924366	0.132958434141982	0.0135528901538253	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus	0.329984600718633	0.277951497463693	0.56010659297276	0.0893503984544796	0.11427787808836	0.110401766428263	0.0400971766870297	0.058218513487289	0.145071205783505	0.401822217030721	0.265091267136257	0.347222222222222	0.0046079764071608	0.00236484888615617	0.00696880299193942	0.00275732759809193	0.0729660707770887	0.0133779264214047	0.00280088507968518	0.00406636304489265	0.0100310963988364	0.0108982323067198	0	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Butyricicoccus	0.171103126298551	0.111180598985477	0.207264113699171	0.0893503984544796	0.0388544785500423	0.0432006912110594	0.183975281269901	0.152823597904134	0.188592567518557	0.189230230113305	0.121184579262289	0.339448590381426	0.0737276225145727	0.364186728468051	0.564473042347093	0.507348278048915	0.467646180889523	0.889632107023411	1.79256645099852	0.309043591411841	0.268331828668874	1.24021883650472	0.43369248492241	0.186981127371544
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium_IV	0.679523844442815	0.447038658420772	0.446604816423214	0.396039603960396	0.546248257262359	0.439207027312437	1.06611316838456	1.20560838346594	0.819652312676806	1.12603667795818	0.982100027771466	0.445688225538972	0.138239292214824	0.0756751643569976	0.0929173732258589	0.0413599139713789	0.344930516400783	0.180602006688963	0.126039828585833	0.0528627195836044	0.105326512187782	0.0959044442991347	0.121976011384428	0.112188676422926
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Colidextribacter	0.496199066265796	0.0115813123943205	0.74763126727201	0.441922241004588	1.21363106529838	0.715211443383094	0.160388706748119	0.278963710459926	0.406199376193815	0.247634622123584	0.454442172233583	0.171019900497512	0.147455245029145	0.0378375821784988	0.234616367395294	0.173711638679792	0.374780272627774	0.176142697881828	0.182057530179537	0.19925178919974	0.210653024375564	0.31822838335622	0.149081791692078	0.167036473785246
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Dysosmobacter	0.188213438928406	0.0277951497463693	0.547769443347809	0.118328906061338	0.107421205403058	0.122401958431335	0.21227917069604	0.206190568600815	0.186174714088832	0.098119378577269	0.176727511424171	0.015547263681592	0.0506877404787687	0.014189093316937	0.0278752119677577	0.0110293103923677	0.0563828728732049	0.11371237458194	0.0196061955577963	0.0081327260897853	0.1103420603872	0.309509797510844	0.144564161640803	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium	0.0904402239006624	0.143608273689575	0.148045795499408	0.132818159864767	0.150846799076635	0.136802188835021	0.0801943533740595	0.194061711624297	0.0652820426025774	0.151851419226726	0.113610543058396	0.11660447761194	0.126719351196922	0.132431537624746	0.146344862830728	0.295034052995836	0.119399024907963	0.153846153846154	0.131641598745203	0.182986337020169	0.125388704985455	0.0784672726083829	0.106164306204965	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flavonifractor	1.25149715235511	0.743520255715378	0.276352151598895	0.398454479594301	0.477681530409343	1.08001728027648	0.561360473618416	0.502134678827867	0.703595348050001	1.40637775960752	0.676613900881113	0.927653399668325	0.0483837522751884	0.0212836399754056	0.0534274896048689	0.038602586373287	0.109449106165633	0.249721293199554	0.0448141612749629	0.0609954456733897	0.0351088373959274	0.302970858126812	0.0858349709742269	0.0349031437760215
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter	2.64476546650045	1.79278715864082	1.64577575996842	1.31852209611205	1.05364203597468	1.56242499879998	2.40583060122178	3.77935183388318	4.37631470780241	3.5977105478332	3.5572723370951	1.80607379767828	0.205054950118655	0.115877595421653	0.229970498734001	0.118565086717953	0.975092036748367	1.21070234113712	0.131641598745203	0.150455432661028	0.225699668973819	1.11379934174677	0.548892051229925	0.249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Gemmiger	0.0415536163867908	0.0532740370138744	0.0592183181997631	0.0386380101424777	0.0502822663588783	0.0504008064129026	0.0117932872608911	0.0970308558121483	0.0241785342972509	0.0537320406494568	0.0403948597540963	0.0259121061359867	0.0506877404787687	0.0472969777231235	0.00464586866129294	0.110293103923677	0.0232164770654373	0.0334448160535117	0.0364115060359073	0.0365972674040338	0.0225699668973819	0.0196168181520957	0.00677644507691265	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Harryflintia	0.158881474420083	0.0926504991545642	0.165317804974339	0.0917652740883844	0.011427787808836	0.0264004224067585	0.0566077788522773	0.0460896565107704	0.0652820426025774	0.0887746758556243	0.0302961448155722	0.233208955223881	0.0023039882035804	0.00236484888615617	0	0	0.0397996749693211	0.0111482720178372	0	0.00406636304489265	0.0025077740997091	0.00653893938403191	0.0090352601025502	0.00249308169828725
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Intestinimonas	0.747965094962235	0.338174321914159	0.878405053296486	0.149722289302101	0.132562338582497	0.160802572841165	0.179257966365545	0.86357461672812	0.362678014458763	0.544328933535802	0.734681511777626	0.132151741293532	0.239614773172361	0.2104715508679	0.153313665822667	0.0579038795599305	0.252064608139034	0.247491638795987	0.126039828585833	0.117924528301887	0.200621927976728	0.071928333224351	0.273316618102144	0.588367280795792
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Lawsonibacter	0.312874288088778	0.25942139763278	0.202329253849191	0.137647911132577	0.137133453706032	0.312004992079873	0.379743849800693	1.03095284300408	1.73360090911289	0.754584744772807	0.676613900881113	1.26710199004975	0.0852475635324747	0.0472969777231235	0.225324630072708	0.0496318967656547	0.37809691220855	0.198439241917503	0.145646024143629	0.069128171763175	0.0300932891965092	0.0610301009176312	0.0858349709742269	0.0548477973623196
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Neglecta	0.134438170663147	0.0949667616334283	0.00740228977497039	0.0458826370441922	0.0937078600324549	0.0984015744251908	0.0684010661131684	0.0315350281389482	0.0870427234701032	0.056068216329868	0.0757403620389305	0.0362769485903814	0.011519941017902	0.0331078844061864	0.0998861762177983	0.0193012931866435	0.149248781134954	0.12263099219621	0.599389407052629	0.426968119713728	0.0451399337947638	0.233222171363805	0.0383998554358384	0.0673132058537558
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	1.12928063357043	0.308062909688926	0.611922621397552	0.932141994687274	0.740520650012571	1.06801708827341	1.07554779819327	1.47001746555405	1.3298193863488	1.03258965074174	1.81019465273044	0.595978441127695	0.0645116697002511	0.0378375821784988	0.0696880299193942	0.0716905175503902	0.716394149447779	0.762541806020067	0.0952300927092961	0.0731945348080677	0.122880930885746	0.396695655964603	0.291387138307244	0.0523547156640323
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Phocea	0.0855515631492753	0.0602228244504667	0.19492696407422	0.082105771552765	0.0411400361118095	0.0336005376086017	0.108498242800198	0.138268969532311	0.130564085205155	0.203247284195772	0.219647049912899	0.230617744610282	0.034559823053706	0.00709454665846852	0.00464586866129294	0.00551465519618386	0.179098537361945	0.0981047937569677	0.0112035403187407	0.00406636304489265	0.0275855150968001	0.0370539898428475	0.0587291906665763	0.0498616339657451
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus	0.0953288846520496	0.00694878743659231	0	0.127988408596957	0.294836925467968	0.458407334517352	0.0448144915913862	0.106733941393363	0.0290142411567011	0.0303702838453452	0.141382009139337	0.00518242122719735	0.0161279174250628	0.00709454665846852	0.0998861762177983	0.1709543110817	0.0696494311963119	0.0379041248606466	0.0448141612749629	0.0772608978529603	0.0652021265924365	0.0217964646134397	0.0993878611280522	0.0772855326469048
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruthenibacterium	0.0146659822541615	0.00926504991545642	0	0.0120743781695243	0.00457111512353439	0.00720011520184323	0.00707597235653466	0.00727731418591112	0.00725356028917527	0.0233617568041117	0.0530182534272514	0	0.0322558348501256	0.0307430355200303	0.00696880299193942	0.038602586373287	0.0364830353885443	0.020066889632107	0.0644203568327592	0.0325309043591412	0.102818738088073	0.178731009830206	0.0135528901538253	0.32659370247563
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Unassigned	0.625748576177556	1.14191740208	0.0592183181997631	0.0748611446510505	0.0525678239206454	0.420006720107522	1.03545062150624	0.439064622549971	0.28047099784811	0.203247284195772	1.4491655936782	0.479373963515755	0.105983457364698	0.118242444307809	0.464586866129295	0.71414784790581	0.315080760173792	0.294314381270903	0.330504439402851	1.18737800910865	0.152974220082255	0.311689443972188	0.112940751281878	0.264266660018449
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned	0.69663415707267	1.96650684455563	0.866067903671536	0.548176768896402	0.557676045071195	0.352805644890318	0.889213859471189	0.465748107898312	0.824488019536256	1.06295993458708	0.507460425660835	0.795501658374793	1.4929843559201	4.57834744359835	3.78173709029246	10.0752750434279	2.00988358595071	1.55406911928651	4.7446993249867	5.2537410540013	2.3974320393219	0.952505503607315	0.932890605588308	1.86731819201715
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae|Vallitalea	0	0.0023162624788641	0	0.00241487563390485	0.00228555756176719	0	0	0.00242577139530371	0.00483570685945018	0.00233617568041117	0.00504935746926204	0.00518242122719735	0.359422159758542	0.5935770704252	1.43325048200887	1.53307414453911	0.24543132897748	0.30546265328874	0.305296473685685	0.841737150292778	0.190590831577891	0.0632097473789751	0.198775722256104	0.877564757797113
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Allobaculum	0	0	0	0	0	0	0	0.00242577139530371	0	0	0	0	0.133631315807663	0.165539422030932	0.00232293433064647	0	0	0.00222965440356745	0.00280088507968518	0.00406636304489265	0.180559735179055	0.135138080603326	0.243952022768855	0.184488045673257
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Amedibacillus	0.0879958935249688	0.00694878743659231	0.0419463087248322	0.0217338807051437	0.0274266907412063	0.0144002304036865	0.00943462980871288	0.00242577139530371	0.0145071205783505	0.00233617568041117	0.0176727511424171	0.00259121061359867	0.0391677994608668	0.0378375821784988	0.188157680782364	0.267460777014917	0.321714039335345	0.0668896321070234	0.285690278127888	0.231782693558881	0.0451399337947638	0.0610301009176312	0.0090352601025502	0.107202513026352
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Breznakia	0	0	0	0	0.00228555756176719	0	0	0	0	0.00233617568041117	0	0	0.271870608022487	0.0638509199262167	0	0	0.212264933169712	0.00445930880713489	0.00280088507968518	0.0406636304489265	0.0150466445982546	0	0.0338822253845633	0.0249308169828725
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	5.76617535626115	2.15412410534362	0.799447295696802	2.48490702728809	6.29671108266862	10.3753660058561	0.969408212845248	1.25654958276732	1.07836262965739	0.366779581824553	2.78472064429801	5.41822139303483	0.599036932930903	0.603036465969825	0.620223466282608	2.44574957950754	0.0961825478425259	0.0423634336677815	0.490154888944907	0.821405335068315	0.564249172434547	0.3073301510495	0.804138149126968	0.588367280795792
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.158881474420083	0.0718041368447872	0.123371496249507	0.099009900990099	0.297122483029735	0.288004608073729	0.127367502417624	0.0242577139530371	0.0362678014458764	0.0303702838453452	0.169153475220278	0.0103648424543947	0.11289542197544	0.215201248640212	0.109177913540384	0.0827198279427579	0.0663327916155351	0.0133779264214047	0.0532168165140184	0.187052700065062	0.230715217173237	0.261557575361276	0.740891328409117	0.179501882276682
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned|Unassigned	0.0586639290166459	0.0115813123943205	0.0394788787998421	0.0289785076068582	0.0274266907412063	0.0216003456055297	0.00707597235653466	0.0121288569765185	0.0217606808675258	0.00934470272164467	0.0302961448155722	0.015547263681592	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella	0.0122216518784679	0.0277951497463693	0.0296091590998816	0.0144892538034291	0.0982789751559893	0.0192003072049153	0.0283038894261386	0.0630700562778964	0.0628641891728523	0.084102324494802	0.154005402812492	0.121786898839138	0.191231020897173	0.0662157688123729	0.0998861762177983	0.0689331899522982	0.0762827103578654	0.0512820512820513	0.0644203568327592	0.069128171763175	0.0877720934898184	0.0283354039974716	0.0587291906665763	0.0149584901897235
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae|Bombella	0	0	0	0.161796667471625	0	0	0	0	0	0	0	0.145107794361526	0	0	0	0	0	0	0	0.174853610930384	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae|Reyranella	0.127105179536066	0.0254788872675052	0	0.0144892538034291	0.00457111512353439	0	0.00235865745217822	0.0460896565107704	0.0846248700403782	0.0186894054432893	0.00252467873463102	0.015547263681592	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae|Parasutterella	0.0586639290166459	0.0208463623097769	0.0246742992499013	0.00965950253561942	0.0251411331794391	0.00720011520184323	0	0.00970308558121483	0.00241785342972509	0.00934470272164467	0.0126233936731551	0.0103648424543947	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Vampirovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium	0.063552589768033	0.0162138373520487	0.0666206079747335	0.0265636319729534	0.0137133453706032	0.012000192003072	0.0306625468783169	0.0266834853483408	0.0483570685945018	0.0677490947319239	0.0353455022848343	0.0751451077943615	0.00921595281432159	0	0.00232293433064647	0	0.00331663958077676	0.00222965440356745	0.00280088507968518	0	0.0025077740997091	0.00217964646134397	0.00677644507691265	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Bilophila	0.354427904475569	0.453987445857365	0.542834583497829	0.171456170007245	0.134847896144264	0.093601497623962	1.07083048328891	1.32204541044052	1.88592567518557	0.936806447844878	0.855866091039915	0.704809286898839	0.0714236343109923	0.040202431064655	0.0464586866129295	0.00827198279427579	0.013266558323107	0.0133779264214047	0.0140044253984259	0.0081327260897853	0.0526632560938911	0.0326946969201595	0.106164306204965	0.0523547156640323
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0.0586639290166459	0.0138975748731846	0.0419463087248322	0.0603718908476213	0.0342833634265079	0.0432006912110594	0.00235865745217822	0.0242577139530371	0.0217606808675258	0.0116808784020558	0.0429195384887273	0.0440505804311774	0.0575997050895099	0.0733103154708414	3.34270250180027	6.32255218242479	9.47895592185997	2.48160535117057	14.0436377895415	6.07921275211451	0.100310963988364	0.12641949475795	0.090352601025502	0.12714716661265
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter	0.00488866075138716	0.0023162624788641	0.00246742992499013	0.00724462690171456	0.00685667268530158	0.00480007680122882	0	0.0533669706966815	0.0894605768998283	0.0911108515360355	0.108561185589134	0.0777363184079602	0.0944635163467963	0.125336990966277	0.0975632418871518	0	0	0	0	0.00406636304489265	0.0025077740997091	0	0.00225881502563755	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Pseudescherichia	0.310429957713085	0.0648553494081949	0.056750888274773	0.115914030427433	0.0685667268530158	0.12000192003072	0.0636837512088119	0.041238113720163	0.220024662104983	0.0584043920102792	0.100987149385241	0.0984660033167496	0.0299518466465452	0.106418199877028	0.0743338985806871	0.0165439655885516	0.361513714304667	0.040133779264214	0.0980309777889813	0.126057254391672	0.0401243855953456	0.0501318686109113	0.0790585258973143	0.00249308169828725
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Siccibacter	0.0586639290166459	0.0301114122252334	0.0419463087248322	0.082105771552765	0.0388544785500423	0.0432006912110594	0.0283038894261386	0.058218513487289	0.0459392151647767	0.0490596892886345	0.0530182534272514	0.0881011608623549	0.0875515517360551	0.0851345599016223	0.0743338985806871	0.0634185347561144	0.0431163145500978	0.0379041248606466	0.0476150463546481	0.101659076122316	0.0326010632962183	0.0174371716907518	0.0271057803076506	0.112188676422926
