Family	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.217160391832881	0.551737974620053	0.21237123468242	0.0869565217391304	0.533333333333333	0.469048123807505	0.098950162905756	0.412644787644788	0.197688564476886	0.24879911319128	1.54406713854792	0.449575275619013	0.0645116697002511	0.0685806176985291	0.360054821250203	1.69299914522844	0.232164770654373	0.0914158305462653	0.77864605215248	1.56554977228367	0.0677099006921456	0.069748686763007	0.121976011384428	0.114681758121214
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae	0.018883512333294	0.0476500978080955	0.0439388761411903	0.0434782608695652	0.0498442367601246	0.0476998092007632	0.0241341860745746	0.0144787644787645	0.0202757502027575	0.0123167877817465	0.0238927216796583	0.0158142056750407	0.0207358938322236	0.0260133377477179	0.0301981462984041	0.0606612071580224	0.0729660707770887	0.0289855072463768	0.0896283225499258	0.0609954456733897	0.0275855150968001	0.0392336363041915	0.0338822253845633	0.00997232679314901
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Unassigned	0.00708131712498525	0	0	0.00255754475703325	0.00747663551401869	0.026499894000424	0.00241341860745746	0.0217181467181467	0	0	0.00895977062987187	0	0.0253438702393844	0.0094593955446247	0.137053125508142	0.113050431521769	0.0165831979038838	0.00222965440356745	0.0280088507968518	0.126057254391672	0.0025077740997091	0.0217964646134397	0.0271057803076506	0.00997232679314901
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned	0.056650536999882	0.0200631990770928	0.21481228335693	0.0127877237851662	0.00747663551401869	0.116599533601866	0.00241341860745746	0.028957528957529	0.0177412814274128	0.0221702180071437	0.00597318041991458	0.454093620097596	0.011519941017902	0.0567563732677482	0.28339798833887	0.0248159483828274	0.0331663958077676	0.00222965440356745	0.0504159314343333	0.0894599869876383	0.0025077740997091	0.00653893938403191	0.00225881502563755	0.0274238986811598
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.00236043904166175	0.00752369965390982	0.0244104867451057	0	0.0996884735202492	0.0211999152003392	0.00241341860745746	0.0506756756756757	0.0202757502027575	0.0024633575563493	0.164262461547651	0.0112958611964576	0.0023039882035804	0.00236484888615617	0.044135752282283	0.126837069512229	0.0298497562269908	0	0.0252079657171666	0.0731945348080677	0.0025077740997091	0.00435929292268794	0.0225881502563755	0
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae	0.037767024666588	0.0326026985002759	0.0317336327686374	0.00767263427109974	0.0373831775700935	0.0079499682001272	0.036201279111862	0.0434362934362934	0.0126723438767234	0.00985343022539722	0.020906131469701	0.0542201337429966	0.0668156579038315	0.0993236532185593	0.223001695742061	0.231615518239722	0.0862326291001957	0.0379041248606466	0.173654874940481	0.195185426154847	0.0526632560938911	0.0370539898428475	0.065505635743489	0.149584901897235
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	0.703410834415201	2.65586597783016	3.22706634770297	3.10997442455243	1.38068535825545	1.93979224083104	0.774707372993846	0.873552123552124	0.709651257096513	1.17009483926592	2.64910551623212	0.783932767034159	0.179711079879271	0.234120039729461	0.432065785500244	0.0689331899522982	0.315080760173792	0.379041248606466	0.193261070498277	0.272446324007807	0.303440666064801	0.0566708079949432	0.176187571999729	0.411358480217397
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae	0.191195562374602	0.436374579926769	0.497973929600156	0.363171355498721	0.525856697819315	0.919546321814713	0.36201279111862	0.272683397683398	0.32441200324412	0.428624214804779	0.528626467162441	0.329839146936562	0.188927032693593	0.267227924135648	0.267137448024344	0.137866379904596	0.162515339458061	0.0356744704570792	0.128840713665518	0.191119063109954	0.105326512187782	0.0479522221495673	0.0880937859998645	0.109695594724639
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae	2.37696211495338	5.13617896373577	4.94068251720939	3.33503836317136	3.82554517133956	6.21952512189951	5.86702063472909	3.2480694980695	2.38493511759935	3.44131050621998	6.85721112206194	3.93321886860654	6.64009400271871	5.58104337132857	3.11737787172757	2.50365345906747	9.93001890484561	2.0066889632107	3.38627006133938	6.56310995445673	4.37105025579296	1.70448353277098	4.04553771091685	5.68671935379322
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	0.325740587749321	2.31980739328886	3.09036762193038	1.27365728900256	0.986915887850467	0.967246131015476	1.22360323398093	1.44787644787645	4.60006082725061	1.48294124892228	2.76259594421049	1.41876016627508	0.509181392991268	0.761481341342288	1.45647982531534	0.603854743982132	0.832476534774966	0.416945373467113	1.40884519508165	2.40728692257645	0.336041729361019	0.311689443972188	0.5714802014863	0.545984891924908
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae	0.280892245957748	0.298440086271756	0.329541571058927	0.514066496163683	0.216822429906542	0.73934704261183	1.08603837335586	0.207528957528958	0.904805352798054	0.396600566572238	0.501747155272825	0.309506596782939	0.942331175264383	0.435132195052736	0.150990731492021	0.0799625003446659	0.497495937116514	0.1917502787068	0.224070806374814	0.170787247885491	0.253285184070619	0.111161969528542	0.264281357999593	0.396399990027673
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.472317581733982	0.312160052972615	0.290366791330809	0.281247415005377	0.583728566216709	0.0423634336677815	0.092429207629611	0.524560832791152	0.308456214264219	0.0675690403016631	0.140046531589528	0.241828924733864
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	0	0	0.00488209734902114	0	0.00498442367601246	0.026499894000424	0.0530952093640642	0.0555019305019305	0	0	0	0.00225917223929152	0.251134714190263	0.156080026486308	0.220678761411415	0.763779744671464	0.198998374846605	0.272017837235229	0.484553118785536	0.418835393623943	0.100310963988364	0.0675690403016631	0.126493641435703	0.206925780957842
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.0184319056286432	0.0094593955446247	0.00696880299193942	0.0165439655885516	0.149248781134954	0.0557413600891862	0.00560177015937036	0	0	0.0305150504588156	0.275575433127781	0.221884271147566
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.00921595281432159	0.014189093316937	0.00696880299193942	0.176468966277883	0.192365095685052	0.11371237458194	0.145646024143629	0.166720884840599	0.137927575484	0.102443383683167	0.180705202051004	0.164543392086959
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae	0.179393367166293	0.270853187540753	0.42962456671386	0.219948849104859	0.276635514018692	0.429298282806869	0.50440448895861	0.499517374517375	0.408049472830495	0.391673851459539	0.773526864378939	0.3998734863546	0.255742690597424	0.30270065742799	0.334502543613092	0.259188794220641	0.205631654008159	0.158305462653289	0.145646024143629	0.406636304489265	0.102818738088073	0.0915451513764467	0.266540173025231	0.147091820198948
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.47208780833235	1.59000852685961	0.153786066494166	0.0869565217391304	0.528348909657321	0.233199067203731	0.17135272112948	0.513996138996139	1.15825223033252	0.933612513856386	0.39721649792432	0.314024941261522	0.170495127064949	0.153715177600151	1.69574206137192	1.60200733449141	1.40293854266857	0.486064659977703	0.285690278127888	1.43135979180221	0.381181663155783	0.313869090433532	0.582774276614488	0.428810052105407
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.273810928832763	0.343582284195215	0.42962456671386	0.227621483375959	0.351401869158878	0.59624761500954	0.214794256063714	0.13996138996139	0.179947283049473	0.118241162704767	0.218021085326882	0.1332911621182	0.225790843950879	0.323984297403396	0.506399684080931	0.468745691675628	0.361513714304667	0.245261984392419	0.310898243845055	0.443233571893299	0.228207443073528	0.174371716907518	0.325269363691807	0.201939617561267
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae	0	0	0.00244104867451057	0	0.00249221183800623	0	0	0	0.00253446877534469	0	0.00298659020995729	0	0.156671197843467	0.16080972425862	0.209064089758183	0.270218104613009	0.0331663958077676	0.0334448160535117	0.109234518107722	0.642485361093038	0.0200621927976728	0.0152575252294078	0.0383998554358384	0.114681758121214
