Order	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	0.217160391832881	0.551737974620053	0.21237123468242	0.0869565217391304	0.533333333333333	0.469048123807505	0.098950162905756	0.412644787644788	0.197688564476886	0.24879911319128	1.54406713854792	0.449575275619013	0.152897137132915	0.207662992629105	0.0672416991281766	0.182721139430285	0.105572732071488	0.415632235208792	0.125292147555598	0.316690992206648	0.0485942381117667	0.329911120959204	0.490978274211366
Bacteria|Actinobacteria|Actinobacteria|Micrococcales	0.0259648294582792	0.0476500978080955	0.0439388761411903	0.0460358056265985	0.0573208722741433	0.0741997032011872	0.0265476046820321	0.0361969111969112	0.0202757502027575	0.0123167877817465	0.0328524923095302	0.0158142056750407	0.0579954658090368	0.0753063599644006	0.0510109441662029	0.0398238380809595	0.0553000025136365	0.050210605595693	0.0819217887863528	0.079861206730372	0.0462802267731112	0.0640126055592486	0.0981956548422732
Bacteria|Actinobacteria|Actinobacteria|Unassigned	0.056650536999882	0.0200631990770928	0.21481228335693	0.0127877237851662	0.00747663551401869	0.116599533601866	0.00241341860745746	0.028957528957529	0.0177412814274128	0.0221702180071437	0.00597318041991458	0.454093620097596	0.195075657721305	0.0273841308961457	0.104340567612688	0.0117128935532234	0.497700022622728	0.0976317331027365	0.0192757150085536	0.118414892738138	0.0809903968529446	0.0960189083388729	0.0196391309684546
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.00236043904166175	0.00752369965390982	0.0244104867451057	0	0.0996884735202492	0.0211999152003392	0.00241341860745746	0.0506756756756757	0.0202757502027575	0.0024633575563493	0.164262461547651	0.0112958611964576	0.0606316233458111	0.0867164145044613	0.111296605453534	0.426349325337331	0.00502727295578513	0.00278947808864961	0.0024094643760692	0.00275383471484042	0.0462802267731112	0	0.00490978274211366
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	3.84043432078367	10.8893012990921	12.1124835229214	8.36572890025576	6.90591900311526	10.8676065295739	9.41474598769157	6.08590733590734	8.96188158961882	6.98115531469393	13.3829107308186	6.82721850713898	17.5515368798439	5.89671618630337	5.9358189575218	4.36656671664168	6.61086393685745	16.025551619292	7.06214008625882	18.5938919946025	6.63658451926414	12.4381416648201	13.0968454645882
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683
Bacteria|Firmicutes|Bacilli|Bacillales	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.920571226248082	2.20193609871094	1.00815310257287	0.534526854219949	1.15638629283489	1.26139495442018	0.876070954507059	1.14382239382239	1.76145579886456	1.51250153959847	1.3917510378401	0.826857039580698	1.16781778879106	1.60197165742452	0.679373029122612	0.447432533733133	0.349395470427067	0.407263800942844	0.33009661952148	1.0767493735026	0.573874811986579	0.438240145751779	1.43120166932613
Bacteria|Firmicutes|Clostridia|Clostridiales	88.0467366930249	63.2517429904198	50.9398037396866	83.0664961636829	74.7688473520249	71.7617129531482	79.0008446965126	80.4150579150579	72.9698905109489	82.4461140534549	63.0140668398889	69.0425628049883	58.0112827542574	79.6102325369115	72.3149693934335	74.2363193403298	68.788175854008	59.1927250411448	81.6447003831048	66.1333406768926	69.2953835473794	66.0905532166334	69.3408616668712
