OTU	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_1	8.93647185353572	10.0317327959604	11.8905448085274	27.208403767206	39.1835988389368	0.604809676954831	0.165106021652475	0.194061711624297	0.14748905921323	5.22836117276019	0.176727511424171	10.3233830845771	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
ASV_2	11.9087775903791	9.56384777522989	6.72127911567311	9.77300169041294	3.64317875345691	2.464839437431	5.0357336604005	3.75024257713953	0.500495659953094	9.01530195070669	6.87217551566563	8.35406301824212	0.200446973711495	0.326349146289552	0.171897140467839	0.118565086717953	0.13266558323107	0.1917502787068	0.887880570260202	0.154521795705921	0.0476477078944729	0.370539898428475	0.501456935691536	0.124654084914363
ASV_3	5.76617535626115	2.15412410534362	0.794512435846822	2.48490702728809	6.29442552510685	10.3753660058561	0.969408212845248	1.25169803997671	1.07836262965739	0.366779581824553	2.78472064429801	5.41303897180763	0.0760316107181531	0.0969588043324032	0.617900531951962	2.43472026911517	0.0928659082617492	0.0423634336677815	0.487354003865221	0.817338972023422	0.0426321596950547	0.0392336363041915	0.0406586704614759	0.0324100620777343
ASV_11	0.569528977536604	5.57292752414704	0.172720094749309	0.429847862835064	0.11427787808836	0.218403494455911	5.21263296931387	2.46458373762857	5.75690901617544	10.8305104543862	3.64816077154182	15.295916252073	0.271870608022487	0.212836399754056	0.281075054008223	0.0965064659332175	0.892176047228948	0.74247491638796	0.16245133462174	0.0772608978529603	0.0275855150968001	0.366180605505787	0.0971290461024147	0.186981127371544
ASV_8	0.0415536163867908	0.0208463623097769	0.0148045795499408	0.0531272639459068	0.0799945146618518	1.23361973791581	0.224072457956931	0.0897535416262371	0.0676998960323025	0.0654129190515127	0.0782650407735616	0.114013266998342	5.71389074487939	5.28307241167289	5.73300192803549	5.74351338682549	2.07289973798547	4.39910813823857	0.845867294064924	3.7613858165257	6.8637777109038	0.505677979031801	8.38472137516659	6.46206776196056
ASV_10	2.99186037984894	0.122761911379798	0.809317015396763	2.40038638010142	2.34041094324961	3.29045264724236	8.31898483383258	9.71278866679604	9.76571000265964	2.4272865319472	3.94859754096291	0.196932006633499	0.218878879340138	0.205741853095587	0.213709958419475	0.0579038795599305	0.102815827004079	0.0624303232998885	0.0476150463546481	0.109791802212101	0.0401243855953456	0.0239761110747837	0.0745408958460392	0.0623270424571813
ASV_1385	0.00977732150277431	0.0579065619716026	0.056750888274773	0.0410528857763825	0.0777089571000846	0.00960015360245764	0.0188692596174258	0.00485154279060741	0	0.0607405676906903	0.0782650407735616	0.0233208955223881	0.0714236343109923	0.00472969777231235	0.00696880299193942	0.00827198279427579	0.00331663958077676	0.0691192865105908	0.0644203568327592	0.0365972674040338	0.0326010632962183	0.00435929292268794	0.0090352601025502	0.0149584901897235
ASV_6	0	0	0	0.00482975126780971	0.0548533814824126	0.0384006144098306	0.0117932872608911	0.109159712788667	0.0459392151647767	0.0654129190515127	0.0555429321618824	0.0932835820895522	18.1139552565491	20.5647259140141	2.4390810471788	11.5835332395842	0.397996749693211	0.127090301003344	0.0812256673108702	2.32595966167859	2.70839602768583	0.0980840907604786	1.82738135574078	7.91304131036374
ASV_4	0.0879958935249688	0.122761911379798	0.0518160284247927	0.123158657329148	2.74266907412063	0.0576009216147458	0.247659032478713	0.584610906268193	0.401363669334365	0.506950122649223	0.345880986644449	0.536380597014925	0.034559823053706	0.0212836399754056	0.0487816209435759	0.0413599139713789	0.0464329541308746	0.0267558528428094	0.00560177015937036	0.0284645413142485	0.0200621927976728	0.00653893938403191	0.00677644507691265	0.0448754705691706
ASV_7	2.07523648896385	0.044008987098418	0.0419463087248322	1.10842791596233	0.575960505565333	0.30480487687803	3.00257093662287	5.04803027362701	1.98263981237457	1.39936923256629	2.67868413744351	0.0595978441127695	0.548349192452135	0.127701839852433	0.116146716532324	0.286762070201561	0.0895492686809724	0.361204013377926	0.39492479623561	0.0894599869876383	0.687130103320293	0.557989494104056	0.512751010819724	0.511081748148887
ASV_9	1.79169416538339	3.31920413221226	3.91334386103435	5.38034291234001	1.98157840605216	1.39442231075697	0.301908153878812	0.160100912090045	0.217606808675258	0.34108164934003	0.540281249211038	1.23082504145937	0.170495127064949	0.0922291065600908	0.734047248484285	0.352937932555767	0.50081257669729	0.280936454849498	0.747836316275943	1.97218607677293	0.0877720934898184	0.154754898755422	0.463057080255698	0.142105656802373
ASV_14	0.0611082593923395	0.0509577745350103	0.0271417291748914	0.0386380101424777	1.20448883505131	1.44242307876926	0.0283038894261386	0.545798563943334	3.04165961459416	0.42051162247401	0.0504935746926204	0.0414593698175788	1.03218671520402	0.806413470179256	1.47738623429116	3.50180604957675	1.17740705117575	5.35340022296544	1.72254432400639	0.679082628497072	6.60547697863376	11.6698271540356	2.35594407173997	0.957343372142305
ASV_15	0.779741389846252	0.321960484562111	0.101164626924595	1.08427915962328	0.7245217470802	2.03523256372102	2.32563624784772	2.84542984669125	2.72492081530018	1.60962504380329	5.4937009265571	0.443097014925373	0.177407091675691	0.120607293193965	0.346117215266324	0.115807759119861	0.172465258200391	1.90189520624303	0.302495588606	0.0975927130774236	0.132912027284582	0.18091065629155	0.950961125793409	0.157064146992097
ASV_13	0.158881474420083	0.0718041368447872	0.123371496249507	0.099009900990099	0.297122483029735	0.288004608073729	0.127367502417624	0.0242577139530371	0.0362678014458764	0.0303702838453452	0.169153475220278	0.0103648424543947	0.11289542197544	0.215201248640212	0.109177913540384	0.0827198279427579	0.0663327916155351	0.0133779264214047	0.0532168165140184	0.187052700065062	0.230715217173237	0.261557575361276	0.740891328409117	0.179501882276682
ASV_21	0.640414558431718	0.136659486252982	0.342972759573628	0.565080898333736	0.214842410806116	1.27922046752748	2.22421397740406	1.17164758393169	1.62721535820499	0.252306973484406	1.04269231740261	0.0699626865671642	0.306430431076193	0.316889750744927	0.594671188645497	0.667273278738247	0.928659082617492	1.73913043478261	0.823460213427443	0.378171763175016	0.484000401243856	1.19662590727784	0.560186126358112	0.418837725312258
ASV_19	0.970399159150351	0.0463252495772821	0.0394788787998421	1.66143443612654	0.059424496605947	0.612009792156675	1.43878104582871	0.169803997671259	0.510167073671994	0.285013433010162	0.52008381933399	0.0336857379767828	0.0506877404787687	0.0307430355200303	3.60751701549397	0.239887501033998	2.47089648767868	3.8015607580825	0.498557544183962	1.89492517891997	2.22690340054168	0.379258484273851	2.02389826297125	0.0872578594400538
ASV_12	4.36312972061304	0.979779028559516	0.0715554678247138	6.05167833856556	0.082280072223619	8.14093025488408	0.110856900252376	0.0121288569765185	0.00967141371890036	0.0070085270412335	1.01239617258704	0.0414593698175788	0.0184319056286432	0.151350328713995	0.00464586866129294	0	0.0165831979038838	0.00222965440356745	0.0140044253984259	0.0162654521795706	0.258300732270037	0.0217964646134397	0.00225881502563755	0.102216349629777
ASV_17	0.317762948840165	2.897644361059	0.0518160284247927	0.224583433953151	0.0479967087971111	0.12000192003072	2.83038894261386	1.27110421113914	3.11177736405619	5.34516995678075	2.00459491529703	6.30182421227197	0.0529917286823491	0.101688502104716	0.127761388185556	0.0606612071580224	1.23378992404895	0.833890746934225	0.134442483824889	0.0325309043591412	0.00752332229912729	0.111161969528542	0.0383998554358384	0.0698062875520431
ASV_20	1.50081885067586	5.32045491395085	4.17242400315831	0.608548659744023	0.891367449089205	0.132002112033793	0.837323395523268	1.5718998641568	1.64897603907251	1.25919869174162	1.46431366608599	0.966521558872305	0.0529917286823491	0.0709454665846852	0.0929173732258589	0.0413599139713789	0.0829159895194189	0.142697881828317	0.0700221269921295	0.0325309043591412	0.0200621927976728	0.074107979685695	0.173928756974091	0.0174515718880108
ASV_29	1.20261054484124	4.58619970815093	3.68387287801026	0.528857763825163	0.738235092450803	0.134402150434407	0.705238578201288	1.33660003881234	1.3491622137866	1.47179067865904	1.45926430861673	1.02611940298507	0.0806395871253139	0.0733103154708414	0.083625635903273	0.0358452587751951	0.12271566448874	0.256410256410256	0.0980309777889813	0.0162654521795706	0.050155481994182	0.0893655049151028	0.440468929999322	0.039889307172596
