OTU	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_22	1.5985920657036	0.0301114122252334	0.394788787998421	1.30403284230862	1.07192649646881	1.45682330917295	3.79979715545911	4.16262371434116	4.45852172441307	1.02090877233968	1.89603372970789	0.0570066334991708	0.0737276225145727	0.0614860710400605	0.0743338985806871	0.0303306035790112	0.0364830353885443	0.0133779264214047	0.00840265523905554	0.0365972674040338	0.0125388704985455	0.0130778787680638	0.0271057803076506	0.029916980379447
ASV_23	1.04861773117255	1.49630556134621	1.65564547966838	0.393624728326491	0.550819372385894	0.20160322565161	0.360874590183268	0.526392392780904	0.39411010904519	1.47646303001986	0.504935746926204	1.41998341625207	0.154367209639887	0.139526084283214	0.429742851169597	0.394297846527146	0.520712414181951	0.425863991081382	0.641402683247906	0.394437215354587	0.546694753736583	0.621199241483031	0.517268640870999	0.496123257959163
ASV_16	0.00488866075138716	0.00694878743659231	0.00246742992499013	0.00965950253561942	0.0159989029323703	0	0.0117932872608911	0.0242577139530371	0.00725356028917527	0.00233617568041117	0.00504935746926204	0.0129560530679934	0.317950372094095	0.19155275977865	0.657390415572952	8.25268150108914	0.686544393220789	0.0334448160535117	0.845867294064924	3.13923227065712	0.0902798675895275	0.0239761110747837	0.140046531589528	0.107202513026352
ASV_28	1.45926523428907	3.54156533018322	2.81040268456376	0.495049504950495	0.795374031494983	0.105601689627034	0.934028351062575	2.07888608577528	1.80855436543437	1.14939843476229	1.44411623620894	0.72294776119403	0.0575997050895099	0.0591212221539044	0.116146716532324	0.0413599139713789	0.0895492686809724	0.136008918617614	0.0980309777889813	0.0162654521795706	0.0877720934898184	0.139497373526014	0.131011271486978	0.0448754705691706
ASV_25	0.0684412505194202	0.0764366618025155	0.555171733122779	0.0217338807051437	1.19306104724247	0.0552008832141314	0.0283038894261386	0.43178730836406	0.539181314828695	0.238289919401939	0.100987149385241	0.134742951907131	0.0322558348501256	0.0189187910892494	0.0162605403145253	0.0744478451484821	0.0364830353885443	0.193979933110368	0.899084110578943	0.0284645413142485	0.0125388704985455	0.14821595937139	0.0587291906665763	0.0174515718880108
ASV_30	0.00244433037569358	0.00926504991545642	0.0148045795499408	0.00724462690171456	0.00914223024706877	0.0768012288196611	0.0141519447130693	0.082476227440326	0.0556106288836771	0.0467235136082233	0.0403948597540963	0.0570066334991708	3.5850056447711	5.69928581563638	2.68763502055797	0.363967242948135	1.8407349673311	1.520624303233	0.137243368904574	0.471698113207547	4.22810713210954	3.28690686370671	2.42370852250909	3.15873451172995
ASV_26	0.43020214612207	0.333541796956431	0.0518160284247927	0.357401593817918	0.370260325006285	0.477607641722268	0.867985942401585	0.356588395109645	0.382020841896564	0.198574932834949	0.355979701582974	0.510468490878939	0.0829435753288943	0.0189187910892494	0.0975632418871518	0.121322414316045	0.139298862392624	0.187290969899666	0.375318600677814	0.142322706571243	0.280870699167419	0.163473484600798	0.0767997108716767	0.0972301862332029
ASV_24	0.677079514067121	0.282584022421421	1.3250098697197	0.777589954117363	0.749662880259639	1.02721643546297	0.351439960374555	0.606442848825927	0.27079958412921	0.263987851886462	0.701860688227423	0.518242122719735	0.352510195147801	0.607766163742137	0.223001695742061	0.121322414316045	0.404630028854764	0.0824972129319956	0.196061955577963	0.41476903057905	0.238238539472364	0.0479522221495673	0.144564161640803	0.658173568347835
ASV_27	0.0244433037569358	0.0324276747040975	0.00986971969996052	0.0144892538034291	0.0297122483029735	0.554408870541929	0.021227917069604	0.0145546283718222	0.0193428274378007	0.0887746758556243	0.108561185589134	0.00777363184079602	0.0806395871253139	0.00709454665846852	0.0627192269274548	0.308820690986296	1.6981194653577	2.25863991081382	0.0896283225499258	0.117924528301887	0.0752332229912729	0.0828265655310709	6.4602109733234	0.029916980379447
ASV_119	1.22949817897387	1.78815463368309	1.01411369917094	0.847621347500604	0.404543688432793	0.396006336101378	0.969408212845248	0.82476227440326	0.12814623177543	1.61663357084453	1.20679643515363	1.24378109452736	0.0552957168859295	0.0993236532185593	0.0743338985806871	0.0303306035790112	0.0298497562269908	0.0958751393534002	0.182057530179537	0.0203318152244632	0.050155481994182	0.108982323067198	0.151340606717716	0.0324100620777343
ASV_157	0.882403265625382	0.590646932110347	1.48045795499408	0.642356918618691	0.52110712408292	0.624009984159747	1.04724390876713	0.601591306035319	0.377185135037114	0.541992757855391	0.29791209068646	1.05980514096186	0.147455245029145	0.115877595421653	0.325210806290506	0.198527587062619	0.487546018374183	0.441471571906355	0.504159314343332	0.365972674040338	0.22319189487411	0.329126615662939	0.20329335230738	0.336566029268779
ASV_34	0.017110312629855	0.0023162624788641	0.0123371496249507	0.016904129437334	0.0297122483029735	0.0504008064129026	0.0283038894261386	0.0363865709295556	0.0217606808675258	0.0233617568041117	0.0176727511424171	0.0233208955223881	0.470013593530401	0.558104337132857	5.02450695718832	2.77938621887666	2.57702895426354	1.69899665551839	2.69165056157746	3.59873129472999	4.54157889457318	2.41286863270777	0.103905491179327	2.54792949564957
ASV_32	0.559751656033829	0.634655919208765	0.466344255823135	0.2487321902922	0.292551367906201	0.345605529688475	0.943462980871288	1.02367552881816	0.947798544452235	1.18444106996846	0.777601050266354	0.520833333333333	0.046079764071608	0.0118242444307809	0.0603962925968083	0.0193012931866435	0.0895492686809724	0.178372352285396	0.0112035403187407	0.0162654521795706	0.0426321596950547	0.100263737221823	0.0632468207178514	0.019944653586298
ASV_31	1.38349099264257	0.0301114122252334	1.28306356099487	0.883844482009176	0.107421205403058	1.83602937647002	0.299549496426634	0.885406559285853	3.29795207814502	1.35731807031889	1.31535762074276	0.0336857379767828	0.0437757758680276	0.0591212221539044	0.199772352435597	0.0413599139713789	0.693177672382342	1.77257525083612	0.16245133462174	0.211450878334418	0.00752332229912729	0.00653893938403191	0.0158117051794629	0.0274238986811598
ASV_37	0.0342206252597101	0.0138975748731846	0.037011448874852	0.0603718908476213	0.0342833634265079	0.0432006912110594	0.00235865745217822	0.00970308558121483	0.0145071205783505	0.0116808784020558	0.0252467873463102	0.0388681592039801	0.0575997050895099	0.0709454665846852	2.19749587679156	4.20768191468828	6.56031309077642	1.64548494983278	9.32694731535165	3.8711776187378	0.0752332229912729	0.0980840907604786	0.0700232657947641	0.117174839819501
ASV_38	0.32754027034294	0.321960484562111	2.19601263324122	0.236657812122676	0.212556853244349	1.43522296356742	0.332570700757129	0.75926644673006	0.244203196402234	0.334073122298797	0.462016208437476	0.738495024875622	0.0253438702393844	0.0354727332923426	0.0464586866129295	0.0165439655885516	0.0663327916155351	0.0178372352285396	0.0448141612749629	0.0325309043591412	0.0175544186979637	0.00435929292268794	0.020329335230738	0.029916980379447
ASV_39	0.0953288846520496	0.0023162624788641	0	0.0217338807051437	0.0182844604941375	0.0144002304036865	0.0377385192348515	0.058218513487289	0.0870427234701032	0.0163532297628782	0.0302961448155722	0.0388681592039801	1.17733797202958	0.283781866338741	3.10344026574369	0.383268536134778	8.02295114589898	0.124860646599777	0.0476150463546481	4.2615484710475	0.812518808305748	1.86795701737178	1.45241806148495	0.366483009648226
ASV_40	2.26833858864364	0.0324276747040975	0.705684958547177	0.0338082588746679	1.77359266793134	3.32165314645034	0.0306625468783169	1.25897535416262	0.00967141371890036	0.00233617568041117	0.0201974298770481	0.00518242122719735	0.0207358938322236	0.014189093316937	0.00929173732258589	0.0137866379904596	0	0.00668896321070234	0.00280088507968518	0	0.00752332229912729	0.0152575252294078	0.0045176300512751	0.0349031437760215
ASV_1214	0.520642370022732	0.998309128390429	0.542834583497829	0.326008210577155	0.246840216670857	0.204003264052225	0.608533622661981	0.511837764409082	0.166831886651031	1.12136432659736	0.764977656593198	0.842143449419569	0.11519941017902	0.0804048621293099	0.102209110548445	0.0330879311771032	0.152565420715731	0.111482720178372	0.218469036215444	0.0609954456733897	0.157989768281673	0.244120403670525	0.198775722256104	0.0598339607588941
ASV_57	0.017110312629855	0.0254788872675052	0.0222068693249112	0.0410528857763825	0.0205700180559047	0.00720011520184323	0.0448144915913862	0.0363865709295556	0.0604463357431272	0.0327064595257563	0.0378701810194653	0.0388681592039801	2.48369928345967	0.257768528591023	0.299658528653395	0.1709543110817	2.29843122947829	1.17502787068004	0.159650449542055	0.203318152244632	1.7629651920955	3.60077595414024	4.87000519527456	1.47091820198948
ASV_48	0.862848622619833	0.521159057744424	0.700750098697197	0.470900748611446	0.564532717756497	1.08481735707771	0.125008844965446	0.106733941393363	0.0507749220242269	0.0654129190515127	0.345880986644449	0.186567164179104	1.01836278598254	0.879723785650097	0.262491579363051	0.344665949761491	2.66989486252529	0.164994425863991	0.798252247710276	1.0491216655823	0.789948841408366	0.156934545216766	0.842538004562806	0.727979855899878
ASV_46	0.413091833492215	1.66307645982443	0.296091590998816	0.415358609031635	1.29819669508377	0.211203379254068	1.10856900252376	1.24684649718611	1.04451268164124	0.689171825721294	0.363553737786867	0.437914593698176	0.152063221436306	0.0378375821784988	0.123115519524263	0.195770259464527	0.321714039335345	0.787068004459309	0.414530991793407	0.406636304489265	0.363627244457819	0.505677979031801	0.304940028461069	0.157064146992097
ASV_42	0.344650582972795	0.507261482871239	0.239340702724043	0.340497464380584	0.239983543985555	0.621609945759132	0.495318064957426	0.618571705802445	0.986484199327837	0.766265623174863	0.663990507207958	0.310945273631841	0.0253438702393844	0.0165539422030932	0.03948988362099	0.0496318967656547	0.0729660707770887	0.216276477146042	0.0420132761952777	0.0284645413142485	0.0225699668973819	0.12641949475795	0.0993878611280522	0.0224377352845853
ASV_35	0.427757815746376	0.226993722928682	0.94255823134623	1.18811881188119	0.422828148926931	1.44722315557049	0.228789772861287	0.208616339996119	0.0773713097512029	0.0957832028968578	0.217122371178268	0.0414593698175788	0.338686265926318	0.669252234782197	0.722432576831053	0.250916811426366	0.331663958077676	0.136008918617614	0.661008878805703	0.435100845803513	0.248269635871201	0.156934545216766	0.108423121230602	0.403879235122535
ASV_45	0.00244433037569358	0	0.00986971969996052	0.00241487563390485	0.0182844604941375	0.0264004224067585	0.0377385192348515	0.0218319425577334	0.00967141371890036	0.0070085270412335	0.0252467873463102	0.015547263681592	3.31313503674861	1.77127181573097	0.0650421612581012	0.0827198279427579	0.189048456104275	0.0468227424749164	0.0700221269921295	0.0853936239427456	0.0426321596950547	2.5676235314632	8.52250909173048	1.87978360050859
ASV_33	0.383759868983892	0.122761911379798	0.355309909198579	0.260806568461724	0.223984641053185	0.880814093025488	0.382102507252872	0.191635940228993	0.120892671486254	0.0607405676906903	1.03006892372946	0.25393864013267	0.0207358938322236	0.0378375821784988	0.0232293433064647	0.0193012931866435	0.00331663958077676	0.00445930880713489	0.00560177015937036	0.0081327260897853	0.0100310963988364	0.00435929292268794	0.0158117051794629	0.00997232679314901
ASV_52	0.16377013517147	0.22004493549209	0.199861823924201	0.0893503984544796	0.50510822115055	0.379206067297077	0.393895794513763	0.557927420919852	0.258710316980585	0.285013433010162	0.179252190158802	0.375725538971808	0.0852475635324747	0.0922291065600908	0.67829682454877	1.48068492017537	0.424529866339425	1.02341137123746	1.4928717474722	1.24430709173715	0.476477078944729	0.562348787026744	0.252987282871406	0.274238986811598
ASV_36	0	0	0	0	0.00914223024706877	0.0168002688043009	0.00707597235653466	0.0315350281389482	0.0145071205783505	0.0210255811237005	0.0100987149385241	0.015547263681592	3.8315323825542	5.14354632738968	0.664359218564891	0.708633192709626	0.198998374846605	0.020066889632107	0.16245133462174	0.26024723487313	0.478984853044438	0.237581464286493	0.797361704050055	6.13048789608835
ASV_56	0.0219989733812422	0.0138975748731846	0.0148045795499408	0.016904129437334	0.0228555756176719	1.12321797148754	0.188692596174258	0.082476227440326	0.0652820426025774	0.014017054082467	0.320634199298139	0.0207296849087894	0.101375480957537	0.0260133377477179	0.824641687379498	0.449444398488984	0.12271566448874	1.96432552954292	3.10618155337087	1.00032530904359	4.06760958972816	1.0854639377493	0.354633959025095	0.206925780957842
ASV_47	0.354427904475569	0.453987445857365	0.542834583497829	0.171456170007245	0.134847896144264	0.093601497623962	1.07083048328891	1.32204541044052	1.88592567518557	0.936806447844878	0.855866091039915	0.704809286898839	0.0714236343109923	0.040202431064655	0.0464586866129295	0.00827198279427579	0.013266558323107	0.0133779264214047	0.0140044253984259	0.0081327260897853	0.0526632560938911	0.0326946969201595	0.106164306204965	0.0523547156640323
ASV_120	0.623304245801863	0.720357630926737	0.125838926174497	0.282540449166868	0.358832537197449	0.362405798492776	0.313701441139703	0.259557539297497	0.493242099663918	1.15640696180353	0.290338054482567	0.240982587064677	0.0368638112572864	0.0165539422030932	0.0325210806290506	0.0193012931866435	0.0729660707770887	0.133779264214047	0.0280088507968518	0.0284645413142485	0.0125388704985455	0.204886767366333	0.0112940751281878	0.0249308169828725
ASV_60	0.618415585050475	2.85826789891831	0.259080142123964	0.229413185220961	0.671953923159555	0.372005952095234	1.07790645564545	0.0873277702309334	0.95505210474141	1.53253124634973	0.300436769421091	0.914697346600332	0.0299518466465452	0.0094593955446247	0.0255522776371112	0.00827198279427579	0.0431163145500978	0.0423634336677815	0.0140044253984259	0.0121990891346779	0.0275855150968001	0.0392336363041915	0.0090352601025502	0.0349031437760215
ASV_54	0.0122216518784679	0.0185300998309128	3.82945124358468	0.313933832407631	0.011427787808836	0.372005952095234	0.0165106021652475	0.0121288569765185	0.00483570685945018	0.0070085270412335	0.0176727511424171	0.0103648424543947	0.0023039882035804	0.0212836399754056	0.00696880299193942	0.00551465519618386	0.00994991874233027	0.00222965440356745	0.00840265523905554	0.0121990891346779	0	0.0217964646134397	0.0383998554358384	0.0174515718880108
ASV_68	0.017110312629855	0.023162624788641	0.0148045795499408	0.0120743781695243	0.0479967087971111	1.74722795564729	0.021227917069604	0.041238113720163	0.0411035083053265	0.0163532297628782	0.0302961448155722	0.0103648424543947	0.730364260534986	0.309795204086459	0.102209110548445	0.179226293875975	0.0729660707770887	0.343366778149387	0.271685852729462	0.0284645413142485	3.20493529942823	2.55454565269513	1.11133699261367	0.152077983595522
ASV_44	0.530419691525507	0.182984735830264	0.969699960521121	0.272880946631248	0.150846799076635	0.312004992079873	0.323136070948416	0.371143023481467	0.27079958412921	0.336409297979208	0.825569946224343	0.497512437810945	0.0921595281432159	0.054391524381592	0.199772352435597	0.0330879311771032	0.212264933169712	0.312151616499443	0.103632747948352	0.187052700065062	0.147958671882837	0.0305150504588156	0.108423121230602	0.194460372466406
ASV_218	0.691745496321283	1.44071526185347	1.1498223450454	0.321178459309346	0.18741572006491	0.134402150434407	0.459938203174753	0.572482049291675	0.328828066442612	1.14939843476229	0.701860688227423	1.28524046434494	0.0691196461074119	0.0496618266092797	0.0673650955887477	0.0193012931866435	0.155882060296508	0.0535117056856187	0.0280088507968518	0.0284645413142485	0.050155481994182	0.14821595937139	0.661832802511802	0.019944653586298
ASV_41	0.0855515631492753	0.0532740370138744	0.143110935649428	0.142477662400386	0.0754233995383174	0.232803724859598	0.0660424086609902	0.0388123423248593	0.0217606808675258	0.0373788108865787	0.254992552197733	0.0647802653399668	0.0046079764071608	0.014189093316937	0.0116146716532324	0.0220586207847354	0.0165831979038838	0.0156075808249721	0.0140044253984259	0.00406636304489265	0.00752332229912729	0.00435929292268794	0.0158117051794629	0.0224377352845853
ASV_43	0.339761922221407	0.00926504991545642	0.690880378997237	0.359816469451823	1.11763764770416	0.657610521768348	0.113215557704555	0.189210168833689	0.166831886651031	0.0607405676906903	0.330732914236663	0.0285033167495854	0.135935304011243	0.0118242444307809	0.183511812121071	0.146138362698872	0.25538124771981	0.142697881828317	0.15684956446237	0.158588158750813	0.180559735179055	0.106802676605855	0.0971290461024147	0.134626411707512
ASV_1390	0.525531030774119	0.803743080165844	0.431800236873273	0.299444578604202	0.182844604941375	0.196803148850382	0.98120150010614	0.754414903939453	0.222442515534708	1.28489662422614	0.717008760635209	0.82141376451078	0.0944635163467963	0.0520266754954358	0.0743338985806871	0.0275732759809193	0.129348943650294	0.124860646599777	0.123238943506148	0.0528627195836044	0.173036412879928	0.215784999673053	0.121976011384428	0.0573408790606068
ASV_65	0.613526924299088	0.0301114122252334	0.0172720094749309	0.724462690171456	0.0159989029323703	0.0168002688043009	0.990636129914852	0.375994566272075	3.22299862182355	0.0794299731339797	0.96695195536368	0.0181384742951907	0.0414717876644472	0.0331078844061864	0.0650421612581012	0.0330879311771032	0.0596995124539816	0.0668896321070234	0.030809735876537	0.0121990891346779	0.150466445982546	0.17001242398483	0.0564703756409388	0.0498616339657451
ASV_77	0.063552589768033	0.495680170476918	1.29786814054481	0.635112291716977	0.27655246497383	0.110401766428263	0.483524777696535	0.179507083252474	0.164414033221306	0.0163532297628782	0.44686813602969	0.00777363184079602	0.23039882035804	0.0496618266092797	0.00696880299193942	0.0193012931866435	0.0198998374846605	0.0245261984392419	0.0420132761952777	0.0203318152244632	0.0150466445982546	0.590684191024216	0.00677644507691265	0.0373962254743088
ASV_62	0.303096966586004	1.04231811548885	0.056750888274773	0.516783385655639	0.207985738120815	0.165602649642394	0.375026534896337	0.380846109062682	0.382020841896564	0.448545730638944	0.439294099825797	0.0414593698175788	0.0276478584429648	0.0354727332923426	0.0743338985806871	0.0551465519618386	0.159198699877284	0.129319955406912	0.375318600677814	0.178919973975277	0.100310963988364	0.0937247978377907	0.0858349709742269	0.0673132058537558
ASV_55	0.249321698320745	0.938086303939963	0.476213975523095	0.0579570152137165	0.27655246497383	0.180002880046081	0.320777413496238	0.312924509994178	0.217606808675258	0.308375189814274	0.353455022848343	0.29280679933665	0.046079764071608	0.0520266754954358	0.232293433064647	0.187498276670251	0.477596099631853	0.318840579710145	0.803854017869647	0.191119063109954	0.0927876416892366	0.215784999673053	0.237175577691943	0.122161003216075
ASV_51	0.787074380973332	0.2710027100271	0.577378602447691	0.299444578604202	0.427399264050465	0.89281428502856	0.287756209165743	0.198913254414904	0.118474818056529	0.121481135381381	0.383751167663915	0.0518242122719735	0.0414717876644472	0.040202431064655	0.250876907709819	0.162682328287424	0.195681735265829	0.21850613154961	0.252079657171666	0.341574495770982	0.0451399337947638	0.071928333224351	0.065505635743489	0.0448754705691706
ASV_49	0.73085478233238	0.0138975748731846	0.796979865771812	0.461241246075827	0.0617100541677142	1.1160178562857	0.195768568530792	0.475451193479526	2.01648976039073	0.876065880154188	1.01239617258704	0.015547263681592	0.0322558348501256	0.0260133377477179	0.141698994169435	0.0275732759809193	0.461012901727969	1.06354515050167	0.0952300927092961	0.121990891346779	0.0050155481994182	0.00871858584537588	0.0158117051794629	0.0224377352845853
ASV_61	0.351983574099875	0.176035948393672	0.513225424397947	0.173871045641149	0.221699083491418	0.415206643306293	0.209920513243862	0.308072967203571	0.108803404337629	0.263987851886462	0.292862733217198	0.194340796019901	0.642812708798931	0.70472496807454	0.278752119677577	0.217828880249262	0.580411926635932	0.0356744704570792	0.190460185418592	0.422901756668835	0.263316280469455	0.111161969528542	0.164893496871541	0.531026401735185
ASV_85	0.00733299112708074	0.00926504991545642	0.00740228977497039	0.326008210577155	0.00914223024706877	1.14721835549369	0.0518904639479208	0.0218319425577334	0.00483570685945018	0.0116808784020558	0.504935746926204	0.0129560530679934	0.00921595281432159	0.0118242444307809	0.00696880299193942	1.04502715967684	0.0530662332924281	2.12709030100334	0.0140044253984259	0.0325309043591412	0.561741398334838	0.401054948887291	0.0767997108716767	1.03961506818578
