OTU	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_15	0.202984130331629	3.65121745281942	1.91986644407346	1.81081334332834	0.331800015081819	0.0530000836843427	0.0265041081367612	0.0550766942968083	4.43364572486405	0.66967033508137	0.0490978274211366	0.177407091675691	0.120607293193965	0.346117215266324	0.115807759119861	0.172465258200391	1.90189520624303	0.302495588606	0.0975927130774236	0.132912027284582	0.18091065629155	0.950961125793409	0.157064146992097
ASV_13	4.85052986766489	2.04468177357888	3.73307364125394	6.34604572713643	0.651031847774175	1.19389662194203	2.14201383032552	1.34662517555696	0.960314705542057	5.37952089026762	2.86485823002332	0.11289542197544	0.215201248640212	0.109177913540384	0.0827198279427579	0.0663327916155351	0.0133779264214047	0.0532168165140184	0.187052700065062	0.230715217173237	0.261557575361276	0.740891328409117	0.179501882276682
ASV_21	0.598407760847788	5.31480340476027	1.25672416991282	1.17597451274363	1.59364552698389	0.557895617729923	1.00474664482086	0.380029190647977	3.45944695129006	1.16453701652018	1.21026144593102	0.306430431076193	0.316889750744927	0.594671188645497	0.667273278738247	0.928659082617492	1.73913043478261	0.823460213427443	0.378171763175016	0.484000401243856	1.19662590727784	0.560186126358112	0.418837725312258
ASV_19	0.685400959561343	1.51069122110404	0.0278241513633834	0.0913605697151424	2.38544101752005	0.239895115623867	0.739705563453244	0.311183322776967	0.0231401133865556	0.987271339586873	0.422241315821775	0.0506877404787687	0.0307430355200303	3.60751701549397	0.239887501033998	2.47089648767868	3.8015607580825	0.498557544183962	1.89492517891997	2.22690340054168	0.379258484273851	2.02389826297125	0.0872578594400538
ASV_12	0.039542363051616	0.0182560872640971	0.0139120756816917	0.0257683658170915	0.0150818188673554	3.78253228820888	1.73481435076982	0.894996282323135	0.129584634964711	0.472708471822143	0.0908309807291027	0.0184319056286432	0.151350328713995	0.00464586866129294	0	0.0165831979038838	0.00222965440356745	0.0140044253984259	0.0162654521795706	0.258300732270037	0.0217964646134397	0.00225881502563755	0.102216349629777
ASV_17	0.0369062055148416	0.0616142945163278	0.0139120756816917	0.0679347826086956	0.0276500012568182	0.231526681357918	0.0939691106666988	0.228568281331754	0.00925604535462224	0.0935568850481326	0.513072296550878	0.0529917286823491	0.101688502104716	0.127761388185556	0.0606612071580224	1.23378992404895	0.833890746934225	0.134442483824889	0.0325309043591412	0.00752332229912729	0.111161969528542	0.0383998554358384	0.0698062875520431
ASV_20	1.13618389834977	0.429018050706282	1.15006492301985	0.787106446776612	0.862177311917151	0.814527601885687	0.561405199624123	0.363506182358935	0.0161980793705889	0.558879286998055	0.392782619369093	0.0529917286823491	0.0709454665846852	0.0929173732258589	0.0413599139713789	0.0829159895194189	0.142697881828317	0.0700221269921295	0.0325309043591412	0.0200621927976728	0.074107979685695	0.173928756974091	0.0174515718880108
ASV_29	0.925291295407814	0.45868419251044	0.980801335559266	0.606727886056971	0.771686398713018	0.764316996289994	0.532491627111293	0.410321372511222	0.0601642948050445	0.563803333579536	0.405057076224377	0.0806395871253139	0.0733103154708414	0.083625635903273	0.0358452587751951	0.12271566448874	0.256410256410256	0.0980309777889813	0.0162654521795706	0.050155481994182	0.0893655049151028	0.440468929999322	0.039889307172596
ASV_22	0.0237254178309696	0.03194815271217	0.0301428306436654	1.30950149925037	0.0402181836462811	2.08931908839856	0.657783774666892	0.771073720155316	0.0231401133865556	0.428392052588818	0.351049466061127	0.0737276225145727	0.0614860710400605	0.0743338985806871	0.0303306035790112	0.0364830353885443	0.0133779264214047	0.00840265523905554	0.0365972674040338	0.0125388704985455	0.0130778787680638	0.0271057803076506	0.029916980379447
ASV_23	0.384879000369062	2.4805458570092	1.31932851048043	1.56718515742129	0.555513661614257	0.331947892549304	0.619232344649784	0.319444826921488	1.98079370588916	0.241278282492552	0.699644040751197	0.154367209639887	0.139526084283214	0.429742851169597	0.394297846527146	0.520712414181951	0.425863991081382	0.641402683247906	0.394437215354587	0.546694753736583	0.621199241483031	0.517268640870999	0.496123257959163
ASV_16	0.0869931987135551	0.225919079893202	4.02522723056947	1.56718515742129	1.82490008295	0.0390526932410946	0.0313230368888996	1.90565362266957	0.555362721277334	0.0566265356870276	0.0196391309684546	0.317950372094095	0.19155275977865	0.657390415572952	8.25268150108914	0.686544393220789	0.0334448160535117	0.845867294064924	3.13923227065712	0.0902798675895275	0.0239761110747837	0.140046531589528	0.107202513026352
ASV_28	0.706490219855539	0.378813810730015	0.795306993136709	0.646551724137931	0.550486388658472	0.901001422633825	0.479483410837771	0.335967835210531	0.0300821474025223	0.51948691434621	0.375598379771695	0.0575997050895099	0.0591212221539044	0.116146716532324	0.0413599139713789	0.0895492686809724	0.136008918617614	0.0980309777889813	0.0162654521795706	0.0877720934898184	0.139497373526014	0.131011271486978	0.0448754705691706
ASV_25	0.100173986397427	4.37005088884325	1.14774624373957	1.33526986506747	3.26018651182666	0.479790231247734	1.6191600607185	1.31357915897888	0.617841027421034	0.0590885589777679	1.08015220326501	0.0322558348501256	0.0189187910892494	0.0162605403145253	0.0744478451484821	0.0364830353885443	0.193979933110368	0.899084110578943	0.0284645413142485	0.0125388704985455	0.14821595937139	0.0587291906665763	0.0174515718880108
ASV_30	0.0342700479780672	0.111818534492595	0.0162307549619737	0.00937031484257871	0.105572732071488	0.00557895617729923	0.669831096547238	0.0633381984413296	0.0323961587411778	0.123101164537017	0.15465815637658	3.5850056447711	5.69928581563638	2.68763502055797	0.363967242948135	1.8407349673311	1.520624303233	0.137243368904574	0.471698113207547	4.22810713210954	3.28690686370671	2.42370852250909	3.15873451172995
ASV_26	0.321611219486477	2.01273362086671	1.0271749211649	1.74522113943029	0.648518211296282	0.390526932410946	1.27701611931668	1.15110291080329	1.03667707971769	0.568727380161016	1.39437829876028	0.0829435753288943	0.0189187910892494	0.0975632418871518	0.121322414316045	0.139298862392624	0.187290969899666	0.375318600677814	0.142322706571243	0.280870699167419	0.163473484600798	0.0767997108716767	0.0972301862332029
ASV_24	0.877840459745874	0.479222290682549	0.690966425524022	0.245970764617691	0.638463665384712	1.7713185862925	0.951738428547334	1.9965301682593	0.483628369779012	1.31718246054608	1.56622069473426	0.352510195147801	0.607766163742137	0.223001695742061	0.121322414316045	0.404630028854764	0.0824972129319956	0.196061955577963	0.41476903057905	0.238238539472364	0.0479522221495673	0.144564161640803	0.658173568347835
ASV_27	0.00790847261032319	0.0251021199881335	0.0208681135225376	1.58124062968516	0.0377045471683885	0.315211024017406	0.563814664000193	2.11494506099744	0.0161980793705889	0.0443164192333259	0.517982079292991	0.0806395871253139	0.00709454665846852	0.0627192269274548	0.308820690986296	1.6981194653577	2.25863991081382	0.0896283225499258	0.117924528301887	0.0752332229912729	0.0828265655310709	6.4602109733234	0.029916980379447
ASV_119	0.920018980334265	0.730243490563885	1.36338341680579	0.414636431784108	0.899881859085539	0.482579709336383	0.39274269329928	0.0936303803045741	1.70079833391184	0.492404658148066	0.581809254940469	0.0552957168859295	0.0993236532185593	0.0743338985806871	0.0303306035790112	0.0298497562269908	0.0958751393534002	0.182057530179537	0.0203318152244632	0.050155481994182	0.108982323067198	0.151340606717716	0.0324100620777343
ASV_157	0.690673274634892	0.686885283311654	0.461417176776108	0.388868065967017	0.409722745896488	0.672264219364557	0.424065730188179	0.958334480764464	0.479000347101701	0.844473988723933	1.25444949061004	0.147455245029145	0.115877595421653	0.325210806290506	0.198527587062619	0.487546018374183	0.441471571906355	0.504159314343332	0.365972674040338	0.22319189487411	0.329126615662939	0.20329335230738	0.336566029268779
ASV_34	0.0369062055148416	0.0365121745281942	0.0278241513633834	0.00702773613193403	0.0075409094336777	0.0139473904432481	0.0096378575042768	0.0165230082890425	0.0323961587411778	0.0320063027796243	0.00981956548422732	0.470013593530401	0.558104337132857	5.02450695718832	2.77938621887666	2.57702895426354	1.69899665551839	2.69165056157746	3.59873129472999	4.54157889457318	2.41286863270777	0.103905491179327	2.54792949564957
ASV_32	0.553593082722624	0.976700668629196	0.830087182340939	0.332646176911544	0.718900032677274	0.161789729141678	0.467436088957425	0.46264423209319	0.775193798449612	0.329911120959204	0.537621210261446	0.046079764071608	0.0118242444307809	0.0603962925968083	0.0193012931866435	0.0895492686809724	0.178372352285396	0.0112035403187407	0.0162654521795706	0.0426321596950547	0.100263737221823	0.0632468207178514	0.019944653586298
ASV_31	0.0553593082722623	0.0251021199881335	0.00927471712112781	0.0187406296851574	0.0226227283010331	1.0851069764847	0.185528756957328	0.00550766942968083	0.00462802267731112	0.182189723514784	0.812569043819811	0.0437757758680276	0.0591212221539044	0.199772352435597	0.0413599139713789	0.693177672382342	1.77257525083612	0.16245133462174	0.211450878334418	0.00752332229912729	0.00653893938403191	0.0158117051794629	0.0274238986811598
ASV_37	0.0553593082722623	0.0136920654480728	0.00927471712112781	0.0234257871064468	0.0276500012568182	0.0446316494183938	0.0554176806495916	0.0440613554374466	0.0370241814184889	0.00984809316296132	0.0171842395973978	0.0575997050895099	0.0709454665846852	2.19749587679156	4.20768191468828	6.56031309077642	1.64548494983278	9.32694731535165	3.8711776187378	0.0752332229912729	0.0980840907604786	0.0700232657947641	0.117174839819501
ASV_38	1.3286233985343	0.399351908902125	0.139120756816917	0.0843328335832084	0.216172737098761	1.53421294875729	0.462617160205286	1.64954699418941	0.518338539858845	0.110791048083315	0.164477721860808	0.0253438702393844	0.0354727332923426	0.0464586866129295	0.0165439655885516	0.0663327916155351	0.0178372352285396	0.0448141612749629	0.0325309043591412	0.0175544186979637	0.00435929292268794	0.020329335230738	0.029916980379447
ASV_39	0.0210892602941952	0.0410761963442185	0.0510109441662029	0.0609070464767616	0.0075409094336777	0.0446316494183938	0.0168662506324844	0.99413433205739	0.00925604535462224	0.0492404658148066	0.0540076101632503	1.17733797202958	0.283781866338741	3.10344026574369	0.383268536134778	8.02295114589898	0.124860646599777	0.0476150463546481	4.2615484710475	0.812518808305748	1.86795701737178	1.45241806148495	0.366483009648226
ASV_40	0.0210892602941952	0.335455603477785	6.39491745501762	0.0468515742128936	0.0477590930799588	0.0390526932410946	0.036141965641038	0.0578305290116487	2.37648964479926	0.0541645123962873	0.0736467411317049	0.0207358938322236	0.014189093316937	0.00929173732258589	0.0137866379904596	0	0.00668896321070234	0.00280088507968518	0	0.00752332229912729	0.0152575252294078	0.0045176300512751	0.0349031437760215
ASV_1214	0.345336637317446	0.408479952534173	0.721109256167687	0.199119190404798	0.520322750923761	0.184105553850875	0.836084138496012	0.256106628480159	1.00196690963786	0.44808823891474	0.490978274211366	0.11519941017902	0.0804048621293099	0.102209110548445	0.0330879311771032	0.152565420715731	0.111482720178372	0.218469036215444	0.0609954456733897	0.157989768281673	0.244120403670525	0.198775722256104	0.0598339607588941
ASV_57	0.0448146781251648	0.0410761963442185	0.00695603784084585	0.0327961019490255	0.0201090918231405	0.0111579123545985	0.139748933812014	0.0385536860077658	0.0208261020479	0.120639141246276	0.044188044679023	2.48369928345967	0.257768528591023	0.299658528653395	0.1709543110817	2.29843122947829	1.17502787068004	0.159650449542055	0.203318152244632	1.7629651920955	3.60077595414024	4.87000519527456	1.47091820198948
ASV_48	0.258343438603891	0.310353483489651	0.310703023557782	0.250655922038981	0.26393183017872	0.516053446400179	0.281907332000096	0.721504695288189	0.435034131667245	0.657360218627668	1.23481035964159	1.01836278598254	0.879723785650097	0.262491579363051	0.344665949761491	2.66989486252529	0.164994425863991	0.798252247710276	1.0491216655823	0.789948841408366	0.156934545216766	0.842538004562806	0.727979855899878
ASV_46	0.0500869931987135	0.435864083430319	0.262010758671861	1.06821589205397	0.100545459115703	0.0641579960389411	0.402380550803556	0.451628893233828	0.136526668980678	0.485018588275845	0.807659261077697	0.152063221436306	0.0378375821784988	0.123115519524263	0.195770259464527	0.321714039335345	0.787068004459309	0.414530991793407	0.406636304489265	0.363627244457819	0.505677979031801	0.304940028461069	0.157064146992097
ASV_42	0.237254178309696	1.07710914858173	0.329252457800037	0.426349325337331	0.640977301862605	0.345895282992552	0.469845553333494	0.228568281331754	0.597014925373134	0.477632518403624	0.331410335092672	0.0253438702393844	0.0165539422030932	0.03948988362099	0.0496318967656547	0.0729660707770887	0.216276477146042	0.0420132761952777	0.0284645413142485	0.0225699668973819	0.12641949475795	0.0993878611280522	0.0224377352845853
ASV_35	0.421785205883904	0.308071472581639	0.248098682990169	0.117128935532234	0.746550033934092	0.644369438478061	0.214442329470159	1.65230082890425	0.356357746152956	0.866632198340596	0.670185344298515	0.338686265926318	0.669252234782197	0.722432576831053	0.250916811426366	0.331663958077676	0.136008918617614	0.661008878805703	0.435100845803513	0.248269635871201	0.156934545216766	0.108423121230602	0.403879235122535
ASV_45	0.026361575367744	0.0570502727003035	0.00231867928028195	0.00234257871064468	0	0.0111579123545985	0	0.00826150414452125	0.0115700566932778	0.0590885589777679	0.0171842395973978	3.31313503674861	1.77127181573097	0.0650421612581012	0.0827198279427579	0.189048456104275	0.0468227424749164	0.0700221269921295	0.0853936239427456	0.0426321596950547	2.5676235314632	8.52250909173048	1.87978360050859
ASV_33	0.790847261032319	0.312635494397663	0.658504915600074	0.826930284857571	0.165900007540909	2.59421462244414	0.660193239042961	0.572797620686806	0.2290871225269	1.1719230863924	1.55149134650792	0.0207358938322236	0.0378375821784988	0.0232293433064647	0.0193012931866435	0.00331663958077676	0.00445930880713489	0.00560177015937036	0.0081327260897853	0.0100310963988364	0.00435929292268794	0.0158117051794629	0.00997232679314901
ASV_52	0.166077924816787	0.328609570753748	0.0741977369690224	0.168665667166417	0.226227283010331	0.14784233869843	0.163843577572706	0.357998512929254	0.284623394654634	0.0910948617573922	0.405057076224377	0.0852475635324747	0.0922291065600908	0.67829682454877	1.48068492017537	0.424529866339425	1.02341137123746	1.4928717474722	1.24430709173715	0.476477078944729	0.562348787026744	0.252987282871406	0.274238986811598
ASV_36	0.013180787683872	0.00684603272403642	0.0185494342422556	0	0	0	0	0.0110153388593617	0.00462802267731112	0.00738606987222099	0.0245489137105683	3.8315323825542	5.14354632738968	0.664359218564891	0.708633192709626	0.198998374846605	0.020066889632107	0.16245133462174	0.26024723487313	0.478984853044438	0.237581464286493	0.797361704050055	6.13048789608835
ASV_56	0.110718616544525	0.0296661418041578	0.39185679836765	0.0515367316341829	0.45999547545434	0.599737789059667	0.472255017709563	0.539751604108721	0.0185120907092445	0.194499839968486	0.245489137105683	0.101375480957537	0.0260133377477179	0.824641687379498	0.449444398488984	0.12271566448874	1.96432552954292	3.10618155337087	1.00032530904359	4.06760958972816	1.0854639377493	0.354633959025095	0.206925780957842
ASV_47	0.26361575367744	0.397069897994112	0.255054720831015	0.557533733133433	0.329286378603926	0.164579207230327	0.428884658940318	0.0853688761600529	0.465116279069767	0.0738606987222099	0.164477721860808	0.0714236343109923	0.040202431064655	0.0464586866129295	0.00827198279427579	0.013266558323107	0.0133779264214047	0.0140044253984259	0.0081327260897853	0.0526632560938911	0.0326946969201595	0.106164306204965	0.0523547156640323
ASV_120	0.334792007170349	0.762191643276055	0.264329437952142	0.0679347826086956	0.266445466656612	0.172947641496276	0.27226947449582	1.30531765483436	0.400323961587412	0.184651746805525	0.191481526942433	0.0368638112572864	0.0165539422030932	0.0325210806290506	0.0193012931866435	0.0729660707770887	0.133779264214047	0.0280088507968518	0.0284645413142485	0.0125388704985455	0.204886767366333	0.0112940751281878	0.0249308169828725
ASV_60	0.0711762534929087	0.143766687204765	0.0533296234464849	0.0913605697151424	0.311690923258678	0.159000251053028	0.0289135725128304	0.162476248175584	0.078676385514289	0.0713986754314696	0.878851110838345	0.0299518466465452	0.0094593955446247	0.0255522776371112	0.00827198279427579	0.0431163145500978	0.0423634336677815	0.0140044253984259	0.0121990891346779	0.0275855150968001	0.0392336363041915	0.0090352601025502	0.0349031437760215
ASV_54	2.16164918015501	0.100408479952534	0.136802077536635	0.386525487256372	0.0854636402483473	2.5412145387598	1.06739271859866	1.20342577038526	0.379497859539512	1.35657483319792	1.89763102982693	0.0023039882035804	0.0212836399754056	0.00696880299193942	0.00551465519618386	0.00994991874233027	0.00222965440356745	0.00840265523905554	0.0121990891346779	0	0.0217964646134397	0.0383998554358384	0.0174515718880108
ASV_50	4.84789371012812	1.30302822847493	0.496197365980338	0.0257683658170915	0.839554583616117	0.036263215152445	0.0024094643760692	0.0275383471484042	3.02209880828416	0.029544279488884	0.00245489137105683	0	0.054391524381592	0.00696880299193942	0	0	0	0	0.0081327260897853	0	0.0217964646134397	0.0045176300512751	0
ASV_68	0.0210892602941952	0.0136920654480728	0.00695603784084585	0.0304535232383808	0.0075409094336777	0.00557895617729923	0.024094643760692	0.495690248671275	0.0138840680319334	0.233892212620331	0.0466429360500798	0.730364260534986	0.309795204086459	0.102209110548445	0.179226293875975	0.0729660707770887	0.343366778149387	0.271685852729462	0.0284645413142485	3.20493529942823	2.55454565269513	1.11133699261367	0.152077983595522
ASV_44	0.854115041914905	0.184842883548983	0.199406418104248	0.0960457271364318	0.170927280496695	0.836843426594884	0.214442329470159	0.658166496846859	0.259169269929423	0.364379447029569	0.382963053884866	0.0921595281432159	0.054391524381592	0.199772352435597	0.0330879311771032	0.212264933169712	0.312151616499443	0.103632747948352	0.187052700065062	0.147958671882837	0.0305150504588156	0.108423121230602	0.194460372466406
ASV_218	0.535139979965203	0.148330709020789	0.375626043405676	0.173350824587706	0.36196365281653	0.225947725180619	0.284316796376166	0.0908765455897337	0.0231401133865556	0.243740305783293	0.108015220326501	0.0691196461074119	0.0496618266092797	0.0673650955887477	0.0193012931866435	0.155882060296508	0.0535117056856187	0.0280088507968518	0.0284645413142485	0.050155481994182	0.14821595937139	0.661832802511802	0.019944653586298
ASV_41	0.956925185849106	0.44727413797038	0.966889259877574	1.03541979010495	0.218686373576653	4.41016485815504	0.718020384068622	0.649904992702338	0.349415712136989	0.706600684442475	1.78716091812937	0.0046079764071608	0.014189093316937	0.0116146716532324	0.0220586207847354	0.0165831979038838	0.0156075808249721	0.0140044253984259	0.00406636304489265	0.00752332229912729	0.00435929292268794	0.0158117051794629	0.0224377352845853
ASV_43	0.292613486581958	0.374249788913991	0.575032461509924	1.37743628185907	0.286554558479753	0.64994839465536	1.03847914608583	0.671935670421061	0.201318986463034	0.679518428244331	0.972136982938505	0.135935304011243	0.0118242444307809	0.183511812121071	0.146138362698872	0.25538124771981	0.142697881828317	0.15684956446237	0.158588158750813	0.180559735179055	0.106802676605855	0.0971290461024147	0.134626411707512
ASV_1390	0.226709548162598	0.171150818100911	0.389538119087368	0.2202023988006	0.286554558479753	0.278947808864961	0.204804471965882	0.151460909316223	0.317019553395812	0.270822561981436	0.284767399042592	0.0944635163467963	0.0520266754954358	0.0743338985806871	0.0275732759809193	0.129348943650294	0.124860646599777	0.123238943506148	0.0528627195836044	0.173036412879928	0.215784999673053	0.121976011384428	0.0573408790606068
ASV_65	0.424421363420678	0.241893156249287	1.01558152476349	0.0538793103448276	0.515295477967976	1.0516332394209	0.0072283931282076	0.0688458678710104	0.0115700566932778	1.63724548834232	1.05314839818338	0.0414717876644472	0.0331078844061864	0.0650421612581012	0.0330879311771032	0.0596995124539816	0.0668896321070234	0.030809735876537	0.0121990891346779	0.150466445982546	0.17001242398483	0.0564703756409388	0.0498616339657451
ASV_77	0.519323034744556	0.0524862508842792	0.0139120756816917	0.0117128935532234	0.648518211296282	0.248263549889816	0.219261258222297	0.316690992206648	0.379497859539512	0.408695866262895	0.591628820424696	0.23039882035804	0.0496618266092797	0.00696880299193942	0.0193012931866435	0.0198998374846605	0.0245261984392419	0.0420132761952777	0.0203318152244632	0.0150466445982546	0.590684191024216	0.00677644507691265	0.0373962254743088
ASV_62	0.168714082353561	0.0616142945163278	0.354757929883139	0.538793103448276	0.057813638991529	0.404474322854194	0.163843577572706	0.0605843637264891	0.0532222607890779	0.413619912844375	0.191481526942433	0.0276478584429648	0.0354727332923426	0.0743338985806871	0.0551465519618386	0.159198699877284	0.129319955406912	0.375318600677814	0.178919973975277	0.100310963988364	0.0937247978377907	0.0858349709742269	0.0673132058537558
ASV_55	0.115990931618074	0.629835010611351	0.319977740678909	0.602042728635682	0.279013649046075	0.111579123545985	0.265041081367612	0.245091289620797	0.168922827721856	0.305290888051801	0.365778814287468	0.046079764071608	0.0520266754954358	0.232293433064647	0.187498276670251	0.477596099631853	0.318840579710145	0.803854017869647	0.191119063109954	0.0927876416892366	0.215784999673053	0.237175577691943	0.122161003216075
ASV_51	0.260979596140665	0.282969352593505	0.289834910035244	0.751967766116941	0.103059095593595	0.401684844765544	0.443341445196733	1.15110291080329	0.254541247252112	0.942954920353547	0.59653860316681	0.0414717876644472	0.040202431064655	0.250876907709819	0.162682328287424	0.195681735265829	0.21850613154961	0.252079657171666	0.341574495770982	0.0451399337947638	0.071928333224351	0.065505635743489	0.0448754705691706
ASV_49	0.0237254178309696	0.0136920654480728	0.00695603784084585	0.0163980509745127	0.0075409094336777	0.694580044073754	0.113244825675252	0.0110153388593617	0.00462802267731112	0.130487234409238	0.694734258009083	0.0322558348501256	0.0260133377477179	0.141698994169435	0.0275732759809193	0.461012901727969	1.06354515050167	0.0952300927092961	0.121990891346779	0.0050155481994182	0.00871858584537588	0.0158117051794629	0.0224377352845853
ASV_61	0.553593082722624	0.292097396225554	0.259692079391579	0.163980509745127	0.191036372319835	0.306842589751458	0.318049297641134	0.682951009280423	0.208261020479	0.499790728020287	0.498342948324537	0.642812708798931	0.70472496807454	0.278752119677577	0.217828880249262	0.580411926635932	0.0356744704570792	0.190460185418592	0.422901756668835	0.263316280469455	0.111161969528542	0.164893496871541	0.531026401735185
ASV_85	2.18537459798598	0.0958444581365099	0.0231867928028195	0.0468515742128936	1.20905914586632	0.0725264303048899	1.69144399200058	0.437859719659626	0.0231401133865556	0.834625895560972	0.25530870258991	0.00921595281432159	0.0118242444307809	0.00696880299193942	1.04502715967684	0.0530662332924281	2.12709030100334	0.0140044253984259	0.0325309043591412	0.561741398334838	0.401054948887291	0.0767997108716767	1.03961506818578
ASV_965	0.0659039384193599	0.0228201090801214	0.0927471712112781	0.667634932533733	0.0326772742126034	0.108789645457335	0.30118304700865	0.388290694792499	0.0138840680319334	0.211734003003668	0.30195163863999	0.1175033983826	0.0496618266092797	0.0487816209435759	0.0193012931866435	0.0265331166462141	0.131549609810479	0.170853989860796	0.0243981782693559	0.205637476176146	0.14821595937139	0.135528901538253	0.134626411707512
ASV_53	0.321611219486477	0.308071472581639	0.331571137080319	0.10541604197901	0.339340924515497	0.223158247091969	0.48189287521384	0.0853688761600529	0.59932893671179	0.366841470320309	0.353504357432184	0.0161279174250628	0.0118242444307809	0.00929173732258589	0.0110293103923677	0.0232164770654373	0.169453734671126	0.0476150463546481	0.0121990891346779	0.0351088373959274	0.0152575252294078	0.0745408958460392	0.0174515718880108
