Family	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.052723150735488	0.212227014445129	0.0881098126507142	0.0281109445277361	0.10808636854938	0.00278947808864961	0.0024094643760692	0.00550766942968083	0.499826449149601	0	0.00245489137105683	0.046079764071608	0.0449321288369673	0.0185834746451718	0.00551465519618386	0.189048456104275	0.0981047937569677	0.0196061955577963	0.0284645413142485	0.0300932891965092	0.0959044442991347	0.108423121230602	0.029916980379447
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_2	0.205620287868403	0.205380981721093	0.197087738823966	0.0609070464767616	0.155845461629339	0.0613685179502915	0.134930005059875	0.101891884449095	0.0115700566932778	0.0812467685944309	0.137473916779183	0.11519941017902	0.0283781866338741	0.00696880299193942	0.00827198279427579	0.152565420715731	0.182831661092531	0.120438058426463	0.00406636304489265	0.0526632560938911	0.246300050131869	0.0338822253845633	0.0473685522674578
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	1.7609532345653	0.766755665092079	1.6439436097199	1.86235007496252	0.384586381117563	7.00437948059918	1.37821362311158	1.23371795224851	0.583130857341201	1.88590984070709	3.36320117834786	3.85687625279359	5.19557300288512	0.699203233524588	0.749993106681005	0.218898212331266	0.040133779264214	0.182057530179537	0.272446324007807	0.496539271742401	0.246300050131869	0.828985114408981	6.16289795816609
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	6.5798492117889	10.8190137148856	7.46150992394732	9.59754497751124	9.12198677827213	5.17727133253368	7.66209671590005	8.61674882273566	8.40448918199699	6.50958958071743	7.2959371547809	1.60357578969196	1.39289599394599	3.18706590164696	3.23434527256183	5.09104175649232	5.13489409141583	4.4225975408229	3.74105400130124	2.27956665663557	5.19191787092134	3.2481760068668	2.82964772755603
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	1.04128222702589	2.04239976267087	4.9457429048414	3.38971139430285	3.08423195837418	0.29010572121956	0.383104835795003	2.12320656514196	2.09186625014463	0.585961543196199	0.513072296550878	1.49528834412368	4.58780683914298	3.76083068131664	10.108362974605	2.08616629630858	1.58305462653289	4.80631879673977	5.48145738451529	2.36232320192597	0.941607271300595	0.964514015947234	1.79751190446511
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.0026361575367744	0.00228201090801214	0.0046373585605639	0.00468515742128936	0	0.00278947808864961	0	0.00275383471484042	0	0.00246202329074033	0.00245489137105683	0.359422159758542	0.5935770704252	1.43325048200887	1.53307414453911	0.24543132897748	0.30546265328874	0.305296473685685	0.841737150292778	0.190590831577891	0.0632097473789751	0.198775722256104	0.877564757797113
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	10.5920809827595	6.20706966979302	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20750144576323	3.46176096262872	14.2304946204791	9.27703449122376	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.0052723150735488	0.0889984254124735	0.208681135225376	0.264711394302849	0.276500012568182	0.331947892549304	0.250584295111197	0.451628893233828	0.1874349184311	0.322525051086983	0.0589173929053639	0.17510310347211	0.0472969777231235	0.146344862830728	0.0358452587751951	0.0895492686809724	0.0423634336677815	0.030809735876537	0.0528627195836044	0.0551710301936002	0.0239761110747837	0.11068193625624	0.00498616339657451
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0	0.00228201090801214	0.0046373585605639	0.00468515742128936	0.00251363647789257	0.0251053027978465	0.0096378575042768	0.0468151901522871	0.00231401133865556	0.00492404658148066	0.014729348226341	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae	0.0632677808825855	0.0273841308961457	0.0255054720831015	0.224887556221889	0.0276500012568182	0.0167368685318977	0.0289135725128304	0.0523228595819679	0.0277681360638667	0.014772139744442	0.0245489137105683	0.00921595281432159	0	0.00232293433064647	0	0.00331663958077676	0.00222965440356745	0.00280088507968518	0	0.0025077740997091	0.00217964646134397	0.00677644507691265	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.318975061949702	0.413043974350197	0.264329437952142	0.585644677661169	0.359450016338637	0.223158247091969	0.486711803965978	0.1294302315975	0.502140460488256	0.0861708151759116	0.184116852829262	0.129023339400502	0.113512746535496	3.3891611884132	6.33082416521907	9.49222248018308	2.49498327759197	14.0576422149399	6.08734547820429	0.152974220082255	0.15911419167811	0.196516907230467	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.466599884009068	0.387941854362064	0.470691893897236	0.988568215892054	0.590704572304753	0.834053948506234	0.720429848444691	0.99138049734255	0.631725095452968	0.704138661151735	0.112925003068614	0.278782572633228	0.437497043938892	0.320564937629213	0.176468966277883	0.533978972505058	0.147157190635452	0.266084082570092	0.325309043591412	0.1655130905808	0.132958434141982	0.207810982358655	0.286704395303034
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.0052723150735488	0.00228201090801214	0.0370988684845112	0.065592203898051	0.0527863660357439	0.0753159083935396	0.0457798231453148	0.0385536860077658	0.0416522040958001	0.0590885589777679	0	0	0	0.00232293433064647	0.0165439655885516	0.00663327916155351	0	0.00560177015937036	0.0081327260897853	0.0150466445982546	0	0.0045176300512751	0
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
