X1	X2	elements	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean
ASV_105	-6.31058368813934	8.28462546349542	ASV_105	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	Unassigned	69.2127659574468
ASV_1059	16.6235312226516	-3.86855192173536	ASV_1059	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	1.48936170212766
ASV_106	9.47227803335537	-22.5487635181287	ASV_106	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unassigned	58.2765957446809
ASV_107	-10.05435129477	-21.957648105494	ASV_107	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned	88.5106382978723
ASV_1070	-4.15990271407928	-3.46102683677228	ASV_1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	Unassigned	1.76595744680851
ASV_1076	9.48981126768276	-7.64835727787239	ASV_1076	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	4.17021276595745
ASV_108	11.696002321453	-16.7507402073988	ASV_108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	96.3404255319149
ASV_1081	-1.62792023290086	0.291103767388395	ASV_1081	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned	1.76595744680851
ASV_1085	-3.76795119619031	7.71229044982115	ASV_1085	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	1.48936170212766
ASV_109	2.51608556400068	14.4261107527374	ASV_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	76.5531914893617
ASV_1092	3.12634216833816	-25.7563901086866	ASV_1092	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	2.14893617021277
ASV_11	-11.5882329931069	-16.6003860226964	ASV_11	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	734.872340425532
ASV_110	7.30535275942349	-3.4357948654764	ASV_110	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalicatena	Unassigned	72.8936170212766
ASV_111	-23.042511647398	-9.12472332861703	ASV_111	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	60.0851063829787
ASV_1117	-16.6212338082014	-11.0002493072405	ASV_1117	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Unassigned	2.23404255319149
ASV_112	5.53741405940486	-7.09762901800321	ASV_112	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	73.3617021276596
ASV_1123	-18.8423506189413	-11.0142651201393	ASV_1123	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Unassigned	1.91489361702128
ASV_1128	14.8514509771625	-14.4272236203296	ASV_1128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	18.2765957446809
ASV_1129	-18.4427614438986	1.93251042311088	ASV_1129	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	2.78723404255319
ASV_1141	13.8593125877277	8.80621183806088	ASV_1141	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unassigned	1.53191489361702
ASV_1142	5.77560666364596	-20.5490620618562	ASV_1142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Unassigned	4.27659574468085
ASV_1146	5.00226212309679	12.0461312108453	ASV_1146	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis	Unassigned	4.36170212765957
ASV_1148	16.3137896045389	-4.98292144461846	ASV_1148	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Unassigned	2.08510638297872
ASV_115	-19.3666794194519	7.89174520460189	ASV_115	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Unassigned	63.8297872340426
ASV_1173	-17.780813985229	-8.3564557961937	ASV_1173	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned	1.74468085106383
ASV_118	-4.94268188115499	-0.0158494751767084	ASV_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	70.0425531914894
ASV_1180	21.8186983686953	-7.98420308202136	ASV_1180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	3.59574468085106
ASV_119	-11.6450815413478	-18.2851477023558	ASV_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	253.340425531915
ASV_1194	-0.335150125764625	-22.6829205470688	ASV_1194	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	2.53191489361702
ASV_1195	7.00411677019683	-8.33884783666178	ASV_1195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Unassigned	1.72340425531915
ASV_1197	17.954422194586	-3.36204476826172	ASV_1197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	2.51063829787234
ASV_1200	-4.87714162443904	-21.293237396048	ASV_1200	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	43.1276595744681
ASV_1204	-17.0443952303676	-10.4561917977757	ASV_1204	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis	Unassigned	1.65957446808511
ASV_1211	0.543487660088953	-25.4318285307842	ASV_1211	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	30.7446808510638
ASV_1213	6.10359262612072	-25.535408459401	ASV_1213	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Unassigned	1.93617021276596
ASV_1214	-10.2007591210313	-18.5008509723506	ASV_1214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Unassigned	189.191489361702
ASV_1223	-17.2272331552109	-11.3427891219625	ASV_1223	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Unassigned	1.70212765957447
ASV_1231	7.00999806565988	-25.2533927246368	ASV_1231	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	2.91489361702128
ASV_124	-13.6235310653547	7.49003487787708	ASV_124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	Unassigned	72.3617021276596
ASV_1251	-6.8934968206168	14.2556312912014	ASV_1251	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	5.1063829787234
ASV_1254	9.56346824797449	7.37939506417274	ASV_1254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	12.0425531914894
ASV_126	6.51237454889343	-5.37917065084871	ASV_126	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	Unassigned	52.3191489361702
ASV_1261	18.3832959933441	-10.281426345283	ASV_1261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Unassigned	2.82978723404255
ASV_127	-11.0306324618139	9.25491495766773	ASV_127	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	75.1489361702128
ASV_1275	-3.40615656650522	7.67950233506861	ASV_1275	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	7.61702127659574
ASV_1277	-3.13910684856603	-22.9538268942455	ASV_1277	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	Unassigned	106.255319148936
ASV_1280	7.79884815769517	4.26235578067357	ASV_1280	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	11.1063829787234
ASV_1285	1.34219241480201	-22.7224333777167	ASV_1285	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	4.34042553191489
ASV_129	9.47976596697191	1.8319230291391	ASV_129	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	63.7872340425532
ASV_1294	-14.6486286859753	2.86494730525692	ASV_1294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Falcatimonas	Unassigned	8.19148936170213
ASV_130	-5.84439385094776	-14.0592156838997	ASV_130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Unassigned	Unassigned	53.2127659574468
ASV_1309	14.3527647854213	-14.3068377998147	ASV_1309	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	30.7872340425532
ASV_131	12.516929343374	-22.3309801259947	ASV_131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	77.1489361702128
ASV_1314	-1.95205221429143	9.03351577752077	ASV_1314	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	1.87234042553191
ASV_132	11.1206233819423	2.78727481474496	ASV_132	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	59.3404255319149
ASV_1326	5.37065189148614	11.1288487132714	ASV_1326	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiracea_incertae_sedis	Unassigned	1.93617021276596
ASV_133	-1.24020495561183	-22.9158592264321	ASV_133	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Unassigned	73.1914893617021
ASV_134	9.18810645355733	-13.5685344383415	ASV_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	80.2127659574468
ASV_1343	-11.2285566705102	-15.867543563874	ASV_1343	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	52.6595744680851
ASV_135	10.0835301482935	6.32541432691403	ASV_135	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	98.5744680851064
ASV_1356	9.07728297765364	-3.4223620896233	ASV_1356	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Unassigned	29.468085106383
ASV_1357	8.68071783644402	4.1822338716035	ASV_1357	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	50.9787234042553
ASV_137	8.8416223842889	14.3257495069488	ASV_137	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	65.468085106383
ASV_1374	10.229766376206	-9.63914625014765	ASV_1374	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	1.97872340425532
ASV_1385	0.318598048810341	-26.581444529824	ASV_1385	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	674.978723404255
ASV_139	-14.5305489269736	5.71979378872607	ASV_139	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	56.9787234042553
ASV_1390	-8.78374822288372	-18.1008713474793	ASV_1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	140.021276595745
ASV_1399	2.79741597567366	-22.8052087095964	ASV_1399	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Unassigned	13.7659574468085
ASV_14	-15.3606545083463	6.66148263011237	ASV_14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Unassigned	483.297872340426
ASV_1400	-23.5194202385152	-7.54042748088875	ASV_1400	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Unassigned	16.4893617021277
ASV_1405	-6.98649375571362	-19.6927712944154	ASV_1405	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	35.0212765957447
ASV_141	-13.2388098507046	-0.0504735042809986	ASV_141	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	44.9574468085106
ASV_1411	16.4543203205424	-6.67677485653395	ASV_1411	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	1.61702127659574
ASV_142	-13.9705387112086	5.62339750952336	ASV_142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	61.0851063829787
ASV_1424	-12.999635954482	-12.8233956147462	ASV_1424	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Unassigned	3.59574468085106
ASV_1427	13.8587500202543	-14.699689602119	ASV_1427	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	38.0212765957447
ASV_143	-18.5076973910867	3.61821992783431	ASV_143	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	64.0425531914894
ASV_1434	-4.26499825999593	3.28120015982468	ASV_1434	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	9.12765957446809
ASV_1435	-2.62827977166928	8.40420717244678	ASV_1435	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	1.68085106382979
ASV_1445	-9.68456650414467	-19.3778473384552	ASV_1445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	47.1914893617021
ASV_1446	15.3185407034914	6.32084888147828	ASV_1446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	63.5106382978723
ASV_1448	-20.8777821411683	-10.0423817615457	ASV_1448	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	5.19148936170213
ASV_145	9.34888447959176	6.56127676758599	ASV_145	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	48.2553191489362
ASV_1454	6.6171198734199	9.75820284787643	ASV_1454	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unassigned	18.7446808510638
ASV_1467	14.4115183753594	-15.6743956798137	ASV_1467	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	24.1914893617021
ASV_1468	15.9166652251345	10.0284138685541	ASV_1468	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	11.5744680851064
ASV_147	-14.1385156151967	9.57860061018815	ASV_147	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	55.9787234042553
ASV_1476	15.1755226702628	-14.8371328889541	ASV_1476	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	4.57446808510638
ASV_1477	14.4503934397434	-15.0685528531468	ASV_1477	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	14.9148936170213
ASV_148	-15.1177450475647	5.19113393230068	ASV_148	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Unassigned	118.574468085106
ASV_1491	-2.27204717680443	8.63497550349541	ASV_1491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	1.74468085106383
ASV_1495	-5.88170240880914	-0.622800781659773	ASV_1495	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	1.36170212765957
ASV_1496	-3.40959304020389	12.474956170361	ASV_1496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Unassigned	4.78723404255319
ASV_150	11.8437467124418	2.57938514737528	ASV_150	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	48.6170212765957
ASV_152	-15.5911691020463	7.95389416399194	ASV_152	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	56.3404255319149
ASV_153	9.92678708922328	-5.34263692527353	ASV_153	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	40.7234042553191
ASV_154	-12.1475809083441	7.47616424086301	ASV_154	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Unassigned	55.2765957446809
ASV_156	16.3799259089036	10.7854695585989	ASV_156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	46.1914893617021
ASV_159	-1.02881805213625	0.622406032503647	ASV_159	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	44.3829787234043
ASV_160	-5.51958764371867	-16.6604421260511	ASV_160	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned	49.6170212765957
ASV_161	-5.62705370147075	1.06515496130287	ASV_161	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Unassigned	37.4042553191489
ASV_162	6.93244667932355	-22.7737283903227	ASV_162	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	43.2340425531915
ASV_163	-0.982002195207106	1.38006173403596	ASV_163	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unassigned	33.8936170212766
ASV_166	9.28663078291276	-21.5797387628161	ASV_166	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Schaedlerella	Unassigned	44.468085106383
ASV_17	-10.4451090842091	-16.9185171054909	ASV_17	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	369.021276595745
ASV_174	8.66954530859504	16.2984325131659	ASV_174	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	46.2127659574468
ASV_175	7.87477143681876	-11.9905048018953	ASV_175	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	40.5106382978723
ASV_176	-3.13967337700065	1.49415080063553	ASV_176	Bacteria	Firmicutes	Clostridia	Clostridiales	Vallitaleaceae	Vallitalea	Unassigned	35.468085106383
ASV_177	14.8902709906934	1.41966825005372	ASV_177	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Unassigned	32.468085106383
ASV_181	-16.6828104097076	-19.6911888202346	ASV_181	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Unassigned	35.5744680851064
ASV_182	-9.03832543894893	13.9669245534312	ASV_182	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	41.7234042553191
ASV_183	12.6804510462457	0.860669712637612	ASV_183	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	32.6382978723404
ASV_184	20.4357698163901	5.21132308908493	ASV_184	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	37.2340425531915
ASV_185	-2.81221691917976	-25.1934001183262	ASV_185	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	Unassigned	35.1063829787234
ASV_190	-13.1358768941226	-1.34555841339383	ASV_190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	37.3829787234043
ASV_191	-1.67290541238119	-2.35241947970175	ASV_191	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Unassigned	37.6595744680851
ASV_193	-22.4290370109457	-11.7512001465337	ASV_193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	40.7021276595745
ASV_194	9.37826544220863	13.4470910832061	ASV_194	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	37.468085106383
ASV_195	-13.9983871584739	5.86482801123413	ASV_195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	Unassigned	46.1063829787234
ASV_196	11.1701247253476	9.28003877342636	ASV_196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Unassigned	39.7234042553191
ASV_197	-2.54172581689186	-15.1908336520174	ASV_197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	39.7021276595745
ASV_199	11.8408089554987	-8.94058452583828	ASV_199	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acutalibacter	Unassigned	31.3617021276596
ASV_2	-12.7764490259565	-17.8937183248922	ASV_2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	1926.10638297872
ASV_20	-8.8913903179856	-15.6971355823852	ASV_20	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	340.042553191489
ASV_201	-20.4988223412087	7.47047098996918	ASV_201	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	40.6808510638298
ASV_202	20.1802763136231	6.03853478153581	ASV_202	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	49.0425531914894
ASV_203	20.1569766365773	-11.2886423342033	ASV_203	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	Unassigned	35.0851063829787
ASV_206	18.4752241398432	-8.81805359208527	ASV_206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	33
ASV_207	18.1736503621103	-14.9629843924213	ASV_207	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned	24.4042553191489
ASV_208	-17.9688383391019	0.378035531108183	ASV_208	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	39.5744680851064
ASV_209	19.653221739649	-0.611127885870113	ASV_209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	36.2765957446809
ASV_21	7.79527210138836	-22.0459110837654	ASV_21	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	415.36170212766
ASV_211	7.33331516297463	16.8660556937363	ASV_211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Lawsonibacter	Unassigned	30.6595744680851
ASV_212	6.46585860274747	16.0283900033181	ASV_212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	25.7872340425532
ASV_213	9.6004519436171	-13.2253200132627	ASV_213	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	34.7659574468085
ASV_214	19.5541005518505	-9.1497055025385	ASV_214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Unassigned	29.9148936170213
ASV_215	-14.0356306965196	-11.3777445032493	ASV_215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	28.0212765957447
ASV_216	-13.9324258629027	7.5727779416332	ASV_216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	34.6595744680851
ASV_217	9.8556781757004	-13.6212296707075	ASV_217	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Muricomes	Unassigned	27.9148936170213
ASV_218	-8.55677221111086	-16.4302239908257	ASV_218	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	142.63829787234
ASV_219	10.5725593506966	-2.03851192804858	ASV_219	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	58.2127659574468
