feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	ANC	BHD	0.574638318352151	none	0.574638318352151
ko00564	edgeR	ANC	BHD	0.975483647029434	none	0.975483647029434
ko00680	edgeR	ANC	BHD	0.694334782948611	none	0.694334782948611
ko00562	edgeR	ANC	BHD	0.561196465588163	none	0.561196465588163
ko03030	edgeR	ANC	BHD	0.999468261126605	none	0.999468261126605
ko00561	edgeR	ANC	BHD	0.820065715344643	none	0.820065715344643
ko00440	edgeR	ANC	BHD	0.822352989329369	none	0.822352989329369
ko00250	edgeR	ANC	BHD	0.990934590338759	none	0.990934590338759
ko00740	edgeR	ANC	BHD	0.425656835383385	none	0.425656835383385
ko04940	edgeR	ANC	BHD	0.708820904746326	none	0.708820904746326
ko00010	edgeR	ANC	BHD	0.854824090117111	none	0.854824090117111
ko05412	edgeR	ANC	BHD	0.26407764208565	none	0.26407764208565
ko00195	edgeR	ANC	BHD	0.999080933705138	none	0.999080933705138
ko03450	edgeR	ANC	BHD	0.000683064313338862	none	0.000683064313338862
ko00760	edgeR	ANC	BHD	0.558392299374837	none	0.558392299374837
ko00920	edgeR	ANC	BHD	0.914143730170666	none	0.914143730170666
ko00311	edgeR	ANC	BHD	0.000203583174029124	none	0.000203583174029124
ko00310	edgeR	ANC	BHD	0.710029210854343	none	0.710029210854343
ko04146	edgeR	ANC	BHD	0.375993600877985	none	0.375993600877985
ko00600	edgeR	ANC	BHD	0.511581653218345	none	0.511581653218345
ko04141	edgeR	ANC	BHD	0.626100040379188	none	0.626100040379188
ko04142	edgeR	ANC	BHD	0.554615001633443	none	0.554615001633443
ko00604	edgeR	ANC	BHD	0.0588311578388665	none	0.0588311578388665
ko04260	edgeR	ANC	BHD	0.0454272608287559	none	0.0454272608287559
ko05142	edgeR	ANC	BHD	3.62742030399359e-05	none	3.62742030399359e-05
ko00513	edgeR	ANC	BHD	0.829020989028755	none	0.829020989028755
ko04973	edgeR	ANC	BHD	0.00069556994989618	none	0.00069556994989618
ko00510	edgeR	ANC	BHD	0.0723682263123597	none	0.0723682263123597
ko05110	edgeR	ANC	BHD	1	none	1
ko04974	edgeR	ANC	BHD	0.100423822935733	none	0.100423822935733
ko04976	edgeR	ANC	BHD	0.00915524290329945	none	0.00915524290329945
ko00450	edgeR	ANC	BHD	0.934125551957662	none	0.934125551957662
ko01051	edgeR	ANC	BHD	0.777211510877685	none	0.777211510877685
ko00565	edgeR	ANC	BHD	0.260642180652319	none	0.260642180652319
ko00524	edgeR	ANC	BHD	0.893710104792651	none	0.893710104792651
ko00300	edgeR	ANC	BHD	0.904013591693906	none	0.904013591693906
ko05222	edgeR	ANC	BHD	1.46443098926153e-27	none	1.46443098926153e-27
ko05416	edgeR	ANC	BHD	1.46443098926153e-27	none	1.46443098926153e-27
ko00260	edgeR	ANC	BHD	0.950583031711335	none	0.950583031711335
ko00190	edgeR	ANC	BHD	0.575657555582153	none	0.575657555582153
ko03440	edgeR	ANC	BHD	0.94015818161406	none	0.94015818161406
ko00750	edgeR	ANC	BHD	0.601293099961295	none	0.601293099961295
ko00950	edgeR	ANC	BHD	0.933867959798315	none	0.933867959798315
ko00592	edgeR	ANC	BHD	0.127316990051352	none	0.127316990051352
ko00591	edgeR	ANC	BHD	0.0506084476876985	none	0.0506084476876985
ko00590	edgeR	ANC	BHD	0.000208885052715385	none	0.000208885052715385
ko00061	edgeR	ANC	BHD	0.932656747219269	none	0.932656747219269
ko03070	edgeR	ANC	BHD	0.712744926681483	none	0.712744926681483
ko00253	edgeR	ANC	BHD	0.625789990504633	none	0.625789990504633
ko03060	edgeR	ANC	BHD	0.834426158844782	none	0.834426158844782
ko00380	edgeR	ANC	BHD	0.643763639012292	none	0.643763639012292
ko00500	edgeR	ANC	BHD	0.605938303434259	none	0.605938303434259
ko05120	edgeR	ANC	BHD	0.99757510485918	none	0.99757510485918
ko04966	edgeR	ANC	BHD	1	none	1
ko04964	edgeR	ANC	BHD	0.000298345271301072	none	0.000298345271301072
ko00625	edgeR	ANC	BHD	0.172222604872514	none	0.172222604872514
ko00624	edgeR	ANC	BHD	0.138205298853779	none	0.138205298853779
ko00627	edgeR	ANC	BHD	0.442589503424013	none	0.442589503424013
ko00626	edgeR	ANC	BHD	0.0684608888378129	none	0.0684608888378129
ko00621	edgeR	ANC	BHD	0.00600052318693901	none	0.00600052318693901
ko00620	edgeR	ANC	BHD	0.927149340586647	none	0.927149340586647
ko00623	edgeR	ANC	BHD	0.196647659094978	none	0.196647659094978
ko00622	edgeR	ANC	BHD	0.00732639952382588	none	0.00732639952382588
ko00270	edgeR	ANC	BHD	0.983916484096618	none	0.983916484096618
ko00940	edgeR	ANC	BHD	0.353995946870656	none	0.353995946870656
ko00941	edgeR	ANC	BHD	1.32865613609524e-21	none	1.32865613609524e-21
ko01053	edgeR	ANC	BHD	0.000769579126915712	none	0.000769579126915712
ko00100	edgeR	ANC	BHD	0.781699436056345	none	0.781699436056345
ko00945	edgeR	ANC	BHD	1	none	1
