feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	ANC	BHD	0.0663330479607686	none	0.0663330479607686
ko00564	LinDA	ANC	BHD	0.874325461000429	none	0.874325461000429
ko00680	LinDA	ANC	BHD	0.21003806687917	none	0.21003806687917
ko00562	LinDA	ANC	BHD	0.0466048856424979	none	0.0466048856424979
ko03030	LinDA	ANC	BHD	0.998395211653166	none	0.998395211653166
ko00561	LinDA	ANC	BHD	0.58040233599631	none	0.58040233599631
ko00440	LinDA	ANC	BHD	0.427297331294958	none	0.427297331294958
ko00250	LinDA	ANC	BHD	0.987826869518643	none	0.987826869518643
ko00740	LinDA	ANC	BHD	0.0158490421641131	none	0.0158490421641131
ko04940	LinDA	ANC	BHD	0.0416473454777506	none	0.0416473454777506
ko00010	LinDA	ANC	BHD	0.492880872239672	none	0.492880872239672
ko05412	LinDA	ANC	BHD	0.144512488529168	none	0.144512488529168
ko00195	LinDA	ANC	BHD	0.968515712997811	none	0.968515712997811
ko03450	LinDA	ANC	BHD	0.000380324958266741	none	0.000380324958266741
ko00760	LinDA	ANC	BHD	0.00809408073540553	none	0.00809408073540553
ko00920	LinDA	ANC	BHD	0.721528183796784	none	0.721528183796784
ko00311	LinDA	ANC	BHD	0.0372666979965098	none	0.0372666979965098
ko00310	LinDA	ANC	BHD	0.280766567980504	none	0.280766567980504
ko04146	LinDA	ANC	BHD	0.00277837852047599	none	0.00277837852047599
ko00600	LinDA	ANC	BHD	0.0971035525228624	none	0.0971035525228624
ko04141	LinDA	ANC	BHD	0.075882096172769	none	0.075882096172769
ko04142	LinDA	ANC	BHD	0.22023642741967	none	0.22023642741967
ko00604	LinDA	ANC	BHD	0.0324339133127675	none	0.0324339133127675
ko04260	LinDA	ANC	BHD	0.155154341294774	none	0.155154341294774
ko05142	LinDA	ANC	BHD	0.728276961659854	none	0.728276961659854
ko00513	LinDA	ANC	BHD	0.889233451910209	none	0.889233451910209
ko04973	LinDA	ANC	BHD	0.0237891689563936	none	0.0237891689563936
ko00510	LinDA	ANC	BHD	0.00236498413003113	none	0.00236498413003113
ko05110	LinDA	ANC	BHD	0.83660930364813	none	0.83660930364813
ko04974	LinDA	ANC	BHD	0.10879357789188	none	0.10879357789188
ko04976	LinDA	ANC	BHD	0.235279038966516	none	0.235279038966516
ko00450	LinDA	ANC	BHD	0.727651693300969	none	0.727651693300969
ko01051	LinDA	ANC	BHD	0.501301378284331	none	0.501301378284331
ko00565	LinDA	ANC	BHD	0.644252903935265	none	0.644252903935265
ko00524	LinDA	ANC	BHD	0.56887819434454	none	0.56887819434454
ko00300	LinDA	ANC	BHD	0.690648601381953	none	0.690648601381953
ko05222	LinDA	ANC	BHD	2.63571614034213e-09	none	2.63571614034213e-09
ko05416	LinDA	ANC	BHD	2.63571614034213e-09	none	2.63571614034213e-09
ko00260	LinDA	ANC	BHD	0.781455746472252	none	0.781455746472252
ko00190	LinDA	ANC	BHD	0.0097506454232589	none	0.0097506454232589
ko03440	LinDA	ANC	BHD	0.778700237117319	none	0.778700237117319
ko00750	LinDA	ANC	BHD	0.0175888393182999	none	0.0175888393182999
ko00950	LinDA	ANC	BHD	0.793008680340947	none	0.793008680340947
ko00592	LinDA	ANC	BHD	0.11595837088337	none	0.11595837088337
ko00591	LinDA	ANC	BHD	0.000184645381533516	none	0.000184645381533516
ko00590	LinDA	ANC	BHD	0.000128749152747863	none	0.000128749152747863
ko00061	LinDA	ANC	BHD	0.726269154581631	none	0.726269154581631
ko03070	LinDA	ANC	BHD	0.23113705545608	none	0.23113705545608
ko00253	LinDA	ANC	BHD	0.20847815008479	none	0.20847815008479
ko03060	LinDA	ANC	BHD	0.345942252684942	none	0.345942252684942
ko00380	LinDA	ANC	BHD	0.115371740343428	none	0.115371740343428
ko00500	LinDA	ANC	BHD	0.12327812609195	none	0.12327812609195
ko05120	LinDA	ANC	BHD	0.952787930379289	none	0.952787930379289
ko04966	LinDA	ANC	BHD	0.83660930364813	none	0.83660930364813
ko04964	LinDA	ANC	BHD	5.08562273225392e-05	none	5.08562273225392e-05
