feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	BHD	CMD	0.899581437974647	none	0.899581437974647
ko00564	edgeR	BHD	CMD	0.952601142190994	none	0.952601142190994
ko00680	edgeR	BHD	CMD	0.960157533428526	none	0.960157533428526
ko00562	edgeR	BHD	CMD	0.784522782899859	none	0.784522782899859
ko03030	edgeR	BHD	CMD	0.936967866364681	none	0.936967866364681
ko00561	edgeR	BHD	CMD	0.728340806563299	none	0.728340806563299
ko00440	edgeR	BHD	CMD	0.957796138087005	none	0.957796138087005
ko00250	edgeR	BHD	CMD	0.983879767597051	none	0.983879767597051
ko00740	edgeR	BHD	CMD	0.907183871227211	none	0.907183871227211
ko04940	edgeR	BHD	CMD	0.754428032140067	none	0.754428032140067
ko00010	edgeR	BHD	CMD	0.927756827783549	none	0.927756827783549
ko05412	edgeR	BHD	CMD	2.34545504027215e-08	none	2.34545504027215e-08
ko00195	edgeR	BHD	CMD	0.803920632129548	none	0.803920632129548
ko03450	edgeR	BHD	CMD	0.328898469228764	none	0.328898469228764
ko00760	edgeR	BHD	CMD	0.906129057920845	none	0.906129057920845
ko00920	edgeR	BHD	CMD	0.796020315190395	none	0.796020315190395
ko00311	edgeR	BHD	CMD	5.7257152668669e-12	none	5.7257152668669e-12
ko00310	edgeR	BHD	CMD	0.924554894910983	none	0.924554894910983
ko04146	edgeR	BHD	CMD	0.792852018443745	none	0.792852018443745
ko00600	edgeR	BHD	CMD	0.50202668197853	none	0.50202668197853
ko04141	edgeR	BHD	CMD	0.990186259409843	none	0.990186259409843
ko04142	edgeR	BHD	CMD	0.00963794677363179	none	0.00963794677363179
ko00604	edgeR	BHD	CMD	0.0001680223602598	none	0.0001680223602598
ko04260	edgeR	BHD	CMD	0.0338207877563724	none	0.0338207877563724
ko05142	edgeR	BHD	CMD	0.0403936610248105	none	0.0403936610248105
ko00513	edgeR	BHD	CMD	1.18482107275216e-20	none	1.18482107275216e-20
ko04973	edgeR	BHD	CMD	4.23598854087713e-10	none	4.23598854087713e-10
ko00510	edgeR	BHD	CMD	0.565648166709836	none	0.565648166709836
ko05110	edgeR	BHD	CMD	0.38629654589019	none	0.38629654589019
ko04974	edgeR	BHD	CMD	0.000205066371911796	none	0.000205066371911796
ko04976	edgeR	BHD	CMD	0.539332699058751	none	0.539332699058751
ko00450	edgeR	BHD	CMD	0.913117819294252	none	0.913117819294252
ko01051	edgeR	BHD	CMD	0.635145277044379	none	0.635145277044379
ko00565	edgeR	BHD	CMD	0.0889997219400154	none	0.0889997219400154
ko00524	edgeR	BHD	CMD	0.741997574783661	none	0.741997574783661
ko00300	edgeR	BHD	CMD	0.808933848401862	none	0.808933848401862
ko05222	edgeR	BHD	CMD	0.0456256378923778	none	0.0456256378923778
ko05416	edgeR	BHD	CMD	0.0456256378923778	none	0.0456256378923778
ko00260	edgeR	BHD	CMD	0.935399529454962	none	0.935399529454962
ko00190	edgeR	BHD	CMD	0.869293291074276	none	0.869293291074276
ko03440	edgeR	BHD	CMD	0.897316675368536	none	0.897316675368536
ko00750	edgeR	BHD	CMD	0.756583983003013	none	0.756583983003013
ko00950	edgeR	BHD	CMD	0.790153638395155	none	0.790153638395155
