feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	ANC	CMD	0.793367795481549	none	0.793367795481549
ko00564	edgeR	ANC	CMD	0.901650851954494	none	0.901650851954494
ko00680	edgeR	ANC	CMD	0.733910435606392	none	0.733910435606392
ko00562	edgeR	ANC	CMD	0.900167584847696	none	0.900167584847696
ko03030	edgeR	ANC	CMD	0.901078347674652	none	0.901078347674652
ko00561	edgeR	ANC	CMD	0.796188269937366	none	0.796188269937366
ko00440	edgeR	ANC	CMD	0.813907647920753	none	0.813907647920753
ko00250	edgeR	ANC	CMD	0.988815427364315	none	0.988815427364315
ko00740	edgeR	ANC	CMD	0.6761124320799	none	0.6761124320799
ko04940	edgeR	ANC	CMD	0.961950444838137	none	0.961950444838137
ko00010	edgeR	ANC	CMD	0.801855928162863	none	0.801855928162863
ko05412	edgeR	ANC	CMD	1.03689600573719e-06	none	1.03689600573719e-06
ko00195	edgeR	ANC	CMD	0.765760237697818	none	0.765760237697818
ko03450	edgeR	ANC	CMD	0.00157771391793121	none	0.00157771391793121
ko00760	edgeR	ANC	CMD	0.775203516615757	none	0.775203516615757
ko00920	edgeR	ANC	CMD	0.77189197462284	none	0.77189197462284
ko00311	edgeR	ANC	CMD	9.04091809529787e-07	none	9.04091809529787e-07
ko00310	edgeR	ANC	CMD	0.774809353627272	none	0.774809353627272
ko04146	edgeR	ANC	CMD	0.436192026960754	none	0.436192026960754
ko00600	edgeR	ANC	CMD	0.290467503888898	none	0.290467503888898
ko04141	edgeR	ANC	CMD	0.737531345140397	none	0.737531345140397
ko04142	edgeR	ANC	CMD	0.023706987088435	none	0.023706987088435
ko00604	edgeR	ANC	CMD	0.00705315557550538	none	0.00705315557550538
ko04260	edgeR	ANC	CMD	0.380947524139321	none	0.380947524139321
ko05142	edgeR	ANC	CMD	5.20158899028383e-06	none	5.20158899028383e-06
ko00513	edgeR	ANC	CMD	7.20093195084651e-23	none	7.20093195084651e-23
ko04973	edgeR	ANC	CMD	9.91122116112586e-06	none	9.91122116112586e-06
ko00510	edgeR	ANC	CMD	0.62600093367074	none	0.62600093367074
ko05110	edgeR	ANC	CMD	0.385474801263513	none	0.385474801263513
ko04974	edgeR	ANC	CMD	0.00532061268301231	none	0.00532061268301231
ko04976	edgeR	ANC	CMD	0.00158774724772053	none	0.00158774724772053
ko00450	edgeR	ANC	CMD	0.987086017045613	none	0.987086017045613
ko01051	edgeR	ANC	CMD	0.723737789133201	none	0.723737789133201
ko00565	edgeR	ANC	CMD	0.0147406074857683	none	0.0147406074857683
ko00524	edgeR	ANC	CMD	0.834623342520473	none	0.834623342520473
ko00300	edgeR	ANC	CMD	0.829088730991994	none	0.829088730991994
ko05222	edgeR	ANC	CMD	1.46923623574059e-06	none	1.46923623574059e-06
ko05416	edgeR	ANC	CMD	1.46923623574059e-06	none	1.46923623574059e-06
ko00260	edgeR	ANC	CMD	0.868923325502244	none	0.868923325502244
ko00190	edgeR	ANC	CMD	0.822219412272712	none	0.822219412272712
ko03440	edgeR	ANC	CMD	0.898332962694443	none	0.898332962694443
ko00750	edgeR	ANC	CMD	0.960943403699145	none	0.960943403699145
ko00950	edgeR	ANC	CMD	0.777173597637678	none	0.777173597637678
ko00592	edgeR	ANC	CMD	0.166711039340432	none	0.166711039340432
ko00591	edgeR	ANC	CMD	0.212718625670492	none	0.212718625670492
ko00590	edgeR	ANC	CMD	0.851687356904839	none	0.851687356904839
ko00061	edgeR	ANC	CMD	0.80782868086825	none	0.80782868086825
