feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	ANC	CMD	0.689925851460472	none	0.689925851460472
ko00564	LinDA	ANC	CMD	0.938754570538734	none	0.938754570538734
ko00680	LinDA	ANC	CMD	0.514727404237667	none	0.514727404237667
ko00562	LinDA	ANC	CMD	0.876924968011325	none	0.876924968011325
ko03030	LinDA	ANC	CMD	0.939481850302423	none	0.939481850302423
ko00561	LinDA	ANC	CMD	0.672074818873001	none	0.672074818873001
ko00440	LinDA	ANC	CMD	0.756572260737193	none	0.756572260737193
ko00250	LinDA	ANC	CMD	0.616136544543549	none	0.616136544543549
ko00740	LinDA	ANC	CMD	0.355038857043708	none	0.355038857043708
ko04940	LinDA	ANC	CMD	0.378981931286944	none	0.378981931286944
ko00010	LinDA	ANC	CMD	0.729116877588075	none	0.729116877588075
ko05412	LinDA	ANC	CMD	0.905620994332609	none	0.905620994332609
ko00195	LinDA	ANC	CMD	0.612768081455575	none	0.612768081455575
ko03450	LinDA	ANC	CMD	0.000467070291589177	none	0.000467070291589177
ko00760	LinDA	ANC	CMD	0.533543645189667	none	0.533543645189667
ko00920	LinDA	ANC	CMD	0.0539780942498569	none	0.0539780942498569
ko00311	LinDA	ANC	CMD	0.950454104884814	none	0.950454104884814
ko00310	LinDA	ANC	CMD	0.0523195013644	none	0.0523195013644
ko04146	LinDA	ANC	CMD	0.000463590787591078	none	0.000463590787591078
ko00600	LinDA	ANC	CMD	0.00121627633315784	none	0.00121627633315784
ko04141	LinDA	ANC	CMD	0.284451233535287	none	0.284451233535287
ko04142	LinDA	ANC	CMD	0.240999727303084	none	0.240999727303084
ko00604	LinDA	ANC	CMD	0.715517267206168	none	0.715517267206168
ko04260	LinDA	ANC	CMD	0.459027121737992	none	0.459027121737992
ko05142	LinDA	ANC	CMD	0.626736855181029	none	0.626736855181029
ko00513	LinDA	ANC	CMD	0.00603065805199874	none	0.00603065805199874
ko04973	LinDA	ANC	CMD	0.790266551816139	none	0.790266551816139
ko00510	LinDA	ANC	CMD	0.332835667004182	none	0.332835667004182
ko05110	LinDA	ANC	CMD	0.636692584964061	none	0.636692584964061
ko04974	LinDA	ANC	CMD	0.492535619160951	none	0.492535619160951
ko04976	LinDA	ANC	CMD	0.0836310750834225	none	0.0836310750834225
ko00450	LinDA	ANC	CMD	0.433267327122818	none	0.433267327122818
ko01051	LinDA	ANC	CMD	0.510796566803882	none	0.510796566803882
ko00565	LinDA	ANC	CMD	0.0543054623279586	none	0.0543054623279586
ko00524	LinDA	ANC	CMD	0.280847554241061	none	0.280847554241061
ko00300	LinDA	ANC	CMD	0.764540157919889	none	0.764540157919889
ko05222	LinDA	ANC	CMD	0.0214671297904971	none	0.0214671297904971
ko05416	LinDA	ANC	CMD	0.0214671297904971	none	0.0214671297904971
ko00260	LinDA	ANC	CMD	0.924173905599257	none	0.924173905599257
ko00190	LinDA	ANC	CMD	0.474292354346468	none	0.474292354346468
ko03440	LinDA	ANC	CMD	0.993220382141598	none	0.993220382141598
ko00750	LinDA	ANC	CMD	0.757134975081698	none	0.757134975081698
ko00950	LinDA	ANC	CMD	0.0579853573139507	none	0.0579853573139507
ko00592	LinDA	ANC	CMD	0.647179811654092	none	0.647179811654092
