z	module	p	roles	label	role_7
ASV_333	-1.11602767700482	3	0.375	Peripherals		peripheral
ASV_266	-1.11602767700482	3	0.277777777777778	Peripherals		peripheral
ASV_209	-1.11602767700482	3	0.277777777777778	Peripherals		peripheral
ASV_279	-1.15962541931185	3	0.345679012345679	Peripherals		peripheral
ASV_287	-1.02883219239075	3	0.21875	Peripherals		peripheral
ASV_395	-1.20322316161889	3	0.244897959183674	Peripherals		peripheral
ASV_770	-0.985234450083721	3	0.5	Peripherals		peripheral
ASV_4	-0.54925702701339	3	0.5	Peripherals		peripheral
ASV_13	-0.418463800092291	3	0.5	Peripherals		peripheral
ASV_109	-0.941636707776688	3	0.375	Peripherals		peripheral
ASV_93	-1.15962541931185	3	0	Peripherals		ultra peripheral
ASV_188	-1.20322316161889	3	0	Peripherals		ultra peripheral
ASV_270	-1.20322316161889	3	0	Peripherals		ultra peripheral
ASV_1368	1.53199362899567	4	0	Peripherals		ultra peripheral
ASV_157	0.62414555255379	4	0	Peripherals		ultra peripheral
ASV_193	1.07806959077473	4	0	Peripherals		ultra peripheral
ASV_204	0.170221514332852	4	0	Peripherals		ultra peripheral
ASV_242	0.62414555255379	4	0	Peripherals		ultra peripheral
ASV_84	-0.737626562109025	4	0.32	Peripherals		peripheral
ASV_1582	-0.737626562109025	4	0	Peripherals		ultra peripheral
ASV_331	-0.283702523888087	4	0	Peripherals		ultra peripheral
ASV_166	0.170221514332852	4	0	Peripherals		ultra peripheral
ASV_285	-0.737626562109025	4	0.5	Peripherals		peripheral
ASV_494	1.53199362899567	4	0	Peripherals		ultra peripheral
ASV_447	-0.283702523888087	4	0.5	Peripherals		peripheral
ASV_172	0.62414555255379	4	0.5	Peripherals		peripheral
ASV_296	-1.19155060032996	4	0.5	Peripherals		peripheral
ASV_380	-0.737626562109025	4	0.277777777777778	Peripherals		peripheral
ASV_261	-0.283702523888087	4	0.444444444444444	Peripherals		peripheral
ASV_284	-0.737626562109025	4	0	Peripherals		ultra peripheral
ASV_428	0.170221514332852	4	0	Peripherals		ultra peripheral
ASV_372	-1.6454746385509	4	0	Peripherals		ultra peripheral
ASV_8	1.53199362899567	4	0	Peripherals		ultra peripheral
ASV_10	-0.737626562109025	4	0	Peripherals		ultra peripheral
ASV_25	-0.737626562109025	4	0	Peripherals		ultra peripheral
ASV_117	1.98591766721661	4	0	Peripherals		ultra peripheral
ASV_382	-1.19155060032996	4	0.611111111111111	Peripherals		peripheral
ASV_53	0.544704779401922	8	0	Peripherals		ultra peripheral
ASV_77	0.544704779401922	8	0	Peripherals		ultra peripheral
ASV_116	1.18019368870416	8	0	Peripherals		ultra peripheral
ASV_1034	-0.0907841299003203	8	0	Peripherals		ultra peripheral
ASV_1572	-1.36176194850481	8	0.48	Peripherals		peripheral
ASV_1319	-1.36176194850481	8	0	Peripherals		ultra peripheral
ASV_7	0.544704779401922	8	0	Peripherals		ultra peripheral
ASV_154	-0.938332963291816	5	0	Peripherals		ultra peripheral
ASV_205	-0.134047566184545	5	0	Peripherals		ultra peripheral
ASV_216	2.27880862513727	5	0.508547008547009	Peripherals		peripheral
ASV_293	2.27880862513727	5	0	Peripherals		ultra peripheral
ASV_334	0.134047566184545	5	0.0665873959571938	Peripherals		peripheral
ASV_1549	-0.938332963291816	5	0.71875	Connectors	ASV_1549	non hub connector
ASV_153	1.47452322803	5	0.375	Peripherals		peripheral
ASV_341	-0.134047566184545	5	0.2265625	Peripherals		peripheral
ASV_488	0.938332963291816	5	0	Peripherals		ultra peripheral
ASV_260	-0.134047566184545	5	0.495867768595041	Peripherals		peripheral
ASV_405	-0.670237830922725	5	0.444444444444444	Peripherals		peripheral
ASV_219	0.134047566184545	5	0.451331496786042	Peripherals		peripheral
ASV_311	0.134047566184545	5	0.53125	Peripherals		peripheral
ASV_617	-0.402142698553635	5	0	Peripherals		ultra peripheral
ASV_388	-1.20642809566091	5	0	Peripherals		ultra peripheral
ASV_328	-0.938332963291816	5	0	Peripherals		ultra peripheral
ASV_438	-0.938332963291816	5	0	Peripherals		ultra peripheral
ASV_362	-0.402142698553635	5	0.444444444444444	Peripherals		peripheral
ASV_435	-0.670237830922725	5	0	Peripherals		ultra peripheral
ASV_379	-0.134047566184545	5	0.489795918367347	Peripherals		peripheral
ASV_498	-0.402142698553635	5	0.429752066115702	Peripherals		peripheral
ASV_26	1.47452322803	5	0	Peripherals		ultra peripheral
ASV_98	0.134047566184545	5	0	Peripherals		ultra peripheral
ASV_158	-0.938332963291816	5	0.611111111111111	Peripherals		peripheral
ASV_1090	-0.660338179744218	6	0.641975308641975	Connectors	ASV_1090	non hub connector
ASV_71	1.45274399543728	6	0	Peripherals		ultra peripheral
ASV_108	-0.660338179744218	6	0	Peripherals		ultra peripheral
ASV_190	-0.132067635948844	6	0	Peripherals		ultra peripheral
ASV_197	0.577350269189626	7	0.277777777777778	Peripherals		peripheral
ASV_1540	-1.15470053837925	7	0.5	Peripherals		peripheral
ASV_50	0.577350269189626	7	0.5	Peripherals		peripheral
ASV_185	0	10	0.375	Peripherals		peripheral
ASV_39	0	10	0	Peripherals		ultra peripheral
ASV_1077	0	9	0	Peripherals		ultra peripheral
ASV_112	0	9	0	Peripherals		ultra peripheral
ASV_200	-0.707106781186547	11	0	Peripherals		ultra peripheral
ASV_256	0.707106781186547	11	0	Peripherals		ultra peripheral
