feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	HMAT	LMAT	0.820857202009453	none	0.820857202009453
ko00564	LinDA	HMAT	LMAT	0.83403241938733	none	0.83403241938733
ko00680	LinDA	HMAT	LMAT	0.882231066500848	none	0.882231066500848
ko00562	LinDA	HMAT	LMAT	0.766542839860443	none	0.766542839860443
ko03030	LinDA	HMAT	LMAT	0.800312522037489	none	0.800312522037489
ko00561	LinDA	HMAT	LMAT	0.503507480422554	none	0.503507480422554
ko00440	LinDA	HMAT	LMAT	0.853854516350286	none	0.853854516350286
ko00250	LinDA	HMAT	LMAT	0.781335957485854	none	0.781335957485854
ko00740	LinDA	HMAT	LMAT	0.179660791953644	none	0.179660791953644
ko04940	LinDA	HMAT	LMAT	0.94150938066781	none	0.94150938066781
ko00010	LinDA	HMAT	LMAT	0.544313908068682	none	0.544313908068682
ko05412	LinDA	HMAT	LMAT	0.548364780696323	none	0.548364780696323
ko00195	LinDA	HMAT	LMAT	0.38160403216436	none	0.38160403216436
ko03450	LinDA	HMAT	LMAT	0.828904083470473	none	0.828904083470473
ko00760	LinDA	HMAT	LMAT	0.524612424524964	none	0.524612424524964
ko00920	LinDA	HMAT	LMAT	0.938990611547733	none	0.938990611547733
ko00311	LinDA	HMAT	LMAT	0.654134241931445	none	0.654134241931445
ko00310	LinDA	HMAT	LMAT	0.40250139446223	none	0.40250139446223
ko04146	LinDA	HMAT	LMAT	0.500820508670414	none	0.500820508670414
ko00600	LinDA	HMAT	LMAT	0.662591668620221	none	0.662591668620221
ko04141	LinDA	HMAT	LMAT	0.36818455322215	none	0.36818455322215
ko04142	LinDA	HMAT	LMAT	0.0880589713362142	none	0.0880589713362142
ko00604	LinDA	HMAT	LMAT	0.40597995400923	none	0.40597995400923
ko04260	LinDA	HMAT	LMAT	0.411178733125834	none	0.411178733125834
ko05142	LinDA	HMAT	LMAT	0.532422430990628	none	0.532422430990628
ko04540	LinDA	HMAT	LMAT	0.515655050089332	none	0.515655050089332
ko00909	LinDA	HMAT	LMAT	0.459932824600472	none	0.459932824600472
