feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	LinDA	MD	NC	0.948124415805904	none	0.948124415805904
ko00564	LinDA	MD	NC	0.961595815230351	none	0.961595815230351
ko00680	LinDA	MD	NC	0.506638656280011	none	0.506638656280011
ko00562	LinDA	MD	NC	0.700660001480921	none	0.700660001480921
ko03030	LinDA	MD	NC	0.852963571830546	none	0.852963571830546
ko00561	LinDA	MD	NC	0.448408650789043	none	0.448408650789043
ko00440	LinDA	MD	NC	0.916521922485603	none	0.916521922485603
ko00250	LinDA	MD	NC	0.938558690840422	none	0.938558690840422
ko00740	LinDA	MD	NC	1.13809918541917e-05	none	1.13809918541917e-05
ko04940	LinDA	MD	NC	0.973487329166193	none	0.973487329166193
ko00010	LinDA	MD	NC	0.541857044965724	none	0.541857044965724
ko05412	LinDA	MD	NC	0.973867704790689	none	0.973867704790689
ko00195	LinDA	MD	NC	0.898897730233186	none	0.898897730233186
ko03450	LinDA	MD	NC	0.0004158363785169	none	0.0004158363785169
ko00760	LinDA	MD	NC	0.0581723959003959	none	0.0581723959003959
ko00920	LinDA	MD	NC	0.461989770036837	none	0.461989770036837
ko00311	LinDA	MD	NC	0.113326191244013	none	0.113326191244013
ko00310	LinDA	MD	NC	0.748656374317128	none	0.748656374317128
ko04146	LinDA	MD	NC	0.0468410328343765	none	0.0468410328343765
ko00600	LinDA	MD	NC	0.00403827945126993	none	0.00403827945126993
ko04141	LinDA	MD	NC	0.00338725072741765	none	0.00338725072741765
ko04142	LinDA	MD	NC	0.0204792468914663	none	0.0204792468914663
ko00604	LinDA	MD	NC	0.371055466558726	none	0.371055466558726
ko04260	LinDA	MD	NC	0.901865557821648	none	0.901865557821648
ko05142	LinDA	MD	NC	0.0809169449878659	none	0.0809169449878659
ko04540	LinDA	MD	NC	0.554165873048258	none	0.554165873048258
ko00909	LinDA	MD	NC	0.651272510339137	none	0.651272510339137
ko00513	LinDA	MD	NC	0.10893835400446	none	0.10893835400446
ko04973	LinDA	MD	NC	0.172705010802256	none	0.172705010802256
ko00510	LinDA	MD	NC	0.0553977953158077	none	0.0553977953158077
ko05110	LinDA	MD	NC	0.743784315200556	none	0.743784315200556
ko04974	LinDA	MD	NC	0.0224709144140006	none	0.0224709144140006
ko04976	LinDA	MD	NC	0.390863539484821	none	0.390863539484821
ko00450	LinDA	MD	NC	0.652921909655304	none	0.652921909655304
ko01051	LinDA	MD	NC	0.656224744690747	none	0.656224744690747
ko00565	LinDA	MD	NC	0.051742191007683	none	0.051742191007683
ko00524	LinDA	MD	NC	0.180835602625655	none	0.180835602625655
ko00300	LinDA	MD	NC	0.636465956786109	none	0.636465956786109
