feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	MD	NC	0.966621348591367	none	0.966621348591367
ko00564	edgeR	MD	NC	0.913858000896927	none	0.913858000896927
ko00680	edgeR	MD	NC	0.74051354124154	none	0.74051354124154
ko00562	edgeR	MD	NC	0.814192950521361	none	0.814192950521361
ko03030	edgeR	MD	NC	0.984271246266118	none	0.984271246266118
ko00561	edgeR	MD	NC	0.809641045292374	none	0.809641045292374
ko00440	edgeR	MD	NC	0.853173059575107	none	0.853173059575107
ko00250	edgeR	MD	NC	0.91021718699895	none	0.91021718699895
ko00740	edgeR	MD	NC	0.243493717721106	none	0.243493717721106
ko04940	edgeR	MD	NC	0.959445715593356	none	0.959445715593356
ko00010	edgeR	MD	NC	0.903364559421922	none	0.903364559421922
ko05412	edgeR	MD	NC	0.721256083874664	none	0.721256083874664
ko00195	edgeR	MD	NC	0.911753743976078	none	0.911753743976078
ko03450	edgeR	MD	NC	5.1799685538675e-08	none	5.1799685538675e-08
ko00760	edgeR	MD	NC	0.552198276571934	none	0.552198276571934
ko00920	edgeR	MD	NC	0.900784560956616	none	0.900784560956616
ko00311	edgeR	MD	NC	0.0602405403080696	none	0.0602405403080696
ko00310	edgeR	MD	NC	0.9522839737111	none	0.9522839737111
ko04146	edgeR	MD	NC	0.464489871759611	none	0.464489871759611
ko00600	edgeR	MD	NC	0.105452902396804	none	0.105452902396804
ko04141	edgeR	MD	NC	0.357179135535565	none	0.357179135535565
ko04142	edgeR	MD	NC	0.000838386952730348	none	0.000838386952730348
ko00604	edgeR	MD	NC	0.00155205950175783	none	0.00155205950175783
ko04260	edgeR	MD	NC	0.994457479985683	none	0.994457479985683
ko05142	edgeR	MD	NC	0.00464528343019928	none	0.00464528343019928
ko04540	edgeR	MD	NC	1	none	1
ko00909	edgeR	MD	NC	0.405276574913243	none	0.405276574913243
ko00513	edgeR	MD	NC	1.31536889648704e-48	none	1.31536889648704e-48
ko04973	edgeR	MD	NC	0.000514450681245152	none	0.000514450681245152
ko00510	edgeR	MD	NC	0.062616115226245	none	0.062616115226245
ko05110	edgeR	MD	NC	0.772127783742865	none	0.772127783742865
ko04974	edgeR	MD	NC	6.11199951158974e-06	none	6.11199951158974e-06
ko04976	edgeR	MD	NC	0.621868030533799	none	0.621868030533799
ko00450	edgeR	MD	NC	0.958229767398077	none	0.958229767398077
ko01051	edgeR	MD	NC	0.763517168519007	none	0.763517168519007
ko00565	edgeR	MD	NC	0.0275273568931945	none	0.0275273568931945
ko00524	edgeR	MD	NC	0.723456536907684	none	0.723456536907684
ko00300	edgeR	MD	NC	0.928576879997226	none	0.928576879997226
ko05222	edgeR	MD	NC	0.00257289896535558	none	0.00257289896535558
ko05416	edgeR	MD	NC	0.00250307128937199	none	0.00250307128937199
ko00260	edgeR	MD	NC	0.993368823718005	none	0.993368823718005
ko00190	edgeR	MD	NC	0.697306858927353	none	0.697306858927353
ko03440	edgeR	MD	NC	0.981778298657289	none	0.981778298657289
ko00750	edgeR	MD	NC	0.733935740188955	none	0.733935740188955
ko00950	edgeR	MD	NC	0.916127430279591	none	0.916127430279591
ko00592	edgeR	MD	NC	0.00215998750381939	none	0.00215998750381939
ko00591	edgeR	MD	NC	0.23521622295524	none	0.23521622295524
ko00590	edgeR	MD	NC	6.71242230628376e-05	none	6.71242230628376e-05
ko00062	edgeR	MD	NC	0.746332967054272	none	0.746332967054272
ko00061	edgeR	MD	NC	0.571495513780345	none	0.571495513780345
ko03070	edgeR	MD	NC	0.809731814717941	none	0.809731814717941
ko00253	edgeR	MD	NC	0.0956986918909677	none	0.0956986918909677
ko03060	edgeR	MD	NC	0.785718256582411	none	0.785718256582411
ko00380	edgeR	MD	NC	0.973194892667391	none	0.973194892667391
ko00500	edgeR	MD	NC	0.526646039869864	none	0.526646039869864
ko05120	edgeR	MD	NC	0.809865827492119	none	0.809865827492119
ko04666	edgeR	MD	NC	0.159548481991957	none	0.159548481991957
