"Var1"	"Var2"	"cor"	"pvalue"
"1"	"Acetatifactor"	"FBG"	-0.116175202779525	0.68011145423877
"2"	"Acetivibrio"	"FBG"	-0.544479887721549	0.0358551538765893
"3"	"Akkermansia"	"FBG"	-0.613250021940622	0.0150510217270115
"4"	"Alistipes"	"FBG"	-0.686327351805195	0.00471991203303517
"5"	"Alkaliphilus"	"FBG"	-0.581624202803419	0.0229443621246463
"6"	"Anaerocolumna"	"FBG"	-0.425379973254261	0.113937374802362
"7"	"Anaerotignum"	"FBG"	-0.756056548300287	0.00110974957725364
"8"	"Bacteroides"	"FBG"	0.714924324797078	0.00273901155252088
"9"	"Bifidobacterium"	"FBG"	-0.289948009172914	0.294510943520442
"10"	"Blautia"	"FBG"	-0.284182419106838	0.304649764340874
"11"	"Clostridium_XlVa"	"FBG"	-0.524150268336315	0.0448923374293587
"12"	"Duncaniella"	"FBG"	-0.593387189581575	0.0197086043646455
"13"	"Eisenbergiella"	"FBG"	-0.148346797395394	0.597752508211293
"14"	"Enterocloster"	"FBG"	0.0947274730356128	0.737017185696732
"15"	"Flintibacter"	"FBG"	-0.0268336314847943	0.924373426064572
"16"	"Intestinimonas"	"FBG"	-0.416815742397138	0.122198390017102
"17"	"Kineothrix"	"FBG"	-0.11260058115554	0.689494320474429
"18"	"Lachnospiracea_incertae_sedis"	"FBG"	0.0357462162398539	0.899357514129419
"19"	"Lacrimispora"	"FBG"	-0.132261000087459	0.638441625081786
"20"	"Lawsonibacter"	"FBG"	-0.0214477297439123	0.939523974391821
"21"	"Ligilactobacillus"	"FBG"	0.173369148763291	0.536633125953695
"22"	"Muribaculum"	"FBG"	-0.586237946333604	0.0216303370892241
"23"	"Neglecta"	"FBG"	-0.529516994633274	0.0423587973898418
"24"	"Oscillibacter"	"FBG"	-0.153708729831372	0.584424326954599
"25"	"Parabacteroides"	"FBG"	0.637347017067397	0.0105961137418793
"26"	"Paramuribaculum"	"FBG"	-0.259160067738941	0.350964677384134
"27"	"Pseudescherichia"	"FBG"	0.799295793348156	0.000349542107970865
"28"	"Roseburia"	"FBG"	0.102862254025045	0.715266478755501
"29"	"Ruminococcus"	"FBG"	0.754376197485327	0.00115525928328139
"30"	"Vallitalea"	"FBG"	-0.626574954807103	0.0124384909456343
"31"	"Acetatifactor"	"Weight"	0.575	0.0249362279425826
"32"	"Acetivibrio"	"Weight"	-0.0287257308378955	0.919056418308755
"33"	"Akkermansia"	"Weight"	0.0822899348920426	0.77062869945796
"34"	"Alistipes"	"Weight"	0.432142857142857	0.107693037546398
"35"	"Alkaliphilus"	"Weight"	-0.0522543728363424	0.853269884978555
"36"	"Anaerocolumna"	"Weight"	0.328571428571429	0.23180969720616
