""	"FBG"	"Weight"	"AUC"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Eisenbergiella"	"-0.549183876695039"	"0.315600076389176"	"-0.469120954934705"	"-0.439855810726989"	"-0.471211486303136"	"-0.468795945367741"	"0.298383935732581"	"-0.177093156432949"
"Enterocloster"	"-0.37768871968445"	"0.176872272858387"	"-0.176064245572282"	"-0.365547979417873"	"-0.150955560651378"	"-0.425280067382541"	"0.297972693380874"	"-0.131543127153858"
"Flintibacter"	"-0.850613817899196"	"0.733656181379322"	"-0.652708661227466"	"-0.573403688468459"	"-0.447838828330341"	"-0.586865843730971"	"0.263227336675418"	"-0.299429820434303"
"Intestinimonas"	"-0.195236217850052"	"0.085160911335232"	"-0.0854043978827641"	"-0.475583401547879"	"-0.407730727733739"	"-0.52945950921944"	"-0.199277761834355"	"-0.559750430908629"
"Kineothrix"	"-0.738933698673889"	"0.622856611528508"	"-0.65019822628425"	"-0.429366521979385"	"-0.362204416316229"	"-0.465700922077578"	"0.467394613584338"	"-0.156965310662053"
"Lachnospiracea_incertae_sedis"	"-0.45931037475203"	"0.445227153062976"	"-0.268354749123699"	"-0.596571686185183"	"-0.398291507736977"	"-0.648662259508217"	"-0.158664657659917"	"-0.646686543960592"
"Lacrimispora"	"-0.553515045094229"	"0.490135992717084"	"-0.481804322754778"	"-0.626034235027621"	"-0.717140301749301"	"-0.564656191047218"	"-0.0416157881004013"	"-0.316123032223031"
"Lawsonibacter"	"-0.732053902314287"	"0.550029601859812"	"-0.558253383559968"	"-0.638732252866044"	"-0.587288748692717"	"-0.67558819124937"	"0.0730237558458674"	"-0.488498949075152"
"Ligilactobacillus"	"0.273127337335261"	"-0.373133374639601"	"0.577892725265246"	"-0.141380081460545"	"0.219902695738636"	"-0.204986099229263"	"-0.28147901418454"	"-0.27986086001426"
"Muribaculum"	"-0.0235967096595422"	"-0.0602068504873056"	"0.245114858314903"	"-0.459864726012676"	"-0.272385501483137"	"-0.498235303854187"	"-0.366180279534844"	"-0.544846708242469"
"Neglecta"	"-0.41595407399576"	"0.356960886043475"	"-0.222644231182757"	"-0.488743932782138"	"-0.417559181301285"	"-0.494571802181401"	"0.0481149252526904"	"-0.281448751707494"
"Oscillibacter"	"-0.76916537194526"	"0.515839511572792"	"-0.644002504136202"	"-0.308709201505216"	"-0.356961917757381"	"-0.324856479976252"	"0.622611005842334"	"0.122004981378491"
"Parabacteroides"	"0.719809769490757"	"-0.533994579508628"	"0.503720407480314"	"0.74989821554394"	"0.575460313728534"	"0.78388229000921"	"-0.14413420986407"	"0.460347362566666"
"Paramuribaculum"	"0.0716454933964413"	"-0.132944148314817"	"0.353154091801088"	"-0.376560421379578"	"-0.11460299033874"	"-0.416748315838938"	"-0.286382592073428"	"-0.42062614729953"
"Pseudescherichia"	"0.7254214255755"	"-0.542505046982835"	"0.508923888534038"	"0.775393427561683"	"0.611604091888195"	"0.806961673792638"	"-0.111241053976999"	"0.492104059652657"
"Roseburia"	"-0.738548381128358"	"0.663397472416597"	"-0.694482531688931"	"-0.266531730142381"	"-0.174064959366643"	"-0.307528452779826"	"0.495481246022431"	"-0.0936878485789469"
"Ruminococcus"	"0.252665686634911"	"-0.348262508609298"	"0.444770057600924"	"0.0724676955973906"	"0.454011432038193"	"-0.00677350995956678"	"-0.0324949338215093"	"-0.050027374826227"
"Vallitalea"	"0.253373341355978"	"-0.322176245584876"	"0.376264594584004"	"0.216277909778956"	"0.436457203431456"	"0.165880497047737"	"-0.0346778578536105"	"0.0624740773503515"
