""	"FBG"	"Weight"	"AUC"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"-0.700299869517816"	"0.496173696421541"	"-0.566337858630729"	"-0.161845441200033"	"-0.028681368906237"	"-0.211371006656031"	"0.525855882705975"	"0.0467063991964462"
"Acetivibrio"	"0.153804259380268"	"-0.226312771111453"	"0.354153991235179"	"-0.345070649052865"	"-0.0487173410223445"	"-0.391664524514432"	"-0.355389328066333"	"-0.448839767460777"
"Akkermansia"	"-0.109112720392191"	"0.185853639237326"	"-0.0817728278207374"	"-0.563482300819138"	"-0.56634408820308"	"-0.479300929978295"	"-0.470289273875793"	"-0.387050041059647"
"Alistipes"	"-0.541979350684009"	"0.59190611972742"	"-0.383912522428354"	"-0.740785846319791"	"-0.706963054363811"	"-0.716800879350775"	"-0.524132498420053"	"-0.813043062010343"
"Alkaliphilus"	"0.30507044954091"	"-0.053467778454088"	"0.13414846945111"	"0.451670861863392"	"0.141381311437774"	"0.550876416270351"	"-0.314512417782824"	"0.202741442291479"
"Anaerocolumna"	"-0.0249736203965646"	"-0.0442355770373728"	"0.176154741737418"	"-0.0478102615467507"	"0.334078274353247"	"-0.116766126240378"	"0.104582278513892"	"-0.0666379516126304"
"Anaerotignum"	"-0.113225649430176"	"-0.0147020444872271"	"0.0953137228322462"	"-0.0850464129116195"	"0.261469785343797"	"-0.159961083683086"	"0.116626568867274"	"-0.0993136577859104"
"Bacteroides"	"0.685188543457219"	"-0.542198106703481"	"0.514237272800409"	"0.550366844352285"	"0.465356428983321"	"0.574217541446111"	"-0.223894586199143"	"0.319678045784645"
"Bifidobacterium"	"0.458660439095631"	"-0.425656226076553"	"0.473528915964214"	"-0.239329505171031"	"-0.0479498592936975"	"-0.265437255049622"	"-0.520001110010145"	"-0.414589539870085"
"Blautia"	"-0.442773986368954"	"0.673060559230204"	"-0.490827910087735"	"-0.446906065674512"	"-0.511391666549644"	"-0.378276964877664"	"-0.437779360381971"	"-0.53133107161533"
"Clostridium_XlVa"	"-0.883359363194788"	"0.816057609511215"	"-0.81858333251532"	"-0.49644542593241"	"-0.550942073846723"	"-0.510957354970231"	"0.19503266204749"	"-0.371957361842767"
"Duncaniella"	"0.0311755212593735"	"-0.0699546519307311"	"0.331466401768485"	"-0.498353305598278"	"-0.160351410035696"	"-0.554602191805292"	"-0.433049592739254"	"-0.638540569444564"
