"Var1"	"Var2"	"cor"	"pvalue"
"1"	"Acetatifactor"	"FBG"	-0.700299869517816	0.0241194367917401
"2"	"Acetivibrio"	"FBG"	0.153804259380268	0.671399756449127
"3"	"Akkermansia"	"FBG"	-0.109112720392191	0.764137356341559
"4"	"Alistipes"	"FBG"	-0.541979350684009	0.105588953228721
"5"	"Alkaliphilus"	"FBG"	0.30507044954091	0.391375210644807
"6"	"Anaerocolumna"	"FBG"	-0.0249736203965646	0.945404264238542
"7"	"Anaerotignum"	"FBG"	-0.113225649430176	0.755469825669657
"8"	"Bacteroides"	"FBG"	0.685188543457219	0.028771580549644
"9"	"Bifidobacterium"	"FBG"	0.458660439095631	0.182441143381095
"10"	"Blautia"	"FBG"	-0.442773986368954	0.200024911045312
"11"	"Clostridium_XlVa"	"FBG"	-0.883359363194788	0.000701869881753259
"12"	"Duncaniella"	"FBG"	0.0311755212593735	0.931869789629989
"13"	"Eisenbergiella"	"FBG"	-0.549183876695039	0.100128828453245
"14"	"Enterocloster"	"FBG"	-0.37768871968445	0.281916922943109
"15"	"Flintibacter"	"FBG"	-0.850613817899196	0.00181202336723196
"16"	"Intestinimonas"	"FBG"	-0.195236217850052	0.588830901376092
"17"	"Kineothrix"	"FBG"	-0.738933698673889	0.0146227347892625
"18"	"Lachnospiracea_incertae_sedis"	"FBG"	-0.45931037475203	0.181741948544515
"19"	"Lacrimispora"	"FBG"	-0.553515045094229	0.0969342848776601
"20"	"Lawsonibacter"	"FBG"	-0.732053902314287	0.0160786697767524
"21"	"Ligilactobacillus"	"FBG"	0.273127337335261	0.445144560394811
"22"	"Muribaculum"	"FBG"	-0.0235967096595422	0.948410929054456
"23"	"Neglecta"	"FBG"	-0.41595407399576	0.231859717339201
"24"	"Oscillibacter"	"FBG"	-0.76916537194526	0.00930091767176587
"25"	"Parabacteroides"	"FBG"	0.719809769490757	0.018914248414505
"26"	"Paramuribaculum"	"FBG"	0.0716454933964413	0.844077487521328
"27"	"Pseudescherichia"	"FBG"	0.7254214255755	0.0175749589071017
"28"	"Roseburia"	"FBG"	-0.738548381128358	0.0147017453744734
"29"	"Ruminococcus"	"FBG"	0.252665686634911	0.481247543606278
"30"	"Vallitalea"	"FBG"	0.253373341355978	0.479978224839378
"31"	"Acetatifactor"	"Weight"	0.496173696421541	0.144671436251602
"32"	"Acetivibrio"	"Weight"	-0.226312771111453	0.529526802140335
"33"	"Akkermansia"	"Weight"	0.185853639237326	0.607199560862424
"34"	"Alistipes"	"Weight"	0.59190611972742	0.071435597749938
"35"	"Alkaliphilus"	"Weight"	-0.053467778454088	0.8833730293128
"36"	"Anaerocolumna"	"Weight"	-0.0442355770373728	0.903423802084421
"37"	"Anaerotignum"	"Weight"	-0.0147020444872271	0.967846228326425
"38"	"Bacteroides"	"Weight"	-0.542198106703481	0.105420460886145
"39"	"Bifidobacterium"	"Weight"	-0.425656226076553	0.220032241963999
"40"	"Blautia"	"Weight"	0.673060559230204	0.0329217585845772
"41"	"Clostridium_XlVa"	"Weight"	0.816057609511215	0.00398545248505866
"42"	"Duncaniella"	"Weight"	-0.0699546519307311	0.847720857901369
"43"	"Eisenbergiella"	"Weight"	0.315600076389176	0.374376548245625
"44"	"Enterocloster"	"Weight"	0.176872272858387	0.624970356611345
"45"	"Flintibacter"	"Weight"	0.733656181379322	0.0157309606730751
"46"	"Intestinimonas"	"Weight"	0.085160911335232	0.815055679991406
"47"	"Kineothrix"	"Weight"	0.622856611528508	0.0544098743422125
"48"	"Lachnospiracea_incertae_sedis"	"Weight"	0.445227153062976	0.197247755272155
"49"	"Lacrimispora"	"Weight"	0.490135992717084	0.150396255686049
"50"	"Lawsonibacter"	"Weight"	0.550029601859812	0.099499876404243
"51"	"Ligilactobacillus"	"Weight"	-0.373133374639601	0.288234475428126
"52"	"Muribaculum"	"Weight"	-0.0602068504873056	0.868773880850349
"53"	"Neglecta"	"Weight"	0.356960886043475	0.311269024315166
"54"	"Oscillibacter"	"Weight"	0.515839511572792	0.126957081847666
"55"	"Parabacteroides"	"Weight"	-0.533994579508628	0.111855630315548
"56"	"Paramuribaculum"	"Weight"	-0.132944148314817	0.714270311457615
"57"	"Pseudescherichia"	"Weight"	-0.542505046982835	0.105184332601714
"58"	"Roseburia"	"Weight"	0.663397472416597	0.0365059149676497
"59"	"Ruminococcus"	"Weight"	-0.348262508609298	0.324045062990976
"60"	"Vallitalea"	"Weight"	-0.322176245584876	0.363948635775176
"61"	"Acetatifactor"	"AUC"	-0.566337858630729	0.0878594015362106
"62"	"Acetivibrio"	"AUC"	0.354153991235179	0.315362386804619
"63"	"Akkermansia"	"AUC"	-0.0817728278207374	0.822313268841813
"64"	"Alistipes"	"AUC"	-0.383912522428354	0.273407761629596
"65"	"Alkaliphilus"	"AUC"	0.13414846945111	0.711774314272295
"66"	"Anaerocolumna"	"AUC"	0.176154741737418	0.626397767306198
"67"	"Anaerotignum"	"AUC"	0.0953137228322462	0.793385078924891
"68"	"Bacteroides"	"AUC"	0.514237272800409	0.128347253597096
"69"	"Bifidobacterium"	"AUC"	0.473528915964214	0.166842144638484
"70"	"Blautia"	"AUC"	-0.490827910087735	0.149733335573023
"71"	"Clostridium_XlVa"	"AUC"	-0.81858333251532	0.00378328435587218
"72"	"Duncaniella"	"AUC"	0.331466401768485	0.349467788134758
"73"	"Eisenbergiella"	"AUC"	-0.469120954934705	0.171380290608491
"74"	"Enterocloster"	"AUC"	-0.176064245572282	0.626577874060285
"75"	"Flintibacter"	"AUC"	-0.652708661227466	0.0407677226185514
"76"	"Intestinimonas"	"AUC"	-0.0854043978827641	0.814534590450024
"77"	"Kineothrix"	"AUC"	-0.65019822628425	0.0418150458652547
"78"	"Lachnospiracea_incertae_sedis"	"AUC"	-0.268354749123699	0.453452946847565
"79"	"Lacrimispora"	"AUC"	-0.481804322754778	0.158518531212969
"80"	"Lawsonibacter"	"AUC"	-0.558253383559968	0.0935145111006114
"81"	"Ligilactobacillus"	"AUC"	0.577892725265246	0.0801651414143756
"82"	"Muribaculum"	"AUC"	0.245114858314903	0.49488146576327
"83"	"Neglecta"	"AUC"	-0.222644231182757	0.536398675039238
"84"	"Oscillibacter"	"AUC"	-0.644002504136202	0.0444767961141654
"85"	"Parabacteroides"	"AUC"	0.503720407480314	0.13770542307984
"86"	"Paramuribaculum"	"AUC"	0.353154091801088	0.316827335774081
"87"	"Pseudescherichia"	"AUC"	0.508923888534038	0.133024537191325
"88"	"Roseburia"	"AUC"	-0.694482531688931	0.0258440145580201
"89"	"Ruminococcus"	"AUC"	0.444770057600924	0.197763505559072
"90"	"Vallitalea"	"AUC"	0.376264594584004	0.283883852499532
"91"	"Acetatifactor"	"Acetic.acid"	-0.161845441200033	0.655091882473219
"92"	"Acetivibrio"	"Acetic.acid"	-0.345070649052865	0.328800343455569
"93"	"Akkermansia"	"Acetic.acid"	-0.563482300819138	0.0898311221920826
"94"	"Alistipes"	"Acetic.acid"	-0.740785846319791	0.0142470772481873
"95"	"Alkaliphilus"	"Acetic.acid"	0.451670861863392	0.190060705548954
"96"	"Anaerocolumna"	"Acetic.acid"	-0.0478102615467507	0.895653787652346
"97"	"Anaerotignum"	"Acetic.acid"	-0.0850464129116195	0.815300742527135
"98"	"Bacteroides"	"Acetic.acid"	0.550366844352285	0.099249775322821
"99"	"Bifidobacterium"	"Acetic.acid"	-0.239329505171031	0.505437445373787
"100"	"Blautia"	"Acetic.acid"	-0.446906065674512	0.195360139143742
"101"	"Clostridium_XlVa"	"Acetic.acid"	-0.49644542593241	0.144416964050579
"102"	"Duncaniella"	"Acetic.acid"	-0.498353305598278	0.142637942382054
"103"	"Eisenbergiella"	"Acetic.acid"	-0.439855810726989	0.20335792667573
"104"	"Enterocloster"	"Acetic.acid"	-0.365547979417873	0.298921150401853
"105"	"Flintibacter"	"Acetic.acid"	-0.573403688468459	0.0831004944760511
"106"	"Intestinimonas"	"Acetic.acid"	-0.475583401547879	0.164751818138778
"107"	"Kineothrix"	"Acetic.acid"	-0.429366521979385	0.215602323472778
"108"	"Lachnospiracea_incertae_sedis"	"Acetic.acid"	-0.596571686185183	0.0686729329649957
"109"	"Lacrimispora"	"Acetic.acid"	-0.626034235027621	0.0528315805481452
"110"	"Lawsonibacter"	"Acetic.acid"	-0.638732252866044	0.0468283522243736
"111"	"Ligilactobacillus"	"Acetic.acid"	-0.141380081460545	0.69683905530967
"112"	"Muribaculum"	"Acetic.acid"	-0.459864726012676	0.181146835333197
"113"	"Neglecta"	"Acetic.acid"	-0.488743932782138	0.1517353634552
"114"	"Oscillibacter"	"Acetic.acid"	-0.308709201505216	0.385459276368276
"115"	"Parabacteroides"	"Acetic.acid"	0.74989821554394	0.01249652957376
"116"	"Paramuribaculum"	"Acetic.acid"	-0.376560421379578	0.283474663843435
"117"	"Pseudescherichia"	"Acetic.acid"	0.775393427561683	0.00840523263996021
"118"	"Roseburia"	"Acetic.acid"	-0.266531730142381	0.456644840278332
"119"	"Ruminococcus"	"Acetic.acid"	0.0724676955973906	0.842306790602285
"120"	"Vallitalea"	"Acetic.acid"	0.216277909778956	0.548408051578022
"121"	"Acetatifactor"	"Propionic.acid"	-0.028681368906237	0.937311091691944
"122"	"Acetivibrio"	"Propionic.acid"	-0.0487173410223445	0.893683385634984
"123"	"Akkermansia"	"Propionic.acid"	-0.56634408820308	0.0878551307248067
"124"	"Alistipes"	"Propionic.acid"	-0.706963054363811	0.0222432284130287
"125"	"Alkaliphilus"	"Propionic.acid"	0.141381311437774	0.696836522872687
"126"	"Anaerocolumna"	"Propionic.acid"	0.334078274353247	0.345449975590093
"127"	"Anaerotignum"	"Propionic.acid"	0.261469785343797	0.465560171377763
"128"	"Bacteroides"	"Propionic.acid"	0.465356428983321	0.175313607439203
"129"	"Bifidobacterium"	"Propionic.acid"	-0.0479498592936975	0.895350512954214
"130"	"Blautia"	"Propionic.acid"	-0.511391666549644	0.130839342492093
"131"	"Clostridium_XlVa"	"Propionic.acid"	-0.550942073846723	0.0988241027661125
"132"	"Duncaniella"	"Propionic.acid"	-0.160351410035696	0.658112165436547
"133"	"Eisenbergiella"	"Propionic.acid"	-0.471211486303136	0.16921895065456
"134"	"Enterocloster"	"Propionic.acid"	-0.150955560651378	0.677207193719496
"135"	"Flintibacter"	"Propionic.acid"	-0.447838828330341	0.19431600158631
"136"	"Intestinimonas"	"Propionic.acid"	-0.407730727733739	0.242159660334927
"137"	"Kineothrix"	"Propionic.acid"	-0.362204416316229	0.303697617927946
"138"	"Lachnospiracea_incertae_sedis"	"Propionic.acid"	-0.398291507736977	0.254292533181015
"139"	"Lacrimispora"	"Propionic.acid"	-0.717140301749301	0.0195754872983424
"140"	"Lawsonibacter"	"Propionic.acid"	-0.587288748692717	0.0742399884077105
"141"	"Ligilactobacillus"	"Propionic.acid"	0.219902695738636	0.54155731158108
"142"	"Muribaculum"	"Propionic.acid"	-0.272385501483137	0.446431420727722
"143"	"Neglecta"	"Propionic.acid"	-0.417559181301285	0.229878704568042
"144"	"Oscillibacter"	"Propionic.acid"	-0.356961917757381	0.311267524903257
"145"	"Parabacteroides"	"Propionic.acid"	0.575460313728534	0.0817472305436639
"146"	"Paramuribaculum"	"Propionic.acid"	-0.11460299033874	0.752572670035527
"147"	"Pseudescherichia"	"Propionic.acid"	0.611604091888195	0.0602491426607598
"148"	"Roseburia"	"Propionic.acid"	-0.174064959366643	0.630561400367794
"149"	"Ruminococcus"	"Propionic.acid"	0.454011432038193	0.187488744200738
"150"	"Vallitalea"	"Propionic.acid"	0.436457203431456	0.207279979945728
"151"	"Acetatifactor"	"Butyric.acid"	-0.211371006656031	0.557735858959879
"152"	"Acetivibrio"	"Butyric.acid"	-0.391664524514432	0.26300774640307
"153"	"Akkermansia"	"Butyric.acid"	-0.479300929978295	0.161009529597032
"154"	"Alistipes"	"Butyric.acid"	-0.716800879350775	0.0196606936377047
"155"	"Alkaliphilus"	"Butyric.acid"	0.550876416270351	0.0988726309913072
"156"	"Anaerocolumna"	"Butyric.acid"	-0.116766126240378	0.748028262485662
"157"	"Anaerotignum"	"Butyric.acid"	-0.159961083683086	0.658901972215586
"158"	"Bacteroides"	"Butyric.acid"	0.574217541446111	0.0825632655128433
"159"	"Bifidobacterium"	"Butyric.acid"	-0.265437255049622	0.458565961239548
"160"	"Blautia"	"Butyric.acid"	-0.378276964877664	0.281106624587362
"161"	"Clostridium_XlVa"	"Butyric.acid"	-0.510957354970231	0.131222303776866
"162"	"Duncaniella"	"Butyric.acid"	-0.554602191805292	0.0961427466858905
"163"	"Eisenbergiella"	"Butyric.acid"	-0.468795945367741	0.171717778543593
"164"	"Enterocloster"	"Butyric.acid"	-0.425280067382541	0.2204842374009
"165"	"Flintibacter"	"Butyric.acid"	-0.586865843730971	0.0745003586810151
"166"	"Intestinimonas"	"Butyric.acid"	-0.52945950921944	0.115516423974052
"167"	"Kineothrix"	"Butyric.acid"	-0.465700922077578	0.174951460537863
"168"	"Lachnospiracea_incertae_sedis"	"Butyric.acid"	-0.648662259508217	0.0424646607026386
"169"	"Lacrimispora"	"Butyric.acid"	-0.564656191047218	0.0890171750635985
"170"	"Lawsonibacter"	"Butyric.acid"	-0.67558819124937	0.032025280978416
"171"	"Ligilactobacillus"	"Butyric.acid"	-0.204986099229263	0.569964382578657
"172"	"Muribaculum"	"Butyric.acid"	-0.498235303854187	0.142747583881937
"173"	"Neglecta"	"Butyric.acid"	-0.494571802181401	0.146177150281557
"174"	"Oscillibacter"	"Butyric.acid"	-0.324856479976252	0.359740592405388
"175"	"Parabacteroides"	"Butyric.acid"	0.78388229000921	0.00728500279027746
"176"	"Paramuribaculum"	"Butyric.acid"	-0.416748315838938	0.230878266674028
"177"	"Pseudescherichia"	"Butyric.acid"	0.806961673792638	0.0047778834215308
"178"	"Roseburia"	"Butyric.acid"	-0.307528452779826	0.387374156432793
"179"	"Ruminococcus"	"Butyric.acid"	-0.00677350995956678	0.985183626757605
"180"	"Vallitalea"	"Butyric.acid"	0.165880497047737	0.646957325214109
"181"	"Acetatifactor"	"Valeric.acid"	0.525855882705975	0.118478100239669
"182"	"Acetivibrio"	"Valeric.acid"	-0.355389328066333	0.313557408506922
"183"	"Akkermansia"	"Valeric.acid"	-0.470289273875793	0.170170382362189
"184"	"Alistipes"	"Valeric.acid"	-0.524132498420053	0.119911052606119
"185"	"Alkaliphilus"	"Valeric.acid"	-0.314512417782824	0.376115302860739
"186"	"Anaerocolumna"	"Valeric.acid"	0.104582278513892	0.773712089844173
"187"	"Anaerotignum"	"Valeric.acid"	0.116626568867274	0.748321241296212
"188"	"Bacteroides"	"Valeric.acid"	-0.223894586199143	0.534052508498886
"189"	"Bifidobacterium"	"Valeric.acid"	-0.520001110010145	0.123390001834002
"190"	"Blautia"	"Valeric.acid"	-0.437779360381971	0.20574903337662
"191"	"Clostridium_XlVa"	"Valeric.acid"	0.19503266204749	0.589227226736016
"192"	"Duncaniella"	"Valeric.acid"	-0.433049592739254	0.21125595449005
"193"	"Eisenbergiella"	"Valeric.acid"	0.298383935732581	0.402359701395928
"194"	"Enterocloster"	"Valeric.acid"	0.297972693380874	0.403040046531161
"195"	"Flintibacter"	"Valeric.acid"	0.263227336675418	0.462455988665932
"196"	"Intestinimonas"	"Valeric.acid"	-0.199277761834355	0.580982421184197
"197"	"Kineothrix"	"Valeric.acid"	0.467394613584338	0.173177443991598
"198"	"Lachnospiracea_incertae_sedis"	"Valeric.acid"	-0.158664657659917	0.661527404382378
"199"	"Lacrimispora"	"Valeric.acid"	-0.0416157881004013	0.909122960099604
"200"	"Lawsonibacter"	"Valeric.acid"	0.0730237558458674	0.841109617947711
"201"	"Ligilactobacillus"	"Valeric.acid"	-0.28147901418454	0.430774232158596
"202"	"Muribaculum"	"Valeric.acid"	-0.366180279534844	0.298022396550855
"203"	"Neglecta"	"Valeric.acid"	0.0481149252526904	0.894991924576881
"204"	"Oscillibacter"	"Valeric.acid"	0.622611005842334	0.054533148490859
"205"	"Parabacteroides"	"Valeric.acid"	-0.14413420986407	0.691175294122563
"206"	"Paramuribaculum"	"Valeric.acid"	-0.286382592073428	0.422438396820527
"207"	"Pseudescherichia"	"Valeric.acid"	-0.111241053976999	0.759649128684797
"208"	"Roseburia"	"Valeric.acid"	0.495481246022431	0.145321145130735
"209"	"Ruminococcus"	"Valeric.acid"	-0.0324949338215093	0.928992342386422
"210"	"Vallitalea"	"Valeric.acid"	-0.0346778578536105	0.924233343248129
"211"	"Acetatifactor"	"Isovaleric.acid"	0.0467063991964462	0.898052343321687
"212"	"Acetivibrio"	"Isovaleric.acid"	-0.448839767460777	0.193199182525333
"213"	"Akkermansia"	"Isovaleric.acid"	-0.387050041059647	0.269171904217197
"214"	"Alistipes"	"Isovaleric.acid"	-0.813043062010343	0.00423674271254972
"215"	"Alkaliphilus"	"Isovaleric.acid"	0.202741442291479	0.574287447546857
"216"	"Anaerocolumna"	"Isovaleric.acid"	-0.0666379516126304	0.854875068981337
"217"	"Anaerotignum"	"Isovaleric.acid"	-0.0993136577859104	0.784881489865918
"218"	"Bacteroides"	"Isovaleric.acid"	0.319678045784645	0.367892850302681
"219"	"Bifidobacterium"	"Isovaleric.acid"	-0.414589539870085	0.233551381275614
"220"	"Blautia"	"Isovaleric.acid"	-0.53133107161533	0.113996713472795
"221"	"Clostridium_XlVa"	"Isovaleric.acid"	-0.371957361842767	0.289877663076004
"222"	"Duncaniella"	"Isovaleric.acid"	-0.638540569444564	0.0469154112096622
"223"	"Eisenbergiella"	"Isovaleric.acid"	-0.177093156432949	0.624531170494876
"224"	"Enterocloster"	"Isovaleric.acid"	-0.131543127153858	0.717177047807716
"225"	"Flintibacter"	"Isovaleric.acid"	-0.299429820434303	0.400631903415524
"226"	"Intestinimonas"	"Isovaleric.acid"	-0.559750430908629	0.0924502848656157
"227"	"Kineothrix"	"Isovaleric.acid"	-0.156965310662053	0.664973837616519
"228"	"Lachnospiracea_incertae_sedis"	"Isovaleric.acid"	-0.646686543960592	0.0433101743796123
"229"	"Lacrimispora"	"Isovaleric.acid"	-0.316123032223031	0.373541953511543
"230"	"Lawsonibacter"	"Isovaleric.acid"	-0.488498949075152	0.151971773334301
"231"	"Ligilactobacillus"	"Isovaleric.acid"	-0.27986086001426	0.433541581798437
"232"	"Muribaculum"	"Isovaleric.acid"	-0.544846708242469	0.103393886133153
"233"	"Neglecta"	"Isovaleric.acid"	-0.281448751707494	0.430825911557568
"234"	"Oscillibacter"	"Isovaleric.acid"	0.122004981378491	0.737051402775209
"235"	"Parabacteroides"	"Isovaleric.acid"	0.460347362566666	0.180629649204611
"236"	"Paramuribaculum"	"Isovaleric.acid"	-0.42062614729953	0.226120246689647
"237"	"Pseudescherichia"	"Isovaleric.acid"	0.492104059652657	0.148515328573017
"238"	"Roseburia"	"Isovaleric.acid"	-0.0936878485789469	0.796847239469531
"239"	"Ruminococcus"	"Isovaleric.acid"	-0.050027374826227	0.890838593396609
"240"	"Vallitalea"	"Isovaleric.acid"	0.0624740773503515	0.863870101224696
