""	"FBG"	"Weight"	"AUC"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"-0.116175202779525"	"0.575"	"-0.0607142857142857"	"-0.355674851586546"	"-0.496428571428571"	"-0.335714285714286"	"0.210902675815138"	"-0.153571428571429"
"Acetivibrio"	"-0.544479887721549"	"-0.0287257308378955"	"-0.156196161431057"	"0.0943405746052189"	"0.321369113748956"	"-0.140037937834741"	"0.0143757066065095"	"-0.493723498776329"
"Akkermansia"	"-0.613250021940622"	"0.0822899348920426"	"-0.366726883758016"	"0.044762775324133"	"0.257603274444655"	"-0.1771022511807"	"-0.0331244537398584"	"-0.359571237245664"
"Alistipes"	"-0.686327351805195"	"0.432142857142857"	"-0.45"	"0.0804289865396712"	"0.235714285714286"	"-0.192857142857143"	"-0.0857909189756493"	"-0.357142857142857"
"Alkaliphilus"	"-0.581624202803419"	"-0.0522543728363424"	"-0.268479363883277"	"0.348072778731969"	"0.601826225080633"	"0.106310620598076"	"0.127145755961678"	"-0.17658374268833"
"Anaerocolumna"	"-0.425379973254261"	"0.328571428571429"	"-0.360714285714286"	"0.064343189231737"	"0.0571428571428571"	"-0.0928571428571428"	"0.405719554322342"	"-0.185714285714286"
"Anaerotignum"	"-0.756056548300287"	"0.288532319299893"	"-0.498211085499195"	"0.318386802665008"	"0.36200949377999"	"-0.0358425241366327"	"0.464575672621054"	"-0.154122853787521"
"Bacteroides"	"0.714924324797078"	"-0.232142857142857"	"0.710714285714286"	"-0.638069959881392"	"-0.489285714285714"	"-0.335714285714286"	"-0.588025257145597"	"-0.2"
"Bifidobacterium"	"-0.289948009172914"	"-0.251123601166961"	"-0.0394622801833796"	"0.102334591472793"	"0.331841901542056"	"-0.00896870004167719"	"-0.167864636889582"	"-0.362335481683758"
"Blautia"	"-0.284182419106838"	"0.357142857142857"	"-0.0178571428571429"	"-0.420018040818283"	"-0.15"	"-0.532142857142857"	"0.023235040555905"	"-0.575"
"Clostridium_XlVa"	"-0.524150268336315"	"0.688114662617187"	"-0.630920716633421"	"-0.114490161001789"	"-0.244861581242999"	"-0.23235040555905"	"0.122540250447227"	"-0.196604189319196"
"Duncaniella"	"-0.593387189581575"	"0.0392857142857143"	"-0.2"	"0.243074270431006"	"0.492857142857143"	"-0.157142857142857"	"0.0911528514116274"	"-0.407142857142857"
"Eisenbergiella"	"-0.148346797395394"	"0.242857142857143"	"-0.357142857142857"	"0.0768543649156859"	"-0.2"	"0.189285714285714"	"-0.110813270343547"	"0.0964285714285714"
"Enterocloster"	"0.0947274730356128"	"0.285714285714286"	"0.0607142857142857"	"-0.200178810943182"	"-0.378571428571429"	"-0.15"	"0.109025959531554"	"0.0142857142857143"
"Flintibacter"	"-0.0268336314847943"	"0.731010122105012"	"-0.107238648719562"	"-0.415026833631485"	"-0.580876013897626"	"-0.337801743466619"	"0.0983899821109123"	"-0.00714924324797078"
"Intestinimonas"	"-0.416815742397138"	"0.193029567695211"	"-0.160857973079342"	"0.0536672629695885"	"0.114387891967532"	"-0.273458554234882"	"0.12701252236136"	"-0.330652500218648"
"Kineothrix"	"-0.11260058115554"	"0.521428571428571"	"-0.296428571428571"	"-0.00714924324797078"	"-0.228571428571429"	"-0.025"	"0.259160067738941"	"0.110714285714286"
"Lachnospiracea_incertae_sedis"	"0.0357462162398539"	"0.378571428571429"	"0.132142857142857"	"-0.43789114893821"	"-0.385714285714286"	"-0.425"	"-0.162645283891335"	"-0.432142857142857"
"Lacrimispora"	"-0.132261000087459"	"0.396428571428571"	"-0.135714285714286"	"-0.434316527314225"	"-0.607142857142857"	"-0.45"	"-0.0393208378638393"	"-0.314285714285714"
"Lawsonibacter"	"-0.0214477297439123"	"0.610714285714286"	"-0.0785714285714286"	"-0.403932243510349"	"-0.607142857142857"	"-0.364285714285714"	"0"	"-0.0964285714285714"
"Ligilactobacillus"	"0.173369148763291"	"-0.139285714285714"	"0.471428571428571"	"-0.291331662354809"	"-0.0857142857142857"	"-0.146428571428571"	"-0.584450635521611"	"-0.389285714285714"
"Muribaculum"	"-0.586237946333604"	"0.0892857142857143"	"-0.239285714285714"	"0.214477297439123"	"0.403571428571428"	"-0.135714285714286"	"0.00714924324797078"	"-0.367857142857143"
"Neglecta"	"-0.529516994633274"	"0.34495098671459"	"-0.284182419106838"	"-0.000894454382826476"	"0.0857909189756493"	"-0.319928635346692"	"0.239713774597496"	"-0.266309310986911"
"Oscillibacter"	"-0.153708729831372"	"0.657142857142857"	"-0.210714285714286"	"-0.373547959706473"	"-0.564285714285714"	"-0.382142857142857"	"0.216264608251116"	"-0.110714285714286"
"Parabacteroides"	"0.637347017067397"	"-0.417941421942157"	"0.749783323484213"	"-0.576305330925731"	"-0.356954261658752"	"-0.378479141758777"	"-0.526035707044358"	"-0.373097921733771"
"Paramuribaculum"	"-0.259160067738941"	"0.110714285714286"	"0.1"	"-0.0768543649156859"	"0.146428571428571"	"-0.296428571428571"	"0.0554066351717735"	"-0.432142857142857"
"Pseudescherichia"	"0.799295793348156"	"-0.56116560149223"	"0.766206878960545"	"-0.289834735876246"	"-0.190652415891591"	"-0.0791387386719812"	"-0.219626321595665"	"-0.100722031037067"
"Roseburia"	"0.102862254025045"	"0.579088703085633"	"-0.0125111756839489"	"-0.382826475849732"	"-0.563002905777699"	"-0.27882048667086"	"0.116279069767442"	"-0.0750670541036932"
"Ruminococcus"	"0.754376197485327"	"-0.458381475062717"	"0.815303018886256"	"-0.332759692881148"	"-0.340615483445813"	"0"	"-0.446097462936035"	"0.0452946121603475"
"Vallitalea"	"-0.626574954807103"	"-0.193723920900227"	"-0.310317021442031"	"0.475766083162986"	"0.627809002917403"	"0.136324240633493"	"0.3150828211136"	"-0.193723920900227"
