""	"FBG"	"Weight"	"AUC"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"-0.6"	"0.288888888888889"	"-0.377777777777778"	"-0.111111111111111"	"-0.111111111111111"	"-0.0666666666666667"	"0.269679944985297"	"0.0666666666666667"
"Acetivibrio"	"0.0698430295769578"	"0.11640504929493"	"0.395777167602761"	"-0.349215147884789"	"-0.302653128166817"	"-0.302653128166817"	"-0.235440804674006"	"-0.442339187320733"
"Akkermansia"	"-0.0227331446490158"	"0.15913201254311"	"0.0227331446490158"	"-0.568328616225395"	"-0.477396037629331"	"-0.4319297483313"	"-0.367840391897362"	"-0.295530880437205"
"Alistipes"	"-0.422222222222222"	"0.555555555555556"	"-0.0222222222222222"	"-0.733333333333333"	"-0.555555555555556"	"-0.688888888888889"	"-0.269679944985297"	"-0.555555555555556"
"Alkaliphilus"	"0.167093470609201"	"0.0238704958013144"	"0.262575453814459"	"-0.262575453814459"	"-0.0716114874039433"	"-0.119352479006572"	"-0.28968272975116"	"-0.119352479006572"
"Anaerocolumna"	"-0.244444444444444"	"0.466666666666667"	"-0.2"	"-0.111111111111111"	"-0.111111111111111"	"-0.0666666666666667"	"0.359573259980396"	"0.0666666666666667"
"Anaerotignum"	"-0.690065559342354"	"0.368034964982589"	"-0.414039335605413"	"-0.138013111868471"	"-0.138013111868471"	"-0.0920087412456472"	"0.302407368379503"	"0"
"Bacteroides"	"0.466666666666667"	"-0.333333333333333"	"0.422222222222222"	"-0.2"	"0.0666666666666667"	"-0.333333333333333"	"-0.584306547468143"	"-0.377777777777778"
"Bifidobacterium"	"0.340997169735237"	"-0.15913201254311"	"0.4319297483313"	"-0.250064591139174"	"-0.15913201254311"	"-0.204598301841142"	"-0.413820440884533"	"-0.340997169735237"
"Blautia"	"-0.155555555555556"	"0.288888888888889"	"-0.111111111111111"	"-0.466666666666667"	"-0.288888888888889"	"-0.422222222222222"	"-0.224733287487747"	"-0.288888888888889"
"Clostridium_XlVa"	"-0.764093177458341"	"0.719146519960792"	"-0.494413232473044"	"-0.314626602482846"	"-0.404519917477945"	"-0.359573259980396"	"0.159090909090909"	"-0.224733287487747"
"Duncaniella"	"-0.0222222222222222"	"0.155555555555556"	"0.377777777777778"	"-0.422222222222222"	"-0.155555555555556"	"-0.555555555555556"	"-0.404519917477945"	"-0.688888888888889"
"Eisenbergiella"	"-0.422222222222222"	"0.111111111111111"	"-0.288888888888889"	"-0.0222222222222222"	"-0.288888888888889"	"0.111111111111111"	"0.179786629990198"	"-0.0222222222222222"
"Enterocloster"	"-0.244444444444444"	"0.111111111111111"	"-0.111111111111111"	"0.0666666666666667"	"-0.0222222222222222"	"0.0222222222222222"	"0.269679944985297"	"-0.0222222222222222"
"Flintibacter"	"-0.674199862463242"	"0.674199862463242"	"-0.359573259980396"	"-0.269679944985297"	"-0.269679944985297"	"-0.224733287487747"	"0.295454545454545"	"-0.0898933149950989"
"Intestinimonas"	"-0.134839972492648"	"0.179786629990198"	"0"	"-0.224733287487747"	"-0.224733287487747"	"-0.359573259980396"	"-0.204545454545455"	"-0.494413232473044"
"Kineothrix"	"-0.466666666666667"	"0.422222222222222"	"-0.422222222222222"	"0.0222222222222222"	"-0.155555555555556"	"-0.0222222222222222"	"0.404519917477945"	"0.0222222222222222"
"Lachnospiracea_incertae_sedis"	"-0.333333333333333"	"0.555555555555556"	"-0.111111111111111"	"-0.377777777777778"	"-0.2"	"-0.511111111111111"	"-0.0898933149950989"	"-0.466666666666667"
"Lacrimispora"	"-0.333333333333333"	"0.288888888888889"	"-0.111111111111111"	"-0.466666666666667"	"-0.644444444444444"	"-0.333333333333333"	"-0.0898933149950989"	"-0.377777777777778"
"Lawsonibacter"	"-0.688888888888889"	"0.466666666666667"	"-0.377777777777778"	"-0.0222222222222222"	"-0.2"	"-0.155555555555556"	"0.179786629990198"	"-0.111111111111111"
"Ligilactobacillus"	"0.2"	"0.0222222222222222"	"0.511111111111111"	"-0.377777777777778"	"-0.2"	"-0.333333333333333"	"-0.449466574975495"	"-0.466666666666667"
"Muribaculum"	"-0.0666666666666667"	"0.288888888888889"	"0.244444444444444"	"-0.377777777777778"	"-0.288888888888889"	"-0.511111111111111"	"-0.359573259980396"	"-0.644444444444444"
"Neglecta"	"-0.333333333333333"	"0.377777777777778"	"-0.111111111111111"	"-0.288888888888889"	"-0.2"	"-0.333333333333333"	"0"	"-0.377777777777778"
"Oscillibacter"	"-0.644444444444444"	"0.511111111111111"	"-0.511111111111111"	"0.0222222222222222"	"-0.0666666666666667"	"-0.0222222222222222"	"0.404519917477945"	"0.0222222222222222"
"Parabacteroides"	"0.584306547468143"	"-0.359573259980396"	"0.449466574975495"	"-0.0898933149950989"	"0.0898933149950989"	"-0.224733287487747"	"-0.568181818181818"	"-0.359573259980396"
"Paramuribaculum"	"0.0666666666666667"	"0.333333333333333"	"0.288888888888889"	"-0.244444444444444"	"-0.0666666666666667"	"-0.377777777777778"	"-0.134839972492648"	"-0.422222222222222"
