"Var1"	"Var2"	"cor"	"pvalue"
"1"	"Acetatifactor"	"FBG"	-0.0956948752938691	0.734420478126368
"2"	"Acetivibrio"	"FBG"	-0.343203236491822	0.210433186966985
"3"	"Akkermansia"	"FBG"	-0.463773527692987	0.0816318667389466
"4"	"Alistipes"	"FBG"	-0.516752326586893	0.0485663683321764
"5"	"Alkaliphilus"	"FBG"	-0.413918677192358	0.125083522688398
"6"	"Anaerocolumna"	"FBG"	-0.287084625881607	0.299521073913521
"7"	"Anaerotignum"	"FBG"	-0.682999968219594	0.00500949934685436
"8"	"Bacteroides"	"FBG"	0.516752326586893	0.0485663683321764
"9"	"Bifidobacterium"	"FBG"	-0.147087101353638	0.600901243597711
"10"	"Blautia"	"FBG"	-0.210528725646512	0.451365872418061
"11"	"Clostridium_XlVa"	"FBG"	-0.394230769230769	0.145930281086398
"12"	"Duncaniella"	"FBG"	-0.440196426351798	0.100572343077647
"13"	"Eisenbergiella"	"FBG"	-0.114833850352643	0.683627292710694
"14"	"Enterocloster"	"FBG"	0.133972825411417	0.634063169641358
"15"	"Flintibacter"	"FBG"	-0.0288461538461539	0.918718121839365
"16"	"Intestinimonas"	"FBG"	-0.317307692307692	0.249154639354334
"17"	"Kineothrix"	"FBG"	-0.0574169251763215	0.838940283432635
"18"	"Lachnospiracea_incertae_sedis"	"FBG"	0.0191389750587738	0.946024686716076
"19"	"Lacrimispora"	"FBG"	-0.0765559002350953	0.786256831343876
"20"	"Lawsonibacter"	"FBG"	-0.0191389750587738	0.946024686716076
"21"	"Ligilactobacillus"	"FBG"	0.153111800470191	0.585902085370757
"22"	"Muribaculum"	"FBG"	-0.421057451293024	0.11805707028779
"23"	"Neglecta"	"FBG"	-0.394230769230769	0.145930281086398
"24"	"Oscillibacter"	"FBG"	-0.114833850352643	0.683627292710694
"25"	"Parabacteroides"	"FBG"	0.487857120156853	0.0650599431922137
"26"	"Paramuribaculum"	"FBG"	-0.172250775528964	0.539304507111633
"27"	"Pseudescherichia"	"FBG"	0.640588428988173	0.0100856544540878
"28"	"Roseburia"	"FBG"	0.0673076923076923	0.811620853981747
"29"	"Ruminococcus"	"FBG"	0.55626545841813	0.0312829818532939
"30"	"Vallitalea"	"FBG"	-0.487857120156853	0.0650599431922137
"31"	"Acetatifactor"	"Weight"	0.333333333333333	0.224709721611535
"32"	"Acetivibrio"	"Weight"	0.0195180014589707	0.944957242963548
"33"	"Akkermansia"	"Weight"	0.0673108040107201	0.811612289128439
