OTU	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
ASV_1	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274	8.93647185353572	10.0317327959604	11.8905448085274	27.208403767206	39.1835988389368	0.604809676954831	0.165106021652475	0.194061711624297	0.14748905921323	5.22836117276019	0.176727511424171	10.3233830845771	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
ASV_2	2.30378850466187	4.89542057481065	12.7764487623883	1.50383631713555	14.5545171339564	0.169599321602714	4.66272474960782	5.58638996138996	0.24330900243309	5.33316910949624	3.96917838903324	7.29034881619375	8.17736067907418	6.90764701855275	13.3463179373029	5.04122938530735	7.7118367141744	2.62210940333064	5.02132375972821	0.280891140913722	18.2575494619924	4.00817391732526	4.14876641708604	11.9087775903791	9.56384777522989	6.72127911567311	9.77300169041294	3.64317875345691	2.464839437431	5.0357336604005	3.75024257713953	0.500495659953094	9.01530195070669	6.87217551566563	8.35406301824212	0.200446973711495	0.326349146289552	0.171897140467839	0.118565086717953	0.13266558323107	0.1917502787068	0.887880570260202	0.154521795705921	0.0476477078944729	0.370539898428475	0.501456935691536	0.124654084914363
ASV_3	0.568865809040482	12.6072127200682	5.25557779622126	0.209718670076726	8.26417445482866	2.54663981344075	0.511644744780982	2.71476833976834	9.59803325223033	2.8377879049144	9.88860018516859	4.92499548165552	5.72573416987399	3.95016088176901	4.40549063253571	6.46083208395802	0.26393183017872	16.2849730815364	2.76847456810351	3.83333792305786	2.45979405299086	8.84851170692075	6.38517245611882	5.76617535626115	2.15412410534362	0.794512435846822	2.48490702728809	6.29442552510685	10.3753660058561	0.969408212845248	1.25169803997671	1.07836262965739	0.366779581824553	2.78472064429801	5.41303897180763	0.0760316107181531	0.0969588043324032	0.617900531951962	2.43472026911517	0.0928659082617492	0.0423634336677815	0.487354003865221	0.817338972023422	0.0426321596950547	0.0392336363041915	0.0406586704614759	0.0324100620777343
ASV_11	3.16534875486841	4.62707528715454	0.104965093003954	1.82864450127877	0.0598130841121495	0.352448590205639	3.35706528297333	0.395752895752896	4.29085563665856	7.27183150634315	2.59236030224293	1.08666184709922	0.123899404228397	0.107254512676571	0.0417362270450751	0.1101011994003	0.0703818213809919	0.384947976233647	0.192757150085536	0.388290694792499	0.00462802267731112	0.160031513898121	0.778200564625015	0.569528977536604	5.57292752414704	0.172720094749309	0.429847862835064	0.11427787808836	0.218403494455911	5.21263296931387	2.46458373762857	5.75690901617544	10.8305104543862	3.64816077154182	15.295916252073	0.271870608022487	0.212836399754056	0.281075054008223	0.0965064659332175	0.892176047228948	0.74247491638796	0.16245133462174	0.0772608978529603	0.0275855150968001	0.366180605505787	0.0971290461024147	0.186981127371544
ASV_8	0.0165230732916322	0.012539499423183	0.0610262168627642	0.0588235294117647	0.0149532710280374	1.57939368242527	0.113430674550501	3.51592664092664	0.0608272506082725	0.0147801453380958	0.11050383776842	0.0722935116573288	0.0421785205883904	0.0867164145044613	0.10665924689297	0.079647676161919	0.10808636854938	0.627632569946163	7.4789774233188	1.84506925894308	0.0624783061437001	4.34547110815668	1.73560819933718	0.0415536163867908	0.0208463623097769	0.0148045795499408	0.0531272639459068	0.0799945146618518	1.23361973791581	0.224072457956931	0.0897535416262371	0.0676998960323025	0.0654129190515127	0.0782650407735616	0.114013266998342	5.71389074487939	5.28307241167289	5.73300192803549	5.74351338682549	2.07289973798547	4.39910813823857	0.845867294064924	3.7613858165257	6.8637777109038	0.505677979031801	8.38472137516659	6.46206776196056
ASV_10	4.54384515519887	0.115363394693284	0.0707904115608065	3.17391304347826	0.0772585669781931	3.7311850752597	2.14552914202969	1.07625482625483	3.5558596918086	0.0492671511269861	0.433055580443807	0.0451834447858305	0.0659039384193599	0.0844344035964492	0.0834724540901502	2.67991004497751	0.0728954578588844	4.11726965884683	1.55892345131677	1.55040894445515	0.0485942381117667	0.918334687446143	0.832208174788266	2.99186037984894	0.122761911379798	0.809317015396763	2.40038638010142	2.34041094324961	3.29045264724236	8.31898483383258	9.71278866679604	9.76571000265964	2.4272865319472	3.94859754096291	0.196932006633499	0.218878879340138	0.205741853095587	0.213709958419475	0.0579038795599305	0.102815827004079	0.0624303232998885	0.0476150463546481	0.109791802212101	0.0401243855953456	0.0239761110747837	0.0745408958460392	0.0623270424571813
ASV_1385	12.5787796530155	7.34563876210062	0.168432358541229	10.3631713554987	0.0996884735202492	0.166949332202671	0.0917099070833836	0.082046332046332	11.2454379562044	12.6789013425299	0.164262461547651	0.137809506596783	0.0949016713238783	0.100408479952534	0.0834724540901502	0.0585644677661169	0.135736369806199	0.175737119584926	11.6690359733031	4.90182579241594	0.0624783061437001	3.80136396090307	1.73560819933718	0.00977732150277431	0.0579065619716026	0.056750888274773	0.0410528857763825	0.0777089571000846	0.00960015360245764	0.0188692596174258	0.00485154279060741	0	0.0607405676906903	0.0782650407735616	0.0233208955223881	0.0714236343109923	0.00472969777231235	0.00696880299193942	0.00827198279427579	0.00331663958077676	0.0691192865105908	0.0644203568327592	0.0365972674040338	0.0326010632962183	0.00435929292268794	0.0090352601025502	0.0149584901897235
ASV_6	0	0	0.00244104867451057	0.030690537084399	0.0398753894080997	0.0158999364002544	0.0289610232894896	0	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0429242725465389	0.0500869931987135	0.00684603272403642	0.0417362270450751	0	0.00502727295578513	0.00278947808864961	0.0048189287521384	0.101891884449095	0.0532222607890779	0.00984809316296132	0.044188044679023	0	0	0	0.00482975126780971	0.0548533814824126	0.0384006144098306	0.0117932872608911	0.109159712788667	0.0459392151647767	0.0654129190515127	0.0555429321618824	0.0932835820895522	18.1139552565491	20.5647259140141	2.4390810471788	11.5835332395842	0.397996749693211	0.127090301003344	0.0812256673108702	2.32595966167859	2.70839602768583	0.0980840907604786	1.82738135574078	7.91304131036374
ASV_4	0.351705417207601	0.00752369965390982	1.01059415124738	0.879795396419437	0.0299065420560748	0.0211999152003392	0.229274767708459	0.685328185328185	0.0456204379562044	0.0270969331198423	1.31708628259117	1.45038857762516	2.52016660515632	4.26964240889071	6.13754405490633	11.7128935532234	10.318477741749	1.32500209210857	1.63843577572706	6.868063778812	1.1454356126345	1.29748627422015	9.22057198968946	0.0879958935249688	0.122761911379798	0.0518160284247927	0.123158657329148	2.74266907412063	0.0576009216147458	0.247659032478713	0.584610906268193	0.401363669334365	0.506950122649223	0.345880986644449	0.536380597014925	0.034559823053706	0.0212836399754056	0.0487816209435759	0.0413599139713789	0.0464329541308746	0.0267558528428094	0.00560177015937036	0.0284645413142485	0.0200621927976728	0.00653893938403191	0.00677644507691265	0.0448754705691706
ASV_7	4.41166056886581	0.621959171389878	0.0829956549333594	7.85677749360614	0.0448598130841121	2.00339198643205	1.72559430433209	1.7253861003861	0.734995944849959	2.68013302130804	0.355404234984918	2.41731429604193	0.284705013971635	0.0433582072522307	0.412724911890187	6.06259370314843	0.0477590930799588	0.892632988367876	1.48182059128256	1.86434610194696	0.0254541247252112	1.26301794814979	1.40419786424451	2.07523648896385	0.044008987098418	0.0419463087248322	1.10842791596233	0.575960505565333	0.30480487687803	3.00257093662287	5.04803027362701	1.98263981237457	1.39936923256629	2.67868413744351	0.0595978441127695	0.548349192452135	0.127701839852433	0.116146716532324	0.286762070201561	0.0895492686809724	0.361204013377926	0.39492479623561	0.0894599869876383	0.687130103320293	0.557989494104056	0.512751010819724	0.511081748148887
