var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae	-1.03319024367495	0.278768687333799	1.31195893100874	-3.69143429758288	0.00335362443003121	11.3959439669954	-1.64661949122122	-0.419760996128675	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae	-0.183882681317591	0.144198040542554	0.328080721860145	-3.83190591172724	0.0014292351323172	16.2855010838295	-0.285466387405272	-0.0822989752299108	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae	-1.32793868825494	0.846812299689635	2.17475098794458	-2.19263575277017	0.047022211699009	13.0718085383827	-2.6356050090397	-0.0202723674701805	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae	0.174042237013764	0.279756216019776	0.105713979006012	2.63174000768512	0.0155600026837654	21.0836240334964	0.036546415555736	0.311538058471793	Welch Two Sample t-test	two.sided
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae	-0.265909184289814	0.0658308946559527	0.331740078945767	-2.43821336606992	0.0305418662101867	12.4939121599156	-0.502490727486779	-0.0293276410928492	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.453309932226336	0.744554004617834	0.291244072391498	2.38825306700651	0.0301922424101783	15.3398555613141	0.0495226760763136	0.857097188376358	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	6.46967545275787	6.51564912672663	0.0459736739687636	3.14045890599517	0.00940003443455272	11.0006918205037	1.93544945880962	11.0039014467061	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	-5.1513796048039	3.82079013289042	8.97216973769432	-6.21357758526063	7.04760972998614e-06	18.1405074410316	-6.89218693488615	-3.41057227472164	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	2.49186326665646	3.33541194386213	0.843548677205668	3.24667414730484	0.00734247464598235	11.5334194348713	0.812062977492502	4.17166355582042	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.576712199473361	0.578949376832207	0.00223717735884672	4.05566515680165	0.0018970321171523	11.0003580611337	0.263735190099144	0.889689208847577	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	-2.31916757115074	1.1350403979421	3.45420796909284	-2.52893036761259	0.0264948187145958	11.9834470190216	-4.31756434873706	-0.320770793564431	Welch Two Sample t-test	two.sided
