Species	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella|Unassigned	0.191195562374602	0.436374579926769	0.497973929600156	0.363171355498721	0.525856697819315	0.919546321814713	0.36201279111862	0.272683397683398	0.32441200324412	0.428624214804779	0.528626467162441	0.329839146936562	0.780302630885222	0.15974076356085	0.250417362270451	0.142897301349325	0.394640927029133	1.02931741471171	0.395152157675349	0.677443339850742	0.182806895753789	0.568727380161016	0.598993494537867	0.263987680574907	0.226993722928682	0.56750888274773	0.321178459309346	0.351975864512148	0.432006912110594	0.169823336556832	0.257131767902193	0.106385550907904	0.217264338278239	0.522608498068621	0.500103648424544	0.188927032693593	0.267227924135648	0.267137448024344	0.137866379904596	0.162515339458061	0.0356744704570792	0.128840713665518	0.191119063109954	0.105326512187782	0.0479522221495673	0.0880937859998645	0.109695594724639
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella|Unassigned	1.44930957158031	3.18001705371922	2.70956402870673	1.89514066496164	2.13084112149533	3.43438626245495	3.39085314347774	1.92326254826255	1.31285482562855	2.06429363222072	3.45548487292059	1.58819808422194	3.61680814045447	2.24093471166792	2.43925060285661	1.28373313343328	2.08883191312872	5.28048202181372	2.6359540274197	5.90697546333269	2.1034363068379	4.46611024940296	5.6413403706886	3.10429957713085	1.568109698191	5.0261547572049	2.57667230137648	2.58268004479693	4.6968751500024	1.63219095690733	1.84116048903551	0.887352208709108	1.16808784020558	2.73927642707465	2.09888059701493	3.9144759578831	3.71044790237904	1.42395874468629	1.18840819477762	5.39285595834301	0.972129319955407	1.67773016273142	3.2652895250488	2.45511084361521	0.817367423003989	2.069074563484	3.55014833836105
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Unassigned	0.446122978874071	0.752369965390982	0.869013328125763	0.585677749360614	0.630529595015576	1.20574517701929	0.622662000724026	0.417471042471042	0.542376317923763	0.573962310629388	1.35292536511065	0.551238026387132	0.893657404966521	0.965290614089135	0.607493971433871	0.529422788605697	0.630922755951034	1.07673854221875	0.614413415897646	1.51736292787707	0.95337267152609	1.11775857399611	1.31091199214435	0.914179560509398	0.409978458758947	1.74694038689301	0.673750301859454	0.914223024706877	1.21201939231028	0.49060075005307	0.574907820686978	0.309485239004812	0.506950122649223	0.780125729000985	0.676305970149254	2.1864848051978	1.37870690062905	0.617900531951962	0.545950864422202	2.15249908792412	0.387959866220736	0.711424810240036	1.00845803513338	1.52472665262313	0.575426665794808	1.35754783040817	1.64044775747301
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum|Unassigned	0.498052637790629	1.21382354416412	1.45242396133379	0.877237851662404	1.06168224299065	1.55819376722493	1.70870037407988	0.897683397683398	0.595600162206002	0.91883236851829	1.91440432458262	1.63338152900777	1.27326409026203	1.07939115948974	1.22890001854943	1.26030734632684	0.703818213809919	2.17300343105805	1.62638845384671	3.12009473191419	0.999652898299202	2.63436492109215	2.93850497115503	2.34166849991445	1.1164385148125	1.76914725621792	1.20743781695243	1.05821315109821	2.44563913022608	0.992994787367031	0.768969532311275	0.425542203631616	0.509286298329634	1.42391880633189	0.699626865671642	0.631292767781029	0.633779501489855	0.743338985806871	0.579038795599305	1.26032304069517	0.512820512820513	0.590986751813573	1.06132075471698	0.519109238639783	0.248479696593213	0.777032368819317	0.685597467028995
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Unassigned|Unassigned	0.0708131712498525	0.11787129457792	0.107406141678465	0.127877237851662	0.0947040498442368	0.137799448802205	0.296850488717268	0.0868725868725869	0.0278791565287916	0.0665106540214312	0.313591972045516	0.248508946322068	0.118627089154848	0.125510599940668	0.108977926173252	0.262368815592204	0.0402181836462811	0.172947641496276	0.175890899453052	0.432352050229945	0.108758532916811	0.361917423738829	0.326500552350558	0.285986653956149	0.0857017117179719	0.409593367548362	0.127988408596957	0.233126871300254	0.369605913694619	0.0825530108262377	0.0654958276732001	0.0435213617350516	0.0397149865669898	0.191875583831957	0.0466417910447761	0.202750961915075	0.0496618266092797	0.448326325814769	0.286762070201561	1.44937149679944	0.22742474916388	0.498557544183962	1.42322706571243	0.0576788042933093	0.0828265655310709	0.0519527455896637	0.0922440228366284
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Unassigned	0.0165230732916322	0.0100315995385464	0.017087340721574	0.0127877237851662	0.0149532710280374	0.12189951240195	0.0748159768311814	0.0265444015444015	0.0253446877534469	0.024633575563493	0.0328524923095302	0.0225917223929152	0.0369062055148416	0.015974076356085	0.0139120756816917	0.0210832083958021	0.0326772742126034	0.0920527769254373	0.0433703587692456	0.0385536860077658	0.0277681360638667	0.0615505822685083	0.0564625015343071	0.0122216518784679	0.0138975748731846	0.0419463087248322	0.0458826370441922	0.00914223024706877	0.040800652810445	0.0165106021652475	0.0339607995342519	0.0217606808675258	0.0186894054432893	0.0504935746926204	0.0233208955223881	0	0.00236484888615617	0	0	0	0	0	0	0	0	0.0045176300512751	0.00249308169828725
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Parabacteroides|Unassigned	0.0212439513749557	0.0626974971159151	0.034174681443148	0.030690537084399	0.0249221183800623	0.0238499046003816	0.0241341860745746	0.00723938223938224	0.0101378751013788	0.032023648232541	0.0686915748290177	0.0203325501536237	0.039542363051616	0.00456402181602428	0.00231867928028195	0.00468515742128936	0.0326772742126034	0.0557895617729923	0.012047321880346	0.0302921818632446	0.0254541247252112	0.00738606987222099	0.00736467411317049	0.0293319645083229	0.0509577745350103	0.133241215949467	0.0241487563390485	0.0159989029323703	0.0576009216147458	0.00707597235653466	0.00970308558121483	0.0120892671486254	0.0186894054432893	0.0100987149385241	0.0310945273631841	0.00921595281432159	0.00472969777231235	0	0.00275732759809193	0.00331663958077676	0.00445930880713489	0.00280088507968518	0	0.0025077740997091	0	0	0.00249308169828725
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia|Unassigned	0.103859317833117	2.13171490194111	2.4019918957184	0.294117647058824	0.897196261682243	0.752596989612042	0.699891396162664	1.30067567567568	4.316200324412	1.2489222810691	2.34745990502643	0.752304355684077	6.43222438972953	0.301225439857603	0.526340196624003	0.29047976011994	1.12359550561798	1.19668610003068	0.173481435076982	2.1121912262826	0.629411084114312	1.1596129699387	0.746286976801277	1.79169416538339	3.31920413221226	3.91334386103435	5.38034291234001	1.98157840605216	1.39442231075697	0.301908153878812	0.160100912090045	0.217606808675258	0.34108164934003	0.540281249211038	1.23082504145937	0.170495127064949	0.0922291065600908	0.734047248484285	0.352937932555767	0.50081257669729	0.280936454849498	0.747836316275943	1.97218607677293	0.0877720934898184	0.154754898755422	0.463057080255698	0.142105656802373
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Unassigned	0.221881269916204	0.188092491347745	0.688375726211981	0.979539641943734	0.0897196261682243	0.214649141403434	0.52371183781827	0.147200772200772	0.283860502838605	0.234018967853184	0.415136039184063	0.666455810590999	0.421785205883904	0.308071472581639	0.248098682990169	0.117128935532234	0.746550033934092	0.644369438478061	0.214442329470159	1.65230082890425	0.356357746152956	0.866632198340596	0.670185344298515	0.427757815746376	0.226993722928682	0.94255823134623	1.18811881188119	0.422828148926931	1.44722315557049	0.228789772861287	0.208616339996119	0.0773713097512029	0.0957832028968578	0.217122371178268	0.0414593698175788	0.338686265926318	0.669252234782197	0.722432576831053	0.250916811426366	0.331663958077676	0.136008918617614	0.661008878805703	0.435100845803513	0.248269635871201	0.156934545216766	0.108423121230602	0.403879235122535
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Unassigned	0.280892245957748	0.298440086271756	0.329541571058927	0.514066496163683	0.216822429906542	0.73934704261183	1.08603837335586	0.207528957528958	0.904805352798054	0.396600566572238	0.501747155272825	0.309506596782939	1.26799177518849	0.166586796284886	0.204043776664812	0.339673913043478	0.389613654073348	1.86616084130659	0.534901091487362	0.735273868862391	0.356357746152956	0.866632198340596	0.508162513808764	0.435090806873457	0.356704421745072	0.495953414923016	0.540932141994687	0.338262519141545	0.813613017808285	0.261810977191782	0.41238113720163	0.302231678715636	0.392477514309076	0.426670706152642	0.308354063018242	0.942331175264383	0.435132195052736	0.150990731492021	0.0799625003446659	0.497495937116514	0.1917502787068	0.224070806374814	0.170787247885491	0.253285184070619	0.111161969528542	0.264281357999593	0.396399990027673
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Unassigned|Unassigned	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027	0.0611082593923395	0.0208463623097769	0.552704303197789	0.0724462690171456	0.0845656297853861	0.093601497623962	0.0825530108262377	0.0363865709295556	0.120892671486254	0.0186894054432893	0.0833143982428236	0.0414593698175788	0.472317581733982	0.312160052972615	0.290366791330809	0.281247415005377	0.583728566216709	0.0423634336677815	0.092429207629611	0.524560832791152	0.308456214264219	0.0675690403016631	0.140046531589528	0.241828924733864
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned|Saccharibacteria_genera_incertae_sedis|Unassigned	0	0	0.00488209734902114	0	0.00498442367601246	0.026499894000424	0.0530952093640642	0.0555019305019305	0	0	0	0.00225917223929152	0.0052723150735488	0.00684603272403642	0.113615284733816	0.00234257871064468	0	0	0	0.00275383471484042	0	0	0	0.0122216518784679	0	0.00493485984998026	0.147307413668196	0.00228555756176719	0.00480007680122882	0.00235865745217822	0	0.0241785342972509	0.00233617568041117	0.14895604534323	0	0.251134714190263	0.156080026486308	0.220678761411415	0.763779744671464	0.198998374846605	0.272017837235229	0.484553118785536	0.418835393623943	0.100310963988364	0.0675690403016631	0.126493641435703	0.206925780957842
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Mucispirillum|Unassigned	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683	0.0366649556354037	0.898709841799273	0.0863600473746546	0.0313933832407631	0.0411400361118095	0.0504008064129026	0.943462980871288	0.754414903939453	0.236949636113059	0.616750379628548	0.0151480724077861	0.269485903814262	0.0184319056286432	0.0094593955446247	0.00696880299193942	0.0165439655885516	0.149248781134954	0.0557413600891862	0.00560177015937036	0	0	0.0305150504588156	0.275575433127781	0.221884271147566
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Unassigned	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978	0.0268876341326294	0.0370601996618257	0.0172720094749309	0.0676165177493359	0.0182844604941375	0.0336005376086017	0.0165106021652475	0.00970308558121483	0.00483570685945018	0.0070085270412335	0.00757403620389305	0.0310945273631841	0.00921595281432159	0.014189093316937	0.00696880299193942	0.176468966277883	0.192365095685052	0.11371237458194	0.145646024143629	0.166720884840599	0.137927575484	0.102443383683167	0.180705202051004	0.164543392086959
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Unassigned	0.179393367166293	0.270853187540753	0.25875115949812	0.219948849104859	0.256697819314642	0.394848420606318	0.50440448895861	0.499517374517375	0.400446066504461	0.391673851459539	0.567452139891885	0.395355141876017	0.477144514156166	0.460966203418452	0.104340567612688	0.0773050974512744	0.0527863660357439	0.0557895617729923	0.0554176806495916	0.0523228595819679	0.0485942381117667	0.100942954920354	0.407511967595434	0.381315538608198	0.2710027100271	0.301026450848796	0.301859454238107	0.303979155715037	0.316805068881102	0.181616623817723	0.28138948185523	0.207935394956358	0.214928162597827	0.229745764851423	0.233208955223881	0.253438702393844	0.27195762190796	0.313596134637274	0.250916811426366	0.202315014427382	0.153846153846154	0.145646024143629	0.178919973975276	0.100310963988364	0.071928333224351	0.164893496871541	0.147091820198948
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Melissococcus|Unassigned	0	0.00250789988463661	0.273397451545184	0	0.0348909657320872	0.0609497562009752	0.00241341860745746	0	0.00760340632603406	0	0.298659020995729	0.00677751671787457	0.0790847261032319	0.0547682617922914	0.00231867928028195	0	0.00251363647789257	0.00557895617729923	0.110835361299183	0.00550766942968083	0.0254541247252112	0.0418543959425856	0.00245489137105683	0.00244433037569358	0.0023162624788641	0.0172720094749309	0.200434677614103	0.011427787808836	0.0360005760092161	0.0306625468783169	0	0.00241785342972509	0.00467235136082233	0.00252467873463102	0.217661691542289	0.0023039882035804	0.0425672799508111	0.0487816209435759	0.0165439655885516	0.00331663958077676	0.00891861761426979	0.00280088507968518	0.284645413142485	0.0025077740997091	0.0305150504588156	0.171669941948454	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Unassigned	0.405995515165821	1.55239002859006	0.0756725089098277	0.0383631713554987	0.446105919003115	0.211999152003392	0.0337878605044045	0.386100386100386	1.0492700729927	0.820298066264318	0.283726069945943	0.153623712271824	0.202984130331629	0.600168868807193	0.159988870339455	0.0983883058470765	0.0226227283010331	0.139473904432481	0.0144567862564152	0.652658827417178	0.314705542057156	0.0443164192333259	0.20130109242666	0.0439979467624844	0.0138975748731846	0.019739439399921	0.0193190050712388	0.00685667268530158	0.012000192003072	0.290114866617921	0.0679215990685038	0.0773713097512029	0.334073122298797	0.0227221086116792	0.336857379767828	0.103679469161118	0.0283781866338741	0.91523612627471	1.17462155678716	1.25037312195284	0.198439241917503	0.193261070498277	0.565224463240078	0.253285184070619	0.14821595937139	0.481127600460798	0.289197477001321
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Unassigned	0.0590109760415437	0.0175552991924562	0.0366157301176585	0.040920716112532	0.064797507788162	0.0052999788000848	0.120670930372873	0.101351351351351	0.0481549067315491	0.0270969331198423	0.0477854433593167	0.137809506596783	0.142352506985817	0.0387941854362064	0.0765164162493044	0.0679347826086956	0.0980318226378101	0.0223158247091969	0.0433703587692456	0.0550766942968083	0.0393381927571445	0.0443164192333259	0.0589173929053639	0.0659969201437266	0.0532740370138744	0.076490327674694	0.0507123883120019	0.125705665897196	0.472807564921039	0.00235865745217822	0.0291092567436445	0.0338499480161513	0.0747576217731573	0.0252467873463102	0.0336857379767828	0.0645116697002511	0.108783048763184	0.715463773839114	0.319850001378664	0.119399024907963	0.211817168338907	0.0840265523905554	0.8295380611581	0.1103420603872	0.143856666448702	0.0745408958460392	0.122161003216075
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Unassigned	0.00708131712498525	0.0225710989617294	0.0463799248157008	0.00767263427109974	0.0224299065420561	0.0185499258002968	0.0265476046820321	0.0337837837837838	0.0912408759124088	0.160118241162705	0.0746647552489323	0.0248508946322068	0.0922655137871039	0.219073047169165	0.148395473938045	0.107758620689655	0.0201090918231405	0.00278947808864961	0.0096378575042768	0.118414892738138	0.00925604535462224	0.022158209616663	0.257763593960967	0.234655716066584	0.067171611887059	0.0468811685748125	0.0241487563390485	0.0571389390441798	0.511208179330869	0.0117932872608911	0.00727731418591112	0.0217606808675258	0.0116808784020558	0.00504935746926204	0.207296849087894	0.0023039882035804	0.0165539422030932	0.0650421612581012	0.107535776325585	0.0331663958077676	0.0758082497212932	0.00840265523905554	0.0365972674040338	0.0175544186979637	0.0217964646134397	0.0271057803076506	0.0174515718880108
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Unassigned	0.295054880207719	0.383708682349401	0.529707562368794	0.265984654731458	0.411214953271028	0.665147339410642	0.306504163147098	0.161679536679537	0.212895377128954	0.128094592930164	0.277752889526028	0.167178745707573	0.287341171508409	0.310353483489651	0.250417362270451	0.138212143928036	0.18600909936405	0.212000334737371	0.195166614461605	0.242337454905957	0.1874349184311	0.236354235911072	0.657910887443231	0.329984600718633	0.308062909688926	0.347907619423608	0.49263462931659	0.377116997691587	0.508808140930255	0.443427601009505	0.34688530952843	0.169249740080756	0.198574932834949	0.254992552197733	0.238391376451078	0.260350667004585	0.354727332923426	0.529629027387396	0.587310778393581	0.37809691220855	0.265328874024526	0.330504439402851	0.479830839297333	0.255792958170328	0.204886767366333	0.372704479230196	0.324100620777343
Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Unassigned	0	0	0.00244104867451057	0	0.00249221183800623	0	0	0	0.00253446877534469	0	0.00298659020995729	0	0.0026361575367744	0.00228201090801214	0	0	0	0	0	0	0	0.00246202329074033	0.00245489137105683	0	0.0023162624788641	0.00246742992499013	0	0	0	0	0	0	0.00233617568041117	0.00252467873463102	0	0.156671197843467	0.16080972425862	0.209064089758183	0.270218104613009	0.0331663958077676	0.0334448160535117	0.109234518107722	0.642485361093038	0.0200621927976728	0.0152575252294078	0.0383998554358384	0.114681758121214
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto|Unassigned	0.167591171957984	0.0326026985002759	0.0463799248157008	0.0639386189258312	0.176947040498442	0.103349586601654	0.320984674791843	0.176158301158301	0.522100567721006	0.327626554994457	0.125436788818206	0.0225917223929152	2.21700848842727	0.107254512676571	0.505472083101465	0.69106071964018	0.462509111932232	3.50916343552121	1.68421559887237	1.89739211852505	0.650237186162212	2.14688430952557	3.17417454277648	0.505976387768571	0.53042410765988	4.71772601658113	0.881429606375272	0.669668365597788	1.02721643546297	0.403330424322476	0.041238113720163	0.0411035083053265	0.0303702838453452	0.0504935746926204	0.0647802653399668	0.046079764071608	0.0898642576739346	0.0557504239355153	0.521134916039375	0.394680110112434	0.256410256410256	0.324902669243481	0.41476903057905	0.235730765372655	0.294252272281436	0.325269363691807	0.0847647777417666
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Unassigned|Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0.0052723150735488	0.00228201090801214	0	0	0	0	0	0	0	0	0	0	0.0023162624788641	0.00246742992499013	0	0	0	0	0	0	0	0.00252467873463102	0.00518242122719735	0.0253438702393844	0.307430355200303	0.00929173732258589	0.0303306035790112	0.00994991874233027	0.0535117056856187	0.761840741674369	0.0081327260897853	0.0275855150968001	0.0196168181520957	0.0677644507691265	0.0224377352845853
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus|Unassigned	0	0	0.00732314602353171	0.0383631713554987	0.0423676012461059	0.0344498622005512	0.0289610232894896	0.00965250965250965	0.00253446877534469	0.00492671511269861	0.00298659020995729	0.0451834447858305	0.0500869931987135	0.0182560872640971	0.0440549063253571	0.00702773613193403	0.00502727295578513	0.00278947808864961	0.0072283931282076	0.107399553878776	0.0532222607890779	0.014772139744442	0.0466429360500798	0.00977732150277431	0	0	0.00724462690171456	0.0617100541677142	0.0384006144098306	0.021227917069604	0.118862798369882	0.053192775453952	0.0770937974535685	0.0631169683657755	0.101057213930348	18.5355850978043	21.1275599489193	5.04773630049479	11.9447431549342	4.54711286524493	0.274247491638796	0.126039828585833	3.11890045543266	2.99428227505266	0.11552126245123	2.1413566443044	8.2147041958565
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_4|Unassigned|Unassigned	0	0	0.0366157301176585	0	0	0	0.00241341860745746	0.082046332046332	0	0	0.050772033569274	0	0	0	0	0.072619940029985	0	0	0.0289135725128304	0	0.00231401133865556	0	0	0.10266187577913	0	0	0.0507123883120019	0	0	0	0	0.0507749220242269	0	0	0.0233208955223881	0.0023039882035804	0.00236484888615617	0.00232293433064647	0	0.135982222811847	0	0	0.0609954456733897	0.0050155481994182	0	0	0.0174515718880108
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila|Unassigned	0.127463708249734	0.0501579976927321	0.0268515354196163	0.130434782608696	0.122118380062305	0.0556497774008904	0.067575721008809	0.123069498069498	0.0481549067315491	0.0763640842468284	0.0866111160887615	0.047442617025122	0.0738124110296831	0.285251363501518	0.134483398256353	0.0679347826086956	0.0728954578588844	0.0390526932410946	0.0650555381538684	0.0688458678710104	0.0509082494504223	0.0640126055592486	0.110470111697557	0.100217545403437	0.0370601996618257	0.0641531780497434	0.0700313933832408	0.0502822663588782	0.0552008832141314	0.0872703257305942	0.0946050844168446	0.0314320945864262	0.0327064595257563	0.0908884344467167	0.0673714759535655	0.0023039882035804	0.00236484888615617	0.0139376059838788	0.0165439655885516	0.013266558323107	0.00445930880713489	0.00560177015937036	0.0203318152244632	0.00752332229912729	0.0108982323067198	0.0112940751281878	0.0598339607588941
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Bacilliculturomica|Unassigned	0	0	0.00244104867451057	0	0.00249221183800623	0	0	0	0.00506893755068938	0	0	0	0.0052723150735488	0	0	0.0210832083958021	0.00502727295578513	0.00278947808864961	0.0048189287521384	0.00550766942968083	0	0.00492404658148066	0	0.00244433037569358	0	0	0	0.00457111512353439	0.00240003840061441	0	0.00242577139530371	0.00241785342972509	0	0.00504935746926204	0.00518242122719735	0.0506877404787687	0.125336990966277	0.304304397314688	0.0579038795599305	0.11276574574641	0.0691192865105908	0.0784247822311851	0.187052700065062	0.0401243855953456	0.0261557575361276	0.0316234103589257	0.124654084914363
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Ihubacter|Unassigned	0.0424879027499115	0.0777448964237348	0.0927598496314017	0.0869565217391304	0.0623052959501558	0.129849480602078	0.0796428140460963	0.0844594594594595	0.0836374695863747	0.0591205813523833	0.0836245258788042	0.0609976504608711	0.0606316233458111	0.139202665388741	0.180856983861992	0.135869565217391	0.0955181861599176	0.108789645457335	0.0578271450256608	0.151460909316223	0.0509082494504223	0.140335327572199	0.19393641831349	0.107550536530517	0.0347439371829616	0.0592183181997631	0.0845206471866699	0.0479967087971111	0.10320165122642	0.075477038469703	0.0436638851154667	0.0435213617350516	0.0630767433711015	0.0908884344467167	0.0855099502487562	0.0253438702393844	0.0189187910892494	0.0487816209435759	0.0551465519618386	0.0298497562269908	0.020066889632107	0.0504159314343332	0.0609954456733897	0.0200621927976728	0.00653893938403191	0.0180705202051004	0.0822716960434794
Bacteria|Firmicutes|Clostridia|Clostridiales|Defluviitaleaceae|Defluviitalea|Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246202329074033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023039882035804	0.0094593955446247	0.267137448024344	0.195770259464527	0.11276574574641	0.0334448160535117	0.0672212419124443	0.581489915419649	0.0125388704985455	0.0283354039974716	0.0767997108716767	0.0747924509486176
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Unassigned	0.4319603446241	0.095300195616191	1.13996973099644	1.0153452685422	0.747663551401869	3.3310366758533	2.10450102570291	2.36486486486486	0.258515815085158	0.374430348565094	4.78750410656154	1.5452738116754	2.81014393420151	9.32429657013761	6.33231311445001	11.8745314842579	11.7336550788025	1.42542330329995	1.74927113702624	7.06633987828051	1.21022793011686	1.37873304281459	9.4341475389714	0.151548483293002	0.23162624788641	0.0715554678247138	0.154552040569911	2.96436815761205	0.285604569673115	0.509470009670495	0.669512905103823	0.454556444788317	0.556009811937858	0.401423918806332	0.904332504145937	0.0668156579038315	0.115877595421653	2.4042370322191	0.297791380593928	0.102815827004079	0.0512820512820513	0.0728230120718147	0.162654521795706	0.504062594041529	0.246300050131869	0.065505635743489	1.5058213457655
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor|Unassigned	4.22518588457453	1.18372874554848	0.749401943074745	3.21994884910486	1.2785046728972	1.63504345982616	5.78496440207554	5.81563706563707	2.02504055150041	2.61115900973026	1.59782576232715	1.40972347731791	1.34180418621817	3.27240364208941	2.98182155444259	2.71739130434783	2.58401829927356	2.91500460263885	3.95152157675349	2.18103709415361	1.77484669674881	2.56050422236994	3.57186694488769	1.68658795922857	1.27394436337526	0.883339913146467	1.47790388794977	1.07649761159235	3.43685498967983	3.09455857725782	4.01707743062294	6.0615585483208	2.04181754467936	4.64540887172107	0.735903814262023	0.9285072460429	0.650333443692948	1.40537527004112	1.16359224639479	1.77771881529634	2.44593088071349	2.12867266056074	1.37036434612882	1.50968000802488	3.4351228230781	2.94097716338009	1.69030939143876
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter|Unassigned	0.0259648294582792	0.0978080955008276	0.0439388761411903	0.0332480818414322	0.00498442367601246	0.052999788000848	0.188246651381682	0.00723938223938224	0.0582927818329278	0.0911442295849243	0.050772033569274	0.0180733779143322	0.0210892602941952	0.0273841308961457	0.208681135225376	0.0163980509745127	0.0477590930799588	0.111579123545985	0.024094643760692	0.0302921818632446	0.0115700566932778	0.029544279488884	0.230759788879342	0.0122216518784679	0.0486415120561462	0.101164626924595	0.0338082588746679	0.0297122483029735	0.0144002304036865	0.0330212043304951	0.152823597904134	0	0.0443873379278122	0.0706910045696685	0.0207296849087894	0.0253438702393844	0.0260133377477179	0.0418128179516365	0.190255604268343	0.00663327916155351	0.0356744704570792	0.103632747948352	0.0447299934938191	0.0326010632962183	0.0174371716907518	0.0293645953332882	0.219391189449278
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerobutyricum|Unassigned	0.118021952083087	0.368661283041581	0.0146462920470634	0.156010230179028	0.0623052959501558	0.135149459402162	0.202727163026427	0.451254826254826	0.235705596107056	0.0147801453380958	0.00895977062987187	0.0271100668714983	0.052723150735488	0.0182560872640971	0.0394175477647932	0.0117128935532234	0.0226227283010331	0.457474406538537	0.262631616991543	0.707735521713987	0.0323961587411778	0.576113450033237	0.586719037682583	0.0146659822541615	0.0208463623097769	0.0394788787998421	0	0.134847896144264	0.206403302452839	0.459938203174753	0.499708907432564	0.0193428274378007	0.310711365494685	0.328208235502032	0.00518242122719735	0.0207358938322236	0.0378375821784988	0.0232293433064647	0.0358452587751951	0.00331663958077676	0.0111482720178372	0.0168053104781111	0.0081327260897853	0.0175544186979637	0.0239761110747837	0.00225881502563755	0.019944653586298
