Class	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Actinobacteria|Actinobacteria	0.325740587749321	0.662085569544064	0.534589659717815	0.176470588235294	0.695327102803738	0.710197159211363	0.156872209484735	0.489864864864865	0.24330900243309	0.298066264318266	1.6366514350566	0.980480751852521	0.474508356619392	0.337737614385797	0.243461324429605	0.238943028485757	0.671140939597315	0.57742196435047	0.257812688239404	0.561782281827445	0.219831077172278	0.504714774601768	0.694734258009083	0.838405318862898	0.148240798647303	0.582313462297671	0.40811398212992	0.315406943523873	0.30480487687803	0.209920513243862	0.271686396274015	0.181339007229382	0.224272865319472	0.244893837259209	0.404228855721393	0.23270280856162	0.260133377477179	0.868777439661781	1.93564397386053	0.384730191370104	0.164994425863991	0.963504467411702	1.90305790500976	0.135419801384291	0.172192070446174	0.20329335230738	0.191967290768118
Bacteria|Actinobacteria|Coriobacteriia	0.0519296589165585	0.0626974971159151	0.068349362886296	0.0230179028132992	0.166978193146417	0.052999788000848	0.0458549535416918	0.147200772200772	0.0380170316301703	0.0197068604507944	0.191141773437267	0.0835893728537864	0.0975378288606527	0.166586796284886	0.210999814505658	0.677005247376312	0.0301636377347108	0.0223158247091969	0.0433703587692456	0.0192768430038829	0.0624783061437001	0.022158209616663	0.0957407634712164	0.0513309378895652	0.044008987098418	0.120904066324516	0.0120743781695243	0.18741572006491	0.124801996831949	0.0141519447130693	0.0291092567436445	0.053192775453952	0.0116808784020558	0.0605922896311444	0.0388681592039801	0.0783355989217335	0.163174573144776	0.448326325814769	0.465988364077536	0.155882060296508	0.0624303232998885	0.260482312410722	0.402569941444372	0.0802487711906911	0.0523115150722553	0.115199566307515	0.211911944354417
Bacteria|Bacteroidetes|Bacteroidia	4.01982768794996	11.1275517881326	12.4176146072353	8.94117647058824	7.10529595015576	11.1326054695781	9.6054060576807	6.18967181467182	9.08353609083536	7.19793077965267	13.6457306692949	6.93339960238569	17.8415142088891	6.05873896077223	6.07493971433871	4.51414917541229	6.77927758087625	16.4830260258306	7.26694455822471	19.188720293008	6.805507346986	12.7680527857794	13.5583650423469	10.6279484735157	8.00037060199662	19.0164824318989	12.8205747404009	8.34685621557379	14.957039312629	5.08762412434842	5.79759363477586	3.01506322686719	4.24015885994627	8.34406321795552	7.20874792703151	8.81966684330576	7.49420612022892	5.55878185323701	3.52937932555767	12.1057344698352	3.15496098104794	5.44772147998768	9.81620039037085	5.58481292005216	2.25593408749101	5.37597976101737	7.49171050335319
Bacteria|Bacteroidetes|Flavobacteriia	0.22896258704119	0.0677132968851883	0.187960747937314	0.721227621483376	0.102180685358255	0.0291498834004664	0.272716302642693	0.041023166023166	0.0253446877534469	0.118241162704767	0.0836245258788042	0.0429242725465389	0.0843570411767807	0.00228201090801214	0.0370988684845112	0.00702773613193403	0.0653545484252067	0.106000167368685	0.0819217887863528	0.0605843637264891	0.0740483628369779	0.103404978211094	0.0908309807291027	0.0611082593923395	0.0208463623097769	0.552704303197789	0.0724462690171456	0.0845656297853861	0.093601497623962	0.0825530108262377	0.0363865709295556	0.120892671486254	0.0186894054432893	0.0833143982428236	0.0414593698175788	0.472317581733982	0.312160052972615	0.290366791330809	0.281247415005377	0.583728566216709	0.0423634336677815	0.092429207629611	0.524560832791152	0.308456214264219	0.0675690403016631	0.140046531589528	0.241828924733864
Bacteria|Candidatus_Saccharibacteria|Unassigned	0	0	0.00488209734902114	0	0.00498442367601246	0.026499894000424	0.0530952093640642	0.0555019305019305	0	0	0	0.00225917223929152	0.0052723150735488	0.00684603272403642	0.113615284733816	0.00234257871064468	0	0	0	0.00275383471484042	0	0	0	0.0122216518784679	0	0.00493485984998026	0.147307413668196	0.00228555756176719	0.00480007680122882	0.00235865745217822	0	0.0241785342972509	0.00233617568041117	0.14895604534323	0	0.251134714190263	0.156080026486308	0.220678761411415	0.763779744671464	0.198998374846605	0.272017837235229	0.484553118785536	0.418835393623943	0.100310963988364	0.0675690403016631	0.126493641435703	0.206925780957842
Bacteria|Deferribacteres|Deferribacteres	0.571226248082143	0.112855494808647	0.0268515354196163	0.051150895140665	0.478504672897196	0.0821496714013144	0.0530952093640642	1.57818532818533	0.164740470397405	0.0615839389087326	0.071678165038975	0.00677751671787457	0.17398639742711	0.0456402181602428	0.0046373585605639	0.0163980509745127	0.0452454566020662	0.0223158247091969	0.0168662506324844	0.0192768430038829	0.550734698600023	0.0344683260703646	0.0245489137105683	0.0366649556354037	0.898709841799273	0.0863600473746546	0.0313933832407631	0.0411400361118095	0.0504008064129026	0.943462980871288	0.754414903939453	0.236949636113059	0.616750379628548	0.0151480724077861	0.269485903814262	0.0184319056286432	0.0094593955446247	0.00696880299193942	0.0165439655885516	0.149248781134954	0.0557413600891862	0.00560177015937036	0	0	0.0305150504588156	0.275575433127781	0.221884271147566
Bacteria|Firmicutes|Bacilli	0.989023958456273	2.29974419421177	1.27910950544354	0.593350383631714	1.28598130841122	1.41774432902268	1.18981537347653	1.33204633204633	1.94393755068938	1.64552284764134	1.75910163366484	0.998554129766853	1.53687984393947	1.86668492275393	0.765164162493044	0.513024737631184	0.419777291808059	0.463053362715836	0.462617160205286	1.15385674551813	0.66180724285549	0.517024891055469	1.60304406530011	1.08528268680795	0.752785305630834	0.826589024871694	1.15672542864042	0.900509679336274	1.89123025968416	0.976484185201783	0.742286046962934	0.517420633961169	0.845695596308842	0.547855285414931	1.29819651741294	0.69580443748128	0.837156505699286	2.59471764733211	2.63324785617779	2.17903220457033	1.02787068004459	0.910287650897684	2.54147690305791	0.877720934898184	0.723642625166198	1.47274739671568	1.06454588516866
Bacteria|Firmicutes|Clostridia	89.6825209488965	64.45804283493	51.9137821608163	84.6291560102302	76.4909657320872	73.7783548865805	81.8510920719199	82.6496138996139	74.6933292781833	84.111343761547	64.5013887644476	70.5110247605277	59.4638055570201	81.960703772164	74.005286588759	75.8292728635682	70.1178895508132	60.305726798516	82.834975784883	68.0224712912731	70.7485826680551	67.7671910776276	71.2090340002455	69.1354403461172	75.4661478238714	62.5172720094749	52.5935764308138	41.7799922291043	68.3458935342966	88.0651932919782	87.5097030855812	90.5002538746101	85.1302417941829	83.8950743517887	71.5536898839138	64.9655553763565	64.1252423970108	71.1212804014031	69.8706813356495	67.5665815395841	88.5440356744705	70.0333305324483	62.5040663630449	83.233022369345	91.0656291549511	84.9382214090488	71.3968736755503
Bacteria|Firmicutes|Erysipelotrichia	0.632597663165349	12.7927973115313	5.43621539813504	0.281329923273657	9.43052959501558	7.81216875132499	2.95402437552794	3.42664092664093	9.97313463098135	3.09890380588742	13.705462473494	5.26613048978854	10.5920809827595	6.20706966979302	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20750144576323	3.46176096262872	14.2304946204791	9.27703449122376	6.0154970545819	2.232877029625	0.964765100671141	2.60565080898334	6.62354581400133	10.6777708443335	1.10621034507159	1.28565883951096	1.13397325854107	0.401822217030721	2.97154687066071	5.43117744610282	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes	0.0354065856249262	0.0677132968851883	0.0146462920470634	0.0843989769820972	0.0299065420560748	0.140449438202247	0.0458549535416918	0.0627413127413127	0.0430859691808597	0.0541938662396847	0.0806379356688469	0.16266040122899	0.0052723150735488	0.177996850824947	0.268966796512706	0.405266116941529	0.321745469170249	0.396105888588245	0.252993759487266	0.470905736237711	0.219831077172278	0.329911120959204	0.0883760893580459	0.131993840287453	0.0857017117179719	0.135708645874457	0.101424776624004	0.173702374694307	0.0720011520184323	0.096704955539307	0.0921793130215409	0.111221257767354	0.14017054082467	0.229745764851423	0.163246268656716	0.253438702393844	0.0756751643569976	0.213709958419475	0.0992637935313095	0.152565420715731	0.0936454849498328	0.114836288267092	0.162654521795706	0.107834286287491	0.0414132827655354	0.144564161640803	0.029916980379447
