var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	-1.37116730217674	0.26246730335183	1.63363460552857	-4.88045583542601	0.000440791149162718	11.3812928378226	-1.98701738168493	-0.755317222668553	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum	0.461453329248842	1.1739611506682	0.712507821419358	2.31109557267498	0.0348744666662551	15.5818527455932	0.0372496552504188	0.885657003247266	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum	-0.50724135661999	0.68692665681705	1.19416801343704	-3.33243816701731	0.00381184164235318	17.5369612905819	-0.82763590481464	-0.18684680842534	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellamassilia	-0.962313365275969	0.474930880713672	1.43724424598964	-2.57182514488452	0.0211182380293905	15.1682561896906	-1.7590792343652	-0.165547496186735	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	6.49758674900567	6.51564912672663	0.0180623777209598	3.15404682904729	0.00917562826107054	11.0001415854028	1.96338978614239	11.031783711869	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	-1.05003158629288	0.466332225331213	1.51636381162409	-2.2784857815728	0.0363298448648819	16.4842361585295	-2.02465472270051	-0.0754084498852441	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna	3.91054336526611	5.04435652205087	1.13381315678477	5.36397737277895	8.54254260873493e-05	14.6542199701821	2.35343604523045	5.46765068530176	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	-0.765415603815587	0.624593815377477	1.39000941919306	-4.87433112297082	0.000185953357363212	15.4545883441393	-1.09926141954	-0.431569788091177	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa	3.37025468447105	4.19380215456824	0.823547470097192	2.94529804714787	0.0129250607095327	11.3460440746681	0.861044724468212	5.87946464447389	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena	-1.11200850418732	0.242899579831657	1.35490808401898	-6.34168295662273	3.294066798884e-05	12.3158430096349	-1.4929775609028	-0.731039447471834	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis	1.52878454880294	3.17362827978029	1.64484373097734	2.73639278857925	0.0144994347751122	16.2283861701982	0.345776171868824	2.71179292573706	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	-6.15157711080551	4.98409234984675	11.1356694606523	-3.86646006189486	0.000870974643862487	21.3695288844598	-9.45678345207537	-2.84637076953565	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Marvinbryantia	-0.764245898023393	0.454009204952692	1.21825510297609	-2.94547017302869	0.00768317455792646	21.1633076189788	-1.30357911955907	-0.224912676487721	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia	1.11518827314539	1.37600546024293	0.26081718709754	2.95778689243721	0.0126419749702652	11.3402541478816	0.28836823396465	1.94200831232613	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia	-0.834409602651791	0.0263044136212615	0.860714016273052	-4.03723252939471	0.00195528830912736	11.0067805570962	-1.28927196587318	-0.379547239430406	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium_IV	-0.766223459933955	0.161869677077805	0.92809313701176	-9.32084002270949	2.3075765952551e-07	13.9312090189003	-0.942618238495711	-0.589828681372198	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter	-2.6521021168488	0.488029479104063	3.14013159595286	-6.53637903789506	1.55933159514847e-05	13.5300674480416	-3.52518246976123	-1.77902176393637	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	-0.773925792750093	0.266251797602946	1.04017759035304	-5.2250387089145	4.22753338186753e-05	19.8139834994325	-1.08308198624166	-0.464769599258526	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	-4.32966561481821	0.665186450301768	4.99485206511998	-3.54990334339505	0.00427484312970235	11.470211809407	-7.0007477661437	-1.65858346349273	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	3.46395317255821	3.52736036465898	0.0634071921007649	2.61231805010588	0.0241567366176321	11.0004266334679	0.545444282696985	6.38246206241944	Welch Two Sample t-test	two.sided
