var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides	-0.946770194759219	0.26246730335183	1.20923749811105	-3.08248835875922	0.0112248303935899	10.2894312743035	-1.62853099354484	-0.265009395973602	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum	-1.0437724555287	0.68692665681705	1.73069911234575	-3.93508074454577	0.00205271487169911	11.7712369300592	-1.62294642148063	-0.464598489576772	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto	-1.29594523187304	0.25363405059611	1.54957928246915	-3.69362283101355	0.00392834571908237	10.3345095387784	-2.07429403828153	-0.517596425464538	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	6.48323933058526	6.51564912672663	0.0324097961413745	3.14705833261291	0.00929030528707864	11.0004771186297	1.94902466471949	11.017453996451	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	-5.38267532124689	0.466332225331213	5.8490075465781	-4.0997182202774	0.00192534594734527	10.5335086953082	-8.28812305962138	-2.4772275828724	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor	-0.926622835184581	1.78721535789941	2.713838193084	-2.80948559149114	0.0105049945990693	20.9959749373778	-1.61252781970949	-0.240717850659676	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna	3.04585337977957	5.04435652205087	1.99850314227131	3.03159163424304	0.00645289950993904	20.5470786333985	0.953648303541918	5.13805845601721	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	-0.582059297097079	0.624593815377477	1.20665311247456	-2.92816920242087	0.0122456048435037	12.4263789057217	-1.01351961803837	-0.150598976155787	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Clostridium_XlVa	3.03884180110871	4.19380215456824	1.15496035345953	2.6011373529437	0.0228084003298878	12.2842970689424	0.499909174510828	5.5777744277066	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Faecalicatena	-1.25953521799989	0.242899579831657	1.50243479783155	-5.37956400650016	0.000249345832103112	10.6564137531117	-1.77689361997189	-0.742176816027895	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	-7.17275500056031	4.98409234984675	12.1568473504071	-3.92057620282951	0.00101814611589771	17.8289644650302	-11.0190692036995	-3.32644079742113	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia	0.958596972258901	1.37600546024293	0.417408487984028	2.50724845850696	0.0275926526494872	11.968068615338	0.125324313083075	1.79186963143473	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Schaedlerella	0.52783711080647	1.11683349739111	0.588996386584636	2.73175185816926	0.0138031884114904	17.7747893030824	0.121521795797526	0.934152425815415	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia	-1.9537853407463	0.0263044136212615	1.98008975436756	-3.50246331530511	0.00570226165630666	10.000845946038	-3.19669774869633	-0.710872932796267	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium_IV	-0.75680942997888	0.161869677077805	0.918679107056685	-6.77188141615911	2.58707525190973e-05	11.3806005454484	-1.00178638705895	-0.511832472898812	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter	-1.61752407336376	0.488029479104063	2.10555355246782	-6.27830073324708	9.85270791928471e-06	16.3897117440723	-2.16263706196007	-1.07241108476745	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	-0.451863884322383	0.266251797602946	0.71811568192533	-3.80857122058071	0.00102589590614998	20.999046557302	-0.698598140634491	-0.205129628010276	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	-4.91693178947559	0.665186450301768	5.58211823977736	-3.81099099456368	0.00320097297234471	10.3815123843883	-7.77741559228311	-2.05644798666808	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	-2.67706106502654	0.187720054161261	2.8647811191878	-4.53727419724514	0.00103250117486834	10.1757431580751	-3.98862590066647	-1.36549622938661	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	3.47994397107385	3.52736036465898	0.0474163935851231	2.62436167467355	0.0236428230348955	11.0006904256731	0.561426122490398	6.39846181965731	Welch Two Sample t-test	two.sided
