Family	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0	0.00250789988463661	0.00244104867451057	0.00255754475703325	0	0.0105999576001696	0.00482683721491493	0	0	0	0.00895977062987188	0.00451834447858305	0.0026361575367744	0.00228201090801214	0.0046373585605639	0.00468515742128936	0	0.00278947808864961	0	0.00275383471484042	0	0.00246202329074033	0.00245489137105683	0	0.0023162624788641	0	0.00241487563390485	0.00228555756176719	0	0	0.00242577139530371	0.00483570685945018	0.00233617568041117	0.00504935746926204	0.00518242122719735	0.359422159758542	0.5935770704252	1.43325048200887	1.53307414453911	0.24543132897748	0.30546265328874	0.305296473685685	0.841737150292778	0.190590831577891	0.0632097473789751	0.198775722256104	0.877564757797113
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae	0.632597663165349	12.7927973115313	5.43621539813504	0.281329923273657	9.43052959501558	7.81216875132499	2.95402437552794	3.42664092664093	9.97313463098135	3.09890380588742	13.705462473494	5.26613048978854	10.5920809827595	6.20706966979302	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20750144576323	3.46176096262872	14.2304946204791	9.27703449122376	6.0154970545819	2.232877029625	0.964765100671141	2.60565080898334	6.62354581400133	10.6777708443335	1.10621034507159	1.28565883951096	1.13397325854107	0.401822217030721	2.97154687066071	5.43117744610282	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Acidaminococcales|Acidaminococcaceae	0.0141626342499705	0.0451421979234589	0.00244104867451057	0.0153452685421995	0.00249221183800623	0.0079499682001272	0	0.00241312741312741	0.0177412814274128	0.0468037935706368	0	0.0180733779143322	0	0	0.0115933964014098	0.00937031484257871	0.0301636377347108	0.0613685179502915	0.0024094643760692	0.0110153388593617	0.0115700566932778	0.00738606987222099	0.0270038050816251	0.0122216518784679	0.0208463623097769	0.0444137386498223	0	0.0228555756176719	0.0192003072049153	0.00235865745217822	0.00970308558121483	0.00483570685945018	0.028034108164934	0.0403948597540963	0	0.0322558348501256	0.00236484888615617	0.00232293433064647	0.00551465519618386	0.0165831979038838	0.00668896321070234	0.030809735876537	0.00406636304489265	0.0050155481994182	0.00435929292268794	0	0.0124654084914363
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Unassigned	0	0	0	0	0.0274143302180685	0.0238499046003816	0.0458549535416918	0.0313706563706564	0	0.0024633575563493	0.0537586237792312	0.0813302006144948	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683	0.0586639290166459	0.0115813123943205	0.0394788787998421	0.0289785076068582	0.0274266907412063	0.0216003456055297	0.00707597235653466	0.0121288569765185	0.0217606808675258	0.00934470272164467	0.0302961448155722	0.015547263681592	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae	0.0212439513749557	0.0225710989617294	0.0122052433725528	0.0690537084398977	0	0.108649565401738	0	0.028957528957529	0.0253446877534469	0.00492671511269861	0.0268793118896156	0.0632568227001627	0.0052723150735488	0.0889984254124735	0.208681135225376	0.267053973013493	0.276500012568182	0.331947892549304	0.250584295111197	0.451628893233828	0.1874349184311	0.322525051086983	0.0589173929053639	0.0611082593923395	0.0532740370138744	0.0518160284247927	0.0724462690171456	0.123420108335428	0.0312004992079873	0.0872703257305942	0.0703473704638075	0.0846248700403781	0.102791729938091	0.159054760281754	0.147699004975124	0.209662926525816	0.0709454665846852	0.185834746451718	0.0689331899522982	0.126032304069517	0.0668896321070234	0.0644203568327592	0.0894599869876383	0.0927876416892366	0.0305150504588156	0.126493641435703	0.0149584901897235
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae	0.00708131712498525	0.0275868987310027	0.0292925840941268	0.020460358056266	0.0398753894080997	0.079499682001272	0.00482683721491493	0.00723938223938224	0	0.0024633575563493	0.00895977062987187	0.00225917223929152	0.0026361575367744	0.0228201090801214	0.00927471712112781	0.0163980509745127	0	0	0.012047321880346	0	0.00694203401596668	0.0123101164537017	0.014729348226341	0.00733299112708074	0	0	0.0144892538034291	0.00457111512353439	0.00720011520184323	0.0141519447130693	0.00970308558121483	0.0120892671486255	0	0	0.0103648424543947	0.0023039882035804	0.00472969777231235	0.0116146716532324	0.00551465519618386	0.00994991874233027	0	0.00280088507968518	0.0203318152244632	0	0.00653893938403191	0.00677644507691265	0.00747924509486176
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae	0	0	0.158668163843187	0	0.00249221183800623	0	0	0	0	0	0.14335633007795	0	0	0	0	0	0	0	0.115654290051322	0	0	0	0	0	0	0	0.161796667471625	0	0	0	0	0	0	0	0.145107794361526	0	0	0	0	0	0	0	0.174853610930384	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	0.0330461465832645	0.00250789988463661	0.0195283893960846	0	0.00249221183800623	0.0079499682001272	0.0579220465789791	0.142374517374517	0.0228102189781022	0	0.0119463608398292	0.00677751671787457	0	0.00912804363204856	0.0579669820070488	0.149925037481259	0.017595455345248	0.00278947808864961	0.0096378575042768	0.00550766942968083	0.00231401133865556	0.0123101164537017	0.0515527187921934	0.127105179536066	0.0254788872675052	0	0.0144892538034291	0.00457111512353439	0	0.00235865745217822	0.0460896565107704	0.0846248700403782	0.0186894054432893	0.00252467873463102	0.015547263681592	0.0023039882035804	0	0.00929173732258589	0.077205172746574	0.169148618619615	0.020066889632107	0	0.0203318152244632	0	0	0.0045176300512751	0.0722993692503303
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae	0.00708131712498525	0	0.017087340721574	0.0434782608695652	0.00249221183800623	0.0158999364002544	0.00241341860745746	0	0.00506893755068938	0.0024633575563493	0.00298659020995729	0.0112958611964576	0	0.00456402181602428	0	0.0187406296851574	0.0276500012568182	0.0167368685318977	0.0072283931282076	0.0633381984413296	0	0.00738606987222099	0.00981956548422732	0.0146659822541615	0	0.00493485984998026	0.00724462690171456	0.00914223024706877	0.00480007680122882	0	0.00485154279060741	0	0.00233617568041117	0	0.00259121061359867	0.0714236343109923	0.0780400132431538	0.0185834746451718	0.0110293103923677	0	0	0.00560177015937036	0.0325309043591412	0.0275855150968001	0.00653893938403191	0.0045176300512751	0.0124654084914363
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	0	0	0.119611385051018	0	0	0	0.00241341860745746	0	0.00253446877534469	0.00492671511269861	0.0866111160887615	0	0	0	0.00231867928028195	0	0	0.00278947808864961	0.0650555381538684	0	0	0	0.00245489137105683	0	0	0	0.106254527891814	0	0	0	0	0	0	0.00252467873463102	0.0932835820895522	0	0	0	0.00275732759809193	0	0	0.00560177015937036	0.0975927130774236	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	0	0.012539499423183	0.00976419469804228	0	0	0.0185499258002968	0.0337878605044045	0.0144787644787645	0	0.00492671511269861	0.020906131469701	0.00225917223929152	0	0.00228201090801214	0.0394175477647932	0.0117128935532234	0	0.00557895617729923	0.012047321880346	0	0	0	0.0515527187921934	0.0122216518784679	0	0.00246742992499013	0.0120743781695243	0	0	0.00235865745217822	0.0242577139530371	0.00967141371890036	0	0.0126233936731551	0.00777363184079602	0	0	0.00464586866129294	0.0496318967656547	0.00994991874233027	0	0.0168053104781111	0.0162654521795706	0	0	0.00677644507691265	0.0523547156640323
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Sutterellaceae	0.00708131712498525	0.0401263981541857	0.0195283893960846	0.0179028132992327	0.00249221183800623	0	0.0144805116447448	0	0.0101378751013788	0.0123167877817465	0.0238927216796583	0.0564793059822881	0	0.00228201090801214	0.0046373585605639	0.00468515742128936	0.00251363647789257	0.0251053027978465	0.0096378575042768	0.0468151901522871	0.00231401133865556	0.00492404658148066	0.014729348226341	0.0586639290166459	0.0208463623097769	0.0246742992499013	0.00965950253561942	0.0251411331794391	0.00720011520184323	0	0.00970308558121483	0.00241785342972509	0.00934470272164467	0.0126233936731551	0.0103648424543947	0.453885676105338	0.683441328099134	0.0766568329113336	3.0054870819202	0.0795993499386422	0.020066889632107	0.310898243845055	0.374105400130124	0.132912027284582	0.132958434141982	0.368186849178921	0.249308169828725
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae	0	0	0	0	0.00249221183800623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae	0.0613714150832055	0.0752369965390982	0.0585851681882537	0.135549872122762	0.0897196261682243	0.140449438202247	0.036201279111862	0.0337837837837838	0.0658961881589619	0.0468037935706368	0.0806379356688469	0.1332911621182	0.0632677808825855	0.0273841308961457	0.0255054720831015	0.224887556221889	0.0276500012568182	0.0167368685318977	0.0289135725128304	0.0523228595819679	0.0277681360638667	0.014772139744442	0.0245489137105683	0.063552589768033	0.0162138373520487	0.0666206079747335	0.0265636319729534	0.0137133453706032	0.012000192003072	0.0306625468783169	0.0266834853483408	0.0483570685945018	0.0677490947319239	0.0353455022848343	0.0751451077943615	0.00921595281432159	0	0.00232293433064647	0	0.00331663958077676	0.00222965440356745	0.00280088507968518	0	0.0025077740997091	0.00217964646134397	0.00677644507691265	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	0.965419568039655	0.351105983849125	0.288043743592247	0.861892583120205	0.969470404984424	0.257048971804113	0.439242186557258	0.670849420849421	0.717254663422547	0.603522601305579	0.280739479735985	0.356949213808061	0.340064322243897	0.41532598525821	0.278241513633834	0.634838830584708	0.369504562250207	0.228737203269268	0.498759125846324	0.154214744031063	0.509082494504223	0.0886328384666519	0.189026635571376	0.420424824619296	0.477150070646006	0.599585471772602	0.239072687756581	0.173702374694307	0.136802188835021	1.08498242800198	1.36085775276538	1.9367005972098	0.962504380329401	0.903834986997904	0.769589552238806	0.129023339400502	0.113512746535496	3.3891611884132	6.33082416521907	9.49222248018308	2.49498327759197	14.0576422149399	6.08734547820429	0.152974220082255	0.15911419167811	0.201034537281742	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.257287855541131	0.476500978080955	0.468681345506029	0.396419437340153	0.366355140186916	0.665147339410642	0.284783395679981	0.723938223938224	0.299067315490673	0.349796773001601	0.50772033569274	0.424724380986806	0.466599884009068	0.390223865270076	0.470691893897236	0.990910794602699	0.603272754694216	0.834053948506234	0.720429848444691	1.00790350563159	0.631725095452968	0.706600684442475	0.19393641831349	0.503532057392877	0.16908716095708	0.212198973549151	0.292199951702487	0.226270198614952	0.324005184082945	0.165106021652475	0.186784397438385	0.39894581590464	0.224272865319472	0.338306950440556	0.310945273631841	0.313342395686934	0.461145532800454	0.350763083927617	0.181983621474067	0.537295612085835	0.160535117056856	0.274486737809148	0.329375406636304	0.173036412879928	0.132958434141982	0.210069797384292	0.29916980379447
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Unassigned	0.037767024666588	0.0526658975773687	0.0366157301176585	0.0383631713554987	0.0523364485981308	0.0980496078015688	0	0.0989382239382239	0.00253446877534469	0	0	0	0.0052723150735488	0.0114100545400607	0.00231867928028195	0.154610194902549	0	0.0139473904432481	0.0024094643760692	0.0192768430038829	0.00462802267731112	0.022158209616663	0.00245489137105683	0.0708855808951138	0.0023162624788641	0	0	0.00685667268530158	0.00480007680122882	0.0141519447130693	0.00242577139530371	0.079789163180928	0.00233617568041117	0.00757403620389305	0.00518242122719735	0.00921595281432159	0.0094593955446247	0.0255522776371112	0	0.0829159895194189	0.00222965440356745	0.00280088507968518	0.00406636304489265	0	0.00653893938403191	0.0090352601025502	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.0141626342499705	0.0351105983849125	0.0146462920470634	0.0051150895140665	0.00747663551401869	0.0158999364002544	0.00241341860745746	0	0	0.0172435028944451	0	0.00677751671787457	0.0052723150735488	0.00228201090801214	0.0394175477647932	0.065592203898051	0.0527863660357439	0.117158079723284	0.0457798231453148	0.0468151901522871	0.0439662154344556	0.0590885589777679	0.125199459923898	0.0904402239006624	0.0625390869293308	0.130773786024477	0.111084279159623	0.107421205403058	0.0912014592233476	0.0448144915913862	0.00485154279060741	0	0.00233617568041117	0.0176727511424171	0.00259121061359867	0.00691196461074119	0	0.00464586866129294	0.0606612071580224	0.0696494311963119	0.0423634336677815	0.103632747948352	0.0447299934938191	0.0601865783930184	0.0283354039974716	0.0271057803076506	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0	0.00250789988463661	0.017087340721574	0.00767263427109974	0.0274143302180685	0.0238499046003816	0.00965367442982985	0	0.00506893755068938	0	0.020906131469701	0.00903668895716609	0.0421785205883904	0.00912804363204856	0.0139120756816917	0	0.0075409094336777	0.00278947808864961	0.0192757150085536	0.0110153388593617	0.0185120907092445	0.022158209616663	0.0171842395973978	0	0.00463252495772821	0.00246742992499013	0.0458826370441922	0.011427787808836	0.0312004992079873	0.0188692596174258	0.00970308558121483	0	0	0	0.0207296849087894	0.00691196461074119	0.040202431064655	0.0116146716532324	0.0193012931866435	0	0	0	0.0162654521795706	0.0100310963988364	0.0217964646134397	0.00677644507691265	0.0174515718880108
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274	8.93647185353572	10.0317327959604	11.8905448085274	27.208403767206	39.1835988389368	0.604809676954831	0.165106021652475	0.194061711624297	0.14748905921323	5.22836117276019	0.176727511424171	10.3233830845771	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
