Order	H60	H61	H62	H63	H64	H66	H67	H68	H79	H94	H95	H96	L36	L37	L38	L39	L70	L73	L76	L77	L91	L92	L93	M30	M31	M32	M33	M34	M35	M54	M55	M56	M57	M58	M59	N12	N13	N15	N16	N17	N51	N52	N53	N86	N87	N88	N90
Bacteria|Firmicutes|Bacilli|Bacillales	0.0424879027499115	0.0501579976927321	0.0585851681882537	0.020460358056266	0.0498442367601246	0.0609497562009752	0.195486907204055	0.1496138996139	0.134326845093268	0.118241162704767	0.20906131469701	0.112958611964576	0.255707281067117	0.182560872640971	0.0231867928028195	0.0234257871064468	0.0377045471683885	0.0251053027978465	0.0337325012649688	0.0275383471484042	0.0370241814184889	0.0270822561981436	0.0171842395973978	0.0268876341326294	0.0370601996618257	0.0172720094749309	0.0676165177493359	0.0182844604941375	0.0336005376086017	0.0165106021652475	0.00970308558121483	0.00483570685945018	0.0070085270412335	0.00757403620389305	0.0310945273631841	0.00921595281432159	0.014189093316937	0.00696880299193942	0.176468966277883	0.192365095685052	0.11371237458194	0.145646024143629	0.166720884840599	0.137927575484	0.102443383683167	0.180705202051004	0.164543392086959
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.946536055706361	2.24958619651904	1.22052433725528	0.572890025575448	1.23613707165109	1.35679457282171	0.994328466272475	1.18243243243243	1.80961070559611	1.52728168493657	1.55004031896783	0.885595517802277	1.28117256287236	1.68412405011296	0.741977369690224	0.489598950524738	0.38207274463967	0.437948059917989	0.428884658940318	1.12631839836973	0.624783061437001	0.489942634857326	1.58585982570271	1.05839505267532	0.715725105969008	0.809317015396763	1.08910891089109	0.882225218842137	1.85762972207555	0.959973583036536	0.732582961381719	0.512584927101719	0.838687069267609	0.540281249211038	1.26710199004975	0.686588484666959	0.822967412382349	2.58774884434017	2.45677888989991	1.98666710888528	0.914158305462653	0.764641626754054	2.37475601821731	0.739793359414184	0.621199241483032	1.29204219466468	0.900002493081698
Bacteria|Firmicutes|Clostridia|Clostridiales	89.6825209488965	64.45804283493	51.9137821608163	84.6291560102302	76.4909657320872	73.7783548865805	81.8510920719199	82.6496138996139	74.6933292781833	84.111343761547	64.5013887644476	70.5110247605277	59.4638055570201	81.960703772164	74.005286588759	75.8292728635682	70.1178895508132	60.305726798516	82.834975784883	68.0224712912731	70.7485826680551	67.7671910776276	71.2090340002455	69.1354403461172	75.4661478238714	62.5172720094749	52.5935764308138	41.7799922291043	68.3458935342966	88.0651932919782	87.5097030855812	90.5002538746101	85.1302417941829	83.8950743517887	71.5536898839138	64.9655553763565	64.1252423970108	71.1212804014031	69.8706813356495	67.5665815395841	88.5440356744705	70.0333305324483	62.5040663630449	83.233022369345	91.0656291549511	84.9382214090488	71.3968736755503
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	0.632597663165349	12.7927973115313	5.43621539813504	0.281329923273657	9.43052959501558	7.81216875132499	2.95402437552794	3.42664092664093	9.97313463098135	3.09890380588742	13.705462473494	5.26613048978854	10.5920809827595	6.20706966979302	8.17566314227416	13.3152173913043	1.00042731820124	17.498396050099	4.93217357781365	5.20750144576323	3.46176096262872	14.2304946204791	9.27703449122376	6.0154970545819	2.232877029625	0.964765100671141	2.60565080898334	6.62354581400133	10.6777708443335	1.10621034507159	1.28565883951096	1.13397325854107	0.401822217030721	2.97154687066071	5.43117744610282	1.15660207819736	1.08546563874568	0.919881994936003	2.79593018446522	0.696494311963119	0.129319955406912	0.834663753746184	1.28497072218608	1.03571070317986	0.765055907931734	1.83189898579205	1.08449053875496
Bacteria|Firmicutes|Negativicutes|Acidaminococcales	0.0141626342499705	0.0451421979234589	0.00244104867451057	0.0153452685421995	0.00249221183800623	0.0079499682001272	0	0.00241312741312741	0.0177412814274128	0.0468037935706368	0	0.0180733779143322	0	0	0.0115933964014098	0.00937031484257871	0.0301636377347108	0.0613685179502915	0.0024094643760692	0.0110153388593617	0.0115700566932778	0.00738606987222099	0.0270038050816251	0.0122216518784679	0.0208463623097769	0.0444137386498223	0	0.0228555756176719	0.0192003072049153	0.00235865745217822	0.00970308558121483	0.00483570685945018	0.028034108164934	0.0403948597540963	0	0.0322558348501256	0.00236484888615617	0.00232293433064647	0.00551465519618386	0.0165831979038838	0.00668896321070234	0.030809735876537	0.00406636304489265	0.0050155481994182	0.00435929292268794	0	0.0124654084914363
Bacteria|Firmicutes|Negativicutes|Selenomonadales	0	0	0	0	0.0274143302180685	0.0238499046003816	0.0458549535416918	0.0313706563706564	0	0.0024633575563493	0.0537586237792312	0.0813302006144948	0	0.0889984254124735	0.048692264885921	0.128841829085457	0.0150818188673554	0.00278947808864961	0	0.00826150414452125	0.0208261020479	0	0.00245489137105683	0.0586639290166459	0.0115813123943205	0.0394788787998421	0.0289785076068582	0.0274266907412063	0.0216003456055297	0.00707597235653466	0.0121288569765185	0.0217606808675258	0.00934470272164467	0.0302961448155722	0.015547263681592	0.011519941017902	0.00236484888615617	0.0255522776371112	0.0248159483828274	0.00994991874233027	0.020066889632107	0.0196061955577963	0.069128171763175	0.0100310963988364	0.00653893938403191	0.0180705202051004	0.00249308169828725
Bacteria|Firmicutes|Negativicutes|Veillonellales	0.0212439513749557	0.0225710989617294	0.0122052433725528	0.0690537084398977	0	0.108649565401738	0	0.028957528957529	0.0253446877534469	0.00492671511269861	0.0268793118896156	0.0632568227001627	0.0052723150735488	0.0889984254124735	0.208681135225376	0.267053973013493	0.276500012568182	0.331947892549304	0.250584295111197	0.451628893233828	0.1874349184311	0.322525051086983	0.0589173929053639	0.0611082593923395	0.0532740370138744	0.0518160284247927	0.0724462690171456	0.123420108335428	0.0312004992079873	0.0872703257305942	0.0703473704638075	0.0846248700403781	0.102791729938091	0.159054760281754	0.147699004975124	0.209662926525816	0.0709454665846852	0.185834746451718	0.0689331899522982	0.126032304069517	0.0668896321070234	0.0644203568327592	0.0894599869876383	0.0927876416892366	0.0305150504588156	0.126493641435703	0.0149584901897235
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.00708131712498525	0.0275868987310027	0.0292925840941268	0.020460358056266	0.0398753894080997	0.079499682001272	0.00482683721491493	0.00723938223938224	0	0.0024633575563493	0.00895977062987187	0.00225917223929152	0.0026361575367744	0.0228201090801214	0.00927471712112781	0.0163980509745127	0	0	0.012047321880346	0	0.00694203401596668	0.0123101164537017	0.014729348226341	0.00733299112708074	0	0	0.0144892538034291	0.00457111512353439	0.00720011520184323	0.0141519447130693	0.00970308558121483	0.0120892671486255	0	0	0.0103648424543947	0.0023039882035804	0.00472969777231235	0.0116146716532324	0.00551465519618386	0.00994991874233027	0	0.00280088507968518	0.0203318152244632	0	0.00653893938403191	0.00677644507691265	0.00747924509486176
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.0401274637082497	0.00250789988463661	0.195283893960846	0.0434782608695652	0.00747663551401869	0.0238499046003816	0.0603354651864366	0.142374517374517	0.0278791565287916	0.0024633575563493	0.158289281127736	0.0180733779143322	0	0.0136920654480728	0.0579669820070488	0.168665667166417	0.0452454566020662	0.0195263466205473	0.132520540683806	0.0688458678710104	0.00231401133865556	0.0196961863259226	0.0613722842764208	0.141771161790228	0.0254788872675052	0.00493485984998026	0.183530548176769	0.0137133453706032	0.00480007680122882	0.00235865745217822	0.0509411993013778	0.0846248700403782	0.0210255811237005	0.00252467873463102	0.163246268656716	0.0737276225145727	0.0780400132431538	0.0278752119677577	0.0882344831389417	0.169148618619615	0.020066889632107	0.00560177015937036	0.227716330513988	0.0275855150968001	0.00653893938403191	0.0090352601025502	0.0847647777417666
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.00708131712498525	0.0526658975773687	0.148903969145145	0.0179028132992327	0.00249221183800623	0.0185499258002968	0.0506817907566067	0.0144787644787645	0.0126723438767234	0.0221702180071437	0.131409969238121	0.0587384782215796	0	0.00456402181602428	0.046373585605639	0.0163980509745127	0.00251363647789257	0.0334737370637954	0.0867407175384912	0.0468151901522871	0.00231401133865556	0.00492404658148066	0.0687369583895912	0.0708855808951138	0.0208463623097769	0.0271417291748914	0.127988408596957	0.0251411331794391	0.00720011520184323	0.00235865745217822	0.0339607995342519	0.0120892671486254	0.00934470272164467	0.0277714660809412	0.111422056384743	0.453885676105338	0.683441328099134	0.0813027015726265	3.05787630628395	0.0895492686809724	0.020066889632107	0.333305324482536	0.487963565387118	0.132912027284582	0.132958434141982	0.374963294255833	0.301662885492758
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0	0	0	0	0.00249221183800623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023039882035804	0.0165539422030932	0.0511045552742224	0.215071552651171	0.0364830353885443	0.0222965440356745	0.0784247822311851	0.0487963565387118	0.0025077740997091	0.0174371716907518	0.0429174854871135	0.0174515718880108
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	1.02679098312286	0.426342980388223	0.346628911780501	0.997442455242967	1.05919003115265	0.39749841000636	0.47544346566912	0.704633204633205	0.783150851581508	0.650326394876216	0.361377415404832	0.490240375926261	0.403332103126483	0.442710116154355	0.303746985716936	0.859726386806597	0.397154563507026	0.245474071801166	0.527672698359155	0.206537603613031	0.53685063056809	0.103404978211094	0.213575549281944	0.483977414387329	0.493363907998054	0.666206079747335	0.265636319729534	0.18741572006491	0.148802380838093	1.1156449748803	1.38754123811372	1.9850576658043	1.03025347506132	0.939180489282739	0.844734660033168	0.138239292214824	0.113512746535496	3.39148412274385	6.33082416521907	9.49553911976385	2.49721293199554	14.0604431000196	6.08734547820429	0.155481994181964	0.161293838139454	0.207810982358655	0.179501882276682
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.295054880207719	0.529166875658324	0.505297075623688	0.434782608695652	0.418691588785047	0.763196947212211	0.284783395679981	0.822876447876448	0.301601784266018	0.349796773001601	0.50772033569274	0.424724380986806	0.471872199082617	0.401633919810137	0.473010573177518	1.14552098950525	0.603272754694216	0.848001338949483	0.72283931282076	1.02718034863547	0.636353118130279	0.728758894059138	0.196391309684546	0.574417638287991	0.171403423435944	0.212198973549151	0.292199951702487	0.233126871300254	0.328805260884174	0.179257966365545	0.189210168833689	0.478734979085568	0.226609040999883	0.345880986644449	0.316127694859038	0.322558348501256	0.470604928345079	0.376315361564729	0.181983621474067	0.620211601605254	0.162764771460424	0.277287622888833	0.333441769681197	0.173036412879928	0.139497373526014	0.219105057486842	0.29916980379447
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0141626342499705	0.0376184982695491	0.0317336327686374	0.0127877237851662	0.0348909657320872	0.039749841000636	0.0120670930372873	0	0.00506893755068938	0.0172435028944451	0.020906131469701	0.0158142056750407	0.0474508356619392	0.0114100545400607	0.0533296234464849	0.065592203898051	0.0603272754694216	0.119947557811933	0.0650555381538684	0.0578305290116487	0.0624783061437001	0.0812467685944309	0.142383699521296	0.0904402239006624	0.067171611887059	0.133241215949467	0.156966916203815	0.118848993211894	0.122401958431335	0.0636837512088119	0.0145546283718222	0	0.00233617568041117	0.0176727511424171	0.0233208955223881	0.0138239292214824	0.040202431064655	0.0162605403145253	0.079962500344666	0.0696494311963119	0.0423634336677815	0.103632747948352	0.0609954456733897	0.0702176747918547	0.0501318686109113	0.0338822253845633	0.0174515718880108
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0.125103269208073	5.20890806039023	24.469071913294	0.135549872122762	0.166978193146417	0.079499682001272	0.108603837335586	0.132722007722008	0.641220600162206	0.14041138071191	0.734701191649494	11.9984637628773	6.4559498075605	0.435864083430319	7.46150992394732	0.466173163418291	17.454691702486	0.198052944294123	0.15179625569236	0.283644975628563	14.2242276987157	0.265898515399956	0.314226095495274	8.93647185353572	10.0317327959604	11.8905448085274	27.208403767206	39.1835988389368	0.604809676954831	0.165106021652475	0.194061711624297	0.14748905921323	5.22836117276019	0.176727511424171	10.3233830845771	18.5240651567864	19.5170978574469	8.94562010731957	2.38233104475143	0.421213226758648	0.0869565217391304	1.03632747948352	7.9090761223162	4.52402447587521	0.353102726737723	0.78380881389623	11.9618059883822
