OTU	Group
ASV_120	MD
ASV_55	HMAT
ASV_55	LMAT
ASV_55	MD
ASV_55	NC
ASV_51	HMAT
ASV_51	LMAT
ASV_51	MD
ASV_51	NC
ASV_27	HMAT
ASV_27	LMAT
ASV_27	NC
ASV_43	HMAT
ASV_43	LMAT
ASV_43	MD
ASV_43	NC
ASV_1390	HMAT
ASV_1390	LMAT
ASV_1390	MD
ASV_100	HMAT
ASV_100	NC
ASV_218	HMAT
ASV_218	LMAT
ASV_218	MD
ASV_63	HMAT
ASV_63	LMAT
ASV_63	MD
ASV_63	NC
ASV_70	HMAT
ASV_70	LMAT
ASV_70	MD
ASV_61	HMAT
ASV_61	LMAT
ASV_61	MD
ASV_61	NC
ASV_64	HMAT
ASV_64	LMAT
ASV_64	MD
ASV_64	NC
ASV_59	HMAT
ASV_59	LMAT
ASV_59	MD
ASV_80	HMAT
ASV_80	LMAT
ASV_80	MD
ASV_91	LMAT
ASV_91	MD
ASV_91	NC
ASV_82	HMAT
ASV_82	LMAT
ASV_82	MD
ASV_82	NC
ASV_56	LMAT
ASV_56	MD
ASV_56	NC
ASV_67	HMAT
ASV_67	LMAT
ASV_67	MD
ASV_67	NC
ASV_77	HMAT
ASV_77	LMAT
ASV_77	MD
ASV_53	HMAT
ASV_53	LMAT
ASV_53	MD
ASV_1277	HMAT
ASV_1277	LMAT
ASV_1277	MD
ASV_88	HMAT
ASV_88	LMAT
ASV_88	MD
ASV_88	NC
ASV_118	NC
ASV_69	HMAT
ASV_135	HMAT
ASV_135	LMAT
ASV_135	MD
ASV_135	NC
ASV_105	NC
ASV_965	HMAT
ASV_965	LMAT
ASV_965	MD
ASV_103	HMAT
ASV_103	NC
ASV_79	HMAT
ASV_79	LMAT
ASV_79	MD
ASV_36	NC
ASV_87	HMAT
ASV_87	LMAT
ASV_57	NC
ASV_84	LMAT
ASV_84	MD
ASV_84	NC
ASV_76	HMAT
ASV_76	LMAT
ASV_76	MD
ASV_76	NC
ASV_85	LMAT
ASV_85	MD
ASV_85	NC
ASV_66	HMAT
ASV_66	LMAT
ASV_66	MD
ASV_89	MD
ASV_89	NC
ASV_104	HMAT
ASV_104	LMAT
ASV_104	MD
ASV_73	HMAT
ASV_73	LMAT
ASV_73	MD
ASV_73	NC
ASV_134	HMAT
ASV_134	LMAT
ASV_83	LMAT
ASV_83	MD
ASV_83	NC
ASV_108	LMAT
ASV_108	MD
ASV_156	LMAT
ASV_101	NC
ASV_98	HMAT
ASV_98	LMAT
ASV_98	MD
ASV_112	HMAT
ASV_112	LMAT
ASV_99	HMAT
ASV_99	MD
ASV_78	HMAT
ASV_78	MD
ASV_552	HMAT
ASV_552	MD
ASV_552	NC
ASV_71	HMAT
ASV_71	LMAT
ASV_71	NC
ASV_81	HMAT
ASV_81	MD
ASV_81	NC
ASV_148	HMAT
ASV_148	LMAT
ASV_148	MD
ASV_148	NC
ASV_96	HMAT
ASV_96	LMAT
ASV_96	MD
ASV_867	HMAT
ASV_867	LMAT
ASV_867	MD
ASV_867	NC
ASV_94	LMAT
ASV_94	NC
ASV_110	HMAT
ASV_110	LMAT
ASV_110	MD
ASV_107	LMAT
ASV_107	MD
ASV_107	NC
ASV_75	HMAT
ASV_75	LMAT
ASV_75	MD
ASV_109	LMAT
ASV_109	NC
ASV_164	HMAT
ASV_164	LMAT
ASV_164	MD
ASV_164	NC
ASV_113	HMAT
ASV_113	LMAT
ASV_113	MD
ASV_113	NC
ASV_122	HMAT
ASV_122	LMAT
ASV_122	MD
ASV_219	HMAT
ASV_45	NC
ASV_129	HMAT
ASV_129	LMAT
ASV_151	HMAT
ASV_151	MD
ASV_126	LMAT
ASV_126	MD
ASV_1446	HMAT
ASV_1446	LMAT
ASV_1446	MD
ASV_114	HMAT
ASV_114	MD
ASV_114	NC
ASV_181	HMAT
ASV_86	HMAT
ASV_86	LMAT
ASV_86	MD
ASV_123	HMAT
ASV_123	MD
ASV_1343	HMAT
ASV_1343	LMAT
ASV_1343	MD
ASV_128	HMAT
ASV_128	LMAT
ASV_128	NC
ASV_68	HMAT
ASV_68	LMAT
ASV_68	NC
ASV_131	LMAT
ASV_131	MD
ASV_131	NC
ASV_97	HMAT
ASV_97	LMAT
ASV_97	NC
ASV_133	LMAT
ASV_133	MD
ASV_92	LMAT
ASV_92	NC
ASV_132	HMAT
ASV_132	LMAT
ASV_132	MD
ASV_275	LMAT
ASV_275	NC
ASV_143	HMAT
ASV_143	MD
ASV_143	NC
ASV_167	LMAT
ASV_167	MD
ASV_137	HMAT
ASV_137	LMAT
ASV_137	MD
ASV_145	HMAT
ASV_145	LMAT
ASV_145	MD
ASV_570	HMAT
ASV_570	MD
ASV_130	HMAT
ASV_130	LMAT
ASV_170	HMAT
ASV_170	LMAT
ASV_170	NC
ASV_111	HMAT
ASV_111	LMAT
ASV_111	MD
ASV_125	LMAT
ASV_125	NC
ASV_136	HMAT
ASV_136	LMAT
ASV_136	MD
ASV_189	HMAT
ASV_189	MD
ASV_115	HMAT
ASV_115	MD
ASV_115	NC
ASV_127	LMAT
ASV_127	NC
ASV_573	HMAT
ASV_573	LMAT
ASV_573	NC
ASV_102	NC
ASV_90	NC
ASV_121	HMAT
ASV_121	LMAT
ASV_121	MD
ASV_192	HMAT
ASV_192	MD
ASV_147	HMAT
ASV_147	LMAT
ASV_147	NC
ASV_150	HMAT
ASV_150	LMAT
ASV_124	NC
ASV_161	NC
ASV_160	HMAT
ASV_160	LMAT
ASV_159	NC
ASV_117	HMAT
ASV_117	LMAT
ASV_117	MD
ASV_213	HMAT
ASV_213	LMAT
ASV_1427	HMAT
ASV_1427	MD
ASV_153	HMAT
ASV_153	LMAT
ASV_141	NC
ASV_1200	LMAT
ASV_1200	MD
ASV_175	HMAT
ASV_175	LMAT
ASV_175	MD
ASV_165	LMAT
ASV_165	NC
ASV_231	LMAT
ASV_173	HMAT
ASV_173	LMAT
ASV_453	HMAT
ASV_453	MD
ASV_224	NC
ASV_174	HMAT
ASV_174	MD
ASV_176	NC
ASV_195	NC
ASV_235	MD
ASV_235	NC
ASV_202	MD
ASV_1368	HMAT
ASV_190	NC
ASV_214	MD
ASV_196	HMAT
ASV_196	MD
ASV_171	HMAT
ASV_171	LMAT
ASV_191	NC
ASV_183	HMAT
ASV_183	LMAT
ASV_217	HMAT
ASV_217	LMAT
ASV_222	LMAT
ASV_222	MD
ASV_1309	MD
ASV_1405	MD
ASV_185	MD
ASV_166	HMAT
ASV_166	NC
ASV_206	MD
ASV_373	HMAT
ASV_373	LMAT
ASV_237	MD
ASV_146	HMAT
ASV_146	MD
ASV_194	HMAT
ASV_194	MD
ASV_203	MD
ASV_426	HMAT
ASV_426	LMAT
ASV_306	LMAT
ASV_306	MD
ASV_162	HMAT
ASV_162	MD
ASV_225	MD
ASV_177	HMAT
ASV_177	LMAT
ASV_193	HMAT
ASV_193	MD
ASV_172	LMAT
ASV_182	LMAT
ASV_1445	MD
ASV_328	MD
ASV_604	LMAT
ASV_187	HMAT
ASV_184	MD
ASV_169	LMAT
ASV_169	MD
ASV_188	NC
ASV_207	LMAT
ASV_266	NC
ASV_180	LMAT
ASV_180	NC
ASV_144	HMAT
ASV_472	HMAT
ASV_226	HMAT
ASV_226	MD
ASV_210	HMAT
ASV_211	HMAT
ASV_211	MD
ASV_229	HMAT
ASV_229	LMAT
ASV_204	HMAT
ASV_204	MD
ASV_40	MD
ASV_250	HMAT
ASV_250	LMAT
ASV_158	LMAT
ASV_215	HMAT
ASV_583	HMAT
ASV_583	MD
ASV_163	NC
ASV_238	LMAT
ASV_274	MD
ASV_274	NC
ASV_247	NC
ASV_251	LMAT
ASV_197	MD
ASV_290	LMAT
ASV_290	NC
ASV_212	HMAT
ASV_212	MD
ASV_1467	MD
ASV_357	NC
ASV_154	NC
ASV_263	MD
ASV_205	LMAT
ASV_233	MD
ASV_234	LMAT
ASV_293	HMAT
ASV_293	NC
ASV_209	MD
ASV_198	MD
ASV_223	HMAT
ASV_223	MD
ASV_243	HMAT
ASV_317	LMAT
ASV_1356	HMAT
ASV_282	LMAT
ASV_979	HMAT
ASV_428	NC
ASV_280	LMAT
ASV_260	HMAT
ASV_260	LMAT
ASV_883	MD
ASV_199	LMAT
ASV_244	LMAT
ASV_262	NC
ASV_230	MD
ASV_232	LMAT
ASV_178	MD
ASV_338	NC
ASV_316	MD
ASV_315	NC
ASV_254	MD
ASV_297	MD
ASV_240	NC
ASV_1128	MD
ASV_288	NC
ASV_271	LMAT
ASV_236	LMAT
ASV_272	LMAT
ASV_255	HMAT
ASV_300	MD
ASV_360	LMAT
ASV_423	NC
ASV_351	MD
ASV_256	NC
ASV_308	NC
ASV_208	NC
ASV_321	NC
ASV_359	NC
ASV_283	MD
ASV_246	NC
ASV_350	NC
ASV_277	NC
ASV_365	MD
ASV_1454	LMAT
ASV_407	NC
ASV_341	NC
ASV_302	LMAT
ASV_142	NC
ASV_216	NC
ASV_332	NC
ASV_434	HMAT
ASV_265	NC
ASV_389	MD
ASV_415	NC
ASV_393	NC
ASV_409	NC
ASV_139	NC
ASV_422	NC
ASV_451	HMAT
ASV_431	NC
ASV_395	NC
ASV_742	HMAT
ASV_337	NC
ASV_400	LMAT
ASV_424	NC
ASV_469	NC
ASV_442	LMAT
ASV_1434	NC
ASV_454	NC
ASV_374	NC
ASV_491	NC
