feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	MDA	MDC	0.916051812436563	none	0.916051812436563
ko00564	edgeR	MDA	MDC	0.887645368977844	none	0.887645368977844
ko00680	edgeR	MDA	MDC	0.876411033740566	none	0.876411033740566
ko00562	edgeR	MDA	MDC	0.577475541740188	none	0.577475541740188
ko03030	edgeR	MDA	MDC	0.808708607105138	none	0.808708607105138
ko00561	edgeR	MDA	MDC	0.541517558357326	none	0.541517558357326
ko00440	edgeR	MDA	MDC	0.737639804722761	none	0.737639804722761
ko00250	edgeR	MDA	MDC	0.923139950360084	none	0.923139950360084
ko00740	edgeR	MDA	MDC	0.868457669166252	none	0.868457669166252
ko04940	edgeR	MDA	MDC	0.798954732880245	none	0.798954732880245
ko00010	edgeR	MDA	MDC	0.902749984570341	none	0.902749984570341
ko05412	edgeR	MDA	MDC	9.12677360263821e-12	none	9.12677360263821e-12
ko00195	edgeR	MDA	MDC	0.625870884741236	none	0.625870884741236
ko03450	edgeR	MDA	MDC	0.031418477731344	none	0.031418477731344
ko00760	edgeR	MDA	MDC	0.943361817555011	none	0.943361817555011
ko00920	edgeR	MDA	MDC	0.777283106949549	none	0.777283106949549
ko00311	edgeR	MDA	MDC	3.05878991776838e-18	none	3.05878991776838e-18
ko00310	edgeR	MDA	MDC	0.795474912705954	none	0.795474912705954
ko04146	edgeR	MDA	MDC	0.591073285742114	none	0.591073285742114
ko00600	edgeR	MDA	MDC	0.342075429806709	none	0.342075429806709
ko04141	edgeR	MDA	MDC	0.940791847011907	none	0.940791847011907
ko04142	edgeR	MDA	MDC	0.00287060272179908	none	0.00287060272179908
ko00604	edgeR	MDA	MDC	9.15177688547238e-05	none	9.15177688547238e-05
ko04260	edgeR	MDA	MDC	1.17446932478225e-07	none	1.17446932478225e-07
ko05142	edgeR	MDA	MDC	1.21630624614097e-17	none	1.21630624614097e-17
ko00513	edgeR	MDA	MDC	0.12061781275881	none	0.12061781275881
ko04973	edgeR	MDA	MDC	2.62277757136566e-11	none	2.62277757136566e-11
ko00510	edgeR	MDA	MDC	0.673870705475661	none	0.673870705475661
ko05110	edgeR	MDA	MDC	0.142465467288465	none	0.142465467288465
ko04974	edgeR	MDA	MDC	1.48057755782223e-05	none	1.48057755782223e-05
ko04976	edgeR	MDA	MDC	0.267275272381429	none	0.267275272381429
ko00450	edgeR	MDA	MDC	0.888471901848807	none	0.888471901848807
ko01051	edgeR	MDA	MDC	0.379130686457355	none	0.379130686457355
ko00565	edgeR	MDA	MDC	0.0215870373899134	none	0.0215870373899134
ko00524	edgeR	MDA	MDC	0.448273953224221	none	0.448273953224221
ko00300	edgeR	MDA	MDC	0.648818964137197	none	0.648818964137197
ko05222	edgeR	MDA	MDC	0.318183687757404	none	0.318183687757404
ko05416	edgeR	MDA	MDC	0.318183687757404	none	0.318183687757404
ko00260	edgeR	MDA	MDC	0.85899128889122	none	0.85899128889122
ko00190	edgeR	MDA	MDC	0.76551480753021	none	0.76551480753021
ko03440	edgeR	MDA	MDC	0.709805557592654	none	0.709805557592654
ko00750	edgeR	MDA	MDC	0.707452525397409	none	0.707452525397409
ko00950	edgeR	MDA	MDC	0.756789144455831	none	0.756789144455831
ko00592	edgeR	MDA	MDC	0.0126502032203293	none	0.0126502032203293
ko00591	edgeR	MDA	MDC	0.821352019667352	none	0.821352019667352
ko00590	edgeR	MDA	MDC	0.0247400935762864	none	0.0247400935762864
